"dz_2001","la_name","year","total","none"
"S01001680","East Renfrewshire",2001,235,4
"S01001681","East Renfrewshire",2001,241,12
"S01001682","East Renfrewshire",2001,221,8
"S01001683","East Renfrewshire",2001,313,26
"S01001684","East Renfrewshire",2001,209,16
"S01001685","East Renfrewshire",2001,297,97
"S01001686","East Renfrewshire",2001,344,22
"S01001687","East Renfrewshire",2001,557,117
"S01001688","East Renfrewshire",2001,383,46
"S01001689","East Renfrewshire",2001,335,10
"S01001690","East Renfrewshire",2001,291,63
"S01001691","East Renfrewshire",2001,303,13
"S01001692","East Renfrewshire",2001,269,55
"S01001693","East Renfrewshire",2001,254,3
"S01001694","East Renfrewshire",2001,465,73
"S01001695","East Renfrewshire",2001,429,29
"S01001696","East Renfrewshire",2001,309,31
"S01001697","East Renfrewshire",2001,346,74
"S01001698","East Renfrewshire",2001,215,47
"S01001699","East Renfrewshire",2001,196,1
"S01001700","East Renfrewshire",2001,423,14
"S01001701","East Renfrewshire",2001,408,121
"S01001702","East Renfrewshire",2001,526,188
"S01001703","East Renfrewshire",2001,332,16
"S01001704","East Renfrewshire",2001,424,11
"S01001705","East Renfrewshire",2001,217,8
"S01001706","East Renfrewshire",2001,276,20
"S01001707","East Renfrewshire",2001,332,138
"S01001708","East Renfrewshire",2001,363,61
"S01001709","East Renfrewshire",2001,242,19
"S01001710","East Renfrewshire",2001,380,56
"S01001711","East Renfrewshire",2001,279,19
"S01001712","East Renfrewshire",2001,186,33
"S01001713","East Renfrewshire",2001,358,21
"S01001714","East Renfrewshire",2001,262,24
"S01001715","East Renfrewshire",2001,371,7
"S01001716","East Renfrewshire",2001,378,126
"S01001717","East Renfrewshire",2001,290,19
"S01001718","East Renfrewshire",2001,171,20
"S01001719","East Renfrewshire",2001,263,20
"S01001720","East Renfrewshire",2001,284,10
"S01001721","East Renfrewshire",2001,354,31
"S01001722","East Renfrewshire",2001,279,51
"S01001723","East Renfrewshire",2001,320,12
"S01001724","East Renfrewshire",2001,447,227
"S01001725","East Renfrewshire",2001,374,146
"S01001726","East Renfrewshire",2001,228,14
"S01001727","East Renfrewshire",2001,358,28
"S01001728","East Renfrewshire",2001,227,14
"S01001729","East Renfrewshire",2001,376,66
"S01001730","East Renfrewshire",2001,234,23
"S01001731","East Renfrewshire",2001,221,17
"S01001732","East Renfrewshire",2001,220,35
"S01001733","East Renfrewshire",2001,333,89
"S01001734","East Renfrewshire",2001,200,17
"S01001735","East Renfrewshire",2001,176,17
"S01001736","East Renfrewshire",2001,370,20
"S01001737","East Renfrewshire",2001,237,38
"S01001738","East Renfrewshire",2001,209,10
"S01001739","East Renfrewshire",2001,234,30
"S01001740","East Renfrewshire",2001,297,50
"S01001741","East Renfrewshire",2001,246,92
"S01001742","East Renfrewshire",2001,353,182
"S01001743","East Renfrewshire",2001,530,247
"S01001744","East Renfrewshire",2001,195,13
"S01001745","East Renfrewshire",2001,323,59
"S01001746","East Renfrewshire",2001,357,47
"S01001747","East Renfrewshire",2001,373,150
"S01001748","East Renfrewshire",2001,248,17
"S01001749","East Renfrewshire",2001,372,149
"S01001750","East Renfrewshire",2001,302,69
"S01001751","East Renfrewshire",2001,401,156
"S01001752","East Renfrewshire",2001,340,16
"S01001753","East Renfrewshire",2001,307,157
"S01001754","East Renfrewshire",2001,264,13
"S01001755","East Renfrewshire",2001,336,53
"S01001756","East Renfrewshire",2001,316,64
"S01001757","East Renfrewshire",2001,309,74
"S01001758","East Renfrewshire",2001,346,98
"S01001759","East Renfrewshire",2001,455,228
"S01001760","East Renfrewshire",2001,318,126
"S01001761","East Renfrewshire",2001,408,225
"S01001762","East Renfrewshire",2001,462,184
"S01001763","East Renfrewshire",2001,269,15
"S01001764","East Renfrewshire",2001,187,13
"S01001765","East Renfrewshire",2001,442,189
"S01001766","East Renfrewshire",2001,296,61
"S01001767","East Renfrewshire",2001,315,85
"S01001768","East Renfrewshire",2001,251,22
"S01001769","East Renfrewshire",2001,300,46
"S01001770","East Renfrewshire",2001,437,234
"S01001771","East Renfrewshire",2001,308,54
"S01001772","East Renfrewshire",2001,256,79
"S01001773","East Renfrewshire",2001,406,154
"S01001774","East Renfrewshire",2001,261,34
"S01001775","East Renfrewshire",2001,367,89
"S01001776","East Renfrewshire",2001,354,149
"S01001777","East Renfrewshire",2001,317,42
"S01001778","East Renfrewshire",2001,386,183
"S01001779","East Renfrewshire",2001,259,50
"S01001780","East Renfrewshire",2001,382,118
"S01001781","East Renfrewshire",2001,254,32
"S01001782","East Renfrewshire",2001,436,86
"S01001783","East Renfrewshire",2001,257,170
"S01001784","East Renfrewshire",2001,264,82
"S01001785","East Renfrewshire",2001,236,17
"S01001786","East Renfrewshire",2001,210,35
"S01001787","East Renfrewshire",2001,237,15
"S01001788","East Renfrewshire",2001,307,26
"S01001789","East Renfrewshire",2001,305,103
"S01001790","City of Edinburgh",2001,311,42
"S01001791","City of Edinburgh",2001,282,22
"S01001792","City of Edinburgh",2001,285,62
"S01001793","City of Edinburgh",2001,411,109
"S01001794","City of Edinburgh",2001,448,108
"S01001795","City of Edinburgh",2001,231,16
"S01001796","City of Edinburgh",2001,317,21
"S01001797","City of Edinburgh",2001,320,115
"S01001798","City of Edinburgh",2001,341,16
"S01001799","City of Edinburgh",2001,375,180
"S01001800","City of Edinburgh",2001,343,28
"S01001801","City of Edinburgh",2001,388,16
"S01001802","City of Edinburgh",2001,339,42
"S01001803","City of Edinburgh",2001,421,36
"S01001804","City of Edinburgh",2001,532,109
"S01001805","City of Edinburgh",2001,321,82
"S01001806","City of Edinburgh",2001,326,42
"S01001807","City of Edinburgh",2001,350,54
"S01001808","City of Edinburgh",2001,251,75
"S01001809","City of Edinburgh",2001,511,380
"S01001810","City of Edinburgh",2001,381,60
"S01001811","City of Edinburgh",2001,280,22
"S01001812","City of Edinburgh",2001,340,18
"S01001813","City of Edinburgh",2001,277,18
"S01001814","City of Edinburgh",2001,265,31
"S01001815","City of Edinburgh",2001,349,52
"S01001816","City of Edinburgh",2001,413,28
"S01001817","City of Edinburgh",2001,299,140
"S01001818","City of Edinburgh",2001,344,41
"S01001819","City of Edinburgh",2001,405,36
"S01001820","City of Edinburgh",2001,344,179
"S01001821","City of Edinburgh",2001,175,45
"S01001822","City of Edinburgh",2001,495,104
"S01001823","City of Edinburgh",2001,528,353
"S01001824","City of Edinburgh",2001,347,139
"S01001825","City of Edinburgh",2001,350,38
"S01001826","City of Edinburgh",2001,385,250
"S01001827","City of Edinburgh",2001,468,216
"S01001828","City of Edinburgh",2001,261,13
"S01001829","City of Edinburgh",2001,353,130
"S01001830","City of Edinburgh",2001,336,32
"S01001831","City of Edinburgh",2001,350,154
"S01001832","City of Edinburgh",2001,295,134
"S01001833","City of Edinburgh",2001,556,63
"S01001834","City of Edinburgh",2001,370,133
"S01001835","City of Edinburgh",2001,256,27
"S01001836","City of Edinburgh",2001,324,51
"S01001837","City of Edinburgh",2001,372,46
"S01001838","City of Edinburgh",2001,251,90
"S01001839","City of Edinburgh",2001,429,229
"S01001840","City of Edinburgh",2001,284,22
"S01001841","City of Edinburgh",2001,300,95
"S01001842","City of Edinburgh",2001,288,13
"S01001843","City of Edinburgh",2001,443,273
"S01001844","City of Edinburgh",2001,424,65
"S01001845","City of Edinburgh",2001,265,9
"S01001846","City of Edinburgh",2001,322,19
"S01001847","City of Edinburgh",2001,389,212
"S01001848","City of Edinburgh",2001,395,238
"S01001849","City of Edinburgh",2001,320,47
"S01001850","City of Edinburgh",2001,332,110
"S01001851","City of Edinburgh",2001,297,26
"S01001852","City of Edinburgh",2001,300,25
"S01001853","City of Edinburgh",2001,325,41
"S01001854","City of Edinburgh",2001,448,197
"S01001855","City of Edinburgh",2001,366,29
"S01001856","City of Edinburgh",2001,503,298
"S01001857","City of Edinburgh",2001,334,129
"S01001858","City of Edinburgh",2001,332,52
"S01001859","City of Edinburgh",2001,438,197
"S01001860","City of Edinburgh",2001,326,34
"S01001861","City of Edinburgh",2001,430,264
"S01001862","City of Edinburgh",2001,325,22
"S01001863","City of Edinburgh",2001,346,38
"S01001864","City of Edinburgh",2001,444,239
"S01001865","City of Edinburgh",2001,270,186
"S01001866","City of Edinburgh",2001,287,31
"S01001867","City of Edinburgh",2001,333,143
"S01001868","City of Edinburgh",2001,295,35
"S01001869","City of Edinburgh",2001,352,60
"S01001870","City of Edinburgh",2001,530,326
"S01001871","City of Edinburgh",2001,620,169
"S01001872","City of Edinburgh",2001,360,104
"S01001873","City of Edinburgh",2001,291,35
"S01001874","City of Edinburgh",2001,397,262
"S01001875","City of Edinburgh",2001,347,35
"S01001876","City of Edinburgh",2001,547,261
"S01001877","City of Edinburgh",2001,458,263
"S01001878","City of Edinburgh",2001,390,32
"S01001879","City of Edinburgh",2001,524,404
"S01001880","City of Edinburgh",2001,342,232
"S01001881","City of Edinburgh",2001,320,34
"S01001882","City of Edinburgh",2001,334,69
"S01001883","City of Edinburgh",2001,233,12
"S01001884","City of Edinburgh",2001,498,304
"S01001885","City of Edinburgh",2001,425,39
"S01001886","City of Edinburgh",2001,303,227
"S01001887","City of Edinburgh",2001,338,89
"S01001888","City of Edinburgh",2001,355,41
"S01001889","City of Edinburgh",2001,263,89
"S01001890","City of Edinburgh",2001,430,158
"S01001891","City of Edinburgh",2001,356,193
"S01001892","City of Edinburgh",2001,502,310
"S01001893","City of Edinburgh",2001,442,281
"S01001894","City of Edinburgh",2001,326,223
"S01001895","City of Edinburgh",2001,341,148
"S01001896","City of Edinburgh",2001,335,64
"S01001897","City of Edinburgh",2001,481,334
"S01001898","City of Edinburgh",2001,330,228
"S01001899","City of Edinburgh",2001,401,115
"S01001900","City of Edinburgh",2001,324,102
"S01001901","City of Edinburgh",2001,501,164
"S01001902","City of Edinburgh",2001,458,77
"S01001903","City of Edinburgh",2001,240,116
"S01001904","City of Edinburgh",2001,331,174
"S01001905","City of Edinburgh",2001,386,96
"S01001906","City of Edinburgh",2001,320,138
"S01001907","City of Edinburgh",2001,356,178
"S01001908","City of Edinburgh",2001,323,40
"S01001909","City of Edinburgh",2001,336,212
"S01001910","City of Edinburgh",2001,313,112
"S01001911","City of Edinburgh",2001,301,51
"S01001912","City of Edinburgh",2001,356,147
"S01001913","City of Edinburgh",2001,412,69
"S01001914","City of Edinburgh",2001,237,33
"S01001915","City of Edinburgh",2001,363,61
"S01001916","City of Edinburgh",2001,454,173
"S01001917","City of Edinburgh",2001,246,28
"S01001918","City of Edinburgh",2001,573,243
"S01001919","City of Edinburgh",2001,488,175
"S01001920","City of Edinburgh",2001,354,161
"S01001921","City of Edinburgh",2001,301,156
"S01001922","City of Edinburgh",2001,314,33
"S01001923","City of Edinburgh",2001,228,89
"S01001924","City of Edinburgh",2001,338,101
"S01001925","City of Edinburgh",2001,317,44
"S01001926","City of Edinburgh",2001,264,129
"S01001927","City of Edinburgh",2001,403,87
"S01001928","City of Edinburgh",2001,455,171
"S01001929","City of Edinburgh",2001,482,78
"S01001930","City of Edinburgh",2001,431,174
"S01001931","City of Edinburgh",2001,295,179
"S01001932","City of Edinburgh",2001,370,130
"S01001933","City of Edinburgh",2001,365,80
"S01001934","City of Edinburgh",2001,681,348
"S01001935","City of Edinburgh",2001,350,252
"S01001936","City of Edinburgh",2001,626,210
"S01001937","City of Edinburgh",2001,548,209
"S01001938","City of Edinburgh",2001,334,108
"S01001939","City of Edinburgh",2001,252,119
"S01001940","City of Edinburgh",2001,395,106
"S01001941","City of Edinburgh",2001,396,60
"S01001942","City of Edinburgh",2001,288,131
"S01001943","City of Edinburgh",2001,264,127
"S01001944","City of Edinburgh",2001,321,79
"S01001945","City of Edinburgh",2001,322,61
"S01001946","City of Edinburgh",2001,317,219
"S01001947","City of Edinburgh",2001,596,110
"S01001948","City of Edinburgh",2001,440,281
"S01001949","City of Edinburgh",2001,315,163
"S01001950","City of Edinburgh",2001,512,272
"S01001951","City of Edinburgh",2001,588,300
"S01001952","City of Edinburgh",2001,284,60
"S01001953","City of Edinburgh",2001,425,154
"S01001954","City of Edinburgh",2001,204,55
"S01001955","City of Edinburgh",2001,492,268
"S01001956","City of Edinburgh",2001,393,215
"S01001957","City of Edinburgh",2001,203,100
"S01001958","City of Edinburgh",2001,470,282
"S01001959","City of Edinburgh",2001,266,86
"S01001960","City of Edinburgh",2001,361,92
"S01001961","City of Edinburgh",2001,535,162
"S01001962","City of Edinburgh",2001,396,134
"S01001963","City of Edinburgh",2001,627,269
"S01001964","City of Edinburgh",2001,473,99
"S01001965","City of Edinburgh",2001,430,246
"S01001966","City of Edinburgh",2001,911,608
"S01001967","City of Edinburgh",2001,324,116
"S01001968","City of Edinburgh",2001,430,152
"S01001969","City of Edinburgh",2001,317,158
"S01001970","City of Edinburgh",2001,315,23
"S01001971","City of Edinburgh",2001,514,360
"S01001972","City of Edinburgh",2001,339,118
"S01001973","City of Edinburgh",2001,347,114
"S01001974","City of Edinburgh",2001,381,101
"S01001975","City of Edinburgh",2001,405,165
"S01001976","City of Edinburgh",2001,396,192
"S01001977","City of Edinburgh",2001,512,320
"S01001978","City of Edinburgh",2001,704,435
"S01001979","City of Edinburgh",2001,265,73
"S01001980","City of Edinburgh",2001,407,162
"S01001981","City of Edinburgh",2001,407,142
"S01001982","City of Edinburgh",2001,229,174
"S01001983","City of Edinburgh",2001,342,122
"S01001984","City of Edinburgh",2001,485,236
"S01001985","City of Edinburgh",2001,407,135
"S01001986","City of Edinburgh",2001,377,130
"S01001987","City of Edinburgh",2001,441,158
"S01001988","City of Edinburgh",2001,352,92
"S01001989","City of Edinburgh",2001,387,95
"S01001990","City of Edinburgh",2001,378,93
"S01001991","City of Edinburgh",2001,311,83
"S01001992","City of Edinburgh",2001,319,84
"S01001993","City of Edinburgh",2001,281,52
"S01001994","City of Edinburgh",2001,478,176
"S01001995","City of Edinburgh",2001,323,64
"S01001996","City of Edinburgh",2001,354,143
"S01001997","City of Edinburgh",2001,525,253
"S01001998","City of Edinburgh",2001,312,79
"S01001999","City of Edinburgh",2001,261,105
"S01002000","City of Edinburgh",2001,347,130
"S01002001","City of Edinburgh",2001,552,334
"S01002002","City of Edinburgh",2001,255,76
"S01002003","City of Edinburgh",2001,350,98
"S01002004","City of Edinburgh",2001,516,211
"S01002005","City of Edinburgh",2001,542,311
"S01002006","City of Edinburgh",2001,353,52
"S01002007","City of Edinburgh",2001,795,446
"S01002008","City of Edinburgh",2001,404,123
"S01002009","City of Edinburgh",2001,377,154
"S01002010","City of Edinburgh",2001,197,53
"S01002011","City of Edinburgh",2001,426,42
"S01002012","City of Edinburgh",2001,350,149
"S01002013","City of Edinburgh",2001,442,207
"S01002014","City of Edinburgh",2001,318,117
"S01002015","City of Edinburgh",2001,330,51
"S01002016","City of Edinburgh",2001,314,122
"S01002017","City of Edinburgh",2001,518,334
"S01002018","City of Edinburgh",2001,342,77
"S01002019","City of Edinburgh",2001,267,89
"S01002020","City of Edinburgh",2001,259,137
"S01002021","City of Edinburgh",2001,538,311
"S01002022","City of Edinburgh",2001,421,77
"S01002023","City of Edinburgh",2001,335,125
"S01002024","City of Edinburgh",2001,401,157
"S01002025","City of Edinburgh",2001,559,314
"S01002026","City of Edinburgh",2001,299,71
"S01002027","City of Edinburgh",2001,479,286
"S01002028","City of Edinburgh",2001,325,173
"S01002029","City of Edinburgh",2001,278,117
"S01002030","City of Edinburgh",2001,469,260
"S01002031","City of Edinburgh",2001,409,237
"S01002032","City of Edinburgh",2001,403,147
"S01002033","City of Edinburgh",2001,500,321
"S01002034","City of Edinburgh",2001,350,193
"S01002035","City of Edinburgh",2001,310,74
"S01002036","City of Edinburgh",2001,636,400
"S01002037","City of Edinburgh",2001,299,162
"S01002038","City of Edinburgh",2001,216,70
"S01002039","City of Edinburgh",2001,337,64
"S01002040","City of Edinburgh",2001,383,212
"S01002041","City of Edinburgh",2001,411,197
"S01002042","City of Edinburgh",2001,507,233
"S01002043","City of Edinburgh",2001,364,127
"S01002044","City of Edinburgh",2001,306,194
"S01002045","City of Edinburgh",2001,548,134
"S01002046","City of Edinburgh",2001,379,242
"S01002047","City of Edinburgh",2001,324,185
"S01002048","City of Edinburgh",2001,296,159
"S01002049","City of Edinburgh",2001,550,315
"S01002050","City of Edinburgh",2001,284,59
"S01002051","City of Edinburgh",2001,384,220
"S01002052","City of Edinburgh",2001,613,369
"S01002053","City of Edinburgh",2001,368,179
"S01002054","City of Edinburgh",2001,290,109
"S01002055","City of Edinburgh",2001,369,30
"S01002056","City of Edinburgh",2001,455,187
"S01002057","City of Edinburgh",2001,437,95
"S01002058","City of Edinburgh",2001,506,348
"S01002059","City of Edinburgh",2001,401,276
"S01002060","City of Edinburgh",2001,327,208
"S01002061","City of Edinburgh",2001,360,235
"S01002062","City of Edinburgh",2001,294,148
"S01002063","City of Edinburgh",2001,542,340
"S01002064","City of Edinburgh",2001,652,311
"S01002065","City of Edinburgh",2001,303,131
"S01002066","City of Edinburgh",2001,476,369
"S01002067","City of Edinburgh",2001,495,183
"S01002068","City of Edinburgh",2001,556,369
"S01002069","City of Edinburgh",2001,274,78
"S01002070","City of Edinburgh",2001,450,267
"S01002071","City of Edinburgh",2001,334,180
"S01002072","City of Edinburgh",2001,562,157
"S01002073","City of Edinburgh",2001,480,336
"S01002074","City of Edinburgh",2001,361,55
"S01002075","City of Edinburgh",2001,525,237
"S01002076","City of Edinburgh",2001,411,282
"S01002077","City of Edinburgh",2001,352,49
"S01002078","City of Edinburgh",2001,432,75
"S01002079","City of Edinburgh",2001,469,300
"S01002080","City of Edinburgh",2001,389,57
"S01002081","City of Edinburgh",2001,368,210
"S01002082","City of Edinburgh",2001,511,134
"S01002083","City of Edinburgh",2001,298,169
"S01002084","City of Edinburgh",2001,486,229
"S01002085","City of Edinburgh",2001,276,175
"S01002086","City of Edinburgh",2001,336,235
"S01002087","City of Edinburgh",2001,543,390
"S01002088","City of Edinburgh",2001,361,91
"S01002089","City of Edinburgh",2001,436,84
"S01002090","City of Edinburgh",2001,547,147
"S01002091","City of Edinburgh",2001,482,318
"S01002092","City of Edinburgh",2001,334,47
"S01002093","City of Edinburgh",2001,487,347
"S01002094","City of Edinburgh",2001,356,142
"S01002095","City of Edinburgh",2001,267,52
"S01002096","City of Edinburgh",2001,737,49
"S01002097","City of Edinburgh",2001,306,31
"S01002098","City of Edinburgh",2001,407,167
"S01002099","City of Edinburgh",2001,462,153
"S01002100","City of Edinburgh",2001,262,70
"S01002101","City of Edinburgh",2001,675,475
"S01002102","City of Edinburgh",2001,417,222
"S01002103","City of Edinburgh",2001,300,45
"S01002104","City of Edinburgh",2001,543,396
"S01002105","City of Edinburgh",2001,378,34
"S01002106","City of Edinburgh",2001,458,316
"S01002107","City of Edinburgh",2001,216,37
"S01002108","City of Edinburgh",2001,453,305
"S01002109","City of Edinburgh",2001,540,305
"S01002110","City of Edinburgh",2001,326,52
"S01002111","City of Edinburgh",2001,436,65
"S01002112","City of Edinburgh",2001,505,119
"S01002113","City of Edinburgh",2001,327,51
"S01002114","City of Edinburgh",2001,267,18
"S01002115","City of Edinburgh",2001,482,129
"S01002116","City of Edinburgh",2001,387,158
"S01002117","City of Edinburgh",2001,619,422
"S01002118","City of Edinburgh",2001,448,333
"S01002119","City of Edinburgh",2001,301,164
"S01002120","City of Edinburgh",2001,320,48
"S01002121","City of Edinburgh",2001,308,119
"S01002122","City of Edinburgh",2001,362,25
"S01002123","City of Edinburgh",2001,461,26
"S01002124","City of Edinburgh",2001,389,63
"S01002125","City of Edinburgh",2001,535,159
"S01002126","City of Edinburgh",2001,322,47
"S01002127","City of Edinburgh",2001,311,100
"S01002128","City of Edinburgh",2001,459,232
"S01002129","City of Edinburgh",2001,481,283
"S01002130","City of Edinburgh",2001,229,30
"S01002131","City of Edinburgh",2001,479,308
"S01002132","City of Edinburgh",2001,368,139
"S01002133","City of Edinburgh",2001,612,196
"S01002134","City of Edinburgh",2001,254,38
"S01002135","City of Edinburgh",2001,341,35
"S01002136","City of Edinburgh",2001,482,108
"S01002137","City of Edinburgh",2001,463,123
"S01002138","City of Edinburgh",2001,414,231
"S01002139","City of Edinburgh",2001,360,92
"S01002140","City of Edinburgh",2001,431,255
"S01002141","City of Edinburgh",2001,357,131
"S01002142","City of Edinburgh",2001,442,100
"S01002143","City of Edinburgh",2001,455,162
"S01002144","City of Edinburgh",2001,324,24
"S01002145","City of Edinburgh",2001,484,84
"S01002146","City of Edinburgh",2001,509,213
"S01002147","City of Edinburgh",2001,423,195
"S01002148","City of Edinburgh",2001,347,27
"S01002149","City of Edinburgh",2001,540,293
"S01002150","City of Edinburgh",2001,404,160
"S01002151","City of Edinburgh",2001,775,419
"S01002152","City of Edinburgh",2001,390,78
"S01002153","City of Edinburgh",2001,235,52
"S01002154","City of Edinburgh",2001,429,246
"S01002155","City of Edinburgh",2001,501,331
"S01002156","City of Edinburgh",2001,372,142
"S01002157","City of Edinburgh",2001,369,58
"S01002158","City of Edinburgh",2001,503,89
"S01002159","City of Edinburgh",2001,378,163
"S01002160","City of Edinburgh",2001,572,351
"S01002161","City of Edinburgh",2001,324,158
"S01002162","City of Edinburgh",2001,498,101
"S01002163","City of Edinburgh",2001,750,391
"S01002164","City of Edinburgh",2001,347,108
"S01002165","City of Edinburgh",2001,544,111
"S01002166","City of Edinburgh",2001,366,100
"S01002167","City of Edinburgh",2001,304,143
"S01002168","City of Edinburgh",2001,710,329
"S01002169","City of Edinburgh",2001,479,178
"S01002170","City of Edinburgh",2001,445,236
"S01002171","City of Edinburgh",2001,282,91
"S01002172","City of Edinburgh",2001,306,54
"S01002173","City of Edinburgh",2001,536,176
"S01002174","City of Edinburgh",2001,508,235
"S01002175","City of Edinburgh",2001,570,270
"S01002176","City of Edinburgh",2001,426,80
"S01002177","City of Edinburgh",2001,455,148
"S01002178","City of Edinburgh",2001,624,267
"S01002179","City of Edinburgh",2001,286,51
"S01002180","City of Edinburgh",2001,291,99
"S01002181","City of Edinburgh",2001,449,198
"S01002182","City of Edinburgh",2001,337,113
"S01002183","City of Edinburgh",2001,514,307
"S01002184","City of Edinburgh",2001,335,45
"S01002185","City of Edinburgh",2001,586,383
"S01002186","City of Edinburgh",2001,382,164
"S01002187","City of Edinburgh",2001,602,205
"S01002188","City of Edinburgh",2001,351,76
"S01002189","City of Edinburgh",2001,399,217
"S01002190","City of Edinburgh",2001,432,205
"S01002191","City of Edinburgh",2001,417,264
"S01002192","City of Edinburgh",2001,390,169
"S01002193","City of Edinburgh",2001,353,56
"S01002194","City of Edinburgh",2001,325,138
"S01002195","City of Edinburgh",2001,757,335
"S01002196","City of Edinburgh",2001,294,63
"S01002197","City of Edinburgh",2001,429,201
"S01002198","City of Edinburgh",2001,499,310
"S01002199","City of Edinburgh",2001,359,151
"S01002200","City of Edinburgh",2001,387,31
"S01002201","City of Edinburgh",2001,647,239
"S01002202","City of Edinburgh",2001,437,142
"S01002203","City of Edinburgh",2001,318,138
"S01002204","City of Edinburgh",2001,405,270
"S01002205","City of Edinburgh",2001,407,134
"S01002206","City of Edinburgh",2001,691,327
"S01002207","City of Edinburgh",2001,352,66
"S01002208","City of Edinburgh",2001,335,115
"S01002209","City of Edinburgh",2001,677,384
"S01002210","City of Edinburgh",2001,350,127
"S01002211","City of Edinburgh",2001,336,231
"S01002212","City of Edinburgh",2001,777,457
"S01002213","City of Edinburgh",2001,388,122
"S01002214","City of Edinburgh",2001,433,164
"S01002215","City of Edinburgh",2001,525,116
"S01002216","City of Edinburgh",2001,1029,625
"S01002217","City of Edinburgh",2001,723,399
"S01002218","City of Edinburgh",2001,288,111
"S01002219","City of Edinburgh",2001,304,47
"S01002220","City of Edinburgh",2001,298,15
"S01002221","City of Edinburgh",2001,575,377
"S01002222","City of Edinburgh",2001,331,37
"S01002223","City of Edinburgh",2001,372,72
"S01002224","City of Edinburgh",2001,402,35
"S01002225","City of Edinburgh",2001,505,186
"S01002226","City of Edinburgh",2001,579,212
"S01002227","City of Edinburgh",2001,450,269
"S01002228","City of Edinburgh",2001,404,69
"S01002229","City of Edinburgh",2001,331,56
"S01002230","City of Edinburgh",2001,507,234
"S01002231","City of Edinburgh",2001,452,164
"S01002232","City of Edinburgh",2001,448,242
"S01002233","City of Edinburgh",2001,539,332
"S01002234","City of Edinburgh",2001,489,285
"S01002235","City of Edinburgh",2001,657,284
"S01002236","City of Edinburgh",2001,388,184
"S01002237","City of Edinburgh",2001,654,214
"S01002238","City of Edinburgh",2001,325,223
"S01002239","City of Edinburgh",2001,626,404
"S01002240","City of Edinburgh",2001,485,265
"S01002241","City of Edinburgh",2001,461,271
"S01002242","City of Edinburgh",2001,336,60
"S01002243","City of Edinburgh",2001,343,163
"S01002244","City of Edinburgh",2001,464,250
"S01002245","City of Edinburgh",2001,1644,446
"S01002246","City of Edinburgh",2001,577,342
"S01002247","City of Edinburgh",2001,363,208
"S01002248","City of Edinburgh",2001,665,178
"S01002249","City of Edinburgh",2001,639,435
"S01002250","City of Edinburgh",2001,518,186
"S01002251","City of Edinburgh",2001,296,35
"S01002252","City of Edinburgh",2001,300,22
"S01002253","City of Edinburgh",2001,472,243
"S01002254","City of Edinburgh",2001,578,336
"S01002255","City of Edinburgh",2001,1137,673
"S01002256","City of Edinburgh",2001,638,91
"S01002257","City of Edinburgh",2001,283,96
"S01002258","City of Edinburgh",2001,539,349
"S01002259","City of Edinburgh",2001,248,89
"S01002260","City of Edinburgh",2001,432,24
"S01002261","City of Edinburgh",2001,385,84
"S01002262","City of Edinburgh",2001,342,70
"S01002263","City of Edinburgh",2001,347,31
"S01002264","City of Edinburgh",2001,395,136
"S01002265","City of Edinburgh",2001,651,423
"S01002266","City of Edinburgh",2001,345,187
"S01002267","City of Edinburgh",2001,417,229
"S01002268","City of Edinburgh",2001,286,36
"S01002269","City of Edinburgh",2001,482,191
"S01002270","City of Edinburgh",2001,761,426
"S01002271","City of Edinburgh",2001,398,110
"S01002272","City of Edinburgh",2001,382,98
"S01002273","City of Edinburgh",2001,400,215
"S01002274","City of Edinburgh",2001,679,387
"S01002275","City of Edinburgh",2001,625,398
"S01002276","City of Edinburgh",2001,379,17
"S01002277","City of Edinburgh",2001,434,202
"S01002278","City of Edinburgh",2001,475,318
"S01002279","City of Edinburgh",2001,517,344
"S01002280","City of Edinburgh",2001,342,81
"S01002281","City of Edinburgh",2001,362,257
"S01002282","City of Edinburgh",2001,175,138
"S01002283","City of Edinburgh",2001,306,87
"S01002284","City of Edinburgh",2001,960,368
"S01002285","City of Edinburgh",2001,665,456
"S01002286","City of Edinburgh",2001,366,105
"S01002287","City of Edinburgh",2001,354,102
"S01002288","City of Edinburgh",2001,636,260
"S01002289","City of Edinburgh",2001,628,411
"S01002290","City of Edinburgh",2001,527,305
"S01002291","City of Edinburgh",2001,452,368
"S01002292","City of Edinburgh",2001,663,353
"S01002293","City of Edinburgh",2001,351,111
"S01002294","City of Edinburgh",2001,262,44
"S01002295","City of Edinburgh",2001,341,41
"S01002297","City of Edinburgh",2001,416,167
"S01002298","City of Edinburgh",2001,273,57
"S01002299","City of Edinburgh",2001,322,40
"S01002300","City of Edinburgh",2001,350,73
"S01002301","City of Edinburgh",2001,666,147
"S01002302","City of Edinburgh",2001,412,219
"S01002303","City of Edinburgh",2001,371,179
"S01002304","City of Edinburgh",2001,910,332
"S01002305","City of Edinburgh",2001,460,273
"S01002306","City of Edinburgh",2001,219,100
"S01002307","City of Edinburgh",2001,703,255
"S01002308","City of Edinburgh",2001,555,127
"S01002309","City of Edinburgh",2001,376,231
"S01002310","City of Edinburgh",2001,717,472
"S01002311","City of Edinburgh",2001,336,44
"S01002312","City of Edinburgh",2001,321,214
"S01002313","City of Edinburgh",2001,283,36
"S01002314","City of Edinburgh",2001,423,128
"S01002315","City of Edinburgh",2001,230,52
