"output_area","ALL PEOPLE","In an unshared dwelling","House or bungalow","     Detached","     Semi-detached","     Terraced (including end-terrace)","  Flat, maisonette or apartment","     In a purpose-built block of flats","     Part of a converted or shared house","     In a commercial building","  Caravan or other mobile or temporary structure","In a shared dwelling"
"60QA000426",115,115,115,111,2,2,0,0,0,0,0,0
"60QA000427",160,160,156,152,0,4,4,4,0,0,0,0
"60QA000428",118,118,116,14,38,64,2,2,0,0,0,0
"60QA000429",113,113,94,24,12,58,19,19,0,0,0,0
"60QA000430",112,112,92,70,17,5,20,20,0,0,0,0
"60QA000431",143,143,143,143,0,0,0,0,0,0,0,0
"60QA000432",98,98,98,77,13,8,0,0,0,0,0,0
"60QA000433",209,209,209,206,3,0,0,0,0,0,0,0
"60QA000434",181,181,177,177,0,0,4,4,0,0,0,0
"60QA000435",72,72,44,0,33,11,28,28,0,0,0,0
"60QA000436",104,104,104,0,43,61,0,0,0,0,0,0
"60QA000437",161,161,161,119,42,0,0,0,0,0,0,0
"60QA000438",143,143,140,112,28,0,3,1,2,0,0,0
"60QA000439",148,148,145,139,2,4,3,3,0,0,0,0
"60QA000440",106,104,47,17,30,0,57,53,4,0,0,2
"60QA000441",140,140,119,13,106,0,21,18,3,0,0,0
"60QA000442",160,160,160,29,131,0,0,0,0,0,0,0
"60QA000443",102,102,70,14,33,23,32,32,0,0,0,0
"60QA000444",169,169,169,81,88,0,0,0,0,0,0,0
"60QA000445",132,132,116,90,26,0,16,1,12,3,0,0
"60QA000446",95,95,95,91,0,4,0,0,0,0,0,0
"60QA000447",125,125,125,59,50,16,0,0,0,0,0,0
"60QA000448",163,163,132,54,73,5,31,31,0,0,0,0
"60QA000449",104,104,90,25,65,0,14,10,4,0,0,0
"60QA000450",61,61,38,15,16,7,23,10,4,9,0,0
"60QA000451",65,65,59,42,17,0,6,3,3,0,0,0
"60QA000452",60,60,1,0,0,1,59,55,4,0,0,0
"60QA000453",94,94,68,52,14,2,25,20,5,0,1,0
"60QA000454",139,139,139,91,48,0,0,0,0,0,0,0
"60QA000455",128,128,126,89,37,0,2,2,0,0,0,0
"60QA000456",135,135,121,121,0,0,14,11,3,0,0,0
"60QA000457",153,153,152,142,10,0,1,1,0,0,0,0
"60QA000458",116,116,114,107,7,0,2,0,0,2,0,0
"60QA000459",68,68,64,55,8,1,4,2,2,0,0,0
"60QA000460",97,97,4,0,0,4,93,93,0,0,0,0
"60QA000461",131,131,116,3,10,103,15,5,10,0,0,0
"60QA000462",70,70,43,10,6,27,27,23,4,0,0,0
"60QA000463",94,94,5,5,0,0,89,86,3,0,0,0
"60QA000464",107,107,3,0,2,1,103,99,4,0,1,0
"60QA000465",89,89,5,1,1,3,84,82,0,2,0,0
"60QA000466",51,51,14,0,14,0,37,33,4,0,0,0
"60QA000467",59,59,4,1,0,3,55,55,0,0,0,0
"60QA000468",91,91,1,0,1,0,90,83,6,1,0,0
"60QA000469",68,68,35,5,19,11,33,28,5,0,0,0
"60QA000470",79,79,16,4,10,2,63,63,0,0,0,0
"60QA000471",122,122,7,1,2,4,115,114,1,0,0,0
"60QA000472",78,78,1,0,1,0,77,72,5,0,0,0
"60QA000473",59,59,0,0,0,0,59,58,1,0,0,0
"60QA000474",77,77,3,0,0,3,74,73,1,0,0,0
"60QA000475",96,96,5,4,1,0,91,91,0,0,0,0
"60QA000476",106,106,16,0,1,15,90,82,8,0,0,0
"60QA000477",72,72,4,1,2,1,68,62,6,0,0,0
"60QA000478",105,105,0,0,0,0,105,102,3,0,0,0
"60QA000479",146,143,38,0,24,14,105,47,53,5,0,3
"60QA000480",71,71,5,4,0,1,66,66,0,0,0,0
"60QA000481",114,114,10,1,9,0,104,94,10,0,0,0
"60QA000482",64,64,2,2,0,0,62,62,0,0,0,0
"60QA000483",122,122,12,0,4,8,110,109,1,0,0,0
"60QA000484",115,115,2,0,0,2,113,104,9,0,0,0
"60QA000485",61,61,2,2,0,0,59,57,2,0,0,0
"60QA000486",68,68,0,0,0,0,68,67,1,0,0,0
"60QA000487",90,90,1,1,0,0,89,87,2,0,0,0
"60QA000488",94,94,4,4,0,0,90,89,1,0,0,0
"60QA000489",70,70,0,0,0,0,70,68,2,0,0,0
"60QA000490",62,62,1,0,0,1,61,58,3,0,0,0
"60QA000491",73,73,2,0,1,1,71,67,4,0,0,0
"60QA000492",90,90,2,2,0,0,88,85,3,0,0,0
"60QA000493",67,67,11,2,0,9,56,56,0,0,0,0
"60QA000494",61,61,9,0,2,7,52,46,6,0,0,0
"60QA000495",103,103,9,0,4,5,94,94,0,0,0,0
"60QA000496",83,83,11,2,2,7,72,70,2,0,0,0
"60QA000497",112,112,9,1,3,5,103,103,0,0,0,0
"60QA000498",108,108,3,0,3,0,105,105,0,0,0,0
"60QA000499",129,129,11,2,9,0,118,113,5,0,0,0
"60QA000500",113,113,3,3,0,0,110,110,0,0,0,0
"60QA000501",67,67,7,0,2,5,60,60,0,0,0,0
"60QA000502",63,63,18,0,18,0,45,44,1,0,0,0
"60QA000503",77,77,17,0,5,12,60,60,0,0,0,0
"60QA000504",58,58,7,2,3,2,51,49,2,0,0,0
"60QA000505",65,65,10,0,3,7,55,53,0,2,0,0
"60QA000506",187,187,57,17,26,14,130,118,8,4,0,0
"60QA000507",132,132,1,0,1,0,131,131,0,0,0,0
"60QA000508",82,82,2,0,2,0,80,79,1,0,0,0
"60QA000509",98,94,29,9,20,0,65,59,6,0,0,4
"60QA000510",141,141,8,0,0,8,133,126,7,0,0,0
"60QA000511",129,129,8,0,4,4,117,116,1,0,4,0
"60QA000512",65,65,3,2,0,1,62,59,3,0,0,0
"60QA000513",64,64,5,0,1,4,59,57,2,0,0,0
"60QA000514",64,64,1,0,0,1,63,62,1,0,0,0
"60QA000515",99,99,8,4,4,0,91,91,0,0,0,0
"60QA000516",86,86,0,0,0,0,86,83,3,0,0,0
"60QA000517",113,113,6,0,6,0,107,107,0,0,0,0
"60QA000518",108,108,7,1,6,0,101,99,0,2,0,0
"60QA000519",123,123,8,6,0,2,115,115,0,0,0,0
"60QA000520",124,124,10,4,1,5,114,112,2,0,0,0
"60QA000521",75,75,3,3,0,0,72,72,0,0,0,0
"60QA000522",168,166,52,34,16,2,114,111,3,0,0,2
"60QA000523",98,98,47,22,18,7,51,40,11,0,0,0
"60QA000524",64,64,23,4,8,11,41,38,3,0,0,0
"60QA000525",162,162,8,4,4,0,154,150,4,0,0,0
"60QA000526",126,126,126,27,95,4,0,0,0,0,0,0
"60QA000527",91,91,88,6,82,0,3,3,0,0,0,0
"60QA000528",119,119,96,2,15,79,23,23,0,0,0,0
"60QA000529",126,126,126,4,122,0,0,0,0,0,0,0
"60QA000530",98,98,32,6,25,1,66,66,0,0,0,0
"60QA000531",108,108,8,0,0,8,100,96,3,1,0,0
"60QA000532",72,72,29,6,20,3,43,43,0,0,0,0
"60QA000533",105,105,2,0,1,1,103,103,0,0,0,0
"60QA000534",112,112,44,2,13,29,68,66,2,0,0,0
"60QA000535",107,107,48,1,47,0,59,58,1,0,0,0
"60QA000536",114,114,12,0,7,5,102,102,0,0,0,0
"60QA000537",150,150,10,0,2,8,140,140,0,0,0,0
"60QA000538",119,119,10,3,7,0,109,104,5,0,0,0
"60QA000539",67,67,1,0,1,0,66,66,0,0,0,0
"60QA000540",138,138,8,1,4,3,130,128,2,0,0,0
"60QA000541",91,91,5,5,0,0,86,86,0,0,0,0
"60QA000542",121,121,8,0,0,8,113,113,0,0,0,0
"60QA000543",79,79,5,0,3,2,74,71,3,0,0,0
"60QA000544",78,78,10,5,2,3,68,68,0,0,0,0
"60QA000545",91,91,1,0,0,1,90,90,0,0,0,0
"60QA000546",83,83,5,0,4,1,78,76,2,0,0,0
"60QA000547",87,87,0,0,0,0,87,87,0,0,0,0
"60QA000548",116,116,0,0,0,0,116,116,0,0,0,0
"60QA000549",94,94,4,0,4,0,90,88,0,2,0,0
"60QA000550",67,67,0,0,0,0,67,66,1,0,0,0
"60QA000551",65,65,4,1,2,1,61,61,0,0,0,0
"60QA000552",103,103,2,0,2,0,101,101,0,0,0,0
"60QA000553",150,150,10,0,4,6,140,140,0,0,0,0
"60QA000554",119,119,5,1,4,0,113,113,0,0,1,0
"60QA000555",95,95,5,0,2,3,90,90,0,0,0,0
"60QA000556",98,98,7,2,5,0,91,91,0,0,0,0
"60QA000557",83,83,6,0,4,2,77,76,1,0,0,0
"60QA000558",53,53,2,2,0,0,51,51,0,0,0,0
"60QA000559",59,59,17,17,0,0,42,42,0,0,0,0
"60QA000560",55,55,15,4,6,5,40,30,9,1,0,0
"60QA000561",128,128,73,16,54,3,55,44,11,0,0,0
"60QA000562",80,80,33,6,27,0,47,33,14,0,0,0
"60QA000563",118,118,2,0,2,0,116,105,7,4,0,0
"60QA000564",75,75,30,16,5,9,45,29,16,0,0,0
"60QA000565",137,137,32,15,10,7,105,88,17,0,0,0
"60QA000566",107,107,52,27,17,8,55,33,21,1,0,0
"60QA000567",79,79,14,5,2,7,65,51,14,0,0,0
"60QA000568",104,104,4,2,1,1,100,100,0,0,0,0
"60QA000569",75,71,13,1,5,7,58,56,2,0,0,4
"60QA000570",83,83,17,0,11,6,66,54,12,0,0,0
"60QA000571",157,157,39,3,2,34,118,112,6,0,0,0
"60QA000572",153,153,30,3,4,23,123,113,10,0,0,0
"60QA000573",129,129,10,0,6,4,119,115,4,0,0,0
"60QA000574",169,169,13,8,2,3,156,149,7,0,0,0
"60QA000575",112,112,0,0,0,0,112,112,0,0,0,0
"60QA000576",134,134,32,4,22,6,102,95,7,0,0,0
"60QA000577",128,124,69,2,67,0,55,35,16,4,0,4
"60QA000578",88,88,88,2,74,12,0,0,0,0,0,0
"60QA000579",96,96,62,4,44,14,34,23,11,0,0,0
"60QA000580",70,70,0,0,0,0,70,68,2,0,0,0
"60QA000581",84,84,83,0,75,8,1,1,0,0,0,0
"60QA000582",113,113,73,3,36,34,40,25,12,3,0,0
"60QA000583",113,113,3,0,3,0,110,110,0,0,0,0
"60QA000584",67,67,6,0,6,0,61,61,0,0,0,0
"60QA000585",84,84,15,0,15,0,69,67,2,0,0,0
"60QA000586",66,66,4,2,2,0,62,59,3,0,0,0
"60QA000587",66,66,11,0,11,0,55,55,0,0,0,0
"60QA000588",99,99,5,3,0,2,94,94,0,0,0,0
"60QA000589",73,73,6,0,1,5,67,67,0,0,0,0
"60QA000590",78,78,30,2,19,9,48,45,1,2,0,0
"60QA000591",79,79,74,6,43,25,5,4,1,0,0,0
"60QA000592",118,118,45,5,33,7,73,70,3,0,0,0
"60QA000593",110,110,102,34,20,48,8,4,0,4,0,0
"60QA000594",94,94,94,0,94,0,0,0,0,0,0,0
"60QA000595",108,108,97,17,22,58,11,3,8,0,0,0
"60QA000596",103,103,6,0,4,2,97,97,0,0,0,0
"60QA000597",77,77,2,0,0,2,75,75,0,0,0,0
"60QA000598",136,136,103,3,31,69,33,33,0,0,0,0
"60QA000599",208,208,165,8,44,113,43,43,0,0,0,0
"60QA000600",100,100,99,1,97,1,1,1,0,0,0,0
"60QA000601",68,68,8,0,0,8,60,60,0,0,0,0
"60QA000602",67,67,5,1,0,4,62,61,0,1,0,0
"60QA000603",64,64,0,0,0,0,64,64,0,0,0,0
"60QA000604",58,58,4,0,3,1,54,54,0,0,0,0
"60QA000605",52,52,0,0,0,0,52,52,0,0,0,0
"60QA000606",82,82,8,1,6,1,74,73,1,0,0,0
"60QA000607",78,78,27,1,1,25,51,51,0,0,0,0
"60QA000608",72,72,5,0,1,4,67,66,1,0,0,0
"60QA000609",69,69,20,0,4,16,49,49,0,0,0,0
"60QA000610",58,58,25,4,2,19,33,33,0,0,0,0
"60QA000611",191,191,72,5,7,60,119,118,1,0,0,0
"60QA000612",139,139,43,0,5,38,96,96,0,0,0,0
"60QA000613",118,118,50,0,35,15,68,68,0,0,0,0
"60QA000614",144,144,42,4,11,27,102,100,2,0,0,0
"60QA000615",85,85,29,13,14,2,56,56,0,0,0,0
"60QA000616",93,93,27,7,0,20,66,63,1,2,0,0
"60QA000617",76,76,0,0,0,0,76,76,0,0,0,0
"60QA000618",67,67,46,14,25,7,21,11,8,2,0,0
"60QA000619",157,157,26,3,0,23,131,131,0,0,0,0
"60QA000620",106,106,57,4,13,40,49,48,0,1,0,0
"60QA000621",109,109,0,0,0,0,109,103,6,0,0,0
"60QA000622",82,82,0,0,0,0,82,82,0,0,0,0
"60QA000623",100,100,4,2,0,2,96,96,0,0,0,0
"60QA000624",88,88,1,0,0,1,87,87,0,0,0,0
"60QA000625",63,63,0,0,0,0,63,62,1,0,0,0
"60QA000626",68,68,1,0,0,1,67,66,1,0,0,0
"60QA000627",97,97,63,7,45,11,34,34,0,0,0,0
"60QA000628",109,109,82,5,28,49,27,27,0,0,0,0
"60QA000629",194,194,125,13,96,16,69,46,23,0,0,0
"60QA000630",189,189,20,0,15,5,169,89,80,0,0,0
"60QA000631",58,58,1,1,0,0,57,47,10,0,0,0
"60QA000632",92,92,13,3,8,2,79,65,13,1,0,0
"60QA000633",112,108,6,4,2,0,102,102,0,0,0,4
"60QA000634",180,180,1,0,0,1,179,179,0,0,0,0
"60QA000635",87,87,6,1,5,0,81,81,0,0,0,0
"60QA000636",172,172,24,0,8,16,148,147,1,0,0,0
"60QA000637",160,160,101,4,58,39,59,54,0,5,0,0
"60QA000638",138,138,136,7,108,21,2,2,0,0,0,0
"60QA000639",141,141,31,2,0,29,110,92,18,0,0,0
"60QA000640",89,89,0,0,0,0,89,83,6,0,0,0
"60QA000641",120,120,24,3,7,14,96,64,32,0,0,0
"60QA000642",70,70,2,0,2,0,68,66,2,0,0,0
"60QA000643",57,57,6,2,0,4,51,47,4,0,0,0
"60QA000644",118,118,9,3,3,3,109,105,4,0,0,0
"60QA000645",144,144,1,0,0,1,143,143,0,0,0,0
"60QA000646",148,148,5,0,5,0,143,141,2,0,0,0
"60QA000647",127,127,32,10,7,15,95,93,0,2,0,0
"60QA000648",99,99,35,19,14,2,64,41,20,3,0,0
"60QA000649",98,98,19,9,4,6,79,53,26,0,0,0
"60QA000650",101,101,22,7,3,12,79,78,1,0,0,0
"60QA000651",126,123,70,7,11,52,53,42,11,0,0,3
"60QA000652",131,123,98,32,30,36,25,3,17,5,0,8
"60QA000653",126,126,80,5,3,72,46,24,22,0,0,0
"60QA000654",72,72,7,6,1,0,65,60,5,0,0,0
"60QA000655",89,89,21,0,9,12,68,38,26,4,0,0
"60QA000656",127,127,16,0,6,10,111,91,20,0,0,0
"60QA000657",81,81,48,16,28,4,33,14,19,0,0,0
"60QA000658",109,105,26,12,12,2,79,64,15,0,0,4
"60QA000659",92,92,21,2,19,0,71,67,2,2,0,0
"60QA000660",143,143,13,0,3,10,130,107,23,0,0,0
"60QA000661",107,107,1,0,1,0,106,92,14,0,0,0
"60QA000662",101,101,43,4,29,10,58,57,1,0,0,0
"60QA000663",117,117,4,2,0,2,113,108,5,0,0,0
"60QA000664",71,71,20,7,13,0,51,45,6,0,0,0
"60QA000665",100,100,3,0,0,3,97,97,0,0,0,0
"60QA000666",65,65,0,0,0,0,65,65,0,0,0,0
"60QA000667",72,72,0,0,0,0,72,66,0,6,0,0
"60QA000668",91,91,6,3,2,1,85,81,0,4,0,0
"60QA000669",102,102,8,8,0,0,94,79,1,14,0,0
"60QA000670",79,79,1,0,0,1,78,78,0,0,0,0
"60QA000671",118,118,1,1,0,0,117,115,1,1,0,0
"60QA000672",129,129,7,4,2,1,122,122,0,0,0,0
"60QA000673",75,75,0,0,0,0,75,74,1,0,0,0
"60QA000674",62,62,2,0,1,1,60,53,7,0,0,0
"60QA000675",63,63,0,0,0,0,63,62,1,0,0,0
"60QA000676",55,55,3,0,3,0,52,50,2,0,0,0
"60QA000677",86,86,4,0,0,4,82,67,15,0,0,0
"60QA000678",99,99,3,0,0,3,96,87,9,0,0,0
"60QA000679",129,129,55,3,30,22,74,20,45,9,0,0
"60QA000680",52,52,5,0,0,5,47,34,13,0,0,0
"60QA000681",74,74,36,0,0,36,38,34,4,0,0,0
"60QA000682",64,64,10,0,3,7,54,43,11,0,0,0
"60QA000683",114,114,38,0,3,35,76,65,8,3,0,0
"60QA000684",67,63,21,0,13,8,42,12,30,0,0,4
"60QA000685",57,57,2,0,0,2,55,53,2,0,0,0
"60QA000686",90,90,25,2,20,3,65,57,5,3,0,0
"60QA000687",77,77,21,8,8,5,56,54,2,0,0,0
"60QA000688",165,165,118,25,60,33,47,38,9,0,0,0
"60QA000689",123,123,34,18,14,2,89,85,4,0,0,0
"60QA000690",69,69,57,0,6,51,12,6,6,0,0,0
"60QA000691",74,74,32,7,3,22,42,21,21,0,0,0
"60QA000692",114,114,72,9,22,41,42,28,14,0,0,0
"60QA000693",113,113,81,18,29,34,32,27,5,0,0,0
"60QA000694",90,90,18,6,4,8,72,53,19,0,0,0
"60QA000695",125,125,39,6,20,13,86,56,30,0,0,0
"60QA000696",97,97,34,12,6,16,63,43,20,0,0,0
"60QA000697",64,64,35,0,35,0,29,28,1,0,0,0
"60QA000698",145,145,145,140,5,0,0,0,0,0,0,0
"60QA000699",103,103,98,67,16,15,5,5,0,0,0,0
"60QA000700",112,112,112,58,22,32,0,0,0,0,0,0
"60QA000701",129,129,123,60,63,0,6,6,0,0,0,0
"60QA000702",116,116,34,1,19,14,82,79,3,0,0,0
"60QA000703",67,67,13,0,4,9,54,54,0,0,0,0
"60QA000704",114,114,114,18,96,0,0,0,0,0,0,0
"60QA000705",136,136,78,6,25,47,58,58,0,0,0,0
"60QA000706",133,133,103,5,19,79,30,28,2,0,0,0
"60QA000707",117,117,116,63,50,3,1,0,1,0,0,0
"60QA000708",131,131,125,19,95,11,6,6,0,0,0,0
"60QA000709",160,160,151,8,140,3,9,3,6,0,0,0
"60QA000710",89,89,58,8,29,21,31,24,7,0,0,0
"60QA000711",81,81,27,15,6,6,54,40,10,4,0,0
"60QA000712",101,101,79,21,57,1,22,22,0,0,0,0
"60QA000713",169,169,119,24,22,73,50,41,9,0,0,0
"60QA000714",189,189,150,2,49,99,39,26,13,0,0,0
"60QA000715",182,182,100,6,13,81,82,51,31,0,0,0
"60QA000716",175,175,112,2,81,29,63,59,4,0,0,0
"60QA000717",101,101,38,8,22,8,63,37,26,0,0,0
"60QA000718",93,93,49,0,3,46,44,27,17,0,0,0
"60QA000719",94,94,51,2,16,33,43,19,24,0,0,0
"60QA000720",118,115,58,0,17,41,57,44,13,0,0,3
"60QA000721",103,103,37,4,1,32,66,53,13,0,0,0
"60QA000722",103,103,31,5,22,4,72,38,34,0,0,0
"60QA000723",166,166,61,2,17,42,105,55,50,0,0,0
"60QA000724",80,80,2,0,2,0,78,72,5,1,0,0
"60QA000725",131,131,112,2,10,100,19,15,4,0,0,0
"60QA000726",169,169,113,9,3,101,56,38,18,0,0,0
"60QA000727",95,91,48,3,9,36,42,34,6,2,1,4
"60QA000728",92,92,46,0,21,25,46,17,29,0,0,0
"60QA000729",67,67,3,0,0,3,64,56,6,2,0,0
"60QA000730",87,87,8,0,8,0,79,74,5,0,0,0
"60QA000731",104,104,17,0,0,17,87,74,13,0,0,0
"60QA000732",154,154,110,40,70,0,44,39,5,0,0,0
"60QA000733",152,152,152,134,13,5,0,0,0,0,0,0
"60QA000734",146,146,144,117,27,0,2,2,0,0,0,0
"60QA000735",161,161,150,10,56,84,11,3,8,0,0,0
"60QA000736",102,96,61,3,8,50,35,24,11,0,0,6
"60QA000737",156,156,96,5,56,35,60,28,32,0,0,0
"60QA000738",173,169,117,18,63,36,52,17,35,0,0,4
"60QA000739",104,104,70,1,38,31,34,19,14,1,0,0
"60QA000740",108,108,51,2,2,47,57,27,30,0,0,0
"60QA000741",126,121,52,4,30,18,69,20,34,15,0,5
"60QA000742",103,103,56,10,40,6,47,23,24,0,0,0
"60QA000743",109,109,86,9,11,66,23,8,15,0,0,0
"60QA000744",137,137,104,10,70,24,33,12,17,4,0,0
"60QA000745",116,116,51,12,38,1,65,18,38,9,0,0
"60QA000746",77,77,40,9,13,18,37,13,24,0,0,0
"60QA000747",69,69,7,0,0,7,62,43,19,0,0,0
"60QA000748",97,94,10,0,9,1,84,68,16,0,0,3
"60QA000749",106,106,65,24,38,3,41,39,2,0,0,0
"60QA000750",186,186,160,25,104,31,26,1,25,0,0,0
"60QA000751",87,87,22,0,19,3,65,59,6,0,0,0
"60QA000752",68,68,52,0,11,41,16,7,7,2,0,0
"60QA000753",103,103,31,2,29,0,72,71,1,0,0,0
"60QA000754",113,113,56,6,5,45,57,24,33,0,0,0
"60QA000755",129,129,88,0,0,88,41,29,12,0,0,0
"60QA000756",152,152,143,1,16,126,9,9,0,0,0,0
"60QA000757",86,86,0,0,0,0,86,78,6,2,0,0
"60QA000758",75,75,1,0,1,0,74,66,8,0,0,0
"60QA000759",67,67,1,0,0,1,66,64,2,0,0,0
"60QA000760",50,50,8,4,4,0,42,42,0,0,0,0
"60QA000761",108,108,37,0,28,9,71,28,43,0,0,0
"60QA000762",81,81,0,0,0,0,81,79,2,0,0,0
"60QA000763",90,90,2,0,0,2,88,80,8,0,0,0
"60QA000764",117,117,0,0,0,0,117,110,3,4,0,0
"60QA000765",66,66,1,1,0,0,65,65,0,0,0,0
"60QA000766",80,80,3,0,2,1,77,72,3,2,0,0
"60QA000767",97,97,0,0,0,0,97,94,3,0,0,0
"60QA000768",75,75,0,0,0,0,75,66,9,0,0,0
"60QA000769",136,136,9,3,2,4,127,118,1,8,0,0
"60QA000770",56,56,1,1,0,0,55,54,1,0,0,0
"60QA000771",62,62,0,0,0,0,62,60,2,0,0,0
"60QA000772",84,84,3,0,0,3,81,78,3,0,0,0
"60QA000773",89,89,2,2,0,0,87,84,3,0,0,0
"60QA000774",78,78,2,0,0,2,76,76,0,0,0,0
"60QA000775",83,83,12,0,1,11,66,57,7,2,5,0
"60QA000776",144,144,0,0,0,0,144,138,6,0,0,0
"60QA000777",108,108,7,0,4,3,101,101,0,0,0,0
"60QA000778",81,81,0,0,0,0,81,66,14,1,0,0
"60QA000779",73,73,12,3,3,6,61,49,9,3,0,0
"60QA000780",105,105,1,0,0,1,104,98,6,0,0,0
"60QA000781",257,257,2,0,0,2,255,252,0,3,0,0
"60QA000782",59,59,21,1,5,15,38,38,0,0,0,0
"60QA000783",60,60,14,7,7,0,46,21,25,0,0,0
"60QA000784",143,143,43,18,12,13,100,74,26,0,0,0
"60QA000785",112,112,25,2,22,1,87,63,24,0,0,0
"60QA000786",111,111,1,0,0,1,110,93,13,4,0,0
"60QA000787",107,107,1,0,0,1,106,97,8,1,0,0
"60QA000788",91,91,3,2,1,0,88,82,6,0,0,0
"60QA000789",156,153,110,5,43,62,43,18,25,0,0,3
"60QA000790",119,119,38,6,4,28,81,57,24,0,0,0
"60QA000791",89,89,22,11,0,11,67,66,1,0,0,0
"60QA000792",172,172,149,1,31,117,23,20,0,3,0,0
"60QA000793",74,74,70,1,3,66,4,4,0,0,0,0
"60QA000794",144,144,144,0,41,103,0,0,0,0,0,0
"60QA000795",87,87,87,0,18,69,0,0,0,0,0,0
"60QA000796",118,118,118,0,19,99,0,0,0,0,0,0
"60QA000797",100,100,43,0,12,31,57,57,0,0,0,0
"60QA000798",94,94,83,6,24,53,11,11,0,0,0,0
"60QA000799",115,115,0,0,0,0,115,111,4,0,0,0
"60QA000800",76,76,38,0,38,0,38,38,0,0,0,0
"60QA000801",99,99,6,1,0,5,93,93,0,0,0,0
"60QA000802",113,113,113,10,61,42,0,0,0,0,0,0
"60QA000803",142,142,89,6,63,20,53,53,0,0,0,0
"60QA000804",75,75,26,0,19,7,49,48,1,0,0,0
"60QA000805",102,102,102,2,42,58,0,0,0,0,0,0
"60QA000806",121,121,10,5,4,1,111,110,1,0,0,0
"60QA000807",140,140,102,4,65,33,38,38,0,0,0,0
"60QA000808",90,90,90,0,50,40,0,0,0,0,0,0
"60QA000809",169,169,9,0,6,3,160,152,8,0,0,0
"60QA000810",125,125,17,0,17,0,108,106,2,0,0,0
"60QA000811",133,133,122,0,66,56,11,11,0,0,0,0
"60QA000812",120,120,119,1,24,94,1,1,0,0,0,0
"60QA000813",79,79,77,2,29,46,2,2,0,0,0,0
"60QA000814",170,170,166,3,38,125,4,4,0,0,0,0
"60QA000815",166,166,165,8,29,128,1,1,0,0,0,0
"60QA000816",122,122,122,9,40,73,0,0,0,0,0,0
"60QA000817",122,122,120,3,42,75,2,2,0,0,0,0
"60QA000818",106,106,104,0,51,53,2,2,0,0,0,0
"60QA000819",119,119,118,2,58,58,1,0,1,0,0,0
"60QA000820",134,134,126,2,48,76,8,8,0,0,0,0
"60QA000821",96,96,94,4,32,58,2,2,0,0,0,0
"60QA000822",136,136,136,7,28,101,0,0,0,0,0,0
"60QA000823",100,100,100,3,35,62,0,0,0,0,0,0
"60QA000824",94,94,79,3,19,57,15,7,0,8,0,0
"60QA000825",161,161,156,4,43,109,5,5,0,0,0,0
"60QA000826",160,160,95,4,28,63,65,65,0,0,0,0
"60QA000827",148,148,98,4,34,60,50,49,1,0,0,0
"60QA000828",87,87,86,6,60,20,1,1,0,0,0,0
"60QA000829",89,89,41,4,8,29,48,48,0,0,0,0
"60QA000830",109,109,107,0,33,74,2,2,0,0,0,0
"60QA000831",92,92,86,0,31,55,6,2,4,0,0,0
"60QA000832",127,127,98,2,24,72,29,29,0,0,0,0
"60QA000833",117,117,72,0,19,53,45,45,0,0,0,0
"60QA000834",163,163,159,1,45,113,4,4,0,0,0,0
"60QA000835",83,83,82,0,33,49,1,1,0,0,0,0
"60QA000836",207,207,202,4,15,183,5,5,0,0,0,0
"60QA000837",146,146,143,0,48,95,3,3,0,0,0,0
"60QA000838",146,146,21,3,9,9,125,125,0,0,0,0
"60QA000839",96,96,94,9,40,45,2,2,0,0,0,0
"60QA000840",102,102,5,0,1,4,97,95,2,0,0,0
"60QA000841",118,118,0,0,0,0,118,118,0,0,0,0
"60QA000842",98,98,3,2,0,1,95,92,0,3,0,0
"60QA000843",140,140,4,0,1,3,136,136,0,0,0,0
"60QA000844",165,165,106,0,19,87,59,59,0,0,0,0
"60QA000845",119,119,78,3,4,71,41,41,0,0,0,0
"60QA000846",103,103,103,4,15,84,0,0,0,0,0,0
"60QA000847",93,93,2,0,0,2,91,91,0,0,0,0
"60QA000848",90,90,2,0,0,2,88,88,0,0,0,0
"60QA000849",72,72,3,1,1,1,69,69,0,0,0,0
"60QA000850",114,114,69,1,11,57,45,45,0,0,0,0
"60QA000851",143,143,138,58,63,17,5,5,0,0,0,0
"60QA000852",170,170,167,4,47,116,3,3,0,0,0,0
"60QA000853",144,144,100,8,29,63,44,44,0,0,0,0
"60QA000854",84,84,3,0,2,1,81,81,0,0,0,0
"60QA000855",111,111,14,0,1,13,97,97,0,0,0,0
"60QA000856",74,74,9,0,9,0,65,65,0,0,0,0
"60QA000857",106,106,1,0,1,0,104,104,0,0,1,0
"60QA000858",57,57,37,0,8,29,20,16,3,1,0,0
"60QA000859",133,133,133,4,17,112,0,0,0,0,0,0
"60QA000860",124,124,36,1,9,26,88,88,0,0,0,0
"60QA000861",151,151,99,4,9,86,52,52,0,0,0,0
"60QA000862",174,174,174,0,30,144,0,0,0,0,0,0
"60QA000863",167,167,8,0,4,4,159,159,0,0,0,0
"60QA000864",145,145,118,3,7,108,27,27,0,0,0,0
"60QA000865",113,113,113,12,56,45,0,0,0,0,0,0
"60QA000866",109,109,87,0,49,38,22,22,0,0,0,0
"60QA000867",102,102,68,6,14,48,34,34,0,0,0,0
"60QA000868",154,154,58,2,36,20,96,96,0,0,0,0
"60QA000869",148,148,148,7,141,0,0,0,0,0,0,0
"60QA000870",177,177,80,3,10,67,97,97,0,0,0,0
"60QA000871",121,121,121,82,39,0,0,0,0,0,0,0
"60QA000872",88,88,88,20,68,0,0,0,0,0,0,0
