"output_area","ALL PEOPLE","In an unshared dwelling","House or bungalow","     Detached","     Semi-detached","     Terraced (including end-terrace)","  Flat, maisonette or apartment","     In a purpose-built block of flats","     Part of a converted or shared house","     In a commercial building","  Caravan or other mobile or temporary structure","In a shared dwelling"
"60RC000942",149,149,131,7,30,94,18,18,0,0,0,0
"60RC000943",151,151,123,77,34,12,28,28,0,0,0,0
"60RC000944",140,140,135,0,8,127,5,5,0,0,0,0
"60RC000945",123,123,117,6,9,102,6,6,0,0,0,0
"60RC000946",119,119,119,5,10,104,0,0,0,0,0,0
"60RC000947",86,86,84,0,6,78,2,2,0,0,0,0
"60RC000948",115,115,110,1,13,96,5,5,0,0,0,0
"60RC000949",138,138,138,83,55,0,0,0,0,0,0,0
"60RC000950",161,161,107,43,36,28,54,54,0,0,0,0
"60RC000951",188,188,188,158,26,4,0,0,0,0,0,0
"60RC000952",202,202,202,175,27,0,0,0,0,0,0,0
"60RC000953",77,77,77,66,11,0,0,0,0,0,0,0
"60RC000954",109,109,107,95,12,0,2,2,0,0,0,0
"60RC000955",113,113,113,38,75,0,0,0,0,0,0,0
"60RC000956",109,109,109,7,9,93,0,0,0,0,0,0
"60RC000957",143,143,139,6,4,129,4,4,0,0,0,0
"60RC000958",124,124,89,8,21,60,35,35,0,0,0,0
"60RC000959",146,146,146,4,26,116,0,0,0,0,0,0
"60RC000960",153,153,153,2,19,132,0,0,0,0,0,0
"60RC000961",68,68,67,0,10,57,1,1,0,0,0,0
"60RC000962",123,123,122,75,34,13,1,1,0,0,0,0
"60RC000963",174,174,170,7,23,140,4,4,0,0,0,0
"60RC000964",105,105,105,2,60,43,0,0,0,0,0,0
"60RC000965",143,143,142,39,56,47,1,1,0,0,0,0
"60RC000966",72,72,71,56,15,0,1,1,0,0,0,0
"60RC000967",112,112,95,38,57,0,17,17,0,0,0,0
"60RC000968",87,87,47,6,31,10,40,40,0,0,0,0
"60RC000969",120,120,110,4,104,2,10,10,0,0,0,0
"60RC000970",98,98,82,0,64,18,16,16,0,0,0,0
"60RC000971",171,171,170,51,119,0,1,0,1,0,0,0
"60RC000972",127,127,127,24,103,0,0,0,0,0,0,0
"60RC000973",96,96,61,0,51,10,35,35,0,0,0,0
"60RC000974",115,115,115,8,107,0,0,0,0,0,0,0
"60RC000975",107,107,107,9,98,0,0,0,0,0,0,0
"60RC000976",126,126,115,32,81,2,11,2,9,0,0,0
"60RC000977",171,171,171,23,116,32,0,0,0,0,0,0
"60RC000978",210,210,210,39,112,59,0,0,0,0,0,0
"60RC000979",217,217,217,79,136,2,0,0,0,0,0,0
"60RC000980",162,162,162,50,112,0,0,0,0,0,0,0
"60RC000981",237,237,237,158,75,4,0,0,0,0,0,0
"60RC000982",168,168,168,39,129,0,0,0,0,0,0,0
"60RC000983",165,165,164,130,34,0,1,0,1,0,0,0
"60RC000984",134,134,132,26,77,29,2,2,0,0,0,0
"60RC000985",190,190,190,78,84,28,0,0,0,0,0,0
"60RC000986",166,166,166,39,127,0,0,0,0,0,0,0
"60RC000987",132,132,132,13,119,0,0,0,0,0,0,0
"60RC000988",101,101,100,2,75,23,1,1,0,0,0,0
"60RC000989",104,104,98,34,62,2,6,5,0,1,0,0
"60RC000990",85,85,24,1,13,10,61,61,0,0,0,0
"60RC000991",125,125,118,33,56,29,7,7,0,0,0,0
"60RC000992",159,159,159,30,129,0,0,0,0,0,0,0
"60RC000993",100,100,85,0,0,85,15,15,0,0,0,0
"60RC000994",108,108,106,0,15,91,2,2,0,0,0,0
"60RC000995",124,124,83,2,40,41,41,41,0,0,0,0
"60RC000996",168,168,168,48,120,0,0,0,0,0,0,0
"60RC000997",172,172,172,73,99,0,0,0,0,0,0,0
"60RC000998",97,97,97,40,54,3,0,0,0,0,0,0
"60RC000999",121,121,121,56,65,0,0,0,0,0,0,0
"60RC001000",216,216,212,49,130,33,4,4,0,0,0,0
"60RC001001",168,168,168,36,132,0,0,0,0,0,0,0
"60RC001002",144,144,144,25,119,0,0,0,0,0,0,0
"60RC001003",210,210,206,206,0,0,4,4,0,0,0,0
"60RC001004",158,158,130,93,37,0,28,0,28,0,0,0
"60RC001005",144,144,144,109,35,0,0,0,0,0,0,0
"60RC001006",187,187,187,187,0,0,0,0,0,0,0,0
"60RC001007",185,185,139,99,31,9,46,5,41,0,0,0
"60RC001008",128,128,122,119,1,2,6,0,6,0,0,0
"60RC001009",117,117,117,6,12,99,0,0,0,0,0,0
"60RC001010",125,125,125,29,15,81,0,0,0,0,0,0
"60RC001011",135,135,20,5,0,15,115,115,0,0,0,0
"60RC001012",51,51,2,0,1,1,49,48,1,0,0,0
"60RC001013",150,150,140,11,76,53,10,0,10,0,0,0
"60RC001014",72,72,18,3,13,2,54,54,0,0,0,0
"60RC001015",101,101,99,31,65,3,2,0,2,0,0,0
"60RC001016",75,75,8,0,0,8,67,66,1,0,0,0
"60RC001017",95,95,23,7,3,13,72,72,0,0,0,0
"60RC001018",64,64,31,6,0,25,33,33,0,0,0,0
"60RC001019",101,101,21,9,1,11,80,80,0,0,0,0
"60RC001020",109,109,62,0,30,32,47,45,2,0,0,0
"60RC001021",107,107,72,3,45,24,35,35,0,0,0,0
"60RC001022",62,62,57,27,30,0,5,5,0,0,0,0
"60RC001023",120,120,69,24,4,41,51,27,11,13,0,0
"60RC001024",67,67,39,2,20,17,28,21,5,2,0,0
"60RC001025",86,86,77,77,0,0,9,8,1,0,0,0
"60RC001026",167,167,126,67,29,30,41,39,2,0,0,0
"60RC001027",137,137,131,108,21,2,6,0,6,0,0,0
"60RC001028",67,67,67,13,54,0,0,0,0,0,0,0
"60RC001029",125,125,116,110,6,0,9,9,0,0,0,0
"60RC001030",104,104,100,3,14,83,4,4,0,0,0,0
"60RC001031",59,59,28,28,0,0,31,31,0,0,0,0
"60RC001032",79,79,77,70,7,0,2,2,0,0,0,0
"60RC001033",158,158,158,121,35,2,0,0,0,0,0,0
"60RC001034",104,104,53,19,29,5,51,47,4,0,0,0
"60RC001035",51,51,51,38,13,0,0,0,0,0,0,0
"60RC001036",112,112,112,112,0,0,0,0,0,0,0,0
"60RC001037",100,100,98,80,10,8,2,1,1,0,0,0
"60RC001038",62,62,62,23,37,2,0,0,0,0,0,0
"60RC001039",126,126,126,94,32,0,0,0,0,0,0,0
"60RC001040",135,135,121,4,36,81,14,14,0,0,0,0
"60RC001041",220,220,220,76,118,26,0,0,0,0,0,0
"60RC001042",135,135,135,4,13,118,0,0,0,0,0,0
"60RC001043",107,107,103,2,41,60,4,4,0,0,0,0
"60RC001044",114,114,114,13,21,80,0,0,0,0,0,0
"60RC001045",66,66,66,66,0,0,0,0,0,0,0,0
"60RC001046",99,99,94,27,67,0,5,0,5,0,0,0
"60RC001047",89,83,59,40,19,0,24,17,7,0,0,6
"60RC001048",101,101,100,85,15,0,1,0,1,0,0,0
"60RC001049",125,125,109,10,66,33,16,16,0,0,0,0
"60RC001050",100,100,88,62,26,0,12,12,0,0,0,0
"60RC001051",96,96,56,20,27,9,40,40,0,0,0,0
"60RC001052",132,132,60,5,18,37,72,72,0,0,0,0
"60RC001053",148,148,136,94,10,32,12,4,8,0,0,0
"60RC001054",85,85,5,0,2,3,80,80,0,0,0,0
"60RC001055",67,67,62,5,17,40,5,0,5,0,0,0
"60RC001056",121,121,38,8,4,26,83,82,1,0,0,0
"60RC001057",99,99,23,4,6,13,76,75,1,0,0,0
"60RC001058",104,104,0,0,0,0,104,104,0,0,0,0
"60RC001059",84,84,84,73,11,0,0,0,0,0,0,0
"60RC001060",77,77,42,17,11,14,35,35,0,0,0,0
"60RC001061",58,58,47,1,33,13,11,11,0,0,0,0
"60RC001062",98,98,56,1,43,12,42,42,0,0,0,0
"60RC001063",78,78,74,3,15,56,4,4,0,0,0,0
"60RC001064",118,118,115,44,59,12,3,0,0,3,0,0
"60RC001065",81,81,13,8,0,5,68,67,0,1,0,0
"60RC001066",118,118,118,56,62,0,0,0,0,0,0,0
"60RC001067",83,83,83,53,30,0,0,0,0,0,0,0
"60RC001068",152,152,150,124,26,0,2,2,0,0,0,0
"60RC001069",76,76,72,0,9,63,4,4,0,0,0,0
"60RC001070",105,105,1,0,1,0,104,104,0,0,0,0
"60RC001071",125,125,79,4,51,24,46,46,0,0,0,0
"60RC001072",85,85,85,2,16,67,0,0,0,0,0,0
"60RC001073",80,80,5,2,3,0,75,73,2,0,0,0
"60RC001074",63,63,38,1,4,33,25,25,0,0,0,0
"60RC001075",97,97,86,0,3,83,11,11,0,0,0,0
"60RC001076",127,127,103,8,11,84,24,24,0,0,0,0
"60RC001077",73,73,5,0,5,0,68,67,1,0,0,0
"60RC001078",52,52,2,1,0,1,50,50,0,0,0,0
"60RC001079",96,96,0,0,0,0,96,96,0,0,0,0
"60RC001080",54,54,2,0,1,1,52,52,0,0,0,0
"60RC001081",59,59,23,8,8,7,36,34,2,0,0,0
"60RC001082",154,154,141,88,49,4,12,4,8,0,1,0
"60RC001083",61,61,2,0,1,1,59,35,3,21,0,0
"60RC001084",77,77,73,33,8,32,4,4,0,0,0,0
"60RC001085",153,153,153,39,99,15,0,0,0,0,0,0
"60RC001086",105,105,99,79,10,10,2,0,0,2,4,0
"60RC001087",51,51,3,1,0,2,48,47,1,0,0,0
"60RC001088",104,104,31,22,7,2,73,43,30,0,0,0
"60RC001089",240,240,211,175,21,15,29,26,3,0,0,0
"60RC001090",104,104,104,59,45,0,0,0,0,0,0,0
"60RC001091",118,118,117,70,47,0,1,0,0,1,0,0
"60RC001092",106,106,105,63,38,4,1,1,0,0,0,0
"60RC001093",54,54,0,0,0,0,54,53,1,0,0,0
"60RC001094",51,51,41,0,5,36,10,10,0,0,0,0
"60RC001095",186,186,171,116,29,26,11,3,5,3,4,0
"60RC001096",158,158,20,8,10,2,138,133,5,0,0,0
"60RC001097",50,50,0,0,0,0,50,48,2,0,0,0
"60RC001098",92,92,1,1,0,0,91,88,3,0,0,0
"60RC001099",97,97,1,0,0,1,96,91,1,4,0,0
"60RC001100",75,75,75,43,26,6,0,0,0,0,0,0
"60RC001101",90,90,41,3,16,22,49,38,11,0,0,0
"60RC001102",111,111,110,86,24,0,1,0,1,0,0,0
"60RC001103",99,99,74,5,20,49,25,25,0,0,0,0
"60RC001104",167,167,161,151,10,0,2,0,2,0,4,0
"60RC001105",109,109,76,4,19,53,33,33,0,0,0,0
"60RC001106",107,107,82,1,8,73,25,22,0,3,0,0
"60RC001107",98,98,18,1,7,10,80,77,3,0,0,0
"60RC001108",68,68,8,2,2,4,60,60,0,0,0,0
"60RC001109",96,96,56,5,4,47,40,39,1,0,0,0
"60RC001110",87,87,82,56,26,0,5,1,4,0,0,0
"60RC001111",44,44,25,3,0,22,19,17,2,0,0,0
"60RC001112",135,135,129,115,9,5,6,0,6,0,0,0
"60RC001113",110,110,110,41,67,2,0,0,0,0,0,0
"60RC001114",155,155,155,34,80,41,0,0,0,0,0,0
"60RC001115",144,144,133,124,9,0,10,9,1,0,1,0
"60RC001116",80,80,4,0,1,3,76,76,0,0,0,0
"60RC001117",82,82,23,1,1,21,59,59,0,0,0,0
"60RC001118",52,52,22,0,11,11,30,30,0,0,0,0
"60RC001119",94,94,38,0,10,28,56,51,5,0,0,0
"60RC001120",50,50,48,2,46,0,0,0,0,0,2,0
"60RC001121",80,80,62,0,28,34,18,18,0,0,0,0
"60RC001122",74,74,34,8,16,10,40,40,0,0,0,0
"60RC001123",111,111,47,0,28,19,64,58,2,4,0,0
"60RC001124",109,109,19,2,15,2,90,87,3,0,0,0
"60RC001125",72,72,35,6,23,6,37,36,1,0,0,0
"60RC001126",128,128,122,102,13,7,6,0,3,3,0,0
"60RC001127",62,62,31,1,19,11,31,31,0,0,0,0
"60RC001128",87,87,50,6,21,23,33,33,0,0,4,0
"60RC001129",130,130,100,34,57,9,30,30,0,0,0,0
"60RC001130",95,95,32,0,6,26,63,63,0,0,0,0
"60RC001131",82,82,36,0,20,16,46,44,2,0,0,0
"60RC001132",54,54,9,0,4,5,45,45,0,0,0,0
"60RC001133",141,141,128,106,16,6,13,0,13,0,0,0
"60RC001134",80,80,24,4,6,14,56,40,16,0,0,0
"60RC001135",120,120,117,5,6,106,3,3,0,0,0,0
"60RC001136",98,98,96,0,18,78,2,2,0,0,0,0
"60RC001137",57,57,16,0,4,12,41,41,0,0,0,0
"60RC001138",131,131,56,0,1,55,75,75,0,0,0,0
"60RC001139",143,143,140,2,3,135,3,3,0,0,0,0
"60RC001140",96,96,96,0,1,95,0,0,0,0,0,0
"60RC001141",58,58,3,3,0,0,55,55,0,0,0,0
"60RC001142",62,62,1,1,0,0,61,61,0,0,0,0
"60RC001143",68,68,5,0,0,5,63,63,0,0,0,0
"60RC001144",63,63,0,0,0,0,63,63,0,0,0,0
"60RC001145",67,67,52,2,45,5,15,15,0,0,0,0
"60RC001146",83,83,30,0,24,6,53,52,1,0,0,0
"60RC001147",66,66,0,0,0,0,66,66,0,0,0,0
"60RC001148",51,51,0,0,0,0,51,51,0,0,0,0
"60RC001149",66,66,1,1,0,0,65,65,0,0,0,0
"60RC001150",59,59,0,0,0,0,59,59,0,0,0,0
"60RC001151",98,98,98,11,24,63,0,0,0,0,0,0
"60RC001152",144,144,144,18,51,75,0,0,0,0,0,0
"60RC001153",78,78,24,5,7,12,54,54,0,0,0,0
"60RC001154",51,51,19,2,11,6,32,30,0,2,0,0
"60RC001155",85,85,62,0,23,39,23,22,1,0,0,0
"60RC001156",67,67,59,3,5,51,8,6,2,0,0,0
"60RC001157",78,78,1,0,0,1,77,77,0,0,0,0
"60RC001158",77,77,77,0,32,45,0,0,0,0,0,0
"60RC001159",93,93,93,25,64,4,0,0,0,0,0,0
"60RC001160",135,135,135,29,102,4,0,0,0,0,0,0
"60RC001161",50,50,1,0,0,1,49,49,0,0,0,0
"60RC001162",61,61,5,1,0,4,56,53,0,3,0,0
"60RC001163",69,69,5,0,2,3,64,64,0,0,0,0
"60RC001164",50,50,5,1,0,4,45,45,0,0,0,0
"60RC001165",113,113,80,0,8,72,33,32,1,0,0,0
"60RC001166",58,58,39,0,1,38,19,19,0,0,0,0
"60RC001167",117,117,117,0,33,84,0,0,0,0,0,0
"60RC001168",111,111,111,5,7,99,0,0,0,0,0,0
"60RC001169",150,150,146,0,146,0,4,0,4,0,0,0
"60RC001170",82,82,58,0,58,0,24,24,0,0,0,0
"60RC001171",53,53,20,0,1,19,33,33,0,0,0,0
"60RC001172",56,56,3,1,0,2,53,53,0,0,0,0
"60RC001173",177,177,169,59,24,86,8,8,0,0,0,0
"60RC001174",87,87,87,35,52,0,0,0,0,0,0,0
"60RC001175",133,133,132,8,26,98,1,1,0,0,0,0
"60RC001176",109,109,109,4,24,81,0,0,0,0,0,0
"60RC001177",133,133,133,26,29,78,0,0,0,0,0,0
"60RC001178",143,143,142,142,0,0,1,1,0,0,0,0
"60RC001179",106,106,106,70,36,0,0,0,0,0,0,0
"60RC001180",169,169,166,108,58,0,3,3,0,0,0,0
"60RC001181",131,131,131,8,123,0,0,0,0,0,0,0
"60RC001182",88,88,88,0,88,0,0,0,0,0,0,0
"60RC001183",89,89,76,11,9,56,13,13,0,0,0,0
"60RC001184",121,121,85,2,0,83,36,36,0,0,0,0
"60RC001185",176,176,175,61,91,23,1,1,0,0,0,0
"60RC001186",122,122,122,0,32,90,0,0,0,0,0,0
"60RC001187",71,71,68,27,21,20,3,2,1,0,0,0
"60RC001188",253,253,234,129,102,3,19,13,6,0,0,0
"60RC001189",132,132,125,125,0,0,7,5,0,2,0,0
"60RC001190",112,112,112,103,9,0,0,0,0,0,0,0
"60RC001191",100,100,100,89,11,0,0,0,0,0,0,0
"60RC001192",111,111,106,71,18,17,5,1,4,0,0,0
"60RC001193",104,104,103,73,26,4,1,0,0,1,0,0
"60RC001194",123,123,121,112,0,9,2,2,0,0,0,0
"60RC001195",80,80,79,11,43,25,1,1,0,0,0,0
"60RC001196",113,113,89,7,73,9,24,24,0,0,0,0
"60RC001197",93,93,78,0,29,49,15,15,0,0,0,0
"60RC001198",116,116,109,11,38,60,7,7,0,0,0,0
"60RC001199",91,91,89,12,32,45,2,0,2,0,0,0
"60RC001200",118,118,88,22,62,4,30,30,0,0,0,0
"60RC001201",126,126,121,27,94,0,5,3,0,2,0,0
"60RC001202",119,119,119,53,66,0,0,0,0,0,0,0
"60RC001203",191,191,187,179,8,0,4,4,0,0,0,0
"60RC001204",86,86,86,86,0,0,0,0,0,0,0,0
"60RC001205",153,153,137,67,68,2,16,6,8,2,0,0
"60RC001206",72,72,71,39,13,19,1,1,0,0,0,0
"60RC001207",162,162,162,80,67,15,0,0,0,0,0,0
"60RC001208",136,136,134,30,54,50,2,2,0,0,0,0
"60RC001209",120,120,120,37,83,0,0,0,0,0,0,0
"60RC001210",110,110,70,57,1,12,40,40,0,0,0,0
"60RC001211",130,130,129,114,15,0,1,1,0,0,0,0
"60RC001212",153,153,143,42,75,26,10,10,0,0,0,0
"60RC001213",77,77,77,48,29,0,0,0,0,0,0,0
"60RC001214",144,144,140,3,137,0,4,0,4,0,0,0
"60RC001215",107,107,102,26,62,14,5,5,0,0,0,0
"60RC001216",111,111,111,0,46,65,0,0,0,0,0,0
"60RC001217",50,50,1,1,0,0,49,47,2,0,0,0
"60RC001218",89,89,10,0,4,6,79,78,1,0,0,0
"60RC001219",80,80,17,0,3,14,61,40,6,15,2,0
"60RC001220",117,117,49,3,3,43,68,68,0,0,0,0
"60RC001221",67,67,17,2,8,7,50,44,6,0,0,0
"60RC001222",98,98,32,2,17,13,66,49,16,1,0,0
"60RC001223",50,50,3,2,0,1,47,43,1,3,0,0
"60RC001224",188,188,188,167,15,6,0,0,0,0,0,0
"60RC001225",180,180,180,176,4,0,0,0,0,0,0,0
"60RC001226",135,135,68,14,32,22,67,67,0,0,0,0
"60RC001227",81,81,81,3,19,59,0,0,0,0,0,0
"60RC001228",126,126,126,8,7,111,0,0,0,0,0,0
"60RC001229",181,181,179,9,20,150,2,2,0,0,0,0
"60RC001230",65,65,65,0,6,59,0,0,0,0,0,0
"60RC001231",61,61,61,14,47,0,0,0,0,0,0,0
"60RC001232",142,142,95,4,12,79,47,47,0,0,0,0
"60RC001233",118,118,6,0,6,0,112,112,0,0,0,0
"60RC001234",83,83,17,2,0,15,66,66,0,0,0,0
"60RC001235",118,118,97,65,16,16,21,21,0,0,0,0
"60RC001236",132,132,109,20,67,22,23,9,14,0,0,0
"60RC001237",74,74,74,0,8,66,0,0,0,0,0,0
"60RC001238",105,105,91,4,36,51,14,14,0,0,0,0
"60RC001239",56,56,12,3,1,8,44,44,0,0,0,0
"60RC001240",153,153,4,4,0,0,149,149,0,0,0,0
"60RC001241",64,64,29,6,10,13,35,35,0,0,0,0
"60RC001242",98,98,71,0,30,41,27,25,2,0,0,0
"60RC001243",148,148,70,0,28,42,78,78,0,0,0,0
"60RC001244",53,53,34,3,2,29,19,19,0,0,0,0
"60RC001245",60,60,0,0,0,0,60,60,0,0,0,0
"60RC001246",94,94,5,3,0,2,89,89,0,0,0,0
"60RC001247",80,80,1,0,0,1,79,76,3,0,0,0
"60RC001248",107,107,15,3,10,2,92,92,0,0,0,0
"60RC001249",70,70,5,0,2,3,65,62,3,0,0,0
"60RC001250",63,63,0,0,0,0,63,61,0,2,0,0
"60RC001251",105,105,5,3,0,2,100,100,0,0,0,0
"60RC001252",70,70,0,0,0,0,70,69,1,0,0,0
"60RC001253",129,129,0,0,0,0,129,129,0,0,0,0
"60RC001254",56,56,0,0,0,0,56,56,0,0,0,0
"60RC001255",86,86,0,0,0,0,86,86,0,0,0,0
"60RC001256",56,56,4,0,2,2,52,51,1,0,0,0
"60RC001257",78,78,2,0,0,2,76,60,1,15,0,0
"60RC001258",94,94,7,0,1,6,87,86,1,0,0,0
"60RC001259",56,56,1,0,0,1,55,54,0,1,0,0
"60RC001260",127,127,92,0,23,69,35,35,0,0,0,0
"60RC001261",90,90,90,0,55,35,0,0,0,0,0,0
"60RC001262",69,69,0,0,0,0,69,69,0,0,0,0
"60RC001263",75,75,7,0,0,7,68,68,0,0,0,0
"60RC001264",125,125,17,7,3,7,108,76,32,0,0,0
"60RC001265",97,97,8,0,8,0,89,44,38,7,0,0
"60RC001266",99,99,49,0,22,27,50,47,3,0,0,0
"60RC001267",66,64,1,0,1,0,63,63,0,0,0,2
"60RC001268",122,122,112,95,4,13,10,8,0,2,0,0
"60RC001269",96,96,96,9,19,68,0,0,0,0,0,0
"60RC001270",123,123,26,5,3,18,97,93,4,0,0,0
"60RC001271",144,144,54,0,24,30,90,90,0,0,0,0
"60RC001272",63,63,34,34,0,0,29,15,14,0,0,0
"60RC001273",86,86,52,37,1,14,34,34,0,0,0,0
"60RC001274",78,78,16,15,0,1,62,62,0,0,0,0
"60RC001275",63,63,11,5,6,0,52,46,6,0,0,0
"60RC001276",80,80,1,0,1,0,79,76,3,0,0,0
"60RC001277",81,81,13,0,4,9,68,66,0,2,0,0
"60RC001278",129,129,10,7,3,0,119,119,0,0,0,0
"60RC001279",103,103,7,0,5,2,96,80,0,16,0,0
"60RC001280",82,82,4,2,1,1,78,78,0,0,0,0
"60RC001281",135,135,135,2,132,1,0,0,0,0,0,0
"60RC001282",81,81,81,0,81,0,0,0,0,0,0,0
"60RC001283",191,191,153,146,7,0,38,38,0,0,0,0
"60RC001284",218,218,218,192,26,0,0,0,0,0,0,0
"60RC001285",171,171,87,79,5,3,84,84,0,0,0,0
"60RC001286",212,212,193,83,87,23,19,1,18,0,0,0
"60RC001287",110,110,45,5,17,23,65,61,4,0,0,0
"60RC001288",57,57,1,0,0,1,56,55,1,0,0,0
"60RC001289",101,101,35,0,18,17,66,64,2,0,0,0
"60RC001290",117,117,105,85,17,3,12,9,3,0,0,0
"60RC001291",91,91,0,0,0,0,91,91,0,0,0,0
"60RC001292",75,75,8,0,6,2,67,50,16,1,0,0
"60RC001293",81,81,19,6,0,13,62,24,38,0,0,0
"60RC001294",58,58,1,0,1,0,57,57,0,0,0,0
"60RC001295",72,72,4,0,4,0,68,60,0,8,0,0
"60RC001296",123,123,59,2,10,47,64,57,7,0,0,0
"60RC001297",56,56,2,0,2,0,54,50,2,2,0,0
"60RC001298",100,96,79,21,15,43,17,15,0,2,0,4
"60RC001299",161,161,161,95,63,3,0,0,0,0,0,0
"60RC001300",72,72,0,0,0,0,72,68,4,0,0,0
"60RC001301",126,126,14,7,4,3,112,96,0,16,0,0
"60RC001302",225,225,120,10,79,31,105,97,8,0,0,0
"60RC001303",116,116,19,17,2,0,97,97,0,0,0,0
"60RC001304",118,118,77,37,28,12,41,41,0,0,0,0
"60RC001305",185,185,185,69,92,24,0,0,0,0,0,0
"60RC001306",67,67,67,17,46,4,0,0,0,0,0,0
"60RC001307",145,145,145,57,79,9,0,0,0,0,0,0
"60RC001308",173,173,171,69,91,11,2,2,0,0,0,0
"60RC001309",190,190,190,69,121,0,0,0,0,0,0,0
"60RC001310",187,187,185,84,87,14,2,2,0,0,0,0
"60RC001311",92,92,86,28,44,14,6,0,6,0,0,0
"60RC001312",258,258,254,121,131,2,4,4,0,0,0,0
"60RC001313",88,88,31,1,23,7,57,57,0,0,0,0
"60RC001314",175,175,131,5,78,48,44,44,0,0,0,0
"60RC001315",180,180,180,143,14,23,0,0,0,0,0,0
"60RC001316",136,136,134,98,36,0,2,2,0,0,0,0
"60RC001317",118,118,88,1,14,73,30,29,1,0,0,0
"60RC001318",155,155,88,0,21,67,67,67,0,0,0,0
"60RC001319",134,134,112,5,4,103,22,20,2,0,0,0
"60RC001320",78,78,0,0,0,0,78,78,0,0,0,0
"60RC001321",71,71,0,0,0,0,71,71,0,0,0,0
"60RC001322",166,166,166,0,67,99,0,0,0,0,0,0
"60RC001323",213,213,182,175,4,3,31,28,3,0,0,0
"60RC001324",155,155,155,116,33,6,0,0,0,0,0,0
"60RC001325",100,100,100,100,0,0,0,0,0,0,0,0
"60RC001326",195,195,195,193,0,2,0,0,0,0,0,0
"60RC001327",116,116,112,110,2,0,4,0,4,0,0,0
"60RC001328",180,180,165,72,60,33,15,9,0,6,0,0
"60RC001329",167,167,167,114,39,14,0,0,0,0,0,0
"60RC001330",138,138,136,90,24,22,2,0,0,2,0,0
"60RC001331",123,123,123,82,32,9,0,0,0,0,0,0
"60RC001332",190,190,169,83,60,26,21,21,0,0,0,0
"60RC001333",94,94,94,76,18,0,0,0,0,0,0,0
"60RC001334",68,68,27,0,16,11,41,41,0,0,0,0
"60RC001335",89,89,26,2,24,0,63,63,0,0,0,0
"60RC001336",76,76,54,1,12,41,20,18,2,0,2,0
"60RC001337",94,94,59,2,28,29,35,32,0,3,0,0
"60RC001338",67,67,64,9,3,52,3,3,0,0,0,0
"60RC001339",138,138,125,24,85,16,13,13,0,0,0,0
"60RC001340",159,159,156,3,90,63,3,3,0,0,0,0
"60RC001341",124,124,94,5,54,35,30,30,0,0,0,0
"60RC001342",152,152,117,0,83,34,35,35,0,0,0,0
"60RC001343",96,96,79,9,48,22,17,17,0,0,0,0
"60RC001344",133,133,96,26,39,31,37,37,0,0,0,0
"60RC001345",61,61,51,11,8,32,10,10,0,0,0,0
"60RC001346",182,182,136,32,51,53,46,46,0,0,0,0
"60RC001347",132,132,100,12,56,32,32,29,3,0,0,0
"60RC001348",90,90,90,26,38,26,0,0,0,0,0,0
"60RC001349",135,135,135,5,76,54,0,0,0,0,0,0
"60RC001350",94,94,94,10,76,8,0,0,0,0,0,0
"60RC001351",122,122,71,3,33,35,51,51,0,0,0,0
"60RC001352",149,149,109,12,28,69,37,35,2,0,3,0
"60RC001353",184,184,172,15,106,51,12,11,0,1,0,0
"60RC001354",60,60,4,0,3,1,56,49,7,0,0,0
"60RC001355",97,97,20,4,0,16,77,77,0,0,0,0
"60RC001356",138,138,32,2,7,23,106,100,6,0,0,0
"60RC001357",107,107,40,0,7,33,67,67,0,0,0,0
"60RC001358",83,83,8,0,8,0,75,75,0,0,0,0
"60RC001359",119,119,116,106,10,0,3,0,0,3,0,0
"60RC001360",120,120,118,118,0,0,2,2,0,0,0,0
"60RC001361",149,149,124,13,44,67,25,23,2,0,0,0
"60RC001362",127,127,126,0,31,95,1,1,0,0,0,0
"60RC001363",74,74,50,0,1,49,24,24,0,0,0,0
"60RC001364",126,126,126,43,49,34,0,0,0,0,0,0
"60RC001365",147,147,134,116,15,3,13,13,0,0,0,0
"60RC001366",70,70,28,15,13,0,42,42,0,0,0,0
"60RC001367",101,101,37,25,10,2,64,64,0,0,0,0
"60RC001368",109,109,64,0,23,41,45,45,0,0,0,0
"60RC001369",108,108,108,0,86,22,0,0,0,0,0,0
"60RC001370",107,107,18,0,5,13,89,89,0,0,0,0
"60RC001371",125,125,20,0,8,12,105,100,0,5,0,0
"60RC001372",75,75,25,0,4,21,50,50,0,0,0,0
"60RC001373",132,132,4,0,0,4,128,128,0,0,0,0
"60RC001374",52,52,0,0,0,0,52,52,0,0,0,0
"60RC001375",59,59,1,0,0,1,58,58,0,0,0,0
"60RC001376",70,60,21,0,7,14,37,23,14,0,2,10
"60RC001377",104,104,13,5,1,7,89,89,0,0,2,0
"60RC001378",78,78,68,11,23,34,10,10,0,0,0,0
"60RC001379",115,115,104,6,29,69,11,11,0,0,0,0
"60RC001380",118,118,118,26,82,10,0,0,0,0,0,0
"60RC001381",95,95,42,9,24,9,53,53,0,0,0,0
"60RC001382",156,156,150,3,80,67,6,0,0,6,0,0
"60RC001383",101,101,101,40,11,50,0,0,0,0,0,0
"60RC001384",90,90,90,0,9,81,0,0,0,0,0,0
"60RC001385",100,100,44,14,7,23,56,56,0,0,0,0
"60RC001386",85,85,43,9,8,26,42,39,1,2,0,0
"60RC001387",97,97,94,11,13,70,3,3,0,0,0,0
"60RC001388",96,96,1,0,0,1,95,90,0,5,0,0
