"output_area","ALL PEOPLE","Good Health","Fairly Good Health","Not Good Health"
"60QF000112",169,95,50,24
"60QF000113",95,60,25,10
"60QF000114",146,107,31,8
"60QF000115",88,65,13,10
"60QF000116",132,77,35,20
"60QF000117",94,51,26,17
"60QF000118",103,67,31,5
"60QF000119",125,104,16,5
"60QF000120",123,75,26,22
"60QF000121",146,86,30,30
"60QF000122",183,113,44,26
"60QF000123",142,71,44,27
"60QF000124",127,62,44,21
"60QF000125",50,33,10,7
"60QF000126",82,57,15,10
"60QF000127",79,42,16,21
"60QF000128",110,63,27,20
"60QF000129",145,80,36,29
"60QF000130",156,94,47,15
"60QF000131",60,44,10,6
"60QF000132",57,23,14,20
"60QF000133",137,97,27,13
"60QF000134",243,172,48,23
"60QF000135",165,94,46,25
"60QF000136",172,103,37,32
"60QF000137",144,97,28,19
"60QF000138",91,66,15,10
"60QF000139",144,104,25,15
"60QF000140",113,69,37,7
"60QF000141",136,86,28,22
"60QF000142",139,85,33,21
"60QF000143",109,65,21,23
"60QF000144",108,43,37,28
"60QF000145",105,63,29,13
"60QF000146",163,98,45,20
"60QF000147",97,65,17,15
"60QF000148",175,99,52,24
"60QF000149",123,73,34,16
"60QF000150",53,32,14,7
"60QF000151",170,87,54,29
"60QF000152",135,76,36,23
"60QF000153",109,75,23,11
"60QF000154",237,186,31,20
"60QF000155",136,91,29,16
"60QF000156",161,104,40,17
"60QF000157",123,74,25,24
"60QF000158",140,67,59,14
"60QF000159",105,60,32,13
"60QF000160",106,72,28,6
"60QF000161",62,29,19,14
"60QF000162",193,164,19,10
"60QF000163",156,80,52,24
"60QF000164",141,99,25,17
"60QF000165",94,52,30,12
"60QF000166",93,59,27,7
"60QF000167",105,64,26,15
"60QF000168",101,61,23,17
"60QF000169",184,139,36,9
"60QF000170",104,60,31,13
"60QF000171",134,97,27,10
"60QF000172",136,102,22,12
"60QF000173",85,62,16,7
"60QF000174",146,75,46,25
"60QF000175",107,60,30,17
"60QF000176",76,45,19,12
"60QF000177",77,45,17,15
"60QF000178",89,53,24,12
"60QF000179",179,119,44,16
"60QF000180",124,80,35,9
"60QF000181",72,55,10,7
"60QF000182",165,109,34,22
"60QF000183",195,123,49,23
"60QF000184",119,80,31,8
"60QF000185",152,97,36,19
"60QF000186",112,68,34,10
"60QF000187",69,39,19,11
"60QF000188",151,102,31,18
"60QF000189",140,91,35,14
"60QF000190",191,119,49,23
"60QF000191",111,61,35,15
"60QF000192",105,70,26,9
"60QF000193",152,97,37,18
"60QF000194",103,61,26,16
"60QF000195",183,131,37,15
"60QF000196",116,87,21,8
"60QF000197",135,77,32,26
"60QF000198",108,77,25,6
"60QF000199",100,58,31,11
"60QF000200",110,54,37,19
"60QF000201",134,98,28,8
"60QF000202",127,89,30,8
"60QF000203",106,79,25,2
"60QF000204",144,120,21,3
"60QF000205",133,109,21,3
"60QF000206",187,148,31,8
"60QF000207",112,91,14,7
"60QF000208",182,151,24,7
"60QF000209",83,38,33,12
"60QF000210",169,113,40,16
"60QF000211",120,71,38,11
"60QF000212",127,105,17,5
"60QF000213",171,132,34,5
"60QF000214",161,136,20,5
"60QF000215",101,61,27,13
"60QF000216",129,71,43,15
"60QF000217",145,78,36,31
"60QF000218",103,54,35,14
"60QF000219",100,57,32,11
"60QF000220",116,65,37,14
"60QF000221",127,95,25,7
"60QF000222",110,78,23,9
"60QF000223",104,61,31,12
"60QF000224",155,103,34,18
"60QF000225",126,79,33,14
"60QF000226",87,57,20,10
"60QF000227",62,35,20,7
"60QF000228",98,61,26,11
"60QF000229",175,129,38,8
"60QF000230",148,95,32,21
"60QF000231",131,85,33,13
"60QF000232",82,63,14,5
"60QF000233",102,57,34,11
"60QF000234",107,64,31,12
"60QF000235",158,116,35,7
"60QF000236",121,80,27,14
"60QF000237",133,75,43,15
"60QF000238",56,37,14,5
"60QF000239",107,67,30,10
"60QF000240",167,118,37,12
"60QF000241",127,80,27,20
"60QF000242",175,130,34,11
"60QF000243",140,96,35,9
"60QF000244",142,94,34,14
"60QF000245",95,53,30,12
"60QF000246",98,70,27,1
"60QF000247",124,101,20,3
"60QF000248",132,95,25,12
"60QF000249",118,83,24,11
"60QF000250",109,82,19,8
"60QF000251",137,88,27,22
"60QF000252",77,61,14,2
"60QF000253",130,85,31,14
"60QF000254",103,82,16,5
"60QF000255",171,136,27,8
"60QF000256",144,118,20,6
"60QF000257",111,90,18,3
"60QF000258",82,44,27,11
"60QF000259",85,64,19,2
"60QF000260",122,99,15,8
"60QF000261",100,78,16,6
"60QF000262",214,179,29,6
"60QF000263",114,84,20,10
"60QF000264",177,143,25,9
"60QF000265",195,159,32,4
"60QF000266",60,43,9,8
"60QF000267",131,87,34,10
"60QF000268",152,102,41,9
"60QF000269",117,85,25,7
"60QF000270",113,96,14,3
"60QF000271",103,80,16,7
"60QF000272",143,85,36,22
"60QF000273",81,51,22,8
"60QF000274",109,68,25,16
"60QF000275",131,94,20,17
"60QF000276",70,55,10,5
"60QF000277",63,36,21,6
"60QF000278",97,56,30,11
"60QF000279",99,74,19,6
"60QF000280",130,111,16,3
"60QF000281",97,76,17,4
"60QF000282",107,82,20,5
"60QF000283",148,116,26,6
"60QF000284",56,43,8,5
"60QF000285",106,61,26,19
"60QF000286",63,51,9,3
"60QF000287",63,39,15,9
"60QF000288",64,45,14,5
"60QF000289",104,78,24,2
"60QF000290",208,184,19,5
"60QF000291",125,78,29,18
"60QF000292",55,40,10,5
"60QF000293",66,50,11,5
"60QF000294",76,54,20,2
"60QF000295",141,116,19,6
"60QF000296",82,61,14,7
"60QF000297",72,44,20,8
"60QF000298",144,107,26,11
"60QF000299",85,45,25,15
"60QF000300",180,122,35,23
"60QF000301",123,99,19,5
"60QF000302",137,100,25,12
"60QF000303",129,89,23,17
"60QF000304",642,342,215,85
"60QF000305",142,107,23,12
"60QF000306",161,114,37,10
"60QF000307",90,66,14,10
"60QF000308",102,80,19,3
"60QF000309",203,165,27,11
"60QF000310",53,41,8,4
"60QF000311",106,84,18,4
"60QF000312",91,68,18,5
"60QF000313",82,46,23,13
"60QF000314",78,35,28,15
"60QF000315",106,57,25,24
"60QF000316",136,61,48,27
"60QF000317",83,50,23,10
"60QF000318",86,49,21,16
"60QF000319",157,109,35,13
"60QF000320",179,94,55,30
"60QF000321",120,66,26,28
"60QF000322",52,30,7,15
"60QF000323",111,69,28,14
"60QF000324",127,81,34,12
"60QF000325",208,159,40,9
"60QF000326",177,100,47,30
"60QF000327",178,139,33,6
"60QF000328",127,108,16,3
"60QF000329",109,81,20,8
"60QF000330",129,59,46,24
"60QF000331",80,45,29,6
"60QF000332",138,96,29,13
"60QF000333",87,44,30,13
"60QF000334",148,86,44,18
"60QF000335",289,234,37,18
"60QF000336",100,57,26,17
"60QF000337",80,54,17,9
"60QF000338",143,71,38,34
"60QF000339",165,138,22,5
"60QF000340",110,87,17,6
"60QF000341",263,196,53,14
"60QF000342",50,40,8,2
"60QF000343",167,129,24,14
"60QF000344",148,116,21,11
"60QF000345",51,11,19,21
"60QF000346",151,112,24,15
"60QF000347",144,73,48,23
"60QF000348",95,64,21,10
"60QF000349",158,108,33,17
"60QF000350",141,70,43,28
"60QF000351",178,120,42,16
"60QF000352",59,30,18,11
"60QF000353",140,105,23,12
"60QF000354",71,34,27,10
"60QF000355",144,94,33,17
"60QF000356",85,70,10,5
"60QF000357",157,89,41,27
"60QF000358",102,46,36,20
"60QF000359",125,82,31,12
"60QF000360",140,109,26,5
"60QF000361",99,67,21,11
"60QF000362",77,53,17,7
"60QF000363",107,76,22,9
"60QF000364",70,46,19,5
"60QF000365",75,40,27,8
"60QF000366",123,85,27,11
"60QF000367",121,107,9,5
"60QF000368",161,85,54,22
"60QF000369",66,38,17,11
"60QF000370",50,30,13,7
"60QF000371",171,125,37,9
"60QF000372",168,127,31,10
"60QF000373",74,57,10,7
"60QF000374",135,114,16,5
"60QF000375",109,87,18,4
"60QF000376",245,153,62,30
"60QF000377",90,54,31,5
"60QF000378",105,69,31,5
"60QF000379",115,69,37,9
"60QF000380",109,79,18,12
"60QF000381",107,85,17,5
"60QF000382",163,121,36,6
"60QF000383",101,69,22,10
"60QF000384",68,56,8,4
"60QF000385",139,91,30,18
"60QF000386",69,43,18,8
"60QH000001",108,64,34,10
"60QH000002",51,42,8,1
"60QH000003",102,66,27,9
"60QH000004",156,114,32,10
"60QH000005",182,126,43,13
"60QH000006",117,89,24,4
"60QH000007",136,87,39,10
"60QH000008",136,86,44,6
"60QH000009",105,78,19,8
"60QH000010",74,66,8,0
"60QH000011",107,89,12,6
"60QH000012",142,111,25,6
"60QH000013",106,72,27,7
"60QH000014",115,93,14,8
"60QH000015",111,78,25,8
"60QH000016",81,70,6,5
"60QH000017",60,42,14,4
"60QH000018",63,38,17,8
"60QH000019",95,59,23,13
"60QH000020",68,49,13,6
"60QH000021",142,96,36,10
"60QH000022",165,113,39,13
"60QH000023",103,61,28,14
"60QH000024",190,135,47,8
"60QH000025",120,90,19,11
"60QH000026",115,80,23,12
"60QH000027",138,91,36,11
"60QH000028",103,70,26,7
"60QH000029",173,127,40,6
"60QH000030",179,126,36,17
"60QH000031",104,72,26,6
"60QH000032",163,112,40,11
"60QH000033",114,82,20,12
"60QH000034",149,109,26,14
"60QH000035",179,118,42,19
"60QH000036",102,74,18,10
"60QH000037",77,56,14,7
"60QH000038",92,72,16,4
"60QH000039",127,93,28,6
"60QH000040",122,99,19,4
"60QH000041",135,102,25,8
"60QH000042",160,108,35,17
"60QH000043",103,81,13,9
"60QH000044",121,93,20,8
"60QH000045",193,122,53,18
"60QH000046",79,61,15,3
"60QH000047",199,101,53,45
"60QH000048",86,68,13,5
"60QH000049",207,151,46,10
"60QH000050",139,106,24,9
"60QH000051",136,94,27,15
"60QH000052",178,128,42,8
"60QH000053",167,105,49,13
"60QH000054",230,141,58,31
"60QH000055",84,68,16,0
"60QH000056",117,83,20,14
"60QH000057",144,94,35,15
"60QH000058",122,79,27,16
"60QH000059",102,65,29,8
"60QH000060",126,101,16,9
"60QH000061",105,78,22,5
"60QH000062",123,79,34,10
"60QH000063",113,66,39,8
"60QH000064",81,56,19,6
"60QH000065",127,88,29,10
"60QH000066",108,68,29,11
"60QH000067",98,68,21,9
"60QH000068",87,56,13,18
"60QH000069",132,90,27,15
"60QH000070",114,78,32,4
"60QH000071",100,73,20,7
"60QH000072",83,59,19,5
"60QH000073",111,81,22,8
"60QH000074",109,80,20,9
"60QH000075",139,101,31,7
"60QH000076",92,69,17,6
"60QH000077",71,42,21,8
"60QH000078",90,68,12,10
"60QH000079",175,106,39,30
"60QH000080",189,143,26,20
"60QH000081",123,81,30,12
"60QH000082",127,82,34,11
"60QH000083",94,55,29,10
"60QH000084",111,78,27,6
"60QH000085",105,63,24,18
"60QH000086",132,88,32,12
"60QH000087",111,80,23,8
"60QH000088",86,60,16,10
"60QH000089",108,77,24,7
"60QH000090",59,52,2,5
"60QH000091",138,87,36,15
"60QH000092",169,120,40,9
"60QH000093",162,114,42,6
"60QH000094",142,103,24,15
"60QH000095",167,107,45,15
"60QH000096",140,110,26,4
"60QH000097",128,89,31,8
"60QH000098",174,130,34,10
"60QH000099",140,104,28,8
"60QH000100",150,116,27,7
"60QH000101",195,148,36,11
"60QH000102",168,111,45,12
"60QH000103",127,96,29,2
"60QH000104",120,85,26,9
"60QH000105",98,62,28,8
"60QH000106",69,42,20,7
"60QH000107",127,101,18,8
"60QH000108",185,141,29,15
"60QH000109",182,150,24,8
"60QH000110",130,82,35,13
"60QH000111",151,116,30,5
"60QH000112",90,52,24,14
"60QH000113",82,65,14,3
"60QH000114",92,58,23,11
"60QH000115",173,134,27,12
"60QH000116",157,90,23,44
"60QH000117",136,92,32,12
"60QH000118",143,65,23,55
"60QH000119",135,111,18,6
"60QH000120",186,133,40,13
"60QH000121",99,67,23,9
"60QH000122",146,109,28,9
"60QH000123",78,57,9,12
"60QH000124",125,82,36,7
"60QH000125",175,136,22,17
"60QH000126",171,138,22,11
"60QH000127",184,128,42,14
"60QH000128",154,99,40,15
"60QH000129",133,83,37,13
"60QH000130",145,109,28,8
"60QH000131",133,83,37,13
"60QH000132",114,81,25,8
"60QH000133",87,43,15,29
"60QH000134",129,88,36,5
"60QH000135",59,48,8,3
"60QH000136",159,89,47,23
"60QH000137",171,108,48,15
"60QH000138",61,45,13,3
"60QH000139",93,71,20,2
"60QH000140",82,46,24,12
"60QH000141",134,105,24,5
"60QH000142",110,58,40,12
"60QH000143",95,58,27,10
"60QH000144",92,66,22,4
"60QH000145",95,44,31,20
"60QH000146",97,62,26,9
"60QH000147",148,95,44,9
"60QH000148",105,79,20,6
"60QH000149",129,91,27,11
"60QH000150",117,98,10,9
"60QH000151",113,92,14,7
"60QH000152",89,60,18,11
"60QH000153",107,69,29,9
"60QH000154",149,103,32,14
"60QH000155",99,69,22,8
"60QH000156",82,63,17,2
"60QH000157",79,60,16,3
"60QH000158",143,105,31,7
"60QH000159",147,89,45,13
"60QH000160",113,79,27,7
"60QH000161",103,73,27,3
"60QH000162",76,50,20,6
"60QH000163",142,105,30,7
"60QH000164",178,140,28,10
"60QH000165",86,64,18,4
"60QH000166",53,22,21,10
"60QH000167",137,108,20,9
"60QH000168",124,81,28,15
"60QH000169",186,148,26,12
"60QH000170",140,73,35,32
"60QH000171",164,118,35,11
"60QH000172",111,80,21,10
"60QH000173",99,73,18,8
"60QH000174",107,78,22,7
"60QH000175",158,123,27,8
"60QH000176",177,126,30,21
"60QH000177",153,116,32,5
"60QH000178",179,128,40,11
"60QH000179",56,40,11,5
"60QH000180",137,88,34,15
"60QH000181",140,92,35,13
"60QH000182",126,88,33,5
"60QH000183",70,51,18,1
"60QH000184",103,68,22,13
"60QH000185",57,37,14,6
"60QH000186",75,55,18,2
"60QH000187",67,53,10,4
"60QH000188",91,72,13,6
"60QH000189",70,53,10,7
"60QH000190",119,89,25,5
"60QH000191",133,97,30,6
"60QH000192",120,85,26,9
"60QH000193",98,67,18,13
"60QH000194",106,70,24,12
"60QH000195",121,89,25,7
"60QH000196",139,93,37,9
"60QH000197",109,82,19,8
"60QH000198",149,107,30,12
"60QH000199",96,77,14,5
"60QH000200",126,68,43,15
"60QH000201",64,35,22,7
"60QH000202",155,116,30,9
"60QH000203",92,71,19,2
"60QH000204",103,79,18,6
"60QH000205",84,66,15,3
"60QH000206",163,115,41,7
"60QH000207",96,58,33,5
"60QH000208",124,85,25,14
"60QH000209",108,76,26,6
"60QH000210",152,109,39,4
"60QH000211",130,83,36,11
"60QH000212",84,55,17,12
"60QH000213",166,122,34,10
"60QH000214",122,84,23,15
"60QH000215",102,64,26,12
"60QH000216",82,58,17,7
"60QH000217",143,105,29,9
"60QH000218",153,98,45,10
"60QH000219",165,97,50,18
"60QH000220",98,63,24,11
"60QH000221",69,52,14,3
"60QH000222",137,97,29,11
"60QH000223",50,39,9,2
"60QH000224",72,54,15,3
"60QH000225",148,91,40,17
"60QH000226",131,90,30,11
"60QH000227",106,79,17,10
"60QH000228",132,105,18,9
"60QH000229",178,117,41,20
"60QH000230",181,122,47,12
"60QH000231",177,149,21,7
"60QH000232",66,46,13,7
"60QH000233",75,61,11,3
"60QH000234",144,109,24,11
"60QH000235",135,108,20,7
"60QH000236",101,59,32,10
"60QH000237",111,66,27,18
"60QH000238",135,87,31,17
"60QH000239",113,76,23,14
"60QH000240",112,73,28,11
"60QH000241",132,75,37,20
"60QH000242",101,70,25,6
"60QH000243",121,82,30,9
"60QH000244",71,48,15,8
"60QH000245",136,108,24,4
"60QH000246",115,81,23,11
"60QH000247",122,85,35,2
"60QH000248",83,55,22,6
"60QH000249",100,65,24,11
"60QH000250",164,108,47,9
"60QH000251",161,118,31,12
"60QH000252",127,90,25,12
"60QH000253",63,40,19,4
"60QH000254",119,88,24,7
"60QH000255",80,64,11,5
"60QH000256",128,79,38,11
"60QH000257",103,73,22,8
"60QH000258",92,57,23,12
"60QH000259",139,93,31,15
"60QH000260",68,37,25,6
"60QH000261",132,77,38,17
"60QH000262",88,46,30,12
"60QH000263",149,105,31,13
"60QH000264",107,61,31,15
"60QH000265",75,33,31,11
"60QH000266",62,43,9,10
"60QH000267",63,46,16,1
"60QH000268",80,45,26,9
"60QH000269",98,66,28,4
"60QH000270",90,54,28,8
"60QH000271",93,73,18,2
"60QH000272",129,79,32,18
"60QH000273",97,63,24,10
"60QH000274",145,98,30,17
"60QH000275",129,88,24,17
"60QH000276",136,104,25,7
"60QH000277",204,132,39,33
"60QH000278",79,57,17,5
"60QH000279",134,108,15,11
"60QH000280",119,85,22,12
"60QH000281",143,102,31,10
"60QH000282",62,44,12,6
"60QH000283",134,103,17,14
"60QH000284",108,82,17,9
"60QH000285",83,49,24,10
"60QH000286",95,58,25,12
"60QH000287",91,64,19,8
"60QH000288",169,114,44,11
"60QH000289",164,105,45,14
"60QH000290",92,54,30,8
"60QH000291",93,72,16,5
"60QH000292",164,116,38,10
"60QH000293",120,73,37,10
"60QH000294",126,97,18,11
"60QH000295",188,114,56,18
"60QH000296",113,61,33,19
"60QH000297",151,94,32,25
"60QH000298",140,103,29,8
"60QH000299",165,113,32,20
"60QH000300",131,75,32,24
"60QH000301",55,36,12,7
"60QH000302",173,111,37,25
"60QH000303",86,48,31,7
"60QH000304",105,65,29,11
"60QH000305",130,82,34,14
"60QH000306",131,83,28,20
"60QH000307",123,76,32,15
"60QH000308",79,50,23,6
"60QH000309",169,112,36,21
"60QH000310",117,80,27,10
"60QH000311",115,53,44,18
"60QH000312",136,102,25,9
"60QH000313",211,145,42,24
"60QH000314",147,91,34,22
"60QH000315",233,140,67,26
"60QH000316",70,48,20,2
"60QH000317",144,107,29,8
"60QH000318",183,129,40,14
"60QH000319",102,71,23,8
"60QH000320",148,106,32,10
"60QH000321",120,70,29,21
"60QH000322",96,54,29,13
"60QH000323",113,81,21,11
"60QH000324",147,106,28,13
"60QH000325",144,95,38,11
"60QH000326",95,62,20,13
"60QH000327",113,63,28,22
"60QH000328",93,57,26,10
"60QH000329",121,79,35,7
"60QH000330",92,56,27,9
"60QH000331",135,80,41,14
"60QH000332",94,60,28,6
"60QH000333",124,64,37,23
"60QH000334",139,70,49,20
"60QH000335",68,35,27,6
"60QH000336",116,68,31,17
"60QH000337",145,90,36,19
"60QH000338",109,78,25,6
"60QH000339",133,97,25,11
"60QH000340",111,78,23,10
"60QH000341",87,70,12,5
"60QH000342",177,113,52,12
"60QH000343",107,68,28,11
"60QH000344",128,84,35,9
"60QH000345",104,75,18,11
"60QH000346",68,42,21,5
"60QH000347",85,47,34,4
"60QH000348",98,78,14,6
"60QH000349",116,78,32,6
"60QH000350",77,50,15,12
"60QH000351",125,74,38,13
"60QH000352",131,82,38,11
"60QH000353",80,45,28,7
"60QH000354",142,93,36,13
"60QH000355",114,89,19,6
"60QH000356",93,71,18,4
"60QH000357",120,81,28,11
"60QH000358",120,87,25,8
"60QH000359",87,54,25,8
"60QH000360",77,46,20,11
"60QH000361",85,64,17,4
"60QH000362",141,94,37,10
"60QH000363",177,97,44,36
"60QH000364",114,82,20,12
"60QH000365",106,59,33,14
"60QH000366",73,39,24,10
"60QH000367",116,90,18,8
"60QH000368",156,95,37,24
"60QH000369",88,56,25,7
"60QH000370",103,67,29,7
"60QH000371",84,46,26,12
"60QH000372",112,63,41,8
"60QH000373",95,57,26,12
"60QH000374",107,64,33,10
"60QH000375",128,77,43,8
"60QH000376",119,80,29,10
"60QH000377",148,99,32,17
"60QH000378",120,71,33,16
"60QH000379",144,89,43,12
"60QH000380",144,89,38,17
"60QH000381",107,74,26,7
"60QH000382",129,88,31,10
"60QH000383",107,65,35,7
"60QH000384",125,81,31,13
"60QH000385",51,35,11,5
"60QH000386",117,80,27,10
"60QH000387",153,97,43,13
"60QH000388",114,69,29,16
"60QH000389",136,72,44,20
"60QH000390",164,103,46,15
"60QH000391",211,138,51,22
"60QH000392",161,111,38,12
"60QH000393",137,106,17,14
"60QH000394",108,73,22,13
"60QH000395",101,63,29,9
"60QH000396",139,84,34,21
"60QH000397",109,60,32,17
"60QH000398",111,63,35,13
"60QH000399",114,58,41,15
"60QH000400",78,38,22,18
"60QH000401",83,54,20,9
"60QH000402",140,90,34,16
"60QH000403",172,124,33,15
"60QH000404",109,72,27,10
"60QH000405",82,61,15,6
"60QH000406",66,42,15,9
"60QH000407",70,40,21,9
"60QH000408",100,64,29,7
"60QH000409",94,66,18,10
"60QH000410",70,53,16,1
"60QH000411",167,121,33,13
"60QH000412",80,34,26,20
"60QH000413",148,106,29,13
"60QH000414",121,94,19,8
"60QH000415",102,68,20,14
"60QH000416",172,118,33,21
"60QH000417",166,101,45,20
"60QH000418",101,41,33,27
"60QH000419",108,72,23,13
"60QH000420",115,56,37,22
"60QH000421",150,90,40,20
"60QH000422",135,78,45,12
"60QH000423",114,55,35,24
"60QH000424",95,42,34,19
"60QH000425",140,83,37,20
"60QH000426",165,111,47,7
"60QH000427",91,45,31,15
"60QH000428",75,36,30,9
"60QH000429",117,86,25,6
"60QH000430",139,93,37,9
"60QH000431",162,102,41,19
"60QH000432",99,58,30,11
"60QH000433",101,65,24,12
"60QH000434",109,74,25,10
"60QH000435",139,87,28,24
"60QH000436",96,57,31,8
"60QH000437",118,62,42,14
"60QH000438",177,127,37,13
"60QH000439",111,70,21,20
"60QH000440",116,79,26,11
"60QH000441",152,98,38,16
"60QH000442",104,66,33,5
"60QH000443",142,77,47,18
"60QH000444",109,82,18,9
"60QH000445",73,44,18,11
"60QH000446",104,62,31,11
"60QH000447",76,40,20,16
"60QH000448",80,54,23,3
"60QH000449",81,52,25,4
"60QH000450",102,64,29,9
"60QH000451",97,54,30,13
"60QH000452",118,74,36,8
"60QH000453",113,82,22,9
"60QH000454",81,32,27,22
"60QH000455",88,60,21,7
"60QH000456",96,66,21,9
"60QH000457",139,102,32,5
"60QH000458",121,96,20,5
"60QH000459",130,81,32,17
"60QH000460",153,96,39,18
"60QH000461",158,112,35,11
"60QH000462",126,69,40,17
"60QH000463",118,75,35,8
"60QH000464",149,88,50,11
"60QH000465",154,101,39,14
"60QH000466",101,67,27,7
"60QH000467",168,115,40,13
"60QH000468",179,136,31,12
"60QH000469",109,79,19,11
"60QH000470",135,82,46,7
"60QH000471",113,70,23,20
"60QH000472",93,47,33,13
"60QH000473",135,92,30,13
"60QH000474",158,104,40,14
"60QH000475",133,87,28,18
"60QH000476",126,91,26,9
"60QH000477",133,96,30,7
"60QH000478",117,68,35,14
"60QH000479",96,57,29,10
"60QH000480",90,63,20,7
"60QH000481",136,76,46,14
"60QH000482",67,33,14,20
"60QH000483",134,103,21,10
"60QH000484",118,63,35,20
"60QH000485",118,86,17,15
"60QH000486",141,90,36,15
"60QH000487",156,104,42,10
"60QH000488",112,66,19,27
"60QH000489",191,104,63,24
"60QH000490",153,114,30,9
"60QH000491",127,87,33,7
"60QH000492",127,83,35,9
"60QH000493",141,91,40,10
"60QH000494",132,77,36,19
"60QH000495",138,97,34,7
"60QH000496",141,105,29,7
"60QH000497",152,101,43,8
"60QH000498",114,70,31,13
"60QH000499",152,95,44,13
"60QH000500",66,54,10,2
"60QH000501",127,71,38,18
"60QH000502",74,49,17,8
"60QH000503",190,139,38,13
"60QH000504",69,32,25,12
"60QH000505",113,70,31,12
"60QH000506",129,63,41,25
"60QH000507",159,103,38,18
"60QH000508",87,63,16,8
"60QH000509",117,74,30,13
"60QH000510",110,85,16,9
"60QH000511",126,88,26,12
"60QH000512",107,80,21,6
"60QH000513",148,85,43,20
"60QH000514",106,74,25,7
"60QH000515",103,69,25,9
"60QH000516",122,80,32,10
"60QH000517",79,39,24,16
"60QH000518",125,88,29,8
"60QH000519",88,48,27,13
"60QH000520",99,55,35,9
"60QH000521",128,85,31,12
"60QH000522",109,62,35,12
"60QH000523",119,89,25,5
"60QH000524",96,61,25,10
"60QH000525",137,93,34,10
"60QH000526",75,46,20,9
"60QH000527",112,64,29,19
"60QH000528",103,65,21,17
"60QH000529",103,73,21,9
"60QH000530",73,53,14,6
"60QH000531",108,64,32,12
"60QH000532",108,70,28,10
"60QH000533",95,56,26,13
"60QH000534",149,105,27,17
"60QH000535",89,43,30,16
"60QH000536",72,43,20,9
"60QH000537",106,65,22,19
"60QH000538",166,125,33,8
"60QH000539",134,76,41,17
"60QH000540",101,65,21,15
"60QH000541",101,68,24,9
"60QH000542",160,107,33,20
"60QH000543",120,83,31,6
"60QH000544",110,61,42,7
"60QH000545",60,25,22,13
"60QH000546",60,26,20,14
"60QH000547",90,65,18,7
"60QH000548",86,57,21,8
"60QH000549",79,43,30,6
"60QH000550",92,59,20,13
"60QH000551",93,60,17,16
"60QH000552",96,57,30,9
"60QH000553",96,53,26,17
"60QH000554",90,55,23,12
"60QH000555",65,29,21,15
"60QH000556",119,73,29,17
"60QH000557",83,41,26,16
"60QH000558",105,67,29,9
"60QH000559",115,79,21,15
"60QH000560",135,100,32,3
"60QH000561",133,93,32,8
"60QH000562",124,76,33,15
"60QH000563",105,75,25,5
"60QH000564",116,83,26,7
"60QH000565",163,117,32,14
"60QH000566",157,92,41,24
