"output_area","All people","Day-to-day activities limited a lot","Day-to-day activities limited a little","Day-to-day activities not limited"
"S00089935",128,7,11,110
"S00089936",69,12,10,47
"S00089937",82,5,12,65
"S00089938",114,14,11,89
"S00089939",136,19,25,92
"S00089940",104,9,15,80
"S00089941",116,9,7,100
"S00089942",65,8,19,38
"S00089943",97,16,11,70
"S00089944",58,24,21,13
"S00089945",170,23,17,130
"S00089946",113,11,7,95
"S00089947",101,9,12,80
"S00089948",145,3,9,133
"S00089949",115,17,15,83
"S00089950",108,10,16,82
"S00089951",97,10,13,74
"S00089952",125,12,22,91
"S00089953",64,17,14,33
"S00089954",132,21,23,88
"S00089955",173,18,17,138
"S00089956",55,26,13,16
"S00089957",107,9,10,88
"S00089958",102,6,7,89
"S00089959",114,21,23,70
"S00089960",86,10,7,69
"S00089961",84,13,13,58
"S00089962",73,18,9,46
"S00089963",91,12,13,66
"S00089964",87,36,24,27
"S00089965",162,22,12,128
"S00089966",165,17,13,135
"S00089967",115,12,19,84
"S00089968",92,10,14,68
"S00089969",97,15,17,65
"S00089970",93,5,16,72
"S00089971",171,18,14,139
"S00089972",110,15,8,87
"S00089973",108,9,9,90
"S00089974",100,13,15,72
"S00089975",121,14,14,93
"S00089976",107,14,8,85
"S00089977",103,9,9,85
"S00089978",131,24,25,82
"S00089979",104,12,19,73
"S00089980",104,21,13,70
"S00089981",56,18,25,13
"S00089982",94,14,14,66
"S00089983",79,9,9,61
"S00089984",104,4,10,90
"S00089985",114,11,13,90
"S00089986",80,7,15,58
"S00089987",88,13,15,60
"S00089988",113,21,8,84
"S00089989",106,11,13,82
"S00089990",91,11,17,63
"S00089991",105,4,10,91
"S00089992",135,10,16,109
"S00089993",107,5,9,93
"S00089994",107,4,6,97
"S00089995",98,5,8,85
"S00089996",58,5,7,46
"S00089997",136,5,14,117
"S00089998",155,8,21,126
"S00089999",110,7,8,95
"S00090000",105,1,10,94
"S00090001",85,4,9,72
"S00090002",161,19,17,125
"S00090003",130,16,13,101
"S00090004",83,13,12,58
"S00090005",56,7,9,40
"S00090006",99,25,23,51
"S00090007",204,18,16,170
"S00090008",79,20,15,44
"S00090009",108,10,17,81
"S00090010",103,9,7,87
"S00090011",115,10,6,99
"S00090012",138,16,10,112
"S00090013",106,12,14,80
"S00090014",136,13,8,115
"S00090015",106,5,10,91
"S00090016",100,8,14,78
"S00090017",128,6,13,109
"S00090018",136,15,10,111
"S00090019",54,9,2,43
"S00090020",53,6,5,42
"S00090021",117,15,11,91
"S00090022",114,15,6,93
"S00090023",73,8,8,57
"S00090024",137,13,19,105
"S00090025",158,13,23,122
"S00090026",69,9,13,47
"S00090027",145,9,12,124
"S00090028",141,5,4,132
"S00090029",117,7,14,96
"S00090030",102,10,9,83
"S00090031",184,14,22,148
"S00090032",122,9,10,103
"S00090033",161,11,16,134
"S00090034",128,11,11,106
"S00090035",93,8,9,76
"S00090036",156,8,16,132
"S00090037",126,12,19,95
"S00090038",105,13,13,79
"S00090039",141,7,19,115
"S00090040",171,11,25,135
"S00090041",69,6,13,50
"S00090042",118,21,12,85
"S00090043",143,9,10,124
"S00090044",155,14,11,130
"S00090045",201,7,15,179
"S00090046",54,13,12,29
"S00090047",102,9,9,84
"S00090048",130,6,16,108
"S00090049",157,17,14,126
"S00090050",110,9,15,86
"S00090051",151,17,22,112
"S00090052",131,14,6,111
"S00090053",121,10,16,95
"S00090054",188,14,22,152
"S00090055",175,64,13,98
"S00090056",99,4,5,90
"S00090057",104,7,13,84
"S00090058",56,25,9,22
"S00090059",149,24,12,113
"S00090060",119,5,6,108
"S00090061",125,3,10,112
"S00090062",84,13,16,55
"S00090063",106,7,7,92
"S00090064",171,14,12,145
"S00090065",62,5,6,51
"S00090066",81,5,10,66
"S00090067",101,7,10,84
"S00090068",108,4,8,96
"S00090069",154,9,14,131
"S00090070",214,21,31,162
"S00090071",117,3,6,108
"S00090072",130,3,8,119
"S00090073",130,6,10,114
"S00090074",121,8,11,102
"S00090075",133,5,10,118
"S00090076",142,7,8,127
"S00090077",114,2,10,102
"S00090078",155,9,14,132
"S00090079",142,7,11,124
"S00090080",100,4,12,84
"S00090081",118,3,13,102
"S00090082",80,7,8,65
"S00090083",111,12,21,78
"S00090084",148,13,17,118
"S00090085",132,5,6,121
"S00090086",140,4,4,132
"S00090087",107,14,10,83
"S00090088",99,6,11,82
"S00090089",109,12,13,84
"S00090090",63,3,0,60
"S00090091",163,5,17,141
"S00090092",69,7,10,52
"S00090093",55,14,7,34
"S00090094",142,7,11,124
"S00090095",142,8,13,121
"S00090096",103,8,10,85
"S00090097",73,3,6,64
"S00090098",89,14,17,58
"S00090099",189,24,26,139
"S00090100",131,5,7,119
"S00090101",131,8,7,116
"S00090102",113,2,6,105
"S00090103",148,11,14,123
"S00090104",125,4,6,115
"S00090105",93,7,9,77
"S00090106",173,8,17,148
"S00090107",156,6,16,134
"S00090108",125,1,7,117
"S00090109",115,3,8,104
"S00090110",138,3,9,126
"S00090111",76,5,11,60
"S00090112",170,5,14,151
"S00090113",107,8,13,86
"S00090114",129,6,4,119
"S00090115",105,8,7,90
"S00090116",150,3,8,139
"S00090117",140,7,14,119
"S00090118",151,6,12,133
"S00090119",216,6,8,202
"S00090120",141,6,11,124
"S00090121",241,3,23,215
"S00090122",117,2,14,101
"S00090123",99,1,12,86
"S00090124",105,32,22,51
"S00090125",75,32,19,24
"S00090126",134,16,27,91
"S00090127",136,11,21,104
"S00090128",107,7,6,94
"S00090129",135,10,18,107
"S00090130",125,12,17,96
"S00090131",140,4,8,128
"S00090132",150,10,12,128
"S00090133",184,2,11,171
"S00090134",143,4,10,129
"S00090135",143,6,9,128
"S00090136",134,1,9,124
"S00090137",119,5,2,112
"S00090138",111,7,8,96
"S00090139",124,4,6,114
"S00090140",106,1,5,100
"S00090141",94,2,2,90
"S00090142",119,13,14,92
"S00090143",84,3,8,73
"S00090144",87,6,18,63
"S00090145",110,9,15,86
"S00090146",84,13,21,50
"S00090147",85,12,18,55
"S00090148",85,9,14,62
"S00090149",162,17,22,123
"S00090150",82,15,9,58
"S00090151",88,14,13,61
"S00090152",93,12,13,68
"S00090153",119,11,18,90
"S00090154",121,9,17,95
"S00090155",109,7,10,92
"S00090156",140,25,24,91
"S00090157",165,12,21,132
"S00090158",104,2,10,92
"S00090159",135,15,25,95
"S00090160",128,11,17,100
"S00090161",112,9,16,87
"S00090162",138,8,7,123
"S00090163",97,10,11,76
"S00090164",133,3,8,122
"S00090165",128,9,6,113
"S00090166",122,5,7,110
"S00090167",91,0,4,87
"S00090168",97,5,19,73
"S00090169",91,21,10,60
"S00090170",113,4,14,95
"S00090171",58,3,8,47
"S00090172",120,14,20,86
"S00090173",131,8,18,105
"S00090174",144,3,16,125
"S00090175",134,2,16,116
"S00090176",70,8,7,55
"S00090177",118,14,12,92
"S00090178",134,7,20,107
"S00090179",155,16,18,121
"S00090180",132,12,25,95
"S00090181",145,12,15,118
"S00090182",127,8,14,105
"S00090183",158,6,8,144
"S00090184",83,4,8,71
"S00090185",83,4,14,65
"S00090186",114,5,24,85
"S00090187",112,8,6,98
"S00090188",105,12,4,89
"S00090189",68,2,3,63
"S00090190",160,24,27,109
"S00090191",132,7,13,112
"S00090192",99,12,16,71
"S00090193",122,11,10,101
"S00090194",98,7,8,83
"S00090195",109,3,8,98
"S00090196",101,4,12,85
"S00090197",98,3,8,87
"S00090198",104,6,12,86
"S00090199",77,5,6,66
"S00090200",104,5,14,85
"S00090201",123,3,7,113
"S00090202",105,7,8,90
"S00090203",109,6,9,94
"S00090204",128,20,9,99
"S00090205",117,3,16,98
"S00090206",93,8,8,77
"S00090207",96,3,18,75
"S00090208",97,7,8,82
"S00090209",99,8,4,87
"S00090210",84,6,8,70
"S00090211",60,3,1,56
"S00090212",64,5,9,50
"S00090213",71,5,8,58
"S00090214",99,10,12,77
"S00090215",144,7,20,117
"S00090216",110,4,13,93
"S00090217",97,5,7,85
"S00090218",112,5,4,103
"S00090219",119,5,15,99
"S00090220",96,2,13,81
"S00090221",143,4,10,129
"S00090222",211,15,14,182
"S00090223",159,23,22,114
"S00090224",146,9,6,131
"S00090225",78,2,4,72
"S00090226",160,4,10,146
"S00090227",217,14,12,191
"S00090228",164,9,19,136
"S00090229",175,10,15,150
"S00090230",93,0,4,89
"S00090231",112,1,8,103
"S00090232",86,2,16,68
"S00090233",87,5,9,73
"S00090234",106,7,8,91
"S00090235",130,7,9,114
"S00090236",100,8,11,81
"S00090237",97,9,18,70
"S00090238",71,3,4,64
"S00090239",120,6,7,107
"S00090240",146,7,15,124
"S00090241",148,7,16,125
"S00090242",129,11,12,106
"S00090243",90,15,10,65
"S00090244",90,5,4,81
"S00090245",168,18,13,137
"S00090246",59,5,6,48
"S00090247",118,1,4,113
"S00090248",53,6,8,39
"S00090249",172,5,13,154
"S00090250",139,6,10,123
"S00090251",143,2,9,132
"S00090252",175,3,8,164
"S00090253",176,10,7,159
"S00090254",126,6,15,105
"S00090255",150,11,15,124
"S00090256",161,8,20,133
"S00090257",143,11,16,116
"S00090258",154,3,10,141
"S00090259",95,6,7,82
"S00090260",131,3,13,115
"S00090261",93,11,8,74
"S00090262",70,8,14,48
"S00090263",151,6,12,133
"S00090264",136,7,14,115
"S00090265",125,12,20,93
"S00090266",108,6,8,94
"S00090267",80,3,7,70
"S00090268",98,5,9,84
"S00090269",139,3,2,134
"S00090270",127,3,8,116
"S00090271",175,4,11,160
"S00090272",100,9,4,87
"S00090273",62,26,20,16
"S00090274",87,4,5,78
"S00090275",55,1,5,49
"S00090276",105,8,12,85
"S00090277",125,14,13,98
"S00090278",135,21,16,98
"S00090279",152,20,18,114
"S00090280",91,8,16,67
"S00090281",128,8,7,113
"S00090282",107,3,15,89
"S00090283",92,19,16,57
"S00090284",92,12,13,67
"S00090285",83,9,7,67
"S00090286",92,15,4,73
"S00090287",110,5,7,98
"S00090288",152,12,15,125
"S00090289",68,2,2,64
"S00090290",82,6,11,65
"S00090291",100,19,12,69
"S00090292",124,25,15,84
"S00090293",110,15,7,88
"S00090294",113,4,9,100
"S00090295",137,4,14,119
"S00090296",104,13,8,83
"S00090297",151,10,14,127
"S00090298",87,2,16,69
"S00090299",124,3,12,109
"S00090300",115,10,11,94
"S00090301",82,1,17,64
"S00090302",101,6,14,81
"S00090303",221,50,10,161
"S00090304",150,7,15,128
"S00090305",196,3,2,191
"S00090306",185,3,7,175
"S00090307",170,3,3,164
"S00090308",127,10,12,105
"S00090309",154,3,5,146
"S00090310",132,3,10,119
"S00090311",178,2,10,166
"S00090312",85,3,6,76
"S00090313",183,6,12,165
"S00090314",253,57,22,174
"S00090315",91,2,4,85
"S00090316",175,7,25,143
"S00090317",184,3,16,165
"S00090318",172,10,5,157
"S00090319",80,3,6,71
"S00090320",68,0,4,64
"S00090321",103,0,2,101
"S00090322",99,3,2,94
"S00090323",92,2,3,87
"S00090324",75,4,10,61
"S00090325",95,7,12,76
"S00090326",84,5,15,64
"S00090327",72,1,2,69
"S00090328",55,2,9,44
"S00090329",73,7,11,55
"S00090330",55,4,5,46
"S00090331",171,7,14,150
"S00090332",108,12,8,88
"S00090333",126,9,16,101
"S00090334",50,4,7,39
"S00090335",70,1,7,62
"S00090336",133,22,17,94
"S00090337",138,9,15,114
"S00090338",59,7,5,47
"S00090339",52,4,3,45
"S00090340",96,9,8,79
"S00090341",69,4,4,61
"S00090342",73,6,11,56
"S00090343",96,8,13,75
"S00090344",59,1,8,50
"S00090345",120,3,5,112
"S00090346",97,14,12,71
"S00090347",157,5,12,140
"S00090348",178,13,15,150
"S00090349",108,11,8,89
"S00090350",107,2,4,101
"S00090351",69,8,8,53
"S00090352",89,9,12,68
"S00090353",64,2,6,56
"S00090354",194,4,15,175
"S00090355",65,8,11,46
"S00090356",94,2,7,85
"S00090357",224,3,8,213
"S00090358",158,7,9,142
"S00090359",119,10,12,97
"S00090360",92,5,5,82
"S00090361",80,5,8,67
"S00090362",138,25,8,105
"S00090363",55,20,12,23
"S00090364",71,8,11,52
"S00090365",112,8,16,88
"S00090366",78,3,8,67
"S00090367",54,5,3,46
"S00090368",52,8,10,34
"S00090369",149,7,15,127
"S00090370",125,6,3,116
"S00090371",117,8,21,88
"S00090372",98,1,8,89
"S00090373",60,1,9,50
"S00090374",120,6,12,102
"S00090375",63,2,5,56
"S00090376",129,4,6,119
"S00090377",96,4,10,82
"S00090378",78,2,7,69
"S00090379",82,8,14,60
"S00090380",117,15,14,88
"S00090381",117,8,11,98
"S00090382",55,3,2,50
"S00090383",88,1,3,84
"S00090384",69,2,4,63
"S00090385",158,10,19,129
"S00090386",77,2,3,72
"S00090387",76,4,5,67
"S00090388",122,7,11,104
"S00090389",130,9,5,116
"S00090390",93,2,4,87
"S00090391",96,5,7,84
"S00090392",98,6,13,79
"S00090393",129,17,16,96
"S00090394",90,0,8,82
"S00090395",107,1,3,103
"S00090396",80,6,8,66
"S00090397",74,1,7,66
"S00090398",60,0,2,58
"S00090399",215,13,22,180
"S00090400",128,7,13,108
"S00090401",100,3,10,87
"S00090402",113,5,12,96
"S00090403",166,4,2,160
"S00090404",190,8,17,165
"S00090405",170,1,4,165
"S00090406",131,3,4,124
"S00090407",212,9,10,193
"S00090408",67,1,5,61
"S00090409",112,4,14,94
"S00090410",112,18,13,81
"S00090411",78,1,8,69
"S00090412",59,2,3,54
"S00090413",93,6,8,79
"S00090414",114,7,13,94
"S00090415",169,25,21,123
"S00090416",115,7,10,98
"S00090417",68,8,10,50
"S00090418",50,3,5,42
"S00090419",95,5,12,78
"S00090420",94,7,8,79
"S00090421",149,2,10,137
"S00090422",75,4,7,64
"S00090423",250,42,10,198
"S00090424",69,4,4,61
"S00090425",108,4,11,93
"S00090426",102,4,4,94
"S00090427",83,1,7,75
"S00090428",240,4,5,231
"S00090429",96,5,8,83
"S00090430",98,6,11,81
"S00090431",118,1,9,108
"S00090432",63,5,3,55
"S00090433",107,2,5,100
"S00090434",113,2,2,109
"S00090435",58,6,8,44
"S00090436",139,3,11,125
"S00090437",109,10,18,81
"S00090438",59,1,6,52
"S00090439",69,3,3,63
"S00090440",135,4,10,121
"S00090441",162,15,15,132
"S00090442",97,15,20,62
"S00090443",61,10,12,39
"S00090444",224,10,14,200
"S00090445",111,0,10,101
"S00090446",75,1,0,74
"S00090447",135,3,16,116
"S00090448",62,3,8,51
"S00090449",76,0,8,68
"S00090450",73,9,8,56
"S00090451",62,2,1,59
"S00090452",73,4,11,58
"S00090453",61,2,3,56
"S00090454",148,2,2,144
"S00090455",80,5,6,69
"S00090456",55,4,4,47
"S00090457",59,2,3,54
"S00090458",117,3,7,107
"S00090459",87,7,10,70
"S00090460",128,18,21,89
"S00090461",69,1,7,61
"S00090462",114,10,13,91
"S00090463",86,5,4,77
"S00090464",74,2,7,65
"S00090465",134,8,14,112
"S00090466",78,3,10,65
"S00090467",102,11,12,79
"S00090468",111,2,7,102
"S00090469",89,4,8,77
"S00090470",74,10,16,48
"S00090471",88,9,9,70
"S00090472",102,7,10,85
"S00090473",89,3,14,72
"S00090474",110,2,14,94
"S00090475",93,8,10,75
"S00090476",94,5,11,78
"S00090477",92,9,12,71
"S00090478",127,7,13,107
"S00090479",115,51,28,36
"S00090480",67,27,17,23
"S00090481",69,6,6,57
"S00090482",64,11,14,39
"S00090483",86,3,7,76
"S00090484",85,2,1,82
"S00090485",75,3,5,67
"S00090486",77,12,13,52
"S00090487",64,9,9,46
"S00090488",115,7,16,92
"S00090489",73,5,6,62
"S00090490",118,14,17,87
"S00090491",58,2,5,51
"S00090492",62,17,8,37
"S00090493",75,16,9,50
"S00090494",78,6,8,64
"S00090495",90,15,12,63
"S00090496",241,7,14,220
"S00090497",93,2,9,82
"S00090498",87,3,6,78
"S00090499",181,4,11,166
"S00090500",113,1,7,105
"S00090501",107,1,6,100
"S00090502",88,2,7,79
"S00090503",67,6,9,52
"S00090504",162,15,14,133
"S00090505",132,4,12,116
"S00090506",100,3,6,91
"S00090507",159,1,4,154
"S00090508",84,2,2,80
"S00090509",156,7,13,136
"S00090510",139,2,27,110
"S00090511",64,0,2,62
"S00090512",70,2,8,60
"S00090513",101,11,21,69
"S00090514",90,5,10,75
"S00090515",100,2,12,86
"S00090516",95,8,6,81
"S00090517",109,23,13,73
"S00090518",93,6,7,80
"S00090519",78,15,19,44
"S00090520",115,18,25,72
"S00090521",63,0,7,56
"S00090522",70,7,6,57
"S00090523",836,10,33,793
"S00090524",112,6,4,102
"S00090525",76,0,1,75
"S00090526",89,8,8,73
"S00090527",125,2,6,117
"S00090528",132,15,22,95
"S00090529",102,8,12,82
"S00090530",86,15,7,64
"S00090531",122,10,11,101
"S00090532",85,11,6,68
"S00090533",52,4,13,35
"S00090534",93,0,9,84
"S00090535",85,9,9,67
"S00090536",76,8,12,56
"S00090537",106,8,14,84
"S00090538",127,2,4,121
"S00090539",129,0,5,124
"S00090540",93,3,6,84
"S00090541",117,1,3,113
"S00090542",74,1,2,71
"S00090543",146,4,12,130
"S00090544",90,1,4,85
"S00090545",75,1,2,72
"S00090546",97,26,27,44
"S00090547",104,18,14,72
"S00090548",86,3,7,76
"S00090549",66,4,2,60
"S00090550",89,0,2,87
"S00090551",95,2,3,90
"S00090552",82,2,4,76
"S00090553",195,2,6,187
"S00090554",96,3,4,89
"S00090555",51,0,2,49
"S00090556",148,19,19,110
"S00090557",73,1,1,71
"S00090558",92,1,3,88
"S00090559",102,2,5,95
"S00090560",107,4,6,97
"S00090561",133,0,4,129
"S00090562",137,1,3,133
"S00090563",84,3,3,78
"S00090564",111,2,4,105
"S00090565",84,1,3,80
"S00090566",68,0,2,66
"S00090567",109,0,3,106
"S00090568",107,4,8,95
"S00090569",100,0,4,96
"S00090570",97,0,1,96
"S00090571",88,11,7,70
"S00090572",120,7,7,106
"S00090573",90,5,5,80
"S00090574",70,3,2,65
"S00090575",173,6,16,151
"S00090576",90,0,6,84
"S00090577",116,0,1,115
"S00090578",60,1,0,59
"S00090579",92,2,1,89
"S00090580",140,1,1,138
"S00090581",85,7,13,65
"S00090582",140,1,4,135
"S00090583",52,1,1,50
"S00090584",84,1,8,75
"S00090585",95,2,3,90
"S00090586",116,0,9,107
"S00090587",72,2,0,70
"S00090588",67,0,2,65
"S00090589",84,9,5,70
"S00090590",131,5,9,117
"S00090591",87,7,7,73
"S00090592",84,12,13,59
"S00090593",77,9,8,60
"S00090594",141,56,26,59
"S00090595",82,8,4,70
"S00090596",184,4,17,163
"S00090597",111,2,8,101
"S00090598",91,10,11,70
"S00090599",130,4,14,112
"S00090600",77,10,11,56
"S00090601",113,8,19,86
"S00090602",80,12,5,63
"S00090603",92,12,5,75
"S00090604",100,12,14,74
"S00090605",94,10,8,76
"S00090606",88,16,19,53
"S00090607",156,10,9,137
"S00090608",62,5,10,47
"S00090609",146,17,21,108
"S00090610",67,8,13,46
"S00090611",105,9,15,81
"S00090612",97,5,15,77
"S00090613",87,7,8,72
"S00090614",119,7,13,99
"S00090615",156,3,16,137
"S00090616",88,3,3,82
"S00090617",55,1,0,54
"S00090618",77,2,4,71
"S00090619",75,2,1,72
"S00090620",120,2,3,115
"S00090621",92,2,6,84
"S00090622",109,3,6,100
"S00090623",62,4,2,56
"S00090624",77,0,7,70
"S00090625",63,1,6,56
"S00090626",117,0,8,109
"S00090627",64,3,3,58
"S00090628",83,3,3,77
"S00090629",111,2,12,97
"S00090630",63,1,7,55
"S00090631",79,1,4,74
"S00090632",114,2,4,108
"S00090633",115,3,7,105
"S00090634",95,0,5,90
"S00090635",125,4,16,105
"S00090636",87,8,11,68
"S00090637",63,5,7,51
"S00090638",122,3,5,114
"S00090639",56,6,3,47
"S00090640",53,2,5,46
"S00090641",129,13,15,101
"S00090642",176,2,14,160
"S00090643",94,34,21,39
"S00090644",109,8,7,94
"S00090645",95,3,7,85
"S00090646",76,13,8,55
"S00090647",82,21,15,46
"S00090648",92,2,6,84
"S00090649",101,10,8,83
"S00090650",140,16,21,103
"S00090651",113,32,25,56
"S00090652",114,7,16,91
"S00090653",92,10,13,69
"S00090654",143,6,11,126
"S00090655",119,12,8,99
"S00090656",85,7,12,66
"S00090657",108,24,18,66
"S00090658",151,18,26,107
"S00090659",91,1,2,88
"S00090660",54,1,2,51
"S00090661",92,5,7,80
"S00090662",64,1,5,58
"S00090663",167,3,11,153
"S00090664",182,8,14,160
"S00090665",125,5,6,114
"S00090666",179,32,5,142
"S00090667",184,4,6,174
"S00090668",192,2,14,176
"S00090669",95,6,11,78
"S00090670",129,13,23,93
"S00090671",106,8,11,87
"S00090672",104,10,14,80
"S00090673",114,3,5,106
"S00090674",95,3,3,89
"S00090675",95,0,1,94
"S00090676",105,4,2,99
"S00090677",93,2,4,87
"S00090678",125,1,6,118
"S00090679",153,7,10,136
"S00090680",56,1,2,53
"S00090681",117,49,13,55
"S00090682",89,6,5,78
"S00090683",91,4,1,86
"S00090684",132,1,12,119
"S00090685",83,3,10,70
"S00090686",52,0,1,51
"S00090687",73,5,7,61
"S00090688",96,0,2,94
"S00090689",172,1,5,166
"S00090690",488,1,16,471
"S00090691",56,12,11,33
"S00090692",136,6,9,121
"S00090693",146,9,7,130
"S00090694",150,1,7,142
"S00090695",178,6,16,156
"S00090696",115,18,8,89
"S00090697",80,8,11,61
"S00090698",96,11,14,71
"S00090699",103,3,9,91
"S00090700",72,7,6,59
"S00090701",0,12,64,0
"S00090702",102,9,11,82
"S00090703",68,4,4,60
"S00090704",103,11,9,83
"S00090705",128,10,9,109
"S00090706",61,7,1,53
"S00090707",100,13,21,66
"S00090708",95,3,10,82
"S00090709",135,35,18,82
"S00090710",120,5,11,104
"S00090711",90,4,3,83
"S00090712",150,23,17,110
"S00090713",95,7,6,82
"S00090714",71,2,4,65
"S00090715",75,3,3,69
"S00090716",181,5,5,171
"S00090717",370,4,15,351
"S00090718",99,1,4,94
"S00090719",109,5,5,99
"S00090720",50,5,8,37
"S00090721",127,6,8,113
"S00090722",75,2,0,73
"S00090723",82,2,7,73
"S00090724",65,4,2,59
"S00090725",94,3,9,82
"S00090726",69,3,3,63
"S00090727",52,0,4,48
"S00090728",98,5,3,90
"S00090729",107,12,17,78
"S00090730",116,15,11,90
"S00090731",102,4,5,93
"S00090732",112,7,16,89
"S00090733",76,1,4,71
"S00090734",95,6,8,81
"S00090735",66,5,3,58
"S00090736",75,3,4,68
"S00090737",95,6,6,83
"S00090738",91,4,6,81
"S00090739",109,2,7,100
"S00090740",85,8,7,70
"S00090741",63,4,4,55
"S00090742",116,2,11,103
"S00090743",87,5,10,72
"S00090744",93,9,3,81
"S00090745",90,3,5,82
"S00090746",150,26,22,102
"S00090747",97,3,7,87
"S00090748",100,1,6,93
"S00090749",93,3,1,89
"S00090750",82,0,3,79
"S00090751",156,2,12,142
"S00090752",65,3,4,58
"S00090753",125,3,11,111
"S00090754",135,6,4,125
"S00090755",94,5,6,83
"S00090756",61,1,1,59
"S00090757",108,3,7,98
"S00090758",85,1,9,75
"S00090759",57,0,1,56
"S00090760",128,2,4,122
"S00090761",97,21,21,55
"S00090762",66,2,3,61
"S00090763",62,5,4,53
"S00090764",64,2,5,57
"S00090765",63,3,4,56
"S00090766",84,5,8,71
"S00090767",92,1,3,88
"S00090768",78,1,11,66
"S00090769",123,0,12,111
"S00090770",59,11,15,33
"S00090771",67,38,17,12
"S00090772",97,7,10,80
"S00090773",75,13,15,47
"S00090774",115,13,11,91
"S00090775",89,8,10,71
"S00090776",96,14,16,66
"S00090777",78,16,10,52
"S00090778",84,5,5,74
"S00090779",105,0,11,94
"S00090780",93,37,27,29
"S00090781",118,4,9,105
"S00090782",194,19,11,164
"S00090783",140,4,12,124
"S00090784",128,11,9,108
"S00090785",63,5,11,47
"S00090786",86,14,12,60
"S00090787",115,11,14,90
"S00090788",73,13,10,50
"S00090789",111,11,10,90
"S00090790",89,10,6,73
"S00090791",93,7,9,77
"S00090792",167,17,17,133
"S00090793",117,7,5,105
"S00090794",170,12,19,139
"S00090795",54,9,11,34
"S00090796",74,17,7,50
"S00090797",141,10,11,120
"S00090798",59,10,6,43
"S00090799",100,2,7,91
"S00090800",94,2,4,88
"S00090801",121,3,3,115
"S00090802",173,3,4,166
"S00090803",230,68,21,141
"S00090804",131,5,15,111
"S00090805",105,0,1,104
"S00090806",110,4,6,100
"S00090807",228,99,10,119
"S00090808",134,6,8,120
"S00090809",57,0,2,55
"S00090810",116,6,11,99
"S00090811",147,7,10,130
"S00090812",172,9,16,147
"S00090813",55,2,5,48
"S00090814",91,11,9,71
"S00090815",60,20,24,16
"S00090816",229,5,13,211
"S00090817",95,6,4,85
"S00090818",134,6,8,120
"S00090819",77,6,6,65
"S00090820",176,4,9,163
"S00090821",154,1,7,146
"S00090822",122,4,13,105
"S00090823",153,3,9,141
"S00090824",133,4,5,124
"S00090825",244,3,9,232
"S00090826",90,6,12,72
"S00090827",118,6,20,92
"S00090828",81,1,5,75
"S00090829",210,42,21,147
"S00090830",81,4,4,73
"S00090831",122,8,19,95
"S00090832",53,9,10,34
"S00090833",67,3,5,59
"S00090834",75,1,6,68
"S00090835",107,3,3,101
"S00090836",70,5,5,60
"S00090837",155,6,5,144
"S00090838",101,6,11,84
"S00090839",83,3,5,75
"S00090840",200,4,8,188
"S00090841",128,10,16,102
"S00090842",58,1,4,53
"S00090843",156,0,6,150
"S00090844",174,39,36,99
"S00090845",137,2,3,132
"S00090846",173,1,12,160
"S00090847",122,4,5,113
"S00090848",139,2,4,133
"S00090849",145,4,7,134
"S00090850",114,6,6,102
