"dz_2001","la_name","year","total","not_good"
"S01000658","Angus",2001,578,51
"S01000659","Angus",2001,1366,97
"S01000660","Angus",2001,974,60
"S01000661","Angus",2001,1020,78
"S01000662","Angus",2001,702,55
"S01000663","Angus",2001,702,44
"S01000664","Angus",2001,837,67
"S01000665","Angus",2001,675,67
"S01000666","Angus",2001,683,40
"S01000667","Angus",2001,981,92
"S01000668","Angus",2001,909,86
"S01000669","Angus",2001,785,80
"S01000670","Angus",2001,707,54
"S01000671","Angus",2001,622,77
"S01000672","Angus",2001,628,45
"S01000673","Angus",2001,750,30
"S01000674","Angus",2001,984,60
"S01000675","Angus",2001,722,35
"S01000676","Angus",2001,501,36
"S01000677","Angus",2001,822,98
"S01000678","Angus",2001,1092,84
"S01000679","Angus",2001,750,59
"S01000680","Angus",2001,1042,100
"S01000681","Angus",2001,802,73
"S01000682","Angus",2001,935,165
"S01000683","Angus",2001,525,38
"S01000684","Angus",2001,687,78
"S01000685","Angus",2001,843,64
"S01000686","Angus",2001,703,47
"S01000687","Angus",2001,891,72
"S01000688","Angus",2001,792,58
"S01000689","Angus",2001,611,44
"S01000690","Angus",2001,1001,74
"S01000691","Angus",2001,772,68
"S01000692","Angus",2001,753,77
"S01000693","Angus",2001,872,102
"S01000694","Angus",2001,1080,82
"S01000695","Angus",2001,888,53
"S01000696","Angus",2001,731,74
"S01000697","Angus",2001,1056,89
"S01000698","Angus",2001,642,47
"S01000699","Angus",2001,855,98
"S01000700","Angus",2001,879,51
"S01000701","Angus",2001,1071,66
"S01000702","Angus",2001,522,32
"S01000703","Angus",2001,956,53
"S01000704","Angus",2001,880,56
"S01000705","Angus",2001,1446,78
"S01000706","Angus",2001,989,50
"S01000707","Angus",2001,537,30
"S01000708","Angus",2001,562,36
"S01000709","Angus",2001,1054,126
"S01000710","Angus",2001,1083,66
"S01000711","Argyll and Bute",2001,620,51
"S01000712","Argyll and Bute",2001,595,37
"S01000713","Argyll and Bute",2001,832,78
"S01000714","Argyll and Bute",2001,1126,75
"S01000715","Argyll and Bute",2001,671,100
"S01000716","Argyll and Bute",2001,541,82
"S01000717","Argyll and Bute",2001,870,119
"S01000718","Argyll and Bute",2001,952,92
"S01000719","Argyll and Bute",2001,660,51
"S01000720","Argyll and Bute",2001,1060,65
"S01000721","Argyll and Bute",2001,658,47
"S01000722","Argyll and Bute",2001,985,84
"S01000723","Argyll and Bute",2001,527,40
"S01000724","Argyll and Bute",2001,862,85
"S01000725","Argyll and Bute",2001,633,62
"S01000726","Argyll and Bute",2001,821,90
"S01000727","Argyll and Bute",2001,814,101
"S01000728","Argyll and Bute",2001,768,72
"S01000729","Argyll and Bute",2001,542,48
"S01000730","Argyll and Bute",2001,407,32
"S01000731","Argyll and Bute",2001,547,92
"S01000732","Argyll and Bute",2001,779,129
"S01000733","Argyll and Bute",2001,732,112
"S01000734","Argyll and Bute",2001,851,84
"S01000735","Argyll and Bute",2001,445,55
"S01000736","Argyll and Bute",2001,720,74
"S01000737","Argyll and Bute",2001,511,64
"S01000738","Argyll and Bute",2001,579,55
"S01000739","Argyll and Bute",2001,759,52
"S01000740","Argyll and Bute",2001,902,77
"S01000741","Argyll and Bute",2001,806,89
"S01000742","Argyll and Bute",2001,651,52
"S01000743","Argyll and Bute",2001,726,76
"S01000744","Argyll and Bute",2001,733,80
"S01000745","Argyll and Bute",2001,681,60
"S01000746","Argyll and Bute",2001,904,121
"S01000747","Argyll and Bute",2001,568,65
"S01000748","Argyll and Bute",2001,514,104
"S01000749","Argyll and Bute",2001,791,117
"S01000750","Argyll and Bute",2001,694,80
"S01000751","Argyll and Bute",2001,713,54
"S01000752","Argyll and Bute",2001,992,150
"S01000753","Argyll and Bute",2001,646,58
"S01000754","Argyll and Bute",2001,650,80
"S01000755","Argyll and Bute",2001,829,54
"S01000756","Argyll and Bute",2001,1290,163
"S01000757","Argyll and Bute",2001,838,101
"S01000758","Argyll and Bute",2001,1174,63
"S01000759","Argyll and Bute",2001,861,101
"S01000760","Argyll and Bute",2001,565,38
"S01000761","Argyll and Bute",2001,600,63
"S01000762","Argyll and Bute",2001,670,38
"S01000763","Argyll and Bute",2001,861,45
"S01000764","Argyll and Bute",2001,707,38
"S01000765","Argyll and Bute",2001,1123,34
"S01000766","Argyll and Bute",2001,934,125
"S01000767","Argyll and Bute",2001,596,82
"S01000768","Argyll and Bute",2001,826,87
"S01000769","Argyll and Bute",2001,956,105
"S01000770","Argyll and Bute",2001,730,81
"S01000771","Argyll and Bute",2001,983,55
"S01000772","Argyll and Bute",2001,652,41
"S01000773","Argyll and Bute",2001,962,118
"S01000774","Argyll and Bute",2001,857,40
"S01000775","Argyll and Bute",2001,859,113
"S01000776","Argyll and Bute",2001,620,19
"S01000777","Argyll and Bute",2001,555,26
"S01000778","Argyll and Bute",2001,464,23
"S01000779","Argyll and Bute",2001,793,56
"S01000780","Argyll and Bute",2001,931,94
"S01000781","Argyll and Bute",2001,877,43
"S01000782","Argyll and Bute",2001,712,28
"S01000783","Argyll and Bute",2001,506,38
"S01000784","Argyll and Bute",2001,871,52
"S01000785","Argyll and Bute",2001,734,80
"S01000786","Argyll and Bute",2001,784,67
"S01000787","Argyll and Bute",2001,526,48
"S01000788","Argyll and Bute",2001,705,54
"S01000789","Argyll and Bute",2001,943,79
"S01000790","Argyll and Bute",2001,642,56
"S01000791","Argyll and Bute",2001,630,44
"S01000792","Argyll and Bute",2001,690,50
"S01000793","Argyll and Bute",2001,812,119
"S01000794","Argyll and Bute",2001,998,88
"S01000795","Argyll and Bute",2001,883,71
"S01000796","Argyll and Bute",2001,485,37
"S01000797","Argyll and Bute",2001,476,38
"S01000798","Argyll and Bute",2001,535,55
"S01000799","Argyll and Bute",2001,2889,38
"S01000800","Argyll and Bute",2001,1168,136
"S01000801","Argyll and Bute",2001,639,41
"S01000802","Argyll and Bute",2001,754,62
"S01000803","Argyll and Bute",2001,1294,90
"S01000804","Argyll and Bute",2001,985,72
"S01000805","Argyll and Bute",2001,822,79
"S01000806","Argyll and Bute",2001,982,83
"S01000807","Argyll and Bute",2001,1089,70
"S01000808","Argyll and Bute",2001,892,53
"S01000809","Argyll and Bute",2001,553,36
"S01000810","Argyll and Bute",2001,797,53
"S01000811","Argyll and Bute",2001,1036,50
"S01000812","Argyll and Bute",2001,1214,211
"S01000813","Argyll and Bute",2001,994,40
"S01000814","Argyll and Bute",2001,919,68
"S01000815","Argyll and Bute",2001,544,67
"S01000816","Argyll and Bute",2001,584,65
"S01000817","Argyll and Bute",2001,918,72
"S01000818","Argyll and Bute",2001,805,42
"S01000819","Argyll and Bute",2001,812,70
"S01000820","Argyll and Bute",2001,573,45
"S01000821","Argyll and Bute",2001,883,58
"S01000822","Argyll and Bute",2001,554,37
"S01000823","Argyll and Bute",2001,788,44
"S01000824","Argyll and Bute",2001,684,65
"S01000825","Argyll and Bute",2001,698,43
"S01000826","Argyll and Bute",2001,730,90
"S01000827","Argyll and Bute",2001,894,64
"S01000828","Argyll and Bute",2001,1184,88
"S01000829","Argyll and Bute",2001,1045,85
"S01000830","Argyll and Bute",2001,715,51
"S01000831","Argyll and Bute",2001,882,64
"S01000832","Argyll and Bute",2001,1211,68
"S01000833","Clackmannanshire",2001,867,84
"S01000834","Clackmannanshire",2001,1081,156
"S01000835","Clackmannanshire",2001,702,94
"S01000836","Clackmannanshire",2001,1004,141
"S01000837","Clackmannanshire",2001,973,140
"S01000838","Clackmannanshire",2001,723,63
"S01000839","Clackmannanshire",2001,1389,131
"S01000840","Clackmannanshire",2001,963,151
"S01000841","Clackmannanshire",2001,970,130
"S01000842","Clackmannanshire",2001,834,69
"S01000843","Clackmannanshire",2001,1082,83
"S01000844","Clackmannanshire",2001,832,99
"S01000845","Clackmannanshire",2001,573,42
"S01000846","Clackmannanshire",2001,739,121
"S01000847","Clackmannanshire",2001,1126,154
"S01000848","Clackmannanshire",2001,699,52
"S01000849","Clackmannanshire",2001,539,60
"S01000850","Clackmannanshire",2001,657,113
"S01000851","Clackmannanshire",2001,686,44
"S01000852","Clackmannanshire",2001,863,106
"S01000853","Clackmannanshire",2001,553,80
"S01000854","Clackmannanshire",2001,933,129
"S01000855","Clackmannanshire",2001,778,73
"S01000856","Clackmannanshire",2001,626,100
"S01000857","Clackmannanshire",2001,614,60
"S01000858","Clackmannanshire",2001,937,53
"S01000859","Clackmannanshire",2001,1071,137
"S01000860","Clackmannanshire",2001,1038,147
"S01000861","Clackmannanshire",2001,656,80
"S01000862","Clackmannanshire",2001,559,41
"S01000863","Clackmannanshire",2001,603,75
"S01000864","Clackmannanshire",2001,1328,96
"S01000865","Clackmannanshire",2001,902,100
"S01000866","Clackmannanshire",2001,944,149
"S01000867","Clackmannanshire",2001,862,159
"S01000868","Clackmannanshire",2001,718,116
"S01000869","Clackmannanshire",2001,566,73
"S01000870","Clackmannanshire",2001,1016,125
"S01000871","Clackmannanshire",2001,975,93
"S01000872","Clackmannanshire",2001,810,85
"S01000873","Clackmannanshire",2001,7852,1039
"S01000874","Clackmannanshire",2001,724,78
"S01000875","Clackmannanshire",2001,1501,182
"S01000876","Clackmannanshire",2001,744,68
"S01000877","Clackmannanshire",2001,741,97
"S01000878","Clackmannanshire",2001,796,41
"S01000879","Clackmannanshire",2001,876,53
"S01000880","Clackmannanshire",2001,778,49
"S01000881","Clackmannanshire",2001,703,94
"S01000882","Clackmannanshire",2001,939,95
"S01000883","Clackmannanshire",2001,923,59
"S01000884","Clackmannanshire",2001,736,68
"S01000885","Clackmannanshire",2001,524,22
"S01000886","Clackmannanshire",2001,734,61
"S01000887","Clackmannanshire",2001,781,48
"S01000888","Clackmannanshire",2001,724,83
"S01000889","Clackmannanshire",2001,796,90
"S01000890","Clackmannanshire",2001,796,96
"S01000891","Clackmannanshire",2001,925,70
"S01000892","Clackmannanshire",2001,586,25
"S01000893","Clackmannanshire",2001,730,32
"S01000894","Clackmannanshire",2001,523,28
"S01000895","Clackmannanshire",2001,900,58
"S01000896","Clackmannanshire",2001,485,28
"S01000897","Dumfries and Galloway",2001,685,89
"S01000898","Dumfries and Galloway",2001,576,63
"S01000899","Dumfries and Galloway",2001,867,104
"S01000900","Dumfries and Galloway",2001,657,68
"S01000901","Dumfries and Galloway",2001,675,77
"S01000902","Dumfries and Galloway",2001,979,67
"S01000903","Dumfries and Galloway",2001,1252,163
"S01000904","Dumfries and Galloway",2001,903,94
"S01000905","Dumfries and Galloway",2001,701,57
"S01000906","Dumfries and Galloway",2001,565,64
"S01000907","Dumfries and Galloway",2001,773,80
"S01000908","Dumfries and Galloway",2001,773,60
"S01000909","Dumfries and Galloway",2001,934,69
"S01000910","Dumfries and Galloway",2001,870,79
"S01000911","Dumfries and Galloway",2001,966,75
"S01000912","Dumfries and Galloway",2001,754,67
"S01000913","Dumfries and Galloway",2001,722,62
"S01000914","Dumfries and Galloway",2001,855,74
"S01000915","Dumfries and Galloway",2001,1171,126
"S01000916","Dumfries and Galloway",2001,991,106
"S01000917","Dumfries and Galloway",2001,683,61
"S01000918","Dumfries and Galloway",2001,825,83
"S01000919","Dumfries and Galloway",2001,617,69
"S01000920","Dumfries and Galloway",2001,505,26
"S01000921","Dumfries and Galloway",2001,738,85
"S01000922","Dumfries and Galloway",2001,981,60
"S01000923","Dumfries and Galloway",2001,871,84
"S01000924","Dumfries and Galloway",2001,841,75
"S01000925","Dumfries and Galloway",2001,1310,107
"S01000926","Dumfries and Galloway",2001,874,124
"S01000927","Dumfries and Galloway",2001,1010,120
"S01000928","Dumfries and Galloway",2001,979,94
"S01000929","Dumfries and Galloway",2001,511,57
"S01000930","Dumfries and Galloway",2001,729,111
"S01000931","Dumfries and Galloway",2001,708,61
"S01000932","Dumfries and Galloway",2001,1059,104
"S01000933","Dumfries and Galloway",2001,1091,116
"S01000934","Dumfries and Galloway",2001,931,145
"S01000935","Dumfries and Galloway",2001,808,83
"S01000936","Dumfries and Galloway",2001,926,94
"S01000937","Dumfries and Galloway",2001,586,59
"S01000938","Dumfries and Galloway",2001,846,91
"S01000939","Dumfries and Galloway",2001,740,88
"S01000940","Dumfries and Galloway",2001,974,105
"S01000941","Dumfries and Galloway",2001,542,73
"S01000942","Dumfries and Galloway",2001,1080,107
"S01000943","Dumfries and Galloway",2001,845,49
"S01000944","Dumfries and Galloway",2001,917,91
"S01000945","Dumfries and Galloway",2001,760,78
"S01000946","Dumfries and Galloway",2001,946,87
"S01000947","Dumfries and Galloway",2001,881,112
"S01000948","Dumfries and Galloway",2001,904,65
"S01000949","Dumfries and Galloway",2001,740,63
"S01000950","Dumfries and Galloway",2001,940,95
"S01000951","Dumfries and Galloway",2001,816,91
"S01000952","Dumfries and Galloway",2001,807,74
"S01000953","Dumfries and Galloway",2001,1126,78
"S01000954","Dumfries and Galloway",2001,1221,88
"S01000955","Dumfries and Galloway",2001,527,41
"S01000956","Dumfries and Galloway",2001,858,96
"S01000957","Dumfries and Galloway",2001,511,45
"S01000958","Dumfries and Galloway",2001,827,69
"S01000959","Dumfries and Galloway",2001,688,58
"S01000960","Dumfries and Galloway",2001,554,81
"S01000961","Dumfries and Galloway",2001,1065,84
"S01000962","Dumfries and Galloway",2001,827,97
"S01000963","Dumfries and Galloway",2001,850,107
"S01000964","Dumfries and Galloway",2001,1014,82
"S01000965","Dumfries and Galloway",2001,665,55
"S01000966","Dumfries and Galloway",2001,1080,128
"S01000967","Dumfries and Galloway",2001,576,85
"S01000968","Dumfries and Galloway",2001,956,70
"S01000969","Dumfries and Galloway",2001,849,109
"S01000970","Dumfries and Galloway",2001,793,96
"S01000971","Dumfries and Galloway",2001,685,64
"S01000972","Dumfries and Galloway",2001,977,58
"S01000973","Dumfries and Galloway",2001,592,44
"S01000974","Dumfries and Galloway",2001,1122,94
"S01000975","Dumfries and Galloway",2001,646,41
"S01000976","Dumfries and Galloway",2001,494,48
"S01000977","Dumfries and Galloway",2001,960,82
"S01000978","Dumfries and Galloway",2001,755,59
"S01000979","Dumfries and Galloway",2001,828,65
"S01000980","Dumfries and Galloway",2001,752,103
"S01000981","Dumfries and Galloway",2001,830,58
"S01000982","Dumfries and Galloway",2001,595,86
"S01000983","Dumfries and Galloway",2001,559,72
"S01000984","Dumfries and Galloway",2001,800,71
"S01000985","Dumfries and Galloway",2001,710,71
"S01000986","Dumfries and Galloway",2001,922,94
"S01000987","Dumfries and Galloway",2001,627,48
"S01000988","Dumfries and Galloway",2001,665,55
"S01000989","Dumfries and Galloway",2001,833,47
"S01000990","Dumfries and Galloway",2001,884,124
"S01000991","Dumfries and Galloway",2001,507,39
"S01000992","Dumfries and Galloway",2001,1028,154
"S01000993","Dumfries and Galloway",2001,897,109
"S01000994","Dumfries and Galloway",2001,1031,127
"S01000995","Dumfries and Galloway",2001,831,14
"S01000996","Dumfries and Galloway",2001,1262,166
"S01000997","Dumfries and Galloway",2001,992,62
"S01000998","Dumfries and Galloway",2001,744,89
"S01000999","Dumfries and Galloway",2001,696,30
"S01001000","Dumfries and Galloway",2001,531,57
"S01001001","Dumfries and Galloway",2001,723,50
"S01001002","Dumfries and Galloway",2001,673,21
"S01001003","Dumfries and Galloway",2001,929,63
"S01001004","Dumfries and Galloway",2001,653,56
"S01001005","Dumfries and Galloway",2001,895,49
"S01001006","Dumfries and Galloway",2001,771,44
"S01001007","Dumfries and Galloway",2001,1088,125
"S01001008","Dumfries and Galloway",2001,737,54
"S01001009","Dumfries and Galloway",2001,614,43
"S01001010","Dumfries and Galloway",2001,1010,151
"S01001011","Dumfries and Galloway",2001,617,51
"S01001012","Dumfries and Galloway",2001,845,45
"S01001013","Dumfries and Galloway",2001,893,69
"S01001014","Dumfries and Galloway",2001,794,83
"S01001015","Dumfries and Galloway",2001,613,95
"S01001016","Dumfries and Galloway",2001,956,101
"S01001017","Dumfries and Galloway",2001,895,106
"S01001018","Dumfries and Galloway",2001,913,129
"S01001019","Dumfries and Galloway",2001,1062,155
"S01001020","Dumfries and Galloway",2001,523,56
"S01001021","Dumfries and Galloway",2001,1116,115
"S01001022","Dumfries and Galloway",2001,980,99
"S01001023","Dumfries and Galloway",2001,986,71
"S01001024","Dumfries and Galloway",2001,2106,236
"S01001025","Dumfries and Galloway",2001,1019,57
"S01001026","Dumfries and Galloway",2001,998,59
"S01001027","Dumfries and Galloway",2001,964,86
"S01001028","Dumfries and Galloway",2001,783,108
"S01001029","Dumfries and Galloway",2001,995,105
"S01001030","Dumfries and Galloway",2001,741,35
"S01001031","Dumfries and Galloway",2001,949,89
"S01001032","Dumfries and Galloway",2001,733,92
"S01001033","Dumfries and Galloway",2001,716,65
"S01001034","Dumfries and Galloway",2001,823,105
"S01001035","Dumfries and Galloway",2001,543,51
"S01001036","Dumfries and Galloway",2001,641,66
"S01001037","Dumfries and Galloway",2001,879,122
"S01001038","Dumfries and Galloway",2001,801,50
"S01001039","Dumfries and Galloway",2001,549,51
"S01001040","Dumfries and Galloway",2001,613,33
"S01001041","Dumfries and Galloway",2001,828,56
"S01001042","Dumfries and Galloway",2001,1193,55
"S01001043","Dumfries and Galloway",2001,699,43
"S01001044","Dumfries and Galloway",2001,991,80
"S01001045","Dumfries and Galloway",2001,775,56
"S01001046","Dumfries and Galloway",2001,617,73
"S01001047","Dumfries and Galloway",2001,796,68
"S01001048","Dumfries and Galloway",2001,624,49
"S01001049","Dumfries and Galloway",2001,689,72
"S01001050","Dumfries and Galloway",2001,942,85
"S01001051","Dumfries and Galloway",2001,694,90
"S01001052","Dumfries and Galloway",2001,567,52
"S01001053","Dumfries and Galloway",2001,800,76
"S01001054","Dumfries and Galloway",2001,666,41
"S01001055","Dumfries and Galloway",2001,862,89
"S01001056","Dumfries and Galloway",2001,747,64
"S01001057","Dumfries and Galloway",2001,667,66
"S01001058","Dumfries and Galloway",2001,771,82
"S01001059","Dumfries and Galloway",2001,634,29
"S01001060","Dumfries and Galloway",2001,766,61
"S01001061","Dumfries and Galloway",2001,790,69
"S01001062","Dumfries and Galloway",2001,547,26
"S01001063","Dumfries and Galloway",2001,891,72
"S01001064","Dumfries and Galloway",2001,773,57
"S01001065","Dumfries and Galloway",2001,922,58
"S01001066","Dumfries and Galloway",2001,732,63
"S01001067","Dumfries and Galloway",2001,777,70
"S01001068","Dumfries and Galloway",2001,857,81
"S01001069","Dumfries and Galloway",2001,871,62
"S01001070","Dumfries and Galloway",2001,973,84
"S01001071","Dumfries and Galloway",2001,667,45
"S01001072","Dumfries and Galloway",2001,761,66
"S01001073","Dumfries and Galloway",2001,1324,123
"S01001074","Dumfries and Galloway",2001,511,35
"S01001075","Dumfries and Galloway",2001,847,105
"S01001076","Dumfries and Galloway",2001,932,78
"S01001077","Dumfries and Galloway",2001,869,83
"S01001078","Dumfries and Galloway",2001,946,75
"S01001079","Dumfries and Galloway",2001,679,37
"S01001080","Dumfries and Galloway",2001,600,56
"S01001081","Dumfries and Galloway",2001,788,79
"S01001082","Dumfries and Galloway",2001,883,86
"S01001083","Dumfries and Galloway",2001,798,65
"S01001084","Dumfries and Galloway",2001,894,69
"S01001085","Dumfries and Galloway",2001,873,84
"S01001086","Dumfries and Galloway",2001,743,129
"S01001087","Dumfries and Galloway",2001,524,100
"S01001088","Dumfries and Galloway",2001,984,132
"S01001089","Dumfries and Galloway",2001,1261,177
"S01001090","Dundee City",2001,1124,65
"S01001091","Dundee City",2001,662,48
