"dz_2001","la_name","year","total","not_good"
"S01001271","East Ayrshire",2001,919,156
"S01001272","East Ayrshire",2001,949,175
"S01001273","East Ayrshire",2001,701,152
"S01001274","East Ayrshire",2001,734,103
"S01001275","East Ayrshire",2001,702,114
"S01001276","East Ayrshire",2001,878,63
"S01001277","East Ayrshire",2001,1013,155
"S01001278","East Ayrshire",2001,503,49
"S01001279","East Ayrshire",2001,866,99
"S01001280","East Ayrshire",2001,608,86
"S01001281","East Ayrshire",2001,835,152
"S01001282","East Ayrshire",2001,735,90
"S01001283","East Ayrshire",2001,610,53
"S01001284","East Ayrshire",2001,889,109
"S01001285","East Ayrshire",2001,835,103
"S01001286","East Ayrshire",2001,528,55
"S01001287","East Ayrshire",2001,901,99
"S01001288","East Ayrshire",2001,1063,171
"S01001289","East Ayrshire",2001,629,76
"S01001290","East Ayrshire",2001,549,82
"S01001291","East Ayrshire",2001,421,44
"S01001292","East Ayrshire",2001,948,94
"S01001293","East Ayrshire",2001,787,119
"S01001294","East Ayrshire",2001,769,97
"S01001295","East Ayrshire",2001,905,139
"S01001296","East Ayrshire",2001,840,108
"S01001297","East Ayrshire",2001,982,84
"S01001298","East Ayrshire",2001,909,139
"S01001299","East Ayrshire",2001,943,110
"S01001300","East Ayrshire",2001,1784,153
"S01001301","East Ayrshire",2001,632,75
"S01001302","East Ayrshire",2001,823,57
"S01001303","East Ayrshire",2001,838,61
"S01001304","East Ayrshire",2001,2144,116
"S01001305","East Ayrshire",2001,693,79
"S01001306","East Ayrshire",2001,701,112
"S01001307","East Ayrshire",2001,1055,147
"S01001308","East Ayrshire",2001,1167,176
"S01001309","East Ayrshire",2001,706,142
"S01001310","East Ayrshire",2001,747,104
"S01001311","East Ayrshire",2001,606,73
"S01001312","East Ayrshire",2001,774,120
"S01001313","East Ayrshire",2001,941,133
"S01001314","East Ayrshire",2001,910,87
"S01001315","East Ayrshire",2001,961,69
"S01001316","East Ayrshire",2001,981,178
"S01001317","East Ayrshire",2001,1133,87
"S01001318","East Ayrshire",2001,553,50
"S01001319","East Ayrshire",2001,797,178
"S01001320","East Ayrshire",2001,935,112
"S01001321","East Ayrshire",2001,545,38
"S01001322","East Ayrshire",2001,822,88
"S01001323","East Ayrshire",2001,623,73
"S01001324","East Ayrshire",2001,946,117
"S01001325","East Ayrshire",2001,731,72
"S01001326","East Ayrshire",2001,985,97
"S01001327","East Ayrshire",2001,775,89
"S01001328","East Ayrshire",2001,823,95
"S01001329","East Ayrshire",2001,603,74
"S01001330","East Ayrshire",2001,1200,43
"S01001331","East Ayrshire",2001,1026,105
"S01001332","East Ayrshire",2001,908,99
"S01001333","East Ayrshire",2001,860,134
"S01001334","East Ayrshire",2001,881,88
"S01001335","East Ayrshire",2001,985,136
"S01001336","East Ayrshire",2001,920,91
"S01001337","East Ayrshire",2001,772,47
"S01001338","East Ayrshire",2001,990,129
"S01001339","East Ayrshire",2001,921,93
"S01001340","East Ayrshire",2001,778,64
"S01001341","East Ayrshire",2001,920,131
"S01001342","East Ayrshire",2001,1137,158
"S01001343","East Ayrshire",2001,990,117
"S01001344","East Ayrshire",2001,833,51
"S01001345","East Ayrshire",2001,623,89
"S01001346","East Ayrshire",2001,694,34
"S01001347","East Ayrshire",2001,813,32
"S01001348","East Ayrshire",2001,904,125
"S01001349","East Ayrshire",2001,1617,168
"S01001350","East Ayrshire",2001,730,105
"S01001351","East Ayrshire",2001,504,31
"S01001352","East Ayrshire",2001,878,84
"S01001353","East Ayrshire",2001,1529,48
"S01001354","East Ayrshire",2001,908,127
"S01001355","East Ayrshire",2001,931,78
"S01001356","East Ayrshire",2001,635,41
"S01001357","East Ayrshire",2001,822,123
"S01001358","East Ayrshire",2001,989,118
"S01001359","East Ayrshire",2001,747,55
"S01001360","East Ayrshire",2001,947,108
"S01001361","East Ayrshire",2001,800,68
"S01001362","East Ayrshire",2001,622,33
"S01001363","East Ayrshire",2001,744,74
"S01001364","East Ayrshire",2001,1174,140
"S01001365","East Ayrshire",2001,644,75
"S01001366","East Ayrshire",2001,969,64
"S01001367","East Ayrshire",2001,725,82
"S01001368","East Ayrshire",2001,1304,85
"S01001369","East Ayrshire",2001,1395,177
"S01001370","East Ayrshire",2001,905,69
"S01001371","East Ayrshire",2001,711,113
"S01001372","East Ayrshire",2001,773,56
"S01001373","East Ayrshire",2001,791,96
"S01001374","East Ayrshire",2001,601,33
"S01001375","East Ayrshire",2001,674,35
"S01001376","East Ayrshire",2001,1171,146
"S01001377","East Ayrshire",2001,805,107
"S01001378","East Ayrshire",2001,600,51
"S01001379","East Ayrshire",2001,998,104
"S01001380","East Ayrshire",2001,825,126
"S01001381","East Ayrshire",2001,858,88
"S01001382","East Ayrshire",2001,719,145
"S01001383","East Ayrshire",2001,683,87
"S01001384","East Ayrshire",2001,950,112
"S01001385","East Ayrshire",2001,785,93
"S01001386","East Ayrshire",2001,872,108
"S01001387","East Ayrshire",2001,1042,97
"S01001388","East Ayrshire",2001,1294,209
"S01001389","East Ayrshire",2001,709,71
"S01001390","East Ayrshire",2001,854,63
"S01001391","East Ayrshire",2001,828,65
"S01001392","East Ayrshire",2001,663,85
"S01001393","East Ayrshire",2001,550,35
"S01001394","East Ayrshire",2001,545,45
"S01001395","East Ayrshire",2001,964,60
"S01001396","East Ayrshire",2001,777,80
"S01001397","East Ayrshire",2001,827,100
"S01001398","East Ayrshire",2001,916,54
"S01001399","East Ayrshire",2001,902,114
"S01001400","East Ayrshire",2001,927,114
"S01001401","East Ayrshire",2001,699,77
"S01001402","East Ayrshire",2001,928,35
"S01001403","East Ayrshire",2001,1478,25
"S01001404","East Ayrshire",2001,610,23
"S01001405","East Ayrshire",2001,1197,27
"S01001406","East Ayrshire",2001,2795,156
"S01001407","East Ayrshire",2001,1058,74
"S01001408","East Ayrshire",2001,848,86
"S01001409","East Ayrshire",2001,908,76
"S01001410","East Ayrshire",2001,1058,96
"S01001411","East Ayrshire",2001,578,27
"S01001412","East Ayrshire",2001,946,93
"S01001413","East Ayrshire",2001,893,26
"S01001414","East Ayrshire",2001,668,95
"S01001415","East Ayrshire",2001,919,115
"S01001416","East Ayrshire",2001,685,68
"S01001417","East Ayrshire",2001,1034,50
"S01001418","East Ayrshire",2001,944,55
"S01001419","East Ayrshire",2001,746,58
"S01001420","East Ayrshire",2001,1543,65
"S01001421","East Ayrshire",2001,1281,96
"S01001422","East Ayrshire",2001,549,30
"S01001422","East Renfrewshire",2001,179,15
"S01001423","East Dunbartonshire",2001,999,72
"S01001424","East Dunbartonshire",2001,1202,202
"S01001425","East Dunbartonshire",2001,1516,182
"S01001426","East Dunbartonshire",2001,980,88
"S01001427","East Dunbartonshire",2001,930,49
"S01001428","East Dunbartonshire",2001,1014,112
"S01001429","East Dunbartonshire",2001,616,101
"S01001430","East Dunbartonshire",2001,985,75
"S01001431","East Dunbartonshire",2001,1027,64
"S01001432","East Dunbartonshire",2001,964,56
"S01001433","East Dunbartonshire",2001,917,54
"S01001434","East Dunbartonshire",2001,974,71
"S01001435","East Dunbartonshire",2001,1007,77
"S01001436","East Dunbartonshire",2001,990,39
"S01001437","East Dunbartonshire",2001,1124,72
"S01001438","East Dunbartonshire",2001,620,40
"S01001439","East Dunbartonshire",2001,784,57
"S01001440","East Dunbartonshire",2001,980,68
"S01001441","East Dunbartonshire",2001,829,78
"S01001442","East Dunbartonshire",2001,744,42
"S01001443","East Dunbartonshire",2001,954,80
"S01001444","East Dunbartonshire",2001,1015,48
"S01001445","East Dunbartonshire",2001,749,50
"S01001446","East Dunbartonshire",2001,1088,113
"S01001447","East Dunbartonshire",2001,1527,295
"S01001448","East Dunbartonshire",2001,805,55
"S01001449","East Dunbartonshire",2001,602,34
"S01001450","East Dunbartonshire",2001,805,65
"S01001451","East Dunbartonshire",2001,702,46
"S01001452","East Dunbartonshire",2001,797,44
"S01001453","East Dunbartonshire",2001,886,39
"S01001454","East Dunbartonshire",2001,1153,63
"S01001455","East Dunbartonshire",2001,798,74
"S01001456","East Dunbartonshire",2001,659,43
"S01001457","East Dunbartonshire",2001,930,59
"S01001458","East Dunbartonshire",2001,974,50
"S01001459","East Dunbartonshire",2001,918,45
"S01001460","East Dunbartonshire",2001,706,49
"S01001461","East Dunbartonshire",2001,915,50
"S01001462","East Dunbartonshire",2001,914,61
"S01001463","East Dunbartonshire",2001,565,37
"S01001464","East Dunbartonshire",2001,1063,55
"S01001465","East Dunbartonshire",2001,980,44
"S01001466","East Dunbartonshire",2001,775,49
"S01001467","East Dunbartonshire",2001,898,32
"S01001468","East Dunbartonshire",2001,653,29
"S01001469","East Dunbartonshire",2001,835,34
"S01001470","East Dunbartonshire",2001,1009,21
"S01001471","East Dunbartonshire",2001,747,23
"S01001472","East Dunbartonshire",2001,876,70
"S01001473","East Dunbartonshire",2001,807,52
"S01001474","East Dunbartonshire",2001,1194,158
"S01001475","East Dunbartonshire",2001,579,27
"S01001476","East Dunbartonshire",2001,1063,53
"S01001477","East Dunbartonshire",2001,1060,40
"S01001478","East Dunbartonshire",2001,695,36
"S01001479","East Dunbartonshire",2001,832,94
"S01001480","East Dunbartonshire",2001,532,36
"S01001481","East Dunbartonshire",2001,998,52
"S01001482","East Dunbartonshire",2001,772,77
"S01001483","East Dunbartonshire",2001,1019,36
"S01001484","East Dunbartonshire",2001,855,50
"S01001485","East Dunbartonshire",2001,731,35
"S01001486","East Dunbartonshire",2001,848,108
"S01001487","East Dunbartonshire",2001,678,102
"S01001488","East Dunbartonshire",2001,941,61
"S01001489","East Dunbartonshire",2001,949,49
"S01001490","East Dunbartonshire",2001,881,92
"S01001491","East Dunbartonshire",2001,1101,59
"S01001492","East Dunbartonshire",2001,1003,121
"S01001493","East Dunbartonshire",2001,841,48
"S01001494","East Dunbartonshire",2001,988,140
"S01001495","East Dunbartonshire",2001,612,43
"S01001496","East Dunbartonshire",2001,1027,63
"S01001497","East Dunbartonshire",2001,924,115
"S01001498","East Dunbartonshire",2001,770,35
"S01001499","East Dunbartonshire",2001,1038,73
"S01001500","East Dunbartonshire",2001,733,95
"S01001501","East Dunbartonshire",2001,834,54
"S01001502","East Dunbartonshire",2001,912,69
"S01001503","East Dunbartonshire",2001,911,47
"S01001504","East Dunbartonshire",2001,932,139
"S01001505","East Dunbartonshire",2001,1018,81
"S01001506","East Dunbartonshire",2001,591,54
"S01001507","East Dunbartonshire",2001,962,43
"S01001508","East Dunbartonshire",2001,1005,36
"S01001509","East Dunbartonshire",2001,1117,148
"S01001510","East Dunbartonshire",2001,594,84
"S01001511","East Dunbartonshire",2001,624,27
"S01001512","East Dunbartonshire",2001,1098,154
"S01001513","East Dunbartonshire",2001,1022,142
"S01001514","East Dunbartonshire",2001,836,72
"S01001515","East Dunbartonshire",2001,729,37
"S01001516","East Dunbartonshire",2001,1047,154
"S01001517","East Dunbartonshire",2001,1023,153
"S01001518","East Dunbartonshire",2001,1014,110
"S01001519","East Dunbartonshire",2001,955,57
"S01001520","East Dunbartonshire",2001,712,85
"S01001521","East Dunbartonshire",2001,1027,72
"S01001522","East Dunbartonshire",2001,1317,194
"S01001523","East Dunbartonshire",2001,1034,30
"S01001524","East Dunbartonshire",2001,963,114
"S01001525","East Dunbartonshire",2001,844,99
"S01001526","East Dunbartonshire",2001,645,39
"S01001527","East Dunbartonshire",2001,865,62
"S01001528","East Dunbartonshire",2001,1014,51
"S01001529","East Dunbartonshire",2001,859,92
"S01001530","East Dunbartonshire",2001,883,97
"S01001531","East Dunbartonshire",2001,1181,172
"S01001532","East Dunbartonshire",2001,587,36
"S01001533","East Dunbartonshire",2001,927,43
"S01001534","East Dunbartonshire",2001,705,36
"S01001535","East Dunbartonshire",2001,991,58
"S01001536","East Dunbartonshire",2001,842,121
"S01001537","East Dunbartonshire",2001,797,110
"S01001538","East Dunbartonshire",2001,892,46
"S01001539","East Dunbartonshire",2001,1052,94
"S01001540","East Dunbartonshire",2001,838,20
"S01001541","East Dunbartonshire",2001,878,65
"S01001542","East Dunbartonshire",2001,740,47
"S01001543","East Dunbartonshire",2001,762,47
"S01001544","East Dunbartonshire",2001,1112,112
"S01001545","East Dunbartonshire",2001,1035,44
"S01001546","East Dunbartonshire",2001,1230,172
"S01001547","East Dunbartonshire",2001,938,168
"S01001548","East Dunbartonshire",2001,1003,51
"S01001549","East Dunbartonshire",2001,1544,123
"S01001550","East Lothian",2001,979,57
"S01001551","East Lothian",2001,1013,69
"S01001552","East Lothian",2001,1043,67
"S01001553","East Lothian",2001,809,45
"S01001554","East Lothian",2001,993,73
"S01001555","East Lothian",2001,781,99
"S01001556","East Lothian",2001,925,60
"S01001557","East Lothian",2001,1056,87
"S01001558","East Lothian",2001,964,92
"S01001559","East Lothian",2001,514,61
"S01001560","East Lothian",2001,669,82
"S01001561","East Lothian",2001,1220,74
"S01001562","East Lothian",2001,1712,205
"S01001563","East Lothian",2001,638,47
"S01001564","East Lothian",2001,582,48
"S01001565","East Lothian",2001,774,100
"S01001566","East Lothian",2001,916,51
"S01001567","East Lothian",2001,962,36
"S01001568","East Lothian",2001,818,27
"S01001569","East Lothian",2001,833,27
"S01001570","East Lothian",2001,799,11
"S01001571","East Lothian",2001,752,105
"S01001572","East Lothian",2001,581,33
"S01001573","East Lothian",2001,1004,50
"S01001574","East Lothian",2001,924,114
"S01001575","East Lothian",2001,780,59
"S01001576","East Lothian",2001,593,88
"S01001577","East Lothian",2001,776,63
"S01001578","East Lothian",2001,689,60
"S01001579","East Lothian",2001,848,87
"S01001580","East Lothian",2001,601,58
"S01001581","East Lothian",2001,729,34
"S01001582","East Lothian",2001,991,112
"S01001583","East Lothian",2001,484,39
"S01001584","East Lothian",2001,1079,136
"S01001585","East Lothian",2001,875,135
"S01001586","East Lothian",2001,518,19
"S01001587","East Lothian",2001,823,117
"S01001588","East Lothian",2001,782,68
"S01001589","East Lothian",2001,784,89
"S01001590","East Lothian",2001,766,51
"S01001591","East Lothian",2001,629,90
"S01001592","East Lothian",2001,768,78
"S01001593","East Lothian",2001,880,78
"S01001594","East Lothian",2001,793,92
"S01001595","East Lothian",2001,733,72
"S01001596","East Lothian",2001,805,75
"S01001597","East Lothian",2001,702,64
"S01001598","East Lothian",2001,637,40
"S01001599","East Lothian",2001,990,122
"S01001600","East Lothian",2001,1043,137
"S01001601","East Lothian",2001,1261,97
"S01001602","East Lothian",2001,558,33
"S01001603","East Lothian",2001,880,86
"S01001604","East Lothian",2001,682,68
"S01001605","East Lothian",2001,790,74
"S01001606","East Lothian",2001,547,55
"S01001607","East Lothian",2001,2367,167
"S01001608","East Lothian",2001,900,57
"S01001609","East Lothian",2001,942,77
"S01001610","East Lothian",2001,678,78
"S01001611","East Lothian",2001,1072,50
"S01001612","East Lothian",2001,848,29
"S01001613","East Lothian",2001,861,104
"S01001614","East Lothian",2001,634,80
"S01001615","East Lothian",2001,774,68
"S01001616","East Lothian",2001,776,23
"S01001617","East Lothian",2001,714,98
"S01001618","East Lothian",2001,1054,94
"S01001619","East Lothian",2001,723,88
"S01001620","East Lothian",2001,924,169
"S01001621","East Lothian",2001,763,87
"S01001622","East Lothian",2001,907,88
"S01001623","East Lothian",2001,725,88
"S01001624","East Lothian",2001,1051,103
"S01001625","East Lothian",2001,756,105
"S01001626","East Lothian",2001,806,54
"S01001627","East Lothian",2001,1365,193
"S01001628","East Lothian",2001,585,49
"S01001629","East Lothian",2001,615,71
"S01001630","East Lothian",2001,548,67
"S01001631","East Lothian",2001,1075,114
"S01001632","East Lothian",2001,619,28
"S01001633","East Lothian",2001,941,34
"S01001634","East Lothian",2001,1045,37
"S01001635","East Lothian",2001,742,63
"S01001636","East Lothian",2001,575,24
"S01001637","East Lothian",2001,929,53
"S01001638","East Lothian",2001,883,105
"S01001639","East Lothian",2001,675,80
"S01001640","East Lothian",2001,873,29
"S01001641","East Lothian",2001,1282,90
"S01001642","East Lothian",2001,950,111
"S01001643","East Lothian",2001,762,53
"S01001644","East Lothian",2001,1750,117
"S01001645","East Lothian",2001,1085,98
"S01001646","East Lothian",2001,761,42
"S01001647","East Lothian",2001,782,64
"S01001648","East Lothian",2001,776,79
"S01001649","East Lothian",2001,937,120
"S01001650","East Lothian",2001,898,41
"S01001651","East Lothian",2001,1018,90
"S01001652","East Lothian",2001,997,49
"S01001653","East Lothian",2001,669,66
"S01001654","East Lothian",2001,837,55
"S01001655","East Lothian",2001,609,40
"S01001656","East Lothian",2001,1154,133
"S01001657","East Lothian",2001,512,29
"S01001658","East Lothian",2001,1053,54
"S01001659","East Lothian",2001,645,40
"S01001660","East Lothian",2001,652,27
"S01001661","East Lothian",2001,800,67
"S01001662","East Lothian",2001,769,71
"S01001663","East Lothian",2001,889,42
"S01001664","East Lothian",2001,543,24
"S01001665","East Lothian",2001,945,62
"S01001666","East Lothian",2001,612,41
"S01001667","East Lothian",2001,869,65
"S01001668","East Lothian",2001,692,48
"S01001669","East Lothian",2001,639,48
"S01001670","East Renfrewshire",2001,689,36
"S01001671","East Renfrewshire",2001,568,26
"S01001672","East Renfrewshire",2001,589,60
"S01001673","East Renfrewshire",2001,817,44
"S01001674","East Renfrewshire",2001,851,112
"S01001675","East Renfrewshire",2001,677,40
"S01001676","East Renfrewshire",2001,1791,182
"S01001677","East Renfrewshire",2001,835,30
"S01001678","East Renfrewshire",2001,1193,45
"S01001679","East Renfrewshire",2001,892,23
"S01001680","East Renfrewshire",2001,601,29
"S01001681","East Renfrewshire",2001,649,32
"S01001682","East Renfrewshire",2001,721,27
"S01001683","East Renfrewshire",2001,736,37
"S01001684","East Renfrewshire",2001,575,21
"S01001685","East Renfrewshire",2001,680,68
"S01001686","East Renfrewshire",2001,937,51
"S01001687","East Renfrewshire",2001,1134,104
"S01001688","East Renfrewshire",2001,838,35
"S01001689","East Renfrewshire",2001,886,40
"S01001690","East Renfrewshire",2001,789,58
"S01001691","East Renfrewshire",2001,819,40
"S01001692","East Renfrewshire",2001,848,89
"S01001693","East Renfrewshire",2001,808,26
"S01001694","East Renfrewshire",2001,1036,73
"S01001695","East Renfrewshire",2001,1000,55
"S01001696","East Renfrewshire",2001,762,41
"S01001697","East Renfrewshire",2001,988,82
"S01001698","East Renfrewshire",2001,523,39
"S01001699","East Renfrewshire",2001,666,18
"S01001700","East Renfrewshire",2001,1189,61
"S01001701","East Renfrewshire",2001,889,108
"S01001702","East Renfrewshire",2001,1164,189
"S01001703","East Renfrewshire",2001,979,35
"S01001704","East Renfrewshire",2001,1160,64
"S01001705","East Renfrewshire",2001,590,23
"S01001706","East Renfrewshire",2001,784,33
"S01001707","East Renfrewshire",2001,693,94
"S01001708","East Renfrewshire",2001,943,71
"S01001709","East Renfrewshire",2001,605,25
"S01001710","East Renfrewshire",2001,881,54
"S01001711","East Renfrewshire",2001,765,24
"S01001712","East Renfrewshire",2001,517,29
"S01001713","East Renfrewshire",2001,1205,57
"S01001714","East Renfrewshire",2001,707,36
"S01001715","East Renfrewshire",2001,1250,67
"S01001716","East Renfrewshire",2001,936,96
"S01001717","East Renfrewshire",2001,776,38
"S01001718","East Renfrewshire",2001,505,20
"S01001719","East Renfrewshire",2001,795,31
"S01001720","East Renfrewshire",2001,837,29
"S01001721","East Renfrewshire",2001,898,70
"S01001722","East Renfrewshire",2001,754,42
"S01001723","East Renfrewshire",2001,843,36
"S01001724","East Renfrewshire",2001,1065,169
"S01001725","East Renfrewshire",2001,844,112
"S01001726","East Renfrewshire",2001,662,27
"S01001727","East Renfrewshire",2001,1036,45
"S01001728","East Renfrewshire",2001,672,25
"S01001729","East Renfrewshire",2001,970,70
"S01001730","East Renfrewshire",2001,630,44
"S01001731","East Renfrewshire",2001,635,25
"S01001732","East Renfrewshire",2001,596,35
"S01001733","East Renfrewshire",2001,862,73
"S01001734","East Renfrewshire",2001,527,37
"S01001735","East Renfrewshire",2001,506,21
"S01001736","East Renfrewshire",2001,999,41
"S01001737","East Renfrewshire",2001,614,19
"S01001738","East Renfrewshire",2001,619,33
"S01001739","East Renfrewshire",2001,628,30
"S01001740","East Renfrewshire",2001,788,69
"S01001741","East Renfrewshire",2001,650,83
"S01001742","East Renfrewshire",2001,896,120
"S01001743","East Renfrewshire",2001,1279,179
"S01001744","East Renfrewshire",2001,616,32
"S01001745","East Renfrewshire",2001,830,58
"S01001746","East Renfrewshire",2001,1019,81
"S01001747","East Renfrewshire",2001,874,133
"S01001748","East Renfrewshire",2001,640,40
"S01001749","East Renfrewshire",2001,761,107
"S01001750","East Renfrewshire",2001,731,71
"S01001751","East Renfrewshire",2001,914,118
"S01001752","East Renfrewshire",2001,994,36
"S01001753","East Renfrewshire",2001,851,130
"S01001754","East Renfrewshire",2001,820,17
"S01001755","East Renfrewshire",2001,918,64
"S01001756","East Renfrewshire",2001,653,79
"S01001757","East Renfrewshire",2001,762,56
"S01001758","East Renfrewshire",2001,766,60
"S01001759","East Renfrewshire",2001,849,113
"S01001760","East Renfrewshire",2001,837,84
"S01001761","East Renfrewshire",2001,822,121
"S01001762","East Renfrewshire",2001,987,111
"S01001763","East Renfrewshire",2001,840,26
"S01001764","East Renfrewshire",2001,530,21
"S01001765","East Renfrewshire",2001,993,112
"S01001766","East Renfrewshire",2001,864,58
"S01001767","East Renfrewshire",2001,794,69
"S01001768","East Renfrewshire",2001,617,32
"S01001769","East Renfrewshire",2001,718,49
"S01001770","East Renfrewshire",2001,905,145
"S01001771","East Renfrewshire",2001,804,75
"S01001772","East Renfrewshire",2001,539,51
"S01001773","East Renfrewshire",2001,956,114
"S01001774","East Renfrewshire",2001,631,29
"S01001775","East Renfrewshire",2001,873,62
"S01001776","East Renfrewshire",2001,768,92
"S01001777","East Renfrewshire",2001,924,48
"S01001778","East Renfrewshire",2001,904,159
"S01001779","East Renfrewshire",2001,538,62
"S01001780","East Renfrewshire",2001,807,81
"S01001781","East Renfrewshire",2001,669,40
"S01001782","East Renfrewshire",2001,1129,66
"S01001783","East Renfrewshire",2001,638,99
"S01001784","East Renfrewshire",2001,587,64
"S01001785","East Renfrewshire",2001,679,29
"S01001786","East Renfrewshire",2001,629,58
"S01001787","East Renfrewshire",2001,642,43
"S01001788","East Renfrewshire",2001,874,55
"S01001789","East Renfrewshire",2001,753,107
"S01001790","City of Edinburgh",2001,762,35
"S01001791","City of Edinburgh",2001,748,25
"S01001792","City of Edinburgh",2001,736,45
"S01001793","City of Edinburgh",2001,978,73
"S01001794","City of Edinburgh",2001,1111,57
"S01001795","City of Edinburgh",2001,875,35
"S01001796","City of Edinburgh",2001,813,42
"S01001797","City of Edinburgh",2001,701,72
"S01001798","City of Edinburgh",2001,909,38
"S01001799","City of Edinburgh",2001,1193,157
"S01001800","City of Edinburgh",2001,999,52
"S01001801","City of Edinburgh",2001,1177,59
"S01001802","City of Edinburgh",2001,819,31
"S01001803","City of Edinburgh",2001,1003,47
"S01001804","City of Edinburgh",2001,1292,99
"S01001805","City of Edinburgh",2001,784,52
"S01001806","City of Edinburgh",2001,825,54
"S01001807","City of Edinburgh",2001,844,65
"S01001808","City of Edinburgh",2001,633,71
"S01001809","City of Edinburgh",2001,1087,173
"S01001810","City of Edinburgh",2001,947,51
"S01001811","City of Edinburgh",2001,716,21
"S01001812","City of Edinburgh",2001,1022,30
"S01001813","City of Edinburgh",2001,715,36
"S01001814","City of Edinburgh",2001,753,26
"S01001815","City of Edinburgh",2001,879,43
"S01001816","City of Edinburgh",2001,1076,34
"S01001817","City of Edinburgh",2001,694,89
"S01001818","City of Edinburgh",2001,767,41
"S01001819","City of Edinburgh",2001,1032,56
"S01001820","City of Edinburgh",2001,800,107
"S01001821","City of Edinburgh",2001,524,20
"S01001822","City of Edinburgh",2001,1014,49
"S01001823","City of Edinburgh",2001,1154,210
"S01001824","City of Edinburgh",2001,780,68
"S01001825","City of Edinburgh",2001,815,34
"S01001826","City of Edinburgh",2001,789,120
"S01001827","City of Edinburgh",2001,1081,111
"S01001828","City of Edinburgh",2001,791,16
"S01001829","City of Edinburgh",2001,705,60
"S01001830","City of Edinburgh",2001,936,26
"S01001831","City of Edinburgh",2001,765,84
"S01001832","City of Edinburgh",2001,677,115
"S01001833","City of Edinburgh",2001,1362,49
"S01001834","City of Edinburgh",2001,760,100
"S01001835","City of Edinburgh",2001,645,32
"S01001836","City of Edinburgh",2001,872,69
"S01001837","City of Edinburgh",2001,938,40
"S01001838","City of Edinburgh",2001,583,52
"S01001839","City of Edinburgh",2001,956,110
"S01001840","City of Edinburgh",2001,736,23
"S01001841","City of Edinburgh",2001,740,43
"S01001842","City of Edinburgh",2001,814,55
"S01001843","City of Edinburgh",2001,927,120
"S01001844","City of Edinburgh",2001,2647,68
"S01001845","City of Edinburgh",2001,848,24
"S01001846","City of Edinburgh",2001,943,32
"S01001847","City of Edinburgh",2001,823,124
"S01001848","City of Edinburgh",2001,788,106
"S01001849","City of Edinburgh",2001,828,40
"S01001850","City of Edinburgh",2001,784,50
"S01001851","City of Edinburgh",2001,786,42
"S01001852","City of Edinburgh",2001,808,39
"S01001853","City of Edinburgh",2001,776,49
"S01001854","City of Edinburgh",2001,1295,99
"S01001855","City of Edinburgh",2001,940,38
"S01001856","City of Edinburgh",2001,953,130
"S01001857","City of Edinburgh",2001,806,70
"S01001858","City of Edinburgh",2001,890,66
"S01001859","City of Edinburgh",2001,1088,142
"S01001860","City of Edinburgh",2001,1074,35
"S01001861","City of Edinburgh",2001,895,121
"S01001862","City of Edinburgh",2001,909,42
"S01001863","City of Edinburgh",2001,916,50
"S01001864","City of Edinburgh",2001,1123,100
"S01001865","City of Edinburgh",2001,707,76
"S01001866","City of Edinburgh",2001,704,27
"S01001867","City of Edinburgh",2001,834,110
"S01001868","City of Edinburgh",2001,673,29
"S01001869","City of Edinburgh",2001,845,47
"S01001870","City of Edinburgh",2001,1158,176
"S01001871","City of Edinburgh",2001,1417,109
"S01001872","City of Edinburgh",2001,1016,151
"S01001873","City of Edinburgh",2001,809,49
"S01001874","City of Edinburgh",2001,1012,94
"S01001875","City of Edinburgh",2001,880,46
"S01001876","City of Edinburgh",2001,1244,174
"S01001877","City of Edinburgh",2001,1257,151
"S01001878","City of Edinburgh",2001,953,29
"S01001879","City of Edinburgh",2001,947,161
"S01001880","City of Edinburgh",2001,745,102
"S01001881","City of Edinburgh",2001,785,50
"S01001882","City of Edinburgh",2001,771,48
"S01001883","City of Edinburgh",2001,569,20
"S01001884","City of Edinburgh",2001,998,162
"S01001885","City of Edinburgh",2001,1098,63
"S01001886","City of Edinburgh",2001,548,97
"S01001887","City of Edinburgh",2001,795,55
"S01001888","City of Edinburgh",2001,907,31
"S01001889","City of Edinburgh",2001,577,42
"S01001890","City of Edinburgh",2001,991,86
"S01001891","City of Edinburgh",2001,744,115
"S01001892","City of Edinburgh",2001,927,130
"S01001893","City of Edinburgh",2001,973,129
"S01001894","City of Edinburgh",2001,739,82
"S01001895","City of Edinburgh",2001,756,89
"S01001896","City of Edinburgh",2001,844,42
"S01001897","City of Edinburgh",2001,1044,128
"S01001898","City of Edinburgh",2001,590,86
"S01001899","City of Edinburgh",2001,1004,80
"S01001900","City of Edinburgh",2001,783,72
"S01001901","City of Edinburgh",2001,1129,91
"S01001902","City of Edinburgh",2001,1067,22
"S01001903","City of Edinburgh",2001,588,69
"S01001904","City of Edinburgh",2001,637,82
"S01001905","City of Edinburgh",2001,920,31
"S01001906","City of Edinburgh",2001,627,156
"S01001907","City of Edinburgh",2001,794,128
"S01001908","City of Edinburgh",2001,978,47
"S01001909","City of Edinburgh",2001,669,90
"S01001910","City of Edinburgh",2001,766,40
"S01001911","City of Edinburgh",2001,760,34
"S01001912","City of Edinburgh",2001,793,61
"S01001913","City of Edinburgh",2001,1053,64
"S01001914","City of Edinburgh",2001,603,23
"S01001915","City of Edinburgh",2001,849,44
