"output_area","All people aged 16 - 74","Number of people aged 16 - 74 Economically active Employees Part-time","Number of people aged 16 - 74 Economically active Employees Full-time","Number of people aged 16 - 74 Economically active Self employed","Number of people aged 16 - 74 Economically active Unemployed","Number of people aged 16 - 74 Economically active Full-time student","Number of people aged 16 - 74 Economically inactive Retired","Number of people aged 16 - 74 Economically inactive Student","Number of people aged 16 - 74 Economically inactive Looking after home/family","Number of people aged 16 - 74 Economically inactive Permanently sick/disabled","Number of people aged 16 - 74 Economically inactive Other","Number of unemployed people aged 16-74: Aged 16-24 years","Number of unemployed people aged 16-74: Aged 50 years and over","Number of unemployed people aged 16-74 who have never worked","Number of unemployed people aged 16-74 who are long-term unemployed"
"60QA000360",72,15,25,5,0,3,19,1,2,1,1,0,0,0,0
"60QA000361",55,8,26,1,0,1,13,0,2,3,1,0,0,0,0
"60QA000362",75,8,40,3,0,1,15,3,4,0,1,0,0,0,0
"60QA000363",119,15,43,8,0,6,33,2,9,3,0,0,0,0,0
"60QA000364",117,10,38,5,2,2,40,4,11,2,3,0,0,0,0
"60QA000365",91,6,26,14,1,2,25,5,8,3,1,91,0,0,0
"60QA000366",40,3,10,6,1,2,14,2,1,0,1,40,0,0,0
"60QA000367",53,0,28,3,2,6,8,1,2,0,3,26,0,0,0
"60QA000368",39,6,10,1,2,0,12,2,0,2,4,0,0,0,0
"60QA000369",68,5,42,3,1,1,11,0,1,2,2,0,68,0,0
"60QA000370",113,11,49,13,1,7,22,2,5,3,0,0,0,0,0
"60QA000371",78,12,33,5,1,5,16,1,1,2,2,0,0,0,0
"60QA000372",76,11,31,2,1,5,16,2,5,1,2,0,0,0,0
"60QA000373",72,10,27,6,2,2,14,4,3,0,4,0,0,0,0
"60QA000374",81,9,43,7,0,2,9,2,4,5,0,0,0,0,0
"60QA000375",58,5,26,5,1,2,14,2,0,1,2,0,0,0,0
"60QA000376",112,15,37,9,1,7,19,4,6,8,6,0,0,0,0
"60QA000377",93,7,41,12,1,6,17,2,6,1,0,0,0,0,93
"60QA000378",66,8,22,2,2,2,28,0,1,0,1,0,0,0,33
"60QA000379",114,15,48,8,2,4,18,1,12,2,4,57,0,0,57
"60QA000380",52,6,28,3,3,5,6,0,1,0,0,35,0,0,0
"60QA000381",81,11,37,5,1,2,13,3,3,4,2,0,0,0,0
"60QA000382",70,7,31,4,0,2,17,3,2,3,1,0,0,0,0
"60QA000383",108,18,37,4,1,2,28,2,4,10,2,0,108,0,0
"60QA000384",83,6,28,5,2,3,23,1,3,7,5,0,0,0,0
"60QA000385",98,16,37,4,1,6,21,1,5,4,3,0,0,0,0
"60QA000386",104,14,51,10,1,1,15,4,5,2,1,0,0,0,104
"60QA000387",73,0,46,1,2,7,6,7,0,3,1,0,36,0,0
"60QA000388",90,1,65,3,4,2,1,11,1,0,2,68,0,0,0
"60QA000389",79,6,43,1,3,2,2,15,3,2,2,53,0,26,0
"60QA000390",74,4,30,3,3,3,22,1,3,2,3,0,25,0,0
"60QA000391",129,7,85,1,5,9,9,6,3,3,1,0,26,0,103
"60QA000392",75,7,14,2,1,3,33,2,0,8,5,0,0,0,0
"60QA000393",96,7,42,5,3,4,21,1,1,8,4,0,64,0,32
"60QA000394",53,11,16,0,3,3,13,0,1,4,2,35,0,0,0
"60QA000395",125,7,65,15,3,4,13,4,5,8,1,0,83,0,83
"60QA000396",99,12,29,3,1,2,38,5,4,3,2,0,0,0,0
"60QA000397",109,14,35,3,1,1,42,4,5,4,0,0,0,0,0
"60QA000398",65,8,22,5,0,0,23,2,4,0,1,0,0,0,0
"60QA000399",80,7,31,6,0,2,23,2,5,3,1,0,0,0,0
"60QA000400",141,24,56,8,1,6,36,5,4,0,1,0,0,0,0
"60QA000401",124,22,41,12,3,5,30,6,4,0,1,41,41,0,41
"60QA000402",86,9,23,9,3,4,27,1,7,0,3,29,29,0,0
"60QA000403",101,12,40,8,0,0,31,1,6,1,2,0,0,0,0
"60QA000404",97,11,39,9,1,6,17,3,6,5,0,97,0,0,0
"60QA000405",125,10,41,5,1,20,14,20,7,4,3,125,0,0,0
"60QA000406",74,9,24,12,0,3,14,3,6,1,2,0,0,0,0
"60QA000407",145,13,40,20,3,7,22,9,19,9,3,48,0,0,48
"60QA000408",135,23,42,14,1,3,26,12,7,5,2,0,0,0,0
"60QA000409",134,20,42,9,3,8,27,8,9,6,2,45,89,0,45
"60QA000410",79,13,29,4,1,0,23,0,4,3,2,0,79,0,0
"60QA000411",62,8,26,1,0,0,18,1,3,1,4,0,0,0,0
"60QA000412",68,7,18,1,2,0,21,2,0,12,5,34,34,0,0
"60QA000413",51,13,9,0,2,0,21,0,3,3,0,0,26,0,51
"60QA000414",57,11,12,1,1,1,15,0,5,9,2,0,0,0,0
"60QA000415",46,2,9,2,2,0,22,0,1,8,0,0,46,0,23
"60QA000416",98,17,35,2,5,2,21,2,5,7,2,78,0,0,39
"60QA000417",49,2,15,0,4,1,13,0,1,11,2,24,12,12,0
"60QA000418",75,10,27,5,3,3,22,1,2,2,0,25,25,0,50
"60QA000419",100,14,29,8,5,8,20,6,7,0,3,40,20,0,20
"60QA000420",19,1,3,0,0,0,12,0,0,3,0,0,0,0,0
"60QA000421",69,6,34,4,0,3,12,1,9,0,0,0,0,0,0
"60QA000422",60,11,19,0,0,5,14,0,3,7,1,0,0,0,0
"60QA000423",66,7,30,1,0,4,17,0,1,3,3,0,0,0,0
"60QA000424",72,10,27,8,1,3,10,4,8,0,1,0,0,0,72
"60QA000425",82,10,21,8,3,4,26,2,5,2,1,27,27,0,27
"60QA000426",85,5,26,17,1,8,16,2,8,0,2,0,0,0,85
"60QA000427",117,14,47,10,1,12,7,3,20,0,3,0,0,0,0
"60QA000428",85,8,19,3,4,7,23,5,6,4,6,21,21,21,21
"60QA000429",96,16,43,11,5,4,6,6,1,4,0,0,38,0,19
"60QA000430",82,15,32,7,2,0,11,2,6,4,3,41,0,0,41
"60QA000431",90,13,40,10,2,5,6,6,7,0,1,0,45,0,45
"60QA000432",74,5,26,12,1,8,9,5,7,0,1,0,0,0,0
"60QA000433",163,18,42,12,3,6,55,10,14,2,1,109,0,0,0
"60QA000434",142,24,52,11,4,8,12,10,15,1,5,36,71,0,36
"60QA000435",47,7,25,0,0,2,10,0,2,1,0,0,0,0,0
"60QA000436",78,11,36,4,0,3,12,3,3,6,0,0,0,0,0
"60QA000437",113,16,54,7,1,7,13,8,6,0,1,0,0,0,0
"60QA000438",95,17,37,9,1,2,19,5,4,0,1,0,0,0,95
"60QA000439",103,16,39,8,0,3,20,4,8,5,0,0,0,0,0
"60QA000440",74,4,34,6,1,1,8,3,9,4,4,0,74,0,0
"60QA000441",93,13,40,7,2,4,13,2,7,3,2,46,0,0,0
"60QA000442",107,17,43,11,1,5,16,5,8,1,0,0,107,0,0
"60QA000443",78,14,32,7,2,0,12,2,1,1,7,0,39,39,0
"60QA000444",124,17,38,19,1,12,14,5,12,1,5,0,124,0,124
"60QA000445",97,9,39,7,3,5,22,3,9,0,0,32,0,32,0
"60QA000446",152,5,34,9,1,2,7,1,12,76,5,152,0,0,0
"60QA000447",79,9,32,15,1,2,10,0,6,1,3,0,0,0,0
"60QA000448",99,8,25,15,0,1,18,7,18,6,1,0,0,0,0
"60QA000449",75,10,31,6,0,4,12,1,5,4,2,0,0,0,0
"60QA000450",49,5,18,6,1,2,5,2,1,8,1,0,0,0,49
"60QA000451",45,5,17,3,4,0,9,3,2,0,2,34,11,0,0
"60QA000452",36,2,16,3,1,0,10,1,1,1,1,36,0,0,0
"60QA000453",53,6,18,7,1,2,9,2,5,3,0,0,0,0,0
"60QA000454",100,11,31,9,2,2,19,8,15,0,3,0,50,0,0
"60QA000455",91,14,31,7,1,0,20,5,10,2,1,0,0,0,0
"60QA000456",104,12,36,19,0,4,11,5,12,1,4,0,0,0,0
"60QA000457",113,9,41,13,3,4,10,10,15,1,7,75,0,75,0
"60QA000458",81,10,28,10,2,3,14,6,5,2,1,0,0,0,40
"60QA000459",44,6,11,10,2,1,8,2,4,0,0,0,0,0,22
"60QA000460",58,11,16,1,4,2,7,3,6,3,5,14,14,0,0
"60QA000461",100,16,44,8,1,2,22,3,2,2,0,0,100,0,100
"60QA000462",63,3,36,7,1,2,8,2,1,0,3,0,0,0,63
"60QA000463",71,11,27,2,3,7,4,5,4,4,4,24,0,0,24
"60QA000464",79,15,29,6,3,3,4,1,5,6,7,0,0,0,26
"60QA000465",58,3,24,1,1,1,17,3,1,6,1,58,0,58,0
"60QA000466",50,3,22,0,4,2,4,1,1,9,4,12,12,0,25
"60QA000467",35,2,9,0,0,0,18,0,1,3,2,0,0,0,0
"60QA000468",84,4,37,2,7,9,2,7,0,8,8,24,24,0,12
"60QA000469",60,4,15,0,3,3,17,2,0,11,5,0,20,0,40
"60QA000470",59,4,19,2,2,1,15,1,3,7,5,30,30,0,0
"60QA000471",96,13,25,2,3,5,22,7,1,14,4,32,0,0,0
"60QA000472",71,3,38,0,1,7,3,12,0,7,0,0,0,0,71
"60QA000473",55,5,28,0,1,10,2,5,1,2,1,0,0,0,0
"60QA000474",72,3,39,3,0,9,0,17,0,0,1,0,0,0,0
"60QA000475",36,2,6,3,0,0,17,0,0,7,1,0,0,0,0
"60QA000476",91,2,45,2,1,6,8,13,2,9,3,0,0,0,91
"60QA000477",61,1,32,2,2,3,4,10,0,1,6,30,0,0,0
"60QA000478",88,5,36,2,1,16,9,8,1,6,4,88,0,0,0
"60QA000479",128,11,65,8,2,12,6,16,4,3,1,64,64,0,64
"60QA000480",68,3,40,3,1,7,2,10,0,0,2,0,68,0,0
"60QA000481",110,3,54,1,4,6,2,14,2,21,3,0,28,28,82
"60QA000482",62,1,37,2,0,7,0,11,0,2,2,0,0,0,0
"60QA000483",99,13,33,2,3,4,18,6,4,10,6,33,33,0,33
"60QA000484",94,2,40,1,3,5,4,14,4,12,9,0,31,0,31
"60QA000485",58,4,31,3,0,3,2,7,1,6,1,0,0,0,0
"60QA000486",53,4,31,0,1,2,2,8,2,2,1,0,0,0,0
"60QA000487",84,3,45,3,1,13,2,10,0,4,3,0,0,0,0
"60QA000488",89,5,35,0,2,11,1,31,1,1,2,44,0,0,0
"60QA000489",64,3,24,1,2,8,1,18,0,4,3,0,0,0,0
"60QA000490",58,1,29,2,1,10,1,13,0,1,0,0,0,0,0
"60QA000491",71,3,38,0,2,12,1,11,2,0,2,36,0,0,0
"60QA000492",87,2,47,1,4,19,0,12,1,1,0,22,0,0,22
"60QA000493",51,6,11,3,1,1,9,1,4,8,7,0,0,0,0
"60QA000494",59,3,28,3,0,7,1,12,0,4,1,0,0,0,0
"60QA000495",74,6,10,1,1,0,43,1,0,9,3,0,0,0,74
"60QA000496",45,2,10,0,1,0,22,0,0,8,2,0,45,0,45
"60QA000497",95,3,15,3,0,10,24,30,0,5,5,0,0,0,0
"60QA000498",179,2,42,3,0,34,1,90,0,3,4,0,0,0,0
"60QA000499",108,6,52,4,1,8,6,14,5,6,6,0,0,0,0
"60QA000500",110,2,40,1,0,16,0,51,0,0,0,0,0,0,0
"60QA000501",59,4,8,0,2,1,25,3,0,14,2,0,30,0,30
"60QA000502",49,2,8,0,1,1,18,10,1,5,3,0,49,0,0
"60QA000503",63,8,13,2,2,0,20,1,3,12,2,0,32,0,32
"60QA000504",45,4,10,2,1,2,11,0,1,11,3,0,0,0,0
"60QA000505",61,6,14,2,3,0,23,2,2,5,4,20,0,0,41
"60QA000506",163,10,39,9,1,28,16,54,1,2,3,0,0,0,0
"60QA000507",97,12,43,2,2,6,7,5,6,6,8,48,48,0,0
"60QA000508",61,10,15,0,4,3,6,6,7,7,3,30,0,15,30
"60QA000509",77,7,14,7,2,8,8,14,5,7,5,38,0,0,0
"60QA000510",103,16,36,4,2,6,7,9,8,11,4,0,0,0,0
"60QA000511",97,19,30,2,8,2,9,5,9,9,4,48,12,0,24
"60QA000512",28,3,2,0,0,0,19,0,0,2,2,0,0,0,0
"60QA000513",29,1,1,0,0,0,15,0,1,7,4,0,0,0,0
"60QA000514",30,4,2,0,0,0,20,0,0,3,1,0,0,0,0
"60QA000515",69,8,28,2,2,0,8,4,5,5,7,34,0,0,0
"60QA000516",67,12,18,3,2,5,7,3,3,9,5,67,0,34,0
"60QA000517",87,20,32,1,2,2,9,4,5,7,5,44,0,0,44
"60QA000518",94,13,28,2,8,5,1,12,5,7,13,59,0,35,24
"60QA000519",92,10,35,2,6,4,4,8,6,6,11,15,15,0,31
"60QA000520",102,9,45,7,8,5,5,5,3,10,5,26,13,13,0
"60QA000521",54,3,16,2,7,2,2,3,7,9,3,23,15,8,23
"60QA000522",157,5,22,2,0,31,8,88,1,0,0,0,0,0,0
"60QA000523",314,3,34,2,3,52,11,191,3,12,3,105,0,0,105
"60QA000524",50,0,12,2,2,9,11,7,0,5,2,0,25,0,50
"60QA000525",107,15,30,3,6,3,34,3,6,4,3,36,0,0,36
"60QA000526",97,11,37,9,2,6,20,1,3,5,3,0,0,48,0
"60QA000527",66,12,25,8,3,3,10,1,1,2,1,22,0,0,44
"60QA000528",92,6,42,3,4,2,27,1,4,2,1,0,23,0,23
"60QA000529",93,10,30,9,2,8,20,7,3,1,3,46,0,0,0
"60QA000530",75,14,19,7,3,4,14,4,2,6,2,0,50,0,50
"60QA000531",77,8,30,0,6,1,14,4,4,9,1,13,13,0,26
"60QA000532",56,10,18,1,3,0,13,1,3,5,2,19,0,0,0
"60QA000533",59,5,11,0,1,0,30,3,0,6,3,0,0,0,59
"60QA000534",50,5,19,0,2,1,15,3,1,3,1,50,0,0,0
"60QA000535",92,7,37,3,1,2,24,0,2,14,2,0,0,0,0
"60QA000536",91,14,26,4,0,3,25,3,2,12,2,0,0,0,0
"60QA000537",108,17,50,3,0,4,7,9,3,8,7,0,0,0,0
"60QA000538",93,13,43,0,1,2,14,1,5,9,5,0,93,0,93
"60QA000539",50,8,14,1,1,3,13,1,1,5,3,0,0,0,0
"60QA000540",97,13,32,2,1,1,23,4,6,9,6,0,0,0,97
"60QA000541",65,8,24,2,1,2,12,1,4,7,4,0,0,0,0
"60QA000542",95,6,36,3,1,3,17,2,7,12,8,0,0,0,95
"60QA000543",53,8,24,1,3,1,11,1,0,3,1,0,0,0,18
"60QA000544",66,7,22,5,4,0,13,2,2,6,5,33,0,0,50
"60QA000545",67,5,19,3,2,2,17,6,3,5,5,67,0,0,0
"60QA000546",61,6,22,2,3,3,15,3,4,3,0,20,0,20,20
"60QA000547",63,10,24,2,2,2,11,0,0,8,4,32,0,0,0
"60QA000548",110,3,88,5,3,4,1,3,1,1,1,0,37,0,0
"60QA000549",70,4,20,1,5,6,7,1,5,15,6,14,28,0,0
"60QA000550",47,2,15,0,8,0,6,0,9,7,0,12,0,0,29
"60QA000551",30,1,2,1,0,0,24,0,0,1,1,0,0,0,0
"60QA000552",72,10,32,1,3,3,5,1,6,7,4,0,24,0,72
"60QA000553",106,11,44,1,5,3,15,4,10,10,3,0,21,0,42
"60QA000554",101,5,50,1,5,4,5,7,6,12,6,0,0,20,61
"60QA000555",72,6,26,3,1,4,14,4,1,8,5,72,0,0,72
"60QA000556",71,10,32,2,4,1,14,2,2,2,2,36,0,18,18
"60QA000557",65,4,15,0,2,4,30,3,0,5,2,0,0,0,0
"60QA000558",52,1,31,4,2,7,0,6,0,1,0,26,0,0,26
"60QA000559",57,3,33,3,4,3,1,1,1,3,5,14,0,0,0
"60QA000560",46,4,17,3,1,4,4,2,2,7,2,46,0,0,0
"60QA000561",110,10,55,7,3,6,14,1,2,6,6,0,37,0,0
"60QA000562",66,8,31,7,0,3,10,1,1,4,1,0,0,0,0
"60QA000563",114,4,53,0,5,12,3,13,1,15,8,91,0,0,23
"60QA000564",55,11,36,2,0,2,2,0,1,0,1,0,0,0,0
"60QA000565",101,7,50,2,1,4,16,3,6,4,8,0,0,0,0
"60QA000566",77,5,37,7,3,6,10,5,3,0,1,26,26,0,0
"60QA000567",66,8,25,4,4,2,8,6,2,4,3,50,0,33,16
"60QA000568",70,9,25,3,2,2,15,1,1,10,2,0,0,0,35
"60QA000569",61,5,26,2,2,4,12,3,1,6,0,0,0,0,0
"60QA000570",70,4,35,3,1,5,9,5,3,1,4,0,0,0,70
"60QA000571",120,12,49,3,4,8,14,8,5,10,7,30,0,0,30
"60QA000572",122,16,37,4,1,9,24,16,2,5,8,0,0,0,0
"60QA000573",79,9,29,0,8,3,0,2,14,6,8,20,10,10,20
"60QA000574",103,5,30,4,8,4,6,13,17,9,7,0,26,13,26
"60QA000575",71,6,25,1,0,4,17,3,2,9,4,0,0,0,0
"60QA000576",97,8,27,2,4,7,9,5,9,14,12,48,0,24,48
"60QA000577",107,8,48,5,0,17,7,13,4,4,1,0,0,0,0
"60QA000578",65,9,30,4,0,3,10,2,3,4,0,0,0,0,0
"60QA000579",70,5,31,0,1,8,7,11,0,3,4,0,70,0,0
"60QA000580",66,6,27,3,2,7,2,11,0,5,3,33,0,0,33
"60QA000581",62,7,19,5,1,1,14,7,2,3,3,0,0,0,0
"60QA000582",98,9,46,7,2,7,12,7,4,2,2,98,0,0,0
"60QA000583",60,4,17,0,6,5,1,5,10,7,5,0,10,0,30
"60QA000584",51,1,11,2,8,2,4,7,4,3,9,32,0,0,6
"60QA000585",58,7,13,4,2,7,1,7,8,2,7,29,0,0,29
"60QA000586",53,3,17,1,7,5,0,4,8,5,3,30,0,8,23
"60QA000587",48,0,11,3,5,7,0,5,5,9,3,10,0,0,10
"60QA000588",77,7,19,1,12,5,1,8,8,10,6,26,6,0,45
"60QA000589",60,7,27,0,4,1,3,3,4,4,7,15,0,0,0
"60QA000590",51,5,8,2,1,0,11,4,9,6,5,0,0,0,0
"60QA000591",58,9,27,3,2,1,9,0,3,2,2,0,58,0,29
"60QA000592",89,15,38,2,6,2,5,2,8,5,6,59,0,0,59
"60QA000593",92,18,40,4,1,1,9,5,4,7,3,92,0,0,0
"60QA000594",82,6,46,0,0,4,11,1,4,5,5,0,0,0,0
"60QA000595",90,7,48,4,0,3,17,4,1,4,2,0,0,0,0
"60QA000596",77,10,29,0,2,3,7,2,8,10,6,77,0,38,0
"60QA000597",61,8,23,0,2,3,2,10,2,8,3,30,0,30,30
"60QA000598",111,18,42,1,6,3,15,10,4,8,4,37,0,0,37
"60QA000599",155,21,54,4,7,9,13,10,9,14,14,66,22,22,66
"60QA000600",73,12,39,4,0,2,8,2,2,2,2,0,0,0,0
"60QA000601",45,4,17,0,11,2,0,1,4,3,3,4,8,4,29
"60QA000602",41,4,8,1,3,3,1,4,6,3,8,14,0,14,14
"60QA000603",49,6,20,1,6,4,2,1,2,5,2,8,0,0,24
"60QA000604",45,6,12,0,5,3,0,2,5,6,6,45,0,0,9
"60QA000605",36,5,12,2,5,1,2,2,5,2,0,0,0,0,29
"60QA000606",68,11,28,2,6,5,1,2,2,8,3,23,0,0,23
"60QA000607",64,9,26,3,5,1,3,3,5,6,3,38,0,0,13
"60QA000608",59,6,22,3,5,1,6,0,3,11,2,24,0,12,12
"60QA000609",59,6,23,2,3,0,9,1,1,11,3,20,20,0,39
"60QA000610",48,5,12,1,6,4,7,1,3,5,4,32,0,0,8
"60QA000611",157,15,56,6,13,10,18,14,5,14,6,72,12,24,72
"60QA000612",115,16,42,2,4,9,9,9,9,10,5,29,0,29,86
"60QA000613",80,5,35,5,9,5,3,6,10,1,1,18,0,9,18
"60QA000614",104,12,26,0,13,5,17,8,6,14,3,48,8,8,24
"60QA000615",58,7,16,4,4,3,10,1,4,7,2,14,14,0,44
"60QA000616",72,5,29,2,8,2,11,1,4,8,2,9,54,0,27
"60QA000617",59,10,24,0,6,0,5,0,1,7,6,10,0,0,20
"60QA000618",60,6,12,2,5,8,13,7,0,6,1,12,24,0,12
"60QA000619",107,16,42,1,7,5,3,6,11,8,8,61,15,15,61
"60QA000620",85,11,29,2,7,0,13,4,6,9,4,61,0,24,12
"60QA000621",76,7,27,2,12,0,3,4,7,8,6,25,6,0,13
"60QA000622",64,3,29,0,6,3,0,4,8,7,4,21,0,11,0
"60QA000623",75,8,32,0,8,4,2,2,4,13,2,38,9,0,28
"60QA000624",73,9,28,2,5,8,3,4,6,4,4,15,0,0,0
"60QA000625",52,5,24,0,6,1,4,5,2,4,1,0,17,9,17
"60QA000626",31,10,2,0,1,0,13,0,0,3,2,0,0,31,0
"60QA000627",75,8,34,2,0,2,17,1,2,6,3,0,0,0,0
"60QA000628",97,13,44,2,6,3,12,3,3,7,4,16,32,0,32
"60QA000629",166,20,62,10,3,13,14,40,3,1,0,0,0,55,55
"60QA000630",173,7,35,4,0,35,6,82,2,0,2,0,0,0,0
"60QA000631",55,0,25,1,3,9,0,14,1,1,1,0,37,0,0
"60QA000632",88,4,35,2,3,16,5,16,0,5,2,29,0,29,0
"60QA000633",80,8,19,0,7,12,2,6,7,6,13,46,0,0,46
"60QA000634",130,16,40,5,6,8,3,14,14,11,13,65,0,22,65
"60QA000635",58,5,17,2,2,4,2,6,7,7,6,0,29,0,29
"60QA000636",180,10,49,3,8,26,4,49,10,16,5,22,45,0,22
"60QA000637",146,9,61,3,2,19,17,29,4,0,2,0,146,0,0
"60QA000638",112,18,39,4,0,13,13,12,5,5,3,0,0,0,0
"60QA000639",129,6,50,6,2,19,8,29,1,6,2,0,64,0,0
"60QA000640",84,2,27,3,1,18,2,24,3,2,2,0,0,0,0
"60QA000641",108,10,50,5,0,15,3,16,4,4,1,0,0,0,0
"60QA000642",58,6,20,1,1,10,3,12,2,2,1,58,0,0,0
"60QA000643",54,1,27,3,3,3,2,10,0,4,1,36,0,0,0
"60QA000644",99,7,43,2,1,8,5,20,4,6,3,0,0,0,99
"60QA000645",99,9,40,3,5,5,1,8,9,10,9,59,20,0,40
"60QA000646",103,2,28,6,13,7,4,12,11,13,7,24,16,8,40
"60QA000647",108,7,34,2,1,6,23,5,4,19,7,0,0,0,108
"60QA000648",86,7,32,4,0,12,3,24,1,3,0,0,0,0,0
"60QA000649",91,10,32,3,1,7,9,26,2,0,1,0,0,0,0
"60QA000650",80,9,24,3,1,6,15,8,3,7,4,0,0,0,0
"60QA000651",106,11,45,4,2,12,7,21,2,0,2,0,53,0,0
"60QA000652",436,9,58,8,0,80,9,262,6,3,1,0,0,0,0
"60QA000653",115,8,38,5,1,10,7,37,2,2,5,0,0,0,0
"60QA000654",66,1,17,2,1,11,0,30,2,1,1,0,0,0,0
"60QA000655",79,1,19,5,0,12,2,38,1,1,0,0,0,0,0
"60QA000656",119,2,46,5,3,22,1,34,2,2,2,0,0,0,0
"60QA000657",63,2,35,11,0,0,4,7,3,1,0,0,0,0,0
"60QA000658",121,2,52,6,2,18,8,20,0,9,4,0,0,0,60
"60QA000659",166,5,45,3,2,28,3,76,2,2,0,83,0,0,83
"60QA000660",141,5,36,0,3,34,2,54,1,4,2,47,0,0,0
"60QA000661",103,2,39,0,3,13,6,22,2,13,3,34,0,0,69
"60QA000662",72,7,25,4,3,2,5,13,6,7,0,24,0,0,24
"60QA000663",111,5,57,2,4,16,1,18,1,3,4,28,0,0,28
"60QA000664",62,4,20,4,4,4,7,7,2,7,3,0,16,0,16
"60QA000665",97,3,51,2,2,12,4,18,0,2,3,48,0,0,0
"60QA000666",53,4,12,0,2,11,6,12,2,4,0,0,26,0,26
"60QA000667",99,4,29,0,5,17,1,36,0,6,1,20,20,0,40
"60QA000668",84,5,26,3,3,8,19,9,0,8,3,0,0,0,0
"60QA000669",100,6,51,1,1,14,3,18,0,3,3,0,100,0,0
"60QA000670",68,7,33,1,3,8,1,12,1,1,1,0,68,0,23
"60QA000671",98,9,31,0,10,0,16,2,1,25,4,10,10,10,49
"60QA000672",95,5,24,0,2,0,49,4,0,6,5,48,0,0,48
"60QA000673",72,4,44,1,2,9,0,4,0,5,3,36,0,0,0
"60QA000674",56,1,22,3,2,6,4,6,0,9,3,28,28,0,0
"60QA000675",59,2,35,1,1,8,1,4,1,2,4,0,0,0,59
"60QA000676",51,2,28,1,2,8,0,9,1,0,0,26,26,0,26
"60QA000677",82,2,32,1,5,11,7,21,0,1,2,16,0,0,16
"60QA000678",98,2,52,2,4,9,2,6,2,16,3,24,0,0,49
"60QA000679",119,8,45,8,1,18,5,31,0,2,1,0,119,0,0
"60QA000680",44,4,17,0,3,8,2,8,1,0,1,29,0,0,0
"60QA000681",67,8,39,3,1,6,3,5,1,1,0,0,0,0,67
"60QA000682",54,3,30,2,1,4,5,5,0,1,3,54,0,0,0
"60QA000683",106,3,47,1,3,19,2,22,2,5,2,0,0,35,0
"60QA000684",51,6,19,2,2,4,5,8,4,1,0,0,0,0,0
"60QA000685",56,2,30,1,3,5,2,9,0,3,1,19,0,0,0
"60QA000686",74,4,41,0,5,3,10,4,4,2,1,15,15,15,0
"60QA000687",63,5,36,0,2,3,8,1,2,6,0,0,0,0,32
"60QA000688",128,22,46,8,2,10,19,3,9,7,2,64,64,0,0
"60QA000689",102,8,28,2,0,5,29,5,7,16,2,0,0,0,0
"60QA000690",53,5,18,3,0,3,11,10,2,0,1,0,0,0,0
"60QA000691",62,4,25,3,2,7,5,10,0,1,5,0,0,0,0
"60QA000692",265,10,40,4,2,51,11,141,2,2,2,0,0,0,0
"60QA000693",97,11,35,8,1,9,7,15,4,4,3,0,0,0,0
"60QA000694",79,5,27,4,0,21,6,11,2,3,0,0,0,0,0
"60QA000695",101,10,47,3,1,12,9,13,3,1,2,0,0,0,0
"60QA000696",82,6,42,5,0,11,6,6,2,1,3,0,0,0,0
"60QA000697",47,4,29,3,1,2,3,1,3,0,1,0,47,0,0
"60QA000698",104,14,37,7,3,6,16,6,8,3,4,0,35,35,35
"60QA000699",81,6,30,13,0,6,11,5,6,3,1,0,0,0,0
"60QA000700",82,11,41,7,1,5,6,5,2,2,2,0,0,0,82
"60QA000701",79,12,30,10,1,2,16,2,5,0,1,79,0,0,0
"60QA000702",88,4,22,2,2,1,8,2,6,37,4,0,44,0,88
"60QA000703",45,5,15,0,1,0,17,1,0,3,3,0,0,0,0
"60QA000704",90,12,43,6,1,4,13,6,4,0,1,90,0,0,0
"60QA000705",100,12,39,1,1,3,26,4,4,5,5,100,0,0,0
"60QA000706",100,14,46,3,1,3,23,0,2,8,0,0,100,0,0
"60QA000707",83,7,34,11,0,2,20,2,4,2,1,0,0,0,0
"60QA000708",98,18,44,8,2,7,11,4,3,0,1,0,0,0,98
"60QA000709",118,17,58,11,0,3,10,7,9,1,2,0,0,0,0
"60QA000710",71,5,29,5,1,3,9,4,10,1,4,0,71,0,71
"60QA000711",29,2,7,9,0,1,3,2,1,3,1,0,0,0,0
"60QA000712",58,9,30,6,1,3,5,1,2,1,0,0,58,0,0
"60QA000713",118,12,57,10,2,2,11,4,11,4,5,59,0,0,0
"60QA000714",142,15,60,12,3,7,22,17,4,0,2,47,95,47,47
"60QA000715",129,20,65,7,3,5,7,12,5,0,5,86,0,0,0
"60QA000716",119,13,65,5,2,2,11,8,10,1,2,0,60,0,60
"60QA000717",78,8,36,7,3,2,12,4,3,2,1,26,26,0,0
"60QA000718",64,4,36,6,1,3,3,7,3,1,0,0,0,0,0
"60QA000719",70,10,41,4,0,2,2,6,3,0,2,0,0,0,0
"60QA000720",96,10,48,8,2,5,13,6,3,1,0,0,0,0,48
"60QA000721",83,9,47,6,1,4,8,3,3,2,0,0,0,0,83
"60QA000722",75,7,34,6,2,2,10,6,4,0,4,38,0,0,0
"60QA000723",136,12,61,13,5,8,20,13,3,1,0,0,109,0,54
"60QA000724",71,4,50,5,0,4,2,3,2,1,0,0,0,0,0
"60QA000725",98,14,46,10,1,2,6,9,5,2,3,98,0,0,0
"60QA000726",103,12,44,10,0,5,20,4,5,1,2,0,0,0,0
"60QA000727",71,7,31,5,0,3,12,8,1,4,0,0,0,0,0
