"output_area","All people aged 16 - 74","Number of people aged 16 - 74 Economically active Employees Part-time","Number of people aged 16 - 74 Economically active Employees Full-time","Number of people aged 16 - 74 Economically active Self employed","Number of people aged 16 - 74 Economically active Unemployed","Number of people aged 16 - 74 Economically active Full-time student","Number of people aged 16 - 74 Economically inactive Retired","Number of people aged 16 - 74 Economically inactive Student","Number of people aged 16 - 74 Economically inactive Looking after home/family","Number of people aged 16 - 74 Economically inactive Permanently sick/disabled","Number of people aged 16 - 74 Economically inactive Other","Number of unemployed people aged 16-74: Aged 16-24 years","Number of unemployed people aged 16-74: Aged 50 years and over","Number of unemployed people aged 16-74 who have never worked","Number of unemployed people aged 16-74 who are long-term unemployed"
"60QS003837",59,3,8,1,5,1,13,1,6,14,7,24,0,24,35
"60QS003838",46,2,29,1,3,3,2,4,0,1,1,0,0,0,15
"60QS003839",52,1,12,4,3,0,17,0,0,12,3,0,35,0,35
"60QS003840",76,9,25,1,3,2,14,2,5,12,3,25,0,0,51
"60QS003841",41,5,7,0,2,0,2,1,4,11,9,41,0,41,0
"60QS003842",54,2,14,0,6,0,4,5,3,13,7,9,0,9,36
"60QS003843",74,2,16,1,5,1,2,3,15,22,7,30,15,15,15
"60QS003844",33,2,1,0,0,0,19,1,1,7,2,0,0,0,0
"60QS003845",50,8,27,2,5,0,1,1,4,1,1,30,0,10,0
"60QS003846",76,9,18,0,7,1,7,5,9,14,6,22,11,33,22
"60QS003847",76,4,12,0,7,5,4,1,10,22,11,54,11,0,22
"60QS003848",62,5,19,1,0,4,8,4,4,14,3,0,0,0,0
"60QS003849",51,4,13,3,2,5,13,0,3,7,1,26,26,26,0
"60QS003850",62,5,15,0,3,1,9,3,11,9,6,0,0,0,0
"60QS003851",103,6,23,3,6,1,20,6,12,19,7,69,0,17,17
"60QS003852",39,2,6,0,4,0,2,1,6,10,8,0,10,10,29
"60QS003853",47,2,8,2,4,0,0,3,10,8,10,12,12,12,12
"60QS003854",110,9,43,2,6,2,5,4,10,21,8,55,18,37,37
"60QS003855",62,4,9,3,2,4,3,4,13,15,5,31,0,0,0
"60QS003856",55,4,10,1,4,0,0,1,11,18,6,28,14,14,14
"60QS003857",48,3,31,2,2,0,0,4,1,3,2,24,24,0,0
"60QS003858",70,4,16,1,4,0,4,1,18,15,7,52,0,35,0
"60QS003859",64,6,14,2,3,0,6,2,10,14,7,21,0,64,0
"60QS003860",149,19,83,13,2,4,11,5,8,2,2,74,0,74,74
"60QS003861",51,8,28,5,0,0,7,0,2,0,1,0,0,0,0
"60QS003862",60,7,22,6,2,3,4,2,4,6,4,30,0,0,60
"60QS003863",45,9,11,1,2,1,7,3,4,5,2,0,0,0,22
"60QS003864",54,4,5,4,5,2,3,4,6,13,8,0,0,22,11
"60QS003865",27,0,2,0,0,0,14,0,0,9,2,0,0,0,0
"60QS003866",100,4,57,14,2,2,9,7,1,4,0,0,50,0,0
"60QS003867",102,4,52,3,5,3,3,4,5,13,10,20,0,0,41
"60QS003868",101,5,9,3,13,2,13,5,13,24,14,23,8,8,39
"60QS003869",46,5,19,2,2,3,5,4,1,5,0,23,0,23,23
"60QS003870",92,5,21,0,12,2,4,8,12,18,10,38,15,38,31
"60QS003871",92,12,40,6,1,3,5,5,7,9,4,92,0,0,0
"60QS003872",53,4,7,0,6,1,2,2,14,10,7,9,18,9,26
"60QS003873",99,5,18,0,4,1,27,2,4,28,10,0,25,0,50
"60QS003874",73,5,10,2,5,2,11,4,6,21,7,58,0,29,15
"60QS003875",38,3,7,1,4,1,0,1,8,9,4,10,0,0,38
"60QS003876",44,2,11,0,2,0,7,2,5,11,4,22,0,0,22
"60QS003877",95,9,24,1,14,1,7,4,10,15,10,14,20,7,34
"60QS003878",48,6,16,2,2,0,11,0,1,9,1,24,24,24,24
"60QS003879",36,4,4,1,6,1,3,0,3,4,10,12,0,6,24
"60QS003880",37,6,7,0,2,1,1,0,5,8,7,18,0,18,18
"60QS003881",86,10,32,2,6,0,20,2,3,9,2,29,14,0,43
"60QS003882",43,4,7,0,4,2,1,4,9,7,5,11,0,32,0
"60QS003883",38,3,19,1,2,1,3,0,5,2,2,19,19,0,19
"60QS003884",68,7,22,0,4,3,7,2,1,16,6,51,0,17,17
"60QS003885",69,6,22,2,2,1,18,2,3,10,3,34,0,0,34
"60QS003886",33,4,11,1,2,1,7,0,1,4,2,0,0,0,16
"60QS003887",48,3,15,1,2,1,17,0,1,7,1,48,0,0,0
"60QS003888",77,5,28,1,9,2,5,10,1,13,3,26,0,9,26
"60QS003889",50,6,14,1,4,3,7,7,2,4,2,38,12,12,12
"60QS003890",97,7,21,3,8,4,25,4,7,14,4,24,36,0,61
"60QS003891",52,1,32,7,0,5,2,2,3,0,0,0,0,0,0
"60QS003892",75,8,39,4,2,2,7,4,6,1,2,38,0,0,0
"60QS003893",49,3,6,0,1,1,16,0,1,16,5,0,0,0,49
"60QS003894",51,2,21,5,5,4,2,6,2,4,0,10,20,0,31
"60QS003895",69,9,30,4,1,2,3,15,2,3,0,0,0,0,0
"60QS003896",75,2,19,0,7,2,9,6,9,14,7,11,21,11,54
"60QS003897",76,8,27,0,4,0,9,5,5,11,7,38,0,19,19
"60QS003898",82,7,37,5,2,8,7,8,3,3,2,41,0,0,41
"60QS003899",35,3,4,0,1,0,3,1,6,12,5,0,0,0,35
"60QS003900",54,4,5,0,5,1,14,1,3,13,8,43,0,22,0
"60QS003901",56,8,12,1,2,1,20,0,1,6,5,0,0,0,28
"60QS003902",86,5,26,1,7,1,4,2,9,19,12,12,12,25,37
"60QS003903",52,4,14,0,0,0,9,2,8,7,8,0,0,0,0
"60QS003904",81,9,22,1,4,1,8,5,7,18,6,20,0,20,0
"60QS003905",49,8,2,2,3,1,10,2,5,13,3,16,16,16,0
"60QS003906",97,12,33,0,7,1,11,4,7,14,8,14,14,28,14
"60QS003907",96,4,21,0,11,0,10,8,15,22,5,26,0,26,35
"60QS003908",60,8,17,1,3,1,2,1,8,10,9,0,20,0,20
"60QS003909",133,8,35,4,15,5,21,6,11,17,11,53,27,9,53
"60QS003910",40,5,13,0,2,1,2,1,8,5,3,0,0,0,0
"60QS003911",53,2,34,7,2,1,3,2,0,2,0,26,0,0,0
"60QS003912",81,11,55,0,3,4,0,5,0,3,0,0,27,0,0
"60QS003913",104,14,54,7,5,2,2,2,5,6,7,42,0,21,42
"60QS003914",115,7,51,3,7,5,11,1,4,22,4,0,0,0,49
"60QS003915",113,11,57,2,8,2,8,5,8,7,5,71,14,28,14
"60QS003916",98,12,63,2,4,3,2,3,2,4,3,24,24,0,24
"60QS003917",83,8,45,6,6,3,4,4,3,1,3,14,14,0,28
"60QS003918",86,7,20,0,7,0,11,5,13,17,6,0,0,0,49
"60QS003919",84,7,18,0,5,6,9,1,9,19,10,17,17,0,67
"60QS003920",83,3,15,1,4,0,15,1,14,20,10,21,0,0,42
"60QS003921",79,6,35,3,2,2,16,2,5,7,1,0,0,0,0
"60QS003922",81,7,31,7,3,4,12,8,4,5,0,27,27,27,27
"60QS003923",85,8,48,4,4,2,4,3,4,5,3,21,21,0,42
"60QS003924",92,12,48,11,2,1,4,6,3,2,3,0,46,0,46
"60QS003925",196,14,36,1,1,1,13,5,4,96,25,0,0,0,196
"60QS003926",134,24,72,7,4,8,6,6,3,4,0,0,0,34,34
"60QS003927",115,9,59,9,0,3,15,3,1,13,3,0,0,0,0
"60QS003928",81,7,32,5,1,1,24,1,1,8,1,0,0,0,0
"60QS003929",56,5,31,2,4,2,3,3,4,0,2,28,28,0,0
"60QS003930",135,14,79,5,4,2,13,1,6,9,2,68,0,34,68
"60QS003931",88,12,42,13,1,4,2,4,4,4,2,88,0,0,0
"60QS003932",94,9,42,7,3,1,7,9,8,6,2,0,0,0,31
"60QS003933",64,9,28,8,1,2,9,1,1,2,3,0,0,0,0
"60QS003934",122,14,61,11,0,2,18,5,5,4,2,0,0,0,0
"60QS003935",90,13,41,9,3,2,14,4,2,1,1,0,0,0,30
"60QS003936",52,8,23,2,4,0,8,3,1,3,0,13,26,0,13
"60QS003937",50,5,9,0,1,0,16,1,1,15,2,0,50,0,0
"60QS003938",83,9,47,3,2,2,4,5,2,7,2,0,0,42,42
"60QS003939",58,5,30,2,0,2,10,2,0,7,0,0,0,0,0
"60QS003940",127,12,59,5,3,7,15,4,5,14,3,42,0,42,0
"60QS003941",82,7,21,2,2,3,18,8,4,13,4,41,0,41,0
"60QS003942",56,5,18,2,1,0,13,0,2,11,4,0,0,0,56
"60QS003943",58,3,29,2,4,4,2,8,3,2,1,44,0,14,0
"60QS003944",87,3,41,1,2,18,4,15,1,0,2,44,0,0,0
"60QS003945",46,2,7,0,1,0,13,1,1,15,6,0,46,0,0
"60QS003946",272,1,6,3,1,40,0,219,0,1,1,272,0,0,0
"60QS003947",84,4,24,4,0,15,2,27,5,3,0,0,0,0,0
"60QS003948",44,2,10,2,1,4,10,11,1,2,1,0,44,0,0
"60QS003949",68,2,24,3,5,6,2,21,0,2,3,27,0,0,0
"60QS003950",55,2,31,4,0,5,6,5,0,1,1,0,0,0,0
"60QS003951",44,4,25,5,1,1,1,4,1,0,2,0,0,0,0
"60QS003952",49,3,31,4,1,2,3,3,2,0,0,0,0,0,49
"60QS003953",52,3,14,8,0,4,16,4,1,1,1,0,0,0,0
"60QS003954",42,5,17,4,0,3,8,0,2,0,3,0,0,0,0
"60QS003955",79,4,35,17,0,1,5,9,5,2,1,0,0,0,0
"60QS003956",42,2,5,5,2,0,18,1,2,4,3,0,42,0,42
"60QS003957",46,2,16,1,1,2,9,6,2,4,3,0,46,0,0
"60QS003958",46,3,27,2,2,1,6,0,0,5,0,0,0,0,46
"60QS003959",79,11,35,5,1,2,6,3,9,3,4,0,0,0,79
"60QS003960",69,5,41,1,0,1,13,8,0,0,0,0,0,0,0
"60QS003961",165,5,19,1,12,54,0,68,0,2,4,110,0,0,69
"60QS003962",94,0,17,4,1,30,0,40,0,1,1,0,0,0,0
"60QS003963",77,10,18,0,6,1,8,2,12,14,6,13,26,0,51
"60QS003964",101,2,54,3,9,8,2,21,1,0,1,45,22,11,34
"60QS003965",56,13,17,3,4,1,10,1,1,6,0,14,14,0,28
"60QS003966",166,2,77,6,4,22,4,49,0,1,1,0,42,0,0
"60QS003967",74,2,35,0,1,11,1,17,2,1,4,0,0,0,74
"60QS003968",77,3,42,2,2,6,5,8,2,4,3,38,0,38,38
"60QS003969",108,5,33,4,9,7,4,13,13,15,5,12,0,0,48
"60QS003970",97,0,37,5,3,9,0,41,1,0,1,32,0,0,32
"60QS003971",91,6,46,5,0,13,1,17,2,1,0,0,0,0,0
"60QS003972",63,4,11,2,3,0,8,5,5,21,4,21,0,21,42
"60QS003973",74,3,12,0,13,1,15,2,2,16,10,11,0,28,23
"60QS003974",85,4,24,6,14,1,6,0,4,14,12,6,6,0,55
"60QS003975",61,1,10,3,4,1,7,1,0,20,14,15,30,15,15
"60QS003976",86,3,20,0,10,4,11,2,8,16,12,9,26,17,43
"60QS003977",70,4,12,2,8,0,11,4,9,12,8,9,9,0,35
"60QS003978",75,4,9,1,11,2,7,2,3,25,11,27,7,20,14
"60QS003979",86,6,17,5,16,0,5,2,4,21,10,22,22,16,48
"60QS003980",80,2,19,4,4,0,13,3,7,20,8,0,0,20,60
"60QS003981",74,5,11,0,19,0,8,0,7,17,7,8,8,12,43
"60QS003982",81,3,8,0,11,2,13,5,8,26,5,22,22,7,59
"60QS003983",75,7,12,0,2,0,8,1,10,20,15,38,38,0,38
"60QS003984",84,4,34,2,4,7,3,13,3,6,8,21,0,21,0
"60QS003985",64,3,17,2,4,7,10,9,4,6,2,16,0,0,16
"60QS003986",72,10,34,4,4,1,3,4,0,9,3,0,0,0,18
"60QS003987",41,2,20,0,7,0,4,1,2,5,0,6,6,0,35
"60QS003988",52,2,6,0,4,0,23,0,5,9,3,0,26,0,13
"60QS003989",48,3,13,1,1,0,18,2,2,7,1,0,0,0,0
"60QS003990",50,1,40,2,1,0,3,0,0,1,2,0,0,0,0
"60QS003991",80,1,58,4,5,3,3,2,0,2,2,16,0,0,32
"60QS003992",68,5,35,2,1,3,10,9,2,0,1,0,0,0,0
"60QS003993",59,2,36,2,1,3,4,5,3,1,2,0,0,0,59
"60QS003994",55,4,15,2,6,1,7,3,4,10,3,9,0,9,37
"60QS003995",59,3,13,0,12,5,4,3,1,8,10,25,5,5,30
"60QS003996",49,3,11,3,2,1,8,2,6,11,2,0,0,24,24
"60QS003997",69,3,18,2,5,1,13,2,4,19,2,28,14,14,14
"60QS003998",49,4,5,1,2,0,17,2,2,11,5,24,0,0,24
"60QS003999",41,2,6,1,3,1,12,2,4,8,2,14,0,0,27
"60QS004000",66,5,9,0,6,0,12,1,5,22,6,33,11,0,44
"60QS004001",73,1,13,3,9,0,6,2,9,19,11,41,8,0,41
"60QS004002",44,7,11,0,2,6,4,5,1,5,3,0,0,0,0
"60QS004003",81,4,41,4,3,2,4,10,3,7,3,0,54,0,54
"60QS004004",45,2,17,4,2,2,1,4,1,7,5,0,0,0,22
"60QS004005",159,9,74,8,12,17,5,26,5,2,1,0,27,0,53
"60QS004006",70,3,15,2,5,0,7,5,12,13,8,0,14,0,28
"60QS004007",82,7,8,2,5,3,7,8,13,17,12,16,0,33,16
"60QS004008",79,4,19,1,6,2,10,6,7,14,10,53,0,0,26
"60QS004009",87,5,37,1,3,3,15,2,5,8,8,29,29,0,29
"60QS004010",72,5,12,2,1,4,23,4,1,15,5,0,0,0,72
"60QS004011",58,6,17,1,5,0,12,3,1,7,6,12,0,12,12
"60QS004012",71,8,10,0,5,1,20,1,10,13,3,28,14,0,0
"60QS004013",67,4,11,1,3,0,16,0,8,19,5,0,0,0,0
"60QS004014",57,7,10,1,4,0,4,6,7,12,6,14,14,0,28
"60QS004015",69,6,6,3,9,0,10,1,5,17,12,0,23,0,54
"60QS004016",75,2,10,0,8,4,14,4,5,20,8,0,0,9,47
"60QS004017",71,7,12,1,3,0,10,5,13,13,7,47,0,24,0
"60QS004018",68,7,41,3,3,1,0,6,5,1,1,0,0,0,23
"60QS004019",60,5,33,6,2,3,4,2,3,1,1,0,0,0,60
"60QS004020",79,5,14,2,5,6,6,13,8,13,7,16,16,0,32
"60QS004021",69,1,18,0,8,0,7,7,9,15,4,26,0,17,26
"60QS004022",66,4,7,0,5,4,10,4,5,16,11,26,0,13,26
"60QS004023",65,7,12,1,8,2,9,4,5,12,5,32,8,24,16
"60QS004024",82,6,21,1,9,1,7,6,10,14,7,18,18,18,18
"60QS004025",66,6,12,0,14,4,5,9,5,6,5,19,0,5,28
"60QS004026",83,5,13,2,8,2,2,3,17,11,20,21,21,21,10
"60QS004027",61,5,8,0,6,2,5,5,11,15,4,0,0,0,30
"60QS004028",84,9,22,3,6,1,4,8,3,15,13,42,0,14,14
"60QS004029",65,0,6,1,10,0,3,5,7,10,23,13,0,20,26
"60QS004030",77,5,13,1,4,2,12,5,7,16,12,19,0,19,19
"60QS004031",75,9,15,2,8,2,2,7,7,10,13,9,0,9,47
"60QS004032",83,4,11,1,9,0,6,20,4,17,11,18,9,18,46
"60QS004033",68,2,8,1,4,0,7,4,7,12,23,0,17,0,51
"60QS004034",72,3,9,0,11,3,7,8,5,8,18,7,13,7,33
"60QS004035",41,1,3,0,4,3,3,3,7,8,9,0,0,0,20
"60QS004036",52,5,13,1,3,0,5,5,7,6,7,0,0,0,35
"60QS004037",99,13,36,1,8,1,11,3,9,10,7,37,25,0,25
"60QS004038",59,7,9,0,6,2,3,0,11,16,5,10,10,0,49
"60QS004039",44,4,14,0,3,3,8,0,1,6,5,29,0,0,15
"60QS004040",82,5,18,0,7,1,7,9,8,15,12,35,0,23,12
"60QS004041",82,5,14,0,13,1,9,4,10,16,10,32,6,19,44
"60QS004042",72,8,11,0,7,1,5,3,8,18,11,10,10,0,51
"60QS004043",87,3,17,1,13,0,7,2,4,24,16,27,20,7,54
"60QS004044",71,9,11,2,10,1,2,2,14,15,5,21,0,0,21
"60QS004045",53,1,13,0,6,0,2,3,7,12,9,26,9,9,35
"60QS004046",69,5,15,0,7,0,9,1,6,18,8,20,10,10,30
"60QS004047",61,4,15,1,3,2,11,0,4,7,14,0,0,0,20
"60QS004048",48,2,9,1,2,0,10,0,4,15,5,24,0,0,24
"60QS004049",57,3,15,0,5,1,21,0,2,9,1,0,46,0,23
"60QS004050",50,3,6,0,2,0,18,0,3,15,3,25,25,0,25
"60QS004051",45,5,6,0,0,0,15,2,4,7,6,0,0,0,0
"60QS004052",61,5,8,0,6,0,20,1,3,13,5,20,10,0,30
"60QS004053",55,4,5,0,6,0,9,1,9,11,10,28,0,0,9
"60QS004054",54,1,11,0,8,1,11,0,6,8,8,0,20,0,47
"60QS004055",48,1,10,0,6,0,9,2,9,10,1,16,0,8,24
"60QS004056",91,1,55,2,13,3,1,9,0,1,6,28,0,14,28
"60QS004057",63,0,50,2,4,1,0,0,1,3,2,16,0,16,0
"60QS004058",48,2,13,0,7,2,1,1,6,12,4,14,7,7,27
"60QS004059",51,2,17,0,5,2,1,4,5,7,8,0,0,0,41
"60QS004060",68,3,15,1,9,0,7,1,7,16,9,8,8,23,15
"60QS004061",68,3,22,1,5,0,9,1,6,15,6,27,0,0,41
"60QS004062",64,4,19,0,11,1,3,2,3,15,6,23,0,23,23
"60QS004063",69,8,14,0,4,4,9,1,6,13,10,34,0,17,34
"60QS004064",58,4,10,2,9,4,5,1,9,7,7,19,13,13,19
"60QS004065",67,3,11,0,9,3,11,1,7,11,11,15,0,15,15
"60QS004066",55,5,17,0,11,1,3,1,3,8,6,25,5,10,15
"60QS004067",51,1,14,3,13,0,4,1,0,10,5,24,12,4,24
"60QS004068",78,7,20,0,6,5,9,0,5,14,12,26,13,39,0
"60QS004069",67,4,11,1,7,0,6,4,9,18,7,19,0,0,29
"60QS004070",72,3,8,2,3,0,25,3,3,15,10,24,0,0,0
"60QS004071",44,2,16,1,1,0,13,0,1,10,0,0,44,0,44
"60QS004072",50,3,10,1,1,1,14,1,2,14,3,0,0,0,50
"60QS004073",106,6,21,2,9,2,17,3,13,19,14,47,24,35,35
"60QS004074",60,13,10,0,5,4,1,1,6,10,10,36,0,24,24
"60QS004075",54,3,16,0,4,0,5,0,6,16,4,14,0,27,0
"60QS004076",57,3,17,1,5,0,8,2,4,13,4,11,23,0,46
"60QS004077",64,6,19,2,5,0,13,1,6,9,3,13,13,13,26
"60QS004078",55,8,11,1,7,0,4,3,9,5,7,31,0,0,24
"60QS004079",61,5,13,1,10,0,12,1,2,9,8,12,18,6,24
"60QS004080",54,3,13,0,10,0,8,1,1,12,6,22,0,0,38
"60QS004081",52,5,10,0,10,0,7,0,11,5,4,0,16,10,31
"60QS004082",78,7,33,3,1,1,13,2,3,11,4,78,0,0,0
"60QS004083",80,10,29,2,2,1,17,1,5,11,2,40,0,0,40
"60QS004084",66,3,11,0,11,0,5,1,4,18,13,36,0,6,18
"60QS004085",57,2,7,0,12,1,8,1,3,14,9,5,5,5,28
"60QS004086",99,3,41,3,9,8,2,16,9,5,3,33,11,0,66
"60QS004087",68,8,37,5,0,1,5,4,2,1,5,0,0,0,0
"60QS004088",86,5,30,7,4,0,18,8,5,7,2,22,22,0,0
"60QS004089",114,13,56,12,2,4,8,7,3,8,1,0,0,0,0
"60QS004090",80,5,14,1,7,3,6,4,9,22,9,23,0,46,23
"60QS004091",55,3,10,0,3,0,11,0,6,14,8,0,0,0,37
"60QS004092",48,0,2,0,6,0,19,0,8,9,4,8,8,16,8
"60QS004093",45,0,3,0,1,0,16,3,8,11,3,45,0,45,0
"60QS004094",67,8,17,0,3,0,10,2,3,21,3,45,22,22,0
"60QS004095",80,6,9,0,10,1,15,6,3,20,10,32,24,0,24
"60QS004096",75,2,31,1,5,1,19,0,4,12,0,15,0,0,30
"60QS004097",44,2,10,0,2,2,7,2,5,12,2,0,22,0,0
"60QS004098",69,2,8,1,6,2,15,2,1,23,9,0,34,0,34
"60QS004099",62,1,9,0,5,0,11,0,2,22,12,0,12,0,62
"60QS004100",66,1,5,1,5,0,17,2,1,28,6,26,13,13,26
"60QS004101",58,2,3,2,6,0,7,0,3,24,11,0,39,0,39
"60QS004102",61,3,6,0,12,0,13,3,1,17,6,0,10,10,20
"60QS004103",74,1,8,1,5,1,14,4,8,26,6,0,15,15,30
"60QS004104",77,8,48,2,2,0,8,1,3,3,2,77,0,0,38
"60QS004105",110,12,55,11,1,2,9,5,4,7,4,0,110,0,0
"60QS004106",81,7,38,8,4,2,8,5,5,4,0,0,20,0,40
"60QS004107",113,12,51,11,6,4,5,7,7,9,1,19,19,0,56
"60QS004108",61,5,11,0,6,0,9,4,7,9,10,20,10,0,0
"60QS004109",72,7,12,1,9,4,14,2,7,11,5,24,0,8,32
"60QS004110",114,17,21,3,17,2,10,1,15,19,9,27,20,13,47
"60QS004111",45,1,8,0,5,1,6,1,5,14,4,18,0,9,9
"60QS004112",72,8,21,4,7,2,5,1,5,14,5,10,0,10,41
"60QS004113",73,8,15,2,3,3,12,0,6,17,7,24,0,24,0
"60QS004114",84,9,24,2,6,2,6,5,9,11,10,28,0,28,42
"60QS004115",47,5,12,0,7,1,1,2,9,7,3,20,0,34,7
"60QS004116",41,9,5,0,3,1,8,2,2,9,2,0,27,0,41
"60QS004117",71,6,18,0,3,0,18,1,8,11,6,24,0,0,47
"60QS004118",44,4,5,1,3,0,11,0,2,12,6,0,0,0,0
"60QS004119",42,5,4,0,5,0,5,0,6,13,4,17,8,8,17
"60QS004120",73,10,28,4,6,1,3,6,5,2,8,24,0,12,0
"60QS004121",67,2,44,2,3,0,7,2,1,4,2,0,45,0,45
"60QS004122",75,9,17,1,7,1,11,3,5,14,7,0,11,11,11
"60QS004123",57,6,17,0,5,3,4,2,3,11,6,23,23,0,23
"60QS004124",50,2,12,1,5,1,10,1,5,8,5,10,0,0,30
"60QS004125",43,4,8,1,7,0,9,0,1,11,2,6,0,6,12
"60QS004126",39,1,21,1,3,4,3,3,1,2,0,0,0,13,26
"60QS004127",91,1,58,13,3,5,3,3,2,3,0,61,0,61,0
"60QS004128",83,5,40,1,10,3,6,4,6,5,3,17,17,8,17
"60QS004129",51,0,35,0,2,4,0,2,2,5,1,0,0,0,0
"60QS004130",69,5,36,4,2,3,7,3,3,2,4,0,34,0,34
"60QS004131",78,13,39,4,5,2,2,4,2,0,7,0,0,0,16
"60QS004132",57,4,4,1,5,0,22,0,7,9,5,0,11,0,46
"60QS004133",48,3,13,3,7,0,6,0,4,8,4,34,7,7,21
"60QS004134",47,0,5,0,1,0,23,0,3,13,2,0,0,0,0
"60QS004135",47,2,3,0,1,0,25,1,2,12,1,0,47,0,0
"60QS004136",73,4,12,0,4,0,10,2,11,15,15,18,18,0,36
"60QS004137",60,8,4,0,3,1,2,2,13,11,16,20,0,0,20
"60QS004138",68,3,15,1,12,2,9,3,6,13,4,11,23,6,34
"60QS004139",56,4,8,0,11,0,5,3,4,11,10,36,5,15,15
"60QS004140",58,6,9,2,12,1,5,0,5,11,7,0,0,0,29
"60QS004141",65,4,7,0,9,1,10,2,2,15,15,14,14,0,51
"60QS004142",75,9,43,3,1,5,2,2,2,6,2,0,0,0,0
"60QS004143",71,1,40,2,1,1,11,6,3,3,3,71,0,71,0
"60QS004144",84,9,26,0,4,0,23,2,6,11,3,0,0,0,63
"60QS004145",58,6,19,2,4,1,2,9,4,6,5,0,0,0,14
"60QS004146",51,6,9,0,8,2,5,1,6,7,7,26,6,13,13
"60QS004147",51,4,11,1,3,2,3,5,6,12,4,17,17,17,17
"60QS004148",43,3,5,0,7,1,4,3,3,5,12,12,0,12,12
"60QS004149",54,6,13,1,7,0,4,1,9,8,5,23,0,0,15
"60QS004150",62,0,8,0,7,6,4,4,12,16,5,27,0,44,0
"60QS004151",62,1,6,0,4,1,3,5,18,9,15,16,0,16,16
"60QS004152",60,4,4,1,7,1,6,2,11,11,13,34,0,26,26
"60QS004153",59,2,4,1,2,2,7,5,5,15,16,59,0,0,0
"60QS004154",48,8,2,2,7,0,3,0,4,12,10,34,7,7,7
"60QS004155",59,1,4,0,10,0,8,4,6,17,9,12,12,12,35
"60QS004156",79,5,22,1,3,0,16,2,5,19,6,0,26,0,0
"60QS004157",64,4,10,0,1,0,16,3,2,21,7,0,0,0,0
"60QS004158",70,3,36,2,1,5,8,2,3,2,8,0,0,0,0
"60QS004159",48,3,21,4,1,0,6,3,2,5,3,0,0,0,0
"60QS004160",45,2,18,0,0,2,15,2,1,3,2,0,0,0,0
"60QS004161",76,11,23,4,2,0,20,2,4,3,7,0,0,0,76
"60QS004162",36,1,3,0,0,0,25,0,0,5,2,0,0,0,0
"60QS004163",40,3,4,0,1,0,18,0,0,8,6,0,40,0,40
"60QS004164",56,4,6,0,6,0,19,1,7,10,3,19,9,9,9
"60QS004165",51,4,10,3,6,0,8,1,4,10,5,17,17,0,17
"60QS004166",58,4,10,0,6,0,22,0,3,10,3,10,19,0,10
"60QS004167",62,4,16,2,3,0,14,0,6,14,3,0,21,21,41
"60QS004168",49,4,13,0,0,1,20,0,3,4,4,0,0,0,0
"60QS004169",43,2,3,0,5,1,2,0,4,14,12,17,9,0,34
"60QS004170",69,2,10,1,4,0,24,1,2,19,6,0,34,0,0
"60QS004171",56,4,11,0,6,0,15,1,1,10,8,28,9,0,9
"60QS004172",76,6,17,0,6,0,13,1,2,18,13,63,0,25,0
"60QS004173",48,1,8,0,4,1,11,2,1,13,7,12,24,0,24
"60QS004174",112,14,59,4,1,0,13,3,2,8,8,0,112,0,112
"60QS004175",88,17,48,0,3,2,10,2,2,3,1,29,29,0,0
"60QS004176",99,13,68,6,1,2,0,3,3,3,0,99,0,99,0
"60QS004177",102,6,76,4,1,0,6,3,2,2,2,0,0,0,0
"60QS004178",59,2,11,3,8,1,6,0,0,22,6,22,0,15,22
"60QS004179",46,3,4,1,7,1,7,1,0,14,8,0,7,0,13
"60QS004180",72,8,7,1,6,2,7,7,12,9,13,0,0,12,12
"60QS004181",70,6,13,2,11,1,2,6,7,12,10,13,6,19,38
"60QS004182",53,3,4,0,7,0,9,3,4,18,5,0,15,0,38
"60QS004183",52,4,10,1,4,0,5,3,6,13,6,39,0,26,13
"60QS004184",46,5,11,0,6,0,12,0,2,6,4,15,8,8,15
"60QS004185",52,5,10,1,4,0,14,2,1,12,3,0,26,13,26
"60QS004186",114,2,26,1,2,19,0,63,0,1,0,114,0,0,0
"60QS004187",65,0,38,10,3,1,1,8,0,2,2,0,0,0,0
"60QS004188",94,4,56,6,1,8,2,13,0,3,1,0,0,0,94
"60QS004189",79,0,51,6,5,3,3,9,0,1,1,16,0,0,0
"60QS004190",145,2,22,8,27,2,25,4,3,32,20,21,38,0,86
"60QS004191",52,2,20,2,10,4,2,2,1,7,2,10,5,10,26
"60QS004192",100,2,28,2,10,1,15,6,0,21,15,10,30,0,50
"60QS004193",86,0,18,2,7,0,10,4,7,25,13,12,0,12,37
"60QS004194",99,5,57,12,2,5,0,7,3,3,5,0,50,0,50
"60QS004195",84,3,55,5,3,5,2,10,0,1,0,0,0,0,28
"60QS004196",74,4,45,6,3,3,2,6,2,2,1,0,0,0,0
"60QS004197",72,1,23,2,3,10,10,9,1,10,3,0,24,0,48
"60QS004198",76,2,42,5,2,5,5,12,0,1,2,0,0,0,0
"60QS004199",98,1,64,2,1,12,4,10,0,2,2,0,0,0,0
"60QS004200",80,2,62,2,0,5,1,5,0,2,1,0,0,0,0
"60QS004201",131,4,23,3,12,2,26,1,3,43,14,44,11,22,33
"60QS004202",64,2,27,7,2,6,1,13,3,0,3,0,0,0,32
"60QS004203",75,2,20,2,14,15,0,15,0,2,5,48,0,16,16
"60QS004204",76,7,20,3,4,14,8,16,0,2,2,38,0,0,19
