"output_area","ALL PEOPLE","Number White Scottish","Number Other White British","Number White Irish","Number Other White","Number Indian","Number Pakistani","Number Bangladeshi","Number Other South Asian","Number Chinese","Number Caribbean","Number African","Number Black Scottish or Other Black","Number Any Mixed Background","Number Other Ethnic Group","Number of people aged 3 and over, who understand, speak, read or write Gaelic and who were born in Scotland","Number of people aged 3 and over, who understand, speak, read or write Gaelic and who were not born in Scotland"
"60QN000105",142,132,2,0,0,0,5,1,0,0,0,2,0,0,0,0,1
"60QN000106",199,190,NA,3,0,0,6,0,0,0,0,0,0,0,0,3,0
"60QN000107",121,109,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000108",103,95,2,3,3,0,0,0,0,0,0,0,0,0,0,0,1
"60QN000109",127,114,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000110",126,102,13,2,3,0,0,0,0,0,0,0,0,5,1,3,0
"60QN000111",199,193,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000112",119,112,4,1,1,0,1,0,0,0,0,0,0,0,0,2,0
"60QN000113",154,150,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000114",175,159,14,0,2,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000115",114,109,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"60QN000116",251,234,14,2,1,0,0,0,0,0,0,0,0,0,0,3,0
"60QN000117",154,147,6,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000118",194,188,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000119",198,187,7,3,0,0,0,0,0,1,0,0,0,0,0,1,0
"60QN000120",129,124,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000121",111,106,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000122",177,166,10,1,0,0,0,0,0,0,0,0,0,0,0,7,0
"60QN000123",123,119,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000124",94,90,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000125",80,77,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000126",147,137,6,0,2,0,0,0,0,2,0,0,0,0,0,1,0
"60QN000127",51,46,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0
"60QN000128",61,54,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1
"60QN000129",146,140,3,2,0,0,0,0,0,0,1,0,0,0,0,1,0
"60QN000130",133,119,10,0,3,0,0,0,0,0,0,0,0,1,0,3,0
"60QN000131",125,120,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000132",136,125,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000133",253,244,7,0,2,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000134",129,120,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000135",88,85,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000136",251,240,6,3,1,0,1,0,0,0,0,0,0,0,0,3,0
"60QN000137",131,124,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0
"60QN000138",107,103,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000139",151,139,9,3,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000140",119,111,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000141",65,65,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000142",87,85,NA,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000143",129,123,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000144",129,121,4,1,2,0,0,0,0,0,0,1,0,0,0,2,0
"60QN000145",83,80,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000146",139,134,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000147",125,118,3,3,0,0,0,0,1,0,0,0,0,0,0,0,3
"60QN000148",64,61,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000149",81,64,7,7,1,0,1,0,0,0,0,0,0,1,0,3,1
"60QN000150",163,144,11,4,4,0,0,0,0,0,0,0,0,0,0,3,0
"60QN000151",72,67,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000152",86,81,NA,4,1,0,0,0,0,0,0,0,0,0,0,3,0
"60QN000153",64,62,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000154",126,111,12,0,0,0,0,0,0,3,0,0,0,0,0,1,0
"60QN000155",148,128,5,1,5,0,9,0,0,0,0,0,0,0,0,6,2
"60QN000156",121,112,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"60QN000157",100,90,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000158",103,100,NA,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"60QN000159",56,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000160",146,129,10,0,1,0,6,0,0,0,0,0,0,0,0,1,0
"60QN000161",66,63,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000162",71,70,NA,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000163",158,146,7,4,1,0,0,0,0,0,0,0,0,0,0,1,1
"60QN000164",138,135,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"60QN000165",108,104,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000166",129,118,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000167",64,61,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000168",131,129,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000169",61,60,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000170",88,84,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"60QN000171",78,77,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000172",106,106,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000173",57,52,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000174",107,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000175",149,140,4,1,2,0,0,0,0,0,0,0,0,2,0,0,0
"60QN000176",155,147,2,2,4,0,0,0,0,0,0,0,0,0,0,3,0
"60QN000177",177,170,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000178",88,86,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000179",217,205,4,3,3,0,0,0,0,1,0,0,0,1,0,0,0
"60QN000180",167,162,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000181",61,58,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000182",91,87,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000183",291,272,7,2,0,0,0,0,2,4,0,0,3,0,1,3,1
"60QN000184",102,92,1,1,5,1,0,0,0,0,0,0,0,2,0,0,0
"60QN000185",61,54,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0
"60QN000186",349,321,5,7,3,0,9,0,0,4,0,0,0,0,0,1,0
"60QN000187",119,117,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000188",85,81,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000189",121,110,8,0,2,0,0,0,0,0,0,0,0,0,1,3,0
"60QN000190",118,97,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000191",156,140,6,3,2,1,0,0,0,2,0,0,0,2,0,0,0
"60QN000192",80,74,2,0,0,0,4,0,0,0,0,0,0,0,0,6,0
"60QN000193",106,101,1,3,1,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000194",117,111,2,1,3,0,0,0,0,0,0,0,0,0,0,3,0
"60QN000195",159,150,6,1,1,0,0,0,0,0,0,0,0,1,0,1,0
"60QN000196",121,114,5,1,1,0,0,0,0,0,0,0,0,0,0,4,0
"60QN000197",204,201,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000198",139,133,1,2,1,0,0,0,0,0,0,0,0,1,1,2,0
"60QN000199",205,193,5,2,1,0,0,0,0,4,0,0,0,0,0,2,1
"60QN000200",121,107,11,2,1,0,0,0,0,0,0,0,0,0,0,3,0
"60QN000201",151,122,23,5,1,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000202",159,151,1,1,4,0,0,0,0,0,0,0,0,2,0,2,0
"60QN000203",123,116,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000204",106,95,7,0,2,0,1,0,0,0,0,1,0,0,0,0,0
"60QN000205",80,68,8,3,1,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000206",140,128,8,4,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000207",80,74,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000208",149,142,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0
"60QN000209",98,92,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000210",120,117,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000211",84,80,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000212",124,108,11,4,1,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000213",131,125,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"60QN000214",112,106,5,0,1,0,0,0,0,0,0,0,0,0,0,2,1
"60QN000215",104,96,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"60QN000216",135,131,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000217",213,202,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000218",140,128,7,0,0,0,5,0,0,0,0,0,0,0,0,4,0
"60QN000219",139,126,9,1,0,0,0,0,0,3,0,0,0,0,0,2,0
"60QN000220",94,92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000221",65,63,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000222",160,151,3,0,0,0,0,0,0,0,0,0,0,2,4,3,0
"60QN000223",104,100,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000224",174,157,12,2,3,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000225",148,135,10,0,1,0,0,0,0,1,0,0,0,1,0,3,0
"60QN000226",105,89,9,3,4,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000227",168,154,8,5,0,0,1,0,0,0,0,0,0,0,0,4,0
"60QN000228",143,138,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000229",133,124,3,1,4,1,0,0,0,0,0,0,0,0,0,1,1
"60QN000230",96,84,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000231",95,85,9,1,0,0,0,0,0,0,0,0,0,0,0,3,0
"60QN000232",59,50,4,2,2,0,0,0,0,0,0,0,0,1,0,2,0
"60QN000233",79,64,1,0,10,0,4,0,0,0,0,0,0,0,0,0,0
"60QN000234",95,86,7,1,1,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000235",66,55,3,0,1,0,6,0,0,0,1,0,0,0,0,1,0
"60QN000236",164,152,4,4,4,0,0,0,0,0,0,0,0,0,0,2,1
"60QN000237",135,130,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000238",102,92,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0
"60QN000239",130,111,3,3,1,7,5,0,0,0,0,0,0,0,0,1,0
"60QN000240",103,91,6,0,1,1,0,1,2,0,0,0,0,0,1,3,0
"60QN000241",141,129,1,4,1,6,0,0,0,0,0,0,0,0,0,4,0
"60QN000242",122,111,4,1,1,0,5,0,0,0,0,0,0,0,0,5,0
"60QN000243",114,108,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000244",181,173,6,0,2,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000245",87,79,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000246",104,79,8,1,2,10,0,0,3,0,0,0,0,0,1,2,0
"60QN000247",184,180,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000248",175,166,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000249",123,102,1,6,0,3,6,1,0,4,0,0,0,0,0,0,0
"60QN000250",161,144,6,0,3,0,4,0,0,1,0,0,0,1,2,2,0
"60QN000251",140,124,4,6,6,0,0,0,0,0,0,0,0,0,0,3,0
"60QN000252",237,211,14,5,1,0,1,0,4,1,0,0,0,0,0,1,1
"60QN000253",122,120,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000254",89,79,1,0,1,0,6,0,0,1,0,0,0,1,0,0,0
"60QN000255",84,74,3,3,4,0,0,0,0,0,0,0,0,0,0,1,1
"60QN000256",70,62,4,3,1,0,0,0,0,0,0,0,0,0,0,3,1
"60QN000257",126,103,6,5,6,2,4,0,0,0,0,0,0,0,0,1,1
"60QN000258",176,156,10,3,2,0,5,0,0,0,0,0,0,0,0,2,0
"60QN000259",154,141,5,4,3,0,1,0,0,0,0,0,0,0,0,1,0
"60QN000260",201,183,10,3,1,2,1,0,1,0,0,0,0,0,0,2,0
"60QN000261",191,174,11,0,1,5,0,0,0,0,0,0,0,0,0,3,0
"60QN000262",133,115,7,4,1,6,0,0,0,0,0,0,0,0,0,2,0
"60QN000263",125,117,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000264",103,96,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000265",131,120,3,1,0,0,2,0,0,5,0,0,0,0,0,1,0
"60QN000266",201,185,4,3,4,5,0,0,0,0,0,0,0,0,0,0,0
"60QN000267",212,195,2,11,1,0,3,0,0,0,0,0,0,0,0,1,0
"60QN000268",208,189,8,8,3,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000269",141,135,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000270",110,99,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000271",132,121,4,3,2,0,0,1,0,0,0,0,0,1,0,0,0
"60QN000272",171,150,7,11,1,2,0,0,0,0,0,0,0,0,0,0,0
"60QN000273",87,76,4,2,1,4,0,0,0,0,0,0,0,0,0,1,0
"60QN000274",62,54,6,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"60QN000275",102,96,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000276",131,123,5,1,2,0,0,0,0,0,0,0,0,0,0,3,0
"60QN000277",137,129,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000278",113,100,8,1,0,0,1,0,0,3,0,0,0,0,0,6,0
"60QN000279",158,146,4,2,1,5,0,0,0,0,0,0,0,0,0,0,0
"60QN000280",84,79,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000281",147,131,3,4,2,6,0,0,0,0,0,1,0,0,0,3,0
"60QN000282",125,114,1,4,6,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000283",131,116,7,0,2,0,6,0,0,0,0,0,0,0,0,2,0
"60QN000284",142,139,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000285",226,207,9,2,2,0,5,0,0,0,1,0,0,0,0,0,0
"60QN000286",156,151,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000287",155,141,2,2,4,0,6,0,0,0,0,0,0,0,0,0,0
"60QN000288",142,133,1,1,1,0,6,0,0,0,0,0,0,0,0,1,0
"60QN000289",119,98,3,1,0,0,7,0,10,0,0,0,0,0,0,5,0
"60QN000290",144,131,4,6,0,0,2,0,0,0,0,0,0,1,0,7,0
"60QN000291",149,134,8,2,0,0,2,0,2,0,0,0,0,0,1,3,0
"60QN000292",130,119,2,3,0,0,0,0,0,6,0,0,0,0,0,0,0
"60QN000293",228,216,5,1,2,4,0,0,0,0,0,0,0,0,0,1,0
"60QN000294",182,168,10,0,3,0,0,0,0,0,0,0,0,1,0,0,0
"60QN000295",149,143,3,0,0,0,0,0,0,3,0,0,0,0,0,2,0
"60QN000296",130,124,3,1,0,2,0,0,0,0,0,0,0,0,0,1,0
"60QN000297",151,146,1,4,0,0,0,0,0,0,0,0,0,0,0,4,0
"60QN000298",154,130,8,1,3,0,8,0,3,0,0,0,0,0,1,0,1
"60QN000299",150,146,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"60QN000300",114,106,4,3,0,1,0,0,0,0,0,0,0,0,0,1,0
"60QN000301",96,92,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"60QN000302",130,113,2,1,1,0,13,0,0,0,0,0,0,0,0,1,0
"60QN000303",96,85,7,4,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000304",131,123,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000305",151,134,3,4,0,3,3,0,0,1,0,0,0,3,0,5,0
"60QN000306",106,100,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000307",162,156,2,1,0,0,1,0,0,0,1,0,0,1,0,2,0
"60QN000308",54,52,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"60QN000309",192,175,7,8,2,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000310",146,139,3,1,0,3,0,0,0,0,0,0,0,0,0,1,0
"60QN000311",146,134,3,0,2,5,1,0,0,0,0,0,0,0,1,2,0
"60QN000312",107,102,3,2,0,0,0,0,0,0,0,0,0,0,0,1,2
"60QN000313",154,137,3,1,12,0,1,0,0,0,0,0,0,0,0,1,0
"60QN000314",103,80,6,5,2,3,1,0,0,2,0,0,0,3,1,0,0
"60QN000315",98,84,6,2,1,5,0,0,0,0,0,0,0,0,0,1,0
"60QN000316",65,57,4,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"60QN000317",135,123,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0
"60QN000318",97,89,5,2,1,0,0,0,0,0,0,0,0,0,0,5,0
"60QN000319",165,149,3,1,8,0,0,0,0,0,1,0,0,3,0,3,3
"60QN000320",90,87,NA,2,0,0,0,0,0,0,0,0,0,1,0,1,0
"60QN000321",117,109,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"60QN000322",92,88,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000323",105,100,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000324",112,109,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000325",114,113,NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000326",93,76,8,3,2,0,0,0,0,0,0,0,0,4,0,4,0
"60QN000327",85,81,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000328",109,102,5,1,1,0,0,0,0,0,0,0,0,0,0,2,1
"60QN000329",107,100,NA,5,2,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000330",76,73,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000331",129,117,9,1,2,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000332",74,65,2,0,0,1,6,0,0,0,0,0,0,0,0,3,0
"60QN000333",141,128,7,6,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000334",130,121,5,2,1,0,1,0,0,0,0,0,0,0,0,3,0
"60QN000335",114,102,8,1,3,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000336",121,108,7,6,0,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000337",140,134,1,5,0,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000338",130,123,6,1,0,0,0,0,0,0,0,0,0,0,0,6,0
"60QN000339",118,107,8,1,1,0,1,0,0,0,0,0,0,0,0,2,0
"60QN000340",126,120,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000341",135,132,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000342",120,115,NA,1,1,0,3,0,0,0,0,0,0,0,0,0,0
"60QN000343",134,125,1,2,1,5,0,0,0,0,0,0,0,0,0,1,0
"60QN000344",140,132,5,0,3,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000345",135,121,2,7,5,0,0,0,0,0,0,0,0,0,0,0,1
"60QN000346",101,94,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0
"60QN000347",94,91,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000348",102,98,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000349",157,148,5,2,0,0,0,0,0,0,0,0,0,1,1,0,0
"60QN000350",114,111,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000351",107,100,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000352",156,142,3,1,3,5,0,0,0,0,0,0,2,0,0,0,0
"60QN000353",104,101,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000354",133,125,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000355",123,115,4,2,0,0,0,0,0,2,0,0,0,0,0,1,0
"60QN000356",173,153,13,4,2,0,1,0,0,0,0,0,0,0,0,1,0
"60QN000357",175,156,9,5,2,0,0,0,0,0,0,0,0,2,1,3,1
"60QN000358",129,122,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000359",192,172,9,5,5,0,0,0,0,0,0,0,0,1,0,2,0
"60QN000360",127,101,4,5,1,13,0,0,3,0,0,0,0,0,0,2,0
"60QN000361",134,113,5,8,4,0,4,0,0,0,0,0,0,0,0,1,0
"60QN000362",114,97,2,7,0,8,0,0,0,0,0,0,0,0,0,0,0
"60QN000363",163,154,2,4,3,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000364",208,160,12,16,1,0,19,0,0,0,0,0,0,0,0,7,2
"60QN000365",140,117,15,1,7,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000366",196,172,7,1,11,1,4,0,0,0,0,0,0,0,0,1,0
"60QN000367",177,171,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"60QN000368",205,167,4,10,6,0,17,0,0,0,0,0,0,0,1,8,1
"60QN000369",159,136,11,6,2,0,4,0,0,0,0,0,0,0,0,1,1
"60QN000370",129,111,11,3,0,0,0,0,0,0,0,0,0,0,4,1,1
"60QN000371",142,121,8,5,4,4,0,0,0,0,0,0,0,0,0,2,0
"60QN000372",225,193,19,4,4,4,0,0,0,1,0,0,0,0,0,0,0
"60QN000373",76,66,3,0,1,0,6,0,0,0,0,0,0,0,0,0,0
"60QN000374",210,174,14,1,1,0,16,0,0,1,0,0,0,3,0,4,0
"60QN000375",93,79,4,0,2,0,4,0,2,0,0,0,0,1,1,1,0
"60QN000376",135,89,7,6,6,0,17,0,2,8,0,0,0,0,0,0,0
"60QN000377",158,126,NA,7,4,7,13,0,1,0,0,0,0,0,0,2,0
"60QN000378",176,96,4,0,2,23,46,0,1,0,0,4,0,0,0,5,2
"60QN000379",165,120,5,4,2,5,26,0,0,1,1,0,0,1,0,1,0
"60QN000380",113,97,4,4,3,0,0,2,0,0,1,1,0,1,0,1,1
"60QN000381",102,78,5,1,4,0,12,0,0,1,0,0,0,1,0,2,0
"60QN000382",135,112,10,1,3,4,3,0,0,0,0,0,0,2,0,1,1
"60QN000383",153,122,3,2,0,8,18,0,0,0,0,0,0,0,0,2,0
"60QN000384",135,106,7,1,1,14,6,0,0,0,0,0,0,0,0,1,0
"60QN000385",193,165,2,12,3,1,4,0,2,0,0,0,0,2,2,3,1
"60QN000386",187,174,9,2,2,0,0,0,0,0,0,0,0,0,0,4,0
"60QN000387",188,143,8,9,20,0,7,0,0,0,0,0,0,1,0,4,0
"60QN000388",148,113,4,1,4,7,16,0,3,0,0,0,0,0,0,7,0
"60QN000389",169,102,9,0,5,1,52,0,0,0,0,0,0,0,0,0,0
"60QN000390",208,162,3,5,5,4,28,0,0,1,0,0,0,0,0,3,0
"60QN000391",80,72,4,2,1,0,0,0,0,0,0,0,0,0,1,3,0
"60QN000392",96,86,8,0,1,0,0,0,0,0,0,0,0,1,0,3,0
"60QN000393",112,95,3,0,2,3,4,0,5,0,0,0,0,0,0,1,0
"60QN000394",152,128,4,5,3,2,5,0,1,3,0,0,0,1,0,1,0
"60QN000395",161,123,6,3,6,0,17,0,0,6,0,0,0,0,0,2,0
"60QN000396",126,102,3,1,3,10,6,0,0,1,0,0,0,0,0,1,0
"60QN000397",132,118,6,0,1,5,2,0,0,0,0,0,0,0,0,3,0
"60QN000398",100,92,NA,1,2,0,5,0,0,0,0,0,0,0,0,0,0
"60QN000399",166,144,11,8,0,0,0,0,1,0,0,0,0,2,0,2,0
"60QN000400",89,81,NA,3,0,0,1,0,0,0,0,0,0,3,1,1,0
"60QN000401",129,109,10,5,2,0,0,0,0,3,0,0,0,0,0,1,0
"60QN000402",150,135,12,0,3,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000403",107,98,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000404",133,126,2,0,0,0,5,0,0,0,0,0,0,0,0,1,0
"60QN000405",145,134,1,2,1,0,7,0,0,0,0,0,0,0,0,0,1
"60QN000406",129,117,7,2,2,0,0,0,1,0,0,0,0,0,0,1,0
"60QN000407",142,128,6,4,0,0,0,0,0,0,0,0,0,4,0,2,0
"60QN000408",120,98,7,2,0,0,13,0,0,0,0,0,0,0,0,3,1
"60QN000409",135,112,18,2,2,0,0,0,0,0,0,0,0,1,0,1,0
"60QN000410",163,156,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"60QN000411",167,145,14,3,1,0,0,0,0,0,0,0,0,0,4,2,0
"60QN000412",118,92,13,2,5,0,6,0,0,0,0,0,0,0,0,0,0
"60QN000413",151,126,5,9,0,10,0,0,0,0,0,0,0,1,0,4,0
"60QN000414",121,84,13,8,8,0,0,0,8,0,0,0,0,0,0,1,0
"60QN000415",215,183,8,2,4,0,17,0,0,0,0,0,0,0,1,4,0
"60QN000416",129,108,14,0,0,0,6,0,0,0,0,0,0,1,0,2,0
"60QN000417",94,79,7,2,6,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000418",79,72,6,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"60QN000419",157,107,16,0,0,1,29,0,0,0,0,0,0,3,1,6,0
"60QN000420",128,105,4,0,0,0,16,0,0,0,1,0,0,0,2,0,0
"60QN000421",84,82,NA,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"60QN000422",142,115,5,3,2,4,10,0,0,0,0,0,0,3,0,3,0
"60QN000423",109,79,16,2,2,2,8,0,0,0,0,0,0,0,0,3,0
"60QN000424",130,123,4,0,0,3,0,0,0,0,0,0,0,0,0,2,1
"60QN000425",124,93,18,1,2,5,5,0,0,0,0,0,0,0,0,0,0
"60QN000426",96,87,2,0,3,0,0,0,0,0,0,0,0,0,4,0,0
"60QN000427",103,82,6,7,5,0,3,0,0,0,0,0,0,0,0,1,1
"60QN000428",74,61,2,3,0,0,8,0,0,0,0,0,0,0,0,0,0
"60QN000429",63,53,NA,1,3,5,1,0,0,0,0,0,0,0,0,0,0
"60QN000430",162,123,9,2,7,0,16,0,0,5,0,0,0,0,0,2,0
"60QN000431",168,127,17,3,6,1,8,0,3,0,0,0,0,0,3,0,0
"60QN000432",74,70,NA,1,3,0,0,0,0,0,0,0,0,0,0,1,0
"60QN000433",82,77,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"60QN000434",155,130,13,1,6,0,5,0,0,0,0,0,0,0,0,2,0
"60QN000435",70,61,2,4,3,0,0,0,0,0,0,0,0,0,0,5,0
"60QN000436",90,82,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"60QN000437",131,121,5,1,4,0,0,0,0,0,0,0,0,0,0,3,0
"60QN000438",162,134,2,8,1,0,12,0,2,0,0,0,0,2,1,0,1
"60QN000439",89,71,5,3,0,0,10,0,0,0,0,0,0,0,0,2,0
