"dz_2001","la_name","year","total","rest_uk","rest_eu","outside_europe"
"S01003956","Highland",2001,820,184,6,23
"S01003957","Highland",2001,687,114,11,11
"S01003958","Highland",2001,762,105,4,11
"S01003959","Highland",2001,730,204,4,13
"S01003960","Highland",2001,890,141,9,13
"S01003961","Highland",2001,565,88,2,11
"S01003962","Highland",2001,715,106,3,14
"S01003963","Highland",2001,535,160,5,16
"S01003964","Highland",2001,459,93,2,7
"S01003965","Highland",2001,543,143,12,13
"S01003966","Highland",2001,916,168,15,11
"S01003967","Highland",2001,513,112,9,11
"S01003968","Highland",2001,902,157,5,14
"S01003969","Highland",2001,775,162,5,15
"S01003970","Highland",2001,593,142,19,18
"S01003971","Highland",2001,652,116,4,8
"S01003972","Highland",2001,788,158,17,8
"S01003973","Highland",2001,740,124,7,13
"S01003974","Highland",2001,813,177,8,14
"S01003975","Highland",2001,655,150,4,6
"S01003976","Highland",2001,708,47,5,3
"S01003977","Highland",2001,595,33,5,4
"S01003978","Highland",2001,610,36,10,8
"S01003979","Highland",2001,589,NA,5,8
"S01003980","Highland",2001,690,66,6,2
"S01003981","Highland",2001,579,24,5,3
"S01003982","Highland",2001,843,70,12,16
"S01003983","Highland",2001,725,47,1,8
"S01003984","Highland",2001,654,41,6,13
"S01003985","Highland",2001,862,40,4,1
"S01003986","Highland",2001,582,33,2,1
"S01003987","Highland",2001,949,67,1,8
"S01003988","Highland",2001,689,145,4,5
"S01003989","Highland",2001,965,192,2,13
"S01003990","Highland",2001,659,108,13,5
"S01003991","Highland",2001,593,43,2,9
"S01003992","Highland",2001,2311,390,3,26
"S01003993","Highland",2001,652,141,3,10
"S01003994","Highland",2001,679,94,6,5
"S01003995","Highland",2001,1613,300,7,10
"S01003996","Highland",2001,646,110,11,4
"S01003997","Highland",2001,1083,100,7,22
"S01003998","Highland",2001,599,65,4,9
"S01003999","Highland",2001,1000,135,7,21
"S01004000","Highland",2001,971,56,6,13
"S01004001","Highland",2001,708,49,4,5
"S01004002","Highland",2001,1015,132,4,9
"S01004003","Highland",2001,549,59,7,9
"S01004004","Highland",2001,785,30,3,7
"S01004005","Highland",2001,635,66,1,13
"S01004006","Highland",2001,576,111,4,9
"S01004007","Highland",2001,584,53,4,6
"S01004008","Highland",2001,906,124,2,7
"S01004009","Highland",2001,965,151,7,11
"S01004010","Highland",2001,775,222,8,11
"S01004011","Inverclyde",2001,1985,301,22,56
"S01004012","Inverclyde",2001,1061,97,27,20
"S01004013","Inverclyde",2001,530,59,8,19
"S01004014","Inverclyde",2001,606,105,8,21
"S01004015","Inverclyde",2001,944,158,12,30
"S01004016","Inverclyde",2001,608,60,9,7
"S01004017","Inverclyde",2001,1086,164,20,22
"S01004018","Inverclyde",2001,854,70,13,12
"S01004019","Inverclyde",2001,1179,124,17,22
"S01004020","Inverclyde",2001,801,86,4,13
"S01004021","Inverclyde",2001,1334,89,6,24
"S01004022","Inverclyde",2001,1188,94,9,21
"S01004023","Inverclyde",2001,603,31,8,5
"S01004024","Inverclyde",2001,1655,NA,4,6
"S01004025","Inverclyde",2001,853,27,2,4
"S01004026","Inverclyde",2001,668,11,4,2
"S01004027","Inverclyde",2001,876,33,2,1
"S01004028","Inverclyde",2001,775,NA,5,3
"S01004029","Inverclyde",2001,928,30,4,3
"S01004030","Inverclyde",2001,832,25,3,3
"S01004031","Inverclyde",2001,596,19,2,1
"S01004032","Inverclyde",2001,455,25,2,8
"S01004033","Inverclyde",2001,898,24,8,2
"S01004034","Inverclyde",2001,792,36,3,13
"S01004035","Inverclyde",2001,879,NA,8,12
"S01004036","Inverclyde",2001,710,16,2,5
"S01004037","Inverclyde",2001,717,43,8,10
"S01004038","Inverclyde",2001,715,NA,6,1
"S01004039","Inverclyde",2001,402,NA,4,3
"S01004040","Inverclyde",2001,661,22,4,9
"S01004041","Inverclyde",2001,623,NA,4,3
"S01004042","Inverclyde",2001,644,23,3,4
"S01004043","Inverclyde",2001,805,29,10,4
"S01004044","Inverclyde",2001,812,31,3,7
"S01004045","Inverclyde",2001,916,32,10,0
"S01004046","Inverclyde",2001,592,NA,5,8
"S01004047","Inverclyde",2001,746,25,5,7
"S01004048","Inverclyde",2001,1098,36,2,11
"S01004049","Inverclyde",2001,1105,34,22,4
"S01004050","Inverclyde",2001,529,NA,2,4
"S01004051","Inverclyde",2001,741,NA,4,6
"S01004052","Inverclyde",2001,585,NA,6,9
"S01004053","Inverclyde",2001,1073,NA,6,1
"S01004054","Inverclyde",2001,950,NA,6,1
"S01004055","Inverclyde",2001,600,NA,5,9
"S01004056","Inverclyde",2001,769,25,4,4
"S01004057","Inverclyde",2001,1748,NA,10,13
"S01004058","Inverclyde",2001,936,NA,6,4
"S01004059","Inverclyde",2001,610,26,4,9
"S01004060","Inverclyde",2001,502,NA,7,4
"S01004061","Inverclyde",2001,634,NA,6,5
"S01004062","Inverclyde",2001,958,62,5,28
"S01004063","Inverclyde",2001,707,27,10,4
"S01004064","Inverclyde",2001,691,NA,3,4
"S01004065","Inverclyde",2001,1163,NA,8,22
"S01004066","Inverclyde",2001,564,11,6,6
"S01004067","Inverclyde",2001,787,21,3,7
"S01004068","Inverclyde",2001,763,NA,3,6
"S01004069","Inverclyde",2001,636,21,1,9
"S01004070","Inverclyde",2001,529,NA,4,4
"S01004071","Inverclyde",2001,858,NA,11,6
"S01004072","Inverclyde",2001,1083,NA,10,14
"S01004073","Inverclyde",2001,823,22,5,5
"S01004074","Inverclyde",2001,886,NA,8,3
"S01004075","Inverclyde",2001,617,NA,6,8
"S01004076","Inverclyde",2001,630,14,1,2
"S01004077","Inverclyde",2001,872,29,3,10
"S01004078","Inverclyde",2001,838,NA,10,5
"S01004079","Inverclyde",2001,818,18,11,3
"S01004080","Inverclyde",2001,979,NA,23,7
"S01004081","Inverclyde",2001,683,32,6,18
"S01004082","Inverclyde",2001,1018,104,9,20
"S01004083","Inverclyde",2001,896,NA,10,2
"S01004084","Inverclyde",2001,857,NA,13,12
"S01004085","Inverclyde",2001,559,NA,6,8
"S01004086","Inverclyde",2001,1058,NA,13,6
"S01004087","Inverclyde",2001,538,NA,4,6
"S01004088","Inverclyde",2001,569,19,1,6
"S01004089","Inverclyde",2001,792,NA,3,6
"S01004090","Inverclyde",2001,408,NA,3,2
"S01004091","Inverclyde",2001,1004,NA,18,20
"S01004092","Inverclyde",2001,697,NA,24,6
"S01004093","Inverclyde",2001,793,NA,11,14
"S01004094","Inverclyde",2001,413,NA,32,11
"S01004095","Inverclyde",2001,685,32,4,16
"S01004096","Inverclyde",2001,681,33,9,12
"S01004097","Inverclyde",2001,844,16,2,3
"S01004098","Inverclyde",2001,630,14,7,5
"S01004099","Inverclyde",2001,1141,85,16,28
"S01004100","Inverclyde",2001,1019,NA,17,5
"S01004101","Inverclyde",2001,809,NA,14,13
"S01004102","Inverclyde",2001,785,28,18,19
"S01004103","Inverclyde",2001,787,39,6,5
"S01004104","Inverclyde",2001,796,42,10,19
"S01004105","Inverclyde",2001,799,30,5,11
"S01004106","Inverclyde",2001,950,NA,25,25
"S01004107","Inverclyde",2001,689,29,4,12
"S01004108","Inverclyde",2001,786,41,12,18
"S01004109","Inverclyde",2001,615,24,3,12
"S01004110","Inverclyde",2001,723,NA,11,16
"S01004111","Inverclyde",2001,1048,79,31,25
"S01004112","Inverclyde",2001,874,49,19,10
"S01004113","Inverclyde",2001,736,NA,4,7
"S01004114","Inverclyde",2001,766,25,9,9
"S01004115","Inverclyde",2001,773,39,7,18
"S01004116","Inverclyde",2001,683,41,17,14
"S01004117","Inverclyde",2001,870,48,20,14
"S01004118","Inverclyde",2001,1029,51,20,48
"S01004119","Inverclyde",2001,592,33,19,19
"S01004120","Inverclyde",2001,860,60,14,26
"S01004121","Midlothian",2001,461,92,13,16
"S01004122","Midlothian",2001,902,114,16,20
"S01004123","Midlothian",2001,920,82,8,20
"S01004124","Midlothian",2001,1569,216,24,29
"S01004125","Midlothian",2001,632,74,17,7
"S01004126","Midlothian",2001,853,72,7,15
"S01004127","Midlothian",2001,963,115,10,22
"S01004128","Midlothian",2001,741,80,7,10
"S01004129","Midlothian",2001,842,78,6,10
"S01004130","Midlothian",2001,572,56,3,12
"S01004131","Midlothian",2001,796,65,8,7
"S01004132","Midlothian",2001,580,32,7,5
"S01004133","Midlothian",2001,908,34,6,4
"S01004134","Midlothian",2001,712,83,7,19
"S01004135","Midlothian",2001,660,45,8,14
"S01004136","Midlothian",2001,633,35,17,5
"S01004137","Midlothian",2001,698,139,10,32
"S01004138","Midlothian",2001,707,22,3,6
"S01004139","Midlothian",2001,722,52,8,13
"S01004140","Midlothian",2001,600,46,2,8
"S01004141","Midlothian",2001,710,NA,11,7
"S01004142","Midlothian",2001,577,57,4,13
"S01004143","Midlothian",2001,1071,85,7,15
"S01004144","Midlothian",2001,1037,106,20,38
"S01004145","Midlothian",2001,691,59,11,17
"S01004146","Midlothian",2001,722,77,14,9
"S01004147","Midlothian",2001,778,38,11,5
"S01004148","Midlothian",2001,976,91,5,15
"S01004149","Midlothian",2001,634,31,5,8
"S01004150","Midlothian",2001,579,39,2,3
"S01004151","Midlothian",2001,1034,221,27,28
"S01004152","Midlothian",2001,754,33,5,13
"S01004153","Midlothian",2001,736,NA,8,7
"S01004154","Midlothian",2001,670,65,9,10
"S01004155","Midlothian",2001,929,46,7,20
"S01004156","Midlothian",2001,994,40,8,7
"S01004157","Midlothian",2001,654,69,7,16
"S01004158","Midlothian",2001,627,71,10,22
"S01004159","Midlothian",2001,422,18,4,4
"S01004160","Midlothian",2001,629,28,4,6
"S01004161","Midlothian",2001,557,NA,13,22
"S01004162","Midlothian",2001,2768,451,70,88
"S01004163","Midlothian",2001,719,51,10,6
"S01004164","Midlothian",2001,956,61,7,16
"S01004165","Midlothian",2001,1000,83,15,9
"S01004166","Midlothian",2001,589,32,3,19
"S01004167","Midlothian",2001,573,25,5,10
"S01004168","Midlothian",2001,695,63,5,14
"S01004169","Midlothian",2001,800,28,9,9
"S01004170","Midlothian",2001,600,24,0,5
"S01004171","Midlothian",2001,626,20,7,5
"S01004172","Midlothian",2001,851,38,5,4
"S01004173","Midlothian",2001,588,23,11,6
"S01004174","Midlothian",2001,760,30,4,6
"S01004175","Midlothian",2001,631,31,4,8
"S01004176","Midlothian",2001,808,72,7,17
"S01004177","Midlothian",2001,509,24,3,6
"S01004178","Midlothian",2001,563,28,6,9
"S01004179","Midlothian",2001,523,33,5,6
"S01004180","Midlothian",2001,869,79,11,12
"S01004181","Midlothian",2001,739,31,5,11
"S01004182","Midlothian",2001,1048,61,11,19
"S01004183","Midlothian",2001,1119,135,13,23
"S01004184","Midlothian",2001,1074,28,6,16
"S01004185","Midlothian",2001,828,27,5,5
"S01004186","Midlothian",2001,724,39,6,14
"S01004187","Midlothian",2001,721,36,6,4
"S01004188","Midlothian",2001,968,49,8,10
"S01004189","Midlothian",2001,1315,112,37,19
"S01004190","Midlothian",2001,806,42,12,11
"S01004191","Midlothian",2001,759,43,7,10
"S01004192","Midlothian",2001,1105,37,24,27
"S01004193","Midlothian",2001,829,36,2,6
"S01004194","Midlothian",2001,794,50,6,14
"S01004195","Midlothian",2001,612,25,5,8
"S01004196","Midlothian",2001,694,31,9,12
"S01004197","Midlothian",2001,698,34,10,6
"S01004198","Midlothian",2001,702,70,7,15
"S01004199","Midlothian",2001,823,56,7,4
"S01004200","Midlothian",2001,806,31,4,14
"S01004201","Midlothian",2001,914,42,7,9
"S01004202","Midlothian",2001,561,32,1,5
"S01004203","Midlothian",2001,873,52,10,13
"S01004204","Midlothian",2001,734,37,2,5
"S01004205","Midlothian",2001,718,33,8,9
"S01004206","Midlothian",2001,714,92,9,15
"S01004207","Midlothian",2001,793,46,5,7
"S01004208","Midlothian",2001,793,50,7,18
"S01004209","Midlothian",2001,587,60,6,16
"S01004210","Midlothian",2001,696,54,7,20
"S01004211","Midlothian",2001,1322,246,4,47
"S01004212","Midlothian",2001,1685,258,46,46
"S01004213","Midlothian",2001,599,90,9,16
"S01004214","Midlothian",2001,711,71,9,15
"S01004215","Midlothian",2001,620,102,12,20
"S01004216","Midlothian",2001,1063,46,14,20
"S01004217","Midlothian",2001,574,32,9,7
"S01004218","Midlothian",2001,855,42,3,5
"S01004219","Midlothian",2001,615,18,4,7
"S01004220","Midlothian",2001,1024,121,7,16
"S01004221","Midlothian",2001,902,52,5,12
"S01004222","Midlothian",2001,592,43,10,13
"S01004223","Midlothian",2001,809,33,5,11
"S01004224","Midlothian",2001,750,28,4,5
"S01004225","Midlothian",2001,836,NA,13,12
"S01004226","Midlothian",2001,752,35,5,6
"S01004227","Midlothian",2001,798,45,5,22
"S01004228","Midlothian",2001,760,75,7,8
"S01004229","Midlothian",2001,703,35,7,9
"S01004230","Midlothian",2001,729,31,7,3
"S01004231","Midlothian",2001,766,NA,7,3
"S01004232","Midlothian",2001,680,NA,13,14
"S01004233","Moray",2001,918,249,12,19
"S01004234","Moray",2001,1110,195,19,28
"S01004235","Moray",2001,754,195,8,20
"S01004236","Moray",2001,1188,162,13,7
"S01004237","Moray",2001,809,56,4,2
"S01004238","Moray",2001,562,106,7,12
"S01004239","Moray",2001,826,71,6,16
"S01004240","Moray",2001,642,147,10,14
"S01004241","Moray",2001,514,87,6,7
"S01004242","Moray",2001,865,229,33,29
"S01004243","Moray",2001,580,96,12,6
"S01004244","Moray",2001,611,66,2,8
"S01004245","Moray",2001,840,129,5,13
"S01004246","Moray",2001,739,128,3,11
"S01004247","Moray",2001,1021,44,0,8
"S01004248","Moray",2001,1074,53,7,9
"S01004249","Moray",2001,895,50,5,6
"S01004250","Moray",2001,1014,52,7,11
"S01004251","Moray",2001,910,59,7,5
"S01004252","Moray",2001,552,181,8,8
"S01004253","Moray",2001,557,57,3,3
"S01004254","Moray",2001,1135,341,46,80
"S01004255","Moray",2001,2990,421,20,102
"S01004256","Moray",2001,949,272,25,33
"S01004257","Moray",2001,531,116,12,22
"S01004258","Moray",2001,709,127,8,19
"S01004259","Moray",2001,755,190,23,16
"S01004260","Moray",2001,771,199,11,24
"S01004261","Moray",2001,861,128,10,11
"S01004262","Moray",2001,1127,277,50,24
"S01004263","Moray",2001,759,83,9,14
"S01004264","Moray",2001,845,94,14,8
"S01004265","Moray",2001,921,199,30,25
"S01004266","Moray",2001,536,68,3,13
"S01004267","Moray",2001,515,137,11,13
"S01004268","Moray",2001,655,123,12,9
"S01004269","Moray",2001,1102,135,11,21
"S01004270","Moray",2001,537,77,15,7
"S01004271","Moray",2001,724,129,12,13
"S01004272","Moray",2001,646,170,12,17
"S01004273","Moray",2001,712,236,18,19
"S01004274","Moray",2001,905,287,15,29
"S01004275","Moray",2001,758,112,15,10
"S01004276","Moray",2001,1064,212,26,33
"S01004277","Moray",2001,1004,69,9,17
"S01004278","Moray",2001,1213,176,14,20
"S01004279","Moray",2001,929,123,11,9
"S01004280","Moray",2001,998,83,8,13
"S01004281","Moray",2001,749,113,10,9
"S01004282","Moray",2001,989,110,9,17
"S01004283","Moray",2001,738,71,11,9
"S01004284","Moray",2001,960,77,8,3
"S01004285","Moray",2001,886,489,18,21
"S01004286","Moray",2001,759,372,39,21
"S01004287","Moray",2001,646,85,7,4
"S01004288","Moray",2001,735,96,7,20
"S01004289","Moray",2001,613,62,6,12
"S01004290","Moray",2001,1068,149,4,13
"S01004291","Moray",2001,827,97,7,13
"S01004292","Moray",2001,1066,466,66,34
"S01004293","Moray",2001,1158,150,10,53
"S01004294","Moray",2001,774,131,14,18
"S01004295","Moray",2001,850,96,12,31
"S01004296","Moray",2001,815,91,9,24
"S01004297","Moray",2001,629,124,12,11
"S01004298","Moray",2001,1486,297,34,37
"S01004299","Moray",2001,548,62,7,15
"S01004300","Moray",2001,550,70,10,6
"S01004301","Moray",2001,745,120,3,18
"S01004302","Moray",2001,762,122,16,16
"S01004303","Moray",2001,606,40,3,13
"S01004304","Moray",2001,938,113,12,16
"S01004305","Moray",2001,1162,121,17,24
"S01004306","Moray",2001,576,63,9,9
"S01004307","Moray",2001,1010,491,99,94
"S01004308","Moray",2001,990,85,11,12
"S01004309","Moray",2001,1107,370,54,54
"S01004310","Moray",2001,810,136,13,9
"S01004311","Moray",2001,1213,153,9,19
"S01004312","Moray",2001,705,261,37,45
"S01004313","Moray",2001,1166,235,20,23
"S01004314","Moray",2001,771,95,12,3
"S01004315","Moray",2001,557,153,11,9
"S01004316","Moray",2001,535,261,33,17
"S01004317","Moray",2001,1260,62,7,19
"S01004318","Moray",2001,618,20,2,1
"S01004319","Moray",2001,872,243,12,12
"S01004320","Moray",2001,918,54,11,9
"S01004321","Moray",2001,785,40,2,5
"S01004322","Moray",2001,1129,NA,10,14
"S01004323","Moray",2001,648,35,2,10
"S01004324","Moray",2001,849,56,9,6
"S01004325","Moray",2001,996,NA,6,14
"S01004326","Moray",2001,804,127,5,6
"S01004327","Moray",2001,700,69,6,10
"S01004328","Moray",2001,667,55,12,2
"S01004329","Moray",2001,524,54,7,4
"S01004330","Moray",2001,2075,462,26,53
"S01004331","Moray",2001,569,82,4,16
"S01004332","Moray",2001,782,63,4,10
"S01004333","Moray",2001,672,85,4,7
"S01004334","Moray",2001,3243,1518,107,191
"S01004335","Moray",2001,528,57,6,4
"S01004336","Moray",2001,1777,390,34,33
"S01004337","Moray",2001,805,119,11,8
"S01004338","Moray",2001,843,164,10,10
"S01004339","Moray",2001,921,206,17,16
"S01004340","Moray",2001,577,117,10,9
"S01004341","Moray",2001,600,123,8,5
"S01004342","Moray",2001,801,339,34,23
"S01004343","Moray",2001,689,139,20,16
"S01004344","Moray",2001,934,173,16,16
"S01004345","Moray",2001,1057,242,18,34
"S01004346","Moray",2001,555,68,5,19
"S01004347","Moray",2001,793,159,17,20
"S01004348","Moray",2001,580,133,9,15
"S01004349","North Ayrshire",2001,800,243,2,9
"S01004350","North Ayrshire",2001,562,185,13,10
"S01004351","North Ayrshire",2001,690,127,5,9
"S01004352","North Ayrshire",2001,575,133,5,6
"S01004353","North Ayrshire",2001,1208,206,16,34
"S01004354","North Ayrshire",2001,587,135,7,6
"S01004355","North Ayrshire",2001,565,41,3,14
"S01004356","North Ayrshire",2001,1152,54,4,10
"S01004357","North Ayrshire",2001,935,47,8,17
"S01004358","North Ayrshire",2001,774,33,5,9
"S01004359","North Ayrshire",2001,515,NA,4,1
"S01004360","North Ayrshire",2001,637,29,2,6
"S01004361","North Ayrshire",2001,861,26,1,14
"S01004362","North Ayrshire",2001,660,43,5,5
"S01004363","North Ayrshire",2001,1017,53,5,13
"S01004364","North Ayrshire",2001,1088,NA,19,4
"S01004365","North Ayrshire",2001,765,38,8,8
"S01004366","North Ayrshire",2001,791,NA,3,6
"S01004367","North Ayrshire",2001,874,35,8,9
"S01004368","North Ayrshire",2001,537,22,6,8
"S01004369","North Ayrshire",2001,778,33,9,6
"S01004370","North Ayrshire",2001,733,43,3,3
"S01004371","North Ayrshire",2001,761,44,6,11
"S01004372","North Ayrshire",2001,974,241,5,23
"S01004373","North Ayrshire",2001,705,37,5,5
"S01004374","North Ayrshire",2001,1013,49,10,19
"S01004375","North Ayrshire",2001,748,51,7,11
"S01004376","North Ayrshire",2001,931,30,8,10
"S01004377","North Ayrshire",2001,737,52,3,12
"S01004378","North Ayrshire",2001,964,47,13,6
"S01004379","North Ayrshire",2001,959,66,5,4
"S01004380","North Ayrshire",2001,688,44,6,7
"S01004381","North Ayrshire",2001,816,31,12,7
"S01004382","North Ayrshire",2001,687,35,4,14
"S01004383","North Ayrshire",2001,997,49,4,12
"S01004384","North Ayrshire",2001,681,33,8,7
"S01004385","North Ayrshire",2001,830,44,7,9
"S01004386","North Ayrshire",2001,1070,49,8,14
"S01004387","North Ayrshire",2001,968,31,6,1
"S01004388","North Ayrshire",2001,809,39,7,5
"S01004389","North Ayrshire",2001,609,28,2,8
"S01004390","North Ayrshire",2001,824,NA,10,6
"S01004391","North Ayrshire",2001,593,31,4,18
"S01004392","North Ayrshire",2001,893,36,8,8
"S01004393","North Ayrshire",2001,911,47,2,6
"S01004394","North Ayrshire",2001,795,37,8,5
"S01004395","North Ayrshire",2001,683,41,5,4
"S01004396","North Ayrshire",2001,1045,68,4,16
"S01004397","North Ayrshire",2001,958,88,9,31
"S01004398","North Ayrshire",2001,852,55,5,1
"S01004399","North Ayrshire",2001,507,NA,3,4
"S01004400","North Ayrshire",2001,558,NA,1,1
"S01004401","North Ayrshire",2001,1297,86,6,29
"S01004402","North Ayrshire",2001,974,62,9,7
"S01004403","North Ayrshire",2001,660,43,6,6
"S01004404","North Ayrshire",2001,669,39,0,19
"S01004405","North Ayrshire",2001,758,49,8,7
"S01004406","North Ayrshire",2001,1045,56,5,3
"S01004407","North Ayrshire",2001,651,38,5,4
"S01004408","North Ayrshire",2001,984,79,4,15
"S01004409","North Ayrshire",2001,819,167,11,16
"S01004410","North Ayrshire",2001,935,53,32,12
"S01004411","North Ayrshire",2001,628,48,2,3
"S01004412","North Ayrshire",2001,1206,65,8,11
"S01004413","North Ayrshire",2001,815,NA,9,6
"S01004414","North Ayrshire",2001,695,NA,5,11
"S01004415","North Ayrshire",2001,626,NA,3,2
"S01004416","North Ayrshire",2001,691,35,5,12
"S01004417","North Ayrshire",2001,833,30,3,5
"S01004418","North Ayrshire",2001,924,35,7,9
"S01004419","North Ayrshire",2001,1037,53,3,4
"S01004420","North Ayrshire",2001,756,40,7,7
"S01004421","North Ayrshire",2001,961,NA,10,11
"S01004422","North Ayrshire",2001,662,NA,5,12
"S01004423","North Ayrshire",2001,1053,54,9,25
"S01004424","North Ayrshire",2001,715,40,1,9
"S01004425","North Ayrshire",2001,851,30,2,15
"S01004426","North Ayrshire",2001,559,23,3,3
"S01004427","North Ayrshire",2001,737,32,6,1
"S01004428","North Ayrshire",2001,841,NA,5,3
"S01004429","North Ayrshire",2001,867,NA,6,4
"S01004430","North Ayrshire",2001,512,NA,3,2
"S01004431","North Ayrshire",2001,714,37,6,6
"S01004432","North Ayrshire",2001,1167,46,8,7
"S01004433","North Ayrshire",2001,1197,NA,9,14
"S01004434","North Ayrshire",2001,792,34,6,11
"S01004435","North Ayrshire",2001,871,69,10,3
"S01004436","North Ayrshire",2001,797,54,9,8
"S01004437","North Ayrshire",2001,926,NA,5,7
"S01004438","North Ayrshire",2001,684,32,2,5
"S01004439","North Ayrshire",2001,686,28,8,2
"S01004440","North Ayrshire",2001,840,19,6,4
"S01004441","North Ayrshire",2001,1528,87,17,24
"S01004442","North Ayrshire",2001,928,37,10,12
"S01004443","North Ayrshire",2001,684,32,6,2
"S01004444","North Ayrshire",2001,1063,30,1,10
"S01004445","North Ayrshire",2001,1009,35,7,1
"S01004446","North Ayrshire",2001,797,42,8,5
"S01004447","North Ayrshire",2001,763,55,8,1
"S01004448","North Ayrshire",2001,614,32,2,5
"S01004449","North Ayrshire",2001,914,40,3,6
"S01004450","North Ayrshire",2001,886,NA,9,8
"S01004451","North Ayrshire",2001,907,28,15,3
"S01004452","North Ayrshire",2001,691,NA,7,5
"S01004453","North Ayrshire",2001,1014,56,13,14
"S01004454","North Ayrshire",2001,1048,NA,7,8
"S01004455","North Ayrshire",2001,807,NA,8,11
"S01004456","North Ayrshire",2001,568,17,4,7
"S01004457","North Ayrshire",2001,871,33,6,4
"S01004458","North Ayrshire",2001,846,34,5,9
"S01004459","North Ayrshire",2001,573,32,4,4
"S01004460","North Ayrshire",2001,652,41,4,4
"S01004461","North Ayrshire",2001,603,39,8,11
"S01004462","North Ayrshire",2001,643,41,3,13
"S01004463","North Ayrshire",2001,791,30,5,5
"S01004464","North Ayrshire",2001,868,37,5,3
"S01004465","North Ayrshire",2001,771,32,4,11
"S01004466","North Ayrshire",2001,1142,65,9,15
"S01004467","North Ayrshire",2001,996,39,6,5
"S01004468","North Ayrshire",2001,971,69,9,28
"S01004469","North Ayrshire",2001,694,36,5,7
"S01004470","North Ayrshire",2001,799,82,6,37
"S01004471","North Ayrshire",2001,2216,255,11,33
"S01004472","North Ayrshire",2001,735,115,10,23
"S01004473","North Ayrshire",2001,1178,147,13,28
"S01004474","North Ayrshire",2001,1015,72,5,16
"S01004475","North Ayrshire",2001,501,49,3,2
"S01004476","North Ayrshire",2001,721,79,13,21
"S01004477","North Ayrshire",2001,1166,154,12,18
"S01004478","North Ayrshire",2001,635,30,2,9
"S01004479","North Ayrshire",2001,809,56,9,3
"S01004480","North Ayrshire",2001,984,NA,6,8
"S01004481","North Ayrshire",2001,901,30,0,6
"S01004482","North Ayrshire",2001,1102,NA,9,6
"S01004483","North Ayrshire",2001,706,46,1,18
"S01004484","North Ayrshire",2001,1135,58,5,11
"S01004485","North Ayrshire",2001,624,64,13,8
"S01004486","North Ayrshire",2001,1112,101,11,12
"S01004487","North Ayrshire",2001,1057,NA,8,7
"S01004488","North Ayrshire",2001,708,NA,1,7
"S01004489","North Ayrshire",2001,952,94,3,20
"S01004490","North Ayrshire",2001,708,58,2,8
"S01004491","North Ayrshire",2001,817,33,4,9
"S01004492","North Ayrshire",2001,976,44,5,12
"S01004493","North Ayrshire",2001,1042,61,5,5
"S01004494","North Ayrshire",2001,889,NA,8,3
"S01004495","North Ayrshire",2001,684,NA,4,2
"S01004496","North Ayrshire",2001,645,NA,4,13
"S01004497","North Ayrshire",2001,905,38,0,4
"S01004498","North Ayrshire",2001,888,23,1,15
"S01004499","North Ayrshire",2001,690,37,2,7
"S01004500","North Ayrshire",2001,747,131,7,14
"S01004501","North Ayrshire",2001,878,70,7,2
"S01004502","North Ayrshire",2001,753,NA,4,14
"S01004503","North Ayrshire",2001,730,74,7,18
"S01004504","North Ayrshire",2001,721,NA,3,7
"S01004505","North Ayrshire",2001,603,38,4,7
"S01004506","North Ayrshire",2001,538,14,3,1
"S01004507","North Ayrshire",2001,763,80,9,22
"S01004508","North Ayrshire",2001,741,73,15,7
"S01004509","North Ayrshire",2001,1099,126,15,15
"S01004510","North Ayrshire",2001,841,86,18,14
"S01004511","North Ayrshire",2001,868,107,12,30
"S01004512","North Ayrshire",2001,942,93,11,13
"S01004513","North Ayrshire",2001,813,86,10,14
"S01004514","North Ayrshire",2001,561,31,13,7
"S01004515","North Ayrshire",2001,962,81,65,23
"S01004516","North Ayrshire",2001,513,46,11,15
"S01004517","North Ayrshire",2001,689,54,19,10
"S01004518","North Ayrshire",2001,691,60,15,11
"S01004519","North Ayrshire",2001,886,57,12,16
"S01004520","North Ayrshire",2001,985,93,22,18
"S01004521","North Ayrshire",2001,787,64,11,12
"S01004522","North Ayrshire",2001,1073,112,44,34
"S01004523","North Ayrshire",2001,692,101,21,16
"S01004524","North Ayrshire",2001,626,64,3,15
"S01004525","North Ayrshire",2001,804,116,19,23
"S01004526","North Ayrshire",2001,943,139,20,39
"S01004527","North Ayrshire",2001,558,52,11,11
"S01004528","North Lanarkshire",2001,791,18,0,2
"S01004529","North Lanarkshire",2001,789,27,3,4
"S01004530","North Lanarkshire",2001,1089,43,7,8
"S01004531","North Lanarkshire",2001,1161,NA,3,25
"S01004532","North Lanarkshire",2001,746,NA,1,18
"S01004533","North Lanarkshire",2001,495,15,3,6
"S01004534","North Lanarkshire",2001,702,17,7,4
"S01004535","North Lanarkshire",2001,858,34,1,11
"S01004536","North Lanarkshire",2001,742,NA,1,1
"S01004537","North Lanarkshire",2001,846,NA,2,3
"S01004538","North Lanarkshire",2001,801,29,7,10
"S01004539","North Lanarkshire",2001,891,48,3,0
"S01004540","North Lanarkshire",2001,1078,NA,5,7
"S01004541","North Lanarkshire",2001,868,NA,8,7
"S01004542","North Lanarkshire",2001,748,18,4,9
"S01004543","North Lanarkshire",2001,888,35,5,10
"S01004544","North Lanarkshire",2001,2077,48,2,14
"S01004545","North Lanarkshire",2001,934,NA,5,9
