"output_area","ALL PEOPLE","Economically active","   Employee total","     Employee Part-time","     Employee Full-time","   Self-employed with employees total","     Self-employed with employees - Part-time","     Self-employed with employees - Full-time","   Self-employed without employees total","     Self-employed without employees - Part-time","     Self-employed without employees - Full-time","     Unemployed","     Full-time students","Economically inactive","     Retired","     Student","     Looking after home/family","     Permanently sick/disabled","     Other"
"60RB000709",55,37,35,5,30,0,0,0,0,0,0,2,0,18,9,2,3,2,2
"60RB000710",87,68,61,13,48,1,0,1,2,0,2,1,3,19,11,1,3,4,0
"60RB000711",95,67,54,10,44,2,0,2,3,1,2,4,4,28,5,4,8,9,2
"60RB000712",108,70,58,14,44,0,0,0,2,1,1,7,3,38,12,4,7,11,4
"60RB000713",78,50,44,7,37,0,0,0,0,0,0,5,1,28,8,2,8,6,4
"60RB000714",92,61,48,10,38,1,0,1,3,0,3,1,8,31,18,2,3,6,2
"60RB000715",93,63,46,11,35,5,1,4,4,1,3,5,3,30,14,2,6,4,4
"60RB000716",65,37,32,8,24,1,0,1,2,0,2,2,0,28,20,1,1,5,1
"60RB000717",86,59,49,13,36,5,2,3,1,1,0,2,2,27,10,0,7,6,4
"60RB000718",75,51,37,8,29,5,0,5,4,1,3,3,2,24,14,1,4,3,2
"60RB000719",74,49,39,14,25,2,0,2,6,1,5,0,2,25,18,1,1,2,3
"60RB000720",91,62,49,8,41,2,1,1,4,1,3,2,5,29,9,0,4,10,6
"60RB000721",53,36,30,8,22,1,0,1,2,0,2,3,0,17,11,0,4,2,0
"60RB000722",61,41,27,6,21,6,1,5,2,2,0,2,4,20,14,2,2,1,1
"60RB000723",79,45,38,12,26,4,0,4,1,0,1,1,1,34,26,2,1,1,4
"60RB000724",98,69,53,12,41,7,1,6,5,1,4,1,3,29,12,2,8,7,0
"60RB000725",77,56,38,10,28,8,1,7,7,0,7,2,1,21,15,1,1,1,3
"60RB000726",77,49,40,10,30,6,1,5,1,1,0,1,1,28,19,1,3,3,2
"60RB000727",76,48,31,6,25,5,4,1,9,3,6,2,1,28,14,1,4,5,4
"60RB000728",80,58,40,5,35,5,1,4,5,1,4,3,5,22,11,2,4,3,2
"60RB000729",85,56,42,11,31,3,0,3,6,2,4,0,5,29,14,2,4,8,1
"60RB000730",95,55,50,12,38,0,0,0,3,0,3,2,0,40,27,1,3,7,2
"60RB000731",97,56,28,4,24,10,0,10,11,6,5,4,3,41,28,3,5,5,0
"60RB000732",150,56,39,10,29,6,0,6,6,2,4,3,2,94,53,4,11,19,7
"60RB000733",74,47,36,11,25,1,0,1,7,3,4,0,3,27,13,1,5,4,4
"60RB000734",72,47,36,5,31,5,0,5,3,2,1,1,2,25,14,2,5,2,2
"60RB000735",83,37,27,4,23,8,1,7,2,1,1,0,0,46,29,2,6,5,4
"60RB000736",116,61,42,9,33,6,0,6,9,3,6,3,1,55,33,4,9,8,1
"60RB000737",51,34,28,8,20,1,0,1,4,2,2,0,1,17,15,0,0,1,1
"60RB000738",82,52,36,11,25,6,0,6,6,2,4,1,3,30,19,2,3,4,2
"60RB000739",85,38,31,5,26,3,2,1,1,1,0,2,1,47,39,1,7,0,0
"60RB000740",64,43,37,8,29,3,0,3,1,1,0,1,1,21,15,2,2,2,0
"60RB000741",58,41,33,10,23,3,1,2,3,0,3,0,2,17,9,1,4,2,1
"60RB000742",94,66,53,17,36,5,0,5,3,1,2,0,5,28,17,4,3,2,2
"60RB000743",89,55,49,11,38,2,0,2,1,0,1,1,2,34,19,3,4,7,1
"60RB000744",110,72,59,21,38,1,1,0,3,1,2,5,4,38,20,2,4,6,6
"60RB000745",115,82,67,18,49,1,0,1,4,0,4,4,6,33,10,7,7,4,5
"60RB000746",55,36,30,7,23,1,0,1,1,1,0,4,0,19,8,2,5,1,3
"60RB000747",100,65,49,19,30,4,0,4,5,0,5,4,3,35,17,4,7,5,2
"60RB000748",97,69,54,12,42,3,0,3,8,3,5,2,2,28,12,5,5,5,1
"60RB000749",68,40,34,12,22,0,0,0,2,0,2,2,2,28,14,2,1,7,4
"60RB000750",77,44,31,12,19,2,0,2,4,2,2,3,4,33,20,3,5,3,2
"60RB000751",63,36,33,11,22,2,0,2,1,0,1,0,0,27,16,1,0,4,6
"60RB000752",59,35,30,8,22,0,0,0,1,0,1,4,0,24,12,3,1,4,4
"60RB000753",57,34,25,4,21,2,0,2,5,1,4,0,2,23,14,0,2,4,3
"60RB000754",75,41,30,11,19,3,1,2,1,0,1,2,5,34,27,1,2,3,1
"60RB000755",45,28,15,0,15,8,0,8,4,0,4,1,0,17,9,1,0,3,4
"60RB000756",69,51,44,8,36,2,0,2,2,0,2,2,1,18,8,1,0,6,3
"60RB000757",69,47,37,12,25,3,0,3,3,0,3,3,1,22,8,2,2,6,4
"60RB000758",65,47,34,4,30,5,2,3,1,0,1,5,2,18,8,1,6,3,0
"60RB000759",67,42,35,10,25,2,1,1,2,1,1,1,2,25,13,0,2,6,4
"60RB000760",66,45,36,10,26,2,0,2,6,2,4,0,1,21,14,1,4,2,0
"60RB000761",71,55,47,13,34,3,1,2,3,1,2,0,2,16,9,4,0,0,3
"60RB000762",81,52,43,8,35,1,0,1,2,1,1,5,1,29,16,1,1,8,3
"60RB000763",91,56,43,15,28,6,3,3,4,0,4,0,3,35,28,1,5,1,0
"60RB000764",98,68,43,14,29,13,2,11,2,2,0,6,4,30,17,5,3,4,1
"60RB000765",85,51,33,9,24,5,1,4,9,3,6,1,3,34,23,3,6,1,1
"60RB000766",102,56,43,13,30,1,0,1,1,0,1,7,4,46,9,1,8,20,8
"60RB000767",77,38,27,10,17,2,0,2,1,0,1,8,0,39,5,1,16,11,6
"60RB000768",55,34,29,10,19,3,0,3,0,0,0,2,0,21,19,0,1,1,0
"60RB000769",33,26,22,2,20,0,0,0,2,0,2,2,0,7,6,0,1,0,0
"60RB000770",80,51,38,7,31,5,0,5,2,1,1,2,4,29,20,1,3,4,1
"60RB000771",57,23,16,4,12,0,0,0,2,1,1,5,0,34,17,0,2,11,4
"60RB000772",101,63,46,12,34,6,0,6,4,3,1,4,3,38,13,5,2,18,0
"60RB000773",98,64,49,15,34,3,0,3,3,1,2,9,0,34,12,9,6,5,2
"60RB000774",76,50,36,11,25,3,0,3,5,1,4,3,3,26,17,4,2,0,3
"60RB000775",113,87,64,12,52,5,1,4,12,5,7,5,1,26,13,5,1,6,1
"60RB000776",147,105,87,29,58,3,1,2,5,2,3,5,5,42,8,6,12,12,4
"60RB000777",118,75,66,13,53,1,0,1,1,0,1,3,4,43,13,3,6,13,8
"60RB000778",66,43,34,14,20,2,0,2,2,1,1,4,1,23,8,1,4,6,4
"60RB000779",90,56,42,16,26,7,2,5,0,0,0,3,4,34,8,2,6,13,5
"60RB000780",65,30,23,6,17,0,0,0,3,1,2,4,0,35,7,1,14,10,3
"60RB000781",84,51,38,10,28,3,0,3,2,0,2,7,1,33,11,0,8,9,5
"60RB000782",69,35,26,7,19,0,0,0,1,1,0,6,2,34,19,2,2,8,3
"60RB000783",120,89,58,12,46,7,1,6,16,4,12,5,3,31,16,4,8,2,1
"60RB000784",78,54,37,13,24,8,0,8,6,0,6,1,2,24,17,1,3,1,2
"60RB000785",112,80,66,23,43,4,0,4,4,0,4,5,1,32,18,0,4,6,4
"60RB000786",115,98,65,16,49,10,0,10,15,3,12,8,0,17,8,0,3,2,4
"60RB000787",61,47,42,8,34,2,0,2,1,0,1,2,0,14,7,1,3,0,3
"60RB000788",76,52,45,15,30,1,0,1,4,0,4,2,0,24,16,1,4,2,1
"60RB000789",86,55,43,13,30,2,1,1,4,1,3,5,1,31,22,1,4,1,3
"60RB000790",79,28,26,6,20,0,0,0,1,0,1,0,1,51,42,1,4,2,2
"60RB000791",98,65,44,10,34,7,1,6,8,3,5,2,4,33,22,4,4,2,1
"60RB000792",66,45,35,7,28,1,0,1,2,0,2,2,5,21,11,3,2,4,1
"60RB000793",92,45,36,7,29,0,0,0,3,1,2,6,0,47,17,4,7,12,7
"60RB000794",96,68,59,18,41,2,0,2,1,0,1,5,1,28,11,2,7,7,1
"60RB000795",60,37,29,6,23,2,1,1,3,0,3,0,3,23,14,3,2,2,2
"60RB000796",46,32,24,3,21,2,0,2,5,2,3,1,0,14,6,2,2,4,0
"60RB000797",132,82,65,14,51,3,0,3,10,2,8,2,2,50,30,5,6,6,3
"60RB000798",111,69,55,11,44,5,2,3,1,0,1,6,2,42,19,1,11,8,3
"60RB000799",63,40,35,10,25,1,0,1,1,1,0,1,2,23,9,3,7,3,1
"60RB000800",81,60,43,9,34,4,0,4,6,0,6,5,2,21,8,4,4,4,1
"60RB000801",91,68,49,2,47,2,0,2,8,4,4,5,4,23,8,4,6,4,1
"60RB000802",42,13,11,1,10,1,0,1,1,0,1,0,0,29,21,0,2,2,4
"60RB000803",85,41,28,12,16,3,1,2,9,3,6,0,1,44,39,0,1,4,0
"60RB000804",103,61,32,9,23,6,1,5,19,7,12,2,2,42,30,1,5,4,2
"60RB000805",90,61,45,5,40,11,2,9,5,1,4,0,0,29,21,0,4,0,4
"60RB000806",94,69,52,11,41,4,0,4,7,2,5,6,0,25,10,3,2,7,3
"60RB000807",131,119,95,11,84,15,1,14,6,4,2,1,2,12,6,1,1,1,3
"60RB000808",102,56,35,5,30,9,1,8,10,6,4,1,1,46,33,2,9,0,2
"60RB000809",83,56,41,14,27,5,2,3,6,1,5,3,1,27,18,3,1,0,5
"60RB000810",95,71,53,16,37,3,1,2,11,1,10,1,3,24,14,2,4,3,1
"60RB000811",90,61,49,16,33,1,0,1,8,1,7,3,0,29,10,1,5,7,6
"60RB000812",121,83,50,7,43,13,1,12,17,4,13,3,0,38,16,3,6,6,7
"60RB000813",76,44,36,9,27,4,1,3,4,1,3,0,0,32,26,2,0,3,1
"60RB000814",97,56,46,17,29,4,0,4,6,2,4,0,0,41,29,1,8,1,2
"60RB000815",62,37,29,4,25,0,0,0,4,1,3,4,0,25,20,1,1,3,0
"60RB000816",100,76,58,8,50,4,0,4,12,4,8,1,1,24,11,3,5,2,3
"60RB000817",74,56,41,10,31,4,2,2,6,0,6,3,2,18,7,0,2,6,3
"60RB000818",80,56,34,6,28,7,1,6,10,3,7,3,2,24,15,1,5,1,2
"60RB000819",97,58,48,12,36,3,1,2,2,0,2,0,5,39,25,3,7,3,1
"60RB000820",65,48,44,11,33,1,0,1,1,0,1,0,2,17,8,1,3,3,2
"60RB000821",39,31,30,5,25,1,0,1,0,0,0,0,0,8,4,1,2,0,1
"60RB000822",63,48,38,6,32,5,1,4,3,0,3,2,0,15,9,0,5,1,0
"60RB000823",47,30,24,7,17,1,0,1,3,0,3,1,1,17,13,0,2,2,0
"60RB000824",77,49,34,12,22,5,0,5,6,2,4,4,0,28,13,4,5,5,1
"60RB000825",104,75,59,9,50,6,2,4,6,2,4,0,4,29,16,2,7,3,1
"60RB000826",68,53,41,13,28,3,0,3,7,1,6,0,2,15,4,8,2,1,0
"60RB000827",71,48,40,10,30,2,0,2,3,1,2,2,1,23,10,1,4,5,3
"60RB000828",43,35,29,6,23,1,0,1,4,0,4,0,1,8,4,1,3,0,0
"60RB000829",52,29,24,7,17,0,0,0,3,0,3,2,0,23,16,0,2,3,2
"60RB000830",66,47,42,11,31,0,0,0,1,0,1,3,1,19,3,3,5,7,1
"60RB000831",40,21,18,7,11,0,0,0,1,0,1,1,1,19,13,1,2,0,3
"60RB000832",41,26,21,9,12,3,0,3,2,0,2,0,0,15,10,2,1,1,1
"60RB000833",59,44,34,13,21,4,0,4,2,0,2,1,3,15,9,1,0,3,2
"60RB000834",79,58,43,12,31,4,0,4,4,1,3,3,4,21,9,4,2,5,1
"60RB000835",67,45,36,14,22,0,0,0,3,0,3,5,1,22,11,2,1,7,1
"60RB000836",53,35,22,7,15,5,1,4,7,3,4,0,1,18,8,3,3,3,1
"60RB000837",85,55,47,14,33,1,0,1,3,0,3,2,2,30,19,4,3,2,2
"60RB000838",49,31,26,6,20,5,1,4,0,0,0,0,0,18,12,0,0,3,3
"60RB000839",71,51,43,8,35,1,0,1,3,1,2,3,1,20,8,3,6,1,2
"60RB000840",68,37,27,7,20,4,0,4,1,0,1,2,3,31,17,2,5,6,1
"60RB000841",48,37,20,3,17,4,1,3,8,1,7,4,1,11,3,0,1,2,5
"60RB000842",119,82,63,20,43,9,1,8,7,0,7,2,1,37,27,0,4,2,4
"60RB000843",74,52,36,10,26,4,0,4,8,3,5,3,1,22,18,0,2,2,0
"60RB000844",82,54,40,13,27,5,2,3,7,3,4,1,1,28,11,3,4,3,7
"60RB000845",66,52,39,11,28,5,1,4,6,1,5,2,0,14,4,2,3,3,2
"60RB000846",42,26,17,3,14,4,1,3,5,3,2,0,0,16,8,2,4,0,2
"60RB000847",78,65,43,15,28,4,0,4,14,3,11,0,4,13,3,2,5,2,1
"60RB000848",106,75,55,19,36,6,2,4,9,3,6,5,0,31,10,7,3,6,5
"60RB000849",305,103,84,13,71,8,1,7,7,2,5,0,4,202,12,178,6,4,2
"60RB000850",136,109,63,16,47,11,3,8,25,4,21,3,7,27,11,2,4,7,3
"60RB000851",67,53,32,6,26,6,0,6,14,4,10,1,0,14,6,2,4,1,1
"60RB000852",92,64,44,8,36,6,2,4,10,2,8,2,2,28,14,1,9,2,2
"60RB000853",56,41,20,3,17,10,1,9,10,2,8,0,1,15,6,2,5,1,1
"60RB000854",78,62,43,7,36,5,0,5,4,0,4,5,5,16,8,2,2,0,4
"60RB000855",47,37,22,5,17,9,2,7,4,1,3,1,1,10,3,2,4,0,1
"60RB000856",43,28,17,1,16,6,3,3,5,3,2,0,0,15,7,2,6,0,0
"60RB000857",88,62,48,14,34,5,0,5,7,2,5,1,1,26,14,1,3,5,3
"60RB000858",85,55,35,7,28,6,1,5,8,1,7,2,4,30,17,2,5,4,2
"60RB000859",55,43,26,5,21,6,1,5,4,0,4,5,2,12,3,1,4,1,3
"60RB000860",53,34,16,5,11,6,1,5,12,4,8,0,0,19,9,0,7,1,2
"60RB000861",83,62,21,5,16,20,3,17,21,3,18,0,0,21,11,4,5,0,1
"60RB000862",80,47,36,12,24,1,0,1,7,1,6,0,3,33,13,4,7,5,4
"60RB000863",99,78,65,10,55,3,1,2,8,2,6,1,1,21,15,2,1,1,2
"60RB000864",94,73,47,9,38,11,0,11,7,2,5,5,3,21,11,2,5,2,1
"60RB000865",69,48,32,6,26,2,0,2,7,1,6,3,4,21,16,0,3,1,1
"60RB000866",76,46,32,11,21,5,0,5,8,1,7,0,1,30,16,1,7,2,4
"60RB000867",135,91,59,12,47,12,0,12,12,1,11,2,6,44,16,9,11,6,2
"60RB000868",73,46,33,9,24,8,2,6,3,1,2,1,1,27,12,2,6,1,6
"60RB000869",100,72,41,8,33,14,4,10,14,4,10,0,3,28,15,2,6,2,3
"60RB000870",84,60,47,13,34,5,0,5,4,0,4,2,2,24,14,2,3,5,0
"60RB000871",64,51,35,10,25,4,1,3,10,0,10,1,1,13,4,3,3,1,2
"60RB000872",99,76,62,15,47,2,0,2,6,0,6,1,5,23,11,3,3,6,0
"60RB000873",44,33,21,6,15,1,0,1,6,1,5,5,0,11,1,1,2,5,2
"60RB000874",44,29,21,6,15,4,0,4,4,0,4,0,0,15,8,2,3,1,1
"60RB000875",51,32,22,7,15,5,3,2,3,1,2,0,2,19,10,1,1,4,3
"60RB000876",95,63,42,8,34,8,2,6,10,5,5,1,2,32,20,0,5,2,5
"60RB000877",105,65,40,9,31,9,2,7,12,3,9,2,2,40,25,0,6,7,2
"60RB000878",99,53,30,5,25,6,2,4,9,3,6,7,1,46,25,1,7,11,2
"60RB000879",59,32,28,8,20,1,1,0,1,1,0,2,0,27,13,1,4,4,5
"60RB000880",54,33,28,6,22,0,0,0,3,1,2,0,2,21,12,2,5,1,1
"60RB000881",83,57,45,4,41,4,2,2,4,2,2,2,2,26,21,1,1,0,3
"60RB000882",45,26,23,8,15,1,0,1,2,0,2,0,0,19,11,2,3,2,1
"60RB000883",47,32,21,5,16,3,0,3,7,3,4,0,1,15,11,0,3,1,0
"60RB000884",52,37,31,8,23,1,0,1,3,0,3,1,1,15,8,0,3,3,1
"60RB000885",71,55,43,12,31,0,0,0,5,2,3,4,3,16,4,1,5,4,2
"60RB000886",74,50,45,11,34,3,0,3,0,0,0,1,1,24,13,1,3,6,1
"60RB000887",65,47,41,8,33,0,0,0,4,2,2,2,0,18,12,2,3,1,0
"60RB000888",82,49,32,11,21,7,1,6,8,4,4,2,0,33,18,4,7,2,2
"60RB000889",44,28,22,7,15,3,0,3,1,1,0,2,0,16,12,1,1,0,2
"60RB000890",41,26,21,6,15,1,0,1,2,0,2,2,0,15,8,1,2,2,2
"60RB000891",61,51,37,9,28,5,1,4,2,0,2,6,1,10,4,1,3,1,1
"60RB000892",64,39,32,8,24,2,2,0,1,0,1,2,2,25,15,5,1,3,1
"60RB000893",48,37,32,8,24,1,1,0,2,1,1,0,2,11,4,1,2,0,4
"60RB000894",54,41,35,7,28,2,0,2,2,0,2,2,0,13,5,4,3,1,0
"60RB000895",40,27,19,3,16,2,1,1,4,1,3,1,1,13,8,1,2,2,0
"60RB000896",48,40,30,6,24,5,1,4,1,0,1,1,3,8,6,1,0,1,0
"60RB000897",49,31,23,5,18,2,0,2,2,1,1,4,0,18,13,0,2,2,1
"60RB000898",134,106,94,27,67,1,0,1,6,4,2,2,3,28,6,7,6,6,3
"60RB000899",62,52,47,7,40,0,0,0,4,1,3,0,1,10,3,1,2,1,3
"60RB000900",40,21,19,5,14,0,0,0,2,1,1,0,0,19,12,0,2,3,2
"60RB000901",88,67,47,8,39,7,0,7,7,1,6,2,4,21,10,2,2,3,4
"60RB000902",77,51,34,9,25,6,0,6,6,2,4,3,2,26,10,2,3,8,3
"60RB000903",56,40,28,5,23,4,0,4,1,0,1,5,2,16,5,1,4,5,1
"60RB000904",71,42,34,9,25,0,0,0,4,1,3,2,2,29,23,2,2,0,2
"60RB000905",72,53,38,7,31,5,1,4,8,3,5,2,0,19,9,0,6,1,3
"60RB000906",44,30,24,8,16,3,0,3,1,0,1,2,0,14,11,1,0,1,1
"60RB000907",50,22,14,4,10,5,1,4,3,1,2,0,0,28,15,3,7,2,1
"60RB000908",62,48,37,13,24,6,2,4,1,0,1,1,3,14,7,2,4,0,1
"60RB000909",68,48,30,4,26,11,4,7,3,2,1,4,0,20,6,3,5,1,5
"60RB000910",86,72,60,11,49,3,1,2,1,1,0,2,6,14,9,1,2,2,0
"60RB000911",65,51,39,7,32,5,0,5,5,1,4,0,2,14,7,1,4,1,1
"60RB000912",119,79,52,7,45,12,1,11,10,3,7,3,2,40,12,5,10,9,4
"60RB000913",99,88,86,12,74,0,0,0,0,0,0,2,0,11,2,3,3,1,2
"60RB000914",72,49,41,11,30,3,1,2,2,0,2,0,3,23,13,4,3,0,3
"60RB000915",70,43,33,12,21,0,0,0,1,0,1,8,1,27,2,0,8,10,7
"60RB000916",44,28,24,7,17,0,0,0,2,0,2,2,0,16,3,4,4,3,2
"60RB000917",62,42,33,7,26,0,0,0,2,0,2,5,2,20,14,0,4,1,1
"60RB000918",84,63,39,6,33,6,3,3,15,6,9,1,2,21,7,1,8,2,3
"60RB000919",45,13,6,3,3,0,0,0,0,0,0,7,0,32,2,0,12,8,10
"60RB000920",88,29,23,11,12,3,0,3,2,2,0,1,0,59,41,1,1,12,4
"60RB000921",78,65,53,6,47,4,0,4,1,0,1,6,1,13,5,1,1,1,5
"60RB000922",74,62,44,7,37,6,0,6,3,0,3,7,2,12,6,0,0,2,4
"60RB000923",53,42,34,4,30,0,0,0,3,0,3,4,1,11,6,0,2,3,0
"60RB000924",118,82,47,11,36,11,0,11,17,4,13,3,4,36,21,5,4,4,2
"60RB000925",64,38,30,5,25,4,0,4,3,1,2,1,0,26,11,2,2,7,4
"60RB000926",83,62,42,13,29,6,0,6,14,2,12,0,0,21,4,3,6,4,4
"60RB000927",49,38,34,9,25,1,0,1,1,1,0,2,0,11,8,0,1,0,2
"60RB000928",89,70,60,17,43,0,0,0,3,1,2,0,7,19,6,2,5,3,3
"60RB000929",76,48,43,16,27,0,0,0,2,0,2,3,0,28,6,3,4,11,4
"60RB000930",66,46,35,4,31,4,0,4,4,0,4,3,0,20,13,0,7,0,0
"60RB000931",62,42,30,7,23,5,0,5,3,1,2,2,2,20,8,0,7,1,4
"60RB000932",71,35,24,5,19,3,1,2,5,2,3,1,2,36,25,1,6,2,2
"60RB000933",94,61,48,13,35,1,0,1,5,2,3,3,4,33,21,2,2,4,4
"60RB000934",67,47,32,9,23,1,0,1,7,2,5,6,1,20,11,1,4,0,4
"60RB000935",105,46,36,4,32,3,0,3,1,0,1,4,2,59,30,2,9,13,5
"60RB000936",84,59,48,6,42,2,0,2,2,0,2,4,3,25,18,1,1,2,3
"60RB000937",113,89,77,21,56,2,0,2,2,0,2,3,5,24,7,3,4,6,4
"60RB000938",36,19,15,5,10,0,0,0,1,1,0,3,0,17,2,2,5,4,4
"60RB000939",93,54,50,17,33,0,0,0,3,0,3,0,1,39,7,1,6,24,1
"60RB000940",61,43,39,13,26,1,0,1,1,0,1,1,1,18,9,0,2,4,3
"60RB000941",86,63,54,13,41,1,1,0,3,0,3,3,2,23,12,2,2,6,1
"60RB000942",64,40,37,9,28,0,0,0,1,0,1,2,0,24,13,3,4,2,2
"60RB000943",67,33,25,5,20,1,0,1,3,1,2,3,1,34,12,2,6,12,2
"60RB000944",58,34,24,6,18,1,0,1,2,2,0,4,3,24,10,2,4,5,3
"60RB000945",76,52,30,6,24,3,0,3,8,2,6,9,2,24,13,1,3,4,3
"60RB000946",61,46,40,13,27,0,0,0,2,0,2,1,3,15,10,2,2,0,1
"60RB000947",82,59,51,15,36,0,0,0,2,0,2,4,2,23,11,5,4,2,1
"60RB000948",48,37,30,9,21,0,0,0,4,1,3,2,1,11,3,0,5,3,0
"60RB000949",81,68,60,5,55,1,0,1,4,0,4,2,1,13,6,0,5,1,1
"60RB000950",97,67,53,13,40,3,0,3,5,0,5,3,3,30,17,2,7,3,1
"60RB000951",83,66,62,7,55,0,0,0,2,0,2,1,1,17,5,4,7,0,1
"60RB000952",215,91,78,24,54,2,1,1,3,1,2,3,5,124,16,7,1,4,96
"60RB000953",135,101,79,19,60,5,2,3,8,2,6,6,3,34,19,3,6,1,5
"60RB000954",49,33,27,5,22,1,0,1,3,2,1,2,0,16,8,2,2,3,1
"60RB000955",98,75,55,9,46,8,0,8,7,2,5,3,2,23,6,3,7,4,3
"60RB000956",129,97,81,15,66,6,2,4,7,2,5,0,3,32,16,1,11,1,3
"60RB000957",127,84,52,11,41,9,2,7,15,2,13,1,7,43,23,5,11,2,2
"60RB000958",113,80,64,13,51,5,0,5,7,1,6,0,4,33,16,3,12,1,1
"60RB000959",104,70,52,11,41,4,1,3,6,3,3,4,4,34,16,3,6,7,2
"60RB000960",100,65,47,8,39,4,1,3,10,5,5,1,3,35,19,0,11,3,2
"60RB000961",95,69,55,10,45,6,0,6,2,1,1,5,1,26,13,2,8,1,2
"60RB000962",113,84,70,16,54,2,0,2,6,1,5,3,3,29,14,3,3,6,3
"60RB000963",107,79,57,12,45,9,5,4,10,5,5,2,1,28,8,6,6,4,4
"60RB000964",107,72,46,9,37,8,2,6,11,3,8,2,5,35,14,3,7,9,2
"60RB000965",129,90,66,9,57,12,5,7,10,4,6,2,0,39,19,2,12,2,4
"60RB000966",108,80,61,13,48,10,5,5,5,3,2,3,1,28,10,3,10,2,3
"60RB000967",84,64,45,12,33,10,1,9,8,3,5,1,0,20,7,2,8,0,3
"60RB000968",80,62,40,6,34,8,1,7,9,6,3,4,1,18,5,3,8,1,1
"60RB000969",131,93,75,11,64,5,0,5,3,1,2,5,5,38,24,1,6,5,2
"60RB000970",79,61,36,5,31,8,1,7,7,2,5,5,5,18,6,3,4,2,3
"60RB000971",78,68,60,8,52,2,0,2,4,3,1,1,1,10,1,0,2,4,3
"60RB000972",64,44,32,7,25,4,0,4,5,2,3,2,1,20,9,2,4,2,3
"60RB000973",79,59,37,10,27,8,2,6,11,3,8,3,0,20,2,1,10,3,4
"60RB000974",124,88,67,16,51,6,1,5,8,3,5,5,2,36,19,1,5,6,5
"60RB000975",90,59,46,12,34,1,0,1,10,2,8,1,1,31,20,1,5,5,0
"60RB000976",99,66,40,10,30,9,1,8,12,3,9,3,2,33,16,4,5,4,4
"60RB000977",48,28,19,4,15,5,1,4,3,2,1,1,0,20,9,4,2,3,2
"60RB000978",238,157,107,27,80,17,4,13,17,2,15,11,5,81,29,6,10,36,0
"60RB000979",80,57,33,5,28,9,3,6,13,4,9,1,1,23,7,2,13,1,0
"60RB000980",83,63,53,12,41,1,0,1,7,1,6,0,2,20,8,3,7,0,2
"60RB000981",124,95,70,18,52,9,0,9,9,3,6,5,2,29,14,1,7,2,5
"60RB000982",45,33,19,3,16,5,1,4,7,4,3,1,1,12,6,2,3,1,0
"60RB000983",70,53,32,7,25,10,2,8,6,2,4,5,0,17,6,3,3,4,1
"60RB000984",70,47,33,15,18,5,1,4,8,3,5,1,0,23,10,3,2,6,2
"60RB000985",76,60,43,10,33,6,0,6,7,0,7,2,2,16,4,2,3,4,3
"60RB000986",87,41,28,6,22,3,0,3,9,5,4,1,0,46,24,6,10,3,3
"60RB000987",102,71,57,18,39,1,0,1,9,1,8,4,0,31,21,2,2,1,5
"60RB000988",76,56,45,14,31,5,0,5,3,2,1,1,2,20,12,0,4,1,3
"60RB000989",152,90,42,14,28,12,1,11,18,6,12,16,2,62,20,4,14,16,8
"60RB000990",82,52,38,9,29,3,2,1,4,0,4,4,3,30,13,2,3,9,3
"60RB000991",83,65,37,12,25,14,2,12,11,2,9,3,0,18,9,2,3,1,3
"60RB000992",75,55,36,11,25,8,2,6,10,3,7,1,0,20,11,2,2,2,3
"60RB000993",76,48,21,5,16,11,1,10,13,3,10,2,1,28,23,0,2,1,2
"60RB000994",97,72,43,8,35,7,2,5,17,6,11,1,4,25,15,3,4,1,2
"60RB000995",65,44,26,10,16,3,0,3,11,1,10,2,2,21,15,0,4,0,2
"60RB000996",116,87,71,14,57,1,0,1,10,3,7,4,1,29,13,6,5,3,2
"60RB000997",58,40,34,6,28,2,0,2,2,2,0,1,1,18,12,2,3,1,0
"60RB000998",45,31,27,6,21,1,0,1,2,1,1,0,1,14,8,1,4,1,0
"60RB000999",87,59,55,15,40,1,0,1,2,0,2,1,0,28,16,5,5,1,1
"60RB001000",74,50,44,15,29,0,0,0,4,1,3,1,1,24,11,1,8,3,1
"60RB001001",86,59,41,9,32,3,0,3,7,2,5,7,1,27,18,3,4,1,1
"60RB001002",81,42,36,5,31,0,0,0,5,3,2,0,1,39,21,1,7,4,6
"60RB001003",68,45,37,8,29,1,0,1,5,0,5,1,1,23,6,2,7,6,2
"60RB001004",86,62,50,9,41,2,0,2,6,2,4,3,1,24,16,2,2,3,1
"60RB001005",71,49,31,7,24,3,0,3,4,2,2,9,2,22,13,0,5,4,0
"60RB001006",66,55,39,6,33,7,0,7,5,0,5,3,1,11,4,2,4,1,0
"60RB001007",62,45,36,9,27,2,0,2,3,0,3,0,4,17,10,0,4,2,1
"60RB001008",116,80,64,19,45,2,1,1,5,1,4,7,2,36,14,3,10,7,2
"60RB001009",118,82,64,11,53,7,1,6,6,1,5,2,3,36,18,2,7,8,1
"60RB001010",86,42,33,8,25,2,0,2,5,2,3,1,1,44,36,0,3,3,2
"60RB001011",59,47,38,7,31,5,1,4,2,1,1,0,2,12,3,1,2,1,5
"60RB001012",80,64,53,10,43,4,0,4,4,1,3,1,2,16,4,1,7,2,2
"60RB001013",116,88,68,14,54,6,0,6,12,7,5,1,1,28,11,2,8,5,2
"60RB001014",90,62,42,12,30,4,0,4,11,1,10,2,3,28,14,2,5,4,3
"60RB001015",59,38,27,6,21,3,0,3,4,1,3,2,2,21,12,1,4,2,2
