"output_area","All people","Number of people born in: England","Number of people born in: Scotland","Number of people born in: Wales","Number of people born in: Northern Ireland","Number of people born in: Republic of Ireland","Number of people born in: Other EU countries","Number of people born: Elsewhere"
"60QE000568",120,12,107,0,0,0,0,1
"60QE000569",109,11,93,2,1,0,0,2
"60QE000570",114,13,100,0,0,1,0,0
"60QE000571",147,19,126,0,0,0,0,2
"60QE000572",108,4,102,0,0,1,0,1
"60QE000573",149,19,129,0,1,0,0,0
"60QE000574",125,6,117,1,0,0,0,1
"60QE000575",129,6,122,0,0,0,1,0
"60QE000576",174,20,146,0,0,2,0,6
"60QE000577",132,19,108,0,0,2,2,1
"60QE000578",82,14,66,0,0,0,0,2
"60QE000579",97,13,80,0,0,0,2,2
"60QE000580",103,8,89,0,1,0,2,3
"60QE000581",53,5,44,1,1,0,1,1
"60QE000582",73,8,60,0,0,1,2,2
"60QE000583",94,14,76,0,0,0,0,4
"60QE000584",154,30,109,3,1,0,5,6
"60QE000585",172,38,114,3,1,0,9,7
"60QE000586",73,9,62,0,0,0,1,1
"60QE000587",146,16,120,0,4,0,2,4
"60QE000588",176,21,142,3,2,0,2,6
"60QE000589",159,15,135,0,4,0,4,1
"60QE000590",56,9,44,0,1,0,1,1
"60QE000591",88,4,81,0,1,0,0,2
"60QE000592",99,12,85,0,1,0,0,1
"60QE000593",57,5,48,0,0,0,1,3
"60QE000594",57,9,46,0,0,0,0,2
"60QE000595",70,13,50,1,1,0,1,4
"60QE000596",150,10,137,0,0,1,1,1
"60QE000597",184,28,144,2,2,1,0,7
"60QE000598",170,8,154,0,1,2,5,0
"60QE000599",85,8,72,1,0,0,1,3
"60QE000600",137,16,119,2,0,0,0,0
"60QE000601",84,5,74,1,3,0,0,1
"60QE000602",160,12,144,2,1,1,0,0
"60QE000603",130,19,104,0,1,1,3,2
"60QE000604",81,7,72,1,0,0,0,1
"60QE000605",154,16,132,0,3,1,0,2
"60QE000606",170,13,152,0,2,1,2,0
"60QE000607",168,24,137,1,0,1,2,3
"60QE000608",73,5,64,0,2,1,0,1
"60QE000609",85,14,64,1,1,1,0,4
"60QE000610",106,6,100,0,0,0,0,0
"60QE000611",89,23,60,1,2,0,0,3
"60QE000612",157,34,115,0,0,2,0,6
"60QE000613",56,4,46,0,0,0,2,4
"60QE000614",100,23,71,0,1,0,2,3
"60QE000615",123,32,75,2,0,0,1,13
"60QE000616",109,30,76,0,0,0,2,1
"60QE000617",150,17,124,1,1,3,0,4
"60QE000618",120,1,117,1,0,0,0,1
"60QE000619",105,22,79,0,1,0,2,1
"60QE000620",143,6,135,0,0,0,0,2
"60QE000621",149,12,130,0,0,3,1,3
"60QE000622",128,10,113,3,0,0,0,2
"60QE000623",130,7,118,1,0,0,2,2
"60QE000624",95,7,86,0,0,0,1,1
"60QE000625",107,28,73,1,2,1,0,2
"60QE000626",148,8,137,0,0,0,2,1
"60QE000627",158,14,139,2,0,1,1,1
"60QE000628",170,11,154,2,1,0,1,1
"60QE000629",154,9,136,2,3,3,0,1
"60QE000630",160,33,118,0,5,0,0,4
"60QE000631",57,26,30,0,0,1,0,0
"60QE000632",99,29,67,0,0,1,0,2
"60QE000633",87,22,63,0,0,0,0,2
"60QE000634",93,30,62,0,0,0,1,0
"60QE000635",217,53,159,1,0,1,2,1
"60QE000636",215,44,168,1,0,0,1,1
"60QE000637",151,36,106,0,0,0,4,5
"60QE000638",129,44,80,0,1,0,2,2
"60QE000639",74,27,41,1,0,0,0,5
"60QE000640",131,33,95,0,1,0,0,2
"60QE000641",92,29,54,1,0,0,7,1
"60QE000642",67,33,32,1,0,0,0,1
"60QE000643",113,20,88,0,0,0,0,5
"60QE000644",109,22,80,0,2,0,3,2
"60QE000645",110,11,98,0,0,0,1,0
"60QE000646",140,24,111,2,0,0,1,2
"60QE000647",164,22,136,0,0,0,2,4
"60QE000648",156,17,135,0,0,0,2,2
"60QE000649",96,12,81,0,0,1,0,2
"60QE000650",89,20,64,0,1,0,0,4
"60QE000651",113,16,94,0,1,0,1,1
"60QE000652",110,11,99,0,0,0,0,0
"60QE000653",140,29,105,2,1,1,1,1
"60QE000654",142,20,115,0,4,0,1,2
"60QE000655",153,19,129,1,1,0,1,2
"60QE000656",115,7,105,0,0,1,0,2
"60QE000657",122,14,101,0,0,0,1,6
"60QE000658",96,13,79,1,0,1,0,2
"60QE000659",152,11,130,5,0,1,2,3
"60QE000660",155,32,113,1,1,0,0,8
"60QE000661",153,32,109,3,2,0,0,7
"60QE000662",140,40,89,0,2,0,4,5
"60QE000663",142,19,118,1,0,0,2,2
"60QE000664",139,28,109,0,1,1,0,0
"60QE000665",63,13,48,0,0,0,0,2
"60QE000666",157,21,129,0,0,1,1,5
"60QE000667",55,5,47,0,0,2,1,0
"60QE000668",106,14,88,0,3,0,0,1
"60QE000669",84,15,61,1,0,0,0,7
"60QE000670",108,30,74,0,0,0,2,2
"60QE000671",157,20,135,1,0,1,0,0
"60QE000672",101,20,80,1,0,0,0,0
"60QE000673",98,16,76,3,1,0,0,2
"60QE000674",108,16,85,1,0,1,0,5
"60QE000675",135,26,105,0,1,0,0,3
"60QE000676",64,10,51,0,3,0,0,0
"60QE000677",65,10,52,1,0,0,0,2
"60QE000678",114,16,92,1,0,1,1,3
"60QE000679",164,18,145,0,0,0,1,0
"60QE000680",102,21,80,0,0,0,1,0
"60QE000681",131,17,112,0,0,0,1,1
"60QE000682",173,45,126,0,1,0,1,0
"60QE000683",187,47,135,1,2,0,0,2
"60QE000684",122,32,88,1,0,0,1,0
"60QE000685",112,29,81,0,0,0,2,0
"60QE000686",129,29,97,1,1,0,0,1
"60QE000687",110,30,76,0,0,2,2,0
"60QE000688",89,38,51,0,0,0,0,0
"60QE000689",119,36,75,0,4,0,1,3
"60QE000690",85,13,68,0,3,0,0,1
"60QE000691",132,35,94,0,0,0,1,2
"60QE000692",122,31,87,0,1,0,0,3
"60QE000693",162,52,102,0,1,0,3,4
"60QE000694",141,57,77,0,0,1,0,6
"60QE000695",78,32,44,0,0,0,2,0
"60QE000696",54,15,38,0,1,0,0,0
"60QE000697",138,43,93,0,1,1,0,0
"60QE000698",152,51,95,1,0,0,0,5
"60QE000699",205,60,144,0,0,1,0,0
"60QE000700",199,48,141,1,5,0,1,3
"60QE000701",178,40,134,0,1,0,1,2
"60QE000702",172,60,110,0,0,1,1,0
"60QE000703",169,53,108,0,1,1,2,4
"60QE000704",140,38,100,1,0,0,1,0
"60QE000705",127,40,81,1,0,2,2,1
"60QE000706",123,24,96,1,0,1,1,0
"60QE000707",94,19,74,0,1,0,0,0
"60QE000708",111,23,88,0,0,0,0,0
"60QE000709",114,19,90,0,0,0,1,4
"60QE000710",130,33,95,0,0,1,0,1
"60QE000711",104,23,76,0,0,0,0,5
"60QE000712",115,24,87,0,0,1,0,3
"60QE000713",128,37,89,1,0,1,0,0
"60QE000714",78,30,47,0,0,1,0,0
"60QE000715",147,30,113,1,0,0,2,1
"60QE000716",101,29,69,0,1,0,1,1
"60QE000717",157,34,116,0,2,0,1,4
"60QE000718",70,26,42,0,0,0,0,2
"60QE000719",99,27,63,0,2,0,6,1
"60QE000720",84,30,47,1,0,0,4,2
"60QE000721",125,30,92,1,1,0,0,1
"60QE000722",91,21,68,0,1,0,0,1
"60QE000723",88,30,56,0,0,0,0,2
"60QE000724",148,31,114,1,0,0,0,2
"60QE000725",88,37,40,6,3,0,1,1
"60QE000726",127,22,95,1,2,0,3,4
"60QE000727",72,21,46,4,0,0,0,1
"60QE000728",84,18,66,0,0,0,0,0
"60QE000729",93,26,61,0,0,1,2,3
"60QE000730",122,19,101,1,1,0,0,0
"60QE000731",123,22,97,1,1,0,1,1
"60QE000732",78,24,52,0,0,1,1,0
"60QE000733",137,39,97,0,0,0,0,1
"60QE000734",113,36,71,0,0,0,3,3
"60QE000735",112,25,83,0,1,0,2,1
"60QE000736",135,16,112,1,0,0,1,5
"60QE000737",82,10,62,0,3,0,5,2
"60QE000738",105,22,80,0,1,0,0,2
"60QE000739",83,14,67,0,1,0,0,1
"60QE000740",168,25,131,1,1,0,4,6
"60QE000741",114,31,73,1,5,1,1,2
"60QE000742",95,15,73,2,0,1,0,4
"60QE000743",92,23,63,1,0,0,0,5
"60QE000744",126,26,95,1,0,0,1,3
"60QE000745",98,20,73,0,1,0,0,4
"60QE000746",146,62,75,0,0,0,0,9
"60QE000747",91,33,52,0,0,0,4,2
"60QE000748",85,21,57,0,0,1,0,6
"60QE000749",113,27,79,1,0,2,3,1
"60QE000750",106,23,81,1,0,0,0,1
"60QE000751",105,17,80,2,3,0,1,2
"60QE000752",85,29,52,0,0,1,1,2
"60QE000753",78,15,61,0,1,0,1,0
"60QE000754",92,7,80,0,0,2,1,2
"60QE000755",71,8,62,0,0,0,0,1
"60QE000756",132,9,114,5,0,0,3,1
"60QE000757",55,5,47,0,0,0,0,3
"60QE000758",54,3,48,0,0,0,0,3
"60QE000759",55,7,47,0,0,0,1,0
"60QE000760",92,14,74,0,1,0,0,3
"60QE000761",102,22,76,0,2,0,0,2
"60QE000762",52,17,31,1,1,1,0,1
"60QE000763",94,14,77,2,0,0,0,1
"60QE000764",121,29,88,1,0,0,1,2
"60QE000765",66,4,61,0,0,0,0,1
"60QE000766",84,13,68,0,2,0,0,1
"60QE000767",98,9,83,1,2,0,1,2
"60QE000768",174,77,90,1,2,0,0,4
"60QE000769",98,33,58,1,0,0,2,4
"60QE000770",84,21,63,0,0,0,0,0
"60QE000771",53,11,37,0,0,2,1,2
"60QE000772",94,8,84,0,1,1,0,0
"60QE000773",75,7,67,0,0,0,1,0
"60QE000774",173,21,148,0,1,0,0,3
"60QE000775",97,13,81,0,2,0,0,1
"60QE000776",59,9,45,0,0,0,0,5
"60QE000777",65,13,52,0,0,0,0,0
"60QE000778",83,4,78,0,0,0,1,0
"60QE000779",119,9,99,2,0,1,1,7
"60QE000780",132,21,109,0,0,0,1,1
"60QE000781",93,11,81,0,0,0,1,0
"60QE000782",81,3,72,0,2,0,0,4
"60QE000783",53,6,44,1,1,1,0,0
"60QE000784",63,4,58,0,0,0,0,1
"60QE000785",124,12,107,0,1,0,0,4
"60QE000786",121,20,99,1,0,0,0,1
"60QE000787",120,10,103,1,3,0,0,3
"60QE000788",113,22,91,0,0,0,0,0
"60QE000789",110,19,85,1,1,0,0,4
"60QE000790",158,50,91,0,3,1,7,6
"60QE000791",72,20,50,1,1,0,0,0
"60QE000792",85,16,63,0,0,0,3,3
"60QE000793",51,8,40,0,0,0,2,1
"60QE000794",105,11,92,0,0,0,1,1
"60QE000795",152,20,126,0,1,0,2,3
"60QE000796",106,4,99,2,0,0,0,1
"60QE000797",203,34,161,1,0,1,2,4
"60QE000798",96,7,87,0,0,0,0,2
"60QE000799",105,4,101,0,0,0,0,0
"60QE000800",71,18,47,0,0,1,2,3
"60QE000801",69,5,61,0,0,0,2,1
"60QE000802",157,50,100,1,1,0,2,3
"60QE000803",113,40,70,0,1,0,1,1
"60QE000804",71,32,39,0,0,0,0,0
"60QE000805",76,7,63,0,1,3,1,1
"60QE000806",74,16,58,0,0,0,0,0
"60QE000807",90,9,77,0,2,1,1,0
"60QE000808",58,7,50,0,0,0,1,0
"60QE000809",108,12,90,0,0,1,3,2
"60QE000810",80,5,74,0,0,1,0,0
"60QE000811",102,14,85,0,0,0,0,3
"60QE000812",59,2,55,0,0,0,2,0
"60QE000813",90,9,78,0,0,0,0,3
"60QE000814",127,15,111,0,1,0,0,0
"60QE000815",97,7,90,0,0,0,0,0
"60QE000816",188,19,165,1,1,0,1,1
"60QE000817",130,21,104,1,0,0,1,3
"60QE000818",86,12,72,0,0,0,1,1
"60QE000819",53,4,48,1,0,0,0,0
"60QE000820",109,36,65,2,2,0,0,4
"60QE000821",122,40,75,1,0,0,2,4
"60QE000822",120,26,82,0,1,2,4,5
"60QE000823",93,24,63,1,1,0,0,4
"60QE000824",139,84,52,0,0,0,0,3
"60QE000825",72,26,43,0,2,0,1,0
"60QE000826",226,103,117,1,2,0,0,3
"60QE000827",94,50,42,0,0,1,0,1
"60QE000828",118,47,68,0,0,0,0,3
"60QE000829",141,37,97,1,0,0,1,5
"60QE000830",138,33,98,0,3,2,1,1
"60QE000831",91,20,70,1,0,0,0,0
"60QE000832",104,31,63,2,1,0,3,4
"60QE000833",117,32,84,1,0,0,0,0
"60QE000834",105,26,74,0,1,1,0,3
"60QE000835",124,37,84,0,2,0,0,1
"60QE000836",122,34,82,0,0,0,5,1
"60QE000837",86,31,51,0,0,0,0,4
"60QE000838",140,41,96,0,0,1,0,2
"60QE000839",158,28,120,2,1,0,2,5
"60QE000840",53,12,36,0,0,1,1,3
"60QE000841",153,30,109,0,2,1,3,8
"60QE000842",143,37,89,3,2,1,0,11
"60QE000843",115,35,74,0,0,0,2,4
"60QE000844",162,18,115,1,2,0,17,9
"60QE000845",69,25,39,0,0,0,3,2
"60QE000846",164,23,132,2,0,0,2,5
"60QE000847",83,10,73,0,0,0,0,0
"60QE000848",110,33,75,0,0,0,1,1
"60QE000849",88,3,85,0,0,0,0,0
"60QE000850",64,3,60,0,1,0,0,0
"60QE000851",108,7,101,0,0,0,0,0
"60QE000852",104,7,97,0,0,0,0,0
"60QE000853",116,11,103,0,0,0,1,1
"60QE000854",89,13,74,0,2,0,0,0
"60QE000855",61,6,54,0,0,0,0,1
"60QE000856",128,14,111,0,0,1,1,1
"60QE000857",120,8,107,0,0,1,1,3
"60QE000858",103,7,95,0,1,0,0,0
"60QE000859",114,10,102,0,2,0,0,0
"60QE000860",82,6,72,1,0,0,2,1
"60QE000861",72,5,65,0,0,0,0,2
"60QE000862",69,6,60,1,0,0,0,2
"60QE000863",64,5,57,0,1,0,1,0
"60QE000864",72,4,66,0,2,0,0,0
"60QE000865",102,4,98,0,0,0,0,0
"60QE000866",106,6,97,0,0,0,0,3
"60QE000867",109,7,99,0,0,0,1,2
"60QE000868",56,5,50,0,0,0,1,0
"60QE000869",170,11,154,0,0,0,1,4
"60QE000870",72,14,54,1,0,0,1,2
"60QE000871",81,12,66,1,0,1,0,1
"60QE000872",61,3,55,0,1,0,0,2
"60QE000873",76,7,67,0,0,1,1,0
"60QE000874",103,11,86,1,3,0,1,1
"60QE000875",106,26,75,1,0,0,0,4
"60QE000876",57,8,48,0,0,0,0,1
"60QE000877",77,15,59,0,0,0,0,3
"60QE000878",66,8,56,1,0,1,0,0
"60QE000879",96,8,87,0,0,0,0,1
"60QE000880",138,22,113,0,0,1,0,2
"60QE000881",223,34,187,0,1,0,1,0
"60QE000882",77,7,70,0,0,0,0,0
"60QE000883",93,14,72,0,4,2,1,0
"60QE000884",52,1,45,0,0,0,3,3
"60QE000885",88,11,77,0,0,0,0,0
"60QE000886",85,5,76,0,2,1,1,0
"60QE000887",115,11,101,0,0,0,1,2
"60QE000888",81,15,62,0,1,1,1,1
"60QE000889",110,8,99,0,0,0,1,2
"60QE000890",112,8,100,0,0,1,0,3
"60QE000891",136,15,114,1,1,1,0,4
"60QE000892",164,21,138,1,3,0,1,0
"60QE000893",192,16,169,1,1,0,2,3
"60QE000894",93,8,78,0,1,0,0,6
"60QE000895",147,13,118,2,3,0,1,10
"60QE000896",130,15,113,0,1,0,0,1
"60QE000897",83,13,65,0,0,1,2,2
"60QE000898",67,12,52,0,1,0,2,0
"60QE000899",56,8,44,0,0,1,2,1
"60QE000900",85,14,69,0,1,0,0,1
"60QE000901",146,17,124,0,1,0,1,3
"60QE000902",180,23,150,1,0,1,3,2
"60QE000903",244,30,206,0,0,2,3,3
"60QE000904",85,12,73,0,0,0,0,0
"60QE000905",143,23,114,0,1,0,2,3
"60QE000906",136,17,114,0,2,0,0,3
"60QE000907",59,6,47,0,2,0,0,4
"60QE000908",137,10,124,1,0,0,2,0
"60QE000909",62,0,60,0,1,0,1,0
"60QE000910",68,6,56,0,1,1,0,4
"60QE000911",104,9,83,1,0,0,1,10
"60QE000912",255,24,221,1,2,3,0,4
"60QE000913",103,14,84,0,1,0,1,3
"60QE000914",54,11,43,0,0,0,0,0
"60QE000915",71,30,41,0,0,0,0,0
"60QE000916",243,52,175,1,3,3,2,7
"60QE000917",88,24,61,0,0,0,0,3
"60QE000918",105,18,82,1,1,0,1,2
"60QE000919",119,24,90,1,1,0,2,1
"60QE000920",98,22,74,0,1,1,0,0
"60QE000921",71,16,50,2,0,0,1,2
"60QE000922",150,19,126,0,0,2,1,2
"60QE000923",85,21,63,0,0,0,0,1
"60QE000924",77,19,55,0,0,0,0,3
"60QE000925",167,47,109,2,3,0,0,6
"60QE000926",115,8,103,1,1,0,0,2
"60QE000927",82,7,70,1,0,0,3,1
"60QE000928",73,9,62,0,0,0,1,1
"60QE000929",76,8,65,0,0,0,0,3
"60QE000930",60,13,44,0,1,0,2,0
"60QE000931",210,54,137,3,4,1,1,10
"60QE000932",170,57,104,5,0,1,1,2
"60RD000001",164,13,145,0,0,0,1,5
"60RD000002",57,4,52,1,0,0,0,0
"60RD000003",69,16,51,1,0,0,0,1
"60RD000004",178,22,150,1,1,0,3,1
"60RD000005",146,32,101,0,0,1,1,11
"60RD000006",166,33,127,1,0,0,2,3
"60RD000007",169,27,133,0,0,0,4,5
"60RD000008",154,23,120,4,0,1,3,3
"60RD000009",84,20,59,0,2,1,1,1
"60RD000010",188,31,151,0,0,1,3,2
"60RD000011",91,10,75,1,0,0,2,3
"60RD000012",70,10,58,0,1,0,0,1
"60RD000013",216,27,185,0,1,0,1,2
"60RD000014",134,10,124,0,0,0,0,0
"60RD000015",103,17,79,2,0,0,0,5
"60RD000016",235,23,208,0,0,0,1,3
"60RD000017",101,11,87,0,1,1,0,1
"60RD000018",66,2,62,0,0,0,0,2
"60RD000019",114,8,104,1,0,0,1,0
"60RD000020",183,7,176,0,0,0,0,0
"60RD000021",163,6,150,0,0,1,1,5
"60RD000022",150,22,122,0,0,0,1,5
"60RD000023",277,34,232,4,0,0,1,6
"60RD000024",136,5,128,0,0,1,1,1
"60RD000025",197,13,179,1,0,0,0,4
"60RD000026",91,21,70,0,0,0,0,0
"60RD000027",159,47,103,3,1,0,2,3
"60RD000028",188,23,155,5,0,0,3,2
"60RD000029",190,30,156,0,0,1,0,3
"60RD000030",86,8,74,1,0,0,2,1
"60RD000031",151,33,111,0,0,1,2,4
"60RD000032",153,17,132,0,0,0,1,3
"60RD000033",131,6,113,0,1,0,3,8
"60RD000034",59,8,49,2,0,0,0,0
"60RD000035",128,13,113,1,0,0,0,1
"60RD000036",182,11,170,0,1,0,0,0
"60RD000037",104,8,92,1,1,0,2,0
"60RD000038",160,23,132,3,1,0,0,1
"60RD000039",173,17,150,1,0,0,0,5
"60RD000040",110,15,92,0,0,0,0,3
"60RD000041",69,6,60,0,0,0,1,2
"60RD000042",147,18,128,0,0,0,0,1
"60RD000043",182,23,154,2,0,0,2,1
"60RD000044",77,21,53,1,1,1,0,0
"60RD000045",203,33,163,0,5,0,2,0
"60RD000046",82,4,77,0,0,0,0,1
"60RD000047",105,3,100,0,0,0,0,2
"60RD000048",70,7,61,0,0,0,1,1
"60RD000049",57,5,47,1,1,0,0,3
"60RD000050",159,2,155,0,0,1,0,1
"60RD000051",209,6,198,0,0,1,0,4
"60RD000052",225,7,208,1,0,0,1,8
"60RD000053",206,14,190,0,0,0,1,1
"60RD000054",127,21,106,0,0,0,0,0
"60RD000055",155,7,142,1,0,0,3,2
"60RD000056",200,13,180,0,1,1,3,2
"60RD000057",122,23,99,0,0,0,0,0
"60RD000058",169,41,127,0,0,0,0,1
"60RD000059",86,26,57,0,1,0,0,2
"60RD000060",82,8,71,1,0,0,1,1
"60RD000061",148,45,89,0,1,0,5,8
"60RD000062",84,12,71,0,0,1,0,0
"60RD000063",88,9,75,0,0,0,1,3
"60RD000064",82,7,74,0,0,0,0,1
"60RD000065",63,19,42,1,0,0,0,1
"60RD000066",65,12,51,1,0,0,0,1
"60RD000067",117,13,96,1,1,1,3,2
"60RD000068",127,22,101,1,0,1,1,1
"60RD000069",113,26,79,1,2,3,1,1
"60RD000070",114,27,86,0,1,0,0,0
"60RD000071",99,6,84,2,0,0,2,5
"60RD000072",101,8,85,1,1,0,0,6
"60RD000073",107,5,97,1,0,0,1,3
"60RD000074",90,8,79,1,0,1,0,1
"60RD000075",92,7,83,0,0,0,2,0
"60RD000076",91,7,84,0,0,0,0,0
"60RD000077",70,2,66,1,0,0,0,1
"60RD000078",141,12,127,2,0,0,0,0
"60RD000079",143,11,131,0,0,0,1,0
"60RD000080",75,4,68,0,0,3,0,0
"60RD000081",223,15,205,0,0,0,1,2
"60RD000082",144,13,126,2,0,1,2,0
"60RD000083",107,9,89,3,0,0,4,2
"60RD000084",122,10,108,1,0,0,0,3
"60RD000085",141,5,129,1,0,1,0,5
"60RD000086",161,23,133,2,0,0,2,1
"60RD000087",92,7,80,0,0,0,1,4
"60RD000088",167,22,132,1,1,0,3,8
"60RD000089",145,3,137,0,0,1,1,3
"60RD000090",145,15,126,0,1,0,0,3
"60RD000091",109,7,97,2,1,0,0,2
"60RD000092",89,3,86,0,0,0,0,0
"60RD000093",99,6,91,1,0,0,0,1
"60RD000094",84,5,76,0,0,0,2,1
"60RD000095",82,6,73,0,0,1,1,1
"60RD000096",102,4,94,3,0,0,1,0
"60RD000097",103,3,96,0,1,0,0,3
"60RD000098",63,5,48,0,0,0,2,8
"60RD000099",82,14,58,1,1,0,0,8
"60RD000100",93,10,81,0,0,0,0,2
"60RD000101",64,10,51,1,0,0,0,2
"60RD000102",97,9,86,0,1,1,0,0
"60RD000103",52,9,38,0,1,0,0,4
"60RD000104",64,11,45,1,0,0,0,7
"60RD000105",70,9,55,0,0,1,2,3
"60RD000106",78,8,57,0,0,0,0,13
"60RD000107",77,4,72,0,0,0,0,1
"60RD000108",208,12,195,0,0,0,0,1
"60RD000109",115,6,104,1,0,0,0,4
"60RD000110",70,7,61,0,0,0,0,2
"60RD000111",71,2,67,0,0,0,0,2
"60RD000112",80,8,68,0,0,0,2,2
"60RD000113",123,7,115,0,0,0,0,1
"60RD000114",92,5,86,0,0,0,0,1
"60RD000115",133,12,114,0,0,0,0,7
"60RD000116",132,11,118,0,1,0,0,2
"60RD000117",97,3,93,0,0,0,0,1
"60RD000118",100,9,86,0,0,0,2,3
"60RD000119",133,7,120,2,0,1,0,3
"60RD000120",183,23,150,1,4,0,1,4
"60RD000121",93,12,78,0,3,0,0,0
"60RD000122",207,21,168,8,1,3,2,4
"60RD000123",102,11,87,1,2,0,0,1
"60RD000124",71,13,56,0,0,0,0,2
"60RD000125",95,13,79,1,0,0,0,2
"60RD000126",66,5,59,1,0,0,1,0
"60RD000127",53,8,44,0,0,0,0,1
"60RD000128",80,13,66,0,0,0,1,0
"60RD000129",148,7,139,0,0,0,1,1
"60RD000130",99,11,84,0,0,0,0,4
"60RD000131",91,4,85,0,0,0,1,1
"60RD000132",75,9,60,4,0,1,1,0
"60RD000133",133,15,113,1,0,0,1,3
"60RD000134",147,29,113,2,1,0,0,2
"60RD000135",135,27,104,0,0,1,0,3
"60RD000136",55,10,43,0,1,0,0,1
"60RD000137",50,2,47,0,1,0,0,0
"60RD000138",76,3,72,0,0,0,0,1
"60RD000139",77,6,62,1,1,0,6,1
"60RD000140",137,10,120,0,0,0,2,5
"60RD000141",92,3,89,0,0,0,0,0
"60RD000142",210,22,177,1,2,0,1,7
"60RD000143",125,14,109,0,0,0,0,2
"60RD000144",99,8,83,0,0,0,2,6
"60RD000145",151,16,122,1,1,7,0,4
"60RD000146",168,21,135,1,2,0,4,5
"60RD000147",92,10,77,0,0,0,1,4
"60RD000148",209,43,161,1,0,0,1,3
"60RD000149",188,23,149,1,0,0,1,14
"60RD000150",234,47,180,1,0,1,2,3
"60RD000151",80,3,75,0,0,0,0,2
"60RD000152",143,10,130,0,1,0,2,0
"60RD000153",101,6,94,0,0,0,0,1
"60RD000154",117,14,101,0,0,0,1,1
"60RD000155",132,11,119,1,0,0,0,1
"60RD000156",131,10,118,0,0,0,0,3
"60RD000157",239,50,174,1,6,0,7,1
"60RD000158",86,12,69,1,0,0,1,3
"60RD000159",214,29,177,4,0,0,3,1
"60RD000160",113,21,84,4,0,1,0,3
"60RD000161",116,12,96,1,0,1,1,5
"60RD000162",96,8,87,1,0,0,0,0
"60RD000163",139,7,129,0,0,2,0,1
"60RD000164",51,5,45,0,0,0,0,1
"60RD000165",133,10,120,1,0,0,0,2
"60RD000166",91,11,77,2,0,0,0,1
"60RD000167",108,7,97,0,1,0,0,3
"60RD000168",57,4,51,0,1,0,0,1
"60RD000169",180,3,172,1,0,0,1,3
"60RD000170",105,7,96,0,0,0,0,2
"60RD000171",72,7,63,0,0,0,0,2
"60RD000172",115,9,106,0,0,0,0,0
"60RD000173",111,12,99,0,0,0,0,0
"60RD000174",126,17,102,1,0,0,0,6
"60RD000175",112,10,100,0,0,0,2,0
"60RD000176",121,7,111,0,0,0,0,3
"60RD000177",87,10,74,1,0,0,0,2
"60RD000178",81,9,67,0,0,0,1,4
"60RD000179",105,7,93,1,1,0,0,3
"60RD000180",258,21,231,1,2,0,1,2
"60RE000001",192,11,174,0,3,0,0,4
"60RE000002",175,25,141,1,5,0,1,2
"60RE000003",179,24,148,2,1,1,0,3
"60RE000004",145,10,126,1,0,0,7,1
"60RE000005",84,17,60,2,0,0,3,2
"60RE000006",117,5,102,1,4,0,0,5
"60RE000007",96,8,82,0,0,0,2,4
"60RE000008",109,13,94,2,0,0,0,0
"60RE000009",117,11,104,0,0,0,0,2
"60RE000010",178,20,153,0,0,0,1,4
"60RE000011",252,18,205,0,2,2,1,24
"60RE000012",130,11,112,1,1,0,1,4
"60RE000013",173,14,152,2,2,0,0,3
"60RE000014",135,6,128,0,1,0,0,0
"60RE000015",118,19,85,0,5,2,2,5
"60RE000016",50,7,41,0,0,0,0,2
"60RE000017",76,5,70,0,0,0,0,1
"60RE000018",106,17,85,0,0,0,2,2
"60RE000019",69,21,45,0,0,0,0,3
"60RE000020",128,17,104,2,2,1,1,1
"60RE000021",137,6,125,0,3,0,0,3
"60RE000022",132,50,72,4,3,0,3,0
"60RE000023",117,14,92,0,1,2,1,7
"60RE000024",106,12,90,0,1,0,1,2
"60RE000025",79,12,64,1,0,0,1,1
"60RE000026",87,8,70,0,0,0,5,4
"60RE000027",85,10,70,0,0,0,3,2
"60RE000028",130,18,109,0,0,0,0,3
"60RE000029",152,25,120,0,4,0,1,2
"60RE000030",106,17,84,2,1,0,0,2
"60RE000031",190,14,171,0,1,0,1,3
"60RE000032",82,20,59,0,0,0,1,2
"60RE000033",110,16,93,0,1,0,0,0
"60RE000034",143,30,108,0,1,1,0,3
"60RE000035",71,14,53,1,1,0,2,0
"60RE000036",153,20,128,0,1,1,1,2
"60RE000037",122,3,118,0,0,0,0,1
"60RE000038",104,7,90,1,5,0,0,1
"60RE000039",112,16,91,2,0,0,1,2
"60RE000040",73,2,62,2,6,0,0,1
"60RE000041",98,6,87,1,1,0,0,3
"60RE000042",94,6,87,0,0,0,0,1
"60RE000043",141,21,116,0,0,0,0,4
"60RE000044",134,12,117,0,0,1,1,3
"60RE000045",94,14,76,0,0,0,0,4
"60RE000046",52,19,29,0,0,0,0,4
"60RE000047",82,23,52,0,1,1,2,3
"60RE000048",110,7,92,5,5,0,0,1
"60RE000049",86,11,72,0,2,0,1,0
"60RE000050",105,12,83,0,10,0,0,0
"60RE000051",110,16,90,1,1,0,2,0
"60RE000052",85,12,65,0,7,0,0,1
"60RE000053",152,39,104,2,4,0,0,3
"60RE000054",118,25,88,0,4,1,0,0
"60RE000055",119,47,64,3,2,0,0,3
"60RE000056",83,13,65,1,0,1,2,1
"60RE000057",135,25,104,1,1,1,0,3
"60RE000058",149,14,126,1,3,0,1,4
"60RE000059",127,23,96,0,3,0,3,2
