"dz_2001","total","non_catholic_christian","catholic_christian","jewish","muslim","none","other"
"S01003780",979,626,49,1,0,254,49
"S01003781",648,368,61,0,0,196,23
"S01003782",560,309,26,0,0,188,37
"S01003783",1033,544,98,0,0,341,50
"S01003784",580,318,37,0,6,178,41
"S01003785",830,550,40,0,6,206,28
"S01003786",928,579,68,0,0,259,22
"S01003787",613,407,53,0,0,121,32
"S01003788",724,455,47,0,21,168,33
"S01003789",522,341,34,0,1,131,15
"S01003790",618,347,52,0,0,187,32
"S01003791",633,346,49,0,0,189,49
"S01003792",680,393,43,3,0,214,27
"S01003793",544,285,47,0,0,167,45
"S01003794",711,440,45,1,0,187,38
"S01003795",580,359,44,0,0,164,13
"S01003796",659,323,65,0,5,219,47
"S01003797",957,558,74,1,0,273,51
"S01003798",818,497,45,0,0,253,23
"S01003799",841,558,54,0,0,201,28
"S01003800",697,479,21,0,4,168,25
"S01003801",808,487,53,0,0,232,36
"S01003802",765,447,51,0,0,217,50
"S01003803",653,350,49,0,3,203,48
"S01003804",632,314,48,0,0,229,41
"S01003805",1022,561,63,1,4,298,95
"S01003806",672,421,41,0,4,171,35
"S01003807",934,630,55,0,0,218,31
"S01003808",666,488,20,0,1,136,21
"S01003809",768,409,64,0,4,252,39
"S01003810",892,623,42,2,1,191,33
"S01003811",702,440,44,0,0,195,23
"S01003812",898,556,60,0,1,230,51
"S01003813",946,617,56,0,0,240,33
"S01003814",773,537,76,0,4,139,17
"S01003815",716,387,75,1,1,226,26
"S01003816",846,527,52,1,1,246,19
"S01003817",926,557,62,1,5,247,54
"S01003818",830,462,55,0,5,246,62
"S01003819",613,393,38,0,10,147,25
"S01003820",999,603,78,1,1,274,42
"S01003821",837,481,68,1,0,251,36
"S01003822",739,397,60,0,17,191,74
"S01003823",937,590,56,1,2,236,52
"S01003824",685,322,78,0,10,192,83
"S01003825",812,502,83,0,0,192,35
"S01003826",721,496,27,0,2,152,44
"S01003827",792,496,61,0,0,202,33
"S01003828",696,413,36,0,7,167,73
"S01003829",665,389,43,0,0,187,46
"S01003830",917,472,56,0,4,323,62
"S01003831",641,383,42,0,0,193,23
"S01003832",851,527,59,0,0,214,51
"S01003833",521,297,59,0,0,145,20
"S01003834",675,385,39,0,0,207,44
"S01003835",536,291,49,0,1,165,30
"S01003836",589,283,23,0,0,215,68
"S01003837",764,480,68,1,0,180,35
"S01003838",623,303,48,0,0,230,42
"S01003839",674,349,64,0,0,220,41
"S01003840",712,430,58,0,0,183,41
"S01003841",577,322,28,4,0,162,61
"S01003842",588,360,45,0,0,151,32
"S01003843",651,426,52,3,0,140,30
"S01003844",781,482,38,0,4,220,37
"S01003845",921,511,76,1,2,283,48
"S01003846",796,533,31,0,0,194,38
"S01003847",578,360,83,0,0,101,34
"S01003848",681,414,54,0,0,182,31
"S01003849",756,386,57,0,0,242,71
"S01003850",560,266,47,0,0,221,26
"S01003851",872,541,44,0,0,261,26
"S01003852",563,327,36,0,0,169,31
"S01003853",763,354,53,0,9,289,58
"S01003854",586,368,67,0,0,115,36
"S01003855",1000,486,60,0,4,410,40
"S01003856",726,370,64,1,4,238,49
"S01003857",738,421,37,0,0,236,44
"S01003858",621,314,32,0,1,237,37
"S01003859",570,348,30,0,4,162,26
"S01003860",669,315,49,0,0,241,64
"S01003861",806,431,42,1,1,292,39
"S01003862",610,272,59,1,0,234,44
"S01003863",696,434,45,0,0,191,26
"S01003864",887,616,42,1,5,190,33
"S01003865",810,402,45,0,3,313,47
"S01003866",818,561,25,1,0,187,44
"S01003867",1009,735,47,0,5,180,42
"S01003868",639,415,22,1,0,153,48
"S01003869",671,381,43,0,1,205,41
"S01003870",803,600,39,0,2,143,19
"S01003871",797,500,23,0,0,220,54
"S01003872",844,572,34,0,0,192,46
"S01003873",978,611,72,0,0,261,34
"S01003874",844,535,78,0,3,191,37
"S01003875",514,309,37,0,0,142,26
"S01003876",645,408,18,0,0,187,32
"S01003877",566,345,19,0,0,152,50
"S01003878",968,618,59,0,0,232,59
"S01003879",634,435,39,0,0,134,26
"S01003880",891,612,30,1,0,203,45
"S01003881",759,487,25,0,0,213,34
"S01003882",530,321,28,0,0,150,31
"S01003883",535,314,31,0,0,165,25
"S01003884",754,502,23,0,2,186,41
"S01003885",673,386,29,0,0,229,29
"S01003886",580,326,30,0,1,194,29
"S01003887",871,465,33,0,0,278,95
"S01003888",633,351,18,0,2,227,35
"S01003889",586,416,20,0,0,129,21
"S01003890",652,442,41,0,0,148,21
"S01003891",789,452,56,2,0,237,42
"S01003892",627,328,47,0,4,214,34
"S01003893",632,365,37,0,7,208,15
"S01003894",826,449,58,0,3,279,37
"S01003895",687,426,47,0,0,182,32
"S01003896",683,449,44,0,1,162,27
"S01003897",678,465,30,0,0,163,20
"S01003898",762,502,33,0,10,151,66
"S01003899",717,501,35,0,0,161,20
"S01003900",708,410,47,1,0,212,38
"S01003901",608,386,20,0,1,176,25
"S01003902",859,585,33,0,2,205,34
"S01003903",664,377,29,0,1,220,37
"S01003904",708,464,52,0,6,149,37
"S01003905",864,573,31,0,0,198,62
"S01003906",723,487,29,0,0,158,49
"S01003907",718,473,46,0,1,157,41
"S01003908",823,507,36,0,11,209,60
"S01003909",681,472,31,1,7,121,49
"S01003910",712,446,45,0,18,153,50
"S01003911",613,475,21,0,1,88,28
"S01003912",685,442,50,0,4,153,36
"S01003913",693,413,39,0,0,188,53
"S01003914",891,629,38,0,0,161,63
"S01003915",638,397,25,0,0,183,33
"S01003916",775,447,43,0,2,248,35
"S01003917",886,539,28,1,0,262,56
"S01003918",886,467,34,0,0,344,41
"S01003919",521,362,28,0,0,115,16
"S01003920",648,413,22,1,2,179,31
"S01003921",775,505,44,0,2,171,53
"S01003922",827,420,58,0,0,298,51
"S01003923",765,369,55,0,0,282,59
"S01003924",505,249,46,0,2,173,35
"S01003925",772,429,39,1,0,250,53
"S01003926",579,319,39,0,0,177,44
"S01003927",672,414,19,1,0,196,42
"S01003928",890,448,42,0,0,342,58
"S01003929",502,340,19,0,0,112,31
"S01003930",746,464,37,0,0,222,23
"S01003931",882,483,59,1,0,301,38
"S01003932",896,628,45,0,1,190,32
"S01003933",644,374,23,0,0,206,41
"S01003934",898,542,38,0,0,261,57
"S01003935",761,400,59,0,0,230,72
"S01003936",878,549,28,1,0,249,51
"S01003937",808,497,37,0,0,214,60
"S01003938",526,275,42,0,0,184,25
"S01003939",589,416,18,3,0,120,32
"S01003940",865,492,45,4,0,278,46
"S01003941",583,383,21,0,0,142,37
"S01003942",749,446,43,4,0,207,49
"S01003943",675,400,45,0,2,178,50
"S01003944",639,446,25,0,1,138,29
"S01003945",690,453,22,0,0,182,33
"S01003946",836,496,42,0,0,238,60
"S01003947",511,343,19,0,0,125,24
"S01003948",629,336,29,0,0,238,26
"S01003949",594,390,33,0,0,142,29
"S01003950",587,398,16,0,0,149,24
"S01003951",543,393,19,0,0,113,18
"S01003952",524,333,21,0,0,144,26
"S01003953",576,383,27,1,0,139,26
"S01003954",546,357,28,0,0,125,36
"S01003955",610,394,38,0,0,141,37
"S01003956",629,316,46,0,0,207,60
"S01003957",687,464,25,1,0,158,39
"S01003958",762,527,19,0,3,176,37
"S01003959",730,461,25,1,0,202,41
"S01003960",890,614,21,0,0,223,32
"S01003961",565,397,25,1,0,119,23
"S01003962",575,381,18,1,0,145,30
"S01003963",535,253,32,1,0,215,34
"S01003964",459,299,28,0,0,99,33
"S01003965",543,384,16,0,0,113,30
"S01003966",916,662,30,0,1,182,41
"S01003967",513,292,24,0,0,174,23
"S01003968",902,596,15,2,0,224,65
"S01003969",775,495,15,1,3,200,61
"S01003970",593,334,30,0,0,186,43
"S01003971",652,455,15,1,0,151,30
"S01003972",632,448,25,0,0,125,34
"S01003973",544,362,8,0,0,147,27
"S01003974",813,548,20,0,0,220,25
"S01003975",655,459,18,0,0,155,23
"S01003976",708,414,28,0,0,217,49
"S01003977",595,292,27,0,0,235,41
"S01003978",610,390,13,0,7,175,25
"S01003979",589,394,21,0,5,135,34
"S01003980",558,384,14,0,0,126,34
"S01003981",579,412,17,0,0,132,18
"S01003982",726,481,23,0,1,176,45
"S01003983",725,529,35,0,2,134,25
"S01003984",654,380,31,0,5,172,66
"S01003985",862,484,15,0,3,320,40
"S01003986",582,411,11,1,0,121,38
"S01003987",546,382,19,0,1,123,21
"S01003988",525,384,19,0,0,97,25
"S01003989",800,601,21,1,2,120,55
"S01003990",506,306,23,0,1,145,31
"S01003991",593,418,7,0,1,134,33
"S01003992",923,626,34,0,0,219,44
"S01003993",652,434,32,0,0,158,28
"S01003994",679,474,15,0,0,170,20
"S01003995",876,574,19,1,0,237,45
"S01003996",512,327,16,0,0,146,23
"S01003997",938,471,33,0,0,360,74
"S01003998",599,351,22,0,0,202,24
"S01003999",868,533,41,0,6,251,37
"S01004000",769,469,15,0,0,224,61
"S01004001",708,444,7,0,0,207,50
"S01004002",879,531,32,0,5,271,40
"S01004003",549,340,37,0,0,147,25
"S01004004",785,458,12,0,3,255,57
"S01004005",635,368,36,0,0,213,18
"S01004006",576,302,38,0,0,212,24
"S01004007",584,320,46,1,0,183,34
"S01004008",645,454,8,0,0,155,28
"S01004009",648,408,12,0,0,183,45
"S01004010",775,443,24,0,0,250,58
"S01004011",1115,754,115,0,0,202,44
"S01004012",729,375,168,0,0,150,36
"S01004013",530,317,51,0,0,133,29
"S01004014",606,407,56,0,3,126,14
"S01004015",944,557,84,0,11,247,45
"S01004016",608,300,158,0,0,115,35
"S01004017",972,635,117,1,0,189,30
"S01004018",854,442,215,0,8,149,40
"S01004019",527,249,105,0,19,116,38
"S01004020",697,414,126,0,0,109,48
"S01004021",810,383,214,0,2,169,42
"S01004022",540,286,103,0,0,104,47
"S01004023",603,353,124,0,0,100,26
"S01004024",949,359,304,0,0,117,169
"S01004025",853,348,378,0,2,76,49
"S01004026",668,220,350,0,0,42,56
"S01004027",778,294,358,0,0,88,38
"S01004028",775,290,351,0,0,91,43
"S01004029",928,327,472,0,0,77,52
"S01004030",832,339,375,0,0,89,29
"S01004031",596,244,257,0,0,67,28
"S01004032",455,131,230,0,0,66,28
"S01004033",898,279,457,1,0,82,79
"S01004034",792,302,354,0,0,81,55
"S01004035",751,340,295,2,0,66,48
"S01004036",710,214,397,0,0,59,40
"S01004037",717,308,276,0,6,87,40
"S01004038",715,232,360,0,0,61,62
"S01004039",402,153,183,0,0,49,17
"S01004040",661,266,277,0,7,62,49
"S01004041",623,253,250,0,0,88,32
"S01004042",644,224,260,0,0,91,69
"S01004043",805,367,329,0,0,79,30
"S01004044",739,263,340,0,3,92,41
"S01004045",656,252,272,0,0,88,44
"S01004046",592,175,331,0,0,49,37
"S01004047",746,283,315,0,0,106,42
"S01004048",953,366,432,0,0,91,64
"S01004049",844,376,326,0,0,79,63
"S01004050",529,187,223,0,0,79,40
"S01004051",627,212,285,0,0,65,65
"S01004052",585,178,242,0,0,73,92
"S01004053",932,406,363,0,0,94,69
"S01004054",950,402,407,1,1,91,48
"S01004055",600,211,290,1,0,68,30
"S01004056",769,304,371,0,0,77,17
"S01004057",983,326,419,0,0,102,136
"S01004058",657,198,306,0,0,100,53
"S01004059",610,279,187,0,0,80,64
"S01004060",502,176,236,0,0,55,35
"S01004061",634,301,234,0,0,51,48
"S01004062",958,431,359,0,0,103,65
"S01004063",707,260,282,0,0,93,72
"S01004064",691,326,220,0,0,84,61
"S01004065",918,362,341,0,0,135,80
"S01004066",564,180,299,0,2,60,23
"S01004067",787,360,281,0,0,120,26
"S01004068",763,291,290,0,0,67,115
"S01004069",636,245,229,0,0,90,72
"S01004070",429,151,148,0,0,69,61
"S01004071",858,320,372,0,0,102,64
"S01004072",1083,500,372,0,3,136,72
"S01004073",823,297,372,0,0,98,56
"S01004074",886,311,369,0,0,143,63
"S01004075",447,200,170,0,0,53,24
"S01004076",630,261,261,0,3,76,29
"S01004077",872,331,385,0,2,100,54
"S01004078",712,263,328,0,0,67,54
"S01004079",818,330,357,0,0,98,33
"S01004080",705,340,262,1,2,68,32
"S01004081",683,293,258,0,6,81,45
"S01004082",740,436,166,0,0,106,32
"S01004083",896,349,375,0,0,114,58
"S01004084",757,320,286,1,3,90,57
"S01004085",559,210,212,0,2,91,44
"S01004086",773,356,295,0,1,59,62
"S01004087",538,189,220,0,2,71,56
"S01004088",569,174,251,0,0,97,47
"S01004089",792,297,344,0,0,84,67
"S01004090",408,147,180,0,0,44,37
"S01004091",712,328,211,1,1,140,31
"S01004092",697,295,242,0,0,96,64
"S01004093",553,236,192,1,4,57,63
"S01004094",413,127,172,0,1,80,33
"S01004095",520,224,170,0,0,71,55
"S01004096",681,384,159,0,0,115,23
"S01004097",844,263,447,0,0,92,42
"S01004098",630,288,236,0,0,81,25
"S01004099",774,384,180,0,2,159,49
"S01004100",800,364,295,0,0,108,33
"S01004101",694,298,227,0,0,105,64
"S01004102",785,380,211,0,0,147,47
"S01004103",787,425,189,0,0,98,75
"S01004104",796,471,183,0,0,93,49
"S01004105",799,387,258,0,0,121,33
"S01004106",801,391,238,0,0,117,55
"S01004107",689,414,161,0,0,98,16
"S01004108",786,379,250,0,0,97,60
"S01004109",615,340,172,0,0,73,30
"S01004110",563,273,199,0,0,64,27
"S01004111",851,424,221,1,0,150,55
"S01004112",874,442,239,0,0,112,81
"S01004113",736,375,207,0,0,132,22
"S01004114",644,356,170,0,2,78,38
"S01004115",773,465,181,0,0,87,40
"S01004116",683,377,192,0,0,73,41
"S01004117",736,352,230,0,0,130,24
"S01004118",893,419,264,0,1,151,58
"S01004119",592,304,139,0,3,113,33
"S01004120",720,437,173,0,0,78,32
"S01004121",461,246,43,1,0,149,22
"S01004122",626,334,34,0,0,247,11
"S01004123",509,255,28,0,0,186,40
"S01004124",973,468,100,0,1,360,44
"S01004125",632,376,35,3,0,182,36
"S01004126",642,344,62,1,1,213,21
"S01004127",963,532,54,0,11,329,37
"S01004128",741,391,67,0,0,252,31
"S01004129",842,440,72,0,10,287,33
"S01004130",572,293,51,0,1,189,38
"S01004131",796,411,54,0,1,264,66
"S01004132",580,291,48,0,1,213,27
"S01004133",908,478,67,0,0,318,45
"S01004134",712,424,44,0,0,224,20
"S01004135",660,354,66,0,4,200,36
"S01004136",633,283,84,1,0,216,49
"S01004137",530,285,23,0,0,189,33
"S01004138",707,337,55,0,0,270,45
"S01004139",555,273,54,0,0,204,24
"S01004140",600,292,56,0,1,219,32
"S01004141",710,346,59,0,0,266,39
"S01004142",577,264,51,0,7,214,41
"S01004143",888,477,57,0,1,312,41
"S01004144",784,342,121,0,8,270,43
"S01004145",691,300,52,0,7,293,39
"S01004146",722,346,61,1,7,259,48
"S01004147",778,402,55,0,0,280,41
"S01004148",976,580,54,0,10,295,37
"S01004149",634,280,41,0,0,276,37
"S01004150",579,312,53,0,1,192,21
"S01004151",650,353,69,1,0,175,52
"S01004152",754,308,62,0,1,335,48
"S01004153",736,429,65,0,1,220,21
"S01004154",670,392,43,0,0,202,33
"S01004155",929,411,95,0,0,349,74
"S01004156",804,397,61,1,0,308,37
"S01004157",654,375,41,0,0,195,43
"S01004158",627,313,38,0,5,228,43
"S01004159",422,122,124,0,0,160,16
"S01004160",629,291,83,0,0,224,31
"S01004161",557,306,37,0,0,186,28
"S01004162",708,403,82,1,5,187,30
"S01004163",719,282,58,0,0,329,50
"S01004164",956,458,103,1,4,338,52
"S01004165",1000,484,108,0,1,352,55
"S01004166",529,234,47,0,6,212,30
"S01004167",573,329,37,0,1,178,28
"S01004168",695,304,76,0,9,257,49
"S01004169",592,280,89,1,0,184,38
"S01004170",600,275,64,0,0,233,28
"S01004171",626,281,50,0,0,251,44
"S01004172",751,322,108,0,0,289,32
"S01004173",588,293,66,0,0,204,25
"S01004174",760,451,89,0,0,197,23
"S01004175",631,254,65,0,0,258,54
"S01004176",640,309,81,0,4,215,31
"S01004177",509,234,67,0,7,171,30
"S01004178",563,287,40,0,8,183,45
"S01004179",523,264,48,0,6,167,38
"S01004180",869,408,123,0,0,319,19
"S01004181",739,414,83,0,17,202,23
"S01004182",906,341,107,0,4,333,121
"S01004183",959,536,74,0,0,291,58
"S01004184",874,442,71,0,0,287,74
"S01004185",828,285,74,0,0,375,94
"S01004186",724,362,79,0,23,223,37
"S01004187",721,384,86,0,0,201,50
"S01004188",781,283,95,0,0,295,108
"S01004189",630,318,82,0,7,205,18
"S01004190",806,367,144,0,0,220,75
"S01004191",759,392,92,0,1,245,29
"S01004192",863,375,87,0,0,303,98
"S01004193",652,361,57,0,0,200,34
"S01004194",794,406,89,0,6,252,41
"S01004195",612,369,53,1,5,156,28
"S01004196",694,351,84,0,0,200,59
"S01004197",698,324,79,0,0,225,70
"S01004198",702,392,58,2,1,214,35
"S01004199",823,448,94,0,5,251,25
"S01004200",806,460,83,0,5,220,38
"S01004201",755,375,117,1,1,199,62
"S01004202",561,326,62,0,0,147,26
"S01004203",873,421,130,0,3,268,51
"S01004204",734,421,77,0,0,185,51
"S01004205",718,341,86,0,7,237,47
"S01004206",714,393,106,0,8,189,18
"S01004207",793,298,96,0,0,344,55
"S01004208",793,371,124,0,10,257,31
"S01004209",587,275,71,0,15,181,45
"S01004210",696,381,75,0,5,164,71
"S01004211",730,397,80,1,3,210,39
"S01004212",809,448,49,1,1,268,42
"S01004213",599,304,62,2,1,199,31
"S01004214",711,452,64,0,1,165,29
"S01004215",620,309,97,0,1,174,39
"S01004216",886,452,101,0,2,288,43
"S01004217",574,292,73,0,0,157,52
"S01004218",855,475,109,0,0,232,39
"S01004219",615,254,82,0,0,252,27
"S01004220",786,436,104,0,0,206,40
"S01004221",902,465,102,0,0,283,52
"S01004222",495,234,44,0,0,178,39
"S01004223",809,360,93,0,5,297,54
"S01004224",750,349,68,0,1,276,56
"S01004225",836,397,75,0,2,263,99
"S01004226",752,373,68,0,4,263,44
"S01004227",603,289,69,0,1,208,36
"S01004228",760,344,78,0,0,285,53
"S01004229",703,360,84,0,2,223,34
"S01004230",729,370,80,0,0,226,53
"S01004231",766,419,58,0,1,251,37
"S01004232",680,289,89,0,8,246,48
"S01004233",633,301,95,0,0,179,58
"S01004234",979,640,49,2,0,221,67
"S01004235",623,329,52,1,0,216,25
"S01004236",888,577,54,0,1,197,59
"S01004237",658,427,54,0,0,131,46
"S01004238",562,343,29,0,0,160,30
"S01004239",676,434,26,0,0,201,15
"S01004240",642,414,27,0,0,161,40
"S01004241",514,309,18,0,0,120,67
"S01004242",865,527,31,0,0,268,39
"S01004243",580,333,39,0,0,175,33
"S01004244",611,368,31,0,0,187,25
"S01004245",741,452,54,0,1,184,50
"S01004246",575,365,15,4,1,139,51
"S01004247",850,415,78,0,0,319,38
"S01004248",928,520,110,0,0,257,41
"S01004249",895,520,87,0,0,259,29
"S01004250",1014,638,73,0,0,255,48
"S01004251",910,637,61,0,0,175,37
"S01004252",552,315,36,1,0,176,24
"S01004253",557,310,12,0,0,207,28
"S01004254",729,412,45,1,2,222,47
"S01004255",695,409,58,0,0,207,21
"S01004256",565,282,40,0,0,215,28
"S01004257",531,304,39,0,0,174,14
"S01004258",709,430,58,0,0,197,24
"S01004259",609,375,42,0,0,169,23
"S01004260",563,384,26,0,1,124,28
"S01004261",861,523,32,0,1,239,66
"S01004262",751,392,58,0,0,232,69
"S01004263",759,458,28,0,0,246,27
"S01004264",703,425,45,0,0,198,35
"S01004265",921,536,48,2,13,264,58
"S01004266",536,348,24,0,0,126,38
"S01004267",515,317,28,0,0,146,24
"S01004268",655,368,29,0,0,231,27
"S01004269",796,426,79,0,0,273,18
"S01004270",537,312,29,0,0,157,39
"S01004271",578,342,22,2,0,185,27
"S01004272",646,389,49,0,0,179,29
"S01004273",712,431,45,2,0,201,33
"S01004274",796,461,37,0,0,251,47
"S01004275",585,313,31,0,0,182,59
"S01004276",700,414,43,0,0,221,22
"S01004277",794,477,28,0,9,247,33
"S01004278",916,505,45,0,0,323,43
"S01004279",929,417,32,1,2,412,65
"S01004280",998,606,53,0,0,300,39
"S01004281",583,336,38,0,0,179,30
"S01004282",989,450,58,0,10,392,79
"S01004283",738,330,57,0,0,306,45
"S01004284",960,496,31,0,0,386,47
"S01004285",886,479,106,1,0,255,45
"S01004286",759,459,80,0,0,191,29
"S01004287",646,371,47,0,0,189,39
"S01004288",735,416,50,0,0,218,51
"S01004289",613,294,44,0,10,225,40
"S01004290",700,390,36,0,3,239,32
"S01004291",827,492,37,0,7,257,34
"S01004292",774,371,89,0,3,276,35
"S01004293",817,517,34,0,10,219,37
"S01004294",774,429,69,0,4,246,26
"S01004295",850,520,52,0,2,246,30
"S01004296",815,483,50,0,8,248,26
"S01004297",629,373,50,0,0,166,40
"S01004298",997,617,52,0,1,282,45
"S01004299",548,283,34,0,13,187,31
"S01004300",550,333,32,0,1,150,34
"S01004301",634,331,38,0,0,232,33
"S01004302",762,454,41,1,11,224,31
"S01004303",606,289,32,0,3,224,58
"S01004304",938,409,44,0,6,353,126
"S01004305",660,379,33,0,0,234,14
"S01004306",576,332,31,0,4,188,21
"S01004307",830,446,53,3,0,246,82
"S01004308",990,517,56,0,0,371,46
"S01004309",870,526,56,0,6,242,40
"S01004310",810,471,48,0,0,258,33
"S01004311",783,378,48,0,8,295,54
"S01004312",705,372,36,4,0,223,70
"S01004313",966,527,49,0,0,342,48
"S01004314",771,452,35,0,1,249,34
"S01004315",557,332,28,0,0,171,26
"S01004316",535,308,44,0,0,161,22
"S01004317",884,575,64,0,0,207,38
"S01004318",618,347,77,1,0,161,32
"S01004319",872,471,43,0,1,321,36
"S01004320",918,419,85,0,0,383,31
"S01004321",785,382,40,0,0,313,50
"S01004322",976,544,66,1,0,317,48
"S01004323",648,346,40,0,6,217,39
"S01004324",849,479,46,0,0,276,48
"S01004325",996,547,75,0,9,328,37
"S01004326",804,530,22,0,0,213,39
"S01004327",700,391,44,0,0,231,34
"S01004328",667,396,20,0,0,227,24
"S01004329",524,352,13,0,0,136,23
"S01004330",992,629,55,0,0,272,36
"S01004331",569,387,28,0,0,122,32
"S01004332",575,361,12,0,0,170,32
"S01004333",531,287,16,0,0,194,34
"S01004334",1690,933,134,2,5,415,201
"S01004335",528,304,18,0,1,175,30
"S01004336",995,613,50,0,0,273,59
"S01004337",700,400,23,0,0,240,37
"S01004338",703,466,27,0,0,174,36
"S01004339",921,627,43,0,0,208,43
"S01004340",577,289,31,1,0,241,15
"S01004341",600,338,24,0,0,212,26
"S01004342",801,468,72,0,1,223,37
"S01004343",547,332,34,0,0,158,23
"S01004344",769,467,52,1,3,206,40
"S01004345",883,510,54,0,0,262,57
"S01004346",555,345,18,0,0,156,36
"S01004347",793,533,38,0,0,190,32
"S01004348",580,343,36,0,3,158,40
"S01004349",800,415,33,0,0,304,48
"S01004350",562,298,29,0,1,187,47
"S01004351",508,302,35,1,2,139,29
"S01004352",575,350,20,2,0,158,45
"S01004353",921,485,49,0,0,279,108
"S01004354",587,336,78,0,0,155,18
"S01004355",565,340,62,0,0,112,51
"S01004356",982,563,101,0,0,260,58
"S01004357",775,451,76,0,8,200,40
"S01004358",774,547,89,0,0,114,24
"S01004359",515,346,28,0,0,113,28
"S01004360",637,397,39,0,6,166,29
"S01004361",580,348,66,0,0,138,28
"S01004362",547,277,71,1,0,151,47
"S01004363",1017,563,127,0,0,257,70
"S01004364",787,427,116,0,0,200,44
"S01004365",765,390,94,0,0,252,29
"S01004366",620,380,30,0,0,178,32
"S01004367",874,405,147,0,12,269,41
"S01004368",537,313,63,0,0,138,23
"S01004369",778,385,129,0,1,226,37
"S01004370",733,461,95,0,0,143,34
"S01004371",761,370,103,0,0,241,47
"S01004372",974,561,48,5,0,291,69
"S01004373",564,342,26,0,0,155,41
"S01004374",600,349,83,0,2,136,30
"S01004375",748,346,128,0,0,212,62
"S01004376",931,448,172,0,3,255,53
