dz_2011,total,non_catholic_christian,catholic_christian,jewish,muslim,none,other
S01007222,1100,499,46,1,0,444,110
S01007223,714,335,21,0,1,312,45
S01007224,742,370,32,0,2,293,45
S01007225,1206,526,47,1,2,534,96
S01007226,1027,445,49,1,0,433,99
S01007227,1533,722,66,1,10,627,107
S01007228,819,444,53,0,2,272,48
S01007229,1249,649,34,0,0,466,100
S01007230,1291,550,118,0,1,510,112
S01007231,818,359,56,0,0,345,58
S01007232,726,286,54,1,1,340,44
S01007233,788,358,42,0,6,328,54
S01007234,630,313,28,0,0,234,55
S01007235,1078,513,73,2,2,422,66
S01007236,1094,581,52,0,6,393,62
S01007237,779,446,28,0,1,244,60
S01007238,1007,554,56,0,0,336,61
S01007239,1422,808,38,0,2,479,95
S01007240,539,254,46,0,0,197,42
S01007241,1174,671,57,2,1,354,89
S01007242,1158,628,63,1,0,378,88
S01007243,1415,744,73,0,2,484,112
S01007244,721,368,34,0,0,268,51
S01007245,776,433,40,0,6,260,37
S01007246,891,447,48,0,8,329,59
S01007247,1082,505,71,0,0,443,63
S01007248,1060,600,46,1,14,340,59
S01007249,609,315,35,0,6,174,79
S01007250,822,397,45,0,0,329,51
S01007251,893,404,64,0,0,353,72
S01007252,925,469,50,0,3,357,46
S01007253,798,490,36,0,0,221,51
S01007254,948,493,47,0,4,342,62
S01007255,1038,386,87,0,1,494,70
S01007256,935,366,82,0,4,414,69
S01007257,894,317,92,0,12,409,64
S01007258,886,445,47,0,0,334,60
S01007259,1048,447,62,0,0,473,66
S01007260,1218,465,70,0,0,609,74
S01007261,1051,611,45,0,6,325,64
S01007262,712,331,48,0,0,280,53
S01007263,1142,638,53,0,2,375,74
S01007264,869,508,44,0,4,257,56
S01007265,1216,605,74,0,5,464,68
S01007266,823,426,62,0,1,278,56
S01007267,610,325,39,0,0,202,44
S01007268,596,290,20,0,0,232,54
S01007269,667,356,36,0,8,220,47
S01007270,457,244,19,0,5,154,35
S01007271,1146,608,44,0,8,418,68
S01007272,1141,499,41,0,2,517,82
S01007273,760,335,31,0,4,328,62
S01007274,905,419,57,0,2,353,74
S01007275,729,381,44,0,2,227,75
S01007276,1159,621,73,0,5,393,67
S01007277,919,505,53,0,0,304,57
S01007278,941,527,36,0,1,317,60
S01007279,674,357,23,0,0,233,61
S01007280,676,360,33,0,6,211,66
S01007281,1181,599,91,1,1,409,80
S01007282,538,291,27,0,0,176,44
S01007283,1023,560,47,0,4,302,110
S01007284,848,490,33,0,1,238,86
S01007285,1145,507,40,0,1,472,125
S01007286,1464,661,69,1,0,596,137
S01007287,616,307,37,0,0,203,69
S01007288,667,285,27,4,0,269,82
S01007289,1011,476,144,0,2,302,87
S01007290,1136,452,195,0,7,401,81
S01007291,637,277,115,0,2,187,56
S01007292,771,425,104,0,4,195,43
S01007293,1080,456,216,1,0,321,86
S01007294,1054,557,148,0,1,296,52
S01007295,677,298,153,0,2,180,44
S01007296,563,237,90,0,0,195,41
S01007297,1176,510,182,0,4,377,103
S01007298,532,262,92,0,0,142,36
S01007299,1008,445,174,0,5,302,82
S01007300,668,279,113,0,0,207,69
S01007301,870,476,91,0,0,242,61
S01007302,796,419,113,3,0,198,63
S01007303,1117,591,61,1,0,368,96
S01007304,693,393,39,0,0,206,55
S01007305,1008,538,73,1,0,315,81
S01007306,1252,646,107,1,0,399,99
S01007307,1088,476,116,0,6,416,74
S01007308,882,391,136,1,0,272,82
S01007309,815,346,62,2,0,327,78
S01007310,865,396,67,0,0,357,45
S01007311,926,465,83,2,0,285,91
S01007312,862,428,63,0,0,282,89
S01007313,972,403,57,0,0,425,87
S01007314,875,372,76,1,2,342,82
S01007315,940,470,73,0,0,290,107
S01007316,1141,592,72,0,2,369,106
S01007317,1153,546,80,0,3,405,119
S01007318,607,272,52,0,1,236,46
S01007319,857,454,53,1,2,270,77
S01007320,894,429,69,0,0,298,98
S01007321,595,306,40,0,0,197,52
S01007322,836,440,38,0,0,260,98
S01007323,449,292,24,0,0,102,31
S01007324,328,164,15,0,0,118,31
S01007325,833,425,43,1,1,284,79
S01007326,970,589,38,1,0,275,67
S01007327,886,473,51,1,1,283,77
S01007328,1077,678,45,0,0,280,74
S01007329,702,401,32,0,0,195,74
S01007330,778,493,36,0,2,197,50
S01007331,1082,720,60,0,1,220,81
S01007332,624,418,33,0,1,123,49
S01007333,1123,677,58,0,0,305,83
S01007334,995,528,66,1,10,327,63
S01007335,898,520,40,0,0,240,98
S01007336,762,351,62,0,4,290,55
S01007337,658,437,26,0,2,164,29
S01007338,1084,678,66,0,0,281,59
S01007339,854,553,54,0,1,190,56
S01007340,664,346,90,0,0,169,59
S01007341,853,450,125,0,0,224,54
S01007342,826,383,122,1,3,264,53
S01007343,651,358,54,1,5,181,52
S01007344,579,313,64,0,0,158,44
S01007345,691,268,112,1,0,249,61
S01007346,834,348,158,0,1,247,80
S01007347,1056,536,151,1,0,283,85
S01007348,802,301,144,0,0,299,58
S01007349,687,262,122,0,0,246,57
S01007350,661,285,99,0,0,205,72
S01007351,658,342,39,0,1,213,63
S01007352,498,233,46,0,0,162,57
S01007353,791,381,83,0,2,251,74
S01007354,786,382,98,0,2,234,70
S01007355,1326,646,111,0,0,428,141
S01007356,714,332,69,0,2,234,77
S01007357,803,418,68,1,0,239,77
S01007358,1442,631,159,0,0,512,140
S01007359,999,480,103,0,0,338,78
S01007360,906,439,98,0,2,278,89
S01007361,1043,542,122,0,1,283,95
S01007362,1162,485,177,1,0,361,138
S01007363,1008,452,164,0,0,314,78
S01007364,1093,421,152,0,0,439,81
S01007365,478,236,68,0,0,137,37
S01007366,550,259,68,0,0,173,50
S01007367,629,221,131,0,2,214,61
S01007368,659,249,132,0,0,220,58
S01007369,1138,466,162,1,6,424,79
S01007370,917,374,147,0,2,307,87
S01007371,958,438,111,0,5,338,66
S01007372,1250,614,137,1,10,396,92
S01007373,704,310,85,0,0,237,72
S01007374,810,331,94,1,1,311,72
S01007375,464,202,57,0,0,159,46
S01007376,1015,453,139,0,1,341,81
S01007377,664,298,69,0,4,213,80
S01007378,1716,495,162,3,2,567,487
S01007379,925,421,77,0,0,345,82
S01007380,846,361,92,0,0,315,78
S01007381,512,253,70,0,1,141,47
S01007382,990,467,115,0,0,351,57
S01007383,749,348,88,0,1,252,60
S01007384,1075,467,183,5,1,332,87
S01007385,1228,577,191,0,3,356,101
S01007386,806,354,84,0,6,299,63
S01007387,864,485,79,1,6,250,43
S01007388,741,368,92,1,7,222,51
S01007389,763,265,124,0,1,309,64
S01007390,727,245,110,1,2,289,80
S01007391,664,346,76,0,0,176,66
S01007392,466,244,48,0,2,118,54
S01007393,1058,561,137,0,1,288,71
S01007394,702,344,97,0,5,215,41
S01007395,1111,470,196,0,0,373,72
S01007396,1049,385,194,0,10,402,58
S01007397,943,402,132,3,7,338,61
S01007398,821,230,230,0,9,309,43
S01007399,891,211,243,0,6,354,77
S01007400,845,367,149,0,6,273,50
S01007401,752,337,123,0,10,229,53
S01007402,700,369,80,0,1,193,57
S01007403,943,377,129,0,6,370,61
S01007404,579,335,46,1,0,140,57
S01007405,813,362,99,0,1,279,72
S01007406,1007,462,149,0,7,298,91
S01007407,1108,560,138,1,1,330,78
S01007408,862,363,133,2,2,285,77
S01007409,666,281,74,0,7,220,84
S01007410,952,324,147,0,0,417,64
S01007411,1062,322,141,0,8,524,67
S01007412,579,249,57,0,0,248,25
S01007413,997,433,104,0,4,391,65
S01007414,858,322,91,0,23,371,51
S01007415,853,288,105,0,1,406,53
S01007416,595,158,60,0,0,333,44
S01007417,220,79,32,0,0,96,13
S01007418,890,345,110,0,9,373,53
S01007419,1001,285,135,1,9,489,82
S01007420,4568,1806,575,4,48,1809,326
S01007421,1394,642,143,0,5,513,91
S01007422,794,376,72,0,9,283,54
S01007423,388,173,25,0,0,155,35
S01007424,787,407,52,0,0,271,57
S01007425,947,438,66,0,1,374,68
S01007426,821,333,64,0,0,372,52
S01007427,744,307,58,0,1,329,49
S01007428,1005,420,81,0,5,416,83
S01007429,928,376,85,0,1,405,61
S01007430,554,248,58,0,0,211,37
S01007431,710,347,96,0,0,224,43
S01007432,818,362,72,0,7,316,61
S01007433,1139,513,113,0,0,435,78
S01007434,589,224,33,0,0,300,32
S01007435,788,328,52,0,4,351,53
S01007436,990,375,72,0,6,473,64
S01007437,569,237,39,0,3,250,40
S01007438,673,298,60,0,3,282,30
S01007439,858,402,64,0,0,342,50
S01007440,767,340,59,0,11,299,58
S01007441,656,323,56,0,4,227,46
S01007442,866,412,59,0,11,311,73
S01007443,1039,552,66,0,0,346,75
S01007444,1549,742,103,0,1,575,128
S01007445,687,316,32,0,11,276,52
S01007446,728,309,38,0,1,298,82
S01007447,659,326,29,0,0,247,57
S01007448,1134,573,72,0,6,392,91
S01007449,1173,495,58,0,3,519,98
S01007450,1353,546,85,0,12,606,104
S01007451,623,321,48,0,0,217,37
S01007452,1435,543,115,0,30,646,101
S01007453,110,38,4,0,0,58,10
S01007454,512,153,49,0,0,280,30
S01007455,846,270,95,0,2,438,41
S01007456,1089,362,89,0,8,580,50
S01007457,1080,378,85,1,0,527,89
S01007458,811,358,57,0,0,332,64
S01007459,873,419,73,0,7,314,60
S01007460,922,367,76,0,0,416,63
S01007461,933,326,82,0,0,456,69
S01007462,1006,314,112,0,12,472,96
S01007463,1149,248,98,0,20,696,87
S01007464,1042,323,138,0,2,522,57
S01007465,785,158,88,2,3,490,44
S01007466,1145,338,161,2,13,557,74
S01007467,996,355,110,0,1,449,81
S01007468,1143,486,105,1,5,465,81
S01007469,611,229,49,1,0,273,59
S01007470,699,200,118,0,6,326,49
S01007471,479,207,45,0,0,201,26
S01007472,1077,347,96,0,17,538,79
S01007473,895,305,91,0,1,443,55
S01007474,755,319,68,0,3,320,45
S01007475,517,194,46,0,6,230,41
S01007476,738,386,49,0,0,255,48
S01007477,737,279,64,0,6,330,58
S01007478,1126,438,102,2,14,511,59
S01007479,435,161,41,0,0,204,29
S01007480,1324,448,151,2,14,629,80
S01007481,988,687,40,0,2,169,90
S01007482,668,421,42,3,0,145,57
S01007483,955,475,52,0,0,345,83
S01007484,842,428,67,3,2,267,75
S01007485,842,338,45,0,5,392,62
S01007486,860,346,43,0,2,381,88
S01007487,1195,583,91,0,2,420,99
S01007488,1194,651,99,0,0,349,95
S01007489,856,493,44,0,1,256,62
S01007490,1233,666,80,0,0,404,83
S01007491,1118,545,70,0,6,403,94
S01007492,685,420,32,0,0,180,53
S01007493,1109,560,77,0,0,405,67
S01007494,743,437,38,0,0,203,65
S01007495,844,544,41,0,0,200,59
S01007496,1185,633,70,0,1,371,110
S01007497,596,354,29,0,0,161,52
S01007498,1028,588,48,0,0,292,100
S01007499,842,461,38,2,0,281,60
S01007500,768,422,37,1,0,219,89
S01007501,680,403,40,0,0,178,59
S01007502,641,390,30,0,1,145,75
S01007503,1135,638,45,0,1,362,89
S01007504,1169,642,31,2,6,375,113
S01007505,538,227,27,0,1,233,50
S01007506,514,268,30,0,0,174,42
S01007507,1489,884,69,1,0,414,121
S01007508,696,397,35,0,0,193,71
S01007509,720,379,40,1,0,216,84
S01007510,1014,607,47,0,6,282,72
S01007511,1149,580,133,1,1,351,83
S01007512,526,279,35,0,0,168,44
S01007513,1304,630,99,0,0,467,108
S01007514,645,333,58,0,0,180,74
S01007515,699,383,39,0,0,224,53
S01007516,818,398,63,0,1,302,54
S01007517,540,331,25,0,0,128,56
S01007518,1014,570,47,0,1,329,67
S01007519,497,250,21,0,0,153,73
S01007520,980,455,59,3,0,359,104
S01007521,677,320,35,0,0,257,65
S01007522,1136,575,68,2,4,348,139
S01007523,542,243,39,0,0,205,55
S01007524,951,519,60,0,7,289,76
S01007525,536,322,34,0,1,140,39
S01007526,903,419,106,0,0,298,80
S01007527,1426,701,111,0,6,454,154
S01007528,968,462,85,0,1,331,89
S01007529,867,423,45,0,3,304,92
S01007530,524,249,25,1,0,182,67
S01007531,767,385,42,0,2,287,51
S01007532,597,264,32,1,0,240,60
S01007533,876,393,33,0,0,369,81
S01007534,1451,739,70,0,0,544,98
S01007535,961,507,45,0,0,315,94
S01007536,1026,537,51,1,2,364,71
S01007537,1698,857,101,0,2,588,150
S01007538,1123,509,43,0,7,428,136
S01007539,853,544,76,0,0,163,70
S01007540,838,393,97,0,0,264,84
S01007541,1233,663,79,0,0,371,120
S01007542,980,453,81,0,7,356,83
S01007543,1284,579,99,0,1,456,149
S01007544,1291,673,51,1,0,400,166
S01007545,1525,824,66,0,6,479,150
S01007546,663,356,41,0,0,212,54
S01007547,551,242,43,3,0,212,51
S01007548,947,465,29,1,0,368,84
S01007549,765,396,42,0,0,265,62
S01007550,1233,613,57,0,0,396,167
S01007551,1310,624,58,1,0,456,171
S01007552,1042,538,17,2,2,411,72
S01007553,1059,536,21,0,0,428,74
S01007554,840,433,30,2,2,339,34
S01007555,818,480,36,2,0,248,52
S01007556,748,445,20,1,1,239,42
S01007557,1131,608,9,1,0,423,90
S01007558,482,253,30,0,0,154,45
S01007559,864,420,44,2,0,324,74
S01007560,1196,723,47,0,3,323,100
S01007561,1104,617,34,0,3,345,105
S01007562,854,421,31,0,1,326,75
S01007563,1106,555,46,0,4,392,109
S01007564,1271,634,73,0,4,429,131
S01007565,1153,582,44,0,6,416,105
S01007566,822,425,28,0,0,306,63
S01007567,588,350,23,0,0,155,60
S01007568,745,420,36,0,2,223,64
S01007569,1259,646,90,0,9,403,111
S01007570,1113,523,85,0,6,417,82
S01007571,539,278,37,0,0,169,55
S01007572,1778,745,117,0,13,747,156
S01007573,84,43,6,0,0,30,5
S01007574,2322,961,170,0,15,988,188
S01007575,860,324,64,1,3,402,66
S01007576,1025,337,77,0,1,558,52
S01007577,893,318,91,0,7,404,73
S01007578,834,255,83,0,0,424,72
S01007579,663,211,49,0,2,346,55
S01007580,993,328,94,1,7,504,59
S01007581,657,262,47,1,0,317,30
S01007582,873,336,92,0,0,357,88
S01007583,1318,469,136,0,0,616,97
S01007584,995,368,111,0,7,432,77
S01007585,1087,532,108,0,8,359,80
S01007586,1155,413,118,0,12,504,108
S01007587,819,397,77,0,13,265,67
S01007588,949,462,84,0,6,277,120
S01007589,1123,445,147,0,10,434,87
S01007590,661,343,72,0,0,203,43
S01007591,1178,486,128,0,17,406,141
S01007592,1143,467,138,0,14,412,112
S01007593,1200,550,105,1,8,369,167
S01007594,843,362,86,0,1,300,94
S01007595,1056,539,56,2,3,365,91
S01007596,715,352,63,0,2,233,65
S01007597,647,327,45,0,0,227,48
S01007598,1121,575,89,0,3,359,95
S01007599,840,364,87,1,7,304,77
S01007600,1066,492,113,0,14,318,129
S01007601,631,282,40,0,0,256,53
S01007602,958,468,53,0,0,358,79
S01007603,923,471,66,0,6,323,57
S01007604,1020,560,86,0,3,286,85
S01007605,1157,558,118,0,1,376,104
S01007606,614,295,65,0,2,201,51
S01007607,927,490,67,0,1,306,63
S01007608,971,492,73,0,4,326,76
S01007609,981,354,115,0,0,427,85
S01007610,730,285,61,0,8,279,97
S01007611,1147,448,114,0,0,466,119
S01007612,1044,317,118,0,11,489,109
S01007613,1013,410,93,0,1,429,80
S01007614,1112,535,100,0,10,386,81
S01007615,1375,615,140,0,4,469,147
S01007616,917,418,80,0,3,363,53
S01007617,671,281,35,0,4,293,58
S01007618,781,392,49,0,0,282,58
S01007619,736,335,46,0,5,284,66
S01007620,822,461,54,0,0,263,44
S01007621,898,501,55,0,8,272,62
S01007622,1331,717,99,0,12,417,86
S01007623,608,343,34,0,10,178,43
S01007624,741,367,48,1,5,275,45
S01007625,690,355,37,1,10,227,60
S01007626,650,264,36,0,5,305,40
S01007627,547,256,57,0,6,175,53
S01007628,881,473,74,0,4,253,77
S01007629,860,443,51,0,0,293,73
S01007630,813,479,47,1,0,215,71
S01007631,631,327,24,0,2,213,65
S01007632,1683,857,66,0,2,620,138
S01007633,1550,846,63,0,12,512,117
S01007634,803,409,33,0,1,274,86
S01007635,981,580,25,0,3,257,116
S01007636,1413,783,52,1,1,470,106
S01007637,1378,747,49,1,1,507,73
S01007638,1058,608,57,1,0,311,81
S01007639,1087,504,61,1,1,446,74
S01007640,724,355,54,0,0,247,68
S01007641,856,352,52,0,0,355,97
S01007642,1152,539,82,0,1,388,142
S01007643,1067,540,66,0,1,350,110
S01007644,1095,520,81,0,4,397,93
S01007645,897,460,53,0,0,289,95
S01007646,627,307,24,0,0,176,120
S01007647,1020,557,45,1,4,330,83
S01007648,1086,647,33,3,4,313,86
S01007649,741,432,20,0,1,218,70
S01007650,1062,519,43,1,1,357,141
S01007651,716,387,38,0,3,202,86
S01007652,895,464,42,0,0,279,110
S01007653,1159,626,44,1,3,356,129
S01007654,1299,733,58,1,1,385,121
S01007655,781,375,51,0,1,255,99
S01007656,936,502,38,0,0,305,91
S01007657,595,308,29,0,0,188,70
S01007658,689,374,38,0,1,223,53
S01007659,1055,519,64,0,6,388,78
S01007660,1289,568,98,0,1,522,100
S01007661,905,448,80,0,5,301,71
S01007662,1070,512,78,1,1,372,106
S01007663,1135,615,69,0,3,339,109
S01007664,578,275,54,0,0,195,54
S01007665,745,330,34,0,0,305,76
S01007666,510,289,29,0,1,139,52
S01007667,717,412,40,0,6,190,69
S01007668,1269,630,73,0,0,469,97
S01007669,642,228,58,0,1,296,59
S01007670,1146,457,125,0,2,483,79
S01007671,857,461,64,0,1,257,74
S01007672,1002,623,64,1,5,229,80
S01007673,700,334,50,0,1,233,82
S01007674,1149,602,59,1,0,389,98
S01007675,801,412,54,0,1,255,79
S01007676,572,311,45,0,3,168,45
S01007677,279,140,21,0,0,86,32
S01007678,823,413,47,0,0,275,88
S01007679,1045,454,50,0,7,446,88
S01007680,922,459,56,0,8,300,99
S01007681,519,270,34,0,0,148,67
S01007682,998,408,136,1,70,293,90
S01007683,1045,370,158,1,87,283,146
S01007684,1173,479,209,1,42,345,97
S01007685,1173,387,174,2,57,462,91
S01007686,1115,378,161,1,52,463,60
S01007687,952,294,100,0,20,447,91
S01007688,1211,275,158,1,35,631,111
S01007689,613,132,83,0,41,273,84
S01007690,1148,275,122,1,39,585,126
S01007691,4465,957,587,9,220,2153,539
S01007692,1036,259,171,0,37,493,76
S01007693,1290,328,193,2,83,567,117
S01007694,990,225,152,0,59,476,78
S01007695,1031,298,176,2,58,411,86
S01007696,1033,261,140,0,72,453,107
S01007697,1329,384,238,1,39,567,100
S01007698,1312,291,226,4,68,572,151
S01007699,808,146,130,1,74,384,73
S01007700,990,285,199,0,38,389,79
S01007701,451,116,84,0,17,202,32
S01007702,2253,453,280,5,120,1137,258
S01007703,1230,349,239,0,45,509,88
S01007704,1393,290,264,1,58,650,130
S01007705,1058,167,148,2,43,586,112
S01007706,1058,171,151,3,36,587,110
S01007707,1285,259,175,3,74,657,117
S01007708,1038,257,181,2,59,467,72
S01007709,825,210,165,0,33,342,75
S01007710,2214,450,326,6,91,1121,220
S01007711,1342,269,220,1,34,669,149
S01007712,1066,196,168,1,67,504,130
S01007713,573,121,112,2,54,224,60
S01007714,643,155,152,0,40,232,64
S01007715,774,186,152,1,60,320,55
S01007716,1214,312,231,0,34,535,102
S01007717,1003,236,211,1,45,438,72
S01007718,963,247,219,0,31,380,86
S01007719,1534,418,370,1,30,599,116
S01007720,1091,386,267,0,31,332,75
S01007721,1085,357,240,1,10,399,78
S01007722,940,257,131,0,43,427,82
S01007723,1020,249,240,0,54,392,85
S01007724,805,122,150,1,92,382,58
S01007725,1343,305,307,0,64,572,95
S01007726,858,167,197,0,55,365,74
S01007727,1023,206,202,1,80,472,62
S01007728,1291,215,255,0,117,609,95
S01007729,1002,194,212,1,43,467,85
S01007730,985,265,195,0,26,436,63
S01007731,729,160,134,2,21,349,63
S01007732,1003,190,186,0,42,511,74
S01007733,853,228,158,0,117,299,51
S01007734,821,329,128,0,27,287,50
S01007735,827,312,146,1,74,238,56
S01007736,844,274,142,1,123,252,52
S01007737,1140,367,200,0,71,433,69
S01007738,1114,446,182,0,26,384,76
S01007739,819,330,148,0,8,272,61
S01007740,709,308,85,0,26,220,70
S01007741,899,355,139,0,30,282,93
S01007742,729,279,115,0,13,256,66
S01007743,895,235,158,0,13,425,64
S01007744,766,199,183,0,10,330,44
S01007745,1016,273,238,0,7,445,53
S01007746,889,240,160,0,0,426,63
S01007747,815,192,126,0,6,419,72
S01007748,704,155,115,0,2,392,40
S01007749,866,349,129,0,66,266,56
S01007750,930,441,121,0,50,262,56
S01007751,790,408,67,0,44,220,51
S01007752,1167,607,121,0,14,336,89
S01007753,961,319,144,0,5,446,47
S01007754,1313,359,255,0,15,584,100
S01007755,877,263,174,0,2,388,50
S01007756,955,337,136,0,5,419,58
S01007757,1311,684,128,1,28,382,88
S01007758,1040,534,116,0,19,284,87
S01007759,1255,495,174,0,4,474,108
S01007760,950,480,109,0,6,295,60
S01007761,853,367,76,0,22,328,60
S01007762,814,339,90,0,0,318,67
S01007763,772,343,89,0,6,269,65
S01007764,895,400,74,3,5,347,66
S01007765,969,510,97,0,22,269,71
S01007766,1083,573,93,0,24,327,66
S01007767,1000,529,110,0,23,260,78
S01007768,765,316,87,0,12,291,59
S01007769,809,399,80,0,4,263,63
S01007770,812,394,89,1,0,251,77
S01007771,823,460,72,0,0,227,64
S01007772,1185,515,149,0,4,420,97
S01007773,734,383,106,0,5,180,60
S01007774,146,45,26,0,0,63,12
S01007775,1292,614,146,0,18,413,101
S01007776,591,282,63,0,7,210,29
S01007777,562,233,61,0,12,221,35
S01007778,2422,936,357,0,34,923,172
S01007779,774,310,135,0,6,279,44
S01007780,795,281,129,0,0,355,30
S01007781,796,264,133,0,0,363,36
S01007782,709,199,123,0,7,324,56
S01007783,873,247,135,0,2,427,62
S01007784,1006,248,172,0,2,526,58
S01007785,507,99,73,0,0,296,39
S01007786,900,238,138,0,3,444,77
S01007787,804,177,140,0,0,415,72
S01007788,832,156,200,0,0,434,42
S01007789,1151,320,163,0,5,596,67
S01007790,1899,434,314,0,19,981,151
S01007791,1170,354,204,0,14,501,97
S01007792,998,262,162,0,2,490,82
S01007793,1046,286,216,0,3,480,61
S01007794,1109,342,203,0,10,461,93
S01007795,712,196,135,0,4,341,36
S01007796,692,184,141,0,0,325,42
S01007797,635,166,112,1,10,301,45
S01007798,778,174,168,0,50,346,40
S01007799,418,107,70,0,44,167,30
S01007800,1038,265,200,0,12,467,94
S01007801,973,227,155,0,3,494,94
S01007802,634,151,133,0,30,257,63
S01007803,1468,340,249,0,2,803,74
S01007804,846,183,147,0,5,457,54
S01007805,971,206,177,0,5,488,95
S01007806,888,256,171,0,4,398,59
S01007807,894,293,208,0,7,345,41
S01007808,933,220,152,0,2,503,56
S01007809,1249,562,242,0,18,343,84
S01007810,983,299,210,0,7,401,66
S01007811,871,260,127,0,3,426,55
S01007812,850,179,184,0,19,406,62
S01007813,1108,233,226,1,9,554,85
S01007814,854,263,179,0,10,349,53
S01007815,1159,464,215,0,7,406,67
S01007816,669,238,143,0,1,229,58
S01007817,826,249,171,0,1,354,51
S01007818,950,330,178,0,0,387,55
S01007819,803,275,191,0,0,291,46
S01007820,1088,329,273,0,16,391,79
S01007821,826,312,205,0,4,249,56
S01007822,966,359,217,0,4,306,80
S01007823,789,321,157,0,6,253,52
S01007824,1125,465,233,1,43,295,88
S01007825,1294,430,308,0,42,388,126
S01007826,598,146,155,0,5,246,46
S01007827,661,174,153,1,3,278,52
S01007828,1214,325,273,0,14,462,140
S01007829,763,265,183,0,17,232,66
S01007830,1072,279,224,1,58,424,86
S01007831,1059,281,239,1,28,431,79
S01007832,956,323,214,0,33,309,77
S01007833,983,414,243,0,11,224,91
S01007834,742,179,179,0,18,307,59
S01007835,784,275,166,1,10,285,47
S01007836,739,319,172,0,28,182,38
S01007837,1260,450,291,0,18,413,88
S01007838,973,443,186,3,21,269,51
S01007839,1199,372,275,2,80,329,141
S01007840,902,226,246,0,22,327,81
S01007841,951,324,229,0,10,331,57
S01007842,1215,301,288,0,22,524,80
S01007843,944,260,234,0,25,363,62
S01007844,1340,426,269,0,31,490,124
S01007845,995,233,246,0,0,435,81
S01007846,852,214,198,0,30,351,59
S01007847,1474,356,389,0,22,594,113
S01007848,1070,255,232,0,14,488,81
S01007849,1112,243,273,0,11,476,109
S01007850,754,218,224,1,0,272,39
S01007851,1036,313,331,0,1,324,67
S01007852,1282,305,399,0,8,480,90
S01007853,807,219,203,2,11,319,53
S01007854,1286,348,298,0,16,535,89
S01007855,658,185,159,1,2,253,58
S01007856,1053,317,303,0,4,351,78
S01007857,595,166,126,0,0,275,28
S01007858,2159,580,473,1,12,979,114
S01007859,1529,398,322,1,5,719,84
S01007860,1165,292,228,1,2,589,53
