dz_2011,total,non_catholic_christian,catholic_christian,jewish,muslim,none,other
S01007934,720,307,69,0,0,266,78
S01007935,1273,539,98,2,0,554,80
S01007936,1233,588,115,4,0,440,86
S01007937,1503,706,127,3,8,568,91
S01007938,837,418,68,0,0,304,47
S01007939,1016,461,75,0,4,403,73
S01007940,1719,839,85,0,1,700,94
S01007941,631,302,53,0,0,249,27
S01007942,508,174,26,1,0,260,47
S01007943,970,494,41,0,4,374,57
S01007944,1026,484,66,0,2,398,76
S01007945,1202,506,100,1,0,498,97
S01007946,1039,424,86,0,0,453,76
S01007947,1048,445,74,1,4,419,105
S01007948,760,283,71,0,4,350,52
S01007949,954,499,93,0,0,280,82
S01007950,1135,619,101,1,1,315,98
S01007951,1005,474,123,1,0,350,57
S01007952,857,388,102,1,0,312,54
S01007953,1022,494,132,0,3,354,39
S01007954,728,321,76,0,1,283,47
S01007955,1736,631,231,0,1,773,100
S01007956,999,372,96,3,0,483,45
S01007957,1230,582,175,0,7,377,89
S01007958,1059,467,105,0,5,419,63
S01007959,1951,882,291,3,6,618,151
S01007960,607,282,59,2,0,229,35
S01007961,1674,739,192,1,2,604,136
S01007962,1096,353,107,0,0,548,88
S01007963,1158,375,112,0,0,575,96
S01007964,890,364,67,0,0,401,58
S01007965,774,322,81,0,0,341,30
S01007966,1090,374,107,0,0,535,74
S01007967,860,297,89,1,3,413,57
S01007968,1038,461,105,0,0,421,51
S01007969,840,346,75,0,3,337,79
S01007970,1062,436,128,0,2,444,52
S01007971,1027,446,85,0,6,432,58
S01007972,1126,460,120,0,5,474,67
S01007973,867,473,81,0,0,259,54
S01007974,940,360,87,0,1,435,57
S01007975,655,299,61,0,1,251,43
S01007976,1086,434,141,0,1,413,97
S01007977,645,254,103,0,1,239,48
S01007978,826,329,121,0,0,326,50
S01007979,904,423,146,0,8,273,54
S01007980,816,392,122,0,1,249,52
S01007981,755,436,100,0,0,177,42
S01007982,695,317,83,0,0,250,45
S01007983,1415,593,230,0,4,495,93
S01007984,896,392,133,0,0,312,59
S01007985,923,336,121,0,0,416,50
S01007986,675,300,119,0,0,228,28
S01007987,1033,454,128,1,1,390,59
S01007988,906,387,132,0,5,335,47
S01007989,722,267,106,0,3,308,38
S01007990,1253,462,117,1,5,558,110
S01007991,1003,402,167,0,27,334,73
S01007992,1058,434,146,0,25,371,82
S01007993,908,425,142,0,1,266,74
S01007994,659,253,97,0,5,262,42
S01007995,721,321,128,1,3,215,53
S01007996,338,187,40,0,1,97,13
S01007997,669,325,103,1,11,183,46
S01007998,606,251,89,4,10,209,43
S01007999,801,249,168,1,0,320,63
S01008000,913,260,199,0,1,372,81
S01008001,961,287,173,0,1,447,53
S01008002,1039,293,151,1,7,524,63
S01008003,760,206,125,0,9,344,76
S01008004,122,32,32,0,0,58,0
S01008005,165,61,25,0,0,59,20
S01008006,864,197,124,0,4,497,42
S01008007,570,151,84,0,1,292,42
S01008008,787,235,112,4,6,364,66
S01008009,1021,300,124,2,2,516,77
S01008010,1313,395,171,0,0,653,94
S01008011,846,330,118,0,2,305,91
S01008012,997,379,147,0,1,374,96
S01008013,834,328,130,1,2,297,76
S01008014,800,392,85,1,5,273,44
S01008015,832,348,87,0,0,323,74
S01008016,781,366,109,1,0,247,58
S01008017,900,495,97,1,7,243,57
S01008018,944,510,119,1,9,238,67
S01008019,1011,478,158,0,0,289,86
S01008020,891,374,113,0,6,350,48
S01008021,699,364,69,0,6,230,30
S01008022,844,461,109,0,6,214,54
S01008023,1739,836,149,0,21,623,110
S01008024,955,438,79,0,15,360,63
S01008025,891,459,94,0,1,270,67
S01008026,1371,697,94,1,0,479,100
S01008027,809,354,58,2,1,332,62
S01008028,585,230,71,0,3,234,47
S01008029,3738,1716,454,0,33,1274,261
S01008030,2233,1012,272,0,18,745,186
S01008031,1573,733,159,0,2,589,90
S01008032,1248,660,94,2,1,400,91
S01008033,1166,538,152,1,19,340,116
S01008034,1176,477,177,2,9,409,102
S01008035,1020,492,142,1,7,294,84
S01008036,669,361,85,0,0,174,49
S01008037,1446,569,258,2,4,515,98
S01008038,999,400,186,0,2,350,61
S01008039,1079,385,224,0,1,370,99
S01008040,752,343,116,3,1,237,52
S01008041,1074,459,184,0,13,329,89
S01008042,862,387,109,1,7,265,93
S01008043,1364,603,181,1,0,457,122
S01008044,1195,525,153,1,9,396,111
S01008045,1313,608,149,1,17,399,139
S01008046,1157,581,166,1,7,318,84
S01008047,697,295,151,0,0,196,55
S01008048,662,320,106,1,0,174,61
S01008049,1023,539,140,0,10,266,68
S01008050,682,346,54,4,7,196,75
S01008051,1229,561,149,0,13,413,93
S01008052,829,335,139,0,4,293,58
S01008053,959,438,165,0,5,268,83
S01008054,778,325,147,0,9,228,69
S01008055,1049,434,163,0,10,344,98
S01008056,1204,571,167,0,23,340,103
S01008057,1358,678,177,5,23,366,109
S01008058,895,375,142,4,6,248,120
S01008059,678,337,112,0,16,165,48
S01008060,1833,757,281,1,46,464,284
S01008061,887,373,164,0,10,258,82
S01008062,997,500,164,1,23,237,72
S01008063,874,431,142,3,31,204,63
S01008064,1013,334,198,3,18,346,114
S01008065,1219,453,221,0,34,400,111
S01008066,1022,435,170,0,10,317,90
S01008067,691,312,103,4,24,196,52
S01008068,1203,533,177,2,26,373,92
S01008069,1201,490,209,1,26,381,94
S01008070,1125,504,203,4,9,314,91
S01008071,966,426,144,2,13,292,89
S01008072,1336,597,206,0,29,377,127
S01008073,471,213,62,2,13,116,65
S01008074,976,353,172,0,5,349,97
S01008075,613,281,105,0,11,157,59
S01008076,1035,433,186,0,47,253,116
S01008077,1003,448,150,0,13,309,83
S01008078,860,398,126,0,31,227,78
S01008079,905,393,146,1,40,237,88
S01008080,808,325,137,1,22,247,76
S01008081,703,307,86,0,28,201,81
S01008082,1032,441,128,0,49,293,121
S01008083,839,346,103,1,38,245,106
S01008084,1033,441,198,1,4,339,50
S01008085,1314,567,209,1,0,466,71
S01008086,1256,515,224,0,4,413,100
S01008087,1136,414,342,0,10,231,139
S01008088,917,368,217,0,4,225,103
S01008089,997,434,292,0,4,194,73
S01008090,771,261,231,0,12,196,71
S01008091,513,192,117,2,1,172,29
S01008092,1138,453,329,3,0,261,92
S01008093,900,334,287,0,15,200,64
S01008094,725,287,203,0,1,169,65
S01008095,1093,387,355,0,0,234,117
S01008096,790,257,326,0,1,149,57
S01008097,897,364,309,0,5,167,52
S01008098,750,271,235,0,5,192,47
S01008099,540,198,160,0,0,140,42
S01008100,1035,333,345,0,32,231,94
S01008101,1244,414,382,0,13,331,104
S01008102,819,312,245,0,12,181,69
S01008103,706,287,203,0,0,166,50
S01008104,1022,325,293,0,18,287,99
S01008105,1226,399,380,0,11,353,83
S01008106,1742,531,489,0,52,502,168
S01008107,1301,403,395,0,54,296,153
S01008108,936,322,302,0,8,201,103
S01008109,940,309,332,0,1,222,76
S01008110,941,301,319,0,33,219,69
S01008111,869,360,268,1,11,182,47
S01008112,947,362,286,0,21,194,84
S01008113,1002,396,299,0,13,207,87
S01008114,899,309,304,0,1,187,98
S01008115,915,211,300,0,35,248,121
S01008116,1116,503,236,1,5,299,72
S01008117,800,394,142,0,14,201,49
S01008118,1351,588,254,1,10,395,103
S01008119,784,239,236,4,5,236,64
S01008120,707,316,128,1,8,205,49
S01008121,662,373,67,0,4,180,38
S01008122,1135,548,145,2,6,359,75
S01008123,1063,535,148,0,9,302,69
S01008124,1012,505,175,0,0,260,72
S01008125,1177,587,131,0,4,366,89
S01008126,935,466,149,0,2,237,81
S01008127,489,244,70,0,0,133,42
S01008128,1104,505,240,0,0,297,62
S01008129,980,356,239,0,10,305,70
S01008130,1152,414,301,0,1,372,64
S01008131,766,276,189,2,1,240,58
S01008132,1110,535,246,0,3,255,71
S01008133,829,337,187,0,4,223,78
S01008134,703,299,145,0,1,202,56
S01008135,1605,530,455,0,9,477,134
S01008136,1419,519,345,0,2,420,133
S01008137,1440,396,443,0,3,487,111
S01008138,1051,286,343,0,0,351,71
S01008139,1086,397,269,0,5,336,79
S01008140,741,222,197,0,5,260,57
S01008141,1168,544,258,0,0,293,73
S01008142,974,414,223,0,0,274,63
S01008143,1181,503,224,0,3,371,80
S01008144,1019,484,216,0,0,250,69
S01008145,1018,434,257,4,9,266,48
S01008146,649,271,168,1,0,175,34
S01008147,901,278,300,0,1,257,65
S01008148,915,357,238,0,1,239,80
S01008149,960,367,243,0,0,276,74
S01008150,1409,467,421,0,2,448,71
S01008151,1030,346,345,0,0,267,72
S01008152,1241,363,449,0,4,326,99
S01008153,892,386,161,0,4,252,89
S01008154,1050,467,203,0,0,324,56
S01008155,836,322,206,0,7,236,65
S01008156,1062,438,214,0,0,326,84
S01008157,1083,395,204,0,1,392,91
S01008158,1002,333,288,0,3,327,51
S01008159,1210,281,528,0,6,320,75
S01008160,1419,394,482,1,3,400,139
S01008161,1499,513,395,1,2,441,147
S01008162,1264,443,402,0,0,344,75
S01008163,894,337,100,0,3,403,51
S01008164,1450,372,249,1,20,670,138
S01008165,880,270,91,0,8,449,62
S01008166,1347,441,137,0,8,661,100
S01008167,1604,528,155,0,9,788,124
S01008168,1129,359,132,0,15,540,83
S01008169,1499,526,163,1,8,679,122
S01008170,1530,471,223,5,27,651,153
S01008171,909,353,104,0,0,370,82
S01008172,557,248,80,0,0,186,43
S01008173,785,359,56,0,3,328,39
S01008174,532,260,51,0,0,179,42
S01008175,750,251,103,0,0,337,59
S01008176,1515,549,191,0,12,668,95
S01008177,864,330,84,0,3,395,52
S01008178,640,347,61,0,5,182,45
S01008179,391,166,43,0,13,146,23
S01008180,473,209,52,1,5,164,42
S01008181,678,373,56,0,5,192,52
S01008182,1253,478,124,1,0,556,94
S01008183,968,315,95,0,4,494,60
S01008184,881,341,112,0,1,365,62
S01008185,1235,445,164,1,4,538,83
S01008186,1076,383,152,1,5,433,102
S01008187,699,233,102,0,9,303,52
S01008188,1467,531,200,1,16,612,107
S01008189,1062,458,138,1,13,379,73
S01008190,1035,369,117,0,4,472,73
S01008191,1481,536,158,1,8,683,95
S01008192,1099,445,167,1,22,397,67
S01008193,972,402,123,0,12,387,48
S01008194,682,200,63,2,10,329,78
S01008195,1148,313,126,1,13,603,92
S01008196,923,282,86,0,6,449,100
S01008197,1901,601,242,1,10,947,100
S01008198,693,301,115,0,4,241,32
S01008199,776,245,101,0,8,390,32
S01008200,867,327,132,0,1,349,58
S01008201,1327,476,209,0,8,554,80
S01008202,803,398,99,0,0,256,50
S01008203,556,194,56,0,1,271,34
S01008204,2717,994,366,1,5,1207,144
S01008205,771,324,133,0,8,259,47
S01008206,1604,621,264,0,14,614,91
S01008207,824,286,116,0,7,364,51
S01008208,1026,294,136,0,4,525,67
S01008209,686,211,118,0,12,314,31
S01008210,1423,595,118,6,8,593,103
S01008211,991,403,77,2,2,440,67
S01008212,712,318,76,0,3,276,39
S01008213,1019,451,74,1,4,432,57
S01008214,837,400,71,0,4,315,47
S01008215,1099,568,91,1,1,376,62
S01008216,770,391,84,0,3,239,53
S01008217,679,302,73,3,1,246,54
S01008218,2156,689,272,1,4,1068,122
S01008219,1242,460,180,0,6,500,96
S01008220,644,193,58,0,4,339,50
S01008221,832,239,99,0,0,420,74
S01008222,722,314,79,0,5,277,47
S01008223,597,219,70,1,4,242,61
S01008224,907,342,104,0,6,396,59
S01008225,786,326,111,0,0,304,45
S01008226,755,270,106,0,6,324,49
S01008227,986,363,165,0,2,402,54
S01008228,792,335,116,0,8,277,56
S01008229,1317,451,195,0,0,606,65
S01008230,811,260,117,0,19,370,45
S01008231,640,184,81,0,0,339,36
S01008232,244,110,30,0,0,89,15
S01008233,1740,539,196,0,24,903,78
S01008234,2097,736,217,0,28,1031,85
S01008235,929,421,53,1,1,411,42
S01008236,1009,416,50,1,2,470,70
S01008237,929,360,49,0,1,454,65
S01008238,1038,456,67,0,5,439,71
S01008239,762,319,52,0,0,326,65
S01008240,1402,704,126,3,0,472,97
S01008241,1055,523,93,3,0,376,60
S01008242,1211,606,99,0,0,432,74
S01008243,1134,558,67,0,5,441,63
S01008244,1051,532,63,0,11,394,51
S01008245,1133,526,39,0,2,475,91
S01008246,1274,585,81,0,1,496,111
S01008247,982,469,57,1,0,392,63
S01008248,1329,679,66,0,9,475,100
S01008249,903,396,69,0,0,353,85
S01008250,1117,497,88,0,0,447,85
S01008251,1038,454,101,1,5,403,74
S01008252,1120,542,82,0,0,394,102
S01008253,855,423,76,0,9,285,62
S01008254,1286,572,128,1,2,491,92
S01008255,1017,406,96,0,15,419,81
S01008256,1033,376,105,2,17,461,72
S01008257,886,416,70,0,2,346,52
S01008258,1289,589,106,1,3,493,97
S01008259,1455,598,152,1,10,593,101
S01008260,1054,415,118,2,4,422,93
S01008261,1197,482,82,0,18,514,101
S01008262,914,434,45,0,0,383,52
S01008263,801,360,43,0,5,331,62
S01008264,919,369,35,0,0,443,72
S01008265,706,354,53,0,0,254,45
S01008266,1061,559,56,0,5,382,59
S01008267,818,400,68,2,0,279,69
S01008268,878,410,72,0,6,321,69
S01008269,1126,630,68,0,5,346,77
S01008270,1191,647,85,0,5,357,97
S01008271,749,296,78,0,2,316,57
S01008272,1002,470,89,0,4,365,74
S01008273,1026,491,90,0,1,368,76
S01008274,930,438,76,0,2,345,69
S01008275,682,312,44,0,0,265,61
S01008276,681,316,48,1,0,240,76
S01008277,692,315,32,0,0,271,74
S01008278,774,359,33,0,2,314,66
S01008279,733,384,51,0,0,239,59
S01008280,1275,589,71,1,1,522,91
S01008281,830,356,52,0,1,362,59
S01008282,779,369,58,0,1,286,65
S01008283,1338,553,112,0,0,558,115
S01008284,1651,749,132,0,1,663,106
S01008285,754,355,66,0,0,299,34
S01008286,1368,680,99,0,0,503,86
S01008287,967,431,58,0,13,338,127
S01008288,1002,444,76,0,13,382,87
S01008289,768,279,51,1,11,362,64
S01008290,1038,389,111,0,8,453,77
S01008291,1135,585,95,0,0,372,83
S01008292,1640,684,104,0,3,720,129
S01008293,1184,497,94,0,0,515,78
S01008294,730,323,56,0,3,301,47
S01008295,1211,441,307,0,6,370,87
S01008296,932,316,292,5,4,260,55
S01008297,626,216,178,2,1,189,40
S01008298,1079,358,312,4,10,344,51
S01008299,1177,389,329,1,12,360,86
S01008300,940,353,248,2,3,266,68
S01008301,1015,424,205,0,3,310,73
S01008302,940,500,97,7,5,276,55
S01008303,788,242,219,4,4,269,50
S01008304,476,166,99,4,14,146,47
S01008305,791,335,183,1,2,224,46
S01008306,611,224,143,0,0,190,54
S01008307,805,334,198,1,5,223,44
S01008308,566,263,158,0,10,105,30
S01008309,932,275,302,1,5,271,78
S01008310,949,295,351,0,5,261,37
S01008311,728,213,252,2,0,209,52
S01008312,720,206,248,0,8,212,46
S01008313,1013,277,383,2,18,259,74
S01008314,939,257,284,3,10,315,70
S01008315,748,199,238,3,1,267,40
S01008316,943,213,267,1,20,362,80
S01008317,738,195,219,1,15,257,51
S01008318,1628,622,412,2,20,441,131
S01008319,614,255,154,4,2,153,46
S01008320,633,234,180,2,0,174,43
S01008321,729,283,199,2,20,182,43
S01008322,1956,673,503,3,18,603,156
S01008323,881,272,277,2,13,258,59
S01008324,651,174,223,2,3,208,41
S01008325,1229,319,414,5,14,382,95
S01008326,1164,314,342,7,16,391,94
S01008327,1094,347,346,1,6,323,71
S01008328,935,297,204,26,66,261,81
S01008329,1038,387,202,11,100,245,93
S01008330,1088,373,215,11,166,229,94
S01008331,785,232,182,26,74,207,64
S01008332,1108,428,201,28,139,228,84
S01008333,1161,503,207,82,56,230,83
S01008334,995,390,161,60,116,216,52
S01008335,1012,398,188,20,54,289,63
S01008336,1000,341,224,38,56,258,83
S01008337,906,333,198,17,30,256,72
S01008338,915,283,192,43,62,234,101
S01008339,629,264,114,7,27,157,60
S01008340,929,295,222,34,86,184,108
S01008341,700,232,194,27,38,145,64
S01008342,1167,408,252,55,60,296,96
S01008343,1162,507,205,111,45,205,89
S01008344,872,294,152,138,49,161,78
S01008345,1273,532,180,164,70,194,133
S01008346,1102,502,164,62,36,241,97
S01008347,1228,559,147,114,57,251,100
S01008348,976,421,130,100,41,209,75
S01008349,1481,642,218,63,95,347,116
S01008350,760,373,75,52,17,183,60
S01008351,1067,426,192,80,21,237,111
S01008352,933,395,149,44,33,215,97
S01008353,525,217,77,30,28,116,57
S01008354,1110,443,197,21,58,270,121
S01008355,1123,502,177,7,3,370,64
S01008356,884,366,141,4,1,328,44
S01008357,908,416,129,4,0,297,62
S01008358,870,400,122,5,1,273,69
S01008359,772,411,72,0,1,241,47
S01008360,1338,556,253,11,17,382,119
S01008361,786,354,131,4,3,253,41
S01008362,1158,473,201,55,66,272,91
S01008363,829,342,120,35,18,239,75
S01008364,818,329,107,106,37,127,112
S01008365,972,455,137,75,32,195,78
S01008366,980,425,142,20,24,291,78
S01008367,966,398,169,12,25,292,70
S01008368,905,354,169,15,21,285,61
S01008369,782,286,141,6,21,273,55
S01008370,692,263,114,11,21,221,62
S01008371,913,455,139,4,16,237,62
S01008372,927,402,170,0,28,223,104
S01008373,1199,524,243,3,16,319,94
S01008374,877,383,174,4,1,259,56
S01008375,789,360,118,5,10,244,52
S01008376,655,221,122,2,9,253,48
S01008377,944,380,221,0,20,271,52
S01008378,1103,435,240,10,11,327,80
S01008379,530,224,112,13,17,138,26
S01008380,649,238,124,13,1,230,43
S01008381,1070,402,222,17,30,318,81
S01008382,921,413,179,16,14,251,48
S01008383,619,231,176,5,9,159,39
S01008384,976,378,256,8,5,263,66
S01008385,674,267,158,2,15,173,59
S01008386,951,367,192,2,18,308,64
S01008387,871,302,214,8,15,256,76
S01008388,637,214,169,4,6,192,52
S01008389,756,397,165,2,11,141,40
S01008390,732,328,143,0,1,196,64
S01008391,785,352,123,12,14,224,60
S01008392,916,311,219,10,2,322,52
S01008393,912,403,201,8,18,223,59
S01008394,1108,469,184,8,39,348,60
S01008395,832,311,174,8,58,218,63
S01008396,807,326,161,24,49,176,71
S01008397,996,406,214,18,40,253,65
S01008398,907,359,210,30,14,217,77
S01008399,703,263,136,58,40,135,71
S01008400,1101,343,287,25,131,230,85
S01008401,1258,412,367,18,114,234,113
S01008402,1092,359,305,130,43,168,87
S01008403,1014,387,293,52,12,209,61
S01008404,1087,418,275,45,21,246,82
S01008405,908,332,271,67,28,169,41
S01008406,1200,385,319,97,73,218,108
S01008407,522,154,114,63,45,97,49
S01008408,812,284,195,22,47,220,44
S01008409,1092,357,243,53,39,313,87
S01008410,870,243,204,43,93,197,90
S01008411,1121,398,281,14,50,285,93
S01008412,706,228,171,30,51,162,64
S01008413,690,246,150,22,23,183,66
S01008414,660,206,182,32,39,152,49
S01008415,1058,365,203,42,92,232,124
S01008416,1164,353,294,7,61,331,118
S01008417,726,373,55,1,0,247,50
S01008418,692,357,29,0,11,246,49
S01008419,525,229,20,1,11,225,39
S01008420,569,294,31,0,2,196,46
S01008421,858,368,39,0,3,390,58
S01008422,972,468,73,0,2,365,64
S01008423,1063,458,65,1,0,473,66
S01008424,1120,589,73,1,19,366,72
S01008425,2557,776,273,1,151,1085,271
S01008426,1163,523,84,2,7,463,84
S01008427,1249,563,66,1,16,518,85
S01008428,884,424,53,0,10,336,61
S01008429,913,443,61,0,1,358,50
S01008430,1117,519,80,1,4,436,77
S01008431,1067,537,77,0,8,358,87
S01008432,1116,558,86,1,9,387,75
S01008433,807,350,78,1,13,308,57
S01008434,1043,478,103,3,32,368,59
S01008435,1083,521,95,0,44,354,69
S01008436,1059,529,101,0,16,346,67
S01008437,796,333,73,1,13,318,58
S01008438,587,243,39,1,6,236,62
S01008439,1120,555,59,4,5,400,97
S01008440,1143,594,86,5,8,386,64
S01008441,1022,474,77,1,4,392,74
S01008442,774,323,80,0,3,308,60
S01008443,582,252,63,0,5,222,40
S01008444,720,309,85,2,16,257,51
S01008445,1077,529,133,0,27,330,58
S01008446,1706,836,153,0,8,570,139
S01008447,675,282,70,1,3,255,64
S01008448,879,330,97,0,30,347,75
S01008449,964,253,146,1,64,430,70
S01008450,592,136,75,0,22,266,93
S01008451,1018,319,115,0,72,453,59
S01008452,979,278,171,1,80,388,61
S01008453,956,234,161,1,60,432,68
S01008454,1339,291,152,0,93,745,58
S01008455,1254,346,143,4,49,593,119
S01008456,1236,347,146,2,45,582,114
S01008457,1101,403,94,0,47,448,109
S01008458,995,326,88,0,34,496,51
S01008459,815,196,89,0,41,436,53
S01008460,1227,214,168,0,21,714,110
S01008461,1018,235,98,0,19,569,97
S01008462,694,234,61,0,38,326,35
S01008463,937,218,118,0,25,523,53
S01008464,921,316,91,0,17,408,89
S01008465,953,287,113,0,26,475,52
S01008466,840,214,83,1,31,450,61
S01008467,887,294,71,0,20,441,61
S01008468,1011,316,117,1,41,446,90
S01008469,804,222,97,0,81,314,90
S01008470,992,254,140,0,36,481,81
S01008471,858,204,151,0,8,412,83
S01008472,811,212,108,2,67,387,35
S01008473,700,235,92,1,32,288,52
S01008474,832,260,106,0,26,361,79
S01008475,1040,334,132,0,42,441,91
S01008476,779,291,91,0,14,318,65
S01008477,1167,395,177,0,22,471,102
S01008478,1021,355,144,0,52,379,91
S01008479,1097,393,147,0,34,447,76
S01008480,534,168,61,0,16,246,43
S01008481,1615,487,230,1,46,708,143
S01008482,1498,466,207,2,49,639,135
S01008483,832,309,94,2,29,349,49
S01008484,952,373,102,0,25,399,53
S01008485,1203,476,123,1,30,494,79
S01008486,867,358,107,1,31,313,57
S01008487,961,305,106,0,24,421,105
S01008488,1303,409,172,0,76,537,109
S01008489,874,269,114,1,60,355,75
S01008490,1159,314,168,0,61,510,106
S01008491,935,234,129,1,62,416,93
S01008492,944,227,104,2,37,505,69
S01008493,913,286,108,1,26,405,87
S01008494,837,191,105,2,60,393,86
S01008495,1059,201,137,0,28,512,181
S01008496,1160,240,152,0,48,558,162
S01008497,927,201,131,0,24,451,120
S01008498,772,178,107,2,19,391,75
S01008499,1123,212,168,1,45,553,144
S01008500,398,62,59,2,4,221,50
S01008501,835,172,128,2,19,390,124
S01008502,648,134,106,2,30,307,69
S01008503,994,258,116,1,6,535,78
S01008504,1723,428,188,2,52,915,138
S01008505,1000,258,103,1,17,544,77
S01008506,1108,377,130,0,26,467,108
S01008507,897,239,122,1,12,447,76
S01008508,1106,437,107,4,18,465,75
S01008509,1251,494,114,5,18,526,94
S01008510,906,357,75,0,25,368,81
S01008511,1009,424,108,1,35,344,97
S01008512,1202,525,105,2,29,447,94
S01008513,1190,544,116,0,18,401,111
S01008514,762,291,67,4,0,286,114
S01008515,998,362,81,2,0,448,105
S01008516,1486,419,189,6,16,627,229
S01008517,1042,310,138,2,2,489,101
S01008518,1192,386,125,6,8,567,100
S01008519,1083,374,116,6,5,503,79
S01008520,1359,628,111,3,27,508,82
S01008521,907,377,81,1,10,361,77
S01008522,594,252,46,2,6,238,50
S01008523,1172,432,138,0,11,467,124
S01008524,1202,357,120,0,14,619,92
S01008525,1139,375,138,0,33,509,84
S01008526,850,298,104,0,42,351,55
S01008527,726,221,94,0,15,335,61
S01008528,720,232,99,0,22,330,37
S01008529,839,311,82,0,5,376,65
S01008530,1053,308,162,0,22,483,78
S01008531,946,301,135,2,4,426,78
S01008532,661,269,94,0,15,223,60
S01008533,549,252,36,0,9,204,48
S01008534,869,385,93,0,27,315,49
S01008535,709,337,81,0,13,230,48
S01008536,707,322,63,0,11,268,43
S01008537,673,327,60,1,9,221,55
S01008538,641,298,68,0,0,219,56
S01008539,1100,472,102,0,12,411,103
S01008540,982,445,92,0,9,377,59
S01008541,1028,391,92,1,21,467,56
S01008542,1221,503,130,0,24,490,74
S01008543,995,380,97,5,30,412,71
S01008544,653,307,45,1,6,249,45
S01008545,1053,437,119,1,21,388,87
S01008546,806,392,67,0,10,273,64
S01008547,1167,400,152,0,58,476,81
S01008548,1056,270,132,0,45,529,80
S01008549,1185,403,136,0,24,540,82
S01008550,1039,393,121,1,73,358,93
S01008551,984,353,110,0,47,394,80
S01008552,1031,390,101,1,33,424,82
S01008553,659,224,86,0,4,314,31
S01008554,1090,293,127,1,71,535,63
S01008555,1295,349,201,1,31,611,102
S01008556,1125,312,180,0,45,520,68
S01008557,1051,269,168,0,50,482,82
S01008558,912,292,122,1,30,384,83
S01008559,862,261,112,0,12,404,73
S01008560,888,212,156,0,53,410,57
S01008561,1088,363,111,0,41,465,108
S01008562,858,210,130,0,11,453,54
S01008563,1138,335,148,0,16,583,56
S01008564,1043,348,153,0,19,439,84
S01008565,1087,330,148,0,32,477,100
S01008566,1137,286,174,1,18,594,64
S01008567,889,224,136,0,47,410,72
S01008568,871,264,147,0,47,349,64
S01008569,738,165,105,0,33,366,69
S01008570,1374,341,214,0,43,628,148
S01008571,796,280,97,0,26,314,79
S01008572,1072,314,154,0,45,432,127
S01008573,1174,359,131,0,87,481,116
S01008574,1079,361,152,1,50,417,98
S01008575,875,324,103,0,31,337,80
S01008576,1009,353,113,1,52,394,96
S01008577,1203,512,165,6,30,405,85
S01008578,1003,433,115,4,29,343,79
S01008579,934,351,124,3,26,324,106
S01008580,816,316,90,0,20,310,80
S01008581,1014,329,181,0,27,403,74
S01008582,1368,429,182,1,38,616,102
S01008583,921,285,165,8,59,323,81
S01008584,1309,346,242,4,86,517,114
S01008585,991,243,190,5,36,416,101
S01008586,949,261,168,3,38,420,59
S01008587,914,286,115,4,55,365,89
S01008588,1116,388,116,8,16,502,86
S01008589,390,159,30,1,22,139,39
S01008590,759,302,80,2,21,294,60
S01008591,1084,316,110,0,66,503,89
S01008592,965,274,103,5,55,439,89
S01008593,870,313,65,3,38,365,86
S01008594,969,277,94,2,30,476,90
S01008595,1179,376,190,0,42,463,108
S01008596,953,223,148,5,35,442,100
S01008597,1116,399,171,0,38,406,102
S01008598,1229,323,152,10,46,548,150
S01008599,1031,317,109,11,47,448,99
S01008600,2710,703,342,15,118,1208,324
S01008601,2533,601,323,14,59,1214,322
S01008602,555,135,68,2,32,249,69
S01008603,1029,193,105,3,13,593,122
S01008604,1144,239,124,9,63,612,97
S01008605,921,205,80,6,11,532,87
S01008606,1052,295,89,3,47,510,108
S01008607,630,255,47,6,11,254,57
S01008608,848,325,83,3,5,341,91
S01008609,1165,462,95,7,11,458,132
S01008610,1235,382,139,6,29,568,111
S01008611,1421,347,130,11,27,762,144
S01008612,779,139,83,7,10,454,86
S01008613,1039,232,103,7,24,550,123
S01008614,910,189,96,2,23,506,94
S01008615,951,206,76,6,15,525,123
S01008616,872,148,93,7,22,492,110
S01008617,967,210,101,16,17,532,91
S01008618,739,135,87,6,15,428,68
S01008619,520,112,50,0,1,305,52
S01008620,815,181,90,4,14,420,106
S01008621,881,186,90,6,19,505,75
S01008622,837,174,78,6,10,447,122
S01008623,1136,337,96,2,13,547,141
S01008624,879,382,99,7,5,291,95
S01008625,573,252,51,0,0,195,75
S01008626,1110,344,110,1,15,526,114
S01008627,840,374,86,2,20,285,73
S01008628,787,271,107,1,9,330,69
S01008629,1077,327,160,1,10,469,110
S01008630,739,201,98,3,3,368,66
S01008631,910,274,87,2,8,442,97
S01008632,1275,372,130,8,16,534,215
S01008633,1238,491,93,6,39,506,103
S01008634,727,199,66,3,27,359,73
S01008635,850,237,79,3,24,424,83
S01008636,950,297,127,2,11,414,99
S01008637,792,234,89,2,7,378,82
S01008638,1499,316,203,8,39,760,173
S01008639,1299,278,152,1,33,721,114
S01008640,1210,231,141,5,25,685,123
S01008641,1130,242,84,9,23,635,137
S01008642,1043,219,112,2,17,600,93
S01008643,1012,236,88,5,27,567,89
S01008644,680,140,87,3,20,355,75
S01008645,1035,224,108,2,34,564,103
S01008646,1251,303,161,5,41,623,118
S01008647,715,144,95,1,25,389,61
S01008648,988,216,172,2,21,459,118
S01008649,1281,302,172,2,43,645,117
S01008650,912,163,121,0,20,525,83
