output_area,total,white,nonwhite
60QA001165,71,70,1
60QA001166,151,151,0
60QA001167,136,133,3
60QA001168,110,101,9
60QA001169,134,131,3
60QA001170,104,101,3
60QA001171,136,134,2
60QA001172,94,94,0
60QA001173,108,108,0
60QA001174,121,118,3
60QA001175,79,79,0
60QA001176,105,101,4
60QA001177,69,69,0
60QA001178,101,101,0
60QA001179,76,76,0
60QA001180,127,118,9
60QA001181,109,107,2
60QA001182,91,91,0
60QA001183,96,95,1
60QA001184,109,109,0
60QA001185,108,101,7
60QA001186,95,95,0
60QA001187,68,68,0
60QA001188,61,59,2
60QA001189,70,67,3
60QA001190,113,105,8
60QA001191,156,154,2
60QA001192,104,104,0
60QA001193,119,111,8
60QA001194,112,107,5
60QA001195,117,117,0
60QA001196,141,141,0
60QA001197,161,158,3
60QA001198,147,142,5
60QA001199,175,174,1
60QA001200,196,189,7
60QA001201,249,237,12
60QA001202,220,220,0
60QA001203,193,193,0
60QA001204,175,171,4
60QA001205,93,92,1
60QA001206,114,114,0
60QA001207,106,105,1
60QA001208,178,176,2
60QA001209,159,156,3
60QA001210,102,102,0
60QA001211,86,86,0
60QA001212,86,85,1
60QA001213,134,134,0
60QA001214,147,146,1
60QA001215,145,143,2
60QA001216,160,155,5
60QA001217,89,88,1
60QA001218,108,105,3
60QA001219,189,189,0
60QA001220,58,58,0
60QA001221,130,130,0
60QA001222,60,60,0
60QA001223,209,209,0
60QA001224,137,135,2
60QA001225,148,145,3
60QA001226,177,176,1
60QA001227,218,218,0
60QA001228,152,152,0
60QA001229,111,111,0
60QA001230,191,191,0
60QA001231,168,168,0
60QA001232,147,147,0
60QA001233,194,194,0
60QA001234,199,199,0
60QA001235,167,164,3
60QA001236,141,140,1
60QA001237,108,108,0
60QA001238,110,109,1
60QA001239,73,71,2
60QA001240,115,115,0
60QA001241,189,188,1
60QA001242,113,113,0
60QA001243,97,97,0
60QA001244,164,163,1
60QA001245,149,149,0
60QA001246,127,124,3
60QA001247,146,144,2
60QA001248,99,98,1
60QA001249,146,143,3
60QA001250,117,115,2
60QA001251,101,99,2
60QA001252,101,101,0
60QA001253,96,94,2
60QA001254,135,132,3
60QA001255,153,148,5
60QA001256,87,86,1
60QA001257,89,88,1
60QA001258,93,92,1
60QA001259,96,95,1
60QA001260,114,112,2
60QA001261,131,130,1
60QA001262,133,131,2
60QA001263,117,116,1
60QA001264,140,138,2
60QA001265,78,75,3
60QA001266,127,125,2
60QA001267,113,113,0
60QA001268,189,186,3
60QA001269,122,121,1
60QA001270,154,150,4
60QA001271,125,123,2
60QA001272,194,186,8
60QA001273,169,162,7
60QA001274,185,180,5
60QA001275,135,133,2
60QA001276,147,139,8
60QA001277,135,132,3
60QA001278,140,140,0
60QA001279,112,107,5
60QA001280,181,181,0
60QA001281,144,140,4
60QA001282,70,70,0
60QA001283,194,184,10
60QA001284,198,181,17
60QA001285,175,173,2
60QA001286,91,78,13
60QA001287,59,51,8
60QA001288,104,98,6
60QA001289,94,92,2
60QA001290,85,82,3
60QA001291,65,62,3
60QA001292,94,94,0
60QA001293,125,122,3
60QA001294,51,45,6
60QA001295,63,63,0
60QA001296,68,61,7
60QA001297,60,58,2
60QA001298,122,121,1
60QA001299,110,106,4
60QA001300,118,118,0
60QA001301,61,58,3
60QA001302,92,92,0
60QA001303,126,121,5
60QA001304,159,159,0
60QA001305,65,65,0
60QA001306,56,56,0
60QA001307,108,106,2
60QA001308,73,73,0
60QA001309,71,71,0
60QA001310,98,98,0
60QA001311,74,74,0
60QA001312,59,59,0
60QA001313,97,93,4
60QA001314,96,90,6
60QA001315,173,169,4
60QA001316,97,95,2
60QA001317,84,84,0
60QA001318,113,113,0
60QA001319,67,66,1
60QA001320,226,222,4
60QA001321,58,58,0
60QA001322,106,99,7
60QA001323,239,239,0
60QA001324,156,156,0
60QA001325,57,57,0
60QA001326,89,89,0
60QA001327,101,98,3
60QA001328,183,170,13
60QA001329,66,66,0
60QA001330,73,73,0
60QA001331,106,103,3
60QA001332,58,58,0
60QA001333,55,55,0
60QA001334,52,52,0
60QA001335,144,144,0
60QA001336,122,121,1
60QA001337,71,71,0
60QA001338,69,63,6
60QA001339,51,51,0
60QA001340,140,140,0
60QA001341,67,67,0
60QA001342,141,130,11
60QA001343,92,92,0
60QA001344,78,72,6
60QA001345,95,94,1
60QA001346,121,121,0
60QA001347,102,100,2
60QA001348,57,56,1
60QA001349,57,57,0
60QA001350,91,91,0
60QA001351,61,58,3
60QA001352,149,141,8
60QA001353,73,73,0
60QA001354,102,98,4
60QA001355,106,105,1
60QA001356,215,209,6
60QA001357,108,107,1
60QA001358,123,123,0
60QA001359,199,194,5
60QA001360,88,88,0
60QA001361,64,61,3
60QA001362,59,57,2
60QA001363,67,65,2
60QA001364,163,149,14
60QA001365,157,157,0
60QA001366,112,109,3
60QA001367,120,117,3
60QA001368,129,128,1
60QA001369,72,71,1
60QA001370,147,144,3
60QA001371,64,60,4
60QA001372,71,64,7
60QA001373,116,116,0
60QA001374,125,122,3
60QA001375,192,192,0
60QA001376,106,104,2
60QA001377,68,68,0
60QA001378,57,57,0
60QA001379,134,123,11
60QA001380,113,111,2
60QA001381,134,131,3
60QA001382,291,277,14
60QA001383,73,69,4
60QA001384,117,116,1
60QA001385,85,78,7
60QA001386,75,74,1
60QA001387,245,224,21
60QA001388,99,96,3
60QA001389,61,60,1
60QA001390,107,103,4
60QA001391,66,61,5
60QA001392,60,58,2
60QA001393,106,103,3
60QA001394,60,59,1
60QA001395,149,147,2
60QA001396,84,84,0
60QA001397,56,55,1
60QA001398,68,65,3
60QA001399,125,124,1
60QA001400,72,67,5
60QA001401,65,64,1
60QA001402,124,123,1
60QA001403,118,98,20
60QA001404,128,118,10
60QA001405,103,99,4
60QA001406,70,70,0
60QA001407,60,58,2
60QA001408,67,65,2
60QA001409,74,74,0
60QA001410,131,112,19
60QA001411,51,48,3
60QA001412,55,54,1
60QA001413,83,72,11
60QA001414,54,47,7
60QA001415,116,116,0
60QA001416,53,49,4
60QA001417,112,111,1
60QA001418,85,71,14
60QA001419,76,74,2
60QA001420,145,144,1
60QA001421,77,77,0
60QA001422,84,84,0
60QA001423,109,99,10
60QA001424,81,80,1
60QA001425,70,68,2
60QA001426,83,80,3
60QA001427,112,111,1
60QA001428,81,80,1
60QA001429,90,90,0
60QA001430,76,74,2
60QA001431,92,91,1
60QA001432,90,83,7
60QA001433,123,117,6
60QA001434,106,104,2
60QA001435,73,72,1
60QA001436,76,74,2
60QA001437,64,63,1
60QA001438,93,88,5
60QA001439,80,80,0
60QA001440,70,70,0
60QA001441,90,89,1
60QA001442,68,68,0
60QA001443,124,122,2
60QA001444,84,82,2
60QA001445,127,127,0
60QA001446,60,56,4
60QA001447,70,69,1
60QA001448,75,75,0
60QA001449,98,97,1
60QA001450,93,89,4
60QA001451,54,54,0
60QA001452,260,251,9
60QA001453,99,97,2
60QA001454,93,92,1
60QA001455,199,180,19
60QA001456,129,122,7
60QA001457,90,90,0
60QA001458,89,88,1
60QA001459,76,76,0
60QA001460,163,162,1
60QA001461,118,118,0
60QA001462,108,108,0
60QA001463,135,131,4
60QA001464,53,50,3
60QA001465,164,164,0
60QA001466,131,128,3
60QA001467,74,67,7
60QA001468,69,64,5
60QA001469,103,100,3
60QA001470,118,114,4
60QA001471,85,81,4
60QA001472,73,68,5
60QA001473,189,177,12
60QA001474,92,91,1
60QA001475,113,110,3
60QA001476,107,101,6
60QA001477,605,534,71
60QA001478,106,104,2
60QA001479,77,70,7
60QA001480,89,82,7
60QA001481,119,113,6
60QA001482,125,122,3
60QA001483,84,83,1
60QA001484,110,107,3
60QA001485,141,137,4
60QA001486,89,84,5
60QA001487,62,57,5
60QA001488,172,161,11
60QA001489,111,106,5
60QA001490,158,151,7
60QA001491,95,95,0
60QA001492,61,61,0
60QA001493,57,51,6
60QA001494,113,99,14
60QA001495,96,89,7
60QA001496,111,102,9
60QA001497,79,79,0
60QA001498,143,140,3
60QA001499,120,115,5
60QA001500,159,158,1
60QA001501,86,86,0
60QA001502,104,95,9
60QA001503,85,81,4
60QA001504,95,78,17
60QA001505,91,87,4
60QA001506,57,57,0
60QA001507,162,161,1
60QA001508,51,51,0
60QA001509,73,68,5
60QA001510,109,103,6
60QA001511,106,99,7
60QA001512,76,74,2
60QA001513,57,56,1
60QA001514,88,81,7
60QA001515,62,59,3
60QA001516,109,105,4
60QA001517,107,98,9
60QA001518,94,93,1
60QA001519,93,89,4
60QA001520,140,134,6
60QA001521,132,125,7
60QA001522,130,127,3
60QA001523,133,130,3
60QA001524,100,98,2
60QA001525,104,101,3
60QA001526,65,56,9
60QA001527,71,64,7
60QA001528,87,86,1
60QA001529,80,78,2
60QA001530,87,83,4
60QA001531,87,79,8
60QA001532,54,54,0
60QA001533,82,80,2
60QA001534,65,64,1
60QA001535,117,117,0
60QA001536,74,70,4
60QA001537,73,73,0
60QA001538,71,71,0
60QA001539,148,148,0
60QA001540,295,294,1
60QA001541,105,102,3
60QA001542,109,107,2
60QA001543,142,140,2
60QA001544,79,79,0
60QA001545,112,111,1
60QA001546,84,84,0
60QA001547,103,97,6
60QA001548,111,111,0
60QA001549,104,103,1
60QA001550,81,81,0
60QA001551,159,158,1
60QA001552,60,59,1
60QA001553,156,156,0
60QA001554,63,63,0
60QA001555,113,113,0
60QA001556,77,77,0
60QA001557,105,104,1
60QA001558,119,119,0
60QA001559,142,140,2
60QA001560,86,80,6
60QA001561,54,52,2
60QA001562,61,60,1
60QA001563,71,65,6
60QA001564,111,101,10
60QA001565,77,74,3
60QA001566,90,83,7
60QA001567,57,56,1
60QA001568,80,79,1
60QA001569,81,81,0
60QA001570,131,117,14
60QA001571,67,66,1
60QA001572,95,90,5
60QA001573,133,129,4
60QA001574,121,119,2
60QA001575,108,103,5
60QA001576,104,103,1
60QA001577,88,88,0
60QA001578,114,106,8
60QA001579,86,83,3
60QA001580,57,56,1
60QA001581,129,129,0
60QA001582,53,52,1
60QA001583,61,60,1
60QA001584,138,135,3
60QA001585,182,177,5
60QA001586,105,104,1
60QA001587,103,97,6
60QA001588,161,161,0
60QA001589,84,83,1
60QA001590,61,57,4
60QA001591,93,92,1
60QA001592,152,150,2
60QA001593,123,121,2
60QA001594,128,114,14
60QA001595,77,77,0
60QA001596,138,133,5
60QA001597,130,125,5
60QA001598,71,67,4
60QA001599,116,114,2
60QA001600,172,171,1
60QA001601,76,72,4
60QA001602,89,82,7
60QA001603,52,47,5
60QA001604,110,94,16
60QA001605,178,169,9
60QA001606,134,122,12
60QA001607,165,156,9
60QA001608,188,184,4
60QA001609,203,187,16
60QA001610,188,178,10
60QA001611,98,98,0
60QA001612,107,107,0
60QA001613,83,79,4
60QA001614,85,83,2
60QA001615,97,94,3
60QA001616,110,100,10
60QA001617,75,73,2
60QA001618,129,121,8
60QA001619,50,49,1
60QA001620,88,86,2
60QA001621,86,65,21
60QA001622,113,106,7
60QA001623,76,70,6
60QA001624,74,73,1
60QA001625,83,78,5
60QA001626,76,76,0
60QA001627,148,142,6
60QA001628,89,82,7
60QA001629,209,196,13
60QA001630,169,152,17
60QA001631,114,108,6
60QA001632,90,83,7
60QA001633,83,79,4
60QA001634,100,87,13
60QA001635,82,70,12
60QA001636,905,816,89
60QA001637,86,83,3
60QA001638,70,69,1
60QA001639,84,79,5
60QA001640,107,107,0
60QA001641,80,78,2
60QA001642,105,104,1
60QA001643,112,104,8
60QA001644,152,148,4
60QA001645,80,79,1
60QA001646,88,81,7
60QA001647,117,115,2
60QA001648,112,111,1
60QA001649,77,74,3
60QA001650,64,64,0
60QA001651,157,156,1
60QA001652,111,106,5
60QA001653,81,67,14
60QA001654,114,108,6
60QA001655,51,48,3
60QA001656,65,60,5
60QA001657,65,63,2
60QA001658,71,66,5
60QA001659,85,82,3
60QA001660,80,71,9
60QA001661,70,67,3
60QA001662,87,86,1
60QA001663,124,124,0
60QA001664,153,137,16
60QA001665,106,105,1
60QA001666,53,42,11
60QA001667,94,84,10
60QA001668,64,63,1
60QA001669,90,90,0
60QA001670,100,93,7
60QA001671,97,94,3
60QA001672,67,67,0
60QA001673,114,110,4
60QA001674,95,89,6
60QA001675,100,98,2
60QA001676,89,89,0
60QA001677,106,103,3
60QA001678,85,80,5
60QA001679,108,98,10
60QA001680,61,61,0
60QA001681,80,72,8
60QA001682,164,158,6
60QA001683,168,163,5
60QA001684,88,88,0
60QA001685,110,107,3
60QA001686,118,107,11
60QA001687,168,161,7
60QA001688,130,128,2
60QA001689,155,150,5
60QA001690,120,118,2
60QA001691,70,65,5
60QA001692,69,69,0
60QA001693,133,133,0
60QA001694,75,73,2
60QA001695,91,78,13
60QA001696,155,147,8
60QA001697,59,59,0
60QA001698,81,79,2
60QA001699,119,119,0
60QA001700,62,62,0
60QA001701,113,108,5
60QA001702,94,94,0
60QA001703,95,95,0
60QA001704,83,83,0
60QA001705,88,88,0
60QA001706,111,110,1
60QA001707,94,94,0
60QA001708,135,124,11
60QA001709,137,137,0
60QA001710,145,144,1
60QA001711,73,73,0
60QA001712,104,104,0
60QA001713,114,113,1
60QA001714,82,81,1
60QA001715,113,113,0
60QA001716,92,92,0
60QA001717,80,79,1
60QA001718,179,178,1
60QA001719,111,110,1
60QA001720,212,212,0
60QA001721,65,60,5
60QA001722,160,160,0
60QA001723,65,65,0
60QA001724,104,104,0
60QA001725,103,103,0
60QA001726,166,164,2
60QA001727,228,222,6
60QA001728,133,128,5
60QA001729,60,59,1
60QA001730,131,128,3
60QA001731,173,173,0
60QA001732,196,196,0
60QA001733,60,60,0
60QA001734,90,90,0
60QA001735,65,65,0
60QA001736,392,374,18
60QA001737,142,142,0
60QA001738,95,86,9
60QA001739,203,195,8
60QA001740,153,142,11
60QA001741,180,170,10
60QA001742,174,174,0
60QA001743,157,149,8
60QA001744,263,258,5
60QA001745,117,117,0
60QA001746,140,138,2
60QA001747,74,73,1
60QA001748,149,142,7
60QA001749,100,97,3
60QA001750,133,133,0
60QA001751,53,53,0
60QA001752,60,60,0
60QA001753,97,97,0
60QA001754,103,102,1
60QA001755,68,68,0
60QA001756,165,73,92
60QA001757,108,11,97
60QA001758,125,118,7
60QA001759,56,56,0
60QA001760,145,145,0
60QA001761,51,51,0
60QA001762,100,96,4
60QA001763,125,95,30
60QA001764,187,182,5
60QA001765,112,109,3
60QA001766,123,107,16
60QA001767,161,154,7
60QA001768,129,125,4
60QA001769,128,128,0
60QA001770,116,114,2
60QA001771,127,125,2
60QA001772,121,121,0
60QA001773,227,227,0
60QA001774,140,140,0
60QA001775,91,90,1
60QA001776,214,210,4
60QA001777,56,56,0
60QA001778,60,60,0
60QA001779,156,156,0
60QA001780,163,160,3
60QA001781,144,138,6
60QA001782,128,126,2
60QA001783,198,193,5
60QA001784,156,153,3
60QA001785,86,80,6
60QA001786,148,142,6
60QA001787,144,138,6
60QA001788,116,113,3
60QA001789,58,58,0
60QA001790,108,108,0
60QA001791,91,91,0
60QA001792,81,80,1
60QA001793,252,249,3
60QA001794,76,76,0
60QA001795,108,104,4
60QA001796,111,111,0
60QA001797,80,80,0
60QA001798,95,93,2
60QA001799,163,163,0
60QA001800,221,213,8
60QA001801,163,163,0
60QA001802,126,124,2
60QA001803,181,176,5
60QA001804,120,119,1
60QA001805,102,101,1
60QA001806,99,98,1
60QA001807,148,147,1
60QA001808,105,100,5
60QA001809,189,185,4
60QA001810,77,77,0
60QA001811,109,104,5
60QA001812,116,116,0
60QA001813,88,87,1
60QA001814,158,157,1
60QA001815,80,77,3
60QA001816,79,74,5
60QA001817,154,149,5
60QA001818,149,145,4
60QA001819,61,57,4
60QA001820,68,66,2
60QA001821,229,215,14
60QA001822,106,106,0
60QA001823,98,93,5
60QA001824,203,193,10
60QA001825,156,147,9
60QA001826,128,125,3
60QA001827,128,127,1
60QA001828,129,123,6
60QA001829,81,81,0
60QA001830,213,209,4
60QA001831,111,104,7
60QA001832,201,192,9
60QA001833,107,101,6
60QA001834,79,76,3
60QA001835,116,105,11
60QA001836,110,105,5
60QA001837,120,113,7
60QA001838,114,113,1
60QA001839,145,139,6
60QA001840,238,220,18
60QA001841,158,157,1
60QA001842,95,87,8
60QA001843,105,95,10
60QA001844,155,154,1
60QA001845,175,160,15
60QA001846,146,125,21
60QA001847,180,174,6
60QA001848,115,109,6
60QA001849,173,156,17
60QA001850,106,101,5
60QA001851,145,142,3
60QA001852,172,169,3
60QA001853,170,143,27
60QA001854,137,135,2
60QA001855,76,75,1
60QA001856,154,150,4
60QA001857,74,73,1
60QA001858,121,118,3
60QA001859,183,180,3
60QA001860,150,147,3
60QA001861,83,70,13
60QB000001,107,107,0
60QB000002,143,143,0
60QB000003,147,146,1
60QB000004,125,125,0
60QB000005,175,175,0
60QB000006,121,121,0
60QB000007,122,122,0
60QB000008,178,177,1
60QB000009,218,214,4
60QB000010,191,191,0
60QB000011,157,155,2
60QB000012,204,202,2
60QB000013,157,157,0
60QB000014,57,57,0
60QB000015,63,63,0
60QB000016,87,87,0
60QB000017,119,119,0
60QB000018,98,98,0
60QB000019,178,178,0
60QB000020,87,87,0
60QB000021,94,94,0
60QB000022,183,183,0
60QB000023,53,53,0
60QB000024,165,165,0
60QB000025,177,177,0
60QB000026,175,174,1
60QB000027,189,189,0
60QB000028,63,63,0
60QB000029,145,144,1
60QB000030,154,154,0
60QB000031,214,208,6
60QB000032,161,161,0
60QB000033,63,63,0
60QB000034,169,168,1
60QB000035,159,159,0
60QB000036,135,134,1
60QB000037,173,171,2
60QB000038,127,126,1
60QB000039,183,183,0
60QB000040,196,195,1
60QB000041,90,88,2
60QB000042,183,182,1
60QB000043,120,119,1
60QB000044,195,195,0
60QB000045,93,93,0
60QB000046,142,142,0
60QB000047,93,93,0
60QB000048,156,153,3
60QB000049,75,75,0
60QB000050,93,91,2
60QB000051,93,93,0
60QB000052,102,97,5
60QB000053,71,71,0
60QB000054,170,170,0
60QB000055,163,162,1
60QB000056,88,88,0
60QB000057,232,232,0
60QB000058,142,142,0
60QB000059,105,105,0
60QB000060,116,116,0
60QB000061,127,124,3
60QB000062,135,135,0
60QB000063,213,213,0
60QB000064,149,149,0
60QB000065,170,170,0
60QB000066,130,130,0
60QB000067,85,85,0
60QB000068,179,178,1
60QB000069,151,150,1
60QB000070,203,203,0
60QB000071,157,157,0
60QB000072,130,127,3
60QB000073,155,155,0
60QB000074,140,136,4
60QB000075,179,179,0
60QB000076,112,112,0
60QB000077,110,110,0
60QB000078,74,73,1
60QB000079,121,121,0
60QB000080,118,118,0
60QB000081,175,174,1
60QB000082,102,102,0
60QB000083,195,194,1
60QB000084,61,61,0
60QB000085,143,143,0
60QB000086,132,132,0
60QB000087,103,103,0
60QB000088,111,111,0
60QB000089,194,192,2
60QB000090,122,122,0
60QB000091,154,154,0
60QB000092,211,210,1
60QB000093,58,58,0
60QB000094,116,113,3
60QB000095,132,132,0
60QB000096,133,133,0
60QB000097,66,66,0
60QB000098,75,75,0
60QB000099,176,176,0
60QB000100,59,59,0
60QB000101,70,70,0
60QB000102,105,105,0
60QB000103,161,160,1
60QB000104,171,171,0
60QB000105,119,119,0
60QB000106,61,61,0
60QB000107,69,69,0
60QB000108,67,67,0
60QB000109,58,58,0
60QB000110,86,86,0
60QB000111,169,168,1
60QB000112,180,178,2
60QB000113,194,193,1
60QB000114,227,227,0
60QB000115,92,92,0
60QB000116,167,167,0
60QB000117,77,77,0
60QB000118,69,69,0
60QB000119,87,87,0
60QB000120,127,127,0
60QB000121,109,107,2
60QB000122,90,90,0
60QB000123,60,59,1
60QB000124,102,102,0
60QB000125,111,107,4
60QB000126,142,142,0
60QB000127,134,134,0
60QB000128,141,141,0
60QB000129,99,98,1
60QB000130,72,68,4
60QB000131,134,132,2
60QB000132,219,219,0
60QB000133,183,183,0
60QB000134,152,148,4
60QB000135,151,150,1
60QB000136,99,99,0
60QB000137,82,82,0
60QB000138,100,87,13
60QB000139,240,239,1
60QB000140,167,167,0
60QB000141,117,115,2
60QB000142,207,206,1
60QB000143,109,106,3
60QB000144,190,189,1
60QB000145,171,171,0
60QB000146,105,105,0
60QB000147,52,52,0
60QB000148,128,127,1
60QB000149,66,66,0
60QB000150,120,119,1
60QB000151,123,121,2
60QB000152,135,135,0
60QB000153,144,143,1
60QB000154,193,192,1
60QB000155,111,111,0
60QB000156,133,132,1
60QB000157,111,111,0
60QB000158,102,102,0
60QB000159,167,164,3
60QB000160,218,217,1
60QB000161,101,101,0
60QB000162,122,122,0
60QB000163,145,145,0
60QB000164,205,205,0
60QB000165,152,152,0
60QB000166,148,148,0
60QB000167,129,129,0
60QB000168,164,164,0
60QB000169,79,79,0
60QB000170,188,188,0
60QB000171,102,102,0
60QB000172,52,52,0
60QB000173,157,157,0
60QB000174,69,69,0
60QB000175,183,181,2
60QB000176,187,186,1
60QB000177,149,149,0
60QB000178,105,101,4
60QB000179,121,121,0
60QB000180,132,132,0
60QB000181,117,117,0
60QB000182,154,154,0
60QB000183,63,62,1
60QB000184,54,54,0
60QB000185,160,160,0
60QB000186,125,125,0
60QB000187,97,93,4
60QB000188,98,94,4
60QB000189,108,107,1
60QB000190,149,149,0
60QB000191,142,142,0
60QB000192,124,123,1
60QB000193,110,110,0
60QB000194,92,92,0
60QB000195,192,192,0
60QB000196,150,150,0
60QB000197,144,144,0
60QB000198,113,112,1
60QB000199,95,95,0
60QB000200,135,135,0
60QB000201,108,108,0
60QB000202,137,137,0
60QB000203,112,112,0
60QB000204,108,108,0
60QB000205,126,126,0
60QB000206,105,105,0
60QB000207,165,164,1
60QB000208,127,127,0
60QB000209,87,87,0
60QB000210,145,142,3
60QB000211,167,167,0
60QB000212,203,203,0
60QB000213,166,166,0
60QB000214,106,103,3
60QB000215,117,117,0
60QB000216,123,122,1
60QB000217,145,145,0
60QB000218,192,189,3
60QB000219,90,89,1
60QB000220,142,142,0
60QB000221,190,190,0
60QB000222,191,186,5
60QB000223,189,186,3
60QB000224,173,160,13
60QB000225,127,127,0
60QB000226,167,166,1
60QB000227,188,188,0
60QB000228,113,113,0
60QB000229,67,67,0
60QB000230,170,168,2
60QB000231,119,119,0
60QB000232,185,185,0
60QB000233,182,180,2
60QB000234,155,155,0
60QB000235,110,110,0
60QB000236,117,117,0
60QB000237,156,156,0
60QB000238,103,102,1
60QB000239,140,140,0
60QB000240,73,73,0
60QB000241,72,72,0
60QB000242,148,146,2
60QB000243,178,178,0
60QB000244,190,186,4
60QB000245,200,200,0
60QB000246,114,111,3
60QB000247,114,114,0
60QB000248,174,172,2
60QB000249,133,133,0
60QB000250,150,148,2
60QB000251,136,129,7
60QB000252,137,133,4
60QB000253,155,146,9
60QB000254,158,158,0
60QB000255,78,78,0
60QB000256,137,137,0
60QB000257,179,177,2
60QB000258,60,60,0
60QB000259,141,141,0
60QB000260,158,154,4
60QB000261,131,131,0
60QB000262,161,158,3
60QB000263,138,137,1
60QB000264,80,76,4
60QB000265,95,94,1
60QB000266,133,131,2
60QB000267,76,76,0
60QB000268,171,171,0
60QB000269,184,183,1
60QB000270,137,137,0
60QB000271,164,163,1
60QB000272,85,83,2
60QB000273,111,108,3
60QB000274,109,108,1
60QB000275,203,202,1
60QB000276,81,81,0
60QB000277,199,188,11
60QB000278,111,105,6
60QB000279,263,256,7
60QB000280,202,199,3
60QB000281,147,143,4
60QB000282,126,126,0
60QB000283,116,115,1
60QB000284,163,162,1
60QB000285,118,118,0
60QB000286,147,147,0
60QB000287,121,121,0
60QB000288,131,131,0
60QB000289,76,76,0
60QB000290,95,94,1
60QB000291,117,117,0
60QB000292,99,99,0
60QB000293,147,147,0
60QB000294,83,83,0
60QB000295,80,80,0
60QB000296,77,77,0
60QB000297,229,229,0
60QB000298,99,99,0
60QB000299,88,87,1
60QB000300,157,157,0
60QB000301,163,163,0
60QB000302,125,123,2
60QB000303,138,138,0
60QB000304,136,133,3
60QB000305,168,164,4
60QB000306,95,95,0
60QB000307,78,78,0
60QB000308,90,89,1
60QB000309,157,157,0
60QB000310,173,173,0
60QB000311,89,89,0
60QB000312,151,148,3
60QB000313,143,142,1
60QB000314,203,201,2
60QB000315,197,196,1
60QB000316,176,175,1
60QB000317,117,115,2
60QB000318,163,163,0
60QB000319,212,212,0
60QB000320,164,163,1
60QB000321,174,173,1
60QB000322,123,123,0
60QB000323,125,125,0
60QB000324,115,114,1
60QB000325,196,192,4
60QB000326,157,157,0
60QB000327,203,196,7
60QB000328,132,130,2
60QB000329,86,86,0
60QB000330,85,85,0
60QB000331,189,187,2
60QB000332,135,135,0
60QB000333,173,173,0
60QB000334,64,63,1
60QB000335,116,115,1
60QB000336,117,116,1
60QB000337,116,116,0
60QB000338,150,150,0
60QB000339,132,131,1
60QB000340,149,149,0
60QB000341,68,68,0
60QB000342,141,141,0
60QB000343,149,149,0
60QB000344,88,88,0
60QB000345,94,94,0
60QB000346,107,107,0
60QB000347,139,139,0
60QB000348,116,116,0
60QB000349,134,134,0
60QB000350,161,161,0
60QB000351,143,141,2
60QB000352,164,161,3
60QB000353,167,167,0
60QB000354,114,114,0
60QB000355,145,145,0
60QB000356,158,158,0
60QB000357,53,53,0
