output_area,total,white,nonwhite
60QN000180,167,167,0
60QN000181,61,61,0
60QN000182,91,91,0
60QN000183,291,281,10
60QN000184,102,99,3
60QN000185,61,59,2
60QN000186,349,336,13
60QN000187,119,119,0
60QN000188,85,85,0
60QN000189,121,120,1
60QN000190,118,118,0
60QN000191,156,151,5
60QN000192,80,76,4
60QN000193,106,106,0
60QN000194,117,117,0
60QN000195,159,158,1
60QN000196,121,121,0
60QN000197,204,204,0
60QN000198,139,137,2
60QN000199,205,201,4
60QN000200,121,121,0
60QN000201,151,151,0
60QN000202,159,157,2
60QN000203,123,123,0
60QN000204,106,104,2
60QN000205,80,80,0
60QN000206,140,140,0
60QN000207,80,80,0
60QN000208,149,148,1
60QN000209,98,98,0
60QN000210,120,120,0
60QN000211,84,84,0
60QN000212,124,124,0
60QN000213,131,130,1
60QN000214,112,112,0
60QN000215,104,100,4
60QN000216,135,135,0
60QN000217,213,213,0
60QN000218,140,135,5
60QN000219,139,136,3
60QN000220,94,94,0
60QN000221,65,65,0
60QN000222,160,154,6
60QN000223,104,104,0
60QN000224,174,174,0
60QN000225,148,146,2
60QN000226,105,105,0
60QN000227,168,167,1
60QN000228,143,143,0
60QN000229,133,132,1
60QN000230,96,96,0
60QN000231,95,95,0
60QN000232,59,58,1
60QN000233,79,75,4
60QN000234,95,95,0
60QN000235,66,59,7
60QN000236,164,164,0
60QN000237,135,135,0
60QN000238,102,100,2
60QN000239,130,118,12
60QN000240,103,98,5
60QN000241,141,135,6
60QN000242,122,117,5
60QN000243,114,114,0
60QN000244,181,181,0
60QN000245,87,87,0
60QN000246,104,90,14
60QN000247,184,184,0
60QN000248,175,175,0
60QN000249,123,109,14
60QN000250,161,153,8
60QN000251,140,140,0
60QN000252,237,231,6
60QN000253,122,122,0
60QN000254,89,81,8
60QN000255,84,84,0
60QN000256,70,70,0
60QN000257,126,120,6
60QN000258,176,171,5
60QN000259,154,153,1
60QN000260,201,197,4
60QN000261,191,186,5
60QN000262,133,127,6
60QN000263,125,125,0
60QN000264,103,103,0
60QN000265,131,124,7
60QN000266,201,196,5
60QN000267,212,209,3
60QN000268,208,208,0
60QN000269,141,141,0
60QN000270,110,110,0
60QN000271,132,130,2
60QN000272,171,169,2
60QN000273,87,83,4
60QN000274,62,60,2
60QN000275,102,102,0
60QN000276,131,131,0
60QN000277,137,137,0
60QN000278,113,109,4
60QN000279,158,153,5
60QN000280,84,84,0
60QN000281,147,140,7
60QN000282,125,125,0
60QN000283,131,125,6
60QN000284,142,142,0
60QN000285,226,220,6
60QN000286,156,156,0
60QN000287,155,149,6
60QN000288,142,136,6
60QN000289,119,102,17
60QN000290,144,141,3
60QN000291,149,144,5
60QN000292,130,124,6
60QN000293,228,224,4
60QN000294,182,181,1
60QN000295,149,146,3
60QN000296,130,128,2
60QN000297,151,151,0
60QN000298,154,142,12
60QN000299,150,150,0
60QN000300,114,113,1
60QN000301,96,95,1
60QN000302,130,117,13
60QN000303,96,96,0
60QN000304,131,131,0
60QN000305,151,141,10
60QN000306,106,106,0
60QN000307,162,159,3
60QN000308,54,52,2
60QN000309,192,192,0
60QN000310,146,143,3
60QN000311,146,139,7
60QN000312,107,107,0
60QN000313,154,153,1
60QN000314,103,93,10
60QN000315,98,93,5
60QN000316,65,62,3
60QN000317,135,134,1
60QN000318,97,97,0
60QN000319,165,161,4
60QN000320,90,89,1
60QN000321,117,117,0
60QN000322,92,92,0
60QN000323,105,105,0
60QN000324,112,112,0
60QN000325,114,114,0
60QN000326,93,89,4
60QN000327,85,85,0
60QN000328,109,109,0
60QN000329,107,107,0
60QN000330,76,76,0
60QN000331,129,129,0
60QN000332,74,67,7
60QN000333,141,141,0
60QN000334,130,129,1
60QN000335,114,114,0
60QN000336,121,121,0
60QN000337,140,140,0
60QN000338,130,130,0
60QN000339,118,117,1
60QN000340,126,126,0
60QN000341,135,135,0
60QN000342,120,117,3
60QN000343,134,129,5
60QN000344,140,140,0
60QN000345,135,135,0
60QN000346,101,100,1
60QN000347,94,94,0
60QN000348,102,102,0
60QN000349,157,155,2
60QN000350,114,114,0
60QN000351,107,107,0
60QN000352,156,149,7
60QN000353,104,104,0
60QN000354,133,133,0
60QN000355,123,121,2
60QN000356,173,172,1
60QN000357,175,172,3
60QN000358,129,129,0
60QN000359,192,191,1
60QN000360,127,111,16
60QN000361,134,130,4
60QN000362,114,106,8
60QN000363,163,163,0
60QN000364,208,189,19
60QN000365,140,140,0
60QN000366,196,191,5
60QN000367,177,176,1
60QN000368,205,187,18
60QN000369,159,155,4
60QN000370,129,125,4
60QN000371,142,138,4
60QN000372,225,220,5
60QN000373,76,70,6
60QN000374,210,190,20
60QN000375,93,85,8
60QN000376,135,108,27
60QN000377,158,137,21
60QN000378,176,102,74
60QN000379,165,131,34
60QN000380,113,108,5
60QN000381,102,88,14
60QN000382,135,126,9
60QN000383,153,127,26
60QN000384,135,115,20
60QN000385,193,182,11
60QN000386,187,187,0
60QN000387,188,180,8
60QN000388,148,122,26
60QN000389,169,116,53
60QN000390,208,175,33
60QN000391,80,79,1
60QN000392,96,95,1
60QN000393,112,100,12
60QN000394,152,140,12
60QN000395,161,138,23
60QN000396,126,109,17
60QN000397,132,125,7
60QN000398,100,95,5
60QN000399,166,163,3
60QN000400,89,84,5
60QN000401,129,126,3
60QN000402,150,150,0
60QN000403,107,107,0
60QN000404,133,128,5
60QN000405,145,138,7
60QN000406,129,128,1
60QN000407,142,138,4
60QN000408,120,107,13
60QN000409,135,134,1
60QN000410,163,161,2
60QN000411,167,163,4
60QN000412,118,112,6
60QN000413,151,140,11
60QN000414,121,113,8
60QN000415,215,197,18
60QN000416,129,122,7
60QN000417,94,94,0
60QN000418,79,79,0
60QN000419,157,123,34
60QN000420,128,109,19
60QN000421,84,82,2
60QN000422,142,125,17
60QN000423,109,99,10
60QN000424,130,127,3
60QN000425,124,114,10
60QN000426,96,92,4
60QN000427,103,100,3
60QN000428,74,66,8
60QN000429,63,57,6
60QN000430,162,141,21
60QN000431,168,153,15
60QN000432,74,74,0
60QN000433,82,82,0
60QN000434,155,150,5
60QN000435,70,70,0
60QN000436,90,85,5
60QN000437,131,131,0
60QN000438,162,145,17
60QN000439,89,79,10
60QN000440,116,110,6
60QN000441,201,143,58
60QN000442,107,101,6
60QN000443,119,114,5
60QN000444,92,86,6
60QN000445,95,93,2
60QN000446,126,102,24
60QN000447,180,143,37
60QN000448,138,128,10
60QN000449,153,152,1
60QN000450,131,131,0
60QN000451,96,95,1
60QN000452,174,174,0
60QN000453,116,111,5
60QN000454,82,67,15
60QN000455,123,118,5
60QN000456,120,120,0
60QN000457,90,90,0
60QN000458,103,103,0
60QN000459,111,110,1
60QN000460,88,88,0
60QN000461,80,80,0
60QN000462,139,134,5
60QN000463,131,112,19
60QN000464,157,132,25
60QN000465,148,123,25
60QN000466,180,175,5
60QN000467,134,119,15
60QN000468,125,125,0
60QN000469,65,65,0
60QN000470,118,118,0
60QN000471,104,104,0
60QN000472,121,114,7
60QN000473,120,114,6
60QN000474,113,107,6
60QN000475,130,130,0
60QN000476,216,203,13
60QN000477,157,138,19
60QN000478,57,54,3
60QN000479,195,186,9
60QN000480,190,182,8
60QN000481,116,112,4
60QN000482,126,120,6
60QN000483,134,134,0
60QN000484,165,155,10
60QN000485,146,145,1
60QN000486,124,121,3
60QN000487,140,133,7
60QN000488,126,126,0
60QN000489,133,133,0
60QN000490,209,206,3
60QN000491,204,196,8
60QN000492,150,140,10
60QN000493,140,130,10
60QN000494,145,132,13
60QN000495,146,145,1
60QN000496,152,132,20
60QN000497,223,201,22
60QN000498,159,159,0
60QN000499,130,122,8
60QN000500,168,159,9
60QN000501,148,148,0
60QN000502,147,146,1
60QN000503,133,132,1
60QN000504,116,111,5
60QN000505,69,62,7
60QN000506,82,82,0
60QN000507,65,59,6
60QN000508,167,167,0
60QN000509,151,137,14
60QN000510,109,106,3
60QN000511,177,166,11
60QN000512,77,77,0
60QN000513,69,69,0
60QN000514,86,85,1
60QN000515,147,133,14
60QN000516,147,138,9
60QN000517,123,117,6
60QN000518,185,179,6
60QN000519,146,135,11
60QN000520,116,116,0
60QN000521,86,86,0
60QN000522,67,61,6
60QN000523,233,218,15
60QN000524,116,111,5
60QN000525,105,101,4
60QN000526,128,123,5
60QN000527,144,124,20
60QN000528,117,110,7
60QN000529,181,177,4
60QN000530,143,140,3
60QN000531,117,111,6
60QN000532,104,100,4
60QN000533,240,216,24
60QN000534,61,61,0
60QN000535,55,54,1
60QN000536,159,156,3
60QN000537,154,154,0
60QN000538,127,122,5
60QN000539,186,156,30
60QN000540,78,65,13
60QN000541,185,165,20
60QN000542,132,113,19
60QN000543,144,134,10
60QN000544,90,87,3
60QN000545,116,111,5
60QN000546,123,119,4
60QN000547,139,135,4
60QN000548,238,224,14
60QN000549,162,135,27
60QN000550,100,98,2
60QN000551,220,200,20
60QN000552,201,165,36
60QN000553,192,180,12
60QN000554,160,147,13
60QN000555,171,164,7
60QN000556,111,103,8
60QN000557,122,99,23
60QN000558,114,101,13
60QN000559,235,187,48
60QN000560,271,239,32
60QN000561,222,191,31
60QN000562,186,164,22
60QN000563,148,135,13
60QN000564,228,225,3
60QN000565,113,97,16
60QN000566,290,238,52
60QN000567,164,152,12
60QN000568,85,69,16
60QN000569,207,161,46
60QN000570,197,175,22
60QN000571,143,123,20
60QN000572,248,202,46
60QN000573,211,176,35
60QN000574,131,120,11
60QN000575,65,63,2
60QN000576,157,150,7
60QN000577,115,112,3
60QN000578,83,83,0
60QN000579,141,131,10
60QN000580,164,157,7
60QN000581,93,83,10
60QN000582,89,89,0
60QN000583,124,124,0
60QN000584,67,66,1
60QN000585,122,121,1
60QN000586,200,196,4
60QN000587,97,88,9
60QN000588,57,52,5
60QN000589,147,136,11
60QN000590,55,55,0
60QN000591,253,238,15
60QN000592,93,93,0
60QN000593,87,79,8
60QN000594,58,58,0
60QN000595,54,54,0
60QN000596,90,84,6
60QN000597,97,95,2
60QN000598,149,148,1
60QN000599,134,134,0
60QN000600,82,77,5
60QN000601,117,114,3
60QN000602,107,99,8
60QN000603,102,102,0
60QN000604,158,157,1
60QN000605,155,155,0
60QN000606,103,103,0
60QN000607,137,126,11
60QN000608,78,76,2
60QN000609,162,157,5
60QN000610,70,70,0
60QN000611,119,119,0
60QN000612,66,64,2
60QN000613,66,66,0
60QN000614,167,167,0
60QN000615,124,123,1
60QN000616,71,71,0
60QN000617,160,155,5
60QN000618,146,143,3
60QN000619,165,153,12
60QN000620,119,119,0
60QN000621,56,56,0
60QN000622,84,82,2
60QN000623,62,62,0
60QN000624,159,158,1
60QN000625,151,151,0
60QN000626,99,99,0
60QN000627,62,62,0
60QN000628,148,146,2
60QN000629,56,56,0
60QN000630,111,111,0
60QN000631,138,138,0
60QN000632,113,113,0
60QN000633,75,47,28
60QN000634,108,90,18
60QN000635,57,56,1
60QN000636,70,64,6
60QN000637,170,139,31
60QN000638,113,105,8
60QN000639,125,116,9
60QN000640,70,64,6
60QN000641,126,118,8
60QN000642,177,128,49
60QN000643,86,86,0
60QN000644,99,91,8
60QN000645,148,140,8
60QN000646,142,127,15
60QN000647,207,197,10
60QN000648,130,130,0
60QN000649,256,243,13
60QN000650,140,127,13
60QN000651,124,123,1
60QN000652,142,142,0
60QN000653,131,129,2
60QN000654,98,96,2
60QN000655,337,314,23
60QN000656,152,152,0
60QN000657,167,153,14
60QN000658,163,161,2
60QN000659,147,129,18
60QN000660,129,117,12
60QN000661,132,122,10
60QN000662,210,178,32
60QN000663,122,118,4
60QN000664,155,150,5
60QN000665,67,58,9
60QN000666,210,210,0
60QN000667,127,117,10
60QN000668,51,49,2
60QN000669,196,168,28
60QN000670,163,155,8
60QN000671,152,152,0
60QN000672,142,137,5
60QN000673,123,118,5
60QN000674,123,123,0
60QN000675,119,113,6
60QN000676,83,76,7
60QN000677,218,218,0
60QN000678,174,167,7
60QN000679,121,116,5
60QN000680,130,123,7
60QN000681,134,134,0
60QN000682,76,75,1
60QN000683,202,201,1
60QN000684,190,186,4
60QN000685,115,115,0
60QN000686,66,66,0
60QN000687,98,98,0
60QN000688,130,127,3
60QP000001,79,79,0
60QP000002,157,152,5
60QP000003,142,138,4
60QP000004,464,458,6
60QP000005,112,106,6
60QP000006,194,189,5
60QP000007,59,59,0
60QP000008,92,91,1
60QP000009,184,180,4
60QP000010,108,107,1
60QP000011,86,85,1
60QP000012,157,150,7
60QP000013,124,110,14
60QP000014,112,105,7
60QP000015,69,68,1
60QP000016,84,78,6
60QP000017,76,73,3
60QP000018,104,98,6
60QP000019,83,81,2
60QP000020,158,127,31
60QP000021,72,71,1
60QP000022,147,140,7
60QP000023,133,133,0
60QP000024,132,124,8
60QP000025,77,73,4
60QP000026,278,234,44
60QP000027,106,101,5
60QP000028,83,81,2
60QP000029,141,132,9
60QP000030,107,103,4
60QP000031,90,83,7
60QP000032,59,57,2
60QP000033,115,105,10
60QP000034,135,132,3
60QP000035,122,120,2
60QP000036,122,119,3
60QP000037,66,64,2
60QP000038,70,66,4
60QP000039,120,105,15
60QP000040,91,87,4
60QP000041,111,104,7
60QP000042,148,140,8
60QP000043,50,48,2
60QP000044,134,122,12
60QP000045,113,105,8
60QP000046,98,96,2
60QP000047,86,85,1
60QP000048,109,107,2
60QP000049,101,98,3
60QP000050,92,89,3
60QP000051,136,133,3
60QP000052,97,95,2
60QP000053,120,114,6
60QP000054,103,101,2
60QP000055,122,115,7
60QP000056,98,98,0
60QP000057,137,109,28
60QP000058,148,140,8
60QP000059,179,178,1
60QP000060,102,100,2
60QP000061,100,97,3
60QP000062,93,92,1
60QP000063,141,126,15
60QP000064,57,55,2
60QP000065,106,104,2
60QP000066,102,99,3
60QP000067,111,104,7
60QP000068,94,88,6
60QP000069,96,95,1
60QP000070,101,99,2
60QP000071,104,98,6
60QP000072,111,95,16
60QP000073,124,121,3
60QP000074,76,70,6
60QP000075,86,86,0
60QP000076,63,56,7
60QP000077,84,83,1
60QP000078,73,71,2
60QP000079,123,123,0
60QP000080,82,77,5
60QP000081,117,114,3
60QP000082,101,89,12
60QP000083,100,100,0
60QP000084,137,126,11
60QP000085,86,86,0
60QP000086,175,168,7
60QP000087,57,56,1
60QP000088,60,58,2
60QP000089,94,93,1
60QP000090,72,72,0
60QP000091,79,76,3
60QP000092,118,114,4
60QP000093,129,129,0
60QP000094,69,69,0
60QP000095,82,81,1
60QP000096,99,93,6
60QP000097,95,92,3
60QP000098,93,89,4
60QP000099,100,97,3
60QP000100,108,98,10
60QP000101,100,100,0
60QP000102,127,122,5
60QP000103,117,116,1
60QP000104,72,70,2
60QP000105,97,96,1
60QP000106,98,97,1
60QP000107,70,68,2
60QP000108,115,111,4
60QP000109,174,166,8
60QP000110,92,89,3
60QP000111,138,138,0
60QP000112,69,66,3
60QP000113,76,74,2
60QP000114,90,84,6
60QP000115,119,117,2
60QP000116,121,106,15
60QP000117,77,71,6
60QP000118,116,116,0
60QP000119,86,86,0
60QP000120,152,141,11
60QP000121,111,107,4
60QP000122,127,123,4
60QP000123,86,83,3
60QP000124,93,90,3
60QP000125,155,149,6
60QP000126,74,67,7
60QP000127,120,116,4
60QP000128,78,76,2
60QP000129,117,102,15
60QP000130,94,92,2
60QP000131,92,89,3
60QP000132,165,156,9
60QP000133,117,112,5
60QP000134,126,125,1
60QP000135,112,106,6
60QP000136,121,121,0
60QP000137,140,133,7
60QP000138,61,56,5
60QP000139,137,131,6
60QP000140,105,103,2
60QP000141,76,76,0
60QP000142,155,150,5
60QP000143,94,87,7
60QP000144,62,57,5
60QP000145,91,84,7
60QP000146,80,79,1
60QP000147,103,101,2
60QP000148,72,69,3
60QP000149,70,67,3
60QP000150,77,52,25
60QP000151,98,94,4
60QP000152,148,140,8
60QP000153,99,88,11
60QP000154,76,72,4
60QP000155,73,71,2
60QP000156,109,100,9
60QP000157,55,51,4
60QP000158,54,53,1
60QP000159,94,91,3
60QP000160,96,89,7
60QP000161,68,65,3
60QP000162,83,82,1
60QP000163,158,143,15
60QP000164,69,68,1
60QP000165,100,88,12
60QP000166,108,99,9
60QP000167,186,169,17
60QP000168,115,111,4
60QP000169,59,56,3
60QP000170,159,133,26
60QP000171,105,98,7
60QP000172,68,61,7
60QP000173,58,56,2
60QP000174,62,53,9
60QP000175,154,135,19
60QP000176,60,59,1
60QP000177,74,74,0
60QP000178,97,90,7
60QP000179,85,74,11
60QP000180,193,190,3
60QP000181,123,104,19
60QP000182,101,98,3
60QP000183,91,88,3
60QP000184,152,141,11
60QP000185,168,159,9
60QP000186,123,119,4
60QP000187,60,59,1
60QP000188,89,84,5
60QP000189,173,159,14
60QP000190,125,114,11
60QP000191,70,68,2
60QP000192,113,103,10
60QP000193,85,80,5
60QP000194,73,71,2
60QP000195,89,85,4
60QP000196,169,154,15
60QP000197,70,64,6
60QP000198,95,88,7
60QP000199,76,75,1
60QP000200,147,147,0
60QP000201,453,369,84
60QP000202,115,104,11
60QP000203,132,128,4
60QP000204,173,164,9
60QP000205,66,65,1
60QP000206,69,69,0
60QP000207,91,87,4
60QP000208,67,63,4
60QP000209,78,74,4
60QP000210,81,81,0
60QP000211,108,107,1
60QP000212,78,77,1
60QP000213,94,90,4
60QP000214,84,83,1
60QP000215,109,109,0
60QP000216,87,87,0
60QP000217,91,90,1
60QP000218,124,119,5
60QP000219,125,122,3
60QP000220,89,88,1
60QP000221,123,118,5
60QP000222,94,92,2
60QP000223,119,116,3
60QP000224,82,80,2
60QP000225,124,123,1
60QP000226,114,110,4
60QP000227,91,90,1
60QP000228,114,108,6
60QP000229,87,86,1
60QP000230,123,122,1
60QP000231,91,89,2
60QP000232,83,83,0
60QP000233,132,128,4
60QP000234,121,110,11
60QP000235,82,79,3
60QP000236,101,96,5
60QP000237,56,53,3
60QP000238,68,65,3
60QP000239,92,92,0
60QP000240,85,83,2
60QP000241,96,96,0
60QP000242,84,79,5
60QP000243,66,66,0
60QP000244,82,82,0
60QP000245,68,62,6
60QP000246,104,104,0
60QP000247,84,84,0
60QP000248,149,149,0
60QP000249,76,76,0
60QP000250,142,134,8
60QP000251,111,104,7
60QP000252,122,119,3
60QP000253,102,91,11
60QP000254,103,97,6
60QP000255,135,133,2
60QP000256,89,83,6
60QP000257,121,121,0
60QP000258,182,175,7
60QP000259,140,140,0
60QP000260,184,184,0
60QP000261,170,169,1
60QP000262,152,147,5
60QP000263,132,132,0
60QP000264,129,125,4
60QP000265,106,106,0
60QP000266,124,124,0
60QP000267,102,99,3
60QP000268,100,100,0
60QP000269,106,106,0
60QP000270,101,94,7
60QP000271,118,118,0
60QP000272,136,133,3
60QP000273,101,100,1
60QP000274,83,83,0
60QP000275,139,137,2
60QP000276,92,90,2
60QP000277,101,101,0
60QP000278,114,114,0
60QP000279,63,62,1
60QP000280,98,97,1
60QP000281,97,96,1
60QP000282,111,110,1
60QP000283,107,106,1
60QP000284,156,145,11
60QP000285,116,114,2
60QP000286,106,95,11
60QP000287,104,99,5
60QP000288,79,75,4
60QP000289,128,128,0
60QP000290,90,84,6
60QP000291,107,107,0
60QP000292,55,55,0
60QP000293,110,109,1
60QP000294,107,102,5
60QP000295,125,120,5
60QP000296,159,159,0
60QP000297,107,107,0
60QP000298,121,112,9
60QP000299,123,118,5
60QP000300,93,93,0
60QP000301,185,175,10
60QP000302,92,82,10
60QP000303,116,116,0
60QP000304,103,92,11
60QP000305,129,123,6
60QP000306,162,151,11
60QP000307,87,84,3
60QP000308,95,95,0
60QP000309,121,113,8
60QP000310,87,87,0
60QP000311,99,92,7
60QP000312,117,117,0
60QP000313,80,71,9
60QP000314,158,155,3
60QP000315,73,67,6
60QP000316,114,105,9
60QP000317,84,79,5
60QP000318,137,137,0
60QP000319,111,109,2
60QP000320,109,108,1
60QP000321,203,195,8
60QP000322,127,124,3
60QP000323,86,86,0
60QP000324,114,113,1
60QP000325,130,127,3
60QP000326,107,101,6
60QP000327,156,151,5
60QP000328,153,149,4
60QP000329,127,126,1
60QP000330,79,75,4
60QP000331,119,107,12
60QP000332,120,114,6
60QP000333,140,134,6
60QP000334,89,86,3
60QP000335,122,122,0
60QP000336,103,103,0
60QP000337,117,115,2
60QP000338,99,90,9
60QP000339,101,97,4
60QP000340,110,106,4
60QP000341,154,149,5
60QP000342,101,96,5
60QP000343,118,108,10
60QP000344,121,120,1
60QP000345,139,139,0
60QP000346,114,110,4
60QP000347,150,144,6
60QP000348,228,210,18
60QP000349,99,96,3
60QP000350,120,115,5
60QP000351,103,103,0
60QP000352,64,64,0
60QP000353,70,68,2
60QP000354,136,125,11
60QP000355,78,75,3
60QP000356,151,145,6
60QP000357,94,89,5
60QP000358,67,64,3
60QP000359,87,82,5
60QP000360,96,95,1
60QP000361,113,113,0
60QP000362,106,104,2
60QP000363,135,129,6
60QP000364,215,197,18
60QP000365,87,76,11
60QP000366,234,229,5
60QP000367,124,123,1
60QP000368,94,92,2
60QP000369,86,86,0
60QP000370,90,89,1
60QP000371,70,67,3
60QP000372,84,78,6
60QP000373,99,96,3
60QP000374,99,95,4
60QP000375,100,100,0
60QP000376,84,82,2
60QP000377,67,64,3
60QP000378,155,146,9
60QP000379,72,72,0
60QP000380,81,81,0
60QP000381,59,59,0
60QP000382,157,156,1
60QP000383,107,107,0
60QP000384,130,129,1
60QP000385,83,80,3
60QP000386,172,170,2
60QP000387,97,97,0
60QP000388,93,93,0
60QP000389,88,88,0
60QP000390,54,50,4
60QP000391,67,67,0
60QP000392,94,92,2
60QP000393,88,82,6
60QP000394,112,107,5
60QP000395,94,90,4
60QP000396,82,80,2
60QP000397,88,88,0
60QP000398,137,135,2
60QP000399,71,71,0
60QP000400,78,73,5
60QP000401,131,126,5
60QP000402,75,72,3
60QP000403,91,85,6
60QP000404,79,79,0
60QP000405,120,117,3
60QP000406,145,136,9
60QP000407,83,82,1
60QP000408,93,92,1
60QP000409,61,60,1
60QP000410,137,135,2
60QP000411,92,91,1
60QP000412,101,95,6
60QP000413,95,94,1
60QP000414,100,76,24
60QP000415,68,65,3
60QP000416,105,102,3
60QP000417,117,101,16
60QP000418,96,90,6
60QP000419,93,87,6
60QP000420,145,127,18
60QP000421,157,140,17
60QP000422,128,127,1
60QP000423,114,106,8
60QP000424,99,88,11
60QP000425,54,51,3
60QP000426,120,118,2
60QP000427,135,131,4
60QP000428,81,75,6
60QP000429,128,123,5
60QP000430,81,81,0
60QP000431,174,164,10
60QP000432,124,119,5
60QP000433,126,121,5
60QP000434,106,106,0
60QP000435,108,107,1
60QP000436,91,79,12
60QP000437,65,62,3
60QP000438,131,127,4
60QP000439,117,116,1
60QP000440,138,138,0
60QP000441,130,130,0
60QP000442,133,127,6
60QP000443,52,50,2
60QP000444,117,105,12
60QP000445,134,129,5
60QP000446,128,109,19
60QP000447,96,92,4
60QP000448,124,124,0
60QP000449,118,116,2
60QP000450,125,125,0
60QP000451,122,118,4
60QP000452,153,147,6
60QP000453,109,103,6
60QP000454,117,115,2
60QP000455,155,155,0
60QP000456,137,137,0
60QP000457,152,150,2
60QP000458,94,88,6
60QP000459,220,218,2
60QP000460,176,168,8
60QP000461,85,85,0
60QP000462,73,71,2
60QP000463,118,118,0
60QP000464,125,124,1
60QP000465,109,107,2
60QP000466,121,117,4
60QP000467,90,90,0
60QP000468,200,196,4
60QP000469,147,140,7
60QP000470,158,154,4
60QP000471,205,203,2
60QP000472,140,133,7
60QP000473,170,166,4
60QP000474,158,151,7
60QP000475,152,152,0
60QP000476,69,67,2
60QP000477,62,58,4
60QP000478,144,140,4
60QP000479,95,95,0
60QP000480,115,114,1
60QP000481,117,111,6
60QP000482,118,117,1
60QP000483,154,148,6
60QP000484,285,284,1
60QP000485,93,89,4
60QP000486,118,117,1
60QP000487,120,120,0
60QP000488,133,133,0
60QP000489,139,139,0
60QP000490,182,158,24
60QP000491,183,159,24
60QP000492,122,118,4
60QP000493,175,166,9
60QP000494,143,135,8
60QP000495,117,108,9
60QP000496,76,73,3
60QP000497,107,106,1
60QP000498,121,113,8
60QP000499,138,130,8
60QP000500,165,154,11
60QP000501,109,108,1
60QP000502,99,99,0
60QP000503,77,76,1
60QP000504,165,161,4
60QP000505,109,109,0
60QP000506,138,135,3
60QP000507,145,143,2
60QP000508,87,84,3
60QP000509,105,104,1
60QP000510,69,69,0
60QP000511,97,94,3
60QP000512,117,116,1
60QP000513,82,82,0
60QP000514,114,114,0
60QP000515,105,98,7
60QP000516,109,105,4
60QP000517,110,110,0
60QP000518,109,107,2
60QP000519,101,101,0
60QP000520,166,159,7
60QP000521,135,135,0
60QP000522,107,107,0
60QP000523,131,122,9
60QP000524,107,107,0
60QP000525,119,106,13
60QP000526,115,115,0
60QP000527,116,110,6
60QP000528,94,92,2
60QP000529,111,110,1
60QP000530,97,97,0
60QP000531,120,117,3
60QP000532,95,92,3
60QP000533,102,102,0
60QP000534,99,98,1
60QP000535,95,93,2
60QP000536,98,95,3
60QP000537,139,136,3
60QP000538,73,73,0
60QP000539,163,162,1
60QP000540,103,101,2
60QP000541,95,91,4
60QP000542,101,92,9
60QP000543,79,78,1
60QP000544,78,71,7
60QP000545,115,110,5
60QP000546,111,104,7
60QP000547,56,56,0
60QP000548,68,68,0
60QP000549,128,122,6
60QP000550,129,120,9
60QP000551,67,66,1
60QP000552,109,101,8
60QP000553,93,93,0
60QP000554,123,105,18
60QP000555,113,104,9
60QP000556,120,114,6
60QP000557,60,60,0
60QP000558,85,85,0
60QP000559,88,76,12
60QP000560,76,75,1
60QP000561,96,87,9
60QP000562,130,130,0
60QP000563,160,150,10
60QP000564,85,84,1
60QP000565,183,173,10
60QP000566,127,118,9
60QP000567,144,139,5
60QP000568,134,123,11
60QP000569,151,150,1
60QP000570,129,108,21
60QP000571,86,84,2
60QP000572,68,62,6
60QP000573,164,158,6
60QP000574,101,91,10
60QP000575,206,205,1
60QP000576,121,114,7
60QP000577,63,63,0
60QP000578,95,88,7
60QP000579,91,85,6
60QP000580,84,84,0
60QP000581,123,122,1
60QP000582,140,138,2
60QP000583,127,125,2
60QP000584,84,81,3
60QP000585,102,97,5
60QP000586,99,95,4
60QP000587,67,67,0
60QP000588,89,87,2
60QP000589,71,70,1
60QP000590,59,59,0
60QP000591,99,98,1
60QP000592,91,91,0
60QP000593,78,76,2
60QP000594,103,101,2
60QP000595,63,60,3
60QP000596,64,64,0
60QP000597,83,82,1
60QP000598,87,84,3
60QP000599,131,127,4
60QP000600,128,125,3
60QP000601,91,89,2
60QP000602,99,98,1
60QP000603,75,75,0
60QP000604,144,135,9
60QP000605,59,59,0
60QP000606,86,86,0
60QP000607,89,87,2
60QP000608,108,108,0
60QP000609,79,79,0
60QP000610,104,100,4
60QP000611,77,77,0
60QP000612,63,63,0
60QP000613,58,57,1
60QP000614,107,99,8
60QP000615,102,92,10
60QP000616,64,63,1
60QP000617,99,97,2
60QP000618,72,71,1
60QP000619,129,126,3
60QP000620,96,93,3
60QP000621,70,70,0
60QP000622,160,144,16
60QP000623,155,152,3
60QP000624,77,77,0
60QP000625,151,149,2
60QP000626,136,136,0
60QP000627,162,158,4
60QP000628,50,50,0
60QP000629,137,136,1
60QP000630,155,152,3
60QP000631,138,138,0
60QP000632,121,121,0
60QP000633,95,94,1
60QP000634,111,110,1
60QP000635,117,113,4
60QP000636,112,112,0
60QP000637,120,120,0
60QP000638,106,106,0
60QP000639,109,107,2
60QP000640,120,117,3
60QP000641,94,92,2
60QP000642,111,108,3
60QP000643,80,77,3
60QP000644,163,163,0
60QP000645,164,161,3
60QP000646,97,92,5
60QP000647,108,108,0
60QP000648,131,131,0
60QP000649,98,97,1
60QP000650,93,93,0
60QP000651,176,176,0
60QP000652,182,181,1
60QP000653,154,154,0
60QP000654,153,153,0
60QP000655,92,92,0
60QP000656,102,96,6
