"output_area","total","employed","unemployed","other"
"60QH000486",100,62,5,33
"60QH000487",120,73,8,39
"60QH000488",72,50,3,19
"60QH000489",123,69,8,46
"60QH000490",108,65,0,43
"60QH000491",89,26,0,63
"60QH000492",93,55,4,34
"60QH000493",101,65,5,31
"60QH000494",90,56,4,30
"60QH000495",105,62,1,42
"60QH000496",96,57,0,39
"60QH000497",109,64,10,35
"60QH000498",76,44,1,31
"60QH000499",106,55,4,47
"60QH000500",58,41,2,15
"60QH000501",101,52,3,46
"60QH000502",57,34,3,20
"60QH000503",132,68,6,58
"60QH000504",45,20,2,23
"60QH000505",87,47,8,32
"60QH000506",104,50,2,52
"60QH000507",106,60,7,39
"60QH000508",62,33,5,24
"60QH000509",80,40,2,38
"60QH000510",80,45,2,33
"60QH000511",96,69,5,22
"60QH000512",70,37,6,27
"60QH000513",114,64,3,47
"60QH000514",77,44,1,32
"60QH000515",75,45,4,26
"60QH000516",96,67,3,26
"60QH000517",57,26,1,30
"60QH000518",92,49,6,37
"60QH000519",63,26,8,29
"60QH000520",69,41,3,25
"60QH000521",99,59,7,33
"60QH000522",72,29,3,40
"60QH000523",81,53,2,26
"60QH000524",72,36,2,34
"60QH000525",98,60,1,37
"60QH000526",55,31,3,21
"60QH000527",85,48,2,35
"60QH000528",69,36,4,29
"60QH000529",77,43,2,32
"60QH000530",54,33,5,16
"60QH000531",71,32,3,36
"60QH000532",80,48,1,31
"60QH000533",67,32,1,34
"60QH000534",108,67,4,37
"60QH000535",69,29,3,37
"60QH000536",46,28,2,16
"60QH000537",80,37,4,39
"60QH000538",95,55,3,37
"60QH000539",102,38,6,58
"60QH000540",73,37,2,34
"60QH000541",67,45,0,22
"60QH000542",111,62,8,41
"60QH000543",85,55,4,26
"60QH000544",89,52,7,30
"60QH000545",27,8,2,17
"60QH000546",46,18,3,25
"60QH000547",69,37,4,28
"60QH000548",71,49,1,21
"60QH000549",54,32,2,20
"60QH000550",69,44,1,24
"60QH000551",60,32,1,27
"60QH000552",64,33,1,30
"60QH000553",76,43,5,28
"60QH000554",62,36,1,25
"60QH000555",38,16,3,19
"60QH000556",82,42,5,35
"60QH000557",61,23,2,36
"60QH000558",86,46,4,36
"60QH000559",92,54,5,33
"60QH000560",102,69,4,29
"60QH000561",91,51,2,38
"60QH000562",95,55,1,39
"60QH000563",75,53,1,21
"60QH000564",88,59,1,28
"60QH000565",116,58,8,50
"60QH000566",112,68,1,43
"60QH000567",88,48,5,35
"60QH000568",79,49,2,28
"60QH000569",61,36,2,23
"60QH000570",77,42,1,34
"60QH000571",72,35,0,37
"60QH000572",73,36,0,37
"60QH000573",68,41,2,25
"60QH000574",72,43,2,27
"60QH000575",84,47,2,35
"60QH000576",93,57,2,34
"60QH000577",76,45,0,31
"60QH000578",90,43,4,43
"60QH000579",97,72,5,20
"60QH000580",108,67,7,34
"60QH000581",80,49,1,30
"60QH000582",81,53,1,27
"60QH000583",75,42,5,28
"60QH000584",98,67,2,29
"60QH000585",98,61,2,35
"60QH000586",76,44,2,30
"60QH000587",111,74,5,32
"60QH000588",50,34,2,14
"60QH000589",85,56,7,22
"60QH000590",99,56,2,41
"60QH000591",158,104,3,51
"60QH000592",158,101,2,55
"60QH000593",103,56,6,41
"60QH000594",58,29,7,22
"60QH000595",99,64,4,31
"60QH000596",50,28,7,15
"60QH000597",115,50,14,51
"60QH000598",124,65,1,58
"60QH000599",113,66,8,39
"60QH000600",40,16,2,22
"60QH000601",98,58,2,38
"60QH000602",116,76,6,34
"60QH000603",82,53,2,27
"60QH000604",116,88,2,26
"60QH000605",85,59,2,24
"60QH000606",79,56,4,19
"60QH000607",83,50,0,33
"60QH000608",49,30,3,16
"60QH000609",90,68,1,21
"60QH000610",106,61,4,41
"60QH000611",101,60,4,37
"60QH000612",107,52,3,52
"60QH000613",78,52,1,25
"60QH000614",71,34,4,33
"60QH000615",82,37,10,35
"60QH000616",120,59,5,56
"60QH000617",78,42,1,35
"60QH000618",84,22,3,59
"60QH000619",78,39,8,31
"60QH000620",75,43,2,30
"60QH000621",58,32,1,25
"60QH000622",126,72,6,48
"60QH000623",147,112,2,33
"60QH000624",129,86,3,40
"60QH000625",104,76,6,22
"60QH000626",95,61,2,32
"60QH000627",62,32,2,28
"60QH000628",50,24,4,22
"60QH000629",84,50,9,25
"60QH000630",99,69,13,17
"60QH000631",105,54,8,43
"60QH000632",111,71,3,37
"60QH000633",40,17,0,23
"60QH000634",149,86,4,59
"60QH000635",62,47,1,14
"60QH000636",73,34,1,38
"60QH000637",141,97,2,42
"60QH000638",89,61,0,28
"60QH000639",116,75,0,41
"60QH000640",84,59,3,22
"60QH000641",72,53,3,16
"60QH000642",75,53,3,19
"60QH000643",83,40,3,40
"60QH000644",84,48,3,33
"60QH000645",57,32,3,22
"60QH000646",71,35,2,34
"60QH000647",82,49,9,24
"60QH000648",84,49,10,25
"60QH000649",100,57,3,40
"60QH000650",80,45,13,22
"60QH000651",94,44,12,38
"60QH000652",109,48,8,53
"60QH000653",66,30,13,23
"60QH000654",145,96,1,48
"60QH000655",92,60,2,30
"60QH000656",120,86,4,30
"60QH000657",86,54,7,25
"60QH000658",80,43,0,37
"60QH000659",82,44,0,38
"60QH000660",74,42,1,31
"60QH000661",72,50,2,20
"60QH000662",104,66,4,34
"60QH000663",61,36,1,24
"60QH000664",103,60,5,38
"60QH000665",55,32,3,20
"60QH000666",55,39,0,16
"60QH000667",61,37,0,24
"60QH000668",108,61,4,43
"60QH000669",83,52,4,27
"60QH000670",102,72,2,28
"60QH000671",111,52,12,47
"60QH000672",109,56,8,45
"60QH000673",89,50,2,37
"60QH000674",103,70,3,30
"60QH000675",68,58,1,9
"60QH000676",104,84,1,19
"60QH000677",102,73,3,26
"60QH000678",78,57,1,20
"60QH000679",120,55,0,65
"60QH000680",54,32,1,21
"60QH000681",89,63,5,21
"60QH000682",89,42,15,32
"60QH000683",69,46,2,21
"60QH000684",90,47,6,37
"60QH000685",100,71,2,27
"60QH000686",96,72,3,21
"60QH000687",84,60,0,24
"60QH000688",92,43,6,43
"60QH000689",77,40,6,31
"60QH000690",66,39,1,26
"60QH000691",77,48,2,27
"60QH000692",91,68,1,22
"60QH000693",125,95,4,26
"60QH000694",126,86,1,39
"60QH000695",86,57,1,28
"60QH000696",82,51,2,29
"60QH000697",135,91,2,42
"60QH000698",105,65,2,38
"60QH000699",107,79,3,25
"60QH000700",58,52,1,5
"60QH000701",101,71,3,27
"60QH000702",101,74,3,24
"60QH000703",112,82,0,30
"60QH000704",109,87,2,20
"60QH000705",125,95,6,24
"60QH000706",116,97,1,18
"60QH000707",93,67,1,25
"60QH000708",112,69,1,42
"60QH000709",70,56,0,14
"60QH000710",123,86,3,34
"60QH000711",62,41,1,20
"60QH000712",121,73,0,48
"60QH000713",144,107,4,33
"60QH000714",140,107,1,32
"60QH000715",102,80,2,20
"60QH000716",69,54,1,14
"60QH000717",91,69,0,22
"60QH000718",63,50,3,10
"60QH000719",97,75,0,22
"60QH000720",92,65,8,19
"60QH000721",51,36,0,15
"60QH000722",73,56,1,16
"60QH000723",93,45,1,47
"60QH000724",64,31,1,32
"60QH000725",95,64,4,27
"60QH000726",85,47,5,33
"60QH000727",67,37,3,27
"60QH000728",108,58,6,44
"60QH000729",92,55,1,36
"60QH000730",54,34,5,15
"60QH000731",96,58,1,37
"60QH000732",77,45,3,29
"60QH000733",78,34,4,40
"60QH000734",63,29,4,30
"60QH000735",84,41,3,40
"60QH000736",88,51,2,35
"60QH000737",91,48,7,36
"60QH000738",67,47,7,13
"60QH000739",65,33,1,31
"60QH000740",60,39,2,19
"60QH000741",74,38,3,33
"60QH000742",64,30,1,33
"60QH000743",71,37,2,32
"60QH000744",32,22,1,9
"60QH000745",46,26,3,17
"60QH000746",73,46,5,22
"60QH000747",92,62,0,30
"60QH000748",70,33,3,34
"60QH000749",52,37,2,13
"60QH000750",51,32,3,16
"60QH000751",93,48,8,37
"60QH000752",89,64,2,23
"60QH000753",122,71,5,46
"60QH000754",120,70,5,45
"60QH000755",105,68,3,34
"60QH000756",95,60,1,34
"60QH000757",76,44,4,28
"60QH000758",53,32,5,16
"60QH000759",58,34,2,22
"60QH000760",91,31,15,45
"60QH000761",94,46,6,42
"60QH000762",58,29,3,26
"60QH000763",103,51,1,51
"60QH000764",134,69,6,59
"60QH000765",171,50,5,116
"60QH000766",99,54,9,36
"60QH000767",108,62,4,42
"60QH000768",76,41,7,28
"60QH000769",83,55,2,26
"60QH000770",61,32,7,22
"60QH000771",48,26,2,20
"60QH000772",119,53,12,54
"60QH000773",121,63,5,53
"60QH000774",82,40,1,41
"60QH000775",85,35,1,49
"60QH000776",74,35,4,35
"60QH000777",128,77,1,50
"60QH000778",111,60,4,47
"60QH000779",115,52,7,56
"60QH000780",81,53,7,21
"60QH000781",71,26,5,40
"60QH000782",101,64,3,34
"60QH000783",87,45,11,31
"60QH000784",62,24,12,26
"60QH000785",59,34,1,24
"60QH000786",85,23,12,50
"60QH000787",106,38,21,47
"60QH000788",101,36,12,53
"60QH000789",104,48,7,49
"60QH000790",75,40,6,29
"60QH000791",90,51,4,35
"60QH000792",65,31,7,27
"60QH000793",96,52,2,42
"60QH000794",93,38,6,49
"60QH000795",89,50,6,33
"60QH000796",139,91,5,43
"60QH000797",87,52,5,30
"60QH000798",44,19,3,22
"60QH000799",79,31,11,37
"60QH000800",61,20,7,34
"60QH000801",102,41,18,43
"60QH000802",126,57,15,54
"60QH000803",65,28,11,26
"60QH000804",73,30,9,34
"60QH000805",61,30,4,27
"60QH000806",64,37,6,21
"60QH000807",85,36,13,36
"60QH000808",52,29,4,19
"60QH000809",89,31,9,49
"60QH000810",71,40,4,27
"60QH000811",68,33,6,29
"60QH000812",65,38,4,23
"60QH000813",58,26,6,26
"60QH000814",96,42,11,43
"60QH000815",77,38,2,37
"60QH000816",54,24,6,24
"60QH000817",68,29,2,37
"60QH000818",83,29,11,43
"60QH000819",59,22,4,33
"60QH000820",51,24,3,24
"60QH000821",121,85,1,35
"60QH000822",84,49,3,32
"60QH000823",73,29,8,36
"60QH000824",86,45,9,32
"60QH000825",111,51,14,46
"60QH000826",84,57,1,26
"60QH000827",97,52,5,40
"60QH000828",105,55,9,41
"60QH000829",85,39,2,44
"60QH000830",81,44,7,30
"60QH000831",125,74,5,46
"60QH000832",105,60,4,41
"60QH000833",93,44,6,43
"60QH000834",99,62,8,29
"60QH000835",70,36,7,27
"60QH000836",113,65,7,41
"60QH000837",102,56,8,38
"60QH000838",69,42,7,20
"60QH000839",96,77,3,16
"60QH000840",111,75,7,29
"60QH000841",75,46,3,26
"60QH000842",98,72,1,25
"60QH000843",97,54,3,40
"60QH000844",51,36,2,13
"60QH000845",89,47,3,39
"60QH000846",110,70,5,35
"60QH000847",141,80,16,45
"60QH000848",124,86,3,35
"60QH000849",105,66,4,35
"60QH000850",88,59,2,27
"60QH000851",76,43,3,30
"60QH000852",87,53,3,31
"60QH000853",55,18,0,37
"60QH000854",72,40,1,31
"60QH000855",123,59,2,62
"60QH000856",129,76,5,48
"60QH000857",129,73,6,50
"60QH000858",139,79,7,53
"60QH000859",54,26,0,28
"60QH000860",86,49,4,33
"60QH000861",82,44,3,35
"60QH000862",88,50,0,38
"60QH000863",98,51,4,43
"60QH000864",124,74,5,45
"60QH000865",102,77,3,22
"60QH000866",110,79,6,25
"60QH000867",154,116,1,37
"60QH000868",93,47,1,45
"60QH000869",101,64,0,37
"60QH000870",120,74,3,43
"60QH000871",90,58,1,31
"60QH000872",133,116,4,13
"60QH000873",133,97,4,32
"60QH000874",66,41,2,23
"60QH000875",62,36,2,24
"60QH000876",88,44,2,42
"60QH000877",71,26,0,45
"60QH000878",91,53,0,38
"60QH000879",98,65,1,32
"60QH000880",93,64,1,28
"60QH000881",49,28,0,21
"60QH000882",86,40,2,44
"60QH000883",98,62,3,33
"60QH000884",89,54,8,27
"60QH000885",81,42,4,35
"60QH000886",41,23,1,17
"60QH000887",53,25,5,23
"60QH000888",77,47,4,26
"60QH000889",66,41,2,23
"60QH000890",125,86,5,34
"60QH000891",64,37,2,25
"60QH000892",115,68,13,34
"60QH000893",134,84,5,45
"60QH000894",114,64,8,42
"60QH000895",60,38,1,21
"60QH000896",137,90,0,47
"60QH000897",107,58,5,44
"60QH000898",63,25,1,37
"60QH000899",106,55,11,40
"60QH000900",119,67,10,42
"60QH000901",110,82,6,22
"60QH000902",60,41,4,15
"60QH000903",147,84,12,51
"60QH000904",86,65,1,20
"60QH000905",87,46,4,37
"60QH000906",99,63,5,31
"60QH000907",70,49,1,20
"60QH000908",83,55,3,25
"60QH000909",99,61,0,38
"60QH000910",115,62,7,46
"60QH000911",134,72,2,60
"60QH000912",79,50,1,28
"60QH000913",106,58,3,45
"60QH000914",74,53,3,18
"60QH000915",89,57,1,31
"60QH000916",80,55,0,25
"60QH000917",48,15,5,28
"60QH000918",80,55,1,24
"60QH000919",115,74,2,39
"60QH000920",115,84,1,30
"60QH000921",72,50,2,20
"60QH000922",79,55,7,17
"60QH000923",66,51,0,15
"60QH000924",95,64,3,28
"60QH000925",92,67,2,23
"60QH000926",128,82,2,44
"60QH000927",51,33,0,18
"60QH000928",52,41,2,9
"60QH000929",123,100,3,20
"60QH000930",102,67,2,33
"60QH000931",52,33,1,18
"60QH000932",35,23,2,10
"60QH000933",84,39,2,43
"60QH000934",72,45,0,27
"60QH000935",83,36,4,43
"60QH000936",67,36,2,29
"60QH000937",91,54,6,31
"60QH000938",90,57,0,33
"60QH000939",87,42,4,41
"60QH000940",100,61,2,37
"60QH000941",37,11,0,26
"60QH000942",116,54,5,57
"60QH000943",35,17,1,17
"60QH000944",129,80,12,37
"60QH000945",87,49,3,35
"60QH000946",122,74,3,45
"60QH000947",105,71,3,31
"60QH000948",70,42,3,25
"60QH000949",60,35,2,23
"60QH000950",77,45,1,31
"60QH000951",72,32,2,38
"60QH000952",56,27,1,28
"60QH000953",78,41,4,33
"60QH000954",102,59,2,41
"60QH000955",91,64,2,25
"60QH000956",78,31,3,44
"60QH000957",90,48,3,39
"60QH000958",85,48,3,34
"60QH000959",61,43,1,17
"60QH000960",47,23,1,23
"60QH000961",85,42,8,35
"60QH000962",75,41,4,30
"60QH000963",94,55,4,35
"60QH000964",63,32,3,28
"60QH000965",95,44,5,46
"60QH000966",84,47,2,35
"60QH000967",128,61,9,58
"60QH000968",112,43,8,61
"60QH000969",130,75,11,44
"60QH000970",124,69,13,42
"60QH000971",91,48,10,33
"60QH000972",76,29,2,45
"60QH000973",72,22,9,41
"60QH000974",76,40,5,31
"60QH000975",73,45,2,26
"60QH000976",78,34,3,41
"60QH000977",73,48,3,22
"60QH000978",81,25,9,47
"60QH000979",40,20,0,20
"60QH000980",41,16,5,20
"60QH000981",109,61,3,45
"60QH000982",89,47,8,34
"60QH000983",39,13,4,22
"60QH000984",45,8,0,37
"60QH000985",63,12,4,47
"60QH000986",51,9,9,33
"60QH000987",78,30,7,41
"60QH000988",103,44,9,50
"60QH000989",63,28,4,31
"60QH000990",78,26,12,40
"60QH000991",95,35,11,49
"60QH000992",63,38,3,22
"60QH000993",59,33,1,25
"60QH000994",49,32,1,16
"60QH000995",47,39,0,8
"60QH000996",68,47,1,20
"60QH000997",72,43,0,29
"60QH000998",83,46,5,32
"60QH000999",39,27,0,12
"60QH001000",60,35,0,25
"60QH001001",90,70,0,20
"60QH001002",78,51,0,27
"60QH001003",47,31,3,13
"60QH001004",84,50,5,29
"60QH001005",62,34,3,25
"60QH001006",97,60,2,35
"60QH001007",87,55,2,30
"60QH001008",60,42,0,18
"60QH001009",69,57,0,12
"60QH001010",56,24,2,30
"60QH001011",86,56,3,27
"60QH001012",88,64,3,21
"60QH001013",56,41,1,14
"60QH001014",81,46,3,32
"60QH001015",51,40,2,9
"60QH001016",86,58,6,22
"60QH001017",42,29,3,10
"60QH001018",126,75,3,48
"60QH001019",41,28,1,12
"60QH001020",34,23,1,10
"60QH001021",56,26,0,30
"60QH001022",51,26,1,24
"60QH001023",69,42,5,22
"60QH001024",49,26,2,21
"60QH001025",95,63,3,29
"60QH001026",44,35,2,7
"60QH001027",92,56,5,31
"60QH001028",78,53,4,21
"60QH001029",40,24,0,16
"60QH001030",65,44,1,20
"60QH001031",93,70,0,23
"60QH001032",67,41,1,25
"60QH001033",81,49,4,28
"60QH001034",42,24,3,15
"60QH001035",85,51,7,27
"60QH001036",74,50,0,24
"60QH001037",64,31,3,30
"60QH001038",45,30,0,15
"60QH001039",85,59,2,24
"60QH001040",100,58,3,39
"60QH001041",122,66,2,54
"60QH001042",93,58,5,30
"60QH001043",91,52,4,35
"60QH001044",90,51,2,37
"60QH001045",95,53,5,37
"60QH001046",84,42,2,40
"60QH001047",66,38,0,28
"60QH001048",64,36,1,27
"60QH001049",83,49,3,31
"60QH001050",132,75,3,54
"60QH001051",86,58,4,24
"60QH001052",80,45,1,34
"60QH001053",74,54,3,17
"60QH001054",112,74,2,36
"60QH001055",93,55,1,37
"60QH001056",109,81,1,27
"60QH001057",54,42,5,7
"60QH001058",70,44,3,23
"60QH001059",58,34,1,23
"60QH001060",89,49,2,38
"60QH001061",89,46,1,42
"60QH001062",78,44,1,33
"60QH001063",73,39,2,32
"60QH001064",69,42,1,26
"60QH001065",76,38,2,36
"60QH001066",41,14,2,25
"60QH001067",54,27,3,24
"60QH001068",97,57,2,38
"60QH001069",66,34,3,29
"60QH001070",46,17,1,28
"60QH001071",61,26,6,29
"60QH001072",79,53,3,23
"60QH001073",83,52,6,25
"60QH001074",102,54,6,42
"60QH001075",52,25,0,27
"60QH001076",87,49,4,34
"60QH001077",62,42,2,18
"60QH001078",63,46,3,14
"60QH001079",93,65,5,23
"60QH001080",59,38,4,17
"60QH001081",44,32,1,11
"60QH001082",69,35,0,34
"60QH001083",47,33,0,14
"60QH001084",48,23,0,25
"60QH001085",66,41,1,24
"60QH001086",61,45,0,16
"60QH001087",128,96,1,31
"60QH001088",45,22,8,15
"60QH001089",59,33,1,25
"60QH001090",58,39,2,17
"60QH001091",99,56,6,37
"60QH001092",59,35,1,23
"60QH001093",50,22,4,24
"60QH001094",129,65,6,58
"60QH001095",67,49,3,15
"60QH001096",78,39,3,36
"60QH001097",81,50,4,27
"60QH001098",126,71,2,53
"60QH001099",94,61,2,31
"60QH001100",40,33,0,7
"60QH001101",103,63,7,33
"60QH001102",64,47,1,16
"60QH001103",81,34,8,39
"60QH001104",52,26,1,25
"60QH001105",93,60,8,25
"60QH001106",90,46,6,38
"60QH001107",44,26,7,11
"60QH001108",78,47,2,29
"60QH001109",68,46,2,20
"60QH001110",45,30,8,7
"60QH001111",54,26,4,24
"60QH001112",51,38,2,11
"60QH001113",72,56,4,12
"60QH001114",87,42,7,38
"60QH001115",57,37,3,17
"60QH001116",72,49,4,19
"60QH001117",67,32,4,31
"60QH001118",74,44,2,28
"60QH001119",72,44,5,23
"60QH001120",59,34,1,24
"60QH001121",73,51,3,19
"60QH001122",72,48,2,22
"60QH001123",80,48,2,30
"60QH001124",92,57,3,32
"60QH001125",81,54,6,21
"60QH001126",97,73,2,22
"60QH001127",136,102,1,33
"60QH001128",103,54,9,40
"60QH001129",48,26,1,21
"60QH001130",120,58,3,59
"60QH001131",118,47,12,59
"60QH001132",79,44,2,33
"60QH001133",94,66,3,25
"60QH001134",88,50,0,38
"60QH001135",55,35,4,16
"60QH001136",56,42,0,14
"60QH001137",94,64,1,29
"60QH001138",63,29,1,33
"60QH001139",103,72,1,30
"60QH001140",76,37,4,35
"60QH001141",41,26,1,14
"60QH001142",156,91,5,60
"60QH001143",112,63,4,45
"60QH001144",40,19,2,19
"60QH001145",79,46,10,23
"60QH001146",79,43,5,31
"60QH001147",87,59,3,25
"60QH001148",64,30,1,33
"60QH001149",86,55,2,29
"60QH001150",130,76,9,45
"60QH001151",59,26,2,31
"60QH001152",80,47,4,29
"60QH001153",50,26,2,22
"60QH001154",49,31,2,16
"60QH001155",89,44,6,39
"60QH001156",68,45,3,20
"60QH001157",91,31,16,44
"60QH001158",82,35,10,37
"60QH001159",102,56,9,37
"60QH001160",71,52,1,18
"60QH001161",113,78,3,32
"60QH001162",40,14,0,26
"60QH001163",54,18,8,28
"60QH001164",37,16,4,17
"60QH001165",85,45,7,33
"60QH001166",97,76,1,20
"60QH001167",103,49,4,50
"60QH001168",134,68,6,60
"60QH001169",39,11,1,27
"60QH001170",58,38,1,19
"60QH001171",61,21,2,38
"60QH001172",72,40,1,31
"60QH001173",92,50,1,41
"60QH001174",43,19,0,24
"60QH001175",68,37,6,25
"60QH001176",56,27,2,27
"60QH001177",62,42,2,18
"60QH001178",116,65,0,51
"60QH001179",80,39,3,38
"60QH001180",70,51,3,16
"60QH001181",98,56,1,41
"60QH001182",53,31,1,21
"60QH001183",83,50,3,30
"60QH001184",69,44,4,21
"60QH001185",45,30,5,10
"60QH001186",115,66,9,40
"60QH001187",41,21,4,16
"60QH001188",100,63,4,33
"60QH001189",102,76,1,25
"60QH001190",69,49,1,19
"60QH001191",25,2,0,23
"60QH001192",79,44,10,25
"60QH001193",62,27,2,33
"60QH001194",109,52,3,54
"60QH001195",78,40,9,29
"60QH001196",54,29,6,19
"60QH001197",109,81,2,26
"60QH001198",104,50,3,51
"60QH001199",74,14,3,57
"60QH001200",146,80,7,59
"60QH001201",107,64,1,42
"60QH001202",137,105,2,30
"60QH001203",106,82,2,22
"60QH001204",122,73,5,44
"60QH001205",108,76,1,31
"60QH001206",93,66,2,25
"60QH001207",93,53,2,38
"60QH001208",71,34,2,35
"60QH001209",87,62,4,21
"60QH001210",72,37,2,33
"60QH001211",86,53,5,28
"60QH001212",50,22,3,25
"60QH001213",47,34,1,12
"60QH001214",92,56,2,34
"60QH001215",94,52,4,38
"60QH001216",101,52,2,47
"60QH001217",88,37,5,46
"60QH001218",62,39,1,22
"60QH001219",101,65,12,24
"60QH001220",58,35,1,22
"60QH001221",147,72,7,68
"60QH001222",73,35,5,33
"60QH001223",65,22,9,34
"60QH001224",70,54,2,14
"60QH001225",75,39,2,34
"60QH001226",108,80,2,26
"60QH001227",72,41,4,27
"60QH001228",89,57,2,30
"60QH001229",102,71,0,31
"60QH001230",58,22,4,32
"60QH001231",103,50,1,52
"60QH001232",68,48,1,19
"60QH001233",112,57,14,41
"60QH001234",70,46,3,21
"60QH001235",79,48,2,29
"60QH001236",154,133,3,18
"60QH001237",94,79,3,12
"60QH001238",96,74,3,19
"60QH001239",118,78,3,37
"60QH001240",88,64,3,21
"60QH001241",55,37,0,18
"60QH001242",110,82,5,23
"60QH001243",83,59,0,24
"60QH001244",96,65,2,29
"60QH001245",49,29,0,20
"60QH001246",113,65,6,42
"60QH001247",75,49,4,22
"60QH001248",55,33,1,21
"60QH001249",111,73,4,34
"60QH001250",61,40,1,20
"60QH001251",69,44,0,25
"60QH001252",93,60,2,31
"60QH001253",54,35,5,14
"60QH001254",74,50,0,24
"60QH001255",85,55,3,27
"60QH001256",50,22,0,28
"60QJ000001",91,5,0,86
"60QJ000002",105,15,21,69
"60QJ000003",202,32,10,160
"60QJ000004",136,37,5,94
"60QJ000005",78,22,4,52
"60QJ000006",107,45,0,62
"60QJ000007",95,42,3,50
"60QJ000008",47,20,4,23
"60QJ000009",101,62,3,36
"60QJ000010",80,38,7,35
"60QJ000011",164,68,10,86
"60QJ000012",71,26,3,42
"60QJ000013",58,24,2,32
"60QJ000014",150,65,2,83
"60QJ000015",75,39,3,33
"60QJ000016",78,41,1,36
"60QJ000017",131,52,0,79
"60QJ000018",138,34,10,94
"60QJ000019",332,46,2,284
"60QJ000020",113,34,3,76
"60QJ000021",81,17,0,64
"60QJ000022",110,27,3,80
"60QJ000023",59,28,8,23
"60QJ000024",123,41,11,71
"60QJ000025",61,23,8,30
"60QJ000026",117,37,8,72
"60QJ000027",99,17,13,69
"60QJ000028",60,21,15,24
"60QJ000029",96,35,5,56
"60QJ000030",83,32,9,42
"60QJ000031",78,21,12,45
"60QJ000032",75,46,4,25
"60QJ000033",132,53,2,77
"60QJ000034",68,37,2,29
"60QJ000035",51,24,0,27
"60QJ000036",53,16,4,33
"60QJ000037",82,33,7,42
"60QJ000038",81,20,4,57
"60QJ000039",53,21,3,29
"60QJ000040",95,35,9,51
"60QJ000041",113,39,6,68
"60QJ000042",92,33,9,50
"60QJ000043",118,72,1,45
"60QJ000044",85,58,2,25
"60QJ000045",82,47,4,31
"60QJ000046",61,36,1,24
"60QJ000047",71,39,2,30
"60QJ000048",99,61,5,33
"60QJ000049",78,46,4,28
"60QJ000050",102,62,4,36
"60QJ000051",187,27,1,159
"60QJ000052",93,58,2,33
"60QJ000053",144,78,6,60
"60QJ000054",112,52,2,58
"60QJ000055",99,54,2,43
"60QJ000056",57,39,1,17
"60QJ000057",115,62,5,48
"60QJ000058",321,58,1,262
"60QJ000059",128,76,1,51
"60QJ000060",103,55,6,42
"60QJ000061",102,62,2,38
"60QJ000062",89,54,1,34
"60QJ000063",49,31,2,16
"60QJ000064",97,35,7,55
"60QJ000065",54,21,2,31
"60QJ000066",96,51,3,42
"60QJ000067",61,30,9,22
"60QJ000068",58,24,4,30
"60QJ000069",34,5,3,26
"60QJ000070",99,59,3,37
"60QJ000071",73,40,2,31
"60QJ000072",70,20,1,49
"60QJ000073",89,32,8,49
"60QJ000074",92,40,4,48
"60QJ000075",124,45,6,73
"60QJ000076",85,28,5,52
"60QJ000077",103,33,0,70
"60QJ000078",88,34,10,44
"60QJ000079",52,22,6,24
"60QJ000080",180,41,0,139
"60QJ000081",99,54,4,41
"60QJ000082",135,58,3,74
"60QJ000083",116,47,4,65
"60QJ000084",109,58,1,50
"60QJ000085",95,38,3,54
"60QJ000086",109,55,3,51
"60QJ000087",138,91,9,38
"60QJ000088",95,59,0,36
"60QJ000089",83,56,3,24
"60QJ000090",46,18,1,27
"60QJ000091",107,30,4,73
"60QJ000092",31,7,0,24
"60QJ000093",119,30,5,84
"60QJ000094",81,55,2,24
"60QJ000095",160,98,3,59
"60QJ000096",45,29,1,15
"60QJ000097",99,51,1,47
"60QJ000098",109,65,5,39
"60QJ000099",46,38,2,6
"60QJ000100",104,73,5,26
"60QJ000101",171,77,9,85
"60QJ000102",106,47,4,55
"60QJ000103",79,39,4,36
"60QJ000104",83,43,3,37
"60QJ000105",92,42,6,44
"60QJ000106",40,8,0,32
"60QJ000107",75,30,1,44
"60QJ000108",73,31,1,41
"60QJ000109",87,56,4,27
"60QJ000110",96,55,9,32
"60QJ000111",88,57,0,31
"60QJ000112",100,56,0,44
"60QJ000113",99,52,0,47
"60QJ000114",92,53,4,35
"60QJ000115",64,42,1,21
"60QJ000116",106,66,1,39
"60QJ000117",93,44,1,48
"60QJ000118",71,40,1,30
"60QJ000119",81,47,2,32
"60QJ000120",108,63,2,43
"60QJ000121",81,58,2,21
"60QJ000122",83,58,7,18
"60QJ000123",77,54,1,22
"60QJ000124",68,38,1,29
"60QJ000125",37,10,0,27
"60QJ000126",77,42,2,33
"60QJ000127",58,25,1,32
"60QJ000128",106,64,1,41
"60QJ000129",113,74,7,32
"60QJ000130",111,62,5,44
"60QJ000131",96,50,7,39
"60QJ000132",86,41,1,44
"60QJ000133",67,29,6,32
"60QJ000134",58,31,1,26
"60QJ000135",98,50,3,45
"60QJ000136",48,14,2,32
"60QJ000137",41,15,1,25
"60QJ000138",55,16,1,38
"60QJ000139",37,15,0,22
"60QJ000140",73,29,1,43
"60QJ000141",82,50,3,29
"60QJ000142",76,43,5,28
"60QJ000143",46,25,5,16
"60QJ000144",100,54,5,41
"60QJ000145",67,21,1,45
"60QJ000146",71,43,0,28
