"output_area","total","good","not_good"
"S00123525",91,89,2
"S00123526",102,81,21
"S00123527",122,114,8
"S00123528",137,126,11
"S00123529",108,94,14
"S00123530",73,68,5
"S00123531",95,78,17
"S00123532",95,78,17
"S00123533",88,74,14
"S00123534",70,62,8
"S00123535",108,98,10
"S00123536",62,55,7
"S00123537",77,75,2
"S00123538",100,91,9
"S00123539",186,174,12
"S00123540",135,121,14
"S00123541",90,82,8
"S00123542",136,129,7
"S00123543",153,140,13
"S00123544",161,143,18
"S00123545",112,100,12
"S00123546",143,122,21
"S00123547",119,98,21
"S00123548",91,84,7
"S00123549",135,123,12
"S00123550",104,96,8
"S00123551",100,88,12
"S00123552",96,86,10
"S00123553",95,90,5
"S00123554",94,88,6
"S00123555",104,95,9
"S00123556",84,74,10
"S00123557",120,111,9
"S00123558",87,75,12
"S00123559",178,163,15
"S00123560",110,105,5
"S00123561",95,87,8
"S00123562",102,97,5
"S00123563",81,69,12
"S00123564",72,64,8
"S00123565",129,115,14
"S00123566",64,54,10
"S00123567",93,89,4
"S00123568",99,86,13
"S00123569",155,140,15
"S00123570",112,100,12
"S00123571",103,95,8
"S00123572",94,83,11
"S00123573",86,75,11
"S00123574",166,142,24
"S00123575",169,154,15
"S00123576",141,131,10
"S00123577",104,99,5
"S00123578",213,201,12
"S00123579",117,106,11
"S00123580",174,166,8
"S00123581",106,91,15
"S00123582",139,131,8
"S00123583",62,55,7
"S00123584",121,115,6
"S00123585",95,90,5
"S00123586",132,121,11
"S00123587",101,93,8
"S00123588",102,93,9
"S00123589",138,131,7
"S00123590",149,137,12
"S00123591",67,61,6
"S00123592",63,52,11
"S00123593",143,137,6
"S00123594",81,78,3
"S00123595",93,78,15
"S00123596",122,113,9
"S00123597",65,59,6
"S00123598",141,127,14
"S00123599",85,79,6
"S00123600",142,132,10
"S00123601",219,200,19
"S00123602",165,145,20
"S00123603",126,119,7
"S00123604",91,82,9
"S00123605",146,134,12
"S00123606",94,84,10
"S00123607",135,126,9
"S00123608",68,56,12
"S00123609",73,68,5
"S00123610",91,88,3
"S00123611",165,160,5
"S00123612",163,148,15
"S00123613",199,191,8
"S00123614",132,115,17
"S00123615",104,96,8
"S00123616",105,94,11
"S00123617",98,89,9
"S00123618",124,104,20
"S00123619",156,143,13
"S00123620",125,112,13
"S00123621",98,94,4
"S00123622",90,86,4
"S00123623",104,89,15
"S00123624",129,117,12
"S00123625",104,84,20
"S00123626",185,175,10
"S00123627",131,123,8
"S00123628",146,141,5
"S00123629",139,129,10
"S00123630",158,147,11
"S00123631",136,125,11
"S00123632",159,145,14
"S00123633",88,79,9
"S00123634",86,79,7
"S00123635",159,149,10
"S00123636",133,124,9
"S00123637",92,86,6
"S00123638",163,153,10
"S00123639",94,76,18
"S00123640",99,89,10
"S00123641",173,159,14
"S00123642",185,169,16
"S00123643",198,189,9
"S00123644",102,90,12
"S00123645",88,81,7
"S00123646",85,79,6
"S00123647",159,140,19
"S00123648",90,80,10
"S00123649",159,146,13
"S00123650",174,163,11
"S00123651",171,158,13
"S00123652",75,66,9
"S00123653",128,125,3
"S00123654",107,105,2
"S00123655",104,98,6
"S00123656",132,126,6
"S00123657",98,90,8
"S00123658",111,101,10
"S00123659",154,142,12
"S00123660",97,90,7
"S00123661",164,151,13
"S00123662",140,123,17
"S00123663",110,94,16
"S00123664",122,112,10
"S00123665",81,70,11
"S00123666",143,140,3
"S00123667",75,73,2
"S00123668",126,122,4
"S00123669",111,101,10
"S00123670",187,175,12
"S00123671",126,115,11
"S00123672",111,102,9
"S00123673",141,122,19
"S00123674",105,94,11
"S00123675",160,142,18
"S00123676",123,115,8
"S00123677",104,96,8
"S00123678",104,86,18
"S00123679",149,138,11
"S00123680",115,100,15
"S00123681",184,166,18
"S00123682",96,93,3
"S00123683",88,82,6
"S00123684",108,98,10
"S00123685",95,78,17
"S00123686",107,101,6
"S00123687",107,99,8
"S00123688",133,122,11
"S00123689",109,94,15
"S00123690",103,98,5
"S00123691",145,126,19
"S00123692",198,191,7
"S00123693",154,149,5
"S00123694",109,107,2
"S00123695",196,176,20
"S00123696",129,121,8
"S00123697",84,74,10
"S00123698",142,130,12
"S00123699",88,79,9
"S00123700",114,106,8
"S00123701",123,113,10
"S00123702",91,80,11
"S00123703",123,113,10
"S00123704",66,60,6
"S00123705",156,153,3
"S00123706",91,88,3
"S00123707",89,80,9
"S00123708",105,92,13
"S00123709",168,154,14
"S00123710",97,80,17
"S00123711",86,80,6
"S00123712",64,51,13
"S00123713",81,71,10
"S00123714",140,124,16
"S00123715",136,131,5
"S00123716",112,107,5
"S00123717",96,91,5
"S00123718",93,87,6
"S00123719",111,109,2
"S00123720",168,157,11
"S00123721",148,132,16
"S00123722",105,92,13
"S00123723",62,56,6
"S00123724",127,112,15
"S00123725",96,91,5
"S00123726",84,74,10
"S00123727",172,158,14
"S00123728",147,133,14
"S00123729",84,72,12
"S00123730",117,106,11
"S00123731",88,81,7
"S00123732",153,138,15
"S00123733",141,132,9
"S00123734",179,173,6
"S00123735",129,115,14
"S00123736",136,123,13
"S00123737",129,124,5
"S00123738",123,123,0
"S00123739",67,64,3
"S00123740",147,141,6
"S00123741",165,161,4
"S00123742",157,145,12
"S00123743",93,90,3
"S00123744",143,139,4
"S00123745",117,110,7
"S00123746",155,147,8
"S00123747",128,120,8
"S00123748",141,136,5
"S00123749",98,90,8
"S00123750",71,66,5
"S00123751",72,63,9
"S00123752",74,70,4
"S00123753",62,60,2
"S00123754",110,98,12
"S00123755",93,84,9
"S00123756",111,96,15
"S00123757",150,137,13
"S00123758",159,148,11
"S00123759",200,195,5
"S00123760",70,62,8
"S00123761",162,138,24
"S00123762",167,160,7
"S00123763",105,88,17
"S00123764",68,62,6
"S00123765",79,68,11
"S00123766",80,48,32
"S00123767",140,135,5
"S00123768",164,152,12
"S00123769",93,83,10
"S00123770",160,154,6
"S00123771",218,174,44
"S00123772",147,139,8
"S00123773",127,122,5
"S00123774",151,137,14
"S00123775",164,150,14
"S00123776",141,125,16
"S00123777",146,133,13
"S00123778",140,121,19
"S00123779",148,131,17
"S00123780",54,53,1
"S00123781",107,90,17
"S00123782",65,57,8
"S00123783",136,129,7
"S00123784",63,59,4
"S00123785",132,122,10
"S00123786",124,118,6
"S00123787",99,85,14
"S00123788",95,88,7
"S00123789",160,144,16
"S00123790",178,168,10
"S00123791",135,128,7
"S00123792",103,94,9
"S00123793",120,104,16
"S00123794",116,109,7
"S00123795",103,87,16
"S00123796",83,65,18
"S00123797",65,47,18
"S00123798",60,51,9
"S00123799",183,165,18
"S00123800",172,156,16
"S00123801",108,103,5
"S00123802",130,119,11
"S00123803",129,122,7
"S00123804",147,138,9
"S00123805",169,154,15
"S00123806",163,156,7
"S00123807",135,128,7
"S00123808",165,146,19
"S00123809",139,125,14
"S00123810",71,61,10
"S00123811",148,135,13
"S00123812",160,145,15
"S00123813",125,112,13
"S00123814",55,52,3
"S00123815",75,70,5
"S00123816",74,62,12
"S00123817",140,127,13
"S00123818",114,104,10
"S00123819",100,92,8
"S00123820",60,48,12
"S00123821",104,97,7
"S00123822",184,166,18
"S00123823",96,89,7
"S00123824",158,150,8
"S00123825",165,164,1
"S00123826",95,88,7
"S00123827",90,84,6
"S00123828",71,69,2
"S00123829",82,77,5
"S00123830",111,100,11
"S00123831",116,106,10
"S00123832",105,99,6
"S00123833",145,133,12
"S00123834",99,90,9
"S00123835",146,142,4
"S00123836",51,51,0
"S00123837",75,68,7
"S00123838",81,71,10
"S00123839",83,74,9
"S00123840",88,77,11
"S00123841",92,75,17
"S00123842",135,124,11
"S00123843",118,108,10
"S00123844",118,106,12
"S00123845",116,103,13
"S00123846",87,74,13
"S00123847",80,75,5
"S00123848",128,116,12
"S00123849",58,54,4
"S00123850",66,66,0
"S00123851",120,116,4
"S00123852",161,145,16
"S00123853",106,89,17
"S00123854",52,50,2
"S00123855",105,100,5
"S00123856",131,126,5
"S00123857",97,93,4
"S00123858",68,62,6
"S00123859",54,43,11
"S00123860",115,104,11
"S00123861",167,154,13
"S00123862",134,127,7
"S00123863",110,106,4
"S00123864",161,149,12
"S00123865",113,101,12
"S00123866",179,164,15
"S00123867",89,80,9
"S00123868",104,95,9
"S00123869",98,90,8
"S00123870",128,119,9
"S00123871",106,103,3
"S00123872",124,122,2
"S00123873",161,160,1
"S00123874",83,81,2
"S00123875",153,148,5
"S00123876",141,132,9
"S00123877",105,100,5
"S00123878",122,79,43
"S00123879",139,133,6
"S00123880",69,57,12
"S00123881",154,144,10
"S00123882",136,105,31
"S00123883",106,94,12
"S00123884",70,60,10
"S00123885",192,166,26
"S00123886",117,105,12
"S00123887",124,100,24
"S00123888",142,124,18
"S00123889",90,81,9
"S00123890",57,51,6
"S00123891",94,82,12
"S00123892",166,149,17
"S00123893",194,176,18
"S00123894",160,142,18
"S00123895",130,122,8
"S00123896",93,82,11
"S00123897",113,108,5
"S00123898",94,86,8
"S00123899",144,138,6
"S00123900",115,102,13
"S00123901",99,89,10
"S00123902",58,48,10
"S00123903",69,54,15
"S00123904",55,48,7
"S00123905",95,88,7
"S00123906",63,45,18
"S00123907",83,77,6
"S00123908",112,102,10
"S00123909",142,129,13
"S00123910",96,90,6
"S00123911",104,95,9
"S00123912",90,82,8
"S00123913",93,81,12
"S00123914",125,106,19
"S00123915",119,115,4
"S00123916",55,46,9
"S00123917",108,96,12
"S00123918",67,61,6
"S00123919",110,101,9
"S00123920",93,81,12
"S00123921",63,53,10
"S00123922",51,49,2
"S00123923",52,38,14
"S00123924",116,104,12
"S00123925",69,46,23
"S00123926",154,150,4
"S00123927",141,136,5
"S00123928",87,87,0
"S00123929",171,169,2
"S00123930",138,125,13
"S00123931",167,151,16
"S00123932",116,97,19
"S00123933",73,64,9
"S00123934",130,121,9
"S00123935",84,73,11
"S00123936",111,100,11
"S00123937",127,116,11
"S00123938",105,99,6
"S00123939",178,165,13
"S00123940",135,117,18
"S00123941",183,171,12
"S00123942",161,154,7
"S00123943",81,69,12
"S00123944",99,92,7
"S00123945",112,103,9
"S00123946",129,119,10
"S00123947",149,131,18
"S00123948",178,163,15
"S00123949",159,144,15
"S00123950",98,95,3
"S00123951",108,100,8
"S00123952",115,100,15
"S00123953",132,117,15
"S00123954",140,136,4
"S00123955",123,118,5
"S00123956",69,64,5
"S00123957",117,108,9
"S00123958",137,127,10
"S00123959",127,118,9
"S00123960",174,151,23
"S00123961",157,141,16
"S00123962",131,124,7
"S00123963",115,104,11
"S00123964",134,124,10
"S00123965",79,75,4
"S00123966",101,86,15
"S00123967",95,84,11
"S00123968",119,93,26
"S00123969",106,90,16
"S00123970",151,137,14
"S00123971",141,129,12
"S00123972",73,66,7
"S00123973",171,153,18
"S00123974",126,112,14
"S00123975",108,104,4
"S00123976",96,89,7
"S00123977",105,101,4
"S00123978",273,204,69
"S00123979",161,147,14
"S00123980",114,104,10
"S00123981",127,121,6
"S00123982",115,104,11
"S00123983",167,151,16
"S00123984",145,139,6
"S00123985",189,175,14
"S00123986",134,123,11
"S00123987",190,172,18
"S00123988",103,94,9
"S00123989",137,127,10
"S00123990",108,99,9
"S00123991",139,121,18
"S00123992",125,111,14
"S00123993",60,52,8
"S00123994",67,49,18
"S00123995",136,129,7
"S00123996",69,54,15
"S00123997",66,58,8
"S00123998",137,132,5
"S00123999",130,116,14
"S00124000",116,111,5
"S00124001",128,121,7
"S00124002",138,118,20
"S00124003",89,78,11
"S00124004",143,139,4
"S00124005",232,226,6
"S00124006",88,75,13
"S00124007",108,102,6
"S00124008",67,61,6
"S00124009",85,76,9
"S00124010",138,117,21
"S00124011",80,64,16
"S00124012",109,96,13
"S00124013",100,88,12
"S00124014",84,79,5
"S00124015",104,92,12
"S00124016",138,122,16
"S00124017",116,112,4
"S00124018",131,122,9
"S00124019",117,114,3
"S00124020",182,175,7
"S00124021",115,107,8
"S00124022",127,110,17
"S00124023",105,96,9
"S00124024",144,133,11
"S00124025",126,113,13
"S00124026",114,100,14
"S00124027",163,147,16
"S00124028",175,153,22
"S00124029",85,84,1
"S00124030",88,83,5
"S00124031",102,86,16
"S00124032",74,65,9
"S00124033",70,59,11
"S00124034",80,66,14
"S00124035",130,113,17
"S00124036",120,104,16
"S00124037",132,116,16
"S00124038",93,75,18
"S00124039",113,98,15
"S00124040",85,80,5
"S00124041",97,78,19
"S00124042",79,71,8
"S00124043",65,57,8
"S00124044",129,126,3
"S00124045",96,81,15
"S00124046",90,83,7
"S00124047",84,77,7
"S00124048",103,89,14
"S00124049",72,62,10
"S00124050",115,105,10
"S00124051",116,105,11
"S00124052",117,107,10
"S00124053",99,87,12
"S00124054",80,74,6
"S00124055",105,97,8
"S00124056",88,82,6
"S00124057",93,83,10
"S00124058",89,77,12
"S00124059",105,97,8
"S00124060",113,109,4
"S00124061",97,83,14
"S00124062",84,80,4
"S00124063",80,71,9
"S00124064",158,149,9
"S00124065",91,83,8
"S00124066",61,55,6
"S00124067",90,78,12
"S00124068",55,54,1
"S00124069",168,163,5
"S00124070",58,54,4
"S00124071",149,142,7
"S00124072",155,149,6
"S00124073",151,144,7
"S00124074",114,111,3
"S00124075",142,136,6
"S00124076",143,136,7
"S00124077",91,88,3
"S00124078",165,157,8
"S00124079",69,63,6
"S00124080",62,52,10
"S00124081",98,71,27
"S00124082",136,130,6
"S00124083",118,104,14
"S00124084",83,77,6
"S00124085",67,64,3
"S00124086",126,122,4
"S00124087",149,146,3
"S00124088",77,74,3
"S00124089",107,96,11
"S00124090",80,74,6
"S00124091",81,77,4
"S00124092",161,152,9
"S00124093",75,65,10
"S00124094",76,67,9
"S00124095",79,71,8
"S00124096",89,81,8
"S00124097",68,62,6
"S00124098",101,98,3
"S00124099",121,114,7
"S00124100",71,67,4
"S00124101",108,101,7
"S00124102",174,158,16
"S00124103",117,108,9
"S00124104",57,52,5
"S00124105",105,94,11
"S00124106",165,158,7
"S00124107",106,99,7
"S00124108",66,65,1
"S00124109",118,108,10
"S00124110",129,120,9
"S00124111",125,118,7
"S00124112",109,106,3
"S00124113",98,95,3
"S00124114",130,127,3
"S00124115",142,138,4
"S00124116",105,102,3
"S00124117",171,167,4
"S00124118",100,96,4
"S00124119",105,103,2
"S00124120",104,98,6
"S00124121",117,111,6
"S00124122",111,107,4
"S00124123",133,127,6
"S00124124",169,159,10
"S00124125",87,87,0
"S00124126",122,121,1
"S00124127",154,147,7
"S00124128",104,99,5
"S00124129",152,151,1
"S00124130",115,115,0
"S00124131",103,101,2
"S00124132",119,115,4
"S00124133",114,107,7
"S00124134",111,106,5
"S00124135",116,112,4
"S00124136",68,65,3
"S00124137",50,45,5
"S00124138",89,84,5
"S00124139",98,94,4
"S00124140",88,75,13
"S00124141",85,76,9
"S00124142",119,93,26
"S00124143",83,82,1
"S00124144",128,115,13
"S00124145",103,96,7
"S00124146",122,115,7
"S00124147",170,157,13
"S00124148",117,106,11
"S00124149",200,179,21
"S00124150",165,145,20
"S00124151",121,102,19
"S00124152",127,115,12
"S00124153",113,99,14
"S00124154",182,165,17
"S00124155",123,111,12
"S00124156",120,110,10
"S00124157",111,98,13
"S00124158",113,110,3
"S00124159",147,136,11
"S00124160",95,84,11
"S00124161",102,98,4
"S00124162",146,146,0
"S00124163",135,134,1
"S00124164",165,148,17
"S00124165",72,58,14
"S00124166",88,78,10
"S00124167",219,210,9
"S00124168",153,137,16
"S00124169",118,112,6
"S00124170",121,113,8
"S00124171",128,123,5
"S00124172",90,77,13
"S00124173",96,77,19
"S00124174",128,116,12
"S00124175",182,162,20
"S00124176",149,144,5
"S00124177",118,101,17
"S00124178",127,115,12
"S00124179",95,82,13
"S00124180",94,89,5
"S00124181",189,179,10
"S00124182",152,145,7
"S00124183",108,97,11
"S00124184",149,141,8
"S00124185",94,83,11
"S00124186",75,57,18
"S00124187",85,79,6
"S00124188",87,75,12
"S00124189",114,103,11
"S00124190",108,94,14
"S00124191",106,92,14
"S00124192",78,68,10
"S00124193",68,53,15
"S00124194",68,56,12
"S00124195",139,134,5
"S00124196",106,93,13
"S00124197",122,103,19
"S00124198",160,138,22
"S00124199",127,122,5
"S00124200",193,185,8
"S00124201",128,124,4
"S00124202",84,75,9
"S00124203",102,96,6
"S00124204",133,129,4
"S00124205",78,73,5
"S00124206",111,94,17
"S00124207",219,196,23
"S00124208",177,162,15
"S00124209",183,158,25
"S00124210",176,165,11
"S00124211",175,166,9
"S00124212",164,157,7
"S00124213",87,77,10
"S00124214",156,133,23
"S00124215",108,94,14
"S00124216",93,77,16
"S00124217",91,86,5
"S00124218",104,97,7
"S00124219",84,83,1
"S00124220",86,75,11
"S00124221",91,79,12
"S00124222",98,88,10
"S00124223",116,103,13
"S00124224",138,129,9
"S00124225",122,110,12
"S00124226",81,80,1
"S00124227",146,135,11
"S00124228",151,143,8
"S00124229",151,142,9
"S00124230",159,149,10
"S00124231",144,136,8
"S00124232",149,145,4
"S00124233",168,168,0
"S00124234",96,94,2
"S00124235",92,86,6
"S00124236",117,104,13
"S00124237",81,72,9
"S00124238",113,105,8
"S00124239",115,110,5
"S00124240",148,142,6
"S00124241",109,105,4
"S00124242",143,135,8
"S00124243",144,135,9
"S00124244",189,178,11
"S00124245",137,125,12
"S00124246",105,97,8
"S00124247",132,115,17
"S00124248",122,113,9
"S00124249",141,125,16
"S00124250",100,86,14
"S00124251",101,88,13
"S00124252",123,117,6
"S00124253",116,102,14
"S00124254",68,55,13
"S00124255",158,152,6
"S00124256",174,164,10
"S00124257",173,151,22
"S00124258",157,151,6
"S00124259",110,99,11
"S00124260",115,111,4
"S00124261",82,78,4
"S00124262",134,126,8
"S00124263",191,179,12
"S00124264",139,132,7
"S00124265",161,142,19
"S00124266",146,144,2
"S00124267",125,119,6
"S00124268",177,163,14
"S00124269",54,50,4
"S00124270",66,59,7
"S00124271",143,130,13
"S00124272",125,116,9
"S00124273",147,129,18
"S00124274",127,104,23
"S00124275",145,138,7
"S00124276",78,61,17
"S00124277",87,77,10
"S00124278",102,93,9
"S00124279",112,92,20
"S00124280",82,74,8
"S00124281",135,122,13
"S00124282",69,65,4
"S00124283",59,56,3
"S00124284",89,81,8
"S00124285",87,77,10
"S00124286",61,51,10
"S00124287",137,131,6
"S00124288",81,75,6
"S00124289",112,99,13
"S00124290",127,115,12
"S00124291",171,157,14
"S00124292",119,108,11
"S00124293",151,146,5
"S00124294",131,116,15
"S00124295",145,126,19
"S00124296",98,90,8
"S00124297",112,105,7
"S00124298",142,133,9
"S00124299",102,92,10
"S00124300",102,90,12
"S00124301",128,114,14
"S00124302",75,70,5
"S00124303",89,74,15
"S00124304",171,156,15
"S00124305",120,107,13
"S00124306",112,103,9
"S00124307",103,93,10
"S00124308",145,129,16
"S00124309",125,110,15
"S00124310",77,74,3
"S00124311",102,86,16
"S00124312",55,48,7
"S00124313",271,261,10
"S00124314",64,58,6
"S00124315",147,135,12
"S00124316",123,117,6
"S00124317",116,106,10
"S00124318",124,109,15
"S00124319",130,115,15
"S00124320",114,108,6
"S00124321",165,158,7
"S00124322",119,109,10
"S00124323",126,115,11
"S00124324",85,70,15
"S00124325",118,98,20
"S00124326",108,99,9
"S00124327",117,106,11
"S00124328",110,102,8
"S00124329",116,109,7
"S00124330",112,98,14
"S00124331",119,110,9
"S00124332",100,94,6
"S00124333",117,104,13
"S00124334",128,121,7
"S00124335",126,118,8
"S00124336",136,128,8
"S00124337",123,110,13
"S00124338",98,86,12
"S00124339",142,134,8
"S00124340",120,107,13
"S00124341",110,98,12
"S00124342",179,170,9
"S00124343",159,138,21
"S00124344",118,110,8
"S00124345",115,112,3
"S00124346",132,123,9
"S00124347",78,67,11
"S00124348",163,146,17
"S00124349",193,185,8
"S00124350",162,155,7
"S00124351",119,111,8
"S00124352",127,120,7
"S00124353",182,177,5
"S00124354",127,127,0
"S00124355",121,119,2
"S00124356",93,85,8
"S00124357",131,126,5
"S00124358",128,126,2
"S00124359",101,98,3
"S00124360",53,47,6
"S00124361",91,85,6
"S00124362",110,102,8
"S00124363",114,104,10
"S00124364",88,85,3
"S00124365",82,77,5
"S00124366",111,99,12
"S00124367",125,112,13
"S00124368",94,88,6
"S00124369",113,106,7
"S00124370",183,178,5
"S00124371",67,60,7
"S00124372",86,81,5
"S00124373",152,149,3
"S00124374",149,146,3
"S00124375",173,165,8
"S00124376",138,131,7
"S00124377",116,114,2
"S00124378",121,117,4
"S00124379",123,95,28
"S00124380",122,102,20
"S00124381",79,69,10
"S00124382",144,130,14
"S00124383",136,126,10
"S00124384",99,85,14
"S00124385",70,51,19
"S00124386",104,93,11
"S00124387",70,58,12
"S00124388",81,68,13
"S00124389",109,93,16
"S00124390",79,67,12
"S00124391",120,117,3
"S00124392",138,135,3
"S00124393",162,156,6
"S00124394",60,59,1
"S00124395",103,85,18
"S00124396",52,44,8
"S00124397",89,72,17
"S00124398",153,132,21
"S00124399",118,94,24
"S00124400",153,147,6
"S00124401",125,107,18
"S00124402",72,53,19
"S00124403",69,52,17
"S00124404",75,63,12
"S00124405",184,169,15
"S00124406",71,58,13
"S00124407",105,91,14
"S00124408",93,82,11
"S00124409",125,118,7
"S00124410",176,159,17
"S00124411",153,139,14
"S00124412",95,91,4
"S00124413",97,86,11
"S00124414",134,121,13
"S00124415",98,89,9
"S00124416",98,84,14
"S00124417",154,145,9
"S00124418",87,79,8
"S00124419",193,175,18
"S00124420",214,192,22
"S00124421",112,103,9
"S00124422",136,123,13
"S00124423",88,79,9
"S00124424",71,60,11
"S00124425",118,110,8
"S00124426",147,129,18
"S00124427",113,108,5
"S00124428",144,127,17
"S00124429",89,77,12
"S00124430",159,153,6
"S00124431",66,61,5
"S00124432",72,65,7
"S00124433",77,68,9
"S00124434",118,101,17
"S00124435",93,83,10
"S00124436",90,83,7
"S00124437",101,90,11
"S00124438",100,95,5
"S00124439",135,127,8
"S00124440",112,102,10
"S00124441",84,81,3
"S00124442",80,78,2
"S00124443",114,106,8
"S00124444",74,70,4
