"output_area","total","pensioner","student","other"
"S00101858",62,19,1,42
"S00101859",54,15,0,39
"S00101860",62,17,0,45
"S00101861",40,9,0,31
"S00101862",24,11,0,13
"S00101863",33,13,0,20
"S00101864",31,7,0,24
"S00101865",40,2,0,38
"S00101866",49,8,1,40
"S00101867",40,19,0,21
"S00101868",46,18,0,28
"S00101869",48,18,0,30
"S00101870",70,17,0,53
"S00101871",60,11,1,48
"S00101872",53,3,0,50
"S00101873",60,10,1,49
"S00101874",32,1,1,30
"S00101875",38,6,0,32
"S00101876",55,26,0,29
"S00101877",87,11,4,72
"S00101878",40,12,0,28
"S00101879",52,10,0,42
"S00101880",49,14,0,35
"S00101881",72,21,1,50
"S00101882",56,13,0,43
"S00101883",55,6,0,49
"S00101884",48,5,0,43
"S00101885",43,11,0,32
"S00101886",48,6,0,42
"S00101887",45,16,1,28
"S00101888",67,18,0,49
"S00101889",48,4,0,44
"S00101890",67,29,0,38
"S00101891",45,24,0,21
"S00101892",66,44,0,22
"S00101893",68,19,0,49
"S00101894",77,17,0,60
"S00101895",43,1,4,38
"S00101896",41,6,0,35
"S00101897",55,9,0,46
"S00101898",67,52,0,15
"S00101899",58,13,1,44
"S00101900",40,9,0,31
"S00101901",56,17,0,39
"S00101902",63,17,1,45
"S00101903",63,11,0,52
"S00101904",51,9,0,42
"S00101905",42,3,0,39
"S00101906",48,12,2,34
"S00101907",53,8,0,45
"S00101908",51,6,0,45
"S00101909",64,9,0,55
"S00101910",44,12,0,32
"S00101911",57,10,0,47
"S00101912",45,9,0,36
"S00101913",47,5,0,42
"S00101914",44,2,0,42
"S00101915",57,12,0,45
"S00101916",70,23,0,47
"S00101917",70,16,0,54
"S00101918",75,17,0,58
"S00101919",47,15,1,31
"S00101920",47,18,0,29
"S00101921",46,11,0,35
"S00101922",49,13,0,36
"S00101923",41,15,0,26
"S00101924",64,7,0,57
"S00101925",75,12,0,63
"S00101926",53,9,0,44
"S00101927",47,3,0,44
"S00101928",46,18,0,28
"S00101929",47,16,0,31
"S00101930",43,7,0,36
"S00101931",64,10,0,54
"S00101932",64,15,0,49
"S00101933",43,8,0,35
"S00101934",44,9,0,35
"S00101935",38,5,0,33
"S00101936",34,8,0,26
"S00101937",47,12,0,35
"S00101938",36,11,0,25
"S00101939",57,4,0,53
"S00101940",24,2,0,22
"S00101941",49,8,0,41
"S00101942",48,8,0,40
"S00101943",46,4,0,42
"S00101944",68,3,0,65
"S00101945",46,8,0,38
"S00101946",47,7,0,40
"S00101947",49,8,0,41
"S00101948",51,9,0,42
"S00101949",42,6,0,36
"S00101950",44,10,0,34
"S00101951",67,4,1,62
"S00101952",64,5,0,59
"S00101953",65,3,0,62
"S00101954",43,5,0,38
"S00101955",42,7,0,35
"S00101956",50,7,0,43
"S00101957",47,12,0,35
"S00101958",49,14,0,35
"S00101959",82,5,0,77
"S00101960",59,6,0,53
"S00101961",37,4,0,33
"S00101962",42,9,0,33
"S00101963",59,9,0,50
"S00101964",45,5,0,40
"S00101965",44,9,1,34
"S00101966",39,2,0,37
"S00101967",46,7,0,39
"S00101968",56,12,0,44
"S00101969",41,9,0,32
"S00101970",66,14,0,52
"S00101971",60,23,0,37
"S00101972",78,27,0,51
"S00101973",39,11,0,28
"S00101974",38,11,0,27
"S00101975",50,6,0,44
"S00101976",81,9,0,72
"S00101977",62,18,0,44
"S00101978",44,10,0,34
"S00101979",49,12,0,37
"S00101980",56,4,0,52
"S00101981",76,26,0,50
"S00101982",55,17,0,38
"S00101983",76,14,0,62
"S00101984",60,18,0,42
"S00101985",62,17,0,45
"S00101986",69,10,0,59
"S00101987",73,18,0,55
"S00101988",51,13,0,38
"S00101989",46,12,0,34
"S00101990",77,35,0,42
"S00101991",47,25,0,22
"S00101992",40,14,0,26
"S00101993",59,11,0,48
"S00101994",56,7,0,49
"S00101995",64,11,0,53
"S00101996",42,9,0,33
"S00101997",64,14,0,50
"S00101998",66,7,0,59
"S00101999",58,18,0,40
"S00102000",69,18,0,51
"S00102001",51,18,0,33
"S00102002",46,9,0,37
"S00102003",48,22,0,26
"S00102004",54,8,0,46
"S00102005",45,26,0,19
"S00102006",75,17,0,58
"S00102007",67,15,0,52
"S00102008",50,6,0,44
"S00102009",55,14,0,41
"S00102010",75,16,0,59
"S00102011",55,7,0,48
"S00102012",73,13,0,60
"S00102013",58,5,0,53
"S00102014",26,4,0,22
"S00102015",59,4,0,55
"S00102016",54,7,0,47
"S00102017",59,3,0,56
"S00102018",51,6,0,45
"S00102019",77,3,0,74
"S00102020",56,5,0,51
"S00102021",40,10,0,30
"S00102022",41,15,0,26
"S00102023",50,6,0,44
"S00102024",49,7,0,42
"S00102025",64,0,0,64
"S00102026",74,2,0,72
"S00102027",54,2,0,52
"S00102028",39,4,0,35
"S00102029",49,13,0,36
"S00102030",49,13,0,36
"S00102031",43,12,0,31
"S00102032",44,10,0,34
"S00102033",71,22,0,49
"S00102034",57,19,0,38
"S00102035",49,11,0,38
"S00102036",51,7,0,44
"S00102037",46,10,0,36
"S00102038",42,11,0,31
"S00102039",55,14,0,41
"S00102040",40,14,0,26
"S00102041",39,5,0,34
"S00102042",53,9,0,44
"S00102043",35,6,0,29
"S00102044",52,10,0,42
"S00102045",33,4,0,29
"S00102046",44,7,0,37
"S00102047",61,15,0,46
"S00102048",66,30,0,36
"S00102049",45,17,0,28
"S00102050",39,17,0,22
"S00102051",51,19,0,32
"S00102052",48,11,0,37
"S00102053",48,11,0,37
"S00102054",75,5,0,70
"S00102055",47,7,0,40
"S00102056",45,8,0,37
"S00102057",57,3,0,54
"S00102058",47,14,0,33
"S00102059",77,44,0,33
"S00102060",66,18,0,48
"S00102061",59,9,0,50
"S00102062",52,14,0,38
"S00102063",49,11,0,38
"S00102064",63,17,0,46
"S00102065",46,1,0,45
"S00102066",56,13,0,43
"S00102067",50,16,0,34
"S00102068",48,11,0,37
"S00102069",57,8,0,49
"S00102070",41,10,0,31
"S00102071",76,11,0,65
"S00102072",43,9,0,34
"S00102073",51,34,0,17
"S00102074",41,12,0,29
"S00102075",61,21,0,40
"S00102076",62,18,0,44
"S00102077",40,6,0,34
"S00102078",56,24,0,32
"S00102079",43,25,0,18
"S00102080",38,7,0,31
"S00102081",67,10,0,57
"S00102082",52,12,0,40
"S00102083",58,9,0,49
"S00102084",51,9,0,42
"S00102085",66,5,0,61
"S00102086",56,2,0,54
"S00102087",53,16,0,37
"S00102088",54,19,0,35
"S00102089",43,17,0,26
"S00102090",53,12,0,41
"S00102091",41,7,0,34
"S00102092",45,7,0,38
"S00102093",41,4,0,37
"S00102094",43,6,0,37
"S00102095",65,13,0,52
"S00102096",61,8,0,53
"S00102097",43,17,0,26
"S00102098",46,19,0,27
"S00102099",75,19,0,56
"S00102100",56,22,0,34
"S00102101",56,41,0,15
"S00102102",40,15,0,25
"S00102103",47,14,0,33
"S00102104",48,21,0,27
"S00102105",53,9,0,44
"S00102106",40,17,0,23
"S00102107",42,11,0,31
"S00102108",50,5,0,45
"S00102109",46,14,0,32
"S00102110",41,9,0,32
"S00102111",40,9,0,31
"S00102112",57,8,0,49
"S00102113",40,8,0,32
"S00102114",48,13,0,35
"S00102115",65,10,0,55
"S00102116",45,11,0,34
"S00102117",51,9,0,42
"S00102118",53,2,0,51
"S00102119",43,8,0,35
"S00102120",47,14,0,33
"S00102121",45,2,0,43
"S00102122",53,0,0,53
"S00102123",46,7,0,39
"S00102124",78,6,0,72
"S00102125",69,4,0,65
"S00102126",26,2,0,24
"S00102127",42,12,0,30
"S00102128",47,22,0,25
"S00102129",45,18,0,27
"S00102130",44,18,0,26
"S00102131",69,27,0,42
"S00102132",42,3,0,39
"S00102133",51,13,0,38
"S00102134",50,13,0,37
"S00102135",66,29,0,37
"S00102136",40,16,0,24
"S00102137",47,14,0,33
"S00102138",55,8,0,47
"S00102139",39,11,0,28
"S00102140",65,20,0,45
"S00102141",47,14,0,33
"S00102142",50,11,0,39
"S00102143",48,21,0,27
"S00102144",61,8,0,53
"S00102145",43,12,0,31
"S00102146",49,12,0,37
"S00102147",47,22,0,25
"S00102148",57,25,0,32
"S00102149",44,12,0,32
"S00102150",43,10,0,33
"S00102151",55,50,0,5
"S00102152",36,13,0,23
"S00102153",52,20,0,32
"S00102154",46,10,0,36
"S00102155",51,17,0,34
"S00102156",41,11,0,30
"S00102157",52,11,0,41
"S00102158",46,13,0,33
"S00102159",72,14,0,58
"S00102160",63,14,0,49
"S00102161",42,7,0,35
"S00102162",48,8,0,40
"S00102163",46,15,0,31
"S00102164",43,8,0,35
"S00102165",64,2,0,62
"S00102166",73,10,0,63
"S00102167",69,14,0,55
"S00102168",40,15,0,25
"S00102169",74,14,0,60
"S00102170",40,12,0,28
"S00102171",55,17,0,38
"S00102172",50,12,0,38
"S00102173",63,12,0,51
"S00102174",55,6,0,49
"S00102175",64,33,0,31
"S00102176",45,7,0,38
"S00102177",52,14,0,38
"S00102178",47,22,0,25
"S00102179",25,7,0,18
"S00102180",71,38,0,33
"S00102181",46,8,0,38
"S00102182",43,5,0,38
"S00102183",76,11,0,65
"S00102184",74,17,0,57
"S00102185",57,6,0,51
"S00102186",53,14,0,39
"S00102187",64,12,0,52
"S00102188",50,13,0,37
"S00102189",60,9,0,51
"S00102190",45,16,0,29
"S00102191",44,9,0,35
"S00102192",67,7,0,60
"S00102193",67,11,0,56
"S00102194",65,6,0,59
"S00102195",66,9,0,57
"S00102196",47,12,0,35
"S00102197",43,2,0,41
"S00102198",34,12,0,22
"S00102199",41,6,0,35
"S00102200",42,22,0,20
"S00102201",37,26,0,11
"S00102202",58,9,0,49
"S00102203",81,9,0,72
"S00102204",35,3,0,32
"S00102205",54,11,0,43
"S00102206",41,11,0,30
"S00102207",60,19,0,41
"S00102208",54,10,0,44
"S00102209",41,8,0,33
"S00102210",71,20,0,51
"S00102211",59,24,0,35
"S00102212",61,18,0,43
"S00102213",69,14,0,55
"S00102214",40,11,0,29
"S00102215",31,5,0,26
"S00102216",34,6,0,28
"S00102217",42,5,0,37
"S00102218",40,7,0,33
"S00102219",72,7,0,65
"S00102220",57,13,0,44
"S00102221",36,9,0,27
"S00102222",42,16,0,26
"S00102223",70,17,0,53
"S00102224",42,3,0,39
"S00102225",40,11,0,29
"S00102226",54,20,0,34
"S00102227",48,9,0,39
"S00102228",47,15,0,32
"S00102229",67,22,0,45
"S00102230",66,18,0,48
"S00102231",44,10,0,34
"S00102232",37,10,0,27
"S00102233",61,26,0,35
"S00102234",64,22,0,42
"S00102235",44,23,0,21
"S00102236",45,18,0,27
"S00102237",65,20,0,45
"S00102238",65,21,0,44
"S00102239",34,15,0,19
"S00102240",50,16,0,34
"S00102241",54,9,0,45
"S00102242",57,20,0,37
"S00102243",27,4,0,23
"S00102244",35,5,0,30
"S00102245",49,11,0,38
"S00102246",57,17,0,40
"S00102247",55,31,0,24
"S00102248",41,20,0,21
"S00102249",39,5,0,34
"S00102250",48,10,0,38
"S00102251",50,12,0,38
"S00102252",43,8,0,35
"S00102253",68,37,0,31
"S00102254",58,12,0,46
"S00102255",57,12,0,45
"S00102256",50,6,0,44
"S00102257",26,5,0,21
"S00102258",53,10,0,43
"S00102259",60,24,0,36
"S00102260",44,25,0,19
"S00102261",40,9,0,31
"S00102262",54,12,0,42
"S00102263",66,9,0,57
"S00102264",47,7,1,39
"S00102265",27,4,0,23
"S00102266",73,29,0,44
"S00102267",36,7,0,29
"S00102268",44,16,0,28
"S00102269",45,9,0,36
"S00102270",65,22,0,43
"S00102271",76,43,0,33
"S00102272",42,12,0,30
"S00102273",64,19,0,45
"S00102274",36,10,0,26
"S00102275",49,43,0,6
"S00102276",64,31,0,33
"S00102277",46,18,0,28
"S00102278",44,12,0,32
"S00102279",42,15,0,27
"S00102280",45,11,0,34
"S00102281",49,17,0,32
"S00102282",36,16,0,20
"S00102283",48,2,0,46
"S00102284",55,4,0,51
"S00102285",67,22,0,45
"S00102286",41,6,0,35
"S00102287",39,12,0,27
"S00102288",70,8,0,62
"S00102289",52,19,0,33
"S00102290",64,9,0,55
"S00102291",64,13,0,51
"S00102292",27,3,0,24
"S00102293",39,17,0,22
"S00102294",44,7,0,37
"S00102295",40,15,0,25
"S00102296",45,6,0,39
"S00102297",38,4,0,34
"S00102298",52,16,0,36
"S00102299",72,26,0,46
"S00102300",40,13,0,27
"S00102301",50,24,0,26
"S00102302",42,15,0,27
"S00102303",59,14,0,45
"S00102304",50,16,0,34
"S00102305",21,3,0,18
"S00102306",33,17,0,16
"S00102307",46,19,0,27
"S00102308",40,23,0,17
"S00102309",55,11,0,44
"S00102310",77,22,0,55
"S00102311",73,25,0,48
"S00102312",62,22,0,40
"S00102313",51,26,0,25
"S00102314",44,19,0,25
"S00102315",52,36,0,16
"S00102316",48,21,0,27
"S00102317",58,25,0,33
"S00102318",39,20,0,19
"S00102319",76,38,0,38
"S00102320",66,26,0,40
"S00102321",53,32,0,21
"S00102322",62,44,0,18
"S00102323",43,31,0,12
"S00102324",40,23,0,17
"S00102325",39,14,0,25
"S00102326",40,11,0,29
"S00102327",48,9,0,39
"S00102328",36,14,0,22
"S00102329",73,26,0,47
"S00102330",77,40,0,37
"S00102331",50,21,0,29
"S00102332",49,25,0,24
"S00102333",52,16,0,36
"S00102334",39,17,0,22
"S00102335",67,18,0,49
"S00102336",71,14,0,57
"S00102337",58,23,0,35
"S00102338",56,17,0,39
"S00102339",53,21,0,32
"S00102340",21,6,0,15
"S00102341",62,20,0,42
"S00102342",47,25,0,22
"S00102343",54,38,0,16
"S00102344",57,8,0,49
"S00102345",54,22,0,32
"S00102346",33,10,0,23
"S00102347",76,27,0,49
"S00102348",70,6,0,64
"S00102349",38,8,0,30
"S00102350",58,10,0,48
"S00102351",68,13,0,55
"S00102352",44,15,0,29
"S00102353",61,28,0,33
"S00102354",42,20,0,22
"S00102355",47,13,0,34
"S00102356",48,19,0,29
"S00102357",50,18,0,32
"S00102358",44,13,0,31
"S00102359",54,8,0,46
"S00102360",44,10,0,34
"S00102361",69,14,0,55
"S00102362",50,14,0,36
"S00102363",36,10,0,26
"S00102364",50,20,0,30
"S00102365",37,8,0,29
"S00102366",66,12,0,54
"S00102367",71,10,0,61
"S00102368",61,13,0,48
"S00102369",44,13,0,31
"S00102370",59,5,0,54
"S00102371",64,2,0,62
"S00102372",70,2,0,68
"S00102373",66,3,0,63
"S00102374",39,5,0,34
"S00102375",55,8,0,47
"S00102376",23,8,0,15
"S00102377",49,7,0,42
"S00102378",34,5,0,29
"S00102379",72,26,0,46
"S00102380",41,8,0,33
"S00102381",43,5,2,36
"S00102382",47,13,0,34
"S00102383",23,9,0,14
"S00102384",37,17,0,20
"S00102385",23,9,0,14
"S00102386",29,1,0,28
"S00102387",39,7,0,32
"S00102388",62,2,0,60
"S00102389",63,4,1,58
"S00102390",49,13,0,36
"S00102391",31,2,0,29
"S00102392",42,18,0,24
"S00102393",45,5,0,40
"S00102394",42,8,0,34
"S00102395",54,8,0,46
"S00102396",68,0,0,68
"S00102397",73,11,0,62
"S00102398",59,30,0,29
"S00102399",26,0,0,26
"S00102400",53,0,0,53
"S00102401",49,1,0,48
"S00102402",36,1,0,35
"S00102403",45,0,0,45
"S00102404",35,0,0,35
"S00102405",27,5,0,22
"S00102406",75,2,0,73
"S00102407",62,7,0,55
"S00102408",59,2,0,57
"S00102409",75,3,0,72
"S00102410",68,29,0,39
"S00102411",47,5,0,42
"S00102412",50,17,0,33
"S00102413",63,12,0,51
"S00102414",25,1,0,24
"S00102415",55,20,0,35
"S00102416",47,9,0,38
"S00102417",37,8,0,29
"S00102418",45,7,0,38
"S00102419",66,25,0,41
"S00102420",36,17,0,19
"S00102421",38,7,0,31
"S00102422",46,7,0,39
"S00102423",52,11,0,41
"S00102424",29,6,0,23
"S00102425",55,20,0,35
"S00102426",48,7,0,41
"S00102427",44,8,0,36
"S00102428",49,16,0,33
"S00102429",54,21,0,33
"S00102430",40,17,0,23
"S00102431",38,11,0,27
"S00102432",37,5,0,32
"S00102433",57,5,0,52
"S00102434",60,8,0,52
"S00102435",44,10,0,34
"S00102436",35,18,0,17
"S00102437",60,24,0,36
"S00102438",31,7,0,24
"S00102439",47,11,0,36
"S00102440",46,9,0,37
"S00102441",73,20,0,53
"S00102442",32,3,0,29
"S00102443",53,12,0,41
"S00102444",41,13,0,28
"S00102445",47,11,0,36
"S00102446",34,2,0,32
"S00102447",48,14,0,34
"S00102448",60,16,0,44
"S00102449",28,9,0,19
"S00102450",36,6,0,30
"S00102451",58,14,0,44
"S00102452",32,3,0,29
"S00102453",75,2,0,73
"S00102454",63,3,0,60
"S00102455",57,14,0,43
"S00102456",61,6,0,55
"S00102457",48,2,0,46
"S00102458",63,20,0,43
"S00102459",45,6,0,39
"S00102460",50,5,0,45
"S00102461",50,14,0,36
"S00102462",43,17,0,26
"S00102463",36,8,0,28
"S00102464",46,17,0,29
"S00102465",61,27,0,34
"S00102466",51,3,1,47
"S00102467",63,3,1,59
"S00102468",52,10,0,42
"S00102469",47,9,0,38
"S00102470",50,12,1,37
"S00102471",67,17,4,46
"S00102472",42,12,0,30
"S00102473",54,14,0,40
"S00102474",32,11,0,21
"S00102475",46,19,0,27
"S00102476",53,11,0,42
"S00102477",48,3,0,45
"S00102478",43,3,1,39
"S00102479",37,1,0,36
"S00102480",41,3,0,38
"S00102481",44,3,0,41
"S00102482",40,1,0,39
"S00102483",59,11,0,48
"S00102484",31,5,0,26
"S00102485",50,2,0,48
"S00102486",42,11,0,31
"S00102487",32,16,0,16
"S00102488",60,12,1,47
"S00102489",52,15,0,37
"S00102490",75,3,0,72
"S00102491",41,18,0,23
"S00102492",46,2,0,44
"S00102493",23,3,0,20
"S00102494",36,4,0,32
"S00102495",78,15,0,63
"S00102496",29,13,0,16
"S00102497",48,3,0,45
"S00102498",62,4,0,58
"S00102499",27,6,0,21
"S00102500",49,1,0,48
"S00102501",57,8,0,49
"S00102502",46,16,0,30
"S00102503",46,3,0,43
"S00102504",40,2,0,38
"S00102505",77,0,0,77
"S00102506",47,0,0,47
"S00102507",54,13,0,41
"S00102508",63,27,1,35
"S00102509",30,4,0,26
"S00102510",54,14,0,40
"S00102511",51,36,0,15
"S00102512",40,11,0,29
"S00102513",28,5,0,23
"S00102514",79,5,0,74
"S00102515",68,9,0,59
"S00102516",57,7,0,50
"S00102517",63,15,0,48
"S00102518",54,5,0,49
"S00102519",43,14,0,29
"S00102520",46,7,0,39
"S00102521",44,8,0,36
"S00102522",52,5,0,47
"S00102523",29,1,0,28
"S00102524",51,6,0,45
"S00102525",40,8,0,32
"S00102526",67,8,0,59
"S00102527",46,11,0,35
"S00102528",38,7,0,31
"S00102529",59,17,0,42
"S00102530",64,21,0,43
"S00102531",49,9,0,40
"S00102532",57,8,0,49
"S00102533",65,10,0,55
"S00102534",39,12,0,27
"S00102535",35,10,0,25
"S00102536",43,8,0,35
"S00102537",42,9,0,33
"S00102538",34,8,0,26
"S00102539",68,16,0,52
"S00102540",24,1,0,23
"S00102541",38,5,0,33
"S00102542",34,3,0,31
"S00102543",56,14,0,42
"S00102544",39,6,0,33
"S00102545",53,7,0,46
"S00102546",72,4,0,68
"S00102547",70,1,0,69
"S00102548",80,4,0,76
"S00102549",46,4,0,42
"S00102550",67,2,0,65
"S00102551",54,2,0,52
"S00102552",25,5,0,20
"S00102553",79,29,0,50
"S00102554",61,16,0,45
"S00102555",60,5,0,55
"S00102556",82,40,0,42
"S00102557",57,14,0,43
"S00102558",37,4,0,33
"S00102559",55,23,0,32
"S00102560",34,10,0,24
"S00102561",59,8,0,51
"S00102562",84,16,0,68
"S00102563",56,9,0,47
"S00102564",47,3,0,44
"S00102565",41,3,0,38
"S00102566",48,4,0,44
"S00102567",54,2,0,52
"S00102568",63,9,0,54
"S00102569",47,3,0,44
"S00102570",45,6,0,39
"S00102571",44,6,0,38
"S00102572",78,6,0,72
"S00102573",54,3,0,51
"S00102574",37,0,0,37
"S00102575",51,11,0,40
"S00102576",24,4,0,20
"S00102577",34,7,0,27
"S00102578",35,6,0,29
"S00102579",70,7,0,63
"S00102580",54,16,0,38
"S00102581",74,25,0,49
"S00102582",38,9,0,29
"S00102583",53,15,0,38
"S00102584",47,9,0,38
"S00102585",82,7,0,75
"S00102586",51,17,0,34
"S00102587",43,9,0,34
"S00102588",30,4,0,26
"S00102589",49,6,0,43
"S00102590",32,4,0,28
"S00102591",23,8,0,15
"S00102592",61,7,0,54
"S00102593",50,16,0,34
"S00102594",47,4,0,43
"S00102595",61,15,0,46
"S00102596",51,13,0,38
"S00102597",54,6,0,48
"S00102598",60,19,0,41
"S00102599",74,31,0,43
"S00102600",61,10,0,51
"S00102601",50,24,0,26
"S00102602",84,15,0,69
"S00102603",50,5,0,45
"S00102604",31,2,0,29
"S00102605",48,3,0,45
"S00102606",81,5,0,76
"S00102607",45,11,0,34
"S00102608",37,10,0,27
"S00102609",51,2,0,49
"S00102610",59,21,0,38
"S00102611",41,11,0,30
"S00102612",55,5,0,50
"S00102613",27,2,0,25
"S00102614",45,3,0,42
"S00102615",54,9,0,45
"S00102616",65,7,0,58
"S00102617",60,18,0,42
"S00102618",69,3,0,66
"S00102619",53,7,0,46
"S00102620",47,0,0,47
"S00102621",65,3,0,62
"S00102622",62,3,0,59
"S00102623",39,3,0,36
"S00102624",50,21,0,29
"S00102625",72,29,0,43
"S00102626",50,14,0,36
"S00102627",46,15,0,31
"S00102628",46,20,0,26
"S00102629",84,7,0,77
"S00102630",73,12,0,61
"S00102631",43,19,0,24
"S00102632",44,12,0,32
"S00102633",44,26,0,18
"S00102634",44,13,0,31
"S00102635",33,3,0,30
"S00102636",34,3,0,31
"S00102637",47,4,0,43
"S00102638",26,3,0,23
"S00102639",59,4,0,55
"S00102640",47,3,0,44
"S00102641",37,3,0,34
"S00102642",30,0,0,30
"S00102643",52,23,0,29
"S00102644",45,8,0,37
"S00102645",43,17,0,26
"S00102646",59,11,0,48
"S00102647",68,28,0,40
"S00102648",62,9,0,53
"S00102649",51,18,0,33
"S00102650",43,17,0,26
"S00102651",44,17,0,27
"S00102652",61,13,0,48
"S00102653",34,5,0,29
"S00102654",53,4,0,49
"S00102655",46,7,0,39
"S00102656",65,7,0,58
"S00102657",67,13,0,54
"S00102658",46,4,0,42
"S00102659",36,4,0,32
"S00102660",54,8,0,46
"S00102661",49,4,0,45
"S00102662",48,8,0,40
"S00102663",52,11,0,41
"S00102664",27,8,0,19
"S00102665",71,7,0,64
"S00102666",54,12,0,42
"S00102667",39,13,0,26
"S00102668",41,12,0,29
"S00102669",52,8,0,44
"S00102670",40,7,0,33
"S00102671",20,5,0,15
"S00102672",26,3,0,23
"S00102673",43,18,0,25
"S00102674",45,15,0,30
"S00102675",51,16,0,35
"S00102676",53,11,0,42
"S00102677",45,14,0,31
"S00102678",51,12,0,39
"S00102679",61,8,0,53
"S00102680",51,11,0,40
"S00102681",49,6,0,43
"S00102682",52,3,0,49
"S00102683",38,4,0,34
"S00102684",77,11,0,66
"S00102685",62,6,0,56
"S00102686",54,11,0,43
"S00102687",33,3,0,30
"S00102688",52,10,0,42
"S00102689",38,6,0,32
"S00102690",47,20,0,27
"S00102691",38,4,0,34
"S00102692",76,5,0,71
"S00102693",38,2,0,36
"S00102694",59,4,0,55
"S00102695",40,4,0,36
"S00102696",52,2,0,50
"S00102697",31,4,0,27
"S00102698",58,10,0,48
"S00102699",70,18,0,52
"S00102700",69,16,0,53
"S00102701",55,7,0,48
"S00102702",58,9,0,49
"S00102703",55,9,0,46
"S00102704",56,9,0,47
"S00102705",57,11,0,46
"S00102706",65,13,0,52
"S00102707",43,22,0,21
"S00102708",50,1,0,49
"S00102709",55,19,0,36
"S00102710",53,7,0,46
"S00102711",55,11,0,44
"S00102712",49,8,0,41
"S00102713",45,5,0,40
"S00102714",42,2,0,40
"S00102715",38,4,0,34
"S00102716",42,11,0,31
"S00102717",41,8,0,33
"S00102718",94,22,0,72
"S00102719",58,18,0,40
"S00102720",43,28,0,15
"S00102721",56,15,0,41
"S00102722",40,18,0,22
"S00102723",50,4,0,46
"S00102724",40,1,0,39
"S00102725",43,13,0,30
"S00102726",26,1,0,25
"S00102727",54,26,0,28
"S00102728",44,2,0,42
"S00102729",47,15,0,32
"S00102730",77,8,0,69
"S00102731",43,5,0,38
"S00102732",31,7,0,24
"S00102733",34,11,0,23
"S00102734",72,11,0,61
"S00102735",35,10,0,25
"S00102736",31,5,0,26
"S00102737",36,15,0,21
"S00102738",35,6,0,29
"S00102739",41,5,0,36
"S00102740",68,8,0,60
"S00102741",49,12,0,37
"S00102742",52,10,0,42
"S00102743",31,8,0,23
"S00102744",43,9,0,34
"S00102745",47,21,0,26
"S00102746",41,10,0,31
"S00102747",54,9,0,45
"S00102748",47,9,0,38
"S00102749",42,15,0,27
"S00102750",22,3,0,19
"S00102751",77,7,0,70
"S00102752",43,16,0,27
"S00102753",56,25,0,31
"S00102754",28,2,0,26
"S00102755",22,0,0,22
"S00102756",36,0,0,36
"S00102757",45,3,0,42
"S00102758",52,0,0,52
"S00102759",36,7,0,29
"S00102760",52,8,0,44
"S00102761",38,6,0,32
"S00102762",59,12,0,47
"S00102763",37,7,0,30
"S00102764",51,24,0,27
"S00102765",57,8,0,49
"S00102766",31,4,0,27
"S00102767",68,13,0,55
"S00102768",61,7,0,54
"S00102769",26,2,0,24
"S00102770",49,3,0,46
"S00102771",63,5,0,58
"S00102772",70,6,0,64
"S00102773",76,13,0,63
"S00102774",26,11,0,15
"S00102775",102,5,0,97
"S00102776",50,9,0,41
"S00102777",37,8,0,29
"S00102778",46,13,0,33
"S00102779",49,18,0,31
"S00102780",56,4,0,52
"S00102781",25,5,0,20
"S00102782",55,42,0,13
"S00102783",44,6,0,38
"S00102784",46,3,0,43
"S00102785",45,11,0,34
"S00102786",69,11,0,58
"S00102787",50,3,0,47
"S00102788",63,14,0,49
"S00102789",60,18,0,42
"S00102790",31,11,0,20
"S00102791",32,7,0,25
"S00102792",61,18,0,43
"S00102793",49,5,0,44
"S00102794",43,10,0,33
"S00102795",55,27,0,28
"S00102796",42,23,0,19
"S00102797",37,14,0,23
"S00102798",58,23,0,35
"S00102799",57,15,0,42
"S00102800",41,12,0,29
"S00102801",38,14,0,24
"S00102802",41,10,0,31
"S00102803",53,16,0,37
"S00102804",51,9,0,42
"S00102805",54,18,0,36
"S00102806",45,12,0,33
"S00102807",53,25,0,28
"S00102808",83,24,0,59
"S00102809",85,14,0,71
"S00102810",62,4,0,58
"S00102811",32,10,0,22
"S00102812",22,3,0,19
"S00102813",66,3,0,63
"S00102814",45,8,0,37
"S00102815",59,11,0,48
"S00102816",61,11,1,49
"S00102817",43,11,0,32
"S00102818",55,6,0,49
"S00102819",64,13,0,51
"S00102820",47,10,0,37
"S00102821",54,26,0,28
"S00102822",55,41,0,14
"S00102823",39,28,0,11
"S00102824",46,31,0,15
"S00102825",38,26,0,12
"S00102826",65,21,0,44
"S00102827",39,14,0,25
"S00102828",40,11,0,29
"S00102829",60,20,0,40
"S00102830",43,11,0,32
"S00102831",47,14,0,33
"S00102832",49,14,0,35
"S00102833",45,11,0,34
"S00102834",71,18,0,53
"S00102835",69,63,0,6
"S00102836",66,37,0,29
"S00102837",67,18,0,49
"S00102838",57,6,0,51
"S00102839",44,15,0,29
"S00102840",54,6,0,48
"S00102841",53,14,0,39
"S00102842",70,4,0,66
"S00102843",63,33,0,30
"S00102844",63,42,0,21
"S00102845",31,9,0,22
"S00102846",28,7,0,21
"S00102847",26,5,0,21
"S00102848",57,16,0,41
"S00102849",58,9,0,49
"S00102850",58,11,0,47
"S00102851",76,12,0,64
"S00102852",73,16,0,57
"S00102853",49,13,0,36
"S00102854",49,10,0,39
"S00102855",41,12,0,29
