"output_area","total","owned","social","rented","rentfree"
"S00091687",132,42,80,10,0
"S00091688",206,83,121,2,0
"S00091689",114,59,53,2,0
"S00091690",118,105,2,11,0
"S00091691",128,118,5,3,2
"S00091692",190,163,0,24,3
"S00091693",191,173,4,14,0
"S00091694",101,46,46,9,0
"S00091695",141,125,0,10,6
"S00091696",164,131,25,8,0
"S00091697",112,93,0,19,0
"S00091698",167,152,6,9,0
"S00091699",147,147,0,0,0
"S00091700",140,134,6,0,0
"S00091701",134,114,13,7,0
"S00091702",109,38,62,6,3
"S00091703",95,82,7,6,0
"S00091704",89,72,11,6,0
"S00091705",146,78,66,1,1
"S00091706",93,20,60,13,0
"S00091707",112,65,44,3,0
"S00091708",108,103,0,4,1
"S00091709",152,134,5,13,0
"S00091710",89,53,35,1,0
"S00091711",79,73,0,5,1
"S00091712",140,101,19,18,2
"S00091713",79,28,10,41,0
"S00091714",95,78,16,1,0
"S00091715",54,16,35,3,0
"S00091716",105,77,22,6,0
"S00091717",73,59,9,4,1
"S00091718",112,56,16,39,1
"S00091719",112,34,36,40,2
"S00091720",134,123,3,6,2
"S00091721",94,44,50,0,0
"S00091722",108,44,53,11,0
"S00091723",180,165,0,15,0
"S00091724",84,45,38,0,1
"S00091725",52,5,46,1,0
"S00091726",190,147,28,15,0
"S00091727",181,172,2,7,0
"S00091728",146,77,57,2,10
"S00091729",74,17,57,0,0
"S00091730",70,17,50,2,1
"S00091731",72,51,2,19,0
"S00091732",79,50,26,2,1
"S00091733",72,57,3,12,0
"S00091734",116,102,0,12,2
"S00091735",86,68,0,18,0
"S00091736",65,18,37,10,0
"S00091737",106,38,23,45,0
"S00091738",138,108,16,13,1
"S00091739",105,66,2,34,3
"S00091740",120,111,2,5,2
"S00091741",154,139,3,12,0
"S00091742",69,61,1,3,4
"S00091743",95,70,1,24,0
"S00091744",74,55,0,16,3
"S00091745",99,84,7,6,2
"S00091746",126,85,38,3,0
"S00091747",126,109,13,4,0
"S00091748",136,118,1,16,1
"S00091749",91,17,74,0,0
"S00091750",102,90,0,10,2
"S00091751",95,84,1,10,0
"S00091752",141,135,0,6,0
"S00091753",137,134,0,3,0
"S00091754",188,172,4,12,0
"S00091755",104,101,0,3,0
"S00091756",88,82,1,4,1
"S00091757",126,111,0,11,4
"S00091758",171,168,0,2,1
"S00091759",109,59,46,4,0
"S00091760",113,107,0,6,0
"S00091761",183,173,3,7,0
"S00091762",165,161,0,4,0
"S00091763",125,101,19,4,1
"S00091764",92,76,3,12,1
"S00091765",118,111,4,3,0
"S00091766",103,60,18,25,0
"S00091767",123,68,55,0,0
"S00091768",150,135,1,14,0
"S00091769",148,119,13,16,0
"S00091770",183,137,40,4,2
"S00091771",130,117,0,12,1
"S00091772",161,159,0,2,0
"S00091773",126,45,77,4,0
"S00091774",97,77,16,4,0
"S00091775",107,92,7,3,5
"S00091776",91,60,19,10,2
"S00091777",94,73,11,10,0
"S00091778",115,61,47,7,0
"S00091779",151,142,2,7,0
"S00091780",126,93,18,15,0
"S00091781",106,25,79,2,0
"S00091782",108,63,43,2,0
"S00091783",112,60,50,2,0
"S00091784",122,97,4,21,0
"S00091785",167,158,0,5,4
"S00091786",93,88,0,5,0
"S00091787",110,108,0,2,0
"S00091788",106,95,2,9,0
"S00091789",127,117,2,6,2
"S00091790",139,134,0,5,0
"S00091791",95,86,2,5,2
"S00091792",87,77,0,7,3
"S00091793",126,112,0,11,3
"S00091794",132,114,0,18,0
"S00091795",133,107,2,23,1
"S00091796",129,115,4,8,2
"S00091797",120,108,3,7,2
"S00091798",130,120,2,8,0
"S00091799",100,99,1,0,0
"S00091800",160,146,0,11,3
"S00091801",104,101,0,2,1
"S00091802",50,30,16,1,3
"S00091803",103,70,27,6,0
"S00091804",127,60,59,8,0
"S00091805",108,91,6,11,0
"S00091806",149,139,7,3,0
"S00091807",217,141,60,16,0
"S00091808",113,92,14,7,0
"S00091809",107,81,25,1,0
"S00091810",176,168,0,6,2
"S00091811",122,105,2,13,2
"S00091812",144,70,58,13,3
"S00091813",120,86,23,8,3
"S00091814",95,41,54,0,0
"S00091815",128,105,22,0,1
"S00091816",115,100,3,12,0
"S00091817",148,109,31,8,0
"S00091818",152,56,88,6,2
"S00091819",108,41,62,5,0
"S00091820",76,64,2,8,2
"S00091821",163,120,38,5,0
"S00091822",73,56,0,12,5
"S00091823",139,129,0,8,2
"S00091824",88,61,23,4,0
"S00091825",116,106,7,1,2
"S00091826",145,137,0,8,0
"S00091827",76,67,1,8,0
"S00091828",130,69,57,3,1
"S00091829",107,75,20,10,2
"S00091830",61,57,1,2,1
"S00091831",143,104,4,30,5
"S00091832",99,87,8,4,0
"S00091833",103,52,44,7,0
"S00091834",116,82,24,10,0
"S00091835",175,73,83,19,0
"S00091836",113,45,66,0,2
"S00091837",124,75,45,3,1
"S00091838",155,72,67,15,1
"S00091839",140,58,75,7,0
"S00091840",148,105,22,20,1
"S00091841",127,37,76,14,0
"S00091842",109,81,19,9,0
"S00091843",95,66,25,4,0
"S00091844",126,111,1,9,5
"S00091845",146,95,37,13,1
"S00091846",117,109,8,0,0
"S00091847",124,92,14,18,0
"S00091848",137,113,18,6,0
"S00091849",63,31,26,6,0
"S00091850",184,89,67,25,3
"S00091851",61,41,9,11,0
"S00091852",126,76,43,7,0
"S00091853",100,44,36,17,3
"S00091854",85,67,3,15,0
"S00091855",86,33,30,23,0
"S00091856",113,91,7,11,4
"S00091857",121,81,39,1,0
"S00091858",116,80,16,19,1
"S00091859",156,108,23,23,2
"S00091860",147,108,33,3,3
"S00091861",103,36,64,3,0
"S00091862",92,72,0,17,3
"S00091863",133,89,16,24,4
"S00091864",183,76,57,48,2
"S00091865",53,49,1,3,0
"S00091866",114,102,8,4,0
"S00091867",93,54,39,0,0
"S00091868",104,82,16,6,0
"S00091869",98,84,14,0,0
"S00091870",170,108,56,6,0
"S00091871",119,83,23,11,2
"S00091872",154,147,1,4,2
"S00091873",157,98,51,8,0
"S00091874",172,130,42,0,0
"S00091875",128,88,26,10,4
"S00091876",95,84,6,5,0
"S00091877",63,37,16,10,0
"S00091878",110,75,29,6,0
"S00091879",162,126,23,13,0
"S00091880",72,35,33,2,2
"S00091881",180,108,58,14,0
"S00091882",66,45,19,2,0
"S00091883",128,90,33,4,1
"S00091884",150,143,0,1,6
"S00091885",173,80,79,14,0
"S00091886",113,101,0,12,0
"S00091887",151,57,88,6,0
"S00091888",174,117,50,7,0
"S00091889",63,56,6,1,0
"S00091890",55,53,0,0,2
"S00091891",175,172,0,1,2
"S00091892",92,87,5,0,0
"S00091893",85,36,36,11,2
"S00091894",89,39,29,19,2
"S00091895",85,55,21,8,1
"S00091896",146,93,44,8,1
"S00091897",157,92,61,3,1
"S00091898",91,48,29,11,3
"S00091899",117,23,71,21,2
"S00091900",146,82,46,18,0
"S00091901",66,22,40,4,0
"S00091902",117,61,35,17,4
"S00091903",79,36,26,17,0
"S00091904",71,29,38,4,0
"S00091905",200,177,5,14,4
"S00091906",149,143,3,3,0
"S00091907",137,127,0,10,0
"S00091908",115,105,9,0,1
"S00091909",91,66,17,8,0
"S00091910",58,53,0,5,0
"S00091911",99,60,30,9,0
"S00091912",107,46,42,19,0
"S00091913",113,108,1,3,1
"S00091914",125,87,3,33,2
"S00091915",142,47,64,30,1
"S00091916",119,20,88,11,0
"S00091917",117,28,82,7,0
"S00091918",83,17,61,5,0
"S00091919",90,31,54,5,0
"S00091920",113,99,0,8,6
"S00091921",129,125,3,1,0
"S00091922",117,62,44,11,0
"S00091923",133,125,0,6,2
"S00091924",122,106,14,2,0
"S00091925",136,99,17,17,3
"S00091926",71,54,8,9,0
"S00091927",207,65,110,32,0
"S00091928",148,48,74,24,2
"S00091929",130,97,5,26,2
"S00091930",97,41,46,10,0
"S00091931",99,57,21,21,0
"S00091932",117,20,91,6,0
"S00091933",87,21,50,16,0
"S00091934",89,26,55,8,0
"S00091935",146,80,58,8,0
"S00091936",112,61,23,27,1
"S00091937",113,68,45,0,0
"S00091938",197,130,21,38,8
"S00091939",125,87,10,22,6
"S00091940",115,39,51,25,0
"S00091941",147,104,20,22,1
"S00091942",91,29,25,35,2
"S00091943",117,37,53,26,1
"S00091944",79,18,45,16,0
"S00091945",91,8,80,3,0
"S00091946",111,65,6,35,5
"S00091947",77,22,44,11,0
"S00091948",103,67,25,11,0
"S00091949",88,6,69,13,0
"S00091950",202,31,162,9,0
"S00091951",59,8,44,7,0
"S00091952",95,28,31,33,3
"S00091953",127,105,2,20,0
"S00091954",129,99,3,21,6
"S00091955",81,25,7,49,0
"S00091956",105,38,29,38,0
"S00091957",116,59,21,36,0
"S00091958",68,24,1,43,0
"S00091959",86,65,4,16,1
"S00091960",79,20,42,17,0
"S00091961",97,16,35,46,0
"S00091962",83,26,26,31,0
"S00091963",71,11,55,5,0
"S00091964",88,11,69,6,2
"S00091965",76,45,15,16,0
"S00091966",78,17,7,53,1
"S00091967",76,22,8,46,0
"S00091968",81,12,7,57,5
"S00091969",51,46,1,4,0
"S00091970",113,93,1,19,0
"S00091971",123,96,3,22,2
"S00091972",119,82,35,0,2
"S00091973",94,82,0,12,0
"S00091974",78,65,5,7,1
"S00091975",127,115,3,7,2
"S00091976",169,158,3,7,1
"S00091977",64,43,16,5,0
"S00091978",148,135,9,0,4
"S00091979",63,52,2,8,1
"S00091980",71,64,2,1,4
"S00091981",128,103,12,11,2
"S00091982",128,117,1,5,5
"S00091983",92,82,1,8,1
"S00091984",128,81,31,10,6
"S00091985",105,78,22,2,3
"S00091986",101,100,0,1,0
"S00091987",99,72,24,3,0
"S00091988",57,23,34,0,0
"S00091989",76,32,44,0,0
"S00091990",101,79,17,4,1
"S00091991",84,36,41,7,0
"S00091992",118,79,23,13,3
"S00091993",148,86,50,12,0
"S00091994",183,90,90,3,0
"S00091995",109,70,36,3,0
"S00091996",165,159,0,6,0
"S00091997",75,21,52,2,0
"S00091998",107,67,38,2,0
"S00091999",173,162,0,9,2
"S00092000",108,39,59,10,0
"S00092001",85,50,27,8,0
"S00092002",90,72,2,11,5
"S00092003",139,89,26,24,0
"S00092004",177,117,53,7,0
"S00092005",191,160,26,5,0
"S00092006",137,118,3,7,9
"S00092007",83,38,39,6,0
"S00092008",142,111,26,5,0
"S00092009",129,69,56,3,1
"S00092010",75,34,30,11,0
"S00092011",77,46,26,5,0
"S00092012",173,135,2,35,1
"S00092013",152,141,6,5,0
"S00092014",100,75,17,6,2
"S00092015",173,142,23,5,3
"S00092016",156,124,30,0,2
"S00092017",140,82,47,10,1
"S00092018",130,56,61,12,1
"S00092019",96,54,40,0,2
"S00092020",134,76,30,25,3
"S00092021",76,48,3,21,4
"S00092022",129,98,2,25,4
"S00092023",67,59,0,2,6
"S00092024",124,85,14,23,2
"S00092025",136,105,19,12,0
"S00092026",132,122,0,9,1
"S00092027",116,94,17,2,3
"S00092028",61,28,28,4,1
"S00092029",86,50,2,32,2
"S00092030",69,37,27,2,3
"S00092031",117,88,18,10,1
"S00092032",148,116,9,21,2
"S00092033",59,17,32,9,1
"S00092034",112,74,32,6,0
"S00092035",87,32,49,6,0
"S00092036",87,68,6,11,2
"S00092037",161,112,25,18,6
"S00092038",188,89,91,8,0
"S00092039",152,63,75,9,5
"S00092040",108,89,6,9,4
"S00092041",103,20,76,6,1
"S00092042",148,77,67,4,0
"S00092043",141,102,23,15,1
"S00092044",116,82,32,0,2
"S00092045",156,100,46,9,1
"S00092046",155,102,35,18,0
"S00092047",113,42,64,7,0
"S00092048",199,182,4,13,0
"S00092049",168,49,108,9,2
"S00092050",165,49,108,8,0
"S00092051",157,132,4,17,4
"S00092052",138,125,2,5,6
"S00092053",99,88,2,9,0
"S00092054",82,50,32,0,0
"S00092055",115,46,52,15,2
"S00092056",107,96,5,5,1
"S00092057",99,91,0,4,4
"S00092058",155,130,20,5,0
"S00092059",136,96,39,1,0
"S00092060",121,68,51,2,0
"S00092061",88,34,42,12,0
"S00092062",162,47,105,9,1
"S00092063",115,58,50,5,2
"S00092064",98,58,38,1,1
"S00092065",71,37,30,2,2
"S00092066",131,90,32,8,1
"S00092067",162,67,83,10,2
"S00092068",118,55,49,14,0
"S00092069",91,54,18,14,5
"S00092070",85,76,5,4,0
"S00092071",117,87,16,12,2
"S00092072",102,59,32,7,4
"S00092073",111,99,5,6,1
"S00092074",100,74,20,5,1
"S00092075",61,41,5,14,1
"S00092076",117,45,34,38,0
"S00092077",137,75,38,20,4
"S00092078",79,31,15,33,0
"S00092079",66,2,54,8,2
"S00092080",92,48,11,31,2
"S00092081",89,56,15,17,1
"S00092082",142,103,35,4,0
"S00092083",63,28,35,0,0
"S00092084",74,66,1,6,1
"S00092085",99,69,24,3,3
"S00092086",91,67,17,7,0
"S00092087",145,106,39,0,0
"S00092088",104,78,19,7,0
"S00092089",99,79,11,9,0
"S00092090",156,71,80,5,0
"S00092091",145,79,37,28,1
"S00092092",115,87,4,24,0
"S00092093",101,93,2,6,0
"S00092094",134,110,13,9,2
"S00092095",87,66,20,1,0
"S00092096",115,102,8,4,1
"S00092097",168,57,105,3,3
"S00092098",128,24,101,3,0
"S00092099",198,195,0,3,0
"S00092100",164,145,9,10,0
"S00092101",108,68,31,9,0
"S00092102",103,72,27,4,0
"S00092103",107,50,46,9,2
"S00092104",111,31,79,1,0
"S00092105",112,50,60,2,0
"S00092106",131,98,27,6,0
"S00092107",107,34,59,8,6
"S00092108",108,86,17,4,1
"S00092109",96,53,38,3,2
"S00092110",125,85,38,2,0
"S00092111",126,93,31,2,0
"S00092112",107,65,36,6,0
"S00092113",84,63,0,17,4
"S00092114",55,35,1,19,0
"S00092115",133,48,77,4,4
"S00092116",184,88,84,6,6
"S00092117",76,46,25,5,0
"S00092118",108,88,9,9,2
"S00092119",110,30,74,6,0
"S00092120",76,54,10,11,1
"S00092121",94,78,8,8,0
"S00092122",74,40,28,4,2
"S00092123",113,94,13,5,1
"S00092124",69,42,24,3,0
"S00092125",112,86,18,8,0
"S00092126",85,80,5,0,0
"S00092127",79,70,0,8,1
"S00092128",91,83,0,5,3
"S00092129",140,58,77,5,0
"S00092130",126,97,22,6,1
"S00092131",151,78,52,19,2
"S00092132",103,93,6,0,4
"S00092133",156,86,53,17,0
"S00092134",108,58,38,12,0
"S00092135",175,111,58,6,0
"S00092136",125,17,102,6,0
"S00092137",83,37,42,4,0
"S00092138",152,51,96,5,0
"S00092139",93,33,55,5,0
"S00092140",155,64,62,29,0
"S00092141",52,14,31,4,3
"S00092142",82,79,3,0,0
"S00092143",96,90,4,2,0
"S00092144",155,128,9,17,1
"S00092145",75,72,0,0,3
"S00092146",109,100,7,2,0
"S00092147",157,134,17,0,6
"S00092148",182,156,13,9,4
"S00092149",118,75,25,18,0
"S00092150",82,38,39,5,0
"S00092151",140,113,18,9,0
"S00092152",74,59,12,3,0
"S00092153",157,97,53,7,0
"S00092154",96,76,18,2,0
"S00092155",66,60,4,2,0
"S00092156",66,46,10,10,0
"S00092157",137,91,34,11,1
"S00092158",138,49,84,5,0
"S00092159",108,42,49,17,0
"S00092160",101,43,56,2,0
"S00092161",150,61,80,9,0
"S00092162",128,111,6,10,1
"S00092163",195,74,103,18,0
"S00092164",77,64,3,10,0
"S00092165",144,96,45,2,1
"S00092166",68,46,17,5,0
"S00092167",91,20,71,0,0
"S00092168",132,61,46,25,0
"S00092169",85,39,41,5,0
"S00092170",132,46,76,10,0
"S00092171",113,26,77,10,0
"S00092172",161,61,100,0,0
"S00092173",193,44,127,21,1
"S00092174",167,109,32,26,0
"S00092175",132,127,3,2,0
"S00092176",129,102,5,20,2
"S00092177",164,46,112,6,0
"S00092178",99,50,0,49,0
"S00092179",148,88,27,33,0
"S00092180",152,11,137,4,0
"S00092181",59,6,53,0,0
"S00092182",122,34,20,68,0
"S00092183",144,71,27,46,0
"S00092184",170,35,96,38,1
"S00092185",122,24,39,59,0
"S00092186",72,58,5,8,1
"S00092187",149,121,11,10,7
"S00092188",51,1,49,1,0
"S00092189",78,28,21,26,3
"S00092190",110,79,8,21,2
"S00092191",160,150,3,1,6
"S00092192",75,14,58,3,0
"S00092193",153,106,7,35,5
"S00092194",190,160,15,15,0
"S00092195",161,140,14,7,0
"S00092196",136,43,81,12,0
"S00092197",163,77,59,27,0
"S00092198",131,68,51,11,1
"S00092199",75,50,19,4,2
"S00092200",65,55,0,9,1
"S00092201",98,83,0,13,2
"S00092202",168,152,6,5,5
"S00092203",153,135,17,1,0
"S00092204",143,134,2,7,0
"S00092205",112,101,9,2,0
"S00092206",120,64,50,4,2
"S00092207",156,155,0,1,0
"S00092208",86,80,6,0,0
"S00092209",184,176,3,2,3
"S00092210",117,111,3,3,0
"S00092211",108,97,2,9,0
"S00092212",93,85,0,6,2
"S00092213",159,94,57,6,2
"S00092214",156,108,32,7,9
"S00092215",115,29,81,5,0
"S00092216",124,93,24,3,4
"S00092217",97,76,18,2,1
"S00092218",134,97,25,7,5
"S00092219",97,74,3,20,0
"S00092220",64,45,0,14,5
"S00092221",102,98,1,3,0
"S00092222",105,62,37,6,0
"S00092223",149,141,0,8,0
"S00092224",71,50,19,0,2
"S00092225",101,38,62,1,0
"S00092226",187,182,0,5,0
"S00092227",153,125,8,16,4
"S00092228",88,87,0,0,1
"S00092229",122,117,0,3,2
"S00092230",109,103,4,2,0
"S00092231",134,124,1,2,7
"S00092232",83,61,20,1,1
"S00092233",132,126,3,3,0
"S00092234",61,58,3,0,0
"S00092235",110,101,0,9,0
"S00092236",109,92,3,10,4
"S00092237",96,88,3,5,0
"S00092238",83,79,0,4,0
"S00092239",212,204,4,4,0
"S00092240",132,121,2,9,0
"S00092241",102,85,11,6,0
"S00092242",128,112,5,7,4
"S00092243",60,58,0,2,0
"S00092244",61,52,2,5,2
"S00092245",109,101,0,8,0
"S00092246",116,107,5,4,0
"S00092247",86,86,0,0,0
"S00092248",94,89,5,0,0
"S00092249",95,56,28,11,0
"S00092250",76,74,0,0,2
"S00092251",66,60,6,0,0
"S00092252",177,173,0,0,4
"S00092253",157,111,8,38,0
"S00092254",79,30,43,6,0
"S00092255",120,91,28,1,0
"S00092256",157,157,0,0,0
"S00092257",60,0,60,0,0
"S00092258",142,70,56,15,1
"S00092259",130,106,16,7,1
"S00092260",102,95,0,7,0
"S00092261",97,92,0,5,0
"S00092262",165,154,3,6,2
"S00092263",97,86,6,5,0
"S00092264",101,46,51,3,1
"S00092265",114,108,2,2,2
"S00092266",161,139,3,18,1
"S00092267",135,117,0,14,4
"S00092268",123,86,36,1,0
"S00092269",78,5,73,0,0
"S00092270",55,52,0,3,0
"S00092271",108,53,47,8,0
"S00092272",107,60,36,11,0
"S00092273",62,55,0,7,0
"S00092274",186,164,2,19,1
"S00092275",99,86,10,3,0
"S00092276",63,62,1,0,0
"S00092277",116,97,0,17,2
"S00092278",111,33,75,3,0
"S00092279",74,44,20,10,0
"S00092280",87,74,6,7,0
"S00092281",75,46,21,5,3
"S00092282",63,49,4,10,0
"S00092283",161,147,2,6,6
"S00092284",102,59,39,4,0
"S00092285",71,64,3,4,0
"S00092286",84,74,3,3,4
"S00092287",57,41,16,0,0
"S00092288",88,75,13,0,0
"S00092289",130,113,3,14,0
"S00092290",74,60,6,8,0
"S00092291",121,91,21,9,0
"S00092292",90,47,19,24,0
"S00092293",70,53,5,12,0
"S00092294",50,11,33,6,0
"S00092295",68,15,20,28,5
"S00092296",81,75,0,4,2
"S00092297",112,62,47,3,0
"S00092298",133,111,5,17,0
"S00092299",70,60,5,5,0
"S00092300",102,87,15,0,0
"S00092301",65,63,0,2,0
"S00092302",110,104,0,5,1
"S00092303",94,86,5,3,0
"S00092304",115,77,31,6,1
"S00092305",123,80,33,9,1
"S00092306",96,85,9,1,1
"S00092307",165,113,44,7,1
"S00092308",56,10,44,2,0
"S00092309",66,56,4,6,0
"S00092310",75,70,2,3,0
"S00092311",135,120,6,9,0
"S00092312",136,112,0,24,0
"S00092313",116,95,15,5,1
"S00092314",102,86,7,7,2
"S00092315",59,48,4,7,0
"S00092316",135,127,1,0,7
"S00092317",154,146,0,8,0
"S00092318",170,68,8,94,0
"S00092319",111,102,7,2,0
"S00092320",56,41,7,8,0
"S00092321",78,47,14,16,1
"S00092322",90,70,4,16,0
"S00092323",180,33,136,11,0
"S00092324",145,124,12,5,4
"S00092325",84,52,7,23,2
"S00092326",112,103,4,5,0
"S00092327",103,96,1,2,4
"S00092328",79,77,0,2,0
"S00092329",185,47,124,14,0
"S00092330",151,128,0,18,5
"S00092331",159,153,0,6,0
"S00092332",183,124,0,49,10
"S00092333",191,145,3,41,2
"S00092334",166,113,40,11,2
"S00092335",188,155,22,11,0
"S00092336",162,152,0,7,3
"S00092337",131,109,11,11,0
"S00092338",140,118,4,16,2
"S00092339",132,119,0,13,0
"S00092340",162,149,0,13,0
"S00092341",220,196,7,17,0
"S00092342",137,106,0,31,0
"S00092343",63,50,4,5,4
"S00092344",243,168,65,10,0
"S00092345",169,163,2,4,0
"S00092346",194,162,0,32,0
"S00092347",217,190,5,22,0
"S00092348",155,132,3,20,0
"S00092349",151,134,0,17,0
"S00092350",128,108,3,17,0
"S00092351",113,76,4,30,3
"S00092352",94,58,0,27,9
"S00092353",201,164,27,10,0
"S00092354",118,114,0,4,0
"S00092355",69,50,0,19,0
"S00092356",164,104,49,11,0
"S00092357",90,43,1,36,10
"S00092358",127,122,0,5,0
"S00092359",78,44,26,7,1
"S00092360",126,104,2,14,6
"S00092361",121,67,3,41,10
"S00092362",158,126,13,19,0
"S00092363",150,49,91,7,3
"S00092364",76,69,3,4,0
"S00092365",127,110,0,13,4
"S00092366",184,174,6,4,0
"S00092367",135,116,5,9,5
"S00092368",117,107,3,7,0
"S00092369",127,109,3,8,7
"S00092370",162,88,5,48,21
"S00092371",123,104,12,7,0
"S00092372",153,148,2,3,0
"S00092373",107,17,88,2,0
"S00092374",121,86,9,14,12
"S00092375",185,151,3,31,0
"S00092376",117,94,0,23,0
"S00092377",75,56,0,19,0
"S00092378",108,68,4,29,7
"S00092379",91,83,0,7,1
"S00092380",58,47,5,3,3
"S00092381",69,64,1,4,0
"S00092382",100,99,0,0,1
"S00092383",152,129,0,17,6
"S00092384",165,142,5,12,6
"S00092385",176,146,28,2,0
"S00092386",149,108,32,9,0
"S00092387",201,180,8,12,1
"S00092388",101,93,0,6,2
"S00092389",235,218,5,12,0
"S00092390",112,18,0,50,44
"S00092391",62,54,3,2,3
"S00092392",173,100,3,54,16
"S00092393",107,62,8,37,0
"S00092394",175,153,0,21,1
"S00092395",130,115,3,6,6
"S00092396",115,97,0,14,4
"S00092397",162,134,6,16,6
"S00092398",191,153,5,30,3
"S00092399",149,146,2,1,0
"S00092400",195,145,9,40,1
"S00092401",155,102,4,46,3
"S00092402",140,119,3,15,3
"S00092403",183,167,6,10,0
"S00092404",76,43,17,16,0
"S00092405",106,42,39,25,0
"S00092406",149,143,0,6,0
"S00092407",213,186,10,14,3
"S00092408",134,129,5,0,0
"S00092409",140,114,0,26,0
"S00092410",170,157,3,8,2
"S00092411",77,65,4,6,2
"S00092412",113,69,4,34,6
"S00092413",128,114,0,13,1
"S00092414",84,28,0,37,19
"S00092415",125,63,1,53,8
"S00092416",104,52,0,43,9
"S00092417",79,18,0,50,11
"S00092418",130,75,3,46,6
"S00092419",76,73,0,2,1
"S00092420",142,125,9,8,0
"S00092421",65,51,0,10,4
"S00092422",111,95,6,10,0
"S00092423",142,110,1,17,14
"S00092424",63,46,6,9,2
"S00092425",158,99,35,21,3
"S00092426",129,73,4,52,0
"S00092427",117,80,8,18,11
"S00092428",78,37,34,3,4
"S00092429",105,62,39,4,0
"S00092430",112,67,42,3,0
"S00092431",133,103,23,7,0
"S00092432",117,92,0,24,1
"S00092433",121,90,26,4,1
"S00092434",217,207,4,5,1
"S00092435",65,58,7,0,0
"S00092436",158,126,22,8,2
"S00092437",179,168,2,9,0
"S00092438",65,35,0,28,2
"S00092439",128,101,22,4,1
"S00092440",63,24,39,0,0
"S00092441",222,197,8,16,1
"S00092442",141,108,0,20,13
"S00092443",108,79,25,3,1
"S00092444",106,106,0,0,0
"S00092445",57,54,0,3,0
"S00092446",92,75,1,13,3
"S00092447",73,67,1,3,2
"S00092448",161,132,16,12,1
"S00092449",91,80,0,11,0
"S00092450",192,170,0,22,0
"S00092451",128,59,67,1,1
"S00092452",116,84,24,8,0
"S00092453",124,93,29,0,2
"S00092454",86,51,21,14,0
"S00092455",123,113,7,0,3
"S00092456",86,72,9,5,0
"S00092457",92,91,0,1,0
"S00092458",180,176,1,3,0
"S00092459",179,177,0,2,0
"S00092460",96,91,0,5,0
"S00092461",65,59,0,6,0
"S00092462",150,126,4,20,0
"S00092463",91,60,27,2,2
"S00092464",135,55,66,9,5
"S00092465",81,26,43,12,0
"S00092466",178,88,89,1,0
"S00092467",165,161,0,4,0
"S00092468",85,83,0,0,2
"S00092469",68,43,15,10,0
"S00092470",159,59,87,9,4
"S00092471",210,78,99,33,0
"S00092472",73,28,31,14,0
"S00092473",95,90,0,5,0
"S00092474",167,167,0,0,0
"S00092475",144,67,65,11,1
"S00092476",90,47,36,6,1
"S00092477",131,119,5,7,0
"S00092478",84,78,0,6,0
"S00092479",156,79,15,50,12
"S00092480",100,86,9,5,0
"S00092481",91,73,9,6,3
"S00092482",89,56,20,12,1
"S00092483",136,103,11,20,2
"S00092484",97,92,3,2,0
"S00092485",131,82,20,27,2
"S00092486",68,41,21,6,0
"S00092487",177,158,8,9,2
"S00092488",76,60,14,1,1
"S00092489",128,100,0,22,6
"S00092490",112,81,12,14,5
"S00092491",127,99,28,0,0
"S00092492",107,104,0,3,0
"S00092493",171,154,13,4,0
"S00092494",144,116,0,26,2
"S00092495",129,109,2,7,11
"S00092496",144,117,5,17,5
"S00092497",101,56,30,12,3
"S00092498",117,102,1,8,6
"S00092499",101,66,4,25,6
"S00092500",119,111,3,3,2
"S00092501",117,106,6,5,0
"S00092502",121,112,0,7,2
"S00092503",142,125,3,14,0
"S00092504",126,117,3,2,4
"S00092505",100,83,4,12,1
"S00092506",149,137,2,10,0
"S00092507",163,147,4,11,1
"S00092508",179,169,6,4,0
"S00092509",110,101,5,4,0
"S00092510",134,125,1,8,0
"S00092511",140,114,0,26,0
"S00092512",210,157,43,10,0
"S00092513",149,115,20,12,2
"S00092514",132,92,23,15,2
"S00092515",51,30,16,1,4
"S00092516",109,44,14,45,6
"S00092517",132,126,0,5,1
"S00092518",132,107,16,7,2
"S00092519",187,168,6,11,2
"S00092520",137,104,3,23,7
"S00092521",137,110,16,9,2
"S00092522",178,127,31,10,10
"S00092523",70,54,1,15,0
"S00092524",199,168,0,28,3
"S00092525",69,58,0,8,3
"S00092526",107,98,0,9,0
"S00092527",110,92,3,12,3
"S00092528",143,131,0,6,6
"S00092529",142,122,2,16,2
"S00092530",109,82,9,16,2
"S00092531",98,75,0,18,5
"S00092532",139,122,3,14,0
"S00092533",112,95,1,12,4
"S00092534",168,146,1,17,4
"S00092535",75,66,3,4,2
"S00092536",96,82,6,8,0
"S00092537",62,51,0,5,6
"S00092538",188,167,3,14,4
"S00092539",83,76,3,4,0
"S00092540",137,119,0,18,0
"S00092541",130,104,1,17,8
"S00092542",114,76,26,12,0
"S00092543",198,193,5,0,0
"S00092544",88,88,0,0,0
"S00092545",110,97,0,13,0
"S00092546",64,51,0,10,3
"S00092547",115,37,0,69,9
"S00092548",65,46,15,3,1
"S00092549",125,59,0,57,9
"S00092550",253,243,0,10,0
"S00092551",211,192,0,14,5
"S00092552",222,216,0,6,0
"S00092553",165,159,1,5,0
"S00092554",189,187,0,2,0
"S00092555",192,173,4,15,0
"S00092556",122,71,24,19,8
"S00092557",181,171,0,10,0
"S00092558",230,212,6,12,0
"S00092559",178,167,0,11,0
