output_area,total,active,inactive
S00102677,67,48,19
S00102678,91,62,29
S00102679,100,70,30
S00102680,85,57,28
S00102681,89,69,20
S00102682,79,54,25
S00102683,73,53,20
S00102684,116,69,47
S00102685,117,72,45
S00102686,90,65,25
S00102687,66,41,25
S00102688,73,40,33
S00102689,75,56,19
S00102690,84,48,36
S00102691,83,67,16
S00102692,161,128,33
S00102693,82,62,20
S00102694,117,98,19
S00102695,79,72,7
S00102696,126,94,32
S00102697,56,40,16
S00102698,118,73,45
S00102699,119,82,37
S00102700,142,96,46
S00102701,108,70,38
S00102702,75,35,40
S00102703,122,92,30
S00102704,82,50,32
S00102705,113,80,33
S00102706,87,49,38
S00102707,47,31,16
S00102708,84,53,31
S00102709,57,28,29
S00102710,97,83,14
S00102711,93,60,33
S00102712,99,74,25
S00102713,94,56,38
S00102714,88,53,35
S00102715,69,53,16
S00102716,75,50,25
S00102717,64,45,19
S00102718,179,134,45
S00102719,100,69,31
S00102720,40,23,17
S00102721,82,40,42
S00102722,62,37,25
S00102723,82,58,24
S00102724,59,36,23
S00102725,61,36,25
S00102726,63,50,13
S00102727,60,31,29
S00102728,85,68,17
S00102729,63,38,25
S00102730,122,84,38
S00102731,88,73,15
S00102732,36,24,12
S00102733,46,28,18
S00102734,152,107,45
S00102735,44,14,30
S00102736,67,53,14
S00102737,41,24,17
S00102738,73,51,22
S00102739,108,77,31
S00102740,134,97,37
S00102741,74,50,24
S00102742,85,68,17
S00102743,45,32,13
S00102744,86,60,26
S00102745,43,21,22
S00102746,57,37,20
S00102747,119,77,42
S00102748,111,82,29
S00102749,69,44,25
S00102750,50,37,13
S00102751,162,128,34
S00102752,52,23,29
S00102753,53,30,23
S00102754,53,34,19
S00102755,36,20,16
S00102756,69,56,13
S00102757,55,37,18
S00102758,77,46,31
S00102759,44,29,15
S00102760,65,48,17
S00102761,54,29,25
S00102762,110,74,36
S00102763,55,36,19
S00102764,74,52,22
S00102765,136,102,34
S00102766,64,46,18
S00102767,125,81,44
S00102768,116,102,14
S00102769,51,42,9
S00102770,77,62,15
S00102771,90,64,26
S00102772,115,78,37
S00102773,81,57,24
S00102774,36,27,9
S00102775,224,177,47
S00102776,88,66,22
S00102777,73,48,25
S00102778,76,47,29
S00102779,77,45,32
S00102780,122,95,27
S00102781,54,40,14
S00102782,28,12,16
S00102783,90,71,19
S00102784,115,97,18
S00102785,91,54,37
S00102786,153,113,40
S00102787,108,83,25
S00102788,132,86,46
S00102789,95,67,28
S00102790,52,27,25
S00102791,53,38,15
S00102792,96,55,41
S00102793,91,73,18
S00102794,74,51,23
S00102795,49,25,24
S00102796,39,19,20
S00102797,38,24,14
S00102798,67,42,25
S00102799,97,81,16
S00102800,63,47,16
S00102801,64,38,26
S00102802,63,49,14
S00102803,97,69,28
S00102804,90,66,24
S00102805,82,64,18
S00102806,75,57,18
S00102807,86,54,32
S00102808,151,103,48
S00102809,116,90,26
S00102810,106,82,24
S00102811,66,47,19
S00102812,52,38,14
S00102813,112,96,16
S00102814,78,58,20
S00102815,126,97,29
S00102816,113,77,36
S00102817,81,63,18
S00102818,115,91,24
S00102819,119,86,33
S00102820,87,64,23
S00102821,71,35,36
S00102822,42,19,23
S00102823,24,12,12
S00102824,39,14,25
S00102825,35,26,9
S00102826,114,84,30
S00102827,64,40,24
S00102828,80,55,25
S00102829,90,65,25
S00102830,88,57,31
S00102831,85,66,19
S00102832,101,74,27
S00102833,78,51,27
S00102834,116,76,40
S00102835,24,3,21
S00102836,61,40,21
S00102837,116,80,36
S00102838,121,93,28
S00102839,81,54,27
S00102840,114,84,30
S00102841,87,61,26
S00102842,160,130,30
S00102843,71,55,16
S00102844,47,14,33
S00102845,64,43,21
S00102846,55,38,17
S00102847,50,31,19
S00102848,103,75,28
S00102849,121,90,31
S00102850,122,78,44
S00102851,144,105,39
S00102852,141,102,39
S00102853,104,64,40
S00102854,110,81,29
S00102855,81,49,32
S00102856,96,71,25
S00102857,161,114,47
S00102858,166,118,48
S00102859,134,95,39
S00102860,108,80,28
S00102861,74,59,15
S00102862,79,42,37
S00102863,125,102,23
S00102864,69,51,18
S00102865,47,38,9
S00102866,63,49,14
S00102867,98,74,24
S00102868,108,88,20
S00102869,88,65,23
S00102870,115,83,32
S00102871,69,51,18
S00102872,99,76,23
S00102873,82,59,23
S00102874,87,66,21
S00102875,86,69,17
S00102876,159,121,38
S00102877,106,70,36
S00102878,49,30,19
S00102879,111,86,25
S00102880,87,65,22
S00102881,86,59,27
S00102882,110,85,25
S00102883,111,81,30
S00102884,88,67,21
S00102885,161,122,39
S00102886,142,107,35
S00102887,100,75,25
S00102888,92,73,19
S00102889,93,59,34
S00102890,96,84,12
S00102891,112,80,32
S00102892,79,60,19
S00102893,68,50,18
S00102894,101,61,40
S00102895,69,38,31
S00102896,97,74,23
S00102897,106,62,44
S00102898,73,42,31
S00102899,104,75,29
S00102900,46,37,9
S00102901,125,99,26
S00102902,97,67,30
S00102903,108,80,28
S00102904,79,59,20
S00102905,104,77,27
S00102906,77,68,9
S00102907,67,54,13
S00102908,57,41,16
S00102909,99,81,18
S00102910,64,43,21
S00102911,121,84,37
S00102912,63,40,23
S00102913,96,61,35
S00102914,66,47,19
S00102915,74,49,25
S00102916,76,52,24
S00102917,91,60,31
S00102918,61,39,22
S00102919,70,55,15
S00102920,87,64,23
S00102921,81,54,27
S00102922,87,62,25
S00102923,75,52,23
S00102924,101,80,21
S00102925,88,55,33
S00102926,83,65,18
S00102927,127,102,25
S00102928,97,57,40
S00102929,80,53,27
S00102930,97,76,21
S00102931,90,61,29
S00102932,93,72,21
S00102933,93,67,26
S00102934,101,73,28
S00102935,99,75,24
S00102936,94,68,26
S00102937,97,68,29
S00102938,69,53,16
S00102939,71,59,12
S00102940,118,97,21
S00102941,84,64,20
S00102942,93,73,20
S00102943,111,94,17
S00102944,77,62,15
S00102945,100,77,23
S00102946,87,61,26
S00102947,118,83,35
S00102948,136,100,36
S00102949,98,84,14
S00102950,157,106,51
S00102951,111,74,37
S00102952,92,55,37
S00102953,78,57,21
S00102954,114,74,40
S00102955,147,105,42
S00102956,48,33,15
S00102957,113,85,28
S00102958,127,85,42
S00102959,134,102,32
S00102960,105,61,44
S00102961,85,72,13
S00102962,90,53,37
S00102963,138,104,34
S00102964,26,16,10
S00102965,149,114,35
S00102966,58,28,30
S00102967,86,57,29
S00102968,119,76,43
S00102969,125,90,35
S00102970,114,81,33
S00102971,79,60,19
S00102972,75,55,20
S00102973,100,64,36
S00102974,95,61,34
S00102975,94,68,26
S00102976,85,60,25
S00102977,91,70,21
S00102978,138,95,43
S00102979,128,98,30
S00102980,94,66,28
S00102981,106,71,35
S00102982,156,122,34
S00102983,37,18,19
S00102984,38,16,22
S00102985,75,50,25
S00102986,112,83,29
S00102987,113,78,35
S00102988,99,59,40
S00102989,93,66,27
S00102990,59,42,17
S00102991,63,41,22
S00102992,38,24,14
S00102993,57,46,11
S00102994,93,63,30
S00102995,98,67,31
S00102996,71,55,16
S00102997,91,54,37
S00102998,103,71,32
S00102999,94,75,19
S00103000,109,70,39
S00103001,95,63,32
S00103002,110,80,30
S00103003,108,76,32
S00103004,122,86,36
S00103005,63,28,35
S00103006,151,118,33
S00103007,104,71,33
S00103008,150,103,47
S00103009,92,62,30
S00103010,38,13,25
S00103011,31,9,22
S00103012,102,72,30
S00103013,79,41,38
S00103014,81,60,21
S00103015,84,49,35
S00103016,85,59,26
S00103017,87,63,24
S00103018,85,72,13
S00103019,63,51,12
S00103020,75,58,17
S00103021,62,45,17
S00103022,51,40,11
S00103023,100,63,37
S00103024,50,35,15
S00103025,64,49,15
S00103026,67,51,16
S00103027,60,43,17
S00103028,113,85,28
S00103029,52,42,10
S00103030,72,53,19
S00103031,108,84,24
S00103032,130,100,30
S00103033,69,45,24
S00103034,93,70,23
S00103035,145,116,29
S00103036,85,51,34
S00103037,77,52,25
S00103038,67,43,24
S00103039,84,60,24
S00103040,128,81,47
S00103041,121,79,42
S00103042,99,74,25
S00103043,117,79,38
S00103044,98,73,25
S00103045,126,85,41
S00103046,97,67,30
S00103047,62,39,23
S00103048,96,68,28
S00103049,88,58,30
S00103050,61,37,24
S00103051,81,58,23
S00103052,81,42,39
S00103053,63,37,26
S00103054,43,23,20
S00103055,94,65,29
S00103056,101,48,53
S00103057,136,95,41
S00103058,112,77,35
S00103059,143,97,46
S00103060,88,65,23
S00103061,77,52,25
S00103062,78,47,31
S00103063,43,19,24
S00103064,86,61,25
S00103065,82,62,20
S00103066,83,61,22
S00103067,95,64,31
S00103068,88,62,26
S00103069,89,62,27
S00103070,145,100,45
S00103071,116,77,39
S00103072,149,100,49
S00103073,118,79,39
S00103074,85,61,24
S00103075,81,60,21
S00103076,89,67,22
S00103077,108,78,30
S00103078,102,71,31
S00103079,72,50,22
S00103080,88,67,21
S00103081,89,64,25
S00103082,100,69,31
S00103083,68,51,17
S00103084,73,44,29
S00103085,123,90,33
S00103086,109,66,43
S00103087,95,59,36
S00103088,114,68,46
S00103089,89,60,29
S00103090,106,70,36
S00103091,85,57,28
S00103092,84,49,35
S00103093,97,52,45
S00103094,44,25,19
S00103095,85,57,28
S00103096,123,78,45
S00103097,105,64,41
S00103098,106,73,33
S00103099,109,81,28
S00103100,82,66,16
S00103101,50,39,11
S00103102,64,51,13
S00103103,62,42,20
S00103104,104,64,40
S00103105,99,66,33
S00103106,68,46,22
S00103107,130,86,44
S00103108,68,52,16
S00103109,13,4,9
S00103110,64,37,27
S00103111,72,50,22
S00103112,88,53,35
S00103113,83,57,26
S00103114,136,95,41
S00103115,101,59,42
S00103116,82,56,26
S00103117,81,40,41
S00103118,56,37,19
S00103119,135,105,30
S00103120,71,50,21
S00103121,65,39,26
S00103122,73,42,31
S00103123,107,72,35
S00103124,93,67,26
S00103125,76,43,33
S00103126,95,56,39
S00103127,98,68,30
S00103128,81,45,36
S00103129,76,47,29
S00103130,60,39,21
S00103131,102,84,18
S00103132,83,68,15
S00103133,126,89,37
S00103134,103,74,29
S00103135,104,73,31
S00103136,152,103,49
S00103137,48,31,17
S00103138,148,116,32
S00103139,101,71,30
S00103140,121,85,36
S00103141,75,44,31
S00103142,98,76,22
S00103143,101,69,32
S00103144,103,62,41
S00103145,114,71,43
S00103146,114,84,30
S00103147,79,53,26
S00103148,139,104,35
S00103149,147,112,35
S00103150,145,115,30
S00103151,131,115,16
S00103152,143,116,27
S00103153,102,85,17
S00103154,96,74,22
S00103155,102,85,17
S00103156,157,124,33
S00103157,197,153,44
S00103158,85,72,13
S00103159,149,118,31
S00103160,124,89,35
S00103161,110,88,22
S00103162,162,137,25
S00103163,80,63,17
S00103164,99,65,34
S00103165,98,76,22
S00103166,107,75,32
S00103167,72,58,14
S00103168,144,100,44
S00103169,137,106,31
S00103170,92,70,22
S00103171,74,58,16
S00103172,99,77,22
S00103173,158,96,62
S00103174,103,75,28
S00103175,29,4,25
S00103176,36,29,7
S00103177,89,68,21
S00103178,79,55,24
S00103179,97,68,29
S00103180,64,39,25
S00103181,99,62,37
S00103182,117,79,38
S00103183,93,45,48
S00103184,65,54,11
S00103185,68,45,23
S00103186,30,17,13
S00103187,56,36,20
S00103188,87,67,20
S00103189,69,50,19
S00103190,103,53,50
S00103191,37,27,10
S00103192,95,73,22
S00103193,37,29,8
S00103194,38,17,21
S00103195,77,57,20
S00103196,89,71,18
S00103197,95,68,27
S00103198,57,38,19
S00103199,56,25,31
S00103200,39,26,13
S00103201,63,40,23
S00103202,73,50,23
S00103203,112,71,41
S00103204,100,65,35
S00103205,62,47,15
S00103206,86,64,22
S00103207,93,61,32
S00103208,81,65,16
S00103209,112,85,27
S00103210,109,74,35
S00103211,69,53,16
S00103212,94,70,24
S00103213,50,39,11
S00103214,122,83,39
S00103215,60,38,22
S00103216,79,58,21
S00103217,46,33,13
S00103218,44,40,4
S00103219,133,100,33
S00103220,87,54,33
S00103221,58,40,18
S00103222,127,70,57
S00103223,109,64,45
S00103224,106,84,22
S00103225,80,56,24
S00103226,70,41,29
S00103227,79,55,24
S00103228,111,86,25
S00103229,134,94,40
S00103230,64,46,18
S00103231,55,43,12
S00103232,94,81,13
S00103233,20,2,18
S00103234,59,34,25
S00103235,95,74,21
S00103236,77,50,27
S00103237,53,33,20
S00103238,77,51,26
S00103239,16,5,11
S00103240,39,24,15
S00103241,127,97,30
S00103242,71,45,26
S00103243,49,18,31
S00103244,60,34,26
S00103245,108,82,26
S00103246,112,88,24
S00103247,102,81,21
S00103248,59,45,14
S00103249,105,78,27
S00103250,123,97,26
S00103251,144,106,38
S00103252,110,89,21
S00103253,133,84,49
S00103254,81,59,22
S00103255,102,65,37
S00103256,93,64,29
S00103257,61,46,15
S00103258,24,17,7
S00103259,106,78,28
S00103260,63,40,23
S00103261,254,220,34
S00103262,108,96,12
S00103263,122,101,21
S00103264,116,91,25
S00103265,96,81,15
S00103266,100,76,24
S00103267,99,82,17
S00103268,123,99,24
S00103269,124,108,16
S00103270,106,79,27
S00103271,111,97,14
S00103272,118,75,43
S00103273,82,52,30
S00103274,34,17,17
S00103275,22,6,16
S00103276,82,64,18
S00103277,50,41,9
S00103278,100,64,36
S00103279,101,74,27
S00103280,109,69,40
S00103281,99,65,34
S00103282,122,84,38
S00103283,120,95,25
S00103284,82,46,36
S00103285,31,14,17
S00103286,96,64,32
S00103287,61,22,39
S00103288,49,36,13
S00103289,176,137,39
S00103290,107,79,28
S00103291,110,80,30
S00103292,87,62,25
S00103293,51,40,11
S00103294,59,42,17
S00103295,51,39,12
S00103296,93,75,18
S00103297,98,67,31
S00103298,46,35,11
S00103299,80,49,31
S00103300,56,45,11
S00103301,74,53,21
S00103302,92,56,36
S00103303,41,31,10
S00103304,111,93,18
S00103305,59,47,12
S00103306,59,45,14
S00103307,68,46,22
S00103308,68,49,19
S00103309,134,91,43
S00103310,36,31,5
S00103311,146,108,38
S00103312,95,80,15
S00103313,127,98,29
S00103314,85,42,43
S00103315,234,116,118
S00103316,233,88,145
S00103317,59,41,18
S00103318,115,68,47
S00103319,79,60,19
S00103320,116,54,62
S00103321,59,18,41
S00103322,61,37,24
S00103323,105,61,44
S00103324,59,45,14
S00103325,117,74,43
S00103326,92,61,31
S00103327,104,72,32
S00103328,57,29,28
S00103329,91,53,38
S00103330,44,24,20
S00103331,73,46,27
S00103332,243,67,176
S00103333,73,39,34
S00103334,55,31,24
S00103335,98,69,29
S00103336,74,55,19
S00103337,54,33,21
S00103338,150,72,78
S00103339,61,41,20
S00103340,75,59,16
S00103341,94,72,22
S00103342,115,83,32
S00103343,83,63,20
S00103344,141,103,38
S00103345,56,48,8
S00103346,85,65,20
S00103347,137,66,71
S00103348,106,64,42
S00103349,86,61,25
S00103350,94,50,44
S00103351,76,49,27
S00103352,72,53,19
S00103353,146,118,28
S00103354,96,72,24
S00103355,91,81,10
S00103356,55,36,19
S00103357,78,64,14
S00103358,97,80,17
S00103359,72,61,11
S00103360,110,79,31
S00103361,84,69,15
S00103362,82,64,18
S00103363,77,63,14
S00103364,84,61,23
S00103365,81,59,22
S00103366,74,32,42
S00103367,48,21,27
S00103368,115,76,39
S00103369,106,78,28
S00103370,88,76,12
S00103371,65,49,16
S00103372,71,55,16
S00103373,114,95,19
S00103374,72,62,10
S00103375,109,92,17
S00103376,54,38,16
S00103377,80,67,13
S00103378,125,100,25
S00103379,76,65,11
S00103380,83,70,13
S00103381,92,68,24
S00103382,101,83,18
S00103383,82,69,13
S00103384,105,74,31
S00103385,76,65,11
S00103386,78,59,19
S00103387,63,52,11
S00103388,72,65,7
S00103389,100,91,9
S00103390,108,73,35
S00103391,57,43,14
S00103392,101,80,21
S00103393,76,55,21
S00103394,72,50,22
S00103395,45,28,17
S00103396,56,42,14
S00103397,65,44,21
S00103398,57,45,12
S00103399,62,46,16
S00103400,78,62,16
S00103401,43,27,16
S00103402,27,4,23
S00103403,69,59,10
S00103404,81,64,17
S00103405,110,97,13
S00103406,74,38,36
S00103407,63,52,11
S00103408,84,53,31
S00103409,82,59,23
S00103410,74,56,18
S00103411,65,47,18
S00103412,59,44,15
S00103413,81,63,18
S00103414,74,46,28
S00103415,102,69,33
S00103416,99,72,27
S00103417,59,37,22
S00103418,85,49,36
S00103419,75,52,23
S00103420,95,51,44
S00103421,76,40,36
S00103422,149,98,51
S00103423,103,62,41
S00103424,106,75,31
S00103425,66,50,16
S00103426,72,48,24
S00103427,76,43,33
S00103428,93,61,32
S00103429,89,69,20
S00103430,87,76,11
S00103431,69,60,9
S00103432,93,57,36
S00103433,82,51,31
S00103434,77,59,18
S00103435,54,31,23
S00103436,99,77,22
S00103437,86,62,24
S00103438,66,52,14
S00103439,71,56,15
S00103440,82,57,25
S00103441,86,56,30
S00103442,55,38,17
S00103443,113,74,39
S00103444,59,49,10
S00103445,119,93,26
S00103446,87,61,26
S00103447,65,43,22
S00103448,167,95,72
S00103449,85,66,19
S00103450,82,59,23
S00103451,111,85,26
S00103452,70,59,11
S00103453,123,106,17
S00103454,136,82,54
S00103455,64,52,12
S00103456,129,89,40
S00103457,76,63,13
S00103458,50,25,25
S00103459,98,78,20
S00103460,99,75,24
S00103461,62,45,17
S00103462,69,44,25
S00103463,68,57,11
S00103464,103,83,20
S00103465,55,40,15
S00103466,48,33,15
S00103467,57,43,14
S00103468,109,65,44
S00103469,69,49,20
S00103470,66,45,21
S00103471,106,62,44
S00103472,78,64,14
S00103473,61,45,16
S00103474,429,211,218
S00103475,68,48,20
S00103476,65,45,20
S00103477,50,37,13
S00103478,100,75,25
S00103479,80,69,11
S00103480,94,75,19
S00103481,95,72,23
S00103482,107,85,22
S00103483,56,48,8
S00103484,86,73,13
S00103485,110,85,25
S00103486,154,112,42
S00103487,120,94,26
S00103488,64,48,16
S00103489,143,94,49
S00103490,98,58,40
S00103491,73,56,17
S00103492,51,40,11
S00103493,62,48,14
S00103494,167,106,61
S00103495,64,43,21
S00103496,72,41,31
S00103497,90,66,24
S00103498,105,73,32
S00103499,132,91,41
S00103500,123,81,42
S00103501,103,72,31
S00103502,104,81,23
S00103503,98,71,27
S00103504,145,75,70
S00103505,125,73,52
S00103506,105,69,36
S00103507,88,44,44
S00103508,69,31,38
S00103509,84,30,54
S00103510,129,54,75
S00103511,71,42,29
S00103512,154,93,61
S00103513,119,95,24
S00103514,50,37,13
S00103515,126,102,24
S00103516,87,65,22
S00103517,67,47,20
S00103518,81,47,34
S00103519,162,95,67
S00103520,66,52,14
S00103521,64,48,16
S00103522,62,52,10
S00103523,100,69,31
S00103524,317,56,261
S00103525,89,66,23
S00103526,108,93,15
S00103527,108,80,28
S00103528,55,47,8
S00103529,53,43,10
S00103530,87,71,16
S00103531,59,45,14
S00103532,56,50,6
S00103533,64,52,12
S00103534,98,75,23
S00103535,78,66,12
S00103536,75,63,12
S00103537,78,59,19
S00103538,81,68,13
S00103539,74,58,16
S00103540,59,46,13
S00103541,81,50,31
S00103542,95,73,22
S00103543,65,46,19
S00103544,98,77,21
S00103545,65,40,25
S00103546,76,59,17
S00103547,76,63,13
S00103548,99,88,11
S00103549,82,70,12
S00103550,100,86,14
S00103551,100,91,9
S00103552,93,82,11
S00103553,57,53,4
S00103554,55,48,7
S00103555,83,65,18
S00103556,82,72,10
S00103557,109,95,14
S00103558,104,92,12
S00103559,73,65,8
S00103560,80,71,9
S00103561,58,55,3
S00103562,61,51,10
S00103563,70,64,6
S00103564,61,48,13
S00103565,72,44,28
S00103566,58,47,11
S00103567,72,64,8
S00103568,64,53,11
S00103569,59,45,14
S00103570,44,26,18
S00103571,64,48,16
S00103572,121,91,30
S00103573,37,17,20
S00103574,112,79,33
S00103575,84,64,20
S00103576,75,58,17
S00103577,76,52,24
S00103578,64,47,17
S00103579,92,66,26
S00103580,62,47,15
S00103581,77,56,21
S00103582,121,83,38
S00103583,96,64,32
S00103584,123,75,48
S00103585,105,74,31
S00103586,119,89,30
S00103587,124,80,44
S00103588,106,81,25
S00103589,89,58,31
S00103590,92,65,27
S00103591,68,51,17
S00103592,66,42,24
S00103593,70,51,19
S00103594,83,64,19
S00103595,83,70,13
S00103596,84,47,37
S00103597,86,52,34
S00103598,75,49,26
S00103599,60,39,21
S00103600,87,51,36
S00103601,65,38,27
S00103602,70,47,23
S00103603,68,45,23
S00103604,43,22,21
S00103605,77,54,23
S00103606,68,54,14
S00103607,74,57,17
S00103608,85,58,27
S00103609,106,65,41
S00103610,43,34,9
S00103611,80,64,16
S00103612,86,60,26
S00103613,67,51,16
S00103614,56,35,21
S00103615,123,78,45
S00103616,60,38,22
S00103617,83,62,21
S00103618,90,55,35
S00103619,73,51,22
S00103620,85,58,27
S00103621,94,60,34
S00103622,43,33,10
S00103623,116,74,42
S00103624,90,61,29
S00103625,90,64,26
S00103626,60,50,10
S00103627,85,64,21
S00103628,48,36,12
S00103629,63,46,17
S00103630,84,62,22
S00103631,72,42,30
S00103632,84,55,29
S00103633,107,72,35
S00103634,57,40,17
S00103635,62,48,14
S00103636,85,70,15
S00103637,56,42,14
S00103638,51,38,13
S00103639,79,55,24
S00103640,57,33,24
S00103641,118,86,32
S00103642,59,48,11
S00103643,79,54,25
S00103644,67,46,21
S00103645,99,60,39
S00103646,97,65,32
S00103647,67,53,14
S00103648,39,30,9
S00103649,88,50,38
S00103650,89,61,28
S00103651,67,42,25
S00103652,75,54,21
S00103653,75,55,20
S00103654,69,48,21
S00103655,114,70,44
S00103656,111,80,31
S00103657,105,67,38
S00103658,65,49,16
S00103659,86,62,24
S00103660,72,53,19
S00103661,92,57,35
S00103662,74,62,12
S00103663,97,73,24
S00103664,85,45,40
S00103665,82,56,26
S00103666,58,33,25
S00103667,71,41,30
S00103668,73,49,24
S00103669,86,48,38
S00103670,77,56,21
S00103671,85,61,24
S00103672,89,59,30
S00103673,78,48,30
S00103674,71,53,18
S00103675,111,74,37
S00103676,45,32,13
S00103677,74,41,33
S00103678,109,85,24
S00103679,107,83,24
S00103680,98,77,21
S00103681,56,49,7
S00103682,64,56,8
S00103683,59,42,17
S00103684,67,55,12
S00103685,70,50,20
S00103686,49,36,13
S00103687,70,31,39
S00103688,87,80,7
S00103689,69,57,12
S00103690,64,46,18
S00103691,81,67,14
S00103692,159,140,19
S00103693,68,41,27
S00103694,169,142,27
S00103695,75,61,14
S00103696,128,104,24
S00103697,78,54,24
S00103698,78,45,33
S00103699,134,88,46
S00103700,81,69,12
S00103701,99,67,32
S00103702,43,24,19
S00103703,174,142,32
S00103704,110,62,48
S00103705,76,52,24
S00103706,94,53,41
S00103707,91,54,37
S00103708,55,38,17
S00103709,57,36,21
S00103710,70,44,26
S00103711,79,38,41
S00103712,58,32,26
S00103713,55,27,28
S00103714,45,23,22
S00103715,82,49,33
S00103716,64,45,19
S00103717,73,48,25
S00103718,57,30,27
S00103719,43,30,13
S00103720,43,26,17
S00103721,63,44,19
S00103722,77,43,34
S00103723,84,68,16
S00103724,108,101,7
S00103725,81,69,12
S00103726,79,68,11
S00103727,68,54,14
S00103728,87,59,28
S00103729,128,110,18
S00103730,100,65,35
S00103731,132,99,33
S00103732,80,63,17
S00103733,95,68,27
