dz_2001,total,religious,nonreligious
S01006327,563,394,169
S01006328,586,419,167
S01006329,965,666,299
S01006330,754,572,182
S01006331,752,513,239
S01006332,654,478,176
S01006333,905,663,242
S01006334,803,593,210
S01006335,881,615,266
S01006336,787,519,268
S01006337,732,497,235
S01006338,876,586,290
S01006339,808,630,178
S01006340,744,510,234
S01006341,796,545,251
S01006342,737,563,174
S01006343,739,550,189
S01006344,785,507,278
S01006345,594,417,177
S01006346,633,443,190
S01006347,633,398,235
S01006348,656,430,226
S01006349,513,385,128
S01006350,715,508,207
S01006351,976,664,312
S01006352,759,479,280
S01006353,583,429,154
S01006354,955,624,331
S01006355,738,439,299
S01006356,679,404,275
S01006357,749,475,274
S01006358,702,406,296
S01006359,868,642,226
S01006360,664,436,228
S01006361,807,479,328
S01006362,795,541,254
S01006363,725,465,260
S01006364,615,399,216
S01006365,920,583,337
S01006366,743,507,236
S01006367,769,544,225
S01006368,855,549,306
S01006369,815,614,201
S01006370,974,577,397
S01006371,545,356,189
S01006372,768,571,197
S01006373,858,549,309
S01006374,695,426,269
S01006375,679,409,270
S01006376,715,410,305
S01006377,610,354,256
S01006378,524,328,196
S01006379,595,427,168
S01006380,596,454,142
S01006381,528,393,135
S01006382,710,468,242
S01006383,624,399,225
S01006384,768,531,237
S01006385,942,559,383
S01006386,930,636,294
S01006387,800,556,244
S01006388,1005,624,381
S01006389,701,495,206
S01006390,666,422,244
S01006391,960,635,325
S01006392,864,619,245
S01006393,794,496,298
S01006394,794,481,313
S01006395,935,637,298
S01006396,596,354,242
S01006397,751,526,225
S01006398,883,623,260
S01006399,782,567,215
S01006400,947,714,233
S01006401,785,459,326
S01006402,671,378,293
S01006403,776,600,176
S01006404,775,473,302
S01006405,863,630,233
S01006406,433,312,121
S01006407,688,456,232
S01006408,981,538,443
S01006409,619,436,183
S01006410,716,566,150
S01006411,819,508,311
S01006412,705,455,250
S01006413,576,417,159
S01006414,524,369,155
S01006415,826,572,254
S01006416,587,442,145
S01006417,701,448,253
S01006418,678,438,240
S01006419,570,416,154
S01006420,937,527,410
S01006421,568,426,142
S01006422,662,502,160
S01006423,571,346,225
S01006424,634,485,149
S01006425,710,489,221
S01006426,548,373,175
S01006427,761,582,179
S01006428,829,550,279
S01006429,573,333,240
S01006430,618,475,143
S01006431,573,425,148
S01006432,722,447,275
S01006433,669,449,220
S01006434,813,581,232
S01006435,456,330,126
S01006436,755,487,268
S01006437,959,614,345
S01006438,606,475,131
S01006439,733,552,181
S01006440,818,624,194
S01006441,709,405,304
S01006442,796,524,272
S01006443,519,393,126
S01006444,568,341,227
S01006445,780,498,282
S01006446,871,587,284
S01006447,588,442,146
S01006448,887,590,297
S01006449,511,335,176
S01006450,682,337,345
S01006451,714,455,259
S01006452,567,430,137
S01006453,810,575,235
S01006454,572,368,204
S01006455,667,359,308
S01006456,867,657,210
S01006457,645,453,192
S01006458,931,660,271
S01006459,683,490,193
S01006460,521,380,141
S01006461,706,449,257
S01006462,741,464,277
S01006463,678,434,244
S01006464,747,513,234
S01006465,960,686,274
S01006466,742,559,183
S01006467,920,628,292
S01006468,1001,667,334
S01006469,679,488,191
S01006470,799,572,227
S01006471,820,480,340
S01006472,562,387,175
S01006473,778,558,220
S01006474,818,524,294
S01006475,853,583,270
S01006476,761,472,289
S01006477,789,547,242
S01006478,849,487,362
S01006479,714,549,165
S01006480,867,562,305
S01006481,597,356,241
S01006482,758,486,272
S01006483,911,678,233
S01006484,784,576,208
S01006485,659,449,210
S01006486,862,588,274
S01006487,765,507,258
S01006488,629,427,202
S01006489,784,574,210
S01006490,765,544,221
S01006491,828,611,217
S01006492,593,376,217
S01006493,582,423,159
S01006494,581,424,157
S01006495,788,538,250
S01006496,894,620,274
S01006497,502,358,144
S01006498,1102,809,293
S01006499,831,595,236
S01006500,741,554,187
S01006501,972,659,313
S01006502,631,423,208
S01006503,691,480,211
S01006504,784,551,233
S01006505,772,518,254
