"output_area","All people aged 16 to 74","Economically active","Economically active: Employee: Part-time","Economically active: Employee: Full-time","Economically active: Self-employed with employees: Part-time","Economically active: Self-employed with employees: Full-time","Economically active: Self-employed without employees: Part-time","Economically active: Self-employed without employees: Full-time","Economically active: Unemployed","Economically active: Full-time student","Economically inactive","Economically inactive: Retired","Economically inactive: Student","Economically inactive: Looking after home or family","Economically inactive: Long-term sick or disabled","Economically inactive: Other"
"S00127194",110,87,17,45,0,6,5,9,3,2,23,15,4,1,3,0
"S00127195",75,61,11,25,0,9,3,10,2,1,14,9,1,0,1,3
"S00127196",79,48,10,25,0,4,1,4,4,0,31,18,4,1,6,2
"S00127197",107,73,11,38,1,4,7,9,3,0,34,23,6,3,1,1
"S00127198",94,63,12,18,1,8,6,13,3,2,31,16,5,6,3,1
"S00127199",96,61,9,17,1,4,11,15,2,2,35,24,4,5,1,1
"S00127200",101,75,13,35,1,10,5,8,3,0,26,22,1,3,0,0
"S00127201",75,42,7,18,0,3,3,8,2,1,33,26,4,1,2,0
"S00127202",106,76,16,44,0,2,2,9,1,2,30,19,3,4,1,3
"S00127203",63,39,14,23,0,1,0,1,0,0,24,18,0,3,3,0
"S00127204",39,31,8,16,0,2,2,1,0,2,8,7,1,0,0,0
"S00127205",77,54,8,32,1,3,4,2,2,2,23,16,3,3,0,1
"S00127206",74,54,11,30,1,4,1,3,1,3,20,14,4,1,1,0
"S00127207",129,102,22,55,1,2,5,10,4,3,27,17,3,3,2,2
"S00127208",72,41,11,24,1,1,0,2,1,1,31,27,4,0,0,0
"S00127209",87,65,17,37,1,3,0,2,0,5,22,14,4,1,2,1
"S00127210",104,82,16,46,1,4,0,6,3,6,22,14,3,2,3,0
"S00127211",44,33,6,22,0,0,1,3,1,0,11,7,1,2,0,1
"S00127212",78,63,13,30,0,4,6,3,2,5,15,8,1,3,1,2
"S00127213",51,38,13,18,0,0,1,3,2,1,13,10,1,0,1,1
"S00127214",112,80,19,47,0,0,2,8,4,0,32,15,8,5,4,0
"S00127215",116,80,27,39,0,1,0,6,4,3,36,25,4,6,1,0
"S00127216",104,60,17,31,1,0,1,2,3,5,44,36,4,2,2,0
"S00127217",51,39,6,27,1,4,0,0,0,1,12,4,2,2,3,1
"S00127218",93,70,15,38,0,2,5,5,2,3,23,8,6,5,2,2
"S00127219",87,60,9,35,0,3,3,4,1,5,27,16,3,5,1,2
"S00127220",42,29,5,19,0,1,0,1,1,2,13,9,2,2,0,0
"S00127221",116,80,18,38,1,5,2,9,3,4,36,25,5,3,1,2
"S00127222",67,47,15,24,0,1,0,1,4,2,20,11,2,1,4,2
"S00127223",50,36,12,18,0,0,1,3,1,1,14,12,0,0,2,0
"S00127224",115,83,20,50,0,2,1,5,3,2,32,21,3,2,5,1
"S00127225",51,25,8,8,0,2,0,2,2,3,26,14,0,0,11,1
"S00127226",96,75,14,38,1,6,4,6,4,2,21,13,7,1,0,0
"S00127227",56,38,4,19,0,2,0,2,8,3,18,16,0,1,1,0
"S00127228",35,27,3,16,0,1,0,1,3,3,8,5,1,1,1,0
"S00127229",72,46,10,28,0,1,1,1,4,1,26,22,0,3,1,0
"S00127230",117,73,16,36,0,7,0,4,1,9,44,33,2,5,1,3
"S00127231",56,41,11,20,1,4,1,2,0,2,15,11,2,2,0,0
"S00127232",88,65,8,34,1,3,5,5,7,2,23,15,2,0,1,5
"S00127233",48,29,9,13,0,0,1,1,5,0,19,16,0,0,1,2
"S00127234",68,53,9,41,0,0,0,1,2,0,15,5,0,2,7,1
"S00127235",30,13,1,11,0,0,0,1,0,0,17,12,1,1,3,0
"S00127236",55,50,5,36,0,1,0,2,2,4,5,1,4,0,0,0
"S00127237",94,86,14,68,0,0,0,1,3,0,8,3,1,1,2,1
"S00127238",102,73,14,53,0,1,2,0,1,2,29,16,4,7,0,2
"S00127239",105,72,17,41,0,5,0,5,1,3,33,21,2,2,8,0
"S00127240",134,103,30,50,3,5,4,8,0,3,31,14,10,5,1,1
"S00127241",73,40,8,30,0,0,1,1,0,0,33,29,1,1,2,0
"S00127242",81,67,18,37,0,5,0,5,0,2,14,9,3,0,1,1
"S00127243",97,81,21,40,1,3,2,5,2,7,16,6,6,4,0,0
"S00127244",82,65,13,42,1,3,2,1,0,3,17,12,3,1,1,0
"S00127245",95,77,16,45,2,0,1,4,3,6,18,6,4,5,1,2
"S00127246",70,62,15,36,1,2,0,3,3,2,8,3,2,1,0,2
"S00127247",100,73,13,45,1,5,3,4,1,1,27,19,7,0,1,0
"S00127248",56,40,6,27,0,0,0,1,3,3,16,15,0,0,1,0
"S00127249",126,97,20,56,1,5,4,4,5,2,29,20,2,2,3,2
"S00127250",113,83,12,60,0,3,0,2,3,3,30,24,3,0,1,2
"S00127251",122,104,30,64,0,3,0,1,2,4,18,10,1,3,2,2
"S00127252",47,34,12,18,0,1,1,1,1,0,13,6,0,3,4,0
"S00127253",72,48,16,23,0,0,4,1,4,0,24,7,3,3,7,4
"S00127254",88,72,16,44,0,0,2,4,3,3,16,7,4,2,2,1
"S00127255",38,29,3,16,0,2,1,1,3,3,9,6,1,1,1,0
"S00127256",154,144,28,104,0,0,0,3,4,5,10,5,0,3,2,0
"S00127257",129,116,22,80,0,4,2,3,3,2,13,5,2,3,3,0
"S00127258",101,87,14,60,0,1,3,2,3,4,14,2,1,7,3,1
"S00127259",144,133,19,99,0,3,2,3,2,5,11,9,2,0,0,0
"S00127260",96,86,15,56,1,2,3,4,1,4,10,4,2,3,1,0
"S00127261",102,90,21,54,0,4,0,4,3,4,12,5,4,1,1,1
"S00127262",49,46,9,31,0,1,1,3,1,0,3,3,0,0,0,0
"S00127263",53,45,6,36,0,0,0,1,1,1,8,4,2,0,2,0
"S00127264",104,76,12,46,1,1,4,4,5,3,28,18,4,2,3,1
"S00127265",81,62,6,48,0,0,0,3,2,3,19,4,3,6,3,3
"S00127266",108,73,21,35,1,1,0,4,7,4,35,7,4,11,10,3
"S00127267",133,88,21,46,0,1,1,1,14,4,45,7,8,14,11,5
"S00127268",83,62,24,26,1,0,1,2,8,0,21,3,6,4,7,1
"S00127269",77,51,11,31,1,1,0,0,4,3,26,17,0,1,5,3
"S00127270",55,31,9,17,0,0,1,0,4,0,24,6,4,7,3,4
"S00127271",80,39,6,18,1,0,3,1,10,0,41,6,5,7,14,9
"S00127272",35,28,12,11,0,0,0,1,3,1,7,0,2,2,3,0
"S00127273",101,73,14,34,0,1,3,6,13,2,28,9,5,5,5,4
"S00127274",54,36,10,14,0,1,1,5,4,1,18,12,2,1,3,0
"S00127275",70,48,12,28,0,0,0,1,6,1,22,15,4,0,3,0
"S00127276",74,48,11,30,0,0,1,2,3,1,26,16,2,1,7,0
"S00127277",70,34,4,13,0,0,0,0,17,0,36,20,3,5,6,2
"S00127278",96,77,12,54,0,2,0,1,6,2,19,1,12,1,2,3
"S00127279",52,42,5,31,0,1,0,3,1,1,10,2,3,2,2,1
"S00127280",44,36,5,26,0,0,1,1,0,3,8,3,2,1,2,0
"S00127281",24,14,2,10,1,0,0,1,0,0,10,4,1,0,5,0
"S00127282",37,20,2,13,0,0,0,0,0,5,17,11,0,3,1,2
"S00127283",65,46,8,29,0,2,1,0,5,1,19,7,1,1,6,4
"S00127284",129,99,12,58,0,3,3,4,7,12,30,4,15,4,1,6
"S00127285",75,60,7,37,1,2,1,3,4,5,15,5,5,1,2,2
"S00127286",76,36,5,26,0,0,1,2,2,0,40,11,3,6,15,5
"S00127287",83,65,14,43,0,1,0,0,4,3,18,10,3,2,2,1
"S00127288",93,82,14,54,0,2,1,5,2,4,11,10,0,1,0,0
"S00127289",78,47,14,23,0,4,1,5,0,0,31,23,3,3,0,2
"S00127290",82,49,9,31,0,2,1,5,0,1,33,26,1,3,2,1
"S00127291",60,37,6,18,0,0,1,1,9,2,23,19,1,0,1,2
"S00127292",67,38,12,22,1,1,1,0,0,1,29,23,3,0,2,1
"S00127293",61,48,12,25,0,3,0,5,1,2,13,12,0,1,0,0
"S00127294",70,42,5,24,0,1,6,2,4,0,28,22,2,2,2,0
"S00127295",133,47,6,25,0,5,0,6,3,2,86,27,3,5,49,2
"S00127296",94,51,10,32,0,5,1,0,1,2,43,34,5,2,1,1
"S00127297",44,24,7,15,0,1,0,0,0,1,20,16,1,0,3,0
"S00127298",70,53,15,22,1,3,2,2,3,5,17,6,3,5,1,2
"S00127299",51,34,7,24,0,0,0,0,2,1,17,8,0,0,7,2
"S00127300",86,69,13,43,1,2,1,5,2,2,17,16,1,0,0,0
"S00127301",569,81,14,38,2,4,4,1,15,3,488,9,11,7,37,424
"S00127302",53,40,7,25,1,1,0,0,0,6,13,11,2,0,0,0
"S00127303",53,45,10,28,0,0,0,1,5,1,8,0,0,3,4,1
"S00127304",18,9,0,9,0,0,0,0,0,0,9,7,0,0,2,0
"S00127305",102,80,14,50,0,2,1,2,7,4,22,5,0,5,5,7
"S00127306",57,45,10,28,0,0,1,1,4,1,12,7,2,1,1,1
"S00127307",46,27,5,15,1,1,1,0,3,1,19,6,0,2,10,1
"S00127308",87,65,12,44,0,0,1,1,7,0,22,8,1,5,6,2
"S00127309",97,72,13,38,0,2,0,2,15,2,25,4,5,5,6,5
"S00127310",90,75,11,47,0,1,1,4,8,3,15,4,7,0,2,2
"S00127311",57,53,2,40,0,0,0,3,4,4,4,1,3,0,0,0
"S00127312",60,44,5,30,0,1,0,5,1,2,16,8,4,4,0,0
"S00127313",76,68,6,51,0,2,2,1,4,2,8,3,1,0,1,3
"S00127314",78,59,13,36,1,1,1,1,2,4,19,4,4,0,7,4
"S00127315",124,85,16,55,0,0,1,1,9,3,39,11,5,6,13,4
"S00127316",83,67,11,46,0,0,0,3,4,3,16,10,0,2,4,0
"S00127317",18,2,0,2,0,0,0,0,0,0,16,16,0,0,0,0
"S00127318",108,91,14,59,0,1,3,5,2,7,17,12,1,1,1,2
"S00127319",56,53,5,39,1,0,0,5,1,2,3,3,0,0,0,0
"S00127320",56,39,11,25,0,2,0,0,1,0,17,13,0,1,3,0
"S00127321",85,76,10,50,1,1,3,3,1,7,9,6,1,1,1,0
"S00127322",137,90,21,47,0,5,6,6,2,3,47,36,4,2,5,0
"S00127323",47,32,6,21,0,1,0,2,1,1,15,12,2,0,1,0
"S00127324",120,94,19,54,0,4,0,8,5,4,26,14,0,6,6,0
"S00127325",73,53,18,31,0,0,1,1,2,0,20,13,3,1,3,0
"S00127326",61,44,11,27,0,2,0,1,1,2,17,10,5,1,1,0
"S00127327",118,84,21,43,0,4,1,4,0,11,34,18,2,4,7,3
"S00127328",60,45,13,23,0,0,0,4,4,1,15,9,2,1,2,1
"S00127329",62,37,10,17,1,2,1,2,2,2,25,21,1,1,2,0
"S00127330",73,44,13,23,0,0,0,3,3,2,29,21,1,1,3,3
"S00127331",108,80,14,50,0,6,1,7,0,2,28,17,4,6,0,1
"S00127332",66,57,9,38,0,1,2,6,0,1,9,5,1,1,1,1
"S00127333",81,59,16,32,0,0,1,4,4,2,22,10,3,3,5,1
"S00127334",98,58,12,27,1,3,4,6,3,2,40,34,2,2,2,0
"S00127335",77,40,6,23,0,5,0,3,3,0,37,32,2,2,1,0
"S00127336",70,33,7,13,1,4,4,3,0,1,37,29,4,2,2,0
"S00127337",106,53,15,23,0,3,3,4,3,2,53,40,6,3,1,3
"S00127338",100,64,17,37,1,2,1,0,6,0,36,25,3,3,4,1
"S00127339",70,51,7,24,0,6,1,6,4,3,19,15,3,1,0,0
"S00127340",76,60,8,32,0,6,1,8,4,1,16,8,3,3,0,2
"S00127341",95,65,13,33,0,8,0,6,4,1,30,18,0,4,6,2
"S00127342",78,48,10,26,1,5,3,3,0,0,30,20,5,2,3,0
"S00127343",108,77,19,40,0,3,3,6,4,2,31,16,7,5,2,1
"S00127344",42,26,6,11,1,1,1,3,2,1,16,10,3,0,2,1
"S00127345",66,52,6,37,0,0,0,5,3,1,14,9,0,1,3,1
"S00127346",88,65,15,35,1,1,3,5,4,1,23,12,3,5,1,2
"S00127347",96,86,19,53,0,0,2,9,3,0,10,5,2,0,0,3
"S00127348",73,46,11,27,1,1,0,4,2,0,27,11,3,0,10,3
"S00127349",53,35,9,21,1,0,0,1,1,2,18,17,0,0,1,0
"S00127350",96,62,17,30,0,4,0,5,5,1,34,27,0,5,2,0
"S00127351",62,38,7,22,0,0,0,1,5,3,24,17,1,2,4,0
"S00127352",120,91,19,45,1,4,5,11,4,2,29,24,4,0,1,0
"S00127353",40,16,3,7,0,2,1,2,0,1,24,24,0,0,0,0
"S00127354",32,6,1,3,0,0,0,0,2,0,26,19,0,2,5,0
"S00127355",52,25,6,12,1,2,1,2,0,1,27,22,1,2,2,0
"S00127356",118,82,11,48,0,3,4,10,3,3,36,19,2,10,3,2
"S00127357",36,18,3,10,1,0,4,0,0,0,18,10,4,1,2,1
"S00127358",108,77,9,52,0,4,2,5,1,4,31,24,3,1,2,1
"S00127359",57,42,5,27,1,0,0,2,5,2,15,9,1,0,5,0
"S00127360",98,73,11,44,0,1,2,6,6,3,25,17,3,1,3,1
"S00127361",64,45,11,22,0,0,2,2,4,4,19,7,3,2,6,1
"S00127362",33,20,2,15,0,0,0,2,1,0,13,10,0,2,1,0
"S00127363",88,59,17,28,0,2,4,3,1,4,29,22,2,3,1,1
"S00127364",64,46,10,29,1,0,0,1,3,2,18,18,0,0,0,0
"S00127365",98,75,21,43,0,3,4,2,2,0,23,17,1,1,1,3
"S00127366",138,104,24,55,0,8,2,6,3,6,34,21,3,6,3,1
"S00127367",113,74,14,39,0,5,4,9,2,1,39,30,2,1,2,4
"S00127368",107,67,18,42,1,1,2,1,0,2,40,28,2,6,4,0
"S00127369",48,39,5,24,1,5,0,3,0,1,9,6,1,2,0,0
"S00127370",113,78,17,46,0,1,1,6,6,1,35,22,5,4,3,1
"S00127371",113,92,23,52,1,1,4,7,1,3,21,11,0,7,3,0
"S00127372",261,176,30,105,1,6,9,13,2,10,85,59,11,12,2,1
"S00127373",84,57,11,27,0,3,4,5,4,3,27,23,2,1,1,0
"S00127374",41,22,5,12,0,0,3,1,0,1,19,17,0,2,0,0
"S00127375",60,30,8,11,0,4,2,3,2,0,30,19,4,5,1,1
"S00127376",66,33,13,14,0,0,2,1,2,1,33,25,5,2,0,1
"S00127377",38,22,10,10,0,0,1,0,1,0,16,10,0,2,3,1
"S00127378",107,77,19,43,0,4,0,3,6,2,30,18,4,5,1,2
"S00127379",75,53,10,26,0,1,4,6,1,5,22,13,6,3,0,0
"S00127380",75,54,7,27,1,3,2,10,2,2,21,9,3,4,4,1
"S00127381",111,93,15,66,1,3,0,3,3,2,18,11,2,2,3,0
"S00127382",132,115,12,91,2,0,0,6,3,1,17,9,1,2,4,1
"S00127383",116,90,10,61,0,2,1,5,5,6,26,15,4,2,2,3
"S00127384",103,81,16,44,0,2,0,5,4,10,22,11,5,2,3,1
"S00127385",123,98,13,59,1,7,2,6,4,6,25,4,14,5,2,0
"S00127386",136,116,22,70,1,7,5,5,0,6,20,10,5,5,0,0
"S00127387",107,87,25,50,1,4,0,3,1,3,20,2,7,8,1,2
"S00127388",81,40,11,21,0,0,0,4,4,0,41,28,4,2,6,1
"S00127389",87,61,12,31,0,6,5,4,0,3,26,13,8,3,1,1
"S00127390",87,72,13,40,0,4,1,2,2,10,15,5,4,6,0,0
"S00127391",59,47,9,29,0,1,0,1,3,4,12,7,2,1,1,1
"S00127392",50,46,12,26,0,0,1,0,6,1,4,1,1,0,2,0
"S00127393",50,41,3,25,0,0,0,2,8,3,9,3,0,1,5,0
"S00127394",46,25,4,13,0,3,1,2,0,2,21,14,3,2,2,0
"S00127395",108,77,19,43,0,0,0,4,3,8,31,21,6,2,2,0
"S00127396",122,91,17,55,0,1,1,4,3,10,31,24,5,0,0,2
"S00127397",82,54,11,35,0,0,0,7,1,0,28,19,2,5,2,0
"S00127398",93,74,18,45,1,0,1,4,3,2,19,11,3,1,3,1
"S00127399",57,36,11,22,0,0,0,1,0,2,21,17,2,2,0,0
"S00127400",39,30,6,18,0,1,0,3,1,1,9,8,0,0,1,0
"S00127401",126,84,16,50,0,2,2,5,4,5,42,26,5,3,6,2
"S00127402",88,63,13,42,0,1,1,1,1,4,25,11,3,3,4,4
"S00127403",60,37,10,22,0,0,0,2,3,0,23,14,0,3,6,0
"S00127404",92,59,9,32,1,3,3,4,2,5,33,26,3,3,1,0
"S00127405",69,43,10,19,0,0,0,7,2,5,26,19,4,1,1,1
"S00127406",88,57,11,39,1,1,0,2,0,3,31,23,4,1,3,0
"S00127407",89,46,13,23,0,2,0,1,5,2,43,13,4,6,19,1
"S00127408",116,79,14,48,0,5,0,0,6,6,37,16,4,1,15,1
"S00127409",98,86,11,59,0,0,1,3,7,5,12,8,1,0,3,0
"S00127410",90,64,13,38,0,1,1,2,7,2,26,15,1,4,4,2
"S00127411",102,76,16,38,0,1,2,4,6,9,26,9,6,4,7,0
"S00127412",78,36,7,17,0,1,1,0,10,0,42,18,5,7,11,1
"S00127413",81,46,11,24,0,0,0,2,6,3,35,13,1,3,11,7
"S00127414",58,42,12,17,0,0,4,4,4,1,16,6,1,2,7,0
"S00127415",82,58,19,26,1,1,0,2,2,7,24,13,3,2,6,0
"S00127416",96,64,16,36,0,0,0,5,3,4,32,17,2,4,8,1
"S00127417",112,73,15,47,0,0,2,3,2,4,39,28,2,3,6,0
"S00127418",21,8,1,6,0,0,0,0,1,0,13,10,0,0,2,1
"S00127419",54,36,8,16,0,1,2,2,2,5,18,7,4,0,5,2
"S00127420",71,42,5,27,0,2,4,2,0,2,29,17,3,1,8,0
"S00127421",101,63,14,41,0,1,1,0,3,3,38,13,4,4,16,1
"S00127422",61,46,6,36,0,0,0,1,3,0,15,9,1,1,1,3
"S00127423",60,30,5,18,0,0,0,0,5,2,30,8,1,2,16,3
"S00127424",64,35,6,17,0,3,1,2,3,3,29,25,1,1,2,0
"S00127425",57,42,8,23,0,1,0,3,6,1,15,11,0,3,0,1
"S00127426",84,66,1,44,1,1,0,3,9,7,18,7,5,3,2,1
"S00127427",42,28,2,18,0,0,1,2,3,2,14,6,1,4,2,1
"S00127428",73,50,15,26,0,1,2,3,1,2,23,19,1,0,3,0
"S00127429",117,88,17,51,0,3,1,6,5,5,29,12,1,3,12,1
"S00127430",86,55,15,26,0,1,0,6,4,3,31,20,0,5,5,1
"S00127431",142,85,26,42,1,1,0,2,12,1,57,19,3,15,14,6
"S00127432",103,59,15,32,0,0,0,4,3,5,44,13,3,9,14,5
"S00127433",118,77,22,31,0,0,0,0,20,4,41,5,3,12,11,10
"S00127434",75,45,10,25,0,1,0,1,7,1,30,13,1,9,6,1
"S00127435",45,26,5,14,0,0,0,1,5,1,19,8,0,3,7,1
"S00127436",48,27,12,7,0,1,0,0,6,1,21,7,0,2,11,1
"S00127437",48,25,5,14,0,0,0,0,5,1,23,5,3,5,7,3
"S00127438",43,24,5,8,0,0,0,0,9,2,19,5,1,2,10,1
"S00127439",67,34,6,19,0,0,0,0,8,1,33,14,1,8,8,2
"S00127440",94,45,9,26,0,0,0,5,4,1,49,23,7,5,10,4
"S00127441",62,37,5,29,0,0,0,1,0,2,25,21,0,1,3,0
"S00127442",69,42,6,25,0,0,0,3,7,1,27,13,3,2,9,0
"S00127443",57,29,4,18,1,0,0,3,0,3,28,22,3,0,2,1
"S00127444",57,31,8,19,1,0,2,0,0,1,26,15,0,3,5,3
"S00127445",52,26,8,10,0,0,0,0,6,2,26,5,1,2,15,3
"S00127446",45,21,5,12,0,0,0,0,3,1,24,11,2,1,7,3
"S00127447",49,24,7,11,0,0,1,3,0,2,25,17,5,0,3,0
"S00127448",64,28,7,11,0,1,1,1,5,2,36,11,10,4,7,4
"S00127449",90,50,9,31,0,0,2,3,3,2,40,30,4,3,1,2
"S00127450",66,47,7,33,0,2,0,0,2,3,19,10,2,3,3,1
"S00127451",98,63,13,39,0,2,2,2,2,3,35,21,9,1,4,0
"S00127452",51,32,9,20,0,0,1,1,1,0,19,11,0,0,7,1
"S00127453",45,39,9,28,0,0,1,0,0,1,6,2,0,2,2,0
"S00127454",66,34,10,21,0,0,0,0,3,0,32,18,0,3,7,4
"S00127455",66,54,9,37,0,1,0,2,3,2,12,4,3,5,0,0
"S00127456",61,48,6,33,0,0,0,2,4,3,13,9,1,0,3,0
"S00127457",74,46,5,34,0,0,0,1,4,2,28,18,4,0,4,2
"S00127458",153,124,21,79,0,2,2,4,10,6,29,9,8,5,7,0
"S00127459",125,72,15,38,0,0,0,0,9,10,53,16,6,7,24,0
"S00127460",87,78,13,54,0,1,0,4,3,3,9,4,1,3,1,0
"S00127461",45,17,3,9,0,0,0,1,3,1,28,10,2,1,13,2
"S00127462",76,59,11,37,0,2,2,1,2,4,17,13,0,0,3,1
"S00127463",99,78,16,55,0,0,0,0,4,3,21,13,1,1,5,1
"S00127464",89,50,10,26,0,0,5,2,4,3,39,11,6,5,12,5
"S00127465",56,42,11,23,0,0,1,4,1,2,14,12,0,2,0,0
"S00127466",66,29,7,18,0,0,0,1,3,0,37,19,1,7,9,1
"S00127467",61,55,15,35,0,2,1,1,0,1,6,3,1,1,1,0
"S00127468",92,52,11,25,0,1,1,2,8,4,40,15,4,3,13,5
"S00127469",67,42,5,20,0,0,1,3,10,3,25,14,2,1,8,0
"S00127470",84,51,10,31,0,0,0,1,9,0,33,19,2,5,6,1
"S00127471",38,10,1,5,0,0,0,2,1,1,28,19,0,1,4,4
"S00127472",67,40,14,19,0,0,0,1,4,2,27,12,2,4,4,5
"S00127473",68,55,5,42,0,0,2,3,3,0,13,4,0,2,4,3
"S00127474",91,50,13,30,0,0,0,3,4,0,41,11,3,4,22,1
"S00127475",94,57,18,28,0,0,0,0,10,1,37,11,5,5,16,0
"S00127476",45,27,2,16,0,1,0,2,4,2,18,10,3,1,3,1
"S00127477",79,32,8,15,0,0,0,0,6,3,47,6,8,6,24,3
"S00127478",107,98,9,78,0,6,0,1,3,1,9,1,4,1,2,1
"S00127479",74,51,8,28,1,0,0,1,11,2,23,8,0,3,9,3
"S00127480",83,36,7,24,0,0,0,0,3,2,47,10,3,10,22,2
"S00127481",53,32,5,18,0,0,1,0,7,1,21,11,0,1,8,1
"S00127482",56,27,6,16,0,0,0,2,3,0,29,4,1,7,15,2
"S00127483",81,45,9,27,0,1,0,1,4,3,36,20,4,5,6,1
"S00127484",73,55,8,34,0,2,0,1,7,3,18,6,4,2,4,2
"S00127485",132,84,19,43,0,3,2,4,9,4,48,25,4,2,15,2
"S00127486",64,33,5,23,0,0,1,2,2,0,31,21,5,0,3,2
"S00127487",62,46,9,26,0,1,0,2,2,6,16,6,6,2,2,0
"S00127488",95,56,9,32,0,3,0,3,7,2,39,12,3,3,17,4
"S00127489",57,44,10,17,0,0,1,2,11,3,13,1,0,0,9,3
"S00127490",64,50,11,28,0,0,0,1,9,1,14,6,2,1,5,0
"S00127491",77,53,10,30,0,0,0,2,11,0,24,5,0,1,10,8
"S00127492",56,45,9,22,1,0,0,0,9,4,11,1,2,1,6,1
"S00127493",73,51,11,21,1,0,3,3,9,3,22,8,4,5,5,0
"S00127494",86,44,11,19,0,0,1,2,9,2,42,10,6,4,15,7
"S00127495",90,58,4,26,0,1,3,1,17,6,32,6,8,3,11,4
"S00127496",68,48,9,30,0,0,0,0,8,1,20,10,3,2,3,2
"S00127497",70,36,11,17,0,0,0,0,6,2,34,4,3,7,15,5
"S00127498",79,50,10,32,0,0,3,0,3,2,29,18,4,2,4,1
"S00127499",57,39,4,27,0,0,0,2,3,3,18,11,1,0,5,1
"S00127500",66,38,13,16,0,0,0,2,6,1,28,7,5,9,7,0
"S00127501",53,34,4,20,1,0,1,0,7,1,19,0,3,6,6,4
"S00127502",62,41,7,27,0,0,0,1,3,3,21,14,1,2,4,0
"S00127503",81,49,11,28,0,2,0,0,4,4,32,20,1,1,10,0
"S00127504",45,33,4,22,0,0,1,0,6,0,12,3,1,5,2,1
"S00127505",57,37,7,22,0,2,1,2,1,2,20,16,2,0,1,1
"S00127506",129,103,16,64,1,3,1,7,6,5,26,14,4,5,3,0
"S00127507",105,53,10,29,0,2,0,4,8,0,52,31,5,4,9,3
"S00127508",60,42,10,22,0,0,1,5,4,0,18,8,0,4,3,3
"S00127509",80,64,15,38,0,0,0,1,2,8,16,11,3,1,1,0
"S00127510",114,75,15,44,0,1,5,2,4,4,39,20,4,4,11,0
"S00127511",111,67,12,39,0,0,1,0,10,5,44,31,3,1,7,2
"S00127512",83,56,16,29,0,1,0,1,8,1,27,12,6,4,3,2
"S00127513",119,78,13,53,0,0,3,3,4,2,41,21,9,1,10,0
"S00127514",45,22,3,16,0,0,0,0,2,1,23,11,3,2,5,2
"S00127515",94,65,14,33,0,0,1,2,11,4,29,8,6,3,11,1
"S00127516",105,72,8,48,0,1,0,2,13,0,33,12,7,4,5,5
"S00127517",116,67,12,38,0,0,0,4,11,2,49,16,7,10,13,3
"S00127518",107,73,12,45,0,0,0,2,7,7,34,10,4,5,14,1
"S00127519",142,93,21,41,0,5,6,5,10,5,49,20,6,3,15,5
"S00127520",62,34,9,12,0,0,1,1,8,3,28,3,7,8,9,1
"S00127521",99,66,15,38,0,0,0,3,8,2,33,7,2,11,9,4
"S00127522",79,52,12,27,0,0,0,1,7,5,27,10,3,7,5,2
"S00127523",93,46,16,18,0,0,0,1,10,1,47,5,10,15,10,7
"S00127524",52,34,10,16,0,0,1,3,3,1,18,8,2,3,4,1
"S00127525",77,46,12,20,0,0,0,0,13,1,31,2,8,7,8,6
"S00127526",72,50,10,29,0,3,3,0,5,0,22,14,1,5,1,1
"S00127527",138,81,24,39,0,0,0,2,11,5,57,18,12,5,15,7
"S00127528",44,27,8,14,0,1,0,1,2,1,17,5,1,2,7,2
"S00127529",129,71,16,41,0,0,0,3,7,4,58,32,4,9,12,1
"S00127530",70,48,11,31,0,0,1,2,2,1,22,5,5,3,7,2
"S00127531",68,46,7,31,0,1,1,2,3,1,22,8,2,2,6,4
"S00127532",117,85,11,61,0,1,1,3,6,2,32,22,2,1,6,1
"S00127533",118,83,19,48,0,1,2,3,5,5,35,20,6,4,4,1
"S00127534",65,47,15,23,0,0,3,2,4,0,18,2,5,2,8,1
"S00127535",59,31,4,17,0,0,0,0,6,4,28,17,3,1,6,1
"S00127536",62,41,11,26,0,1,0,0,3,0,21,12,1,2,4,2
"S00127537",74,50,11,28,0,1,0,4,5,1,24,10,2,0,11,1
"S00127538",61,39,9,22,0,0,0,2,2,4,22,10,3,3,2,4
"S00127539",53,32,6,23,0,0,0,0,3,0,21,13,0,0,5,3
"S00127540",107,72,12,40,0,0,0,3,13,4,35,6,4,9,15,1
"S00127541",79,54,12,37,0,1,0,3,1,0,25,15,3,2,4,1
"S00127542",115,76,17,43,0,1,1,1,6,7,39,23,8,4,4,0
"S00127543",73,44,8,30,0,0,0,2,3,1,29,12,7,4,5,1
"S00127544",123,80,10,52,0,0,2,6,6,4,43,25,8,2,6,2
"S00127545",92,69,18,39,0,1,2,2,3,4,23,13,1,3,6,0
"S00127546",103,72,11,47,0,1,2,6,1,4,31,23,5,1,1,1
"S00127547",111,75,10,60,0,1,0,3,0,1,36,18,4,3,9,2
"S00127548",52,31,4,14,0,0,0,0,11,2,21,3,2,3,11,2
"S00127549",150,94,22,54,1,2,0,6,2,7,56,33,12,4,5,2
"S00127550",110,64,13,39,0,2,3,3,1,3,46,30,4,6,4,2
"S00127551",137,99,14,64,0,1,5,8,4,3,38,22,5,7,4,0
"S00127552",100,61,6,43,0,1,4,2,5,0,39,29,2,1,7,0
"S00127553",91,68,6,45,0,1,2,3,8,3,23,9,1,2,8,3
"S00127554",114,85,16,48,1,5,2,5,4,4,29,22,1,2,3,1
"S00127555",123,77,18,39,0,3,2,5,4,6,46,31,6,4,3,2
