"output_area","All people aged 16 to 74","Economically active","Economically active: Employee: Part-time","Economically active: Employee: Full-time","Economically active: Self-employed with employees: Part-time","Economically active: Self-employed with employees: Full-time","Economically active: Self-employed without employees: Part-time","Economically active: Self-employed without employees: Full-time","Economically active: Unemployed","Economically active: Full-time student","Economically inactive","Economically inactive: Retired","Economically inactive: Student","Economically inactive: Looking after home or family","Economically inactive: Long-term sick or disabled","Economically inactive: Other"
"S00089289",92,66,15,38,0,1,2,2,2,6,26,10,2,5,6,3
"S00089290",50,39,6,23,0,2,0,2,1,5,11,5,2,1,2,1
"S00089291",69,54,12,33,0,1,0,3,3,2,15,10,2,2,1,0
"S00089292",69,49,13,27,0,1,0,0,4,4,20,9,7,2,0,2
"S00089293",126,101,19,60,1,3,0,2,5,11,25,2,15,2,4,2
"S00089294",123,100,20,55,0,1,1,3,1,19,23,5,14,3,1,0
"S00089295",133,83,16,57,0,1,0,3,3,3,50,19,16,6,8,1
"S00089296",125,78,16,42,1,2,0,5,4,8,47,20,13,4,10,0
"S00089297",66,41,6,22,1,3,1,0,6,2,25,5,5,6,8,1
"S00089298",81,53,8,33,0,0,1,1,2,8,28,10,11,1,6,0
"S00089299",36,24,5,14,0,0,0,0,2,3,12,8,1,0,2,1
"S00089300",76,53,16,29,0,0,0,0,1,7,23,14,6,1,2,0
"S00089301",87,57,14,31,0,2,3,2,4,1,30,14,7,5,3,1
"S00089302",83,61,15,32,0,0,1,2,4,7,22,16,3,1,1,1
"S00089303",146,99,23,46,1,0,0,1,6,22,47,17,15,4,9,2
"S00089304",121,81,20,40,0,0,0,0,9,12,40,16,11,5,4,4
"S00089305",53,28,6,19,0,0,0,0,0,3,25,14,4,1,5,1
"S00089306",93,49,8,29,0,0,0,0,1,11,44,15,10,5,11,3
"S00089307",68,41,5,24,0,2,1,2,4,3,27,9,6,3,7,2
"S00089308",51,35,9,16,0,0,0,3,3,4,16,7,3,4,2,0
"S00089309",115,90,19,43,0,1,2,3,6,16,25,12,5,4,2,2
"S00089310",133,84,16,44,0,0,0,0,7,17,49,19,14,4,8,4
"S00089311",79,60,15,41,0,0,1,0,2,1,19,10,2,1,3,3
"S00089312",120,94,13,59,0,3,0,2,4,13,26,13,7,6,0,0
"S00089313",99,66,15,43,0,0,0,4,1,3,33,22,4,4,3,0
"S00089314",111,95,12,74,0,0,0,1,0,8,16,7,5,0,2,2
"S00089315",79,54,6,40,0,1,2,2,0,3,25,13,5,5,1,1
"S00089316",75,56,9,37,0,4,2,1,1,2,19,7,4,3,3,2
"S00089317",69,52,10,37,0,0,2,2,1,0,17,12,1,3,1,0
"S00089318",71,59,10,37,0,2,1,3,3,3,12,4,2,3,1,2
"S00089319",103,73,14,43,0,3,5,3,2,3,30,24,2,2,1,1
"S00089320",89,75,17,51,0,0,0,3,0,4,14,7,5,1,0,1
"S00089321",59,35,8,19,0,0,2,3,1,2,24,19,2,3,0,0
"S00089322",84,63,12,39,0,2,1,3,3,3,21,17,0,4,0,0
"S00089323",52,39,6,23,0,0,2,4,2,2,13,10,2,1,0,0
"S00089324",53,36,9,23,0,0,0,3,0,1,17,12,2,2,1,0
"S00089325",74,53,10,36,0,2,1,2,2,0,21,15,3,3,0,0
"S00089326",87,59,8,39,0,3,3,3,0,3,28,19,2,6,0,1
"S00089327",74,54,9,31,0,3,1,3,1,6,20,15,0,5,0,0
"S00089328",76,44,13,24,1,1,0,2,0,3,32,30,0,2,0,0
"S00089329",71,47,15,19,0,4,1,3,1,4,24,19,3,2,0,0
"S00089330",107,70,15,38,0,5,5,5,1,1,37,20,3,11,3,0
"S00089331",112,74,16,47,0,1,3,3,1,3,38,31,3,3,1,0
"S00089332",129,100,21,62,0,2,2,7,2,4,29,24,0,4,0,1
"S00089333",122,90,23,52,2,4,2,2,2,3,32,22,3,4,1,2
"S00089334",107,74,17,43,0,3,4,3,2,2,33,23,4,4,0,2
"S00089335",104,85,9,58,1,2,3,6,2,4,19,13,1,4,0,1
"S00089336",66,52,6,38,1,0,2,3,0,2,14,12,0,1,0,1
"S00089337",43,30,3,24,0,0,0,2,0,1,13,6,3,1,1,2
"S00089338",102,79,15,50,0,5,2,2,3,2,23,15,1,5,2,0
"S00089339",101,71,14,44,1,0,2,3,3,4,30,22,0,5,0,3
"S00089340",72,48,9,32,0,1,2,3,1,0,24,18,1,2,3,0
"S00089341",56,39,8,23,0,3,2,2,0,1,17,13,0,1,3,0
"S00089342",15,7,0,3,0,0,2,2,0,0,8,8,0,0,0,0
"S00089343",57,48,4,38,0,1,0,2,2,1,9,2,6,0,0,1
"S00089344",49,34,5,22,0,2,2,0,1,2,15,5,2,0,5,3
"S00089345",77,63,10,47,0,1,0,0,1,4,14,9,0,2,2,1
"S00089346",112,83,14,53,0,4,0,9,0,3,29,23,4,2,0,0
"S00089347",77,59,13,35,1,1,2,5,2,0,18,17,1,0,0,0
"S00089348",80,52,11,31,0,2,2,2,3,1,28,19,6,2,0,1
"S00089349",73,50,11,24,0,2,4,5,1,3,23,17,5,1,0,0
"S00089350",92,66,8,42,0,3,2,3,1,7,26,14,8,2,0,2
"S00089351",117,92,14,52,1,7,3,6,6,3,25,6,5,9,1,4
"S00089352",118,68,14,41,0,1,2,6,0,4,50,21,6,10,8,5
"S00089353",84,62,13,38,0,2,1,3,3,2,22,15,3,2,1,1
"S00089354",52,42,12,26,0,0,0,3,0,1,10,7,2,0,0,1
"S00089355",114,88,21,53,1,0,2,7,0,4,26,16,5,3,2,0
"S00089356",53,40,7,30,0,0,1,0,0,2,13,4,3,3,2,1
"S00089357",90,67,14,32,0,0,3,7,3,8,23,10,9,2,2,0
"S00089358",65,44,8,26,0,3,1,1,0,5,21,10,7,1,1,2
"S00089359",89,63,17,31,1,1,1,2,7,3,26,15,6,5,0,0
"S00089360",88,61,9,43,0,0,0,5,2,2,27,11,4,1,9,2
"S00089361",107,67,17,37,1,0,0,2,3,7,40,22,7,4,5,2
"S00089362",46,27,7,16,0,1,0,1,0,2,19,10,2,2,3,2
"S00089363",52,43,6,28,0,1,0,1,2,5,9,8,0,0,1,0
"S00089364",90,65,4,45,0,0,0,2,1,13,25,4,16,2,0,3
"S00089365",114,90,5,61,0,0,0,7,5,12,24,2,18,3,1,0
"S00089366",94,74,10,41,1,3,0,0,3,16,20,3,9,5,1,2
"S00089367",77,53,12,28,0,1,1,5,0,6,24,6,4,7,3,4
"S00089368",53,43,4,28,0,0,0,1,3,7,10,2,8,0,0,0
"S00089369",101,87,4,62,0,2,0,0,4,15,14,1,9,4,0,0
"S00089370",76,53,7,30,0,0,0,5,2,9,23,14,2,1,5,1
"S00089371",101,67,7,45,1,2,1,5,2,4,34,8,11,4,9,2
"S00089372",47,36,6,26,0,0,0,1,1,2,11,11,0,0,0,0
"S00089373",85,68,6,53,0,1,0,2,1,5,17,6,5,4,1,1
"S00089374",48,36,5,25,0,1,2,1,0,2,12,10,0,1,1,0
"S00089375",87,57,9,41,1,1,1,1,1,2,30,26,0,1,1,2
"S00089376",87,54,16,29,0,0,2,4,0,3,33,29,0,3,0,1
"S00089377",55,32,3,22,0,0,1,3,1,2,23,20,0,3,0,0
"S00089378",72,51,8,30,0,2,1,5,2,3,21,14,3,4,0,0
"S00089379",121,82,16,49,3,3,3,5,1,2,39,31,1,3,1,3
"S00089380",111,90,21,49,0,1,1,7,2,9,21,15,4,2,0,0
"S00089381",74,46,6,28,0,2,0,2,0,8,28,20,4,3,0,1
"S00089382",80,48,13,31,0,1,0,3,0,0,32,28,3,1,0,0
"S00089383",81,57,7,42,1,7,0,0,0,0,24,16,3,3,0,2
"S00089384",79,60,10,35,0,5,2,3,1,4,19,11,5,2,0,1
"S00089385",104,81,18,38,0,6,1,9,6,3,23,16,0,4,2,1
"S00089386",150,88,13,48,0,5,7,6,0,9,62,42,7,11,1,1
"S00089387",111,64,9,40,0,3,2,3,3,4,47,33,5,8,1,0
"S00089388",116,85,14,44,0,9,2,7,3,6,31,9,9,6,4,3
"S00089389",73,42,7,31,0,1,0,0,0,3,31,27,2,1,1,0
"S00089390",62,43,7,25,0,3,1,4,1,2,19,13,4,2,0,0
"S00089391",77,58,10,33,0,0,2,5,7,1,19,10,0,1,8,0
"S00089392",53,37,8,23,0,0,0,0,4,2,16,4,2,3,5,2
"S00089393",60,41,9,26,1,0,1,0,1,3,19,12,0,2,5,0
"S00089394",35,21,3,16,2,0,0,0,0,0,14,11,2,0,1,0
"S00089395",81,52,10,34,0,1,0,2,3,2,29,15,4,3,6,1
"S00089396",61,33,9,17,0,0,1,4,0,2,28,15,0,1,11,1
"S00089397",79,56,11,32,1,2,1,3,3,3,23,15,2,3,3,0
"S00089398",72,47,10,29,0,0,2,5,0,1,25,17,1,5,2,0
"S00089399",12,2,0,0,1,0,0,0,1,0,10,9,0,1,0,0
"S00089400",74,55,10,39,0,0,0,2,3,1,19,12,0,6,0,1
"S00089401",54,34,8,21,0,0,0,0,2,3,20,12,2,3,3,0
"S00089402",64,39,9,23,0,0,0,0,5,2,25,15,1,1,5,3
"S00089403",79,44,7,24,0,1,3,5,0,4,35,20,9,4,0,2
"S00089404",71,51,10,26,1,3,3,3,1,4,20,13,3,3,1,0
"S00089405",77,57,11,30,2,5,0,3,2,4,20,11,3,6,0,0
"S00089406",109,78,15,49,1,1,0,3,2,7,31,16,9,4,1,1
"S00089407",88,58,8,33,1,0,5,5,2,4,30,16,12,2,0,0
"S00089408",80,57,11,38,0,2,1,4,0,1,23,12,8,1,1,1
"S00089409",87,63,10,36,0,2,3,5,4,3,24,15,5,2,1,1
"S00089410",91,71,14,30,1,2,3,8,4,9,20,8,6,5,0,1
"S00089411",73,51,9,29,1,4,1,3,0,4,22,12,4,6,0,0
"S00089412",122,77,17,42,1,6,0,3,2,6,45,33,3,8,1,0
"S00089413",136,98,18,56,0,3,3,8,3,7,38,23,4,10,0,1
"S00089414",43,32,8,20,1,0,0,3,0,0,11,6,0,0,4,1
"S00089415",74,55,15,31,1,1,2,1,3,1,19,11,2,2,4,0
"S00089416",106,89,23,46,2,0,2,7,0,9,17,10,1,5,0,1
"S00089417",100,64,18,30,0,1,1,7,0,7,36,21,8,4,2,1
"S00089418",95,56,11,36,1,1,0,2,1,4,39,21,7,8,1,2
"S00089419",89,62,7,45,0,0,2,1,4,3,27,15,5,5,2,0
"S00089420",110,80,19,48,0,4,3,1,0,5,30,16,6,7,0,1
"S00089421",112,89,16,56,0,3,2,3,0,9,23,14,2,7,0,0
"S00089422",65,46,7,31,1,1,0,3,1,2,19,18,0,1,0,0
"S00089423",115,84,16,49,2,4,3,4,3,3,31,19,4,8,0,0
"S00089424",102,79,16,41,1,3,5,2,2,9,23,15,4,2,0,2
"S00089425",146,100,11,60,0,10,6,8,1,4,46,17,9,15,0,5
"S00089426",124,99,14,62,1,5,4,7,3,3,25,3,1,19,0,2
"S00089427",57,43,11,20,0,0,1,4,3,4,14,9,3,2,0,0
"S00089428",57,45,1,34,1,0,3,4,0,2,12,4,3,4,1,0
"S00089429",80,58,12,33,0,3,1,5,0,4,22,10,5,6,0,1
"S00089430",78,51,7,36,0,0,0,3,3,2,27,23,0,4,0,0
"S00089431",57,42,5,25,0,0,1,4,2,5,15,6,3,3,2,1
"S00089432",44,30,8,15,0,2,3,0,2,0,14,9,1,4,0,0
"S00089433",56,44,5,30,2,1,0,3,2,1,12,6,1,1,4,0
"S00089434",58,41,13,22,0,2,1,1,0,2,17,5,5,4,3,0
"S00089435",88,58,5,30,1,5,5,4,3,5,30,18,5,7,0,0
"S00089436",86,58,8,38,0,2,1,5,1,3,28,22,1,5,0,0
"S00089437",103,70,10,39,0,4,6,3,3,5,33,18,5,7,1,2
"S00089438",107,69,19,32,1,7,4,4,0,2,38,19,4,11,3,1
"S00089439",86,61,14,34,0,1,2,4,1,5,25,13,5,4,0,3
"S00089440",38,26,5,13,0,0,0,7,1,0,12,5,2,5,0,0
"S00089441",66,44,7,24,0,0,1,4,2,6,22,12,4,3,3,0
"S00089442",90,67,9,42,0,2,2,6,2,4,23,14,4,1,4,0
"S00089443",50,42,3,33,0,3,2,1,0,0,8,0,6,0,2,0
"S00089444",129,99,2,70,0,1,2,4,0,20,30,3,24,2,0,1
"S00089445",136,110,6,73,0,0,0,2,3,26,26,1,19,2,1,3
"S00089446",104,68,3,39,0,0,1,1,1,23,36,0,33,2,1,0
"S00089447",84,60,5,40,0,0,1,5,2,7,24,1,19,4,0,0
"S00089448",95,68,3,49,0,0,0,3,3,10,27,1,19,4,3,0
"S00089449",135,101,13,67,0,0,1,4,5,11,34,5,21,2,2,4
"S00089450",75,53,14,30,1,1,0,1,6,0,22,6,6,6,4,0
"S00089451",52,33,3,18,0,0,1,2,3,6,19,8,2,2,5,2
"S00089452",79,44,8,23,1,0,0,2,5,5,35,20,2,0,11,2
"S00089453",107,84,3,52,0,0,0,3,9,17,23,1,8,1,11,2
"S00089454",68,44,6,30,0,0,0,4,2,2,24,14,0,0,8,2
"S00089455",68,49,9,27,0,1,0,0,12,0,19,9,1,0,8,1
"S00089456",109,74,12,46,0,1,0,2,2,11,35,12,10,2,6,5
"S00089457",82,66,4,40,0,0,1,0,3,18,16,1,10,0,3,2
"S00089458",71,62,8,44,0,1,0,0,3,6,9,1,6,0,1,1
"S00089459",59,48,5,33,0,1,0,0,3,6,11,0,9,0,2,0
"S00089460",37,7,1,3,0,1,0,0,1,1,30,25,0,0,3,2
"S00089461",97,71,8,49,0,0,0,0,5,9,26,6,7,0,11,2
"S00089462",86,65,5,42,0,1,0,1,2,14,21,1,11,1,7,1
"S00089463",116,83,5,61,0,0,1,3,2,11,33,6,25,1,0,1
"S00089464",128,90,8,67,0,0,0,0,2,13,38,5,28,2,0,3
"S00089465",80,67,3,58,0,0,0,1,1,4,13,2,10,0,1,0
"S00089466",62,45,3,33,0,0,0,1,1,7,17,3,11,0,3,0
"S00089467",76,60,7,38,0,0,0,4,0,11,16,3,6,2,4,1
"S00089468",60,47,7,24,0,0,0,4,3,9,13,0,7,2,0,4
"S00089469",97,63,8,30,0,0,1,2,2,20,34,0,26,4,3,1
"S00089470",70,58,0,35,0,0,0,5,0,18,12,4,7,0,0,1
"S00089471",65,53,2,39,0,1,1,3,1,6,12,0,5,4,1,2
"S00089472",65,48,5,31,0,0,1,2,2,7,17,6,4,2,4,1
"S00089473",88,77,5,55,0,1,1,2,3,10,11,0,1,1,5,4
"S00089474",126,90,15,45,0,0,2,2,13,13,36,3,13,1,14,5
"S00089475",63,49,7,33,0,0,0,4,2,3,14,5,7,1,0,1
"S00089476",55,46,4,36,0,0,0,1,0,5,9,1,6,0,0,2
"S00089477",99,71,3,40,0,0,0,2,0,26,28,3,23,2,0,0
"S00089478",93,59,4,26,0,0,0,0,1,28,34,2,29,2,1,0
"S00089479",68,57,6,23,0,0,3,2,2,21,11,4,2,2,1,2
"S00089480",65,45,4,27,0,1,0,1,0,12,20,3,15,1,0,1
"S00089481",120,88,4,48,0,1,1,2,3,29,32,0,31,0,0,1
"S00089482",70,54,5,37,0,0,2,1,1,8,16,2,9,0,5,0
"S00089483",83,63,4,35,0,0,0,1,2,21,20,3,17,0,0,0
"S00089484",93,56,7,39,0,1,0,0,1,8,37,14,4,3,11,5
"S00089485",66,54,8,28,0,0,1,2,3,12,12,0,11,0,1,0
"S00089486",71,34,3,25,0,0,0,2,3,1,37,18,5,1,9,4
"S00089487",56,32,5,19,0,0,1,1,1,5,24,15,3,1,3,2
"S00089488",106,69,3,31,0,0,0,2,4,29,37,11,20,2,3,1
"S00089489",127,78,5,38,0,1,0,0,3,31,49,2,44,1,0,2
"S00089490",236,142,11,54,0,0,2,0,2,73,94,3,82,4,4,1
"S00089491",107,76,5,45,0,0,0,4,1,21,31,2,28,0,1,0
"S00089492",65,45,3,31,0,0,1,4,3,3,20,9,3,1,7,0
"S00089493",60,41,6,20,0,0,0,3,4,8,19,7,8,2,1,1
"S00089494",63,32,8,17,0,0,2,2,1,2,31,19,1,0,9,2
"S00089495",56,29,4,18,0,0,0,1,2,4,27,6,12,2,4,3
"S00089496",60,36,3,28,0,1,0,0,1,3,24,8,4,0,12,0
"S00089497",192,118,5,49,0,0,3,3,2,56,74,6,65,2,0,1
"S00089498",101,73,16,43,0,0,2,3,6,3,28,6,7,5,8,2
"S00089499",50,43,9,18,0,1,0,1,11,3,7,7,0,0,0,0
"S00089500",70,41,13,19,0,1,2,0,1,5,29,9,11,4,3,2
"S00089501",121,87,13,43,0,0,2,4,14,11,34,4,7,3,16,4
"S00089502",108,71,19,41,0,0,0,1,3,7,37,10,10,6,8,3
"S00089503",34,3,1,0,0,1,0,0,1,0,31,26,0,0,5,0
"S00089504",35,9,4,5,0,0,0,0,0,0,26,20,1,0,5,0
"S00089505",34,5,1,4,0,0,0,0,0,0,29,22,0,0,7,0
"S00089506",75,56,6,37,1,1,0,4,4,3,19,8,3,3,4,1
"S00089507",72,49,10,33,0,1,0,0,5,0,23,7,5,2,5,4
"S00089508",89,72,15,40,0,1,2,4,4,6,17,4,3,1,7,2
"S00089509",46,34,1,24,0,0,0,5,1,3,12,3,3,0,2,4
"S00089510",101,74,17,28,0,3,2,3,12,9,27,7,6,6,7,1
"S00089511",69,45,8,26,0,1,0,1,3,6,24,3,3,6,8,4
"S00089512",53,40,2,29,0,0,2,0,2,5,13,2,5,1,2,3
"S00089513",102,65,11,37,0,2,0,2,6,7,37,9,14,4,9,1
"S00089514",69,40,5,25,0,0,0,0,3,7,29,4,7,8,5,5
"S00089515",237,130,15,40,0,0,1,3,1,70,107,8,90,1,7,1
"S00089516",90,67,6,38,2,4,2,3,3,9,23,0,13,1,6,3
"S00089517",58,31,7,16,0,0,0,1,2,5,27,15,9,1,2,0
"S00089518",113,62,21,26,0,0,1,3,6,5,51,26,4,8,9,4
"S00089519",84,53,8,31,0,3,0,5,3,3,31,24,2,2,2,1
"S00089520",74,46,7,29,0,1,1,7,1,0,28,20,3,5,0,0
"S00089521",95,63,14,36,1,1,1,4,0,6,32,24,3,3,0,2
"S00089522",91,75,7,47,0,2,1,3,3,12,16,10,3,3,0,0
"S00089523",75,46,10,21,0,0,2,6,3,4,29,9,11,4,4,1
"S00089524",77,54,9,38,0,0,1,2,3,1,23,14,1,2,6,0
"S00089525",58,36,6,28,0,0,0,2,0,0,22,13,1,3,2,3
"S00089526",58,28,5,20,0,0,0,0,1,2,30,24,1,0,3,2
"S00089527",60,26,4,19,0,1,0,1,1,0,34,23,1,2,5,3
"S00089528",78,49,7,36,0,2,1,1,0,2,29,9,5,1,11,3
"S00089529",88,62,8,48,0,0,0,4,2,0,26,15,2,3,2,4
"S00089530",55,45,6,30,0,0,0,0,1,8,10,7,0,1,0,2
"S00089531",66,47,10,33,0,0,0,2,0,2,19,7,3,5,3,1
"S00089532",90,70,17,44,0,0,2,2,2,3,20,13,2,2,3,0
"S00089533",59,44,11,25,0,1,0,2,4,1,15,7,2,1,5,0
"S00089534",95,75,13,49,0,0,1,0,8,4,20,11,3,1,5,0
"S00089535",64,42,8,27,0,0,0,3,4,0,22,10,2,6,2,2
"S00089536",90,57,10,36,0,0,1,2,4,4,33,13,3,6,7,4
"S00089537",60,49,12,27,1,2,0,1,1,5,11,6,1,0,3,1
"S00089538",63,37,9,21,0,0,0,1,1,5,26,10,4,1,8,3
"S00089539",60,39,7,26,0,0,0,0,4,2,21,3,2,5,9,2
"S00089540",72,58,12,33,0,0,3,2,4,4,14,4,3,0,5,2
"S00089541",72,53,11,35,0,1,0,1,2,3,19,7,1,4,6,1
"S00089542",112,110,9,93,0,0,0,3,1,4,2,0,0,0,2,0
"S00089543",65,42,6,27,0,0,0,0,6,3,23,3,4,2,14,0
"S00089544",80,67,11,39,0,0,0,0,8,9,13,2,2,4,3,2
"S00089545",21,3,0,2,0,0,0,0,0,1,18,14,0,0,3,1
"S00089546",81,64,16,28,0,0,0,0,11,9,17,6,6,2,3,0
"S00089547",110,86,16,61,0,0,1,1,2,5,24,10,0,3,11,0
"S00089548",142,114,14,70,1,1,3,1,17,7,28,1,10,3,10,4
"S00089549",83,58,10,36,0,0,0,2,6,4,25,7,3,2,9,4
"S00089550",76,56,15,32,0,0,0,2,3,4,20,5,4,4,5,2
"S00089551",63,45,6,30,0,0,0,1,5,3,18,8,0,0,7,3
"S00089552",69,59,5,43,0,0,0,0,7,4,10,1,4,4,0,1
"S00089553",62,53,9,36,0,0,1,5,1,1,9,2,2,3,2,0
"S00089554",55,41,5,20,0,0,1,2,8,5,14,2,5,1,1,5
"S00089555",121,87,18,58,0,0,1,2,1,7,34,25,5,0,3,1
"S00089556",66,53,11,37,0,1,0,4,0,0,13,8,0,2,1,2
"S00089557",126,101,13,73,0,0,0,1,6,8,25,3,7,1,10,4
"S00089558",96,76,16,46,0,1,0,4,4,5,20,9,4,5,2,0
"S00089559",114,85,12,59,0,1,1,4,5,3,29,14,8,3,4,0
"S00089560",60,44,4,36,0,0,1,1,0,2,16,8,5,0,3,0
"S00089561",77,49,8,26,0,0,1,1,9,4,28,6,11,3,1,7
"S00089562",74,54,10,34,0,0,2,1,2,5,20,6,3,3,5,3
"S00089563",61,43,2,29,0,2,0,1,5,4,18,6,7,0,5,0
"S00089564",77,59,11,36,0,0,1,0,1,10,18,5,7,1,5,0
"S00089565",112,85,24,41,0,0,1,6,4,9,27,6,12,1,8,0
"S00089566",116,84,11,56,0,0,0,1,5,11,32,10,17,2,3,0
"S00089567",122,98,18,51,0,1,3,1,12,12,24,2,7,6,7,2
"S00089568",138,100,18,53,2,1,3,3,8,12,38,8,17,2,9,2
"S00089569",81,45,7,35,0,0,0,1,1,1,36,22,5,4,5,0
"S00089570",86,64,12,30,0,2,0,3,9,8,22,3,4,5,7,3
"S00089571",127,91,20,46,0,0,0,6,3,16,36,12,17,3,0,4
"S00089572",58,37,8,20,0,2,0,2,1,4,21,12,1,3,2,3
"S00089573",83,62,8,41,0,2,1,2,2,6,21,10,7,0,3,1
"S00089574",74,54,6,36,0,1,0,2,1,8,20,0,17,2,0,1
"S00089575",57,41,8,26,0,0,1,4,0,2,16,7,4,3,0,2
"S00089576",97,70,9,55,0,0,1,0,2,3,27,5,16,5,1,0
"S00089577",69,50,11,24,0,0,0,0,5,10,19,1,5,4,7,2
"S00089578",79,56,4,35,0,0,0,1,7,9,23,2,8,3,8,2
"S00089579",65,54,11,31,0,0,0,0,4,8,11,0,3,3,3,2
"S00089580",82,62,11,35,0,0,3,1,7,5,20,2,2,4,7,5
"S00089581",64,49,8,23,0,0,0,3,7,8,15,2,3,4,6,0
"S00089582",91,69,11,43,0,0,1,2,6,6,22,2,6,5,7,2
"S00089583",111,82,15,47,1,0,0,3,13,3,29,15,0,3,9,2
"S00089584",52,27,2,14,0,0,1,0,7,3,25,6,0,6,12,1
"S00089585",97,74,11,50,0,0,0,2,6,5,23,8,2,3,7,3
"S00089586",88,75,13,37,0,2,1,0,9,13,13,0,6,2,4,1
"S00089587",59,35,9,19,0,0,0,2,1,4,24,9,8,1,6,0
"S00089588",79,52,8,34,0,0,2,3,2,3,27,21,0,5,1,0
"S00089589",70,44,8,32,0,0,1,1,2,0,26,19,2,1,2,2
"S00089590",92,68,10,47,0,0,2,2,0,7,24,12,5,2,2,3
"S00089591",96,63,8,40,0,0,0,3,4,8,33,12,11,1,5,4
"S00089592",71,53,11,33,0,0,0,1,6,2,18,6,1,3,3,5
"S00089593",88,67,16,38,0,0,0,1,10,2,21,8,2,2,7,2
"S00089594",58,47,12,26,0,0,0,1,2,6,11,0,3,3,3,2
"S00089595",115,83,14,49,0,0,0,0,10,10,32,8,13,4,6,1
"S00089596",89,72,13,47,0,0,0,5,0,7,17,13,2,0,1,1
"S00089597",83,55,12,26,0,1,0,1,11,4,28,1,5,11,7,4
"S00089598",49,37,8,19,0,0,0,1,6,3,12,0,3,3,5,1
"S00089599",101,74,15,35,0,0,3,2,10,9,27,5,4,6,11,1
"S00089600",42,27,5,17,1,0,0,0,0,4,15,3,3,3,6,0
"S00089601",59,48,7,25,0,1,2,0,2,11,11,3,2,0,3,3
"S00089602",97,72,15,37,0,0,2,0,14,4,25,8,1,1,12,3
"S00089603",80,44,7,25,0,0,3,1,6,2,36,12,14,1,7,2
"S00089604",68,48,10,23,0,1,1,2,7,4,20,4,7,0,7,2
"S00089605",115,78,15,47,0,0,1,1,8,6,37,7,12,5,10,3
"S00089606",96,64,15,28,0,2,2,2,4,11,32,8,9,2,9,4
"S00089607",104,81,17,41,0,1,1,3,1,17,23,2,9,11,1,0
"S00089608",48,25,6,13,1,1,0,1,2,1,23,16,0,1,5,1
"S00089609",77,58,9,31,0,0,0,3,11,4,19,2,2,7,4,4
"S00089610",103,69,15,37,0,0,2,4,7,4,34,13,4,5,8,4
"S00089611",69,53,10,24,0,1,0,4,10,4,16,5,1,1,9,0
"S00089612",76,55,11,30,0,0,0,2,9,3,21,4,1,4,8,4
"S00089613",56,26,4,13,0,0,0,2,0,7,30,15,10,1,4,0
"S00089614",135,98,22,50,0,0,0,4,10,12,37,8,6,9,8,6
"S00089615",96,58,8,39,0,1,0,0,9,1,38,8,2,12,10,6
"S00089616",93,76,13,46,0,0,0,5,9,3,17,0,2,1,12,2
"S00089617",113,98,25,51,0,0,2,4,5,11,15,0,1,8,2,4
"S00089618",91,72,13,42,0,0,0,0,11,6,19,0,6,4,4,5
"S00089619",104,84,12,53,0,1,2,4,10,2,20,4,2,10,0,4
"S00089620",113,82,19,48,0,1,2,3,6,3,31,2,7,9,8,5
"S00089621",26,8,1,4,0,1,1,0,1,0,18,15,0,0,3,0
"S00089622",69,41,7,26,0,0,0,2,3,3,28,18,6,1,2,1
"S00089623",83,43,8,28,0,0,1,0,5,1,40,22,7,4,4,3
"S00089624",67,39,7,17,0,1,3,1,0,10,28,5,20,2,1,0
"S00089625",85,54,8,34,0,1,1,0,2,8,31,8,18,5,0,0
"S00089626",146,83,6,40,0,0,0,1,1,35,63,4,58,0,0,1
"S00089627",68,50,5,30,0,0,1,0,1,13,18,0,15,0,2,1
"S00089628",108,76,4,41,0,0,1,2,5,23,32,2,25,0,2,3
"S00089629",123,77,10,44,0,1,1,2,7,12,46,2,25,9,6,4
"S00089630",65,44,8,21,1,2,1,3,3,5,21,4,6,7,3,1
"S00089631",86,59,11,25,2,0,2,0,5,14,27,3,12,6,5,1
"S00089632",86,74,8,36,0,0,2,0,12,16,12,0,4,2,4,2
"S00089633",385,150,11,47,1,0,1,2,5,83,235,6,208,4,10,7
"S00089634",92,57,6,33,0,0,0,1,2,15,35,12,19,0,1,3
"S00089635",60,43,3,29,0,0,0,0,1,10,17,0,15,0,2,0
"S00089636",104,62,7,31,2,2,1,2,1,16,42,15,14,9,1,3
"S00089637",57,42,7,27,0,0,0,0,0,8,15,4,10,0,1,0
"S00089638",95,57,3,35,0,2,1,3,1,12,38,6,28,1,2,1
"S00089639",89,73,6,41,0,0,1,5,3,17,16,4,12,0,0,0
"S00089640",115,90,8,49,0,1,0,4,1,27,25,10,12,2,0,1
"S00089641",55,36,4,19,0,0,0,0,2,11,19,1,18,0,0,0
"S00089642",59,38,6,25,0,0,0,0,1,6,21,2,10,4,4,1
"S00089643",109,88,16,35,0,0,1,0,2,34,21,4,12,4,1,0
"S00089644",131,97,16,53,0,5,0,2,9,12,34,4,11,8,6,5
"S00089645",114,80,12,36,0,1,2,0,13,16,34,2,17,4,4,7
"S00089646",108,63,9,39,0,0,0,1,1,13,45,15,18,3,7,2
"S00089647",136,87,6,38,0,0,2,0,2,39,49,1,46,2,0,0
"S00089648",60,42,2,28,0,0,0,1,1,10,18,1,17,0,0,0
"S00089649",93,53,8,25,0,0,1,2,4,13,40,13,15,0,11,1
"S00089650",117,58,5,28,0,1,0,3,2,19,59,7,45,5,1,1
