"output_area","ALL PEOPLE","No qualifications or qualifications outwith these groups","Group 1","Group 2","Group 3","Group 4"
"60RB000071",140,30,25,19,7,59
"60RB000072",103,20,21,17,9,36
"60RB000073",74,6,17,12,7,32
"60RB000074",47,14,10,6,10,7
"60RB000075",37,8,5,10,0,14
"60RB000076",110,29,22,11,8,40
"60RB000077",108,18,22,18,9,41
"60RB000078",70,13,11,8,5,33
"60RB000079",154,24,36,17,14,63
"60RB000080",124,37,35,15,6,31
"60RB000081",149,35,32,19,11,52
"60RB000082",51,13,11,9,4,14
"60RB000083",109,23,27,16,12,31
"60RB000084",191,38,46,40,19,48
"60RB000085",61,9,14,9,2,27
"60RB000086",119,22,23,22,6,46
"60RB000087",46,12,11,10,2,11
"60RB000088",81,11,17,16,6,31
"60RB000089",85,28,19,17,3,18
"60RB000090",116,20,31,19,12,34
"60RB000091",43,9,11,9,6,8
"60RB000092",127,33,27,20,7,40
"60RB000093",77,17,16,12,5,27
"60RB000094",50,21,7,12,3,7
"60RB000095",105,19,31,18,10,27
"60RB000096",107,33,16,10,8,40
"60RB000097",121,22,27,19,6,47
"60RB000098",116,21,21,29,6,39
"60RB000099",45,14,10,6,3,12
"60RB000100",63,12,17,12,4,18
"60RB000101",76,9,17,12,11,27
"60RB000102",121,35,32,19,6,29
"60RB000103",117,30,37,16,4,30
"60RB000104",100,46,38,4,3,9
"60RB000105",85,14,17,20,4,30
"60RB000106",52,24,11,5,5,7
"60RB000107",67,9,18,11,7,22
"60RB000108",70,13,16,15,3,23
"60RB000109",48,4,5,7,4,28
"60RB000110",48,17,13,7,2,9
"60RB000111",47,20,8,9,2,8
"60RB000112",155,44,32,26,8,45
"60RB000113",95,28,23,17,4,23
"60RB000114",77,18,11,14,9,25
"60RB000115",79,18,22,13,9,17
"60RB000116",123,38,30,16,8,31
"60RB000117",85,32,14,18,11,10
"60RB000118",131,41,33,16,6,35
"60RB000119",96,21,11,12,2,50
"60RB000120",109,31,17,17,8,36
"60RB000121",38,18,5,5,2,8
"60RB000122",98,38,16,10,4,30
"60RB000123",53,18,11,6,1,17
"60RB000124",108,29,23,16,6,34
"60RB000125",74,33,27,7,3,4
"60RB000126",102,36,17,17,6,26
"60RB000127",57,8,16,9,3,21
"60RB000128",70,18,20,5,6,21
"60RB000129",43,22,8,4,2,7
"60RB000130",102,30,17,19,10,26
"60RB000131",80,25,18,12,5,20
"60RB000132",137,26,29,23,12,47
"60RB000133",107,50,27,14,9,7
"60RB000134",117,41,28,15,6,27
"60RB000135",112,23,25,25,8,31
"60RB000136",115,17,32,24,8,34
"60RB000137",77,17,13,14,10,23
"60RB000138",88,23,19,9,4,33
"60RB000139",86,29,17,12,7,21
"60RB000140",71,15,19,9,6,22
"60RB000141",106,34,22,18,7,25
"60RB000142",84,26,21,13,7,17
"60RB000143",89,26,17,11,10,25
"60RB000144",148,33,28,36,11,40
"60RB000145",62,11,12,11,7,21
"60RB000146",76,25,11,14,12,14
"60RB000147",98,13,31,15,9,30
"60RB000148",72,17,18,12,4,21
"60RB000149",74,12,18,13,11,20
"60RB000150",75,15,13,5,2,40
"60RB000151",88,11,12,14,6,45
"60RB000152",68,14,8,15,5,26
"60RB000153",108,13,18,15,7,55
"60RB000154",49,15,9,11,2,12
"60RB000155",47,17,17,3,2,8
"60RB000156",68,17,15,10,4,22
"60RB000157",63,14,18,12,1,18
"60RB000158",133,23,32,32,15,31
"60RB000159",51,22,14,7,2,6
"60RB000160",59,10,19,13,4,13
"60RB000161",100,19,24,16,9,32
"60RB000162",98,17,23,15,7,36
"60RB000163",75,25,12,13,5,20
"60RB000164",68,12,12,19,2,23
"60RB000165",85,34,19,17,5,10
"60RB000166",100,37,20,14,9,20
"60RB000167",55,13,12,11,2,17
"60RB000168",110,32,26,18,7,27
"60RB000169",75,16,15,13,3,28
"60RB000170",73,19,17,14,5,18
"60RB000171",70,15,13,12,7,23
"60RB000172",80,25,23,7,3,22
"60RB000173",106,23,26,15,9,33
"60RB000174",184,47,62,19,8,48
"60RB000175",47,13,14,7,2,11
"60RB000176",107,22,34,17,7,27
"60RB000177",54,24,14,6,3,7
"60RB000178",71,25,16,12,6,12
"60RB000179",69,31,19,7,6,6
"60RB000180",80,25,17,16,4,18
"60RB000181",75,36,21,9,3,6
"60RB000182",47,11,10,6,3,17
"60RB000183",48,11,15,11,5,6
"60RB000184",66,20,19,7,6,14
"60RB000185",99,26,20,13,8,32
"60RB000186",79,19,20,12,7,21
"60RB000187",75,30,17,11,5,12
"60RB000188",76,39,18,7,6,6
"60RB000189",80,53,14,6,0,7
"60RB000190",66,29,20,10,3,4
"60RB000191",69,21,13,14,5,16
"60RB000192",83,19,19,13,8,24
"60RB000193",79,15,21,11,8,24
"60RB000194",35,18,7,3,2,5
"60RB000195",85,48,16,10,4,7
"60RB000196",108,59,27,11,5,6
"60RB000197",109,61,21,6,6,15
"60RB000198",102,48,27,14,6,7
"60RB000199",131,28,30,28,17,28
"60RB000200",124,17,36,17,17,37
"60RB000201",59,5,9,13,5,27
"60RB000202",88,16,15,16,5,36
"60RB000203",103,12,19,24,4,44
"60RB000204",120,26,35,22,11,26
"60RB000205",106,27,24,28,7,20
"60RB000206",97,22,26,20,6,23
"60RB000207",102,23,22,20,5,32
"60RB000208",102,18,29,21,11,23
"60RB000209",42,6,7,5,2,22
"60RB000210",56,11,13,9,5,18
"60RB000211",102,9,16,24,11,42
"60RB000212",90,20,16,13,6,35
"60RB000213",78,37,17,10,4,10
"60RB000214",106,59,23,14,3,7
"60RB000215",83,32,17,12,4,18
"60RB000216",76,10,11,9,4,42
"60RB000217",121,10,26,21,17,47
"60RB000218",102,23,26,12,18,23
"60RB000219",74,8,16,16,9,25
"60RB000220",95,17,21,23,6,28
"60RB000221",96,34,23,16,6,17
"60RB000222",80,38,17,15,4,6
"60RB000223",64,13,15,16,3,17
"60RB000224",136,24,37,23,7,45
"60RB000225",89,12,23,18,13,23
"60RB000226",84,14,17,16,8,29
"60RB000227",121,36,26,13,15,31
"60RB000228",78,13,19,10,8,28
"60RB000229",53,8,10,11,2,22
"60RB000230",45,9,6,7,6,17
"60RB000231",53,8,18,5,3,19
"60RB000232",103,19,15,20,12,37
"60RB000233",39,14,13,2,3,7
"60RB000234",51,9,9,12,7,14
"60RB000235",130,57,45,11,7,10
"60RB000236",71,23,28,11,4,5
"60RB000237",116,64,22,12,6,12
"60RB000238",84,23,20,19,4,18
"60RB000239",39,19,8,3,0,9
"60RB000240",66,14,12,10,3,27
"60RB000241",75,22,26,14,3,10
"60RB000242",99,23,22,24,7,23
"60RB000243",79,23,20,7,7,22
"60RB000244",105,18,28,26,13,20
"60RB000245",51,8,15,13,1,14
"60RB000246",89,24,32,19,5,9
"60RB000247",80,15,21,21,7,16
"60RB000248",55,12,22,10,3,8
"60RB000249",82,5,17,19,8,33
"60RB000250",112,14,16,18,6,58
"60RB000251",93,16,15,13,10,39
"60RB000252",135,30,51,21,7,26
"60RB000253",116,36,21,17,9,33
"60RB000254",84,39,23,9,3,10
"60RB000255",103,25,29,24,6,19
"60RB000256",76,21,17,12,10,16
"60RB000257",95,32,38,12,3,10
"60RB000258",93,23,25,16,7,22
"60RB000259",108,32,25,15,6,30
"60RB000260",71,20,9,11,10,21
"60RB000261",123,41,37,21,6,18
"60RB000262",87,37,18,12,2,18
"60RB000263",84,42,15,11,2,14
"60RB000264",112,27,37,21,3,24
"60RB000265",92,27,23,14,8,20
"60RB000266",89,46,22,13,3,5
"60RB000267",96,45,24,11,2,14
"60RB000268",116,37,32,16,7,24
"60RB000269",108,26,24,24,9,25
"60RB000270",70,15,23,11,6,15
"60RB000271",71,21,18,11,3,18
"60RB000272",73,19,11,12,5,26
"60RB000273",142,22,36,26,4,54
"60RB000274",105,37,32,15,5,16
"60RB000275",89,21,27,15,9,17
"60RB000276",94,27,24,19,7,17
"60RB000277",93,26,27,14,11,15
"60RB000278",79,40,15,18,1,5
"60RB000279",105,57,27,12,4,5
"60RB000280",66,30,22,9,4,1
"60RB000281",50,28,12,9,0,1
"60RB000282",100,56,32,7,3,2
"60RB000283",70,33,22,6,4,5
"60RB000284",59,28,18,5,5,3
"60RB000285",73,24,25,7,1,16
"60RB000286",90,42,27,12,3,6
"60RB000287",65,10,21,12,4,18
"60RB000288",89,25,18,16,11,19
"60RB000289",69,12,22,10,6,19
"60RB000290",98,14,15,27,12,30
"60RB000291",94,31,26,14,5,18
"60RB000292",67,4,15,12,5,31
"60RB000293",86,15,15,13,7,36
"60RB000294",82,7,19,13,6,37
"60RB000295",69,12,24,8,5,20
"60RB000296",84,18,12,14,6,34
"60RB000297",74,22,15,11,3,23
"60RB000298",78,32,21,9,6,10
"60RB000299",76,27,24,8,9,8
"60RB000300",98,42,34,13,5,4
"60RB000301",61,9,25,7,4,16
"60RB000302",76,21,24,11,2,18
"60RB000303",51,10,15,14,3,9
"60RB000304",91,22,15,23,7,24
"60RB000305",82,31,17,13,4,17
"60RB000306",73,28,23,13,3,6
"60RB000307",114,30,29,19,9,27
"60RB000308",103,16,34,12,7,34
"60RB000309",63,21,20,7,7,8
"60RB000310",73,30,19,11,7,6
"60RB000311",78,17,10,12,6,33
"60RB000312",76,7,7,22,6,34
"60RB000313",92,25,8,12,3,44
"60RB000314",50,8,9,10,3,20
"60RB000315",66,11,8,13,5,29
"60RB000316",149,20,34,27,7,61
"60RB000317",128,25,26,18,15,44
"60RB000318",164,27,44,29,11,53
"60RB000319",107,35,22,19,9,22
"60RB000320",95,18,20,17,12,28
"60RB000321",81,14,16,18,7,26
"60RB000322",130,31,35,25,8,31
"60RB000323",92,29,20,15,5,23
"60RB000324",125,34,33,19,10,29
"60RB000325",94,17,26,17,10,24
"60RB000326",74,12,12,16,5,29
"60RB000327",43,7,12,6,3,15
"60RB000328",42,17,3,6,4,12
"60RB000329",88,27,21,12,6,22
"60RB000330",95,31,15,15,5,29
"60RB000331",69,22,15,12,3,17
"60RB000332",93,24,23,16,5,25
"60RB000333",97,15,24,24,7,27
"60RB000334",74,15,20,5,6,28
"60RB000335",83,11,18,15,10,29
"60RB000336",82,10,12,22,6,32
"60RB000337",122,31,24,22,13,32
"60RB000338",66,14,8,9,4,31
"60RB000339",91,19,17,17,6,32
"60RB000340",103,19,14,20,11,39
"60RB000341",83,21,13,16,2,31
"60RB000342",39,7,10,8,3,11
"60RB000343",91,24,16,19,7,25
"60RB000344",104,18,31,17,6,32
"60RB000345",76,13,12,16,9,26
"60RB000346",65,5,9,15,2,34
"60RB000347",81,4,18,12,8,39
"60RB000348",65,5,11,9,4,36
"60RB000349",66,17,12,12,3,22
"60RB000350",59,7,15,10,1,26
"60RB000351",52,10,8,7,6,21
"60RB000352",167,24,18,22,17,86
"60RB000353",89,10,17,18,7,37
"60RB000354",77,16,28,17,6,10
"60RB000355",76,16,15,7,9,29
"60RB000356",65,25,16,5,4,15
"60RB000357",63,17,14,5,5,22
"60RB000358",102,28,23,22,6,23
"60RB000359",149,25,26,25,9,64
"60RB000360",77,15,18,13,5,26
"60RB000361",83,24,15,15,4,25
"60RB000362",88,26,19,16,5,22
"60RB000363",82,17,21,9,6,29
"60RB000364",79,15,20,17,4,23
"60RB000365",71,22,12,13,6,18
"60RB000366",110,54,41,9,3,3
"60RB000367",99,37,39,13,5,5
"60RB000368",100,60,21,8,5,6
"60RB000369",47,21,16,6,2,2
"60RB000370",54,18,23,8,3,2
"60RB000371",75,38,21,2,7,7
"60RB000372",63,27,13,12,6,5
"60RB000373",76,28,28,7,10,3
"60RB000374",65,30,22,9,1,3
"60RB000375",81,43,22,9,3,4
"60RB000376",78,34,35,6,2,1
"60RB000377",96,39,25,17,4,11
"60RB000378",81,13,21,20,10,17
"60RB000379",46,20,17,4,3,2
"60RB000380",87,46,21,14,1,5
"60RB000381",76,35,21,8,3,9
"60RB000382",44,5,9,14,3,13
"60RB000383",57,11,21,7,4,14
"60RB000384",71,36,20,8,1,6
"60RB000385",92,55,19,6,8,4
"60RB000386",44,25,9,5,3,2
"60RB000387",60,29,20,7,1,3
"60RB000388",84,41,22,7,3,11
"60RB000389",104,56,29,6,6,7
"60RB000390",111,54,34,10,8,5
"60RB000391",79,31,22,13,7,6
"60RB000392",62,18,27,7,6,4
"60RB000393",86,29,42,9,3,3
"60RB000394",105,43,22,17,7,16
"60RB000395",72,26,28,9,6,3
"60RB000396",48,24,15,4,1,4
"60RB000397",78,36,21,13,4,4
"60RB000398",108,46,28,14,10,10
"60RB000399",71,27,20,10,3,11
"60RB000400",97,45,27,13,4,8
"60RB000401",78,39,29,8,1,1
"60RB000402",124,68,31,13,6,6
"60RB000403",95,39,36,12,5,3
"60RB000404",120,50,44,13,5,8
"60RB000405",95,41,38,10,4,2
"60RB000406",117,48,37,15,7,10
"60RB000407",85,41,33,3,3,5
"60RB000408",61,29,21,3,6,2
"60RB000409",102,40,38,9,5,10
"60RB000410",103,48,25,16,8,6
"60RB000411",61,22,22,10,5,2
"60RB000412",81,30,28,10,4,9
"60RB000413",105,52,23,9,9,12
"60RB000414",104,54,21,21,5,3
"60RB000415",111,57,32,14,3,5
"60RB000416",105,27,30,18,7,23
"60RB000417",109,33,28,19,9,20
"60RB000418",104,35,28,15,5,21
"60RB000419",97,31,15,12,15,24
"60RB000420",101,28,46,16,7,4
"60RB000421",151,80,44,7,11,9
"60RB000422",122,56,39,13,3,11
"60RB000423",84,44,19,10,5,6
"60RB000424",96,37,16,26,8,9
"60RB000425",80,45,15,12,2,6
"60RB000426",141,66,42,13,9,11
"60RB000427",103,62,19,9,9,4
"60RB000428",87,35,36,8,4,4
"60RB000429",61,25,20,8,4,4
"60RB000430",68,42,8,8,4,6
"60RB000431",103,42,28,16,9,8
"60RB000432",74,33,22,11,3,5
"60RB000433",86,31,26,8,7,14
"60RB000434",79,26,26,13,6,8
"60RB000435",70,24,24,8,10,4
"60RB000436",97,41,26,13,6,11
"60RB000437",83,26,35,13,3,6
"60RB000438",81,37,20,13,5,6
"60RB000439",134,56,43,12,12,11
"60RB000440",111,50,31,16,7,7
"60RB000441",85,48,27,3,5,2
"60RB000442",123,53,35,19,6,10
"60RB000443",75,35,20,12,7,1
"60RB000444",125,51,45,20,4,5
"60RB000445",95,40,25,16,6,8
"60RB000446",82,45,19,9,3,6
"60RB000447",60,19,27,6,1,7
"60RB000448",73,33,24,11,3,2
"60RB000449",118,49,38,13,6,12
"60RB000450",66,27,28,5,3,3
"60RB000451",95,50,26,5,5,9
"60RB000452",77,38,19,11,4,5
"60RB000453",83,38,24,10,4,7
"60RB000454",69,20,28,11,3,7
"60RB000455",35,19,12,1,2,1
"60RB000456",107,45,33,14,5,10
"60RB000457",140,52,45,25,8,10
"60RB000458",74,39,22,3,4,6
"60RB000459",134,58,50,15,6,5
"60RB000460",118,50,29,18,10,11
"60RB000461",112,50,35,17,8,2
"60RB000462",63,27,21,6,4,5
"60RB000463",70,29,17,12,8,4
"60RB000464",90,40,30,9,4,7
"60RB000465",77,33,22,6,11,5
"60RB000466",87,37,34,6,6,4
"60RB000467",91,41,20,15,7,8
"60RB000468",49,16,17,5,6,5
"60RB000469",106,28,28,21,11,18
"60RB000470",54,19,11,11,7,6
"60RB000471",72,34,18,13,4,3
"60RB000472",76,14,16,16,8,22
"60RB000473",81,17,24,18,7,15
"60RB000474",75,15,16,19,5,20
"60RB000475",41,13,12,8,5,3
"60RB000476",88,29,20,22,4,13
"60RB000477",81,16,35,13,8,9
"60RB000478",48,17,12,7,7,5
"60RB000479",77,13,23,18,13,10
"60RB000480",68,9,25,11,11,12
"60RB000481",92,11,23,21,11,26
"60RB000482",67,20,23,11,2,11
"60RB000483",74,22,17,16,4,15
"60RB000484",100,27,18,13,9,33
"60RB000485",112,16,16,15,12,53
"60RB000486",116,22,26,25,11,32
"60RB000487",106,27,33,22,10,14
"60RB000488",54,19,10,4,10,11
"60RB000489",59,11,15,19,8,6
"60RB000490",95,20,27,19,14,15
"60RB000491",70,11,25,19,5,10
"60RB000492",74,41,16,10,6,1
"60RB000493",73,41,17,6,6,3
"60RB000494",67,26,14,15,3,9
"60RB000495",60,16,22,11,4,7
"60RB000496",71,32,16,9,5,9
"60RB000497",65,23,18,9,7,8
"60RB000498",125,28,25,18,7,47
"60RB000499",62,28,21,7,3,3
"60RB000500",66,37,17,5,3,4
"60RB000501",92,47,28,12,1,4
"60RB000502",92,56,20,11,3,2
"60RB000503",62,33,21,3,3,2
"60RB000504",89,50,24,5,6,4
"60RB000505",81,21,22,14,6,18
"60RB000506",76,40,23,8,1,4
"60RB000507",92,44,27,10,5,6
"60RB000508",75,44,19,7,3,2
"60RB000509",26,23,2,0,0,1
"60RB000510",66,34,13,7,2,10
"60RB000511",97,17,15,10,7,48
"60RB000512",76,8,15,10,6,37
"60RB000513",98,18,14,13,14,39
"60RB000514",89,17,12,11,5,44
"60RB000515",118,18,8,17,6,69
"60RB000516",166,56,23,19,5,63
"60RB000517",80,27,29,14,3,7
"60RB000518",56,16,13,12,8,7
"60RB000519",72,20,20,8,7,17
"60RB000520",142,33,31,23,6,49
"60RB000521",95,11,10,11,6,57
"60RB000522",97,12,18,14,10,43
"60RB000523",75,24,24,12,2,13
"60RB000524",80,30,24,11,3,12
"60RB000525",69,25,20,14,4,6
"60RB000526",113,44,30,20,9,10
"60RB000527",93,16,20,20,13,24
"60RB000528",57,13,12,15,5,12
"60RB000529",59,25,4,10,6,14
"60RB000530",60,14,15,18,7,6
"60RB000531",43,17,14,8,1,3
"60RB000532",89,50,15,7,4,13
"60RB000533",63,17,17,10,6,13
"60RB000534",53,26,10,7,3,7
"60RB000535",91,30,24,11,5,21
"60RB000536",86,19,16,14,4,33
"60RB000537",104,30,22,17,11,24
"60RB000538",71,9,22,9,2,29
"60RB000539",55,24,14,1,3,13
"60RB000540",69,31,21,13,3,1
"60RB000541",79,32,15,15,5,12
"60RB000542",72,30,22,10,4,6
"60RB000543",109,43,37,18,3,8
"60RB000544",75,31,27,7,2,8
"60RB000545",87,40,29,8,6,4
"60RB000546",60,22,19,4,4,11
"60RB000547",81,28,29,14,3,7
"60RB000548",107,34,37,16,9,11
"60RB000549",71,19,8,7,5,32
"60RB000550",88,28,26,12,8,14
"60RB000551",101,19,20,19,9,34
"60RB000552",76,17,20,11,8,20
"60RB000553",77,26,28,11,5,7
"60RB000554",84,24,10,12,5,33
"60RB000555",123,33,27,12,14,37
"60RB000556",143,30,32,25,9,47
"60RB000557",42,17,15,6,1,3
"60RB000558",98,19,26,19,4,30
"60RB000559",57,14,7,12,3,21
"60RB000560",91,29,19,9,10,24
"60RB000561",67,20,12,11,4,20
"60RB000562",77,18,21,11,6,21
"60RB000563",74,7,15,17,5,30
"60RB000564",73,9,13,18,14,19
"60RB000565",75,18,21,12,7,17
"60RB000566",68,7,19,16,11,15
"60RB000567",78,20,8,14,7,29
"60RB000568",74,4,21,16,11,22
"60RB000569",95,38,25,12,9,11
"60RB000570",67,22,8,7,5,25
"60RB000571",69,13,21,9,6,20
"60RB000572",74,35,16,9,7,7
"60RB000573",68,11,15,15,6,21
"60RB000574",72,15,17,17,6,17
"60RB000575",71,21,25,13,3,9
"60RB000576",66,19,14,14,4,15
"60RB000577",103,7,17,14,8,57
"60RB000578",101,20,30,18,8,25
"60RB000579",72,17,7,8,7,33
"60RB000580",64,23,18,12,2,9
"60RB000581",73,10,13,10,4,36
"60RB000582",71,13,18,14,6,20
"60RB000583",60,14,13,7,6,20
"60RB000584",111,33,25,23,6,24
"60RB000585",67,14,14,14,6,19
"60RB000586",99,23,17,15,10,34
"60RB000587",60,17,22,10,5,6
"60RB000588",62,7,19,16,7,13
"60RB000589",66,10,11,10,4,31
"60RB000590",82,16,14,8,6,38
"60RB000591",80,20,19,2,6,33
"60RB000592",81,8,15,8,9,41
"60RB000593",65,20,10,6,3,26
"60RB000594",111,30,28,15,8,30
"60RB000595",81,37,22,15,3,4
"60RB000596",67,27,22,9,3,6
"60RB000597",86,28,23,3,2,30
"60RB000598",87,15,21,19,4,28
"60RB000599",85,16,22,15,3,29
"60RB000600",34,6,9,5,3,11
"60RB000601",57,28,15,6,3,5
"60RB000602",83,43,12,9,10,9
"60RB000603",136,31,30,25,17,33
"60RB000604",70,7,5,17,9,32
"60RB000605",118,31,28,15,9,35
"60RB000606",82,25,24,13,4,16
"60RB000607",63,34,13,9,5,2
"60RB000608",130,30,27,19,11,43
"60RB000609",84,32,14,9,11,18
"60RB000610",84,35,30,8,2,9
"60RB000611",74,38,17,7,4,8
"60RB000612",91,23,19,9,8,32
"60RB000613",139,34,27,25,18,35
"60RB000614",158,35,57,23,8,35
"60RB000615",110,45,33,9,3,20
"60RB000616",116,58,21,13,6,18
"60RB000617",67,32,14,7,5,9
"60RB000618",57,35,10,4,3,5
"60RB000619",150,46,38,22,16,28
"60RB000620",91,26,20,12,10,23
"60RB000621",78,26,22,14,6,10
"60RB000622",93,46,22,7,12,6
"60RB000623",56,22,15,7,5,7
"60RB000624",134,52,36,24,9,13
"60RB000625",101,15,30,17,12,27
"60RB000626",53,25,17,4,5,2
"60RB000627",78,22,18,11,8,19
"60RB000628",72,30,26,9,3,4
"60RB000629",77,25,26,9,7,10
"60RB000630",81,28,31,13,6,3
"60RB000631",121,50,29,15,5,22
"60RB000632",84,30,27,12,6,9
"60RB000633",69,27,14,3,6,19
"60RB000634",72,28,18,9,8,9
"60RB000635",65,34,12,5,2,12
"60RB000636",67,20,13,16,5,13
"60RB000637",71,11,17,9,5,29
"60RB000638",104,29,24,6,9,36
"60RB000639",85,19,24,13,11,18
"60RB000640",61,12,10,15,4,20
"60RB000641",91,12,19,23,3,34
"60RB000642",87,24,17,16,8,22
"60RB000643",63,14,13,11,3,22
"60RB000644",67,17,8,11,2,29
"60RB000645",93,12,12,17,12,40
"60RB000646",73,12,12,16,5,28
"60RB000647",114,28,29,26,6,25
"60RB000648",107,22,19,19,10,37
"60RB000649",88,19,26,16,8,19
"60RB000650",58,11,19,9,4,15
"60RB000651",46,14,3,8,4,17
"60RB000652",61,20,15,13,4,9
"60RB000653",113,23,21,20,9,40
"60RB000654",76,35,19,11,4,7
"60RB000655",77,45,15,4,6,7
"60RB000656",73,32,22,6,4,9
"60RB000657",90,16,16,11,8,39
"60RB000658",53,18,15,9,5,6
"60RB000659",82,16,15,19,6,26
"60RB000660",140,26,26,22,18,48
"60RB000661",106,27,36,15,5,23
"60RB000662",101,13,32,17,9,30
"60RB000663",130,40,29,21,10,30
"60RB000664",60,27,20,5,4,4
"60RB000665",60,15,4,10,3,28
"60RB000666",66,25,15,7,5,14
"60RB000667",73,11,10,20,6,26
"60RB000668",112,21,12,17,9,53
"60RB000669",73,19,9,13,8,24
"60RB000670",77,33,11,6,6,21
"60RB000671",82,19,20,9,8,26
"60RB000672",82,17,23,11,9,22
"60RB000673",53,12,7,8,3,23
"60RB000674",119,23,36,13,9,38
"60RB000675",57,11,15,7,8,16
"60RB000676",83,37,22,13,2,9
"60RB000677",88,48,20,5,6,9
"60RB000678",55,27,18,6,0,4
"60RB000679",75,13,15,10,5,32
"60RB000680",144,15,31,19,9,70
"60RB000681",55,25,11,3,4,12
"60RB000682",61,11,12,11,4,23
"60RB000683",96,15,23,14,7,37
"60RB000684",110,24,28,22,8,28
"60RB000685",75,30,22,15,4,4
"60RB000686",78,24,16,20,8,10
"60RB000687",78,19,22,13,6,18
"60RB000688",83,19,22,18,5,19
"60RB000689",97,50,16,11,7,13
"60RB000690",86,49,28,5,4,0
"60RB000691",63,20,19,13,4,7
"60RB000692",51,6,14,14,4,13
"60RB000693",109,55,23,11,5,15
"60RB000694",102,45,28,16,6,7
"60RB000695",82,37,26,12,5,2
"60RB000696",80,25,22,11,6,16
"60RB000697",82,19,26,15,3,19
"60RB000698",75,15,19,11,8,22
"60RB000699",85,16,23,11,15,20
"60RB000700",69,21,15,12,7,14
"60RB000701",63,21,15,10,2,15
"60RB000702",53,12,9,11,3,18
"60RB000703",65,15,18,9,4,19
"60RB000704",64,15,18,9,5,17
"60RB000705",50,12,16,10,5,7
"60RB000706",66,17,17,10,4,18
"60RB000707",70,40,18,8,1,3
"60RB000708",86,40,28,11,6,1
"60RB000709",55,25,14,11,1,4
"60RB000710",87,41,27,6,3,10
"60RB000711",95,41,34,11,4,5
"60RB000712",108,53,35,12,5,3
"60RB000713",78,33,20,10,4,11
"60RB000714",92,35,26,10,8,13
"60RB000715",93,23,23,16,4,27
"60RB000716",65,39,13,6,3,4
"60RB000717",86,46,26,8,3,3
"60RB000718",75,25,27,8,1,14
"60RB000719",74,27,19,14,3,11
"60RB000720",91,44,28,9,4,6
"60RB000721",53,27,8,9,6,3
"60RB000722",61,20,14,7,2,18
"60RB000723",79,31,18,8,6,16
"60RB000724",98,27,22,19,10,20
"60RB000725",77,19,21,15,6,16
"60RB000726",77,25,15,13,6,18
"60RB000727",76,15,20,13,7,21
"60RB000728",80,9,18,14,15,24
"60RB000729",85,27,25,9,1,23
"60RB000730",95,43,29,13,4,6
"60RB000731",97,28,18,16,7,28
"60RB000732",150,56,22,14,8,50
"60RB000733",74,39,19,4,4,8
"60RB000734",72,7,15,19,4,27
"60RB000735",83,22,9,16,3,33
"60RB000736",116,38,21,16,5,36
"60RB000737",51,12,9,9,7,14
"60RB000738",82,27,17,14,4,20
"60RB000739",85,26,11,9,5,34
"60RB000740",64,16,14,8,4,22
"60RB000741",58,19,16,11,2,10
"60RB000742",94,19,27,18,4,26
"60RB000743",89,30,26,11,3,19
"60RB000744",110,44,42,12,4,8
"60RB000745",115,23,31,24,11,26
"60RB000746",55,24,16,10,3,2
"60RB000747",100,30,20,12,9,29
"60RB000748",97,18,23,15,4,37
"60RB000749",68,37,18,8,1,4
"60RB000750",77,32,24,11,3,7
"60RB000751",63,35,9,11,4,4
"60RB000752",59,32,17,4,3,3
"60RB000753",57,25,12,7,1,12
"60RB000754",75,18,7,15,4,31
"60RB000755",45,18,9,3,4,11
"60RB000756",69,27,14,14,3,11
"60RB000757",69,23,12,10,2,22
"60RB000758",65,19,16,15,8,7
"60RB000759",67,33,12,8,4,10
"60RB000760",66,24,12,13,3,14
"60RB000761",71,22,17,14,5,13
"60RB000762",81,40,19,6,5,11
"60RB000763",91,16,17,10,4,44
"60RB000764",98,22,23,9,7,37
"60RB000765",85,19,8,16,9,33
"60RB000766",102,56,29,8,4,5
"60RB000767",77,51,21,4,1,0
"60RB000768",55,14,20,6,2,13
"60RB000769",33,9,6,7,5,6
"60RB000770",80,18,27,12,6,17
"60RB000771",57,44,10,0,2,1
"60RB000772",101,37,22,14,7,21
"60RB000773",98,40,23,13,6,16
"60RB000774",76,21,25,7,4,19
"60RB000775",113,28,29,16,11,29
"60RB000776",147,45,43,22,17,20
"60RB000777",118,60,38,11,4,5
"60RB000778",66,28,23,6,5,4
"60RB000779",90,47,21,12,6,4
"60RB000780",65,37,23,2,1,2
"60RB000781",84,43,21,8,5,7
"60RB000782",69,37,17,7,2,6
"60RB000783",120,24,31,17,9,39
"60RB000784",78,13,15,14,2,34
"60RB000785",112,49,26,21,8,8
"60RB000786",115,35,37,20,4,19
"60RB000787",61,29,15,6,5,6
"60RB000788",76,34,27,4,2,9
"60RB000789",86,21,22,12,7,24
"60RB000790",79,28,21,8,5,17
"60RB000791",98,26,24,9,8,31
"60RB000792",66,15,16,10,11,14
"60RB000793",92,49,29,5,4,5
"60RB000794",96,54,29,6,2,5
"60RB000795",60,11,21,10,3,15
"60RB000796",46,13,12,13,0,8
"60RB000797",132,32,30,19,7,44
"60RB000798",111,39,29,17,8,18
"60RB000799",63,27,21,10,2,3
"60RB000800",81,30,24,15,5,7
"60RB000801",91,21,20,15,8,27
"60RB000802",42,11,11,2,5,13
"60RB000803",85,21,15,17,5,27
"60RB000804",103,22,25,18,8,30
