"dz_2011","la_name","year","total","nonretired","employed","unemployed","student","sick_disabled"
"S01009669","Fife",2001,379,292,225,10,17,16
"S01009670","Fife",2001,724,626,478,18,35,35
"S01009671","Fife",2001,347,295,229,10,21,11
"S01009672","Fife",2001,538,465,336,17,24,30
"S01009673","Fife",2001,697,589,449,21,43,33
"S01009674","Fife",2001,736,611,458,27,35,32
"S01009675","Fife",2001,677,584,455,21,41,22
"S01009676","Fife",2001,648,559,425,39,30,16
"S01009677","Fife",2001,435,379,295,16,10,15
"S01009678","Fife",2001,460,359,273,10,34,18
"S01009679","Fife",2001,742,626,456,39,30,50
"S01009680","Fife",2001,578,500,377,13,33,31
"S01009681","Fife",2001,595,537,315,12,31,138
"S01009682","Fife",2001,515,409,324,7,49,11
"S01009683","Fife",2001,632,516,374,11,74,16
"S01009684","Fife",2001,935,813,661,15,52,33
"S01009685","Fife",2001,426,371,255,12,27,32
"S01009686","Fife",2001,921,799,545,42,66,66
"S01009687","Fife",2001,490,406,311,14,20,34
"S01009688","Fife",2001,741,656,354,68,51,55
"S01009689","Fife",2001,389,343,247,16,28,20
"S01009690","Fife",2001,511,456,340,17,44,24
"S01009691","Fife",2001,451,371,294,6,35,8
"S01009692","Fife",2001,768,589,454,17,43,25
"S01009693","Fife",2001,504,415,328,9,32,11
"S01009694","Fife",2001,700,515,413,9,30,20
"S01009695","Fife",2001,523,441,335,14,40,16
"S01009696","Fife",2001,964,825,668,28,52,31
"S01009697","Fife",2001,540,466,356,12,41,21
"S01009698","Fife",2001,440,392,282,11,48,17
"S01009699","Fife",2001,427,309,234,9,13,14
"S01009700","Fife",2001,499,425,303,17,24,30
"S01009701","Fife",2001,352,270,204,7,23,8
"S01009702","Fife",2001,543,470,354,16,23,24
"S01009703","Fife",2001,448,366,251,12,26,29
"S01009704","Fife",2001,797,651,461,27,47,35
"S01009705","Fife",2001,552,458,331,24,21,24
"S01009706","Fife",2001,491,399,252,28,33,25
"S01009707","Fife",2001,448,399,284,24,30,21
"S01009708","Fife",2001,476,404,297,15,23,32
"S01009709","Fife",2001,784,638,465,22,42,34
"S01009710","Fife",2001,536,447,339,16,35,16
"S01009711","Fife",2001,532,466,299,27,34,46
"S01009712","Fife",2001,418,348,234,9,22,29
"S01009713","Fife",2001,630,468,336,19,27,31
"S01009714","Fife",2001,692,500,386,10,21,23
"S01009715","Fife",2001,601,509,365,27,31,27
"S01009716","Fife",2001,563,420,308,12,60,18
"S01009717","Fife",2001,462,385,246,22,50,29
"S01009718","Fife",2001,541,448,292,27,54,23
"S01009719","Fife",2001,587,494,359,28,44,24
"S01009720","Fife",2001,565,470,326,16,40,47
"S01009721","Fife",2001,709,693,68,3,620,2
"S01009722","Fife",2001,898,822,188,6,584,15
"S01009723","Fife",2001,560,517,126,11,351,13
"S01009724","Fife",2001,832,705,350,37,177,92
"S01009725","Fife",2001,502,458,146,4,281,7
"S01009726","Fife",2001,936,901,114,7,758,4
"S01009727","Fife",2001,650,547,401,14,72,17
"S01009728","Fife",2001,602,507,379,12,66,16
"S01009729","Fife",2001,494,373,279,7,46,9
"S01009730","Fife",2001,461,394,293,6,56,13
"S01009731","Fife",2001,415,282,208,5,37,9
"S01009732","Fife",2001,556,484,221,8,218,13
"S01009733","Fife",2001,703,625,288,13,254,30
"S01009734","Fife",2001,1106,987,427,14,467,12
"S01009735","Fife",2001,652,492,342,9,79,13
"S01009736","Fife",2001,837,773,109,5,626,13
"S01009737","Fife",2001,535,497,391,23,23,13
"S01009738","Fife",2001,413,363,289,16,19,17
"S01009739","Fife",2001,553,505,342,17,32,11
"S01009740","Fife",2001,387,311,232,16,25,15
"S01009741","Fife",2001,695,683,595,13,23,12
"S01009742","Fife",2001,374,348,264,15,26,8
"S01009743","Fife",2001,864,694,537,19,75,19
"S01009744","Fife",2001,580,500,400,10,37,11
"S01009745","Fife",2001,736,632,476,20,52,31
"S01009746","Fife",2001,432,382,300,16,22,9
"S01009747","Fife",2001,463,399,289,18,23,32
"S01009748","Fife",2001,605,519,418,13,36,25
"S01009749","Fife",2001,676,557,426,16,47,30
"S01009750","Fife",2001,426,346,246,18,22,23
"S01009751","Fife",2001,596,519,360,26,40,43
"S01009752","Fife",2001,405,346,260,6,35,19
"S01009753","Fife",2001,481,386,288,6,39,24
"S01009754","Fife",2001,541,449,345,16,41,23
"S01009755","Fife",2001,468,401,305,10,38,14
"S01009756","Fife",2001,548,447,345,7,43,23
"S01009757","Fife",2001,594,513,395,12,32,31
"S01009758","Glasgow City",2001,497,467,349,13,42,24
"S01009759","Glasgow City",2001,611,563,224,73,37,77
"S01009760","Glasgow City",2001,696,599,232,80,26,92
"S01009761","Glasgow City",2001,694,628,478,12,37,44
"S01009762","Glasgow City",2001,567,512,232,48,30,84
"S01009763","Glasgow City",2001,444,414,309,10,22,40
"S01009764","Glasgow City",2001,466,426,223,35,22,65
"S01009765","Glasgow City",2001,650,602,440,36,17,42
"S01009766","Glasgow City",2001,513,486,342,30,30,40
"S01009767","Glasgow City",2001,680,633,333,53,53,83
"S01009768","Glasgow City",2001,461,408,170,43,24,76
"S01009769","Glasgow City",2001,489,459,272,44,23,61
"S01009770","Glasgow City",2001,536,503,365,16,39,29
"S01009771","Glasgow City",2001,654,625,462,13,63,25
"S01009772","Glasgow City",2001,528,496,405,18,31,18
"S01009773","Glasgow City",2001,236,212,108,12,8,72
"S01009774","Glasgow City",2001,236,212,108,12,8,72
"S01009775","Glasgow City",2001,658,570,249,40,30,148
"S01009776","Glasgow City",2001,685,615,213,67,37,92
"S01009777","Glasgow City",2001,420,386,219,27,33,54
"S01009778","Glasgow City",2001,671,532,224,44,18,142
"S01009779","Glasgow City",2001,539,434,190,35,22,101
"S01009780","Glasgow City",2001,343,335,102,31,32,64
"S01009781","Glasgow City",2001,454,391,140,40,40,83
"S01009782","Glasgow City",2001,316,305,108,43,22,53
"S01009783","Glasgow City",2001,452,418,211,38,29,59
"S01009784","Glasgow City",2001,660,575,240,51,57,102
"S01009785","Glasgow City",2001,650,565,243,46,31,123
"S01009786","Glasgow City",2001,825,710,302,75,42,143
"S01009787","Glasgow City",2001,720,614,250,60,42,135
"S01009788","Glasgow City",2001,685,521,310,25,22,93
"S01009789","Glasgow City",2001,672,508,283,22,25,99
"S01009790","Glasgow City",2001,461,372,222,15,19,55
"S01009791","Glasgow City",2001,497,420,184,41,23,84
"S01009792","Glasgow City",2001,856,805,359,11,46,296
"S01009793","Glasgow City",2001,721,611,443,24,45,50
"S01009794","Glasgow City",2001,421,407,344,8,25,12
"S01009795","Glasgow City",2001,616,593,476,17,49,16
"S01009796","Glasgow City",2001,788,700,365,7,27,224
"S01009797","Glasgow City",2001,513,425,337,6,21,27
"S01009798","Glasgow City",2001,455,427,351,13,24,12
"S01009799","Glasgow City",2001,578,494,180,55,30,107
"S01009800","Glasgow City",2001,825,737,392,51,40,120
"S01009801","Glasgow City",2001,835,712,364,59,41,127
"S01009802","Glasgow City",2001,754,682,364,42,48,108
"S01009803","Glasgow City",2001,680,555,221,71,33,119
"S01009804","Glasgow City",2001,980,915,255,5,30,480
"S01009805","Glasgow City",2001,600,514,211,36,42,111
"S01009806","Glasgow City",2001,584,475,306,22,29,66
"S01009807","Glasgow City",2001,715,621,389,32,61,72
"S01009808","Glasgow City",2001,748,695,362,59,39,124
"S01009809","Glasgow City",2001,536,462,307,19,34,48
"S01009810","Glasgow City",2001,573,450,252,30,19,90
"S01009811","Glasgow City",2001,805,641,307,34,37,160
"S01009812","Glasgow City",2001,583,470,275,33,32,73
"S01009813","Glasgow City",2001,431,350,129,30,46,56
"S01009814","Glasgow City",2001,613,515,331,23,49,53
"S01009815","Glasgow City",2001,548,485,352,10,33,48
"S01009816","Glasgow City",2001,528,477,360,19,26,24
"S01009817","Glasgow City",2001,521,377,228,18,26,60
"S01009818","Glasgow City",2001,831,645,485,24,59,38
"S01009819","Glasgow City",2001,513,387,254,14,30,49
"S01009820","Glasgow City",2001,742,583,359,19,68,72
"S01009821","Glasgow City",2001,503,429,294,20,47,25
"S01009822","Glasgow City",2001,380,334,155,34,23,39
"S01009823","Glasgow City",2001,577,481,245,35,34,87
"S01009824","Glasgow City",2001,558,472,184,39,20,95
"S01009825","Glasgow City",2001,664,544,259,49,37,75
"S01009826","Glasgow City",2001,451,379,164,41,31,76
"S01009827","Glasgow City",2001,652,541,251,39,36,108
"S01009828","Glasgow City",2001,564,428,171,47,24,102
"S01009829","Glasgow City",2001,847,732,503,33,51,70
"S01009830","Glasgow City",2001,581,512,348,22,33,43
"S01009831","Glasgow City",2001,597,549,424,22,35,25
"S01009832","Glasgow City",2001,765,626,439,19,52,59
"S01009833","Glasgow City",2001,452,419,313,9,15,56
"S01009834","Glasgow City",2001,430,401,139,63,14,58
"S01009835","Glasgow City",2001,383,306,134,24,19,69
"S01009836","Glasgow City",2001,819,653,410,51,35,87
"S01009837","Glasgow City",2001,464,345,181,23,21,70
"S01009838","Glasgow City",2001,584,484,294,25,40,65
"S01009839","Glasgow City",2001,769,713,386,54,46,125
"S01009840","Glasgow City",2001,750,601,322,21,45,121
"S01009841","Glasgow City",2001,605,565,239,39,31,120
"S01009842","Glasgow City",2001,461,416,168,46,20,91
"S01009843","Glasgow City",2001,485,407,154,36,30,112
"S01009844","Glasgow City",2001,480,425,166,42,27,114
"S01009845","Glasgow City",2001,541,503,210,69,30,91
"S01009846","Glasgow City",2001,689,639,314,50,42,110
"S01009847","Glasgow City",2001,577,520,247,51,31,102
"S01009848","Glasgow City",2001,675,553,304,21,37,113
"S01009849","Glasgow City",2001,586,413,247,16,19,82
"S01009850","Glasgow City",2001,644,525,339,25,23,78
"S01009851","Glasgow City",2001,609,422,229,33,18,93
"S01009852","Glasgow City",2001,391,297,178,18,19,49
"S01009853","Glasgow City",2001,608,455,290,17,21,69
"S01009854","Glasgow City",2001,657,554,211,53,25,111
"S01009855","Glasgow City",2001,419,331,206,19,21,52
"S01009856","Glasgow City",2001,412,312,192,17,20,52
"S01009857","Glasgow City",2001,569,443,260,25,21,75
"S01009858","Glasgow City",2001,538,428,277,24,21,60
"S01009859","Glasgow City",2001,830,708,336,48,39,159
"S01009860","Glasgow City",2001,822,676,270,56,48,162
"S01009861","Glasgow City",2001,849,776,274,82,80,164
"S01009862","Glasgow City",2001,804,738,394,41,69,112
"S01009863","Glasgow City",2001,678,631,363,47,78,75
"S01009864","Glasgow City",2001,542,512,298,39,42,63
"S01009865","Glasgow City",2001,454,417,215,24,36,66
"S01009866","Glasgow City",2001,717,632,398,32,38,85
"S01009867","Glasgow City",2001,717,644,491,28,49,40
"S01009868","Glasgow City",2001,523,497,337,24,60,30
"S01009869","Glasgow City",2001,510,491,283,30,66,29
"S01009870","Glasgow City",2001,535,511,243,29,73,63
"S01009871","Glasgow City",2001,1001,799,392,76,46,158
"S01009872","Glasgow City",2001,604,567,314,37,86,48
"S01009873","Glasgow City",2001,698,580,383,25,65,47
"S01009874","Glasgow City",2001,716,596,350,39,52,71
"S01009875","Glasgow City",2001,549,532,245,66,69,38
"S01009876","Glasgow City",2001,578,506,183,63,40,91
"S01009877","Glasgow City",2001,740,639,428,23,66,41
"S01009878","Glasgow City",2001,570,539,230,33,84,42
"S01009879","Glasgow City",2001,732,657,463,14,55,38
"S01009880","Glasgow City",2001,587,533,276,16,91,37
"S01009881","Glasgow City",2001,434,410,203,16,53,31
"S01009882","Glasgow City",2001,757,708,453,30,64,66
"S01009883","Glasgow City",2001,553,537,245,30,83,42
"S01009884","Glasgow City",2001,585,556,308,30,58,46
"S01009885","Glasgow City",2001,597,566,276,32,93,41
"S01009886","Glasgow City",2001,558,498,234,27,72,50
"S01009887","Glasgow City",2001,757,695,307,66,68,102
"S01009888","Glasgow City",2001,523,497,239,28,58,45
"S01009889","Glasgow City",2001,604,558,344,29,46,50
"S01009890","Glasgow City",2001,405,392,192,42,35,51
"S01009891","Glasgow City",2001,653,574,320,50,62,68
"S01009892","Glasgow City",2001,722,656,331,59,54,104
"S01009893","Glasgow City",2001,664,609,315,47,81,67
"S01009894","Glasgow City",2001,695,565,256,35,43,122
"S01009895","Glasgow City",2001,585,550,247,42,54,112
"S01009896","Glasgow City",2001,781,718,307,60,70,117
"S01009897","Glasgow City",2001,862,749,459,38,58,90
"S01009898","Glasgow City",2001,373,296,129,14,27,68
"S01009899","Glasgow City",2001,637,575,374,40,66,55
"S01009900","Glasgow City",2001,848,804,622,30,67,38
"S01009901","Glasgow City",2001,680,652,461,32,69,42
"S01009902","Glasgow City",2001,665,527,293,31,37,94
"S01009903","Glasgow City",2001,817,774,408,64,106,82
"S01009904","Glasgow City",2001,560,519,NA,28,30,21
"S01009905","Glasgow City",2001,686,648,390,40,89,56
"S01009906","Glasgow City",2001,542,512,299,39,47,40
"S01009907","Glasgow City",2001,700,659,391,55,60,62
"S01009908","Glasgow City",2001,941,888,627,61,57,45
"S01009909","Glasgow City",2001,745,697,490,48,62,45
"S01009910","Glasgow City",2001,481,453,311,21,45,22
"S01009911","Glasgow City",2001,782,697,520,30,55,29
"S01009912","Glasgow City",2001,590,501,355,16,52,26
"S01009913","Glasgow City",2001,614,570,315,18,120,26
"S01009914","Glasgow City",2001,712,584,403,14,67,16
"S01009915","Glasgow City",2001,693,621,447,18,65,24
"S01009916","Glasgow City",2001,701,594,332,21,99,44
"S01009917","Glasgow City",2001,502,426,313,10,39,17
"S01009918","Glasgow City",2001,571,499,345,12,58,34
"S01009919","Glasgow City",2001,850,706,458,28,46,69
"S01009920","Glasgow City",2001,699,648,492,27,47,33
"S01009921","Glasgow City",2001,570,540,399,29,43,27
"S01009922","Glasgow City",2001,834,780,624,25,54,31
"S01009923","Glasgow City",2001,766,670,481,37,46,43
"S01009924","Glasgow City",2001,794,734,503,47,65,44
"S01009925","Glasgow City",2001,697,676,523,36,56,20
"S01009926","Glasgow City",2001,534,478,335,22,42,31
"S01009927","Glasgow City",2001,574,474,333,11,59,47
"S01009928","Glasgow City",2001,880,797,665,13,32,45
"S01009929","Glasgow City",2001,380,338,245,10,34,12
"S01009930","Glasgow City",2001,640,579,427,21,46,26
"S01009931","Glasgow City",2001,745,712,620,16,25,14
"S01009932","Glasgow City",2001,524,474,357,21,37,34
"S01009933","Glasgow City",2001,663,573,250,77,30,99
"S01009934","Glasgow City",2001,793,637,480,20,45,34
"S01009935","Glasgow City",2001,449,324,138,20,15,102
"S01009936","Glasgow City",2001,503,426,215,36,33,85
"S01009937","Glasgow City",2001,326,277,97,32,21,56
"S01009938","Glasgow City",2001,724,564,268,40,30,125
"S01009939","Glasgow City",2001,742,672,224,80,51,132
"S01009940","Glasgow City",2001,708,593,230,42,27,161
"S01009941","Glasgow City",2001,680,655,519,22,36,19
"S01009942","Glasgow City",2001,743,622,282,69,50,105
"S01009943","Glasgow City",2001,616,537,215,41,25,136
"S01009944","Glasgow City",2001,709,596,367,35,43,75
"S01009945","Glasgow City",2001,982,778,413,49,47,155
"S01009946","Glasgow City",2001,700,591,339,30,52,85
"S01009947","Glasgow City",2001,434,371,228,23,27,45
"S01009948","Glasgow City",2001,607,493,223,30,43,104
"S01009949","Glasgow City",2001,605,489,294,18,52,61
"S01009950","Glasgow City",2001,572,489,328,16,73,21
"S01009951","Glasgow City",2001,622,557,390,10,75,11
"S01009952","Glasgow City",2001,669,600,456,16,63,24
"S01009953","Glasgow City",2001,684,579,422,14,65,23
"S01009954","Glasgow City",2001,514,470,296,9,55,45
"S01009955","Glasgow City",2001,679,542,376,21,39,49
"S01009956","Glasgow City",2001,539,438,257,15,47,50
"S01009957","Glasgow City",2001,615,540,393,11,75,9
"S01009958","Glasgow City",2001,775,699,535,23,64,27
"S01009959","Glasgow City",2001,462,352,259,12,39,7
"S01009960","Glasgow City",2001,696,594,429,5,72,37
"S01009961","Glasgow City",2001,496,401,267,19,32,35
"S01009962","Glasgow City",2001,756,658,466,36,45,59
"S01009963","Glasgow City",2001,704,628,471,15,74,30
"S01009964","Glasgow City",2001,683,620,445,20,65,30
"S01009965","Glasgow City",2001,619,543,401,16,53,33
"S01009966","Glasgow City",2001,660,581,437,13,60,31
"S01009967","Glasgow City",2001,654,564,444,14,43,23
"S01009968","Glasgow City",2001,485,409,292,15,36,30
"S01009969","Glasgow City",2001,532,447,311,9,46,30
"S01009970","Glasgow City",2001,811,700,307,51,54,157
"S01009971","Glasgow City",2001,902,796,306,63,42,193
"S01009972","Glasgow City",2001,505,399,225,16,30,73
"S01009973","Glasgow City",2001,480,432,156,65,43,90
"S01009974","Glasgow City",2001,419,370,117,35,28,86
"S01009975","Glasgow City",2001,570,476,184,35,31,119
"S01009976","Glasgow City",2001,376,348,149,24,21,77
"S01009977","Glasgow City",2001,683,565,206,50,35,157
"S01009978","Glasgow City",2001,641,601,284,33,49,108
"S01009979","Glasgow City",2001,358,308,131,21,26,68
"S01009980","Glasgow City",2001,511,431,156,40,31,106
"S01009981","Glasgow City",2001,497,461,164,56,27,106
"S01009982","Glasgow City",2001,600,547,234,25,35,130
"S01009983","Glasgow City",2001,353,320,93,28,19,81
"S01009984","Glasgow City",2001,514,489,297,21,21,65
"S01009985","Glasgow City",2001,425,395,153,37,26,70
"S01009986","Glasgow City",2001,415,355,123,26,26,85
"S01009987","Glasgow City",2001,682,511,263,26,36,114
"S01009988","Glasgow City",2001,404,332,139,19,23,85
"S01009989","Glasgow City",2001,684,616,402,21,67,61
"S01009990","Glasgow City",2001,493,464,350,14,31,29
"S01009991","Glasgow City",2001,580,544,382,28,42,42
"S01009992","Glasgow City",2001,558,463,213,26,30,97
"S01009993","Glasgow City",2001,619,558,429,15,40,20
"S01009994","Glasgow City",2001,553,516,391,22,33,30
"S01009995","Glasgow City",2001,467,426,323,10,23,21
"S01009996","Glasgow City",2001,504,463,318,32,35,34
"S01009997","Glasgow City",2001,478,429,324,20,33,26
"S01009998","Glasgow City",2001,533,449,296,12,57,35
"S01009999","Glasgow City",2001,578,498,344,15,46,32
"S01010000","Glasgow City",2001,517,493,332,36,40,19
"S01010001","Glasgow City",2001,597,536,370,9,40,45
"S01010002","Glasgow City",2001,627,568,414,18,43,38
"S01010003","Glasgow City",2001,563,514,398,18,27,25
"S01010004","Glasgow City",2001,578,472,328,20,67,25
"S01010005","Glasgow City",2001,764,694,473,42,38,68
"S01010006","Glasgow City",2001,655,555,377,29,42,56
"S01010007","Glasgow City",2001,949,813,587,31,82,34
"S01010008","Glasgow City",2001,594,539,334,38,38,57
"S01010009","Glasgow City",2001,611,565,382,37,40,49
"S01010010","Glasgow City",2001,881,733,523,18,89,38
"S01010011","Glasgow City",2001,547,444,305,17,14,70
"S01010012","Glasgow City",2001,687,588,405,24,70,37
"S01010013","Glasgow City",2001,627,556,400,25,56,29
"S01010014","Glasgow City",2001,909,817,521,52,78,91
"S01010015","Glasgow City",2001,798,747,464,46,129,43
"S01010016","Glasgow City",2001,555,445,273,22,30,58
"S01010017","Glasgow City",2001,523,438,228,30,33,73
"S01010018","Glasgow City",2001,893,682,311,53,31,145
"S01010019","Glasgow City",2001,548,460,174,55,22,92
"S01010020","Glasgow City",2001,557,449,245,14,32,88
"S01010021","Glasgow City",2001,689,626,158,96,38,148
"S01010022","Glasgow City",2001,460,320,89,55,11,103
"S01010023","Glasgow City",2001,432,325,106,32,15,100
"S01010024","Glasgow City",2001,502,447,177,39,25,113
"S01010025","Glasgow City",2001,409,350,113,33,27,106
"S01010026","Glasgow City",2001,707,634,186,77,20,181
"S01010027","Glasgow City",2001,809,691,362,52,102,84
"S01010028","Glasgow City",2001,619,493,168,37,33,140
"S01010029","Glasgow City",2001,615,456,191,36,21,118
"S01010030","Glasgow City",2001,1084,922,504,40,162,80
"S01010031","Glasgow City",2001,780,765,575,30,73,38
"S01010032","Glasgow City",2001,463,460,242,37,66,22
"S01010033","Glasgow City",2001,737,653,297,68,43,127
"S01010034","Glasgow City",2001,777,627,293,50,40,146
"S01010035","Glasgow City",2001,493,448,148,55,45,105
"S01010036","Glasgow City",2001,738,729,436,51,82,27
"S01010037","Glasgow City",2001,572,436,133,41,20,126
"S01010038","Glasgow City",2001,1068,911,264,104,48,292
"S01010039","Glasgow City",2001,1048,1023,614,52,172,124
"S01010040","Glasgow City",2001,586,538,293,32,73,87
"S01010041","Glasgow City",2001,707,626,314,47,88,119
"S01010042","Glasgow City",2001,725,684,401,20,107,90
"S01010043","Glasgow City",2001,719,651,340,38,53,99
"S01010044","Glasgow City",2001,853,669,366,38,44,115
"S01010045","Glasgow City",2001,600,484,156,51,31,123
"S01010046","Glasgow City",2001,580,511,245,40,22,130
"S01010047","Glasgow City",2001,693,552,195,41,25,164
"S01010048","Glasgow City",2001,823,662,236,39,24,217
"S01010049","Glasgow City",2001,661,589,189,54,38,154
"S01010050","Glasgow City",2001,734,600,170,47,17,155
"S01010051","Glasgow City",2001,727,567,243,45,20,150
"S01010052","Glasgow City",2001,560,476,195,24,19,125
"S01010053","Glasgow City",2001,764,678,254,34,48,177
"S01010054","Glasgow City",2001,743,686,143,104,39,188
"S01010055","Glasgow City",2001,893,823,410,50,40,163
"S01010056","Glasgow City",2001,292,268,91,31,13,63
"S01010057","Glasgow City",2001,309,239,95,26,14,53
"S01010058","Glasgow City",2001,617,570,289,30,48,91
"S01010059","Glasgow City",2001,575,527,335,27,34,68
"S01010060","Glasgow City",2001,678,592,316,27,37,122
