"dz_2011","la_name","year","total","nonretired","employed","unemployed","student","sick_disabled"
"S01011547","North Lanarkshire",2011,432,410,325,21,39,12
"S01011548","North Lanarkshire",2011,543,443,327,23,41,30
"S01011549","North Lanarkshire",2011,625,500,387,32,40,21
"S01011550","North Lanarkshire",2011,564,449,359,17,47,12
"S01011551","North Lanarkshire",2011,406,347,246,16,28,28
"S01011552","North Lanarkshire",2011,568,488,369,19,60,23
"S01011553","North Lanarkshire",2011,615,588,455,23,70,17
"S01011554","North Lanarkshire",2011,657,515,378,28,26,51
"S01011555","North Lanarkshire",2011,438,385,251,30,42,37
"S01011556","North Lanarkshire",2011,378,331,202,30,27,42
"S01011557","North Lanarkshire",2011,550,486,343,31,25,57
"S01011558","North Lanarkshire",2011,428,382,262,30,29,32
"S01011559","North Lanarkshire",2011,471,402,243,46,28,54
"S01011560","North Lanarkshire",2011,580,501,328,36,31,58
"S01011561","North Lanarkshire",2011,602,508,298,59,55,57
"S01011562","North Lanarkshire",2011,466,429,257,39,41,46
"S01011563","North Lanarkshire",2011,556,504,282,37,64,67
"S01011564","North Lanarkshire",2011,711,625,468,42,41,37
"S01011565","North Lanarkshire",2011,705,635,454,49,47,42
"S01011566","North Lanarkshire",2011,673,603,362,65,54,73
"S01011567","North Lanarkshire",2011,715,597,391,40,38,89
"S01011568","North Lanarkshire",2011,612,524,390,39,36,40
"S01011569","North Lanarkshire",2011,743,609,438,34,40,59
"S01011570","North Lanarkshire",2011,537,439,300,22,31,58
"S01011571","North Lanarkshire",2011,498,420,274,35,25,52
"S01011572","North Lanarkshire",2011,451,390,263,29,25,39
"S01011573","North Lanarkshire",2011,783,708,535,32,52,49
"S01011574","North Lanarkshire",2011,570,514,396,28,26,35
"S01011575","North Lanarkshire",2011,381,327,210,34,33,25
"S01011576","North Lanarkshire",2011,576,467,250,62,32,75
"S01011577","North Lanarkshire",2011,547,494,336,36,35,59
"S01011578","North Lanarkshire",2011,642,580,356,60,58,62
"S01011579","North Lanarkshire",2011,820,687,525,27,83,26
"S01011580","North Lanarkshire",2011,537,488,313,34,42,50
"S01011581","North Lanarkshire",2011,567,447,278,39,19,77
"S01011582","North Lanarkshire",2011,848,700,594,15,64,14
"S01011583","North Lanarkshire",2011,524,464,323,37,25,42
"S01011584","North Lanarkshire",2011,536,457,313,33,22,58
"S01011585","North Lanarkshire",2011,513,445,312,24,37,38
"S01011586","North Lanarkshire",2011,425,373,243,40,33,35
"S01011587","North Lanarkshire",2011,417,365,239,28,36,28
"S01011588","North Lanarkshire",2011,568,486,318,32,47,44
"S01011589","North Lanarkshire",2011,637,506,368,21,45,35
"S01011590","North Lanarkshire",2011,511,429,290,39,27,34
"S01011591","North Lanarkshire",2011,477,397,241,50,28,44
"S01011592","North Lanarkshire",2011,508,449,272,49,23,58
"S01011593","North Lanarkshire",2011,536,447,327,23,40,29
"S01011594","North Lanarkshire",2011,344,272,197,13,29,19
"S01011595","North Lanarkshire",2011,475,416,332,23,34,14
"S01011596","North Lanarkshire",2011,779,666,491,44,61,37
"S01011597","North Lanarkshire",2011,436,396,306,21,36,12
"S01011598","North Lanarkshire",2011,646,589,256,130,37,99
"S01011599","North Lanarkshire",2011,596,494,353,38,32,40
"S01011600","North Lanarkshire",2011,561,462,324,28,31,45
"S01011601","North Lanarkshire",2011,644,586,471,21,57,12
"S01011602","North Lanarkshire",2011,442,390,260,46,19,31
"S01011603","North Lanarkshire",2011,566,461,277,43,29,68
"S01011604","North Lanarkshire",2011,460,405,252,52,29,37
"S01011605","North Lanarkshire",2011,622,504,360,44,38,37
"S01011606","North Lanarkshire",2011,725,693,578,13,57,17
"S01011607","North Lanarkshire",2011,469,418,324,25,37,15
"S01011608","North Lanarkshire",2011,726,667,547,28,40,21
"S01011609","North Lanarkshire",2011,722,645,337,83,55,106
"S01011610","North Lanarkshire",2011,598,540,323,63,37,63
"S01011611","North Lanarkshire",2011,516,449,340,27,42,25
"S01011612","North Lanarkshire",2011,451,440,387,13,20,9
"S01011613","North Lanarkshire",2011,753,592,472,23,45,29
"S01011614","North Lanarkshire",2011,339,291,224,16,24,15
"S01011615","North Lanarkshire",2011,526,458,282,38,34,56
"S01011616","North Lanarkshire",2011,307,256,147,33,10,38
"S01011617","North Lanarkshire",2011,645,532,356,45,36,59
"S01011618","North Lanarkshire",2011,437,374,252,25,20,33
"S01011619","North Lanarkshire",2011,795,725,581,34,45,30
"S01011620","North Lanarkshire",2011,796,754,639,19,56,16
"S01011621","North Lanarkshire",2011,572,489,365,26,35,30
"S01011622","North Lanarkshire",2011,468,430,353,23,28,10
"S01011623","North Lanarkshire",2011,514,414,284,27,29,40
"S01011624","North Lanarkshire",2011,528,477,371,32,34,22
"S01011625","North Lanarkshire",2011,428,362,258,25,34,30
"S01011626","North Lanarkshire",2011,617,582,452,23,74,11
"S01011627","North Lanarkshire",2011,516,493,414,9,39,11
"S01011628","North Lanarkshire",2011,822,679,533,29,66,13
"S01011629","North Lanarkshire",2011,450,386,240,38,29,37
"S01011630","North Lanarkshire",2011,469,382,264,39,28,21
"S01011631","North Lanarkshire",2011,439,407,214,42,35,55
"S01011632","North Lanarkshire",2011,541,497,326,43,26,48
"S01011633","North Lanarkshire",2011,515,438,271,46,36,45
"S01011634","North Lanarkshire",2011,417,354,200,29,32,57
"S01011635","North Lanarkshire",2011,506,434,270,31,27,67
"S01011636","North Lanarkshire",2011,520,438,273,40,31,46
"S01011637","North Lanarkshire",2011,525,450,284,46,40,43
"S01011638","North Lanarkshire",2011,382,299,214,21,18,27
"S01011639","North Lanarkshire",2011,420,355,218,38,25,36
"S01011640","North Lanarkshire",2011,508,429,276,35,41,39
"S01011641","North Lanarkshire",2011,367,299,240,4,26,14
"S01011642","North Lanarkshire",2011,622,527,387,45,38,30
"S01011643","North Lanarkshire",2011,422,361,299,18,20,11
"S01011644","North Lanarkshire",2011,487,395,306,13,36,18
"S01011645","North Lanarkshire",2011,382,288,226,10,18,25
"S01011646","North Lanarkshire",2011,550,437,332,20,50,13
"S01011647","North Lanarkshire",2011,673,613,476,24,67,21
"S01011648","North Lanarkshire",2011,502,459,356,23,27,31
"S01011649","North Lanarkshire",2011,360,310,230,17,22,19
"S01011650","North Lanarkshire",2011,528,433,326,24,26,26
"S01011651","North Lanarkshire",2011,693,576,424,34,51,38
"S01011652","North Lanarkshire",2011,612,534,398,30,55,23
"S01011653","North Lanarkshire",2011,661,577,361,66,48,56
"S01011654","North Lanarkshire",2011,723,600,383,69,43,52
"S01011655","North Lanarkshire",2011,646,539,334,79,18,57
"S01011656","North Lanarkshire",2011,464,414,219,60,36,50
"S01011657","North Lanarkshire",2011,405,360,195,53,27,52
"S01011658","North Lanarkshire",2011,498,434,278,47,36,41
"S01011659","North Lanarkshire",2011,584,473,307,50,34,48
"S01011660","North Lanarkshire",2011,733,607,456,31,70,26
"S01011661","North Lanarkshire",2011,406,321,233,28,19,27
"S01011662","North Lanarkshire",2011,473,431,354,11,28,16
"S01011663","North Lanarkshire",2011,735,672,394,96,48,72
"S01011664","North Lanarkshire",2011,789,641,365,56,47,99
"S01011665","North Lanarkshire",2011,657,546,336,42,52,65
"S01011666","North Lanarkshire",2011,655,530,306,63,44,69
"S01011667","North Lanarkshire",2011,580,494,316,29,30,76
"S01011668","North Lanarkshire",2011,756,667,392,70,54,73
"S01011669","North Lanarkshire",2011,496,377,274,22,32,26
"S01011670","North Lanarkshire",2011,379,344,231,35,23,28
"S01011671","North Lanarkshire",2011,493,391,295,23,26,21
"S01011672","North Lanarkshire",2011,429,352,223,36,36,32
"S01011673","North Lanarkshire",2011,502,434,284,33,39,42
"S01011674","North Lanarkshire",2011,761,655,483,42,45,45
"S01011675","North Lanarkshire",2011,685,571,378,42,35,71
"S01011676","North Lanarkshire",2011,516,438,262,52,31,48
"S01011677","North Lanarkshire",2011,449,426,296,44,32,37
"S01011678","North Lanarkshire",2011,352,287,164,33,19,38
"S01011679","North Lanarkshire",2011,407,381,311,14,25,13
"S01011680","North Lanarkshire",2011,771,650,401,59,47,71
"S01011681","North Lanarkshire",2011,615,529,378,33,40,43
"S01011682","North Lanarkshire",2011,404,349,219,13,18,84
"S01011683","North Lanarkshire",2011,577,506,343,38,39,41
"S01011684","North Lanarkshire",2011,400,310,230,17,29,11
"S01011685","North Lanarkshire",2011,585,546,449,21,46,10
"S01011686","North Lanarkshire",2011,657,557,450,14,57,23
"S01011687","North Lanarkshire",2011,649,538,375,43,37,35
"S01011688","North Lanarkshire",2011,602,538,408,22,50,33
"S01011689","North Lanarkshire",2011,509,450,358,14,44,11
"S01011690","North Lanarkshire",2011,715,656,510,36,39,30
"S01011691","North Lanarkshire",2011,444,387,311,12,26,16
"S01011692","North Lanarkshire",2011,813,653,426,54,50,69
"S01011693","North Lanarkshire",2011,624,536,425,27,41,25
"S01011694","North Lanarkshire",2011,376,355,290,16,20,12
"S01011695","North Lanarkshire",2011,662,607,518,14,32,18
"S01011696","North Lanarkshire",2011,722,693,594,14,40,8
"S01011697","North Lanarkshire",2011,723,656,521,25,44,27
"S01011698","North Lanarkshire",2011,505,423,294,34,37,32
"S01011699","North Lanarkshire",2011,707,590,450,19,63,29
"S01011700","North Lanarkshire",2011,578,467,331,24,55,35
"S01011701","North Lanarkshire",2011,757,647,531,17,49,15
"S01011702","North Lanarkshire",2011,548,430,322,24,39,25
"S01011703","North Lanarkshire",2011,453,385,306,17,36,6
"S01011704","North Lanarkshire",2011,515,468,378,8,51,18
"S01011705","North Lanarkshire",2011,558,497,327,40,56,39
"S01011706","North Lanarkshire",2011,752,608,438,37,57,43
"S01011707","North Lanarkshire",2011,548,411,336,19,28,17
"S01011708","North Lanarkshire",2011,726,582,405,35,53,57
"S01011709","North Lanarkshire",2011,729,609,434,37,71,38
"S01011710","North Lanarkshire",2011,459,399,258,50,30,34
"S01011711","North Lanarkshire",2011,497,413,260,39,28,53
"S01011712","North Lanarkshire",2011,422,366,269,29,23,32
"S01011713","North Lanarkshire",2011,690,558,441,25,38,36
"S01011714","North Lanarkshire",2011,390,376,322,12,27,8
"S01011715","North Lanarkshire",2011,456,385,253,23,28,47
"S01011716","North Lanarkshire",2011,686,616,484,35,53,25
"S01011717","North Lanarkshire",2011,584,466,376,17,32,27
"S01011718","North Lanarkshire",2011,567,545,465,18,27,18
"S01011719","North Lanarkshire",2011,524,497,399,6,68,6
"S01011720","North Lanarkshire",2011,442,352,283,7,37,12
"S01011721","North Lanarkshire",2011,540,426,309,32,32,40
"S01011722","North Lanarkshire",2011,525,403,276,31,38,22
"S01011723","North Lanarkshire",2011,715,590,444,30,47,35
"S01011724","North Lanarkshire",2011,519,506,372,22,58,28
"S01011725","North Lanarkshire",2011,489,467,378,10,56,9
"S01011726","North Lanarkshire",2011,418,388,318,6,31,17
"S01011727","North Lanarkshire",2011,553,519,436,13,42,6
"S01011728","North Lanarkshire",2011,717,609,469,22,52,34
"S01011729","North Lanarkshire",2011,518,437,274,43,44,48
"S01011730","North Lanarkshire",2011,713,539,442,14,45,22
"S01011731","North Lanarkshire",2011,630,498,390,26,45,21
"S01011732","North Lanarkshire",2011,658,524,433,13,49,18
"S01011733","North Lanarkshire",2011,650,518,396,31,39,29
"S01011734","North Lanarkshire",2011,585,468,361,20,48,29
"S01011735","North Lanarkshire",2011,576,437,333,19,53,18
"S01011736","North Lanarkshire",2011,549,473,350,33,44,19
"S01011737","North Lanarkshire",2011,505,428,267,41,56,26
"S01011738","North Lanarkshire",2011,779,675,462,62,54,41
"S01011739","North Lanarkshire",2011,383,323,231,35,26,19
"S01011740","North Lanarkshire",2011,572,487,271,59,59,61
"S01011741","North Lanarkshire",2011,493,409,282,35,34,32
"S01011742","North Lanarkshire",2011,561,467,331,33,51,27
"S01011743","North Lanarkshire",2011,595,497,382,20,44,30
"S01011744","North Lanarkshire",2011,603,494,353,39,33,33
"S01011745","North Lanarkshire",2011,488,359,262,25,28,28
"S01011746","North Lanarkshire",2011,388,338,226,37,25,23
"S01011747","North Lanarkshire",2011,704,619,360,81,67,63
"S01011748","North Lanarkshire",2011,619,548,351,46,55,37
"S01011749","North Lanarkshire",2011,552,519,282,72,45,50
"S01011750","North Lanarkshire",2011,642,522,353,34,56,40
"S01011751","North Lanarkshire",2011,745,686,431,73,62,64
"S01011752","North Lanarkshire",2011,687,614,470,42,36,43
"S01011753","North Lanarkshire",2011,602,488,365,34,45,22
"S01011754","North Lanarkshire",2011,543,443,316,32,47,25
"S01011755","North Lanarkshire",2011,728,649,463,46,44,56
"S01011756","North Lanarkshire",2011,745,640,448,48,68,36
"S01011757","North Lanarkshire",2011,520,445,304,22,43,50
"S01011758","North Lanarkshire",2011,479,411,302,24,32,27
"S01011759","North Lanarkshire",2011,627,492,358,31,42,35
"S01011760","North Lanarkshire",2011,697,564,415,36,47,40
"S01011761","North Lanarkshire",2011,492,453,307,24,42,37
"S01011762","North Lanarkshire",2011,503,439,284,34,49,40
"S01011763","North Lanarkshire",2011,603,496,368,21,44,42
"S01011764","North Lanarkshire",2011,326,259,192,13,33,14
"S01011765","North Lanarkshire",2011,799,708,563,21,90,16
"S01011766","North Lanarkshire",2011,395,327,275,9,23,9
"S01011767","North Lanarkshire",2011,663,536,378,51,45,41
"S01011768","North Lanarkshire",2011,530,457,317,43,38,34
"S01011769","North Lanarkshire",2011,466,354,256,23,26,32
"S01011770","North Lanarkshire",2011,606,503,347,54,36,37
"S01011771","North Lanarkshire",2011,522,467,373,12,55,13
"S01011772","North Lanarkshire",2011,848,711,554,25,89,17
"S01011773","North Lanarkshire",2011,439,416,344,11,45,4
"S01011774","North Lanarkshire",2011,678,641,470,31,70,33
"S01011775","North Lanarkshire",2011,463,436,369,10,38,2
"S01011776","North Lanarkshire",2011,729,680,569,18,49,10
"S01011777","North Lanarkshire",2011,460,403,338,12,26,9
"S01011778","North Lanarkshire",2011,465,419,336,17,47,4
"S01011779","North Lanarkshire",2011,595,498,400,18,44,15
"S01011780","North Lanarkshire",2011,709,622,490,14,68,22
"S01011781","North Lanarkshire",2011,437,377,286,10,51,10
"S01011782","North Lanarkshire",2011,556,456,359,12,55,11
"S01011783","North Lanarkshire",2011,464,393,298,17,42,17
"S01011784","North Lanarkshire",2011,615,541,368,28,59,53
"S01011785","North Lanarkshire",2011,634,523,410,25,32,32
"S01011786","North Lanarkshire",2011,293,287,218,10,36,8
"S01011787","North Lanarkshire",2011,751,638,383,69,60,79
"S01011788","North Lanarkshire",2011,496,454,348,16,46,9
"S01011789","North Lanarkshire",2011,501,390,307,13,30,18
"S01011790","North Lanarkshire",2011,749,648,431,44,61,58
"S01011791","North Lanarkshire",2011,547,452,307,24,37,53
"S01011792","North Lanarkshire",2011,638,482,344,28,25,55
"S01011793","North Lanarkshire",2011,518,413,316,19,38,24
"S01011794","North Lanarkshire",2011,669,536,366,33,46,57
"S01011795","North Lanarkshire",2011,477,408,263,30,15,58
"S01011796","North Lanarkshire",2011,554,486,311,48,43,35
"S01011797","North Lanarkshire",2011,801,672,538,22,71,10
"S01011798","North Lanarkshire",2011,411,357,235,25,24,41
"S01011799","North Lanarkshire",2011,704,554,425,24,45,35
"S01011800","North Lanarkshire",2011,378,309,248,12,15,12
"S01011801","North Lanarkshire",2011,440,376,213,43,37,44
"S01011802","North Lanarkshire",2011,494,401,280,34,29,28
"S01011803","North Lanarkshire",2011,435,366,252,36,25,27
"S01011804","Orkney Islands",2011,547,453,367,17,19,23
"S01011805","Orkney Islands",2011,418,339,274,14,31,7
"S01011806","Orkney Islands",2011,560,449,367,12,22,14
"S01011807","Orkney Islands",2011,831,695,596,8,40,18
"S01011808","Orkney Islands",2011,455,383,318,12,29,5
"S01011809","Orkney Islands",2011,556,463,395,6,20,13
"S01011810","Orkney Islands",2011,709,580,491,19,19,25
"S01011811","Orkney Islands",2011,776,644,541,16,30,18
"S01011812","Orkney Islands",2011,491,413,341,9,24,15
"S01011813","Orkney Islands",2011,572,487,416,12,28,11
"S01011814","Orkney Islands",2011,517,451,389,10,23,5
"S01011815","Orkney Islands",2011,579,498,425,14,34,10
"S01011816","Orkney Islands",2011,476,396,344,4,22,5
"S01011817","Orkney Islands",2011,550,478,416,10,32,7
"S01011818","Orkney Islands",2011,800,683,582,16,40,20
"S01011819","Orkney Islands",2011,665,553,459,18,20,24
"S01011820","Orkney Islands",2011,518,439,348,10,40,24
"S01011821","Orkney Islands",2011,335,290,206,21,23,25
"S01011822","Orkney Islands",2011,544,478,394,26,17,23
"S01011823","Orkney Islands",2011,456,383,319,8,22,19
"S01011824","Orkney Islands",2011,520,449,374,23,17,14
"S01011825","Orkney Islands",2011,409,337,277,9,22,14
"S01011826","Orkney Islands",2011,495,434,362,13,26,15
"S01011827","Orkney Islands",2011,417,294,217,15,6,31
"S01011828","Orkney Islands",2011,692,567,476,16,28,18
"S01011829","Orkney Islands",2011,321,273,238,5,11,9
"S01011830","Orkney Islands",2011,439,343,287,14,9,13
"S01011831","Orkney Islands",2011,666,503,388,22,28,18
"S01011832","Orkney Islands",2011,628,513,435,9,18,31
"S01011833","Perth and Kinross",2011,712,587,438,23,58,24
"S01011834","Perth and Kinross",2011,347,301,246,7,23,9
"S01011835","Perth and Kinross",2011,516,442,371,19,26,7
"S01011836","Perth and Kinross",2011,609,468,370,17,37,16
"S01011837","Perth and Kinross",2011,502,407,317,10,30,20
"S01011838","Perth and Kinross",2011,641,483,396,11,41,7
"S01011839","Perth and Kinross",2011,735,580,484,19,44,8
"S01011840","Perth and Kinross",2011,738,619,502,26,45,9
"S01011841","Perth and Kinross",2011,662,540,440,27,29,17
"S01011842","Perth and Kinross",2011,700,579,437,40,43,27
"S01011843","Perth and Kinross",2011,754,618,500,20,42,18
"S01011844","Perth and Kinross",2011,512,421,334,9,41,8
"S01011845","Perth and Kinross",2011,614,490,396,19,39,14
"S01011846","Perth and Kinross",2011,648,538,437,15,46,12
"S01011847","Perth and Kinross",2011,327,257,216,4,12,4
"S01011848","Perth and Kinross",2011,532,443,374,7,34,7
"S01011849","Perth and Kinross",2011,597,519,437,17,24,16
"S01011850","Perth and Kinross",2011,524,423,349,9,26,10
"S01011851","Perth and Kinross",2011,639,548,429,36,33,23
"S01011852","Perth and Kinross",2011,702,592,478,24,39,14
"S01011853","Perth and Kinross",2011,525,455,370,23,22,13
"S01011854","Perth and Kinross",2011,564,433,357,14,38,10
"S01011855","Perth and Kinross",2011,615,521,412,21,34,26
"S01011856","Perth and Kinross",2011,494,351,269,10,34,6
"S01011857","Perth and Kinross",2011,494,411,337,10,25,10
"S01011858","Perth and Kinross",2011,564,412,314,11,39,16
"S01011859","Perth and Kinross",2011,586,405,308,16,29,19
"S01011860","Perth and Kinross",2011,484,446,373,19,30,4
"S01011861","Perth and Kinross",2011,565,437,362,16,27,7
"S01011862","Perth and Kinross",2011,699,496,384,17,45,15
"S01011863","Perth and Kinross",2011,552,440,329,25,42,18
"S01011864","Perth and Kinross",2011,521,393,323,9,33,8
"S01011865","Perth and Kinross",2011,431,344,266,19,22,14
"S01011866","Perth and Kinross",2011,563,459,376,19,26,14
"S01011867","Perth and Kinross",2011,666,570,452,18,39,31
"S01011868","Perth and Kinross",2011,610,523,406,24,40,25
"S01011869","Perth and Kinross",2011,601,511,416,22,33,19
"S01011870","Perth and Kinross",2011,508,427,303,19,39,34
"S01011871","Perth and Kinross",2011,799,696,549,29,53,16
"S01011872","Perth and Kinross",2011,674,573,467,14,45,11
"S01011873","Perth and Kinross",2011,608,520,428,14,33,14
"S01011874","Perth and Kinross",2011,496,424,358,10,26,16
"S01011875","Perth and Kinross",2011,470,353,296,17,15,12
"S01011876","Perth and Kinross",2011,698,592,480,14,36,19
"S01011877","Perth and Kinross",2011,418,317,279,7,13,6
"S01011878","Perth and Kinross",2011,917,785,504,19,220,9
"S01011879","Perth and Kinross",2011,415,341,259,16,43,3
"S01011880","Perth and Kinross",2011,444,367,291,9,25,15
"S01011881","Perth and Kinross",2011,549,485,400,12,33,13
"S01011882","Perth and Kinross",2011,679,540,435,25,33,32
"S01011883","Perth and Kinross",2011,857,717,548,14,107,16
"S01011884","Perth and Kinross",2011,325,277,230,8,14,5
"S01011885","Perth and Kinross",2011,479,423,367,3,24,3
"S01011886","Perth and Kinross",2011,637,527,418,17,45,15
"S01011887","Perth and Kinross",2011,419,360,279,10,28,19
"S01011888","Perth and Kinross",2011,606,546,403,34,45,36
"S01011889","Perth and Kinross",2011,628,484,393,15,31,25
"S01011890","Perth and Kinross",2011,514,440,355,15,35,17
"S01011891","Perth and Kinross",2011,1049,965,358,35,37,79
"S01011892","Perth and Kinross",2011,771,697,596,25,42,13
"S01011893","Perth and Kinross",2011,708,596,494,32,25,28
"S01011894","Perth and Kinross",2011,483,424,329,17,35,20
"S01011895","Perth and Kinross",2011,448,340,259,8,42,8
"S01011896","Perth and Kinross",2011,625,506,415,17,33,12
"S01011897","Perth and Kinross",2011,710,578,465,21,48,9
"S01011898","Perth and Kinross",2011,494,414,340,9,42,5
"S01011899","Perth and Kinross",2011,601,431,366,8,33,5
"S01011900","Perth and Kinross",2011,549,429,377,10,28,6
"S01011901","Perth and Kinross",2011,651,529,438,25,33,9
"S01011902","Perth and Kinross",2011,787,589,493,7,51,18
"S01011903","Perth and Kinross",2011,573,423,363,10,25,14
"S01011904","Perth and Kinross",2011,559,437,372,4,29,10
"S01011905","Perth and Kinross",2011,559,488,399,8,54,4
"S01011906","Perth and Kinross",2011,325,258,221,11,12,6
"S01011907","Perth and Kinross",2011,585,501,439,15,27,11
"S01011908","Perth and Kinross",2011,286,251,219,7,13,4
"S01011909","Perth and Kinross",2011,775,742,661,17,35,10
"S01011910","Perth and Kinross",2011,659,585,391,50,36,44
"S01011911","Perth and Kinross",2011,462,381,313,19,20,16
"S01011912","Perth and Kinross",2011,515,449,358,17,28,23
"S01011913","Perth and Kinross",2011,534,460,338,34,19,40
"S01011914","Perth and Kinross",2011,586,540,362,51,40,31
"S01011915","Perth and Kinross",2011,591,514,373,26,38,41
"S01011916","Perth and Kinross",2011,420,371,263,21,29,31
"S01011917","Perth and Kinross",2011,372,314,239,19,24,11
"S01011918","Perth and Kinross",2011,564,502,306,56,37,45
"S01011919","Perth and Kinross",2011,724,670,426,34,124,45
"S01011920","Perth and Kinross",2011,475,408,312,29,33,20
"S01011921","Perth and Kinross",2011,419,355,264,22,24,17
"S01011922","Perth and Kinross",2011,581,506,375,39,22,45
"S01011923","Perth and Kinross",2011,643,573,394,45,41,41
"S01011924","Perth and Kinross",2011,329,275,207,13,26,18
"S01011925","Perth and Kinross",2011,544,515,434,13,31,15
"S01011926","Perth and Kinross",2011,483,417,317,26,21,27
"S01011927","Perth and Kinross",2011,468,394,278,22,34,33
"S01011928","Perth and Kinross",2011,565,454,354,22,26,31
"S01011929","Perth and Kinross",2011,531,446,346,22,28,30
"S01011930","Perth and Kinross",2011,476,404,306,16,31,27
"S01011931","Perth and Kinross",2011,457,419,262,36,33,40
"S01011932","Perth and Kinross",2011,497,463,354,18,36,24
"S01011933","Perth and Kinross",2011,516,463,346,24,43,29
"S01011934","Perth and Kinross",2011,821,707,511,39,102,14
"S01011935","Perth and Kinross",2011,686,627,463,34,75,30
"S01011936","Perth and Kinross",2011,554,500,376,35,54,20
"S01011937","Perth and Kinross",2011,542,481,365,18,48,32
"S01011938","Perth and Kinross",2011,539,455,366,20,30,22
"S01011939","Perth and Kinross",2011,641,594,393,50,58,52
"S01011940","Perth and Kinross",2011,338,320,235,21,27,20
"S01011941","Perth and Kinross",2011,627,604,441,48,48,36
"S01011942","Perth and Kinross",2011,661,610,436,36,74,34
"S01011943","Perth and Kinross",2011,946,857,540,101,79,88
"S01011944","Perth and Kinross",2011,340,263,199,11,26,3
"S01011945","Perth and Kinross",2011,605,440,336,5,29,35
"S01011946","Perth and Kinross",2011,561,430,308,36,43,12
"S01011947","Perth and Kinross",2011,354,252,209,6,19,9
"S01011948","Perth and Kinross",2011,789,635,469,30,37,71
"S01011949","Perth and Kinross",2011,545,358,290,13,23,8
"S01011950","Perth and Kinross",2011,514,361,299,12,22,16
"S01011951","Perth and Kinross",2011,484,384,313,11,28,10
"S01011952","Perth and Kinross",2011,354,261,231,5,13,1
"S01011953","Perth and Kinross",2011,524,416,349,10,36,3
"S01011954","Perth and Kinross",2011,350,277,222,16,14,9
"S01011955","Perth and Kinross",2011,686,554,445,25,38,28
"S01011956","Perth and Kinross",2011,717,613,519,10,34,14
"S01011957","Perth and Kinross",2011,721,610,480,21,45,24
"S01011958","Perth and Kinross",2011,799,644,535,14,31,25
"S01011959","Perth and Kinross",2011,665,541,413,13,37,49
"S01011960","Perth and Kinross",2011,603,519,459,8,20,9
"S01011961","Perth and Kinross",2011,531,461,388,14,32,8
"S01011962","Perth and Kinross",2011,512,418,358,5,29,8
"S01011963","Perth and Kinross",2011,359,298,242,11,16,15
"S01011964","Perth and Kinross",2011,759,617,511,30,33,15
"S01011965","Perth and Kinross",2011,549,405,317,9,45,16
"S01011966","Perth and Kinross",2011,600,465,378,15,37,13
"S01011967","Perth and Kinross",2011,909,782,548,7,48,32
"S01011968","Perth and Kinross",2011,752,626,498,33,51,16
"S01011969","Perth and Kinross",2011,762,618,486,23,31,42
"S01011970","Perth and Kinross",2011,711,626,471,42,30,34
"S01011971","Perth and Kinross",2011,392,324,271,15,21,9
"S01011972","Perth and Kinross",2011,886,702,577,25,46,30
"S01011973","Perth and Kinross",2011,463,377,312,16,24,5
"S01011974","Perth and Kinross",2011,591,469,402,10,25,6
"S01011975","Perth and Kinross",2011,352,277,219,11,17,10
"S01011976","Perth and Kinross",2011,573,451,355,21,33,13
"S01011977","Perth and Kinross",2011,880,712,533,34,46,50
"S01011978","Perth and Kinross",2011,470,359,278,17,22,20
"S01011979","Perth and Kinross",2011,724,599,507,9,32,21
"S01011980","Perth and Kinross",2011,318,260,204,10,19,8
"S01011981","Perth and Kinross",2011,716,606,506,13,29,23
"S01011982","Perth and Kinross",2011,717,609,508,20,28,23
"S01011983","Perth and Kinross",2011,548,422,358,21,15,7
"S01011984","Perth and Kinross",2011,468,404,290,21,17,40
"S01011985","Perth and Kinross",2011,526,442,356,16,26,21
"S01011986","Perth and Kinross",2011,480,407,272,35,20,39
"S01011987","Perth and Kinross",2011,703,565,418,28,48,40
"S01011988","Perth and Kinross",2011,501,368,277,6,37,34
"S01011989","Perth and Kinross",2011,616,486,401,17,31,18
"S01011990","Perth and Kinross",2011,527,369,302,21,21,10
"S01011991","Perth and Kinross",2011,521,438,339,15,37,23
"S01011992","Perth and Kinross",2011,673,518,424,22,33,15
"S01011993","Perth and Kinross",2011,625,522,403,29,30,24
"S01011994","Perth and Kinross",2011,518,314,247,12,28,8
"S01011995","Perth and Kinross",2011,613,528,441,13,26,9
"S01011996","Perth and Kinross",2011,404,342,262,15,25,18
"S01011997","Perth and Kinross",2011,668,566,447,27,46,17
"S01011998","Perth and Kinross",2011,382,287,240,8,11,3
"S01011999","Perth and Kinross",2011,477,408,346,8,28,15
"S01012000","Perth and Kinross",2011,335,273,242,3,12,4
"S01012001","Perth and Kinross",2011,459,387,330,13,11,14
"S01012002","Perth and Kinross",2011,391,300,241,8,16,17
"S01012003","Perth and Kinross",2011,419,344,273,20,24,11
"S01012004","Perth and Kinross",2011,638,507,403,13,44,22
"S01012005","Perth and Kinross",2011,644,546,455,24,33,14
"S01012006","Perth and Kinross",2011,708,654,382,11,216,18
"S01012007","Perth and Kinross",2011,580,460,373,15,29,19
"S01012008","Perth and Kinross",2011,707,616,490,18,40,30
"S01012009","Perth and Kinross",2011,557,478,419,12,23,9
"S01012010","Perth and Kinross",2011,872,687,589,14,35,20
"S01012011","Perth and Kinross",2011,824,688,565,23,55,21
"S01012012","Perth and Kinross",2011,477,334,279,14,19,13
